Time,espn
2024-11-26,32.057218952633775
2024-11-27,28.59157366045715
2024-11-28,38.988509536987024
2024-11-29,39.854920860031186
2024-11-30,48.51903409047274
2024-12-01,53.717502028737684
2024-12-02,32.057218952633775
2024-12-03,32.057218952633775
2024-12-04,29.45798498350131
2024-12-05,26.858751014368842
2024-12-06,30.324396306545466
2024-12-07,42.45415482916365
2024-12-08,59.78238129004677
2024-12-09,32.92363027567794
2024-12-10,32.92363027567794
2024-12-11,24.25951704523637
2024-12-12,25.992339691324684
2024-12-13,26.858751014368842
2024-12-14,34.656452921766245
2024-12-15,49.3854454135169
2024-12-16,31.19080762958962
2024-12-17,30.324396306545466
2024-12-18,25.992339691324684
2024-12-19,25.125928368280526
2024-12-20,32.92363027567794
2024-12-21,49.3854454135169
2024-12-22,53.717502028737684
2024-12-23,32.92363027567794
2024-12-24,32.92363027567794
2024-12-25,38.12209821394287
2024-12-26,30.324396306545466
2024-12-27,30.324396306545466
2024-12-28,38.988509536987024
2024-12-29,47.65262276742859
2024-12-30,35.5228642448104
2024-12-31,45.91980012134027
2025-01-01,60.64879261309093
2025-01-02,44.186977475251965
2025-01-03,32.92363027567794
2025-01-04,35.5228642448104
2025-01-05,49.3854454135169
2025-01-06,34.656452921766245
2025-01-07,25.125928368280526
2025-01-08,24.25951704523637
2025-01-09,25.992339691324684
2025-01-10,37.255686890898716
2025-01-11,46.786211444384435
2025-01-12,49.3854454135169
2025-01-13,32.057218952633775
2025-01-14,30.324396306545466
2025-01-15,24.25951704523637
2025-01-16,21.6602830761039
2025-01-17,22.52669439914806
2025-01-18,38.988509536987024
2025-01-19,47.65262276742859
2025-01-20,33.79004159872209
2025-01-21,36.389275567854554
2025-01-22,23.393105722192217
2025-01-23,23.393105722192217
2025-01-24,22.52669439914806
2025-01-25,25.992339691324684
2025-01-26,37.255686890898716
2025-01-27,26.858751014368842
2025-01-28,20.793871753059747
2025-01-29,20.793871753059747
2025-01-30,19.927460430015593
2025-01-31,19.927460430015593
2025-02-01,24.25951704523637
2025-02-02,34.656452921766245
2025-02-03,21.6602830761039
2025-02-04,21.6602830761039
2025-02-05,24.25951704523637
2025-02-06,28.59157366045715
2025-02-07,25.125928368280526
2025-02-08,28.59157366045715
2025-02-09,34.656452921766245
2025-02-10,32.057218952633775
2025-02-11,22.52669439914806
2025-02-12,20.793871753059747
2025-02-13,22.52669439914806
2025-02-14,22.52669439914806
2025-02-15,25.125928368280526
2025-02-16,25.992339691324684
2025-02-17,19.927460430015593
2025-02-18,18.194637783927277
2025-02-19,19.061049106971435
2025-02-20,19.927460430015593
2025-02-21,27.725162337412996
2025-02-22,24.25951704523637
2025-02-23,27.725162337412996
2025-02-24,19.061049106971435
2025-02-25,21.6602830761039
2025-02-26,23.393105722192217
2025-02-27,20.793871753059747
2025-02-28,21.6602830761039
2025-03-01,27.725162337412996
2025-03-02,27.725162337412996
2025-03-03,19.927460430015593
2025-03-04,20.793871753059747
2025-03-05,23.393105722192217
2025-03-06,23.393105722192217
2025-03-07,24.25951704523637
2025-03-08,28.59157366045715
2025-03-09,38.12209821394287
2025-03-10,25.992339691324684
2025-03-11,27.725162337412996
2025-03-12,27.725162337412996
2025-03-13,32.92363027567794
2025-03-14,31.19080762958962
2025-03-15,32.92363027567794
2025-03-16,42.45415482916365
2025-03-17,40.72133218307534
2025-03-18,37.255686890898716
2025-03-19,41.587743506119494
2025-03-20,69.31290584353249
2025-03-21,56.31673599787015
2025-03-22,48.51903409047274
2025-03-23,46.786211444384435
2025-03-24,35.5228642448104
2025-03-25,25.125928368280526
2025-03-26,22.52669439914806
2025-03-27,32.92363027567794
2025-03-28,38.988509536987024
2025-03-29,40.72133218307534
2025-03-30,46.786211444384435
2025-03-31,25.992339691324684
2025-04-01,25.992339691324684
2025-04-02,25.992339691324684
2025-04-03,24.25951704523637
2025-04-04,25.125928368280526
2025-04-05,34.656452921766245
2025-04-06,44.186977475251965
2025-04-07,23.393105722192217
2025-04-08,30.324396306545466
2025-04-09,25.125928368280526
2025-04-10,26.858751014368842
2025-04-11,25.125928368280526
2025-04-12,29.45798498350131
2025-04-13,34.656452921766245
2025-04-14,21.6602830761039
2025-04-15,21.85614733796229
2025-04-16,25.092516229492922
2025-04-17,23.223740742820553
2025-04-18,20.921759594626106
2025-04-19,33.00082383770447
2025-04-20,34.86959932437684
2025-04-21,24.158128486156738
2025-04-22,26.026903972829103
2025-04-23,27.895679459501473
2025-04-24,30.197660607695923
2025-04-25,47.381869228977294
2025-04-26,64.13287218873657
2025-04-27,37.17158047257129
2025-04-28,22.790535081298472
2025-04-29,24.158128486156738
2025-04-30,25.092516229492922
2025-05-01,26.026903972829103
2025-05-02,24.158128486156738
2025-05-03,30.69884268951003
2025-05-04,30.197660607695923
2025-05-05,23.223740742820553
2025-05-06,25.092516229492922
2025-05-07,26.026903972829103
2025-05-08,25.092516229492922
2025-05-09,23.72492282463466
2025-05-10,33.00082383770447
2025-05-11,33.93521158104066
2025-05-12,24.158128486156738
2025-05-13,30.197660607695923
2025-05-14,26.026903972829103
2025-05-15,28.066196581589953
2025-05-16,28.066196581589953
2025-05-17,32.0756532361028
2025-05-18,33.07801739973102
2025-05-19,21.049647436192465
2025-05-20,22.052011599820677
2025-05-21,27.063832417961738
2025-05-22,26.061468254333526
2025-05-23,25.059104090705315
2025-05-24,29.068560745218164
2025-05-25,32.0756532361028
2025-05-26,25.059104090705315
2025-05-27,23.05437576344889
2025-05-28,25.059104090705315
2025-05-29,26.061468254333526
2025-05-30,25.059104090705315
2025-05-31,27.063832417961738
2025-06-01,34.080381563359225
2025-06-02,23.05437576344889
2025-06-03,22.052011599820677
2025-06-04,22.052011599820677
2025-06-05,25.059104090705315
2025-06-06,28.066196581589953
2025-06-07,27.063832417961738
2025-06-08,30.070924908846376
2025-06-09,22.052011599820677
2025-06-10,20.04728327256425
2025-06-11,21.049647436192465
2025-06-12,25.059104090705315
2025-06-13,22.052011599820677
2025-06-14,28.066196581589953
2025-06-15,28.066196581589953
2025-06-16,21.049647436192465
2025-06-17,26.061468254333526
2025-06-18,23.05437576344889
2025-06-19,22.052011599820677
2025-06-20,24.056739927077103
2025-06-21,21.049647436192465
2025-06-22,28.066196581589953
2025-06-23,26.061468254333526
2025-06-24,19.04491910893604
2025-06-25,21.049647436192465
2025-06-26,25.059104090705315
2025-06-27,19.04491910893604
2025-06-28,23.05437576344889
2025-06-29,28.066196581589953
2025-06-30,19.04491910893604
2025-07-01,22.052011599820677
2025-07-02,23.05437576344889
2025-07-03,22.052011599820677
2025-07-04,24.056739927077103
2025-07-05,23.05437576344889
2025-07-06,24.056739927077103
2025-07-07,20.04728327256425
2025-07-08,20.04728327256425
2025-07-09,23.05437576344889
2025-07-10,20.04728327256425
2025-07-11,21.049647436192465
2025-07-12,23.05437576344889
2025-07-13,27.063832417961738
2025-07-14,18.042554945307828
2025-07-15,19.04491910893604
2025-07-16,19.04491910893604
2025-07-17,19.04491910893604
2025-07-18,19.04491910893604
2025-07-19,22.052011599820677
2025-07-20,28.066196581589953
2025-07-21,18.042554945307828
2025-07-22,19.04491910893604
2025-07-23,21.049647436192465
2025-07-24,19.04491910893604
2025-07-25,19.04491910893604
2025-07-26,21.049647436192465
2025-07-27,24.056739927077103
2025-07-28,18.042554945307828
2025-07-29,20.04728327256425
2025-07-30,24.056739927077103
2025-07-31,26.061468254333526
2025-08-01,25.059104090705315
2025-08-02,26.061468254333526
2025-08-03,25.059104090705315
2025-08-04,20.04728327256425
2025-08-05,23.05437576344889
2025-08-06,33.07801739973102
2025-08-07,26.061468254333526
2025-08-08,26.061468254333526
2025-08-09,32.0756532361028
2025-08-10,33.07801739973102
2025-08-11,24.056739927077103
2025-08-12,23.05437576344889
2025-08-13,27.063832417961738
2025-08-14,30.070924908846376
2025-08-15,27.063832417961738
2025-08-16,34.080381563359225
2025-08-17,37.08747405424386
2025-08-18,27.063832417961738
2025-08-19,31.07328907247459
2025-08-20,31.07328907247459
2025-08-21,36.085109890615655
2025-08-22,34.080381563359225
2025-08-23,51.12057234503884
2025-08-24,49.115844017782415
2025-08-25,37.08747405424386
2025-08-26,38.08983821787208
2025-08-27,40.0945665451285
2025-08-28,44.104023199641354
2025-08-29,46.10875152689778
2025-08-30,76.17967643574416
2025-08-31,69.16312729034667
2025-09-01,55.13002899955169
2025-09-02,48.11347985415421
2025-09-03,44.104023199641354
2025-09-04,43.10165903601314
2025-09-05,48.11347985415421
2025-09-06,66.15603479946203
2025-09-07,72.17021978123131
2025-09-08,41.096930708756716
2025-09-09,41.096930708756716
2025-09-10,28.066196581589953
2025-09-11,28.066196581589953
2025-09-12,32.0756532361028
2025-09-13,52.12293650866705
2025-09-14,75.17731227211594
2025-09-15,37.08747405424386
2025-09-16,39.09220238150029
2025-09-17,31.07328907247459
2025-09-18,31.07328907247459
2025-09-19,33.07801739973102
2025-09-20,60.14184981769275
2025-09-21,64.1513064722056
2025-09-22,36.085109890615655
2025-09-23,36.085109890615655
2025-09-24,29.068560745218164
2025-09-25,32.0756532361028
2025-09-26,32.0756532361028
2025-09-27,53.12530067229527
2025-09-28,67.15839896309024
2025-09-29,37.08747405424386
2025-09-30,41.096930708756716
2025-10-01,38.08983821787208
2025-10-02,37.08747405424386
2025-10-03,35.08274572698744
2025-10-04,50.11820818141063
2025-10-05,64.1513064722056
2025-10-06,34.080381563359225
2025-10-07,37.08747405424386
2025-10-08,34.080381563359225
2025-10-09,34.080381563359225
2025-10-10,34.080381563359225
2025-10-11,53.12530067229527
2025-10-12,60.14184981769275
2025-10-13,39.09220238150029
2025-10-14,34.080381563359225
2025-10-15,26.061468254333526
2025-10-16,27.063832417961738
2025-10-17,34.080381563359225
2025-10-18,52.12293650866705
2025-10-19,61.144213981320966
2025-10-20,36.085109890615655
2025-10-21,37.08747405424386
2025-10-22,31.07328907247459
2025-10-23,34.080381563359225
2025-10-24,34.080381563359225
2025-10-25,53.12530067229527
2025-10-26,61.144213981320966
2025-10-27,34.080381563359225
2025-10-28,39.09220238150029
2025-10-29,32.0756532361028
2025-10-30,33.07801739973102
2025-10-31,52.12293650866705
2025-11-01,100.23641636282126
2025-11-02,73.17258394485951
2025-11-03,46.10875152689778
2025-11-04,62.14657814494918
2025-11-05,37.08747405424386
2025-11-06,40.0945665451285
2025-11-07,39.09220238150029
2025-11-08,66.15603479946203
2025-11-09,65.15367063583382
2025-11-10,41.096930708756716
2025-11-11,46.10875152689778
2025-11-12,34.080381563359225
2025-11-13,32.0756532361028
2025-11-14,34.080381563359225
2025-11-15,58.13712149043633
2025-11-16,63.14894230857739
2025-11-17,34.080381563359225
2025-11-18,31.07328907247459
2025-11-19,28.066196581589953
2025-11-20,26.061468254333526
2025-11-21,30.070924908846376
2025-11-22,43.10165903601314
2025-11-23,55.13002899955169
2025-11-24,33.07801739973102
2025-11-25,33.07801739973102
2025-11-26,29.068560745218164
2025-11-27,38.08983821787208
2025-11-28,42.09929487238493
2025-11-29,51.12057234503884
2025-11-30,55.13002899955169
2025-12-01,33.07801739973102
2025-12-02,33.07801739973102
2025-12-03,29.068560745218164
2025-12-04,27.063832417961738
2025-12-05,32.0756532361028
2025-12-06,43.10165903601314
2025-12-07,61.144213981320966
2025-12-08,34.080381563359225
2025-12-09,32.0756532361028
2025-12-10,24.056739927077103
2025-12-11,26.16566491269304
2025-12-12,28.706179378045327
2025-12-13,31.938005990004257
2025-12-14,45.3664945196541
2025-12-15,31.938005990004257
2025-12-16,29.051835451348648
2025-12-17,24.973170684272283
2025-12-18,24.973170684272283
2025-12-19,32.28366206330758
2025-12-20,44.17400029123335
2025-12-21,52.33132982538608
2025-12-22,33.13050021842501
2025-12-23,31.091167834886832
2025-12-24,24.973170684272283
2025-12-25,33.13050021842501
2025-12-26,30.745511761583508
2025-12-27,33.13050021842501
2025-12-28,45.3664945196541
2025-12-29,31.938005990004257
2025-12-30,32.28366206330758
2025-12-31,38.90284129573624
2026-01-01,49.09950321342714
2026-01-02,36.01667075708062
2026-01-03,36.36232683038395
2026-01-04,45.867676601468204
2026-01-05,33.47615629172833
2026-01-06,24.973170684272283
2026-01-07,24.973170684272283
2026-01-08,28.20499729623122
2026-01-09,34.32299444684576
2026-01-10,47.70053811585857
2026-01-11,51.1570988488918
2026-01-12,33.18298303711901
2026-01-13,34.5656073303323
2026-01-14,24.887237277839255
2026-01-15,23.504612984625965
2026-01-16,23.504612984625965
2026-01-17,32.49167089051236
2026-01-18,54.613659581925035
2026-01-19,36.63954377015224
2026-01-20,43.552665236218694
2026-01-21,26.961173717659193
2026-01-22,22.813300838019316
2026-01-23,22.813300838019316
2026-01-24,28.343798010872487
2026-01-25,37.330855916758885
2026-01-26,26.961173717659193
2026-01-27,21.430676544806026
2026-01-28,22.12198869141267
2026-01-29,22.12198869141267
2026-01-30,24.887237277839255
2026-01-31,35.94823162354559
2026-02-01,28.343798010872487
2026-02-02,20.048052251592733
2026-02-03,22.12198869141267
2026-02-04,24.19592513123261
2026-02-05,25.5785494244459
2026-02-06,22.12198869141267
2026-02-07,23.504612984625965
2026-02-08,29.726422304085776
2026-02-09,26.269861571052548
2026-02-10,20.048052251592733
2026-02-11,20.048052251592733
2026-02-12,21.430676544806026
2026-02-13,19.356740104986088
2026-02-14,22.813300838019316
2026-02-15,22.12198869141267
2026-02-16,19.356740104986088
2026-02-17,16.591491518559504
2026-02-18,19.356740104986088
2026-02-19,20.739364398199378
2026-02-20,21.430676544806026
2026-02-21,24.887237277839255
2026-02-22,26.961173717659193
2026-02-23,17.974115811772794
2026-02-24,18.665427958379443
2026-02-25,20.048052251592733
2026-02-26,20.048052251592733
2026-02-27,20.739364398199378
2026-02-28,26.269861571052548
2026-03-01,24.887237277839255
2026-03-02,19.356740104986088
2026-03-03,21.430676544806026
2026-03-04,22.813300838019316
2026-03-05,23.504612984625965
2026-03-06,24.887237277839255
2026-03-07,31.10904659729907
2026-03-08,30.41773445069242
2026-03-09,26.269861571052548
2026-03-10,26.961173717659193
2026-03-11,32.49167089051236
2026-03-12,30.41773445069242
2026-03-13,29.726422304085776
2026-03-14,31.800358743905715
2026-03-15,35.25691947693895
2026-03-16,38.02216806336553
2026-03-17,38.02216806336553
2026-03-18,41.478728796398755
2026-03-19,69.1312146606646
2026-03-20,51.1570988488918
2026-03-21,43.552665236218694
2026-03-22,44.24397738282534
2026-03-23,35.94823162354559
2026-03-24,24.19592513123261
2026-03-25,24.19592513123261
2026-03-26,33.18298303711901
2026-03-27,37.330855916758885
2026-03-28,40.096104503185465
2026-03-29,43.552665236218694
2026-03-30,25.5785494244459
2026-03-31,24.887237277839255
2026-04-01,25.5785494244459
2026-04-02,22.12198869141267
2026-04-03,26.269861571052548
2026-04-04,35.94823162354559
2026-04-05,38.02216806336553
2026-04-06,24.19592513123261
2026-04-07,31.10904659729907
2026-04-08,24.887237277839255
2026-04-09,24.887237277839255
2026-04-10,25.5785494244459
2026-04-11,28.343798010872487
2026-04-12,28.343798010872487
2026-04-13,22.12198869141267
2026-04-14,22.813300838019316
2026-04-15,24.19592513123261
2026-04-16,24.19592513123261
2026-04-17,22.813300838019316
2026-04-18,41.478728796398755
2026-04-19,38.713480209972175
2026-04-20,24.887237277839255
2026-04-21,24.887237277839255
2026-04-22,26.961173717659193
2026-04-23,29.03511015747913
2026-04-24,35.94823162354559
2026-04-25,39.404792356578824
2026-04-26,34.5656073303323
2026-04-27,22.12198869141267
2026-04-28,24.19592513123261
2026-04-29,25.5785494244459
2026-04-30,24.887237277839255
2026-05-01,25.5785494244459
2026-05-02,28.343798010872487
2026-05-03,30.41773445069242
2026-05-04,20.739364398199378
2026-05-05,23.504612984625965
2026-05-06,24.887237277839255
2026-05-07,24.19592513123261
2026-05-08,23.504612984625965
2026-05-09,30.41773445069242
2026-05-10,33.87429518372565
2026-05-11,20.048052251592733
2026-05-12,22.12198869141267
2026-05-13,21.430676544806026
2026-05-14,26.269861571052548
2026-05-15,23.504612984625965
2026-05-16,29.03511015747913
2026-05-17,26.961173717659193
2026-05-18,20.739364398199378
2026-05-19,24.19592513123261
2026-05-20,24.887237277839255
2026-05-21,24.887237277839255
2026-05-22,25.5785494244459
2026-05-23,27.652485864265838
2026-05-24,29.03511015747913
2026-05-25,24.887237277839255
2026-05-26,22.12198869141267
2026-05-27,23.504612984625965
2026-05-28,22.12198869141267
2026-05-29,24.887237277839255
2026-05-30,26.961173717659193
2026-05-31,33.18298303711901
