Time,expedia
2024-09-26,52.14620303979394
2024-09-27,47.583410273811964
2024-09-28,46.27975519781712
2024-09-29,48.88706534980682
2024-09-30,49.53889288780424
2024-10-01,49.53889288780424
2024-10-02,50.84254796379909
2024-10-03,53.449858115788786
2024-10-04,46.931582735814544
2024-10-05,48.88706534980682
2024-10-06,49.53889288780424
2024-10-07,54.10168565378621
2024-10-08,50.190720425801665
2024-10-09,48.23523781180939
2024-10-10,46.931582735814544
2024-10-11,47.583410273811964
2024-10-12,46.931582735814544
2024-10-13,46.27975519781712
2024-10-14,48.23523781180939
2024-10-15,51.49437550179651
2024-10-16,48.88706534980682
2024-10-17,51.49437550179651
2024-10-18,48.88706534980682
2024-10-19,46.27975519781712
2024-10-20,44.97610012182227
2024-10-21,52.14620303979394
2024-10-22,50.190720425801665
2024-10-23,48.88706534980682
2024-10-24,48.88706534980682
2024-10-25,44.32427258382484
2024-10-26,41.71696243183515
2024-10-27,43.020617507829996
2024-10-28,49.53889288780424
2024-10-29,47.583410273811964
2024-10-30,44.32427258382484
2024-10-31,44.97610012182227
2024-11-01,46.27975519781712
2024-11-02,45.6279276598197
2024-11-03,48.23523781180939
2024-11-04,49.53889288780424
2024-11-05,43.020617507829996
2024-11-06,35.850514589858335
2024-11-07,48.23523781180939
2024-11-08,50.190720425801665
2024-11-09,46.27975519781712
2024-11-10,46.27975519781712
2024-11-11,50.84254796379909
2024-11-12,48.88706534980682
2024-11-13,52.14620303979394
2024-11-14,45.6279276598197
2024-11-15,44.97610012182227
2024-11-16,40.4133073558403
2024-11-17,45.6279276598197
2024-11-18,52.79803057779136
2024-11-19,46.931582735814544
2024-11-20,50.190720425801665
2024-11-21,48.23523781180939
2024-11-22,46.27975519781712
2024-11-23,43.67244504582742
2024-11-24,43.020617507829996
2024-11-25,45.6279276598197
2024-11-26,47.583410273811964
2024-11-27,46.27975519781712
2024-11-28,40.4133073558403
2024-11-29,46.27975519781712
2024-11-30,49.53889288780424
2024-12-01,47.583410273811964
2024-12-02,51.49437550179651
2024-12-03,65.18275379974241
2024-12-04,53.449858115788786
2024-12-05,45.6279276598197
2024-12-06,44.97610012182227
2024-12-07,43.67244504582742
2024-12-08,44.32427258382484
2024-12-09,46.931582735814544
2024-12-10,47.583410273811964
2024-12-11,45.6279276598197
2024-12-12,45.6279276598197
2024-12-13,41.71696243183515
2024-12-14,41.06513489383772
2024-12-15,43.67244504582742
2024-12-16,44.97610012182227
2024-12-17,47.583410273811964
2024-12-18,47.583410273811964
2024-12-19,44.97610012182227
2024-12-20,43.67244504582742
2024-12-21,43.67244504582742
2024-12-22,43.67244504582742
2024-12-23,41.06513489383772
2024-12-24,41.71696243183515
2024-12-25,40.4133073558403
2024-12-26,54.75351319178363
2024-12-27,56.05716826777848
2024-12-28,56.05716826777848
2024-12-29,54.75351319178363
2024-12-30,52.14620303979394
2024-12-31,53.449858115788786
2025-01-01,46.931582735814544
2025-01-02,52.79803057779136
2025-01-03,58.66447841976818
2025-01-04,56.05716826777848
2025-01-05,56.05716826777848
2025-01-06,53.449858115788786
2025-01-07,60.619961033760454
2025-01-08,58.01265088177075
2025-01-09,55.40534072978106
2025-01-10,54.75351319178363
2025-01-11,52.79803057779136
2025-01-12,58.01265088177075
2025-01-13,56.05716826777848
2025-01-14,54.75351319178363
2025-01-15,58.66447841976818
2025-01-16,54.10168565378621
2025-01-17,61.271788571757874
2025-01-18,51.49437550179651
2025-01-19,52.14620303979394
2025-01-20,52.79803057779136
2025-01-21,51.49437550179651
2025-01-22,54.75351319178363
2025-01-23,51.49437550179651
2025-01-24,50.190720425801665
2025-01-25,51.49437550179651
2025-01-26,51.49437550179651
2025-01-27,50.190720425801665
2025-01-28,53.449858115788786
2025-01-29,56.708995805775906
2025-01-30,48.23523781180939
2025-01-31,47.583410273811964
2025-02-01,47.583410273811964
2025-02-02,50.190720425801665
2025-02-03,48.88706534980682
2025-02-04,50.190720425801665
2025-02-05,52.14620303979394
2025-02-06,49.53889288780424
2025-02-07,55.40534072978106
2025-02-08,46.931582735814544
2025-02-09,48.88706534980682
2025-02-10,44.97610012182227
2025-02-11,49.53889288780424
2025-02-12,52.14620303979394
2025-02-13,55.40534072978106
2025-02-14,52.14620303979394
2025-02-15,52.79803057779136
2025-02-16,54.75351319178363
2025-02-17,58.66447841976818
2025-02-18,56.05716826777848
2025-02-19,58.01265088177075
2025-02-20,55.40534072978106
2025-02-21,52.14620303979394
2025-02-22,50.190720425801665
2025-02-23,52.14620303979394
2025-02-24,54.10168565378621
2025-02-25,51.49437550179651
2025-02-26,52.14620303979394
2025-02-27,51.49437550179651
2025-02-28,50.84254796379909
2025-03-01,53.449858115788786
2025-03-02,56.05716826777848
2025-03-03,56.05716826777848
2025-03-04,55.40534072978106
2025-03-05,56.05716826777848
2025-03-06,56.708995805775906
2025-03-07,52.14620303979394
2025-03-08,58.66447841976818
2025-03-09,61.271788571757874
2025-03-10,57.36082334377333
2025-03-11,57.36082334377333
2025-03-12,53.449858115788786
2025-03-13,53.449858115788786
2025-03-14,51.49437550179651
2025-03-15,52.79803057779136
2025-03-16,56.05716826777848
2025-03-17,56.708995805775906
2025-03-18,54.75351319178363
2025-03-19,59.3163059577656
2025-03-20,54.10168565378621
2025-03-21,50.190720425801665
2025-03-22,53.449858115788786
2025-03-23,53.449858115788786
2025-03-24,50.190720425801665
2025-03-25,53.449858115788786
2025-03-26,52.14620303979394
2025-03-27,56.708995805775906
2025-03-28,52.79803057779136
2025-03-29,51.49437550179651
2025-03-30,50.84254796379909
2025-03-31,52.79803057779136
2025-04-01,55.40534072978106
2025-04-02,48.88706534980682
2025-04-03,55.40534072978106
2025-04-04,46.931582735814544
2025-04-05,47.583410273811964
2025-04-06,53.449858115788786
2025-04-07,52.14620303979394
2025-04-08,50.190720425801665
2025-04-09,50.190720425801665
2025-04-10,53.449858115788786
2025-04-11,51.49437550179651
2025-04-12,48.23523781180939
2025-04-13,50.190720425801665
2025-04-14,49.53889288780424
2025-04-15,51.54772427802051
2025-04-16,53.97314181171633
2025-04-17,48.74838592509104
2025-04-18,50.14805510155577
2025-04-19,45.62313380316286
2025-04-20,46.32296839139522
2025-04-21,50.84788968978815
2025-04-22,51.87363804701922
2025-04-23,51.87363804701922
2025-04-24,47.722637567859955
2025-04-25,50.14805510155577
2025-04-26,44.22346462669812
2025-04-27,58.8719839293429
2025-04-28,49.12230674432469
2025-04-29,49.82214133255706
2025-04-30,49.12230674432469
2025-05-01,51.54772427802051
2025-05-02,50.84788968978815
2025-05-03,50.14805510155577
2025-05-04,50.14805510155577
2025-05-05,49.448220513323406
2025-05-06,53.97314181171633
2025-05-07,50.14805510155577
2025-05-08,48.048551336858665
2025-05-09,52.947393454485244
2025-05-10,46.32296839139522
2025-05-11,47.722637567859955
2025-05-12,55.37281098818106
2025-05-13,54.34706263094998
2025-05-14,53.647228042717614
2025-05-15,56.835964523515685
2025-05-16,53.09675633117913
2025-05-17,50.853231415777195
2025-05-18,50.853231415777195
2025-05-19,53.09675633117913
2025-05-20,59.07948943891762
2025-05-21,56.835964523515685
2025-05-22,52.348914692711816
2025-05-23,51.6010730542445
2025-05-24,49.35754813884257
2025-05-25,50.853231415777195
2025-05-26,62.07085599278687
2025-05-27,57.583806161983
2025-05-28,58.33164780045031
2025-05-29,59.07948943891762
2025-05-30,56.835964523515685
2025-05-31,51.6010730542445
2025-06-01,52.348914692711816
2025-06-02,54.59243960811375
2025-06-03,59.07948943891762
2025-06-04,62.07085599278687
2025-06-05,68.05358910052536
2025-06-06,60.57517271585225
2025-06-07,62.07085599278687
2025-06-08,60.57517271585225
2025-06-09,59.82733107738493
2025-06-10,65.06222254665612
2025-06-11,64.31438090818881
2025-06-12,65.81006418512342
2025-06-13,58.33164780045031
2025-06-14,56.835964523515685
2025-06-15,59.07948943891762
2025-06-16,59.07948943891762
2025-06-17,59.07948943891762
2025-06-18,64.31438090818881
2025-06-19,64.31438090818881
2025-06-20,64.31438090818881
2025-06-21,59.07948943891762
2025-06-22,50.853231415777195
2025-06-23,59.07948943891762
2025-06-24,65.81006418512342
2025-06-25,62.07085599278687
2025-06-26,59.82733107738493
2025-06-27,64.31438090818881
2025-06-28,60.57517271585225
2025-06-29,60.57517271585225
2025-06-30,62.81869763125418
2025-07-01,67.30574746205805
2025-07-02,60.57517271585225
2025-07-03,59.82733107738493
2025-07-04,56.835964523515685
2025-07-05,50.853231415777195
2025-07-06,56.835964523515685
2025-07-07,61.323014354319554
2025-07-08,74.78416384673116
2025-07-09,69.54927237745999
2025-07-10,70.29711401592729
2025-07-11,68.80143073899268
2025-07-12,65.81006418512342
2025-07-13,68.05358910052536
2025-07-14,74.78416384673116
2025-07-15,67.30574746205805
2025-07-16,72.54063893132923
2025-07-17,71.04495565439461
2025-07-18,64.31438090818881
2025-07-19,65.81006418512342
2025-07-20,68.80143073899268
2025-07-21,62.81869763125418
2025-07-22,68.80143073899268
2025-07-23,66.55790582359074
2025-07-24,62.07085599278687
2025-07-25,64.31438090818881
2025-07-26,56.835964523515685
2025-07-27,61.323014354319554
2025-07-28,68.05358910052536
2025-07-29,65.81006418512342
2025-07-30,62.81869763125418
2025-07-31,65.06222254665612
2025-08-01,65.81006418512342
2025-08-02,61.323014354319554
2025-08-03,61.323014354319554
2025-08-04,58.33164780045031
2025-08-05,68.05358910052536
2025-08-06,66.55790582359074
2025-08-07,64.31438090818881
2025-08-08,67.30574746205805
2025-08-09,62.81869763125418
2025-08-10,62.81869763125418
2025-08-11,59.07948943891762
2025-08-12,65.06222254665612
2025-08-13,60.57517271585225
2025-08-14,65.06222254665612
2025-08-15,55.340281246581064
2025-08-16,59.07948943891762
2025-08-17,65.06222254665612
2025-08-18,59.82733107738493
2025-08-19,64.31438090818881
2025-08-20,57.583806161983
2025-08-21,64.31438090818881
2025-08-22,54.59243960811375
2025-08-23,56.08812288504838
2025-08-24,59.07948943891762
2025-08-25,57.583806161983
2025-08-26,55.340281246581064
2025-08-27,59.82733107738493
2025-08-28,55.340281246581064
2025-08-29,56.08812288504838
2025-08-30,58.33164780045031
2025-08-31,56.835964523515685
2025-09-01,61.323014354319554
2025-09-02,55.340281246581064
2025-09-03,56.835964523515685
2025-09-04,59.07948943891762
2025-09-05,55.340281246581064
2025-09-06,54.59243960811375
2025-09-07,55.340281246581064
2025-09-08,60.57517271585225
2025-09-09,56.835964523515685
2025-09-10,55.340281246581064
2025-09-11,53.84459796964644
2025-09-12,59.07948943891762
2025-09-13,53.84459796964644
2025-09-14,54.59243960811375
2025-09-15,56.08812288504838
2025-09-16,56.08812288504838
2025-09-17,54.59243960811375
2025-09-18,56.08812288504838
2025-09-19,55.340281246581064
2025-09-20,56.08812288504838
2025-09-21,56.08812288504838
2025-09-22,58.33164780045031
2025-09-23,56.835964523515685
2025-09-24,57.583806161983
2025-09-25,56.835964523515685
2025-09-26,56.08812288504838
2025-09-27,55.340281246581064
2025-09-28,54.59243960811375
2025-09-29,59.07948943891762
2025-09-30,56.835964523515685
2025-10-01,56.08812288504838
2025-10-02,55.340281246581064
2025-10-03,53.09675633117913
2025-10-04,56.835964523515685
2025-10-05,57.583806161983
2025-10-06,55.340281246581064
2025-10-07,56.08812288504838
2025-10-08,54.59243960811375
2025-10-09,58.33164780045031
2025-10-10,52.348914692711816
2025-10-11,53.84459796964644
2025-10-12,55.340281246581064
2025-10-13,61.323014354319554
2025-10-14,56.835964523515685
2025-10-15,56.08812288504838
2025-10-16,56.08812288504838
2025-10-17,53.09675633117913
2025-10-18,53.84459796964644
2025-10-19,53.84459796964644
2025-10-20,56.835964523515685
2025-10-21,55.340281246581064
2025-10-22,56.835964523515685
2025-10-23,53.09675633117913
2025-10-24,57.583806161983
2025-10-25,49.35754813884257
2025-10-26,56.08812288504838
2025-10-27,53.84459796964644
2025-10-28,51.6010730542445
2025-10-29,57.583806161983
2025-10-30,57.583806161983
2025-10-31,53.09675633117913
2025-11-01,53.09675633117913
2025-11-02,56.835964523515685
2025-11-03,57.583806161983
2025-11-04,60.57517271585225
2025-11-05,55.340281246581064
2025-11-06,55.340281246581064
2025-11-07,59.82733107738493
2025-11-08,55.340281246581064
2025-11-09,53.84459796964644
2025-11-10,54.59243960811375
2025-11-11,56.835964523515685
2025-11-12,56.08812288504838
2025-11-13,56.08812288504838
2025-11-14,53.09675633117913
2025-11-15,53.09675633117913
2025-11-16,53.84459796964644
2025-11-17,62.07085599278687
2025-11-18,55.340281246581064
2025-11-19,59.82733107738493
2025-11-20,56.08812288504838
2025-11-21,57.583806161983
2025-11-22,56.08812288504838
2025-11-23,55.340281246581064
2025-11-24,56.835964523515685
2025-11-25,56.08812288504838
2025-11-26,60.57517271585225
2025-11-27,50.10538977730988
2025-11-28,60.57517271585225
2025-11-29,57.583806161983
2025-11-30,59.07948943891762
2025-12-01,63.56653926972149
2025-12-02,72.54063893132923
2025-12-03,59.82733107738493
2025-12-04,59.07948943891762
2025-12-05,51.6010730542445
2025-12-06,53.84459796964644
2025-12-07,56.835964523515685
2025-12-08,55.340281246581064
2025-12-09,54.59243960811375
2025-12-10,56.835964523515685
2025-12-11,54.42250933434137
2025-12-12,49.479953068538535
2025-12-13,52.52571003291799
2025-12-14,53.66107009324651
2025-12-15,52.899630852151645
2025-12-16,53.287149274012855
2025-12-17,55.57146699729745
2025-12-18,55.57146699729745
2025-12-19,53.66107009324651
2025-12-20,53.66107009324651
2025-12-21,56.33290623839231
2025-12-22,55.9453878165311
2025-12-23,52.899630852151645
2025-12-24,53.287149274012855
2025-12-25,52.52571003291799
2025-12-26,63.55978022747973
2025-12-27,64.3212194685746
2025-12-28,60.51402326310028
2025-12-29,65.08265870966946
2025-12-30,65.84409795076431
2025-12-31,56.70682705762596
2026-01-01,54.42250933434137
2026-01-02,65.84409795076431
2026-01-03,64.3212194685746
2026-01-04,66.60553719185918
2026-01-05,62.798340986384865
2026-01-06,66.60553719185918
2026-01-07,66.21801876999797
2026-01-08,62.798340986384865
2026-01-09,62.798340986384865
2026-01-10,68.97827909129487
2026-01-11,67.42820540385004
2026-01-12,66.65316856012763
2026-01-13,68.20324224757245
2026-01-14,68.97827909129487
2026-01-15,60.45287381034831
2026-01-16,57.35272643545865
2026-01-17,62.00294749779314
2026-01-18,65.10309487268279
2026-01-19,68.97827909129487
2026-01-20,68.97827909129487
2026-01-21,64.32805802896038
2026-01-22,68.97827909129487
2026-01-23,60.45287381034831
2026-01-24,63.55302118523797
2026-01-25,58.90280012290348
2026-01-26,62.77798434151555
2026-01-27,68.97827909129487
2026-01-28,65.8781317164052
2026-01-29,64.32805802896038
2026-01-30,59.6778369666259
2026-01-31,60.45287381034831
2026-02-01,65.8781317164052
2026-02-02,60.45287381034831
2026-02-03,62.77798434151555
2026-02-04,63.55302118523797
2026-02-05,59.6778369666259
2026-02-06,56.57768959173624
2026-02-07,57.35272643545865
2026-02-08,57.35272643545865
2026-02-09,59.6778369666259
2026-02-10,62.00294749779314
2026-02-11,65.10309487268279
2026-02-12,65.8781317164052
2026-02-13,62.00294749779314
2026-02-14,58.90280012290348
2026-02-15,65.10309487268279
2026-02-16,76.728647528519
2026-02-17,63.55302118523797
2026-02-18,68.20324224757245
2026-02-19,63.55302118523797
2026-02-20,62.77798434151555
2026-02-21,67.42820540385004
2026-02-22,69.75331593501728
2026-02-23,72.07842646618452
2026-02-24,75.95361068479659
2026-02-25,70.52835277873969
2026-02-26,68.97827909129487
2026-02-27,68.20324224757245
2026-02-28,67.42820540385004
2026-03-01,73.62850015362935
2026-03-02,68.97827909129487
2026-03-03,71.3033896224621
2026-03-04,67.42820540385004
2026-03-05,67.42820540385004
2026-03-06,70.52835277873969
2026-03-07,72.85346330990694
2026-03-08,71.3033896224621
2026-03-09,77.50368437224142
2026-03-10,77.50368437224142
2026-03-11,75.17857384107418
2026-03-12,75.17857384107418
2026-03-13,70.52835277873969
2026-03-14,73.62850015362935
2026-03-15,71.3033896224621
2026-03-16,75.17857384107418
2026-03-17,77.50368437224142
2026-03-18,69.75331593501728
2026-03-19,68.97827909129487
2026-03-20,61.227910654070726
2026-03-21,68.20324224757245
2026-03-22,69.75331593501728
2026-03-23,68.20324224757245
2026-03-24,67.42820540385004
2026-03-25,68.97827909129487
2026-03-26,64.32805802896038
2026-03-27,62.77798434151555
2026-03-28,62.00294749779314
2026-03-29,67.42820540385004
2026-03-30,63.55302118523797
2026-03-31,68.97827909129487
2026-04-01,63.55302118523797
2026-04-02,75.17857384107418
2026-04-03,65.10309487268279
2026-04-04,59.6778369666259
2026-04-05,62.00294749779314
2026-04-06,68.20324224757245
2026-04-07,69.75331593501728
2026-04-08,67.42820540385004
2026-04-09,66.65316856012763
2026-04-10,65.8781317164052
2026-04-11,63.55302118523797
2026-04-12,59.6778369666259
2026-04-13,59.6778369666259
2026-04-14,65.10309487268279
2026-04-15,67.42820540385004
2026-04-16,65.10309487268279
2026-04-17,60.45287381034831
2026-04-18,62.77798434151555
2026-04-19,75.17857384107418
2026-04-20,67.42820540385004
2026-04-21,66.65316856012763
2026-04-22,66.65316856012763
2026-04-23,68.20324224757245
2026-04-24,61.227910654070726
2026-04-25,64.32805802896038
2026-04-26,65.10309487268279
2026-04-27,66.65316856012763
2026-04-28,68.97827909129487
2026-04-29,64.32805802896038
2026-04-30,63.55302118523797
2026-05-01,58.90280012290348
2026-05-02,74.40353699735176
2026-05-03,72.85346330990694
2026-05-04,67.42820540385004
2026-05-05,67.42820540385004
2026-05-06,68.20324224757245
2026-05-07,65.10309487268279
2026-05-08,62.00294749779314
2026-05-09,62.00294749779314
2026-05-10,58.12776327918107
2026-05-11,68.20324224757245
2026-05-12,72.07842646618452
2026-05-13,66.65316856012763
2026-05-14,65.10309487268279
2026-05-15,65.8781317164052
2026-05-16,68.20324224757245
2026-05-17,65.10309487268279
2026-05-18,62.77798434151555
2026-05-19,71.3033896224621
2026-05-20,69.75331593501728
2026-05-21,69.75331593501728
2026-05-22,70.52835277873969
2026-05-23,65.8781317164052
2026-05-24,64.32805802896038
2026-05-25,69.75331593501728
2026-05-26,68.97827909129487
2026-05-27,68.20324224757245
2026-05-28,67.42820540385004
2026-05-29,65.8781317164052
2026-05-30,64.32805802896038
2026-05-31,69.75331593501728
