Time,menards
2022-07-15,51.0
2022-07-16,61.0
2022-07-17,67.0
2022-07-18,53.0
2022-07-19,52.0
2022-07-20,49.0
2022-07-21,50.0
2022-07-22,50.0
2022-07-23,62.0
2022-07-24,64.0
2022-07-25,51.0
2022-07-26,48.0
2022-07-27,45.0
2022-07-28,46.0
2022-07-29,51.0
2022-07-30,56.0
2022-07-31,63.0
2022-08-01,49.0
2022-08-02,48.0
2022-08-03,47.0
2022-08-04,49.0
2022-08-05,47.0
2022-08-06,58.0
2022-08-07,63.0
2022-08-08,49.0
2022-08-09,45.0
2022-08-10,45.0
2022-08-11,46.0
2022-08-12,47.0
2022-08-13,57.0
2022-08-14,62.0
2022-08-15,51.0
2022-08-16,48.0
2022-08-17,45.0
2022-08-18,47.0
2022-08-19,51.0
2022-08-20,60.0
2022-08-21,63.0
2022-08-22,48.0
2022-08-23,45.0
2022-08-24,43.0
2022-08-25,44.0
2022-08-26,44.0
2022-08-27,57.0
2022-08-28,65.0
2022-08-29,48.847792408985285
2022-08-30,44.08288148721921
2022-08-31,44.08288148721921
2022-09-01,44.08288148721921
2022-09-02,46.21533694810225
2022-09-03,57.87761425251743
2022-09-04,69.03989155693262
2022-09-05,72.73857474825716
2022-09-06,44.08288148721921
2022-09-07,44.08288148721921
2022-09-08,41.950426026336174
2022-09-09,41.950426026336174
2022-09-10,54.67893106119287
2022-09-11,55.745158791634395
2022-09-12,44.58288148721921
2022-09-13,39.81797056545314
2022-09-14,44.58288148721921
2022-09-15,43.01665375677769
2022-09-16,45.14910921766073
2022-09-17,54.17893106119287
2022-09-18,55.745158791634395
2022-09-19,43.01665375677769
2022-09-20,44.08288148721921
2022-09-21,38.75174283501162
2022-09-22,38.75174283501162
2022-09-23,44.08288148721921
2022-09-24,50.98024786986832
2022-09-25,57.37761425251743
2022-09-26,46.71533694810225
2022-09-27,43.01665375677769
2022-09-28,40.76839659178931
2022-09-29,43.033307513555386
2022-09-30,40.76839659178931
2022-10-01,50.960495739736636
2022-10-02,56.62277304415182
2022-10-03,44.16576297443842
2022-10-04,41.90085205267235
2022-10-05,43.033307513555386
2022-10-06,41.90085205267235
2022-10-07,45.29821843532146
2022-10-08,56.62277304415182
2022-10-09,60.02013942680093
2022-10-10,47.563129357087526
2022-10-11,37.3710302091402
2022-10-12,41.90085205267235
2022-10-13,41.90085205267235
2022-10-14,44.16576297443842
2022-10-15,50.960495739736636
2022-10-16,55.490317583268784
2022-10-17,45.29821843532146
2022-10-18,44.16576297443842
2022-10-19,40.76839659178931
2022-10-20,39.635941130906275
2022-10-21,44.16576297443842
2022-10-22,56.62277304415182
2022-10-23,55.490317583268784
2022-10-24,41.90085205267235
2022-10-25,38.50348567002324
2022-10-26,39.635941130906275
2022-10-27,40.76839659178931
2022-10-28,38.50348567002324
2022-10-29,49.8280402788536
2022-10-30,52.09295120061967
2022-10-31,39.635941130906275
2022-11-01,39.635941130906275
2022-11-02,41.90085205267235
2022-11-03,37.3710302091402
2022-11-04,44.16576297443842
2022-11-05,57.75522850503486
2022-11-06,57.75522850503486
2022-11-07,43.033307513555386
2022-11-08,35.10611928737413
2022-11-09,33.97366382649109
2022-11-10,38.50348567002324
2022-11-11,43.033307513555386
2022-11-12,60.02013942680093
2022-11-13,62.285050348567005
2022-11-14,44.16576297443842
2022-11-15,41.90085205267235
2022-11-16,44.16576297443842
2022-11-17,43.033307513555386
2022-11-18,46.43067389620449
2022-11-19,63.417505809450034
2022-11-20,67.94732765298218
2022-11-21,54.35786212238575
2022-11-22,56.62277304415182
2022-11-23,64.54996127033307
2022-11-24,78.13942680092951
2022-11-25,113.24554608830364
2022-11-26,69.07978311386522
2022-11-27,71.34469403563129
2022-11-28,43.033307513555386
2022-11-29,39.635941130906275
2022-11-30,40.76839659178931
2022-12-01,36.238574748257165
2022-12-02,39.635941130906275
2022-12-03,52.09295120061967
2022-12-04,54.35786212238575
2022-12-05,37.3710302091402
2022-12-06,33.97366382649109
2022-12-07,32.841208365608054
2022-12-08,33.97366382649109
2022-12-09,35.10611928737413
2022-12-10,45.29821843532146
2022-12-11,48.69558481797056
2022-12-12,35.10611928737413
2022-12-13,29.443841982958947
2022-12-14,31.708752904725017
2022-12-15,31.708752904725017
2022-12-16,35.10611928737413
2022-12-17,44.16576297443842
2022-12-18,46.43067389620449
2022-12-19,40.76839659178931
2022-12-20,39.635941130906275
2022-12-21,44.16576297443842
2022-12-22,37.3710302091402
2022-12-23,39.635941130906275
2022-12-24,43.033307513555386
2022-12-25,31.708752904725017
2022-12-26,57.75522850503486
2022-12-27,46.43067389620449
2022-12-28,43.033307513555386
2022-12-29,41.90085205267235
2022-12-30,40.76839659178931
2022-12-31,47.563129357087526
2023-01-01,58.887683965917894
2023-01-02,53.22540666150271
2023-01-03,35.10611928737413
2023-01-04,35.10611928737413
2023-01-05,36.238574748257165
2023-01-06,36.238574748257165
2023-01-07,48.69558481797056
2023-01-08,48.69558481797056
2023-01-09,35.10611928737413
2023-01-10,31.708752904725017
2023-01-11,32.841208365608054
2023-01-12,32.841208365608054
2023-01-13,36.238574748257165
2023-01-14,47.563129357087526
2023-01-15,47.563129357087526
2023-01-16,40.76839659178931
2023-01-17,32.841208365608054
2023-01-18,31.708752904725017
2023-01-19,30.576297443841984
2023-01-20,35.10611928737413
2023-01-21,43.033307513555386
2023-01-22,45.29821843532146
2023-01-23,32.841208365608054
2023-01-24,32.841208365608054
2023-01-25,29.443841982958947
2023-01-26,30.576297443841984
2023-01-27,31.708752904725017
2023-01-28,39.635941130906275
2023-01-29,41.90085205267235
2023-01-30,31.708752904725017
2023-01-31,31.708752904725017
2023-02-01,30.576297443841984
2023-02-02,33.97366382649109
2023-02-03,33.97366382649109
2023-02-04,41.90085205267235
2023-02-05,49.8280402788536
2023-02-06,35.10611928737413
2023-02-07,32.841208365608054
2023-02-08,29.443841982958947
2023-02-09,30.576297443841984
2023-02-10,31.708752904725017
2023-02-11,43.033307513555386
2023-02-12,40.76839659178931
2023-02-13,30.576297443841984
2023-02-14,30.576297443841984
2023-02-15,31.708752904725017
2023-02-16,31.708752904725017
2023-02-17,35.10611928737413
2023-02-18,53.22540666150271
2023-02-19,57.75522850503486
2023-02-20,41.90085205267235
2023-02-21,35.10611928737413
2023-02-22,30.576297443841984
2023-02-23,35.10611928737413
2023-02-24,35.10611928737413
2023-02-25,53.22540666150271
2023-02-26,52.09295120061967
2023-02-27,33.97366382649109
2023-02-28,33.97366382649109
2023-03-01,32.841208365608054
2023-03-02,36.238574748257165
2023-03-03,33.97366382649109
2023-03-04,53.22540666150271
2023-03-05,54.35786212238575
2023-03-06,35.10611928737413
2023-03-07,33.97366382649109
2023-03-08,35.10611928737413
2023-03-09,33.97366382649109
2023-03-10,35.10611928737413
2023-03-11,46.43067389620449
2023-03-12,47.563129357087526
2023-03-13,35.10611928737413
2023-03-14,35.10611928737413
2023-03-15,33.97366382649109
2023-03-16,30.576297443841984
2023-03-17,35.10611928737413
2023-03-18,48.69558481797056
2023-03-19,53.22540666150271
2023-03-20,36.238574748257165
2023-03-21,36.238574748257165
2023-03-22,36.238574748257165
2023-03-23,36.238574748257165
2023-03-24,36.238574748257165
2023-03-25,52.09295120061967
2023-03-26,61.15259488768397
2023-03-27,40.76839659178931
2023-03-28,38.50348567002324
2023-03-29,37.3710302091402
2023-03-30,35.10611928737413
2023-03-31,36.238574748257165
2023-04-01,54.35786212238575
2023-04-02,62.285050348567005
2023-04-03,43.033307513555386
2023-04-04,38.50348567002324
2023-04-05,38.50348567002324
2023-04-06,41.90085205267235
2023-04-07,48.69558481797056
2023-04-08,64.54996127033307
2023-04-09,74.7420604182804
2023-04-10,55.490317583268784
2023-04-11,54.35786212238575
2023-04-12,55.490317583268784
2023-04-13,55.490317583268784
2023-04-14,57.75522850503486
2023-04-15,71.34469403563129
2023-04-16,67.94732765298218
2023-04-17,41.90085205267235
2023-04-18,43.033307513555386
2023-04-19,44.16576297443842
2023-04-20,45.29821843532146
2023-04-21,53.22540666150271
2023-04-22,73.60960495739737
2023-04-23,73.60960495739737
2023-04-24,49.8280402788536
2023-04-25,45.29821843532146
2023-04-26,46.31742835011619
2023-04-27,44.029868319132454
2023-04-28,48.604988381099915
2023-04-29,70.33680867544538
2023-04-30,72.62436870642912
2023-05-01,47.46120836560805
2023-05-02,45.17364833462432
2023-05-03,46.31742835011619
2023-05-04,48.604988381099915
2023-05-05,52.03632842757552
2023-05-06,70.33680867544538
2023-05-07,81.1970565453137
2023-05-08,57.75522850503485
2023-05-09,52.03632842757552
2023-05-10,54.32388845855925
2023-05-11,52.61388071262587
2023-05-12,57.18900077459334
2023-05-13,76.05570875290472
2023-05-14,73.768148721921
2023-05-15,55.46766847405112
2023-05-16,54.9014407436096
2023-05-17,53.18010844306738
2023-05-18,48.604988381099915
2023-05-19,57.75522850503485
2023-05-20,74.91192873741285
2023-05-21,86.34972889233153
2023-05-22,59.476560805577066
2023-05-23,58.89900852052672
2023-05-24,56.04522075910147
2023-05-25,54.9014407436096
2023-05-26,65.84096049573972
2023-05-27,82.0124244771495
2023-05-28,85.47773818745158
2023-05-29,94.71857474825715
2023-05-30,61.22054221533694
2023-05-31,60.065437645236244
2023-06-01,57.75522850503485
2023-06-02,57.75522850503485
2023-06-03,72.77158791634392
2023-06-04,79.70221533694809
2023-06-05,56.60012393493415
2023-06-06,53.13481022463206
2023-06-07,55.445019364833456
2023-06-08,50.82460108443067
2023-06-09,55.445019364833456
2023-06-10,68.15116963594113
2023-06-11,69.30627420604182
2023-06-12,56.60012393493415
2023-06-13,50.82460108443067
2023-06-14,47.35928737412858
2023-06-15,53.13481022463206
2023-06-16,53.13481022463206
2023-06-17,65.84096049573972
2023-06-18,63.530751355538335
2023-06-19,61.22054221533694
2023-06-20,54.28991479473276
2023-06-21,51.979705654531365
2023-06-22,42.73886909372579
2023-06-23,53.13481022463206
2023-06-24,61.22054221533694
2023-06-25,66.99606506584043
2023-06-26,55.445019364833456
2023-06-27,53.13481022463206
2023-06-28,47.35928737412858
2023-06-29,47.35928737412858
2023-06-30,51.979705654531365
2023-07-01,63.530751355538335
2023-07-02,68.15116963594113
2023-07-03,64.68585592563903
2023-07-04,79.70221533694809
2023-07-05,51.979705654531365
2023-07-06,49.66949651432997
2023-07-07,48.514391944229274
2023-07-08,64.68585592563903
2023-07-09,63.530751355538335
2023-07-10,48.514391944229274
2023-07-11,47.35928737412858
2023-07-12,46.20418280402788
2023-07-13,42.73886909372579
2023-07-14,41.58376452362509
2023-07-15,55.445019364833456
2023-07-16,56.60012393493415
2023-07-17,46.20418280402788
2023-07-18,45.04907823392718
2023-07-19,49.66949651432997
2023-07-20,42.73886909372579
2023-07-21,40.428659953524395
2023-07-22,54.28991479473276
2023-07-23,60.065437645236244
2023-07-24,46.20418280402788
2023-07-25,42.73886909372579
2023-07-26,39.2735553834237
2023-07-27,43.893973663826486
2023-07-28,40.428659953524395
2023-07-29,53.13481022463206
2023-07-30,56.60012393493415
2023-07-31,42.73886909372579
2023-08-01,42.73886909372579
2023-08-02,39.2735553834237
2023-08-03,42.73886909372579
2023-08-04,43.893973663826486
2023-08-05,51.979705654531365
2023-08-06,54.28991479473276
2023-08-07,40.428659953524395
2023-08-08,40.428659953524395
2023-08-09,36.963346243222304
2023-08-10,38.118450813323
2023-08-11,41.58376452362509
2023-08-12,49.66949651432997
2023-08-13,54.28991479473276
2023-08-14,41.58376452362509
2023-08-15,38.118450813323
2023-08-16,39.2735553834237
2023-08-17,41.58376452362509
2023-08-18,40.428659953524395
2023-08-19,51.979705654531365
2023-08-20,53.13481022463206
2023-08-21,41.58376452362509
2023-08-22,36.963346243222304
2023-08-23,38.118450813323
2023-08-24,38.118450813323
2023-08-25,40.428659953524395
2023-08-26,49.66949651432997
2023-08-27,57.75522850503485
2023-08-28,40.428659953524395
2023-08-29,40.428659953524395
2023-08-30,35.80824167312161
2023-08-31,41.58376452362509
2023-09-01,42.73886909372579
2023-09-02,47.35928737412858
2023-09-03,57.75522850503485
2023-09-04,66.99606506584043
2023-09-05,38.118450813323
2023-09-06,35.80824167312161
2023-09-07,35.80824167312161
2023-09-08,35.80824167312161
2023-09-09,49.66949651432997
2023-09-10,45.04907823392718
2023-09-11,36.963346243222304
2023-09-12,34.65313710302091
2023-09-13,35.80824167312161
2023-09-14,36.963346243222304
2023-09-15,38.118450813323
2023-09-16,47.35928737412858
2023-09-17,51.979705654531365
2023-09-18,36.963346243222304
2023-09-19,36.963346243222304
2023-09-20,34.65313710302091
2023-09-21,36.963346243222304
2023-09-22,38.118450813323
2023-09-23,45.04907823392718
2023-09-24,47.35928737412858
2023-09-25,38.118450813323
2023-09-26,39.2735553834237
2023-09-27,35.80824167312161
2023-09-28,35.80824167312161
2023-09-29,36.963346243222304
2023-09-30,47.35928737412858
2023-10-01,50.82460108443067
2023-10-02,36.963346243222304
2023-10-03,35.80824167312161
2023-10-04,35.80824167312161
2023-10-05,36.963346243222304
2023-10-06,35.80824167312161
2023-10-07,45.04907823392718
2023-10-08,49.66949651432997
2023-10-09,41.58376452362509
2023-10-10,35.80824167312161
2023-10-11,35.80824167312161
2023-10-12,34.65313710302091
2023-10-13,38.118450813323
2023-10-14,51.979705654531365
2023-10-15,51.979705654531365
2023-10-16,38.118450813323
2023-10-17,35.80824167312161
2023-10-18,35.80824167312161
2023-10-19,36.963346243222304
2023-10-20,38.118450813323
2023-10-21,49.66949651432997
2023-10-22,46.20418280402788
2023-10-23,39.2735553834237
2023-10-24,33.49803253292021
2023-10-25,34.65313710302091
2023-10-26,35.80824167312161
2023-10-27,41.58376452362509
2023-10-28,46.20418280402788
2023-10-29,47.35928737412858
2023-10-30,36.963346243222304
2023-10-31,36.963346243222304
2023-11-01,36.963346243222304
2023-11-02,36.963346243222304
2023-11-03,40.428659953524395
2023-11-04,54.28991479473276
2023-11-05,57.75522850503485
2023-11-06,42.73886909372579
2023-11-07,39.2735553834237
2023-11-08,41.58376452362509
2023-11-09,38.118450813323
2023-11-10,41.58376452362509
2023-11-11,57.75522850503485
2023-11-12,57.75522850503485
2023-11-13,42.73886909372579
2023-11-14,39.2735553834237
2023-11-15,38.118450813323
2023-11-16,39.2735553834237
2023-11-17,42.73886909372579
2023-11-18,62.37564678543764
2023-11-19,65.84096049573972
2023-11-20,53.13481022463206
2023-11-21,54.28991479473276
2023-11-22,61.22054221533694
2023-11-23,80.85731990704879
2023-11-24,115.5104570100697
2023-11-25,76.236901626646
2023-11-26,68.15116963594113
2023-11-27,47.35928737412858
2023-11-28,45.04907823392718
2023-11-29,38.118450813323
2023-11-30,36.963346243222304
2023-12-01,36.963346243222304
2023-12-02,49.66949651432997
2023-12-03,49.66949651432997
2023-12-04,36.963346243222304
2023-12-05,35.80824167312161
2023-12-06,34.65313710302091
2023-12-07,34.65313710302091
2023-12-08,34.65313710302091
2023-12-09,48.514391944229274
2023-12-10,48.514391944229274
2023-12-11,39.2735553834237
2023-12-12,35.80824167312161
2023-12-13,36.963346243222304
2023-12-14,34.65313710302091
2023-12-15,36.963346243222304
2023-12-16,41.58376452362509
2023-12-17,43.893973663826486
2023-12-18,34.65313710302091
2023-12-19,35.80824167312161
2023-12-20,33.49803253292021
2023-12-21,36.963346243222304
2023-12-22,39.03760163849921
2023-12-23,44.87766236000121
2023-12-24,43.87835303262939
2023-12-25,28.778546565188503
2023-12-26,44.87766236000121
2023-12-27,43.87835303262939
2023-12-28,40.45866800819249
2023-12-29,42.87904370525758
2023-12-30,43.87835303262939
2023-12-31,42.45728666293611
2024-01-01,58.55640245774882
2024-01-02,35.040364329011965
2024-01-03,35.040364329011965
2024-01-04,37.03898298375559
2024-01-05,37.03898298375559
2024-01-06,44.30011007495086
2024-01-07,46.29872872969449
2024-01-08,30.77716521993213
2024-01-09,29.777855892560318
2024-01-10,31.198922262253596
2024-01-11,32.61998863194687
2024-01-12,32.19823158962541
2024-01-13,41.87973437788577
2024-01-14,45.876971687373015
2024-01-15,39.03760163849921
2024-01-16,32.61998863194687
2024-01-17,32.61998863194687
2024-01-18,30.19961293488178
2024-01-19,29.777855892560318
2024-01-20,42.87904370525758
2024-01-21,38.80164789357473
2024-01-22,28.67947887785958
2024-01-23,28.67947887785958
2024-01-24,29.52299296250251
2024-01-25,27.835964793216654
2024-01-26,29.52299296250251
2024-01-27,39.64516197821766
2024-01-28,38.80164789357473
2024-01-29,30.36650704714544
2024-01-30,30.36650704714544
2024-01-31,30.36650704714544
2024-02-01,30.36650704714544
2024-02-02,30.36650704714544
2024-02-03,43.01921831678937
2024-02-04,40.488676062860584
2024-02-05,30.36650704714544
2024-02-06,31.21002113178837
2024-02-07,28.67947887785958
2024-02-08,29.52299296250251
2024-02-09,31.21002113178837
2024-02-10,39.64516197821766
2024-02-11,37.11461972428887
2024-02-12,26.148936623930794
2024-02-13,32.0535352164313
2024-02-14,28.67947887785958
2024-02-15,29.52299296250251
2024-02-16,30.36650704714544
2024-02-17,42.175704232146444
2024-02-18,43.862732401432304
2024-02-19,37.9581338089318
2024-02-20,31.21002113178837
2024-02-21,32.0535352164313
2024-02-22,32.897049301074226
2024-02-23,34.584077470360086
2024-02-24,44.70624648607523
2024-02-25,51.45435916321866
2024-02-26,33.74056338571715
2024-02-27,32.897049301074226
2024-02-28,30.36650704714544
2024-02-29,31.21002113178837
2024-03-01,34.584077470360086
2024-03-02,46.39327465536109
2024-03-03,51.45435916321866
2024-03-04,37.9581338089318
2024-03-05,32.897049301074226
2024-03-06,32.0535352164313
2024-03-07,34.584077470360086
2024-03-08,35.42759155500301
2024-03-09,52.29787324786159
2024-03-10,51.45435916321866
2024-03-11,36.27110563964594
2024-03-12,37.11461972428887
2024-03-13,37.9581338089318
2024-03-14,37.11461972428887
2024-03-15,33.74056338571715
2024-03-16,53.98490141714745
2024-03-17,51.45435916321866
2024-03-18,36.27110563964594
2024-03-19,31.21002113178837
2024-03-20,36.27110563964594
2024-03-21,31.21002113178837
2024-03-22,34.584077470360086
2024-03-23,45.549760570718156
2024-03-24,46.39327465536109
2024-03-25,33.74056338571715
2024-03-26,33.74056338571715
2024-03-27,32.897049301074226
2024-03-28,33.74056338571715
2024-03-29,38.80164789357473
2024-03-30,51.45435916321866
2024-03-31,57.35895775571916
2024-04-01,38.80164789357473
2024-04-02,33.74056338571715
2024-04-03,34.584077470360086
2024-04-04,35.42759155500301
2024-04-05,40.488676062860584
2024-04-06,59.88950000964795
2024-04-07,62.42004226357674
2024-04-08,46.39327465536109
2024-04-09,40.488676062860584
2024-04-10,40.488676062860584
2024-04-11,40.488676062860584
2024-04-12,47.236788740004016
2024-04-13,64.95058451750552
2024-04-14,76.75978170250653
2024-04-15,48.923816909289876
2024-04-16,41.33219014750352
2024-04-17,40.488676062860584
2024-04-18,42.175704232146444
2024-04-19,48.08030282464694
2024-04-20,65.79409860214845
2024-04-21,70.85518311000602
2024-04-22,49.7673309939328
2024-04-23,43.01921831678937
2024-04-24,40.488676062860584
2024-04-25,40.488676062860584
2024-04-26,44.70624648607523
2024-04-27,60.73301409429088
2024-04-28,74.22923944857774
2024-04-29,48.923816909289876
2024-04-30,43.862732401432304
2024-05-01,46.39327465536109
2024-05-02,47.236788740004016
2024-05-03,48.923816909289876
2024-05-04,68.32464085607724
2024-05-05,71.69869719464896
2024-05-06,52.29787324786159
2024-05-07,48.923816909289876
2024-05-08,45.549760570718156
2024-05-09,43.862732401432304
2024-05-10,50.610845078575736
2024-05-11,76.75978170250653
2024-05-12,73.38572536393481
2024-05-13,52.29787324786159
2024-05-14,48.08030282464694
2024-05-15,44.70624648607523
2024-05-16,43.862732401432304
2024-05-17,49.7673309939328
2024-05-18,68.32464085607724
2024-05-19,75.07275353322066
2024-05-20,50.610845078575736
2024-05-21,49.7673309939328
2024-05-22,46.39327465536109
2024-05-23,46.39327465536109
2024-05-24,54.828415501790374
2024-05-25,65.79409860214845
2024-05-26,79.29032395643532
2024-05-27,84.35140846429289
2024-05-28,49.7673309939328
2024-05-29,43.862732401432304
2024-05-30,47.236788740004016
2024-05-31,48.923816909289876
2024-06-01,59.04598592500502
2024-06-02,68.32464085607724
2024-06-03,48.923816909289876
2024-06-04,48.08030282464694
2024-06-05,47.236788740004016
2024-06-06,45.549760570718156
2024-06-07,45.549760570718156
2024-06-08,61.576528178933806
2024-06-09,63.263556348219666
2024-06-10,51.45435916321866
2024-06-11,47.236788740004016
2024-06-12,47.236788740004016
2024-06-13,48.08030282464694
2024-06-14,48.923816909289876
2024-06-15,63.263556348219666
2024-06-16,60.73301409429088
2024-06-17,50.610845078575736
2024-06-18,47.236788740004016
2024-06-19,50.610845078575736
2024-06-20,47.236788740004016
2024-06-21,48.923816909289876
2024-06-22,59.88950000964795
2024-06-23,63.263556348219666
2024-06-24,47.236788740004016
2024-06-25,45.549760570718156
2024-06-26,43.01921831678937
2024-06-27,42.175704232146444
2024-06-28,41.33219014750352
2024-06-29,56.515443671076234
2024-06-30,62.42004226357674
2024-07-01,50.610845078575736
2024-07-02,48.08030282464694
2024-07-03,48.923816909289876
2024-07-04,70.01166902536309
2024-07-05,51.45435916321866
2024-07-06,54.828415501790374
2024-07-07,57.35895775571916
2024-07-08,44.70624648607523
2024-07-09,41.33219014750352
2024-07-10,42.175704232146444
2024-07-11,42.175704232146444
2024-07-12,43.01921831678937
2024-07-13,52.29787324786159
2024-07-14,49.7673309939328
2024-07-15,38.80164789357473
2024-07-16,41.33219014750352
2024-07-17,41.33219014750352
2024-07-18,40.488676062860584
2024-07-19,43.01921831678937
2024-07-20,50.610845078575736
2024-07-21,51.45435916321866
2024-07-22,42.175704232146444
2024-07-23,40.488676062860584
2024-07-24,40.488676062860584
2024-07-25,38.80164789357473
2024-07-26,40.488676062860584
2024-07-27,49.7673309939328
2024-07-28,52.29787324786159
2024-07-29,39.64516197821766
2024-07-30,39.64516197821766
2024-07-31,38.80164789357473
2024-08-01,37.9581338089318
2024-08-02,37.9581338089318
2024-08-03,46.39327465536109
2024-08-04,50.610845078575736
2024-08-05,37.11461972428887
2024-08-06,37.11461972428887
2024-08-07,39.64516197821766
2024-08-08,37.9581338089318
2024-08-09,39.64516197821766
2024-08-10,45.549760570718156
2024-08-11,49.7673309939328
2024-08-12,42.175704232146444
2024-08-13,38.80164789357473
2024-08-14,37.9581338089318
2024-08-15,36.27110563964594
2024-08-16,41.33219014750352
2024-08-17,54.828415501790374
2024-08-18,50.78842699113214
2024-08-19,38.96813093659636
2024-08-20,38.51307728567057
2024-08-21,37.21450955010185
2024-08-22,37.21450955010185
2024-08-23,38.51307728567057
2024-08-24,48.157994911390375
2024-08-25,52.963805419948116
2024-08-26,38.96813093659636
2024-08-27,38.51307728567057
2024-08-28,35.460888163607336
2024-08-29,37.21450955010185
2024-08-30,38.51307728567057
2024-08-31,48.579751953711835
2024-09-01,56.47104819293713
2024-09-02,67.41453355422566
2024-09-03,37.63626659242331
2024-09-04,38.96813093659636
2024-09-05,34.584077470360086
2024-09-06,35.460888163607336
2024-09-07,43.7739414451541
2024-09-08,44.65075213840136
2024-09-09,35.460888163607336
2024-09-10,34.584077470360086
2024-09-11,33.70726677711283
2024-09-12,35.460888163607336
2024-09-13,37.63626659242331
2024-09-14,45.52756283164861
2024-09-15,43.7739414451541
2024-09-16,34.584077470360086
2024-09-17,35.49418477221167
2024-09-18,34.584077470360086
2024-09-19,32.76386286665692
2024-09-20,32.76386286665692
2024-09-21,49.14579429998538
2024-09-22,42.775043187024316
2024-09-23,32.76386286665692
