Time,hobby_lobby
2022-04-06,37.0
2022-04-07,38.0
2022-04-08,41.0
2022-04-09,57.0
2022-04-10,38.0
2022-04-11,38.0
2022-04-12,34.0
2022-04-13,34.0
2022-04-14,38.0
2022-04-15,46.0
2022-04-16,55.0
2022-04-17,27.0
2022-04-18,39.0
2022-04-19,39.0
2022-04-20,35.0
2022-04-21,37.0
2022-04-22,40.0
2022-04-23,50.0
2022-04-24,33.0
2022-04-25,39.0
2022-04-26,39.0
2022-04-27,43.0
2022-04-28,39.0
2022-04-29,40.0
2022-04-30,58.0
2022-05-01,36.0
2022-05-02,43.0
2022-05-03,41.0
2022-05-04,40.0
2022-05-05,41.0
2022-05-06,43.0
2022-05-07,60.0
2022-05-08,32.0
2022-05-09,38.0
2022-05-10,39.0
2022-05-11,37.0
2022-05-12,38.0
2022-05-13,41.0
2022-05-14,56.0
2022-05-15,34.0
2022-05-16,36.0
2022-05-17,35.0
2022-05-18,37.0
2022-05-19,36.0
2022-05-20,38.0
2022-05-21,56.0
2022-05-22,34.0
2022-05-23,42.0
2022-05-24,39.0
2022-05-25,33.0
2022-05-26,36.0
2022-05-27,41.0
2022-05-28,51.0
2022-05-29,38.0
2022-05-30,67.0
2022-05-31,35.0
2022-06-01,35.0
2022-06-02,33.0
2022-06-03,37.0
2022-06-04,49.0
2022-06-05,32.0
2022-06-06,37.0
2022-06-07,36.0
2022-06-08,36.0
2022-06-09,36.0
2022-06-10,36.0
2022-06-11,49.0
2022-06-12,33.0
2022-06-13,39.0
2022-06-14,35.0
2022-06-15,35.0
2022-06-16,39.0
2022-06-17,39.0
2022-06-18,50.0
2022-06-19,32.0
2022-06-20,42.0
2022-06-21,34.0
2022-06-22,33.0
2022-06-23,37.0
2022-06-24,38.0
2022-06-25,48.0
2022-06-26,33.0
2022-06-27,38.0
2022-06-28,37.0
2022-06-29,39.0
2022-06-30,40.0
2022-07-01,39.0
2022-07-02,52.0
2022-07-03,35.0
2022-07-04,58.0
2022-07-05,36.0
2022-07-06,36.0
2022-07-07,41.0
2022-07-08,42.0
2022-07-09,55.0
2022-07-10,34.0
2022-07-11,41.0
2022-07-12,39.0
2022-07-13,40.0
2022-07-14,42.0
2022-07-15,44.0
2022-07-16,56.0
2022-07-17,37.0
2022-07-18,47.0
2022-07-19,46.0
2022-07-20,41.0
2022-07-21,43.0
2022-07-22,43.0
2022-07-23,59.0
2022-07-24,36.0
2022-07-25,47.0
2022-07-26,46.0
2022-07-27,43.0
2022-07-28,43.0
2022-07-29,47.0
2022-07-30,56.0
2022-07-31,39.0
2022-08-01,50.0
2022-08-02,48.0
2022-08-03,46.0
2022-08-04,46.0
2022-08-05,50.0
2022-08-06,66.0
2022-08-07,41.0
2022-08-08,49.0
2022-08-09,45.0
2022-08-10,42.0
2022-08-11,46.0
2022-08-12,48.0
2022-08-13,62.0
2022-08-14,44.0
2022-08-15,61.0
2022-08-16,59.0
2022-08-17,56.0
2022-08-18,47.0
2022-08-19,50.0
2022-08-20,64.0
2022-08-21,46.0
2022-08-22,47.0
2022-08-23,45.0
2022-08-24,42.0
2022-08-25,45.0
2022-08-26,44.0
2022-08-27,64.0
2022-08-28,43.0
2022-08-29,44.803030303030305
2022-08-30,44.803030303030305
2022-08-31,40.21212121212122
2022-09-01,42.60606060606061
2022-09-02,50.59090909090909
2022-09-03,71.04545454545455
2022-09-04,51.28787878787879
2022-09-05,100.18181818181819
2022-09-06,44.803030303030305
2022-09-07,43.10606060606061
2022-09-08,40.71212121212122
2022-09-09,44.303030303030305
2022-09-10,65.25757575757575
2022-09-11,41.90909090909091
2022-09-12,44.803030303030305
2022-09-13,43.60606060606061
2022-09-14,40.21212121212122
2022-09-15,43.10606060606061
2022-09-16,44.803030303030305
2022-09-17,66.95454545454545
2022-09-18,39.015151515151516
2022-09-19,46.0
2022-09-20,40.71212121212122
2022-09-21,40.21212121212122
2022-09-22,43.10606060606061
2022-09-23,46.0
2022-09-24,64.06060606060606
2022-09-25,40.21212121212122
2022-09-26,46.0
2022-09-27,40.71212121212122
2022-09-28,41.81818181818182
2022-09-29,43.21212121212122
2022-09-30,46.0
2022-10-01,59.939393939393945
2022-10-02,41.81818181818182
2022-10-03,48.78787878787879
2022-10-04,44.60606060606061
2022-10-05,43.21212121212122
2022-10-06,43.21212121212122
2022-10-07,51.57575757575758
2022-10-08,64.12121212121212
2022-10-09,41.81818181818182
2022-10-10,52.969696969696976
2022-10-11,41.81818181818182
2022-10-12,43.21212121212122
2022-10-13,44.60606060606061
2022-10-14,50.18181818181819
2022-10-15,62.727272727272734
2022-10-16,40.42424242424243
2022-10-17,47.3939393939394
2022-10-18,44.60606060606061
2022-10-19,47.3939393939394
2022-10-20,43.21212121212122
2022-10-21,50.18181818181819
2022-10-22,68.30303030303031
2022-10-23,52.969696969696976
2022-10-24,55.757575757575765
2022-10-25,59.939393939393945
2022-10-26,58.54545454545455
2022-10-27,58.54545454545455
2022-10-28,61.333333333333336
2022-10-29,78.06060606060606
2022-10-30,48.78787878787879
2022-10-31,52.969696969696976
2022-11-01,51.57575757575758
2022-11-02,61.333333333333336
2022-11-03,62.727272727272734
2022-11-04,69.6969696969697
2022-11-05,103.15151515151516
2022-11-06,72.48484848484848
2022-11-07,73.87878787878789
2022-11-08,71.0909090909091
2022-11-09,62.727272727272734
2022-11-10,68.30303030303031
2022-11-11,83.63636363636364
2022-11-12,114.30303030303031
2022-11-13,86.42424242424244
2022-11-14,78.06060606060606
2022-11-15,75.27272727272728
2022-11-16,69.6969696969697
2022-11-17,66.9090909090909
2022-11-18,72.48484848484848
2022-11-19,104.54545454545455
2022-11-20,80.84848484848486
2022-11-21,80.84848484848486
2022-11-22,73.87878787878789
2022-11-23,78.06060606060606
2022-11-24,54.36363636363637
2022-11-25,139.3939393939394
2022-11-26,125.45454545454547
2022-11-27,90.60606060606061
2022-11-28,80.84848484848486
2022-11-29,73.87878787878789
2022-11-30,72.48484848484848
2022-12-01,71.0909090909091
2022-12-02,73.87878787878789
2022-12-03,98.96969696969698
2022-12-04,75.27272727272728
2022-12-05,71.0909090909091
2022-12-06,66.9090909090909
2022-12-07,62.727272727272734
2022-12-08,64.12121212121212
2022-12-09,66.9090909090909
2022-12-10,87.81818181818183
2022-12-11,66.9090909090909
2022-12-12,66.9090909090909
2022-12-13,62.727272727272734
2022-12-14,59.939393939393945
2022-12-15,57.151515151515156
2022-12-16,65.51515151515152
2022-12-17,87.81818181818183
2022-12-18,58.54545454545455
2022-12-19,66.9090909090909
2022-12-20,64.12121212121212
2022-12-21,65.51515151515152
2022-12-22,61.333333333333336
2022-12-23,64.12121212121212
2022-12-24,76.66666666666667
2022-12-25,34.84848484848485
2022-12-26,112.90909090909092
2022-12-27,65.51515151515152
2022-12-28,59.939393939393945
2022-12-29,59.939393939393945
2022-12-30,58.54545454545455
2022-12-31,65.51515151515152
2023-01-01,41.81818181818182
2023-01-02,86.42424242424244
2023-01-03,50.18181818181819
2023-01-04,47.3939393939394
2023-01-05,44.60606060606061
2023-01-06,46.0
2023-01-07,64.12121212121212
2023-01-08,43.21212121212122
2023-01-09,43.21212121212122
2023-01-10,39.03030303030303
2023-01-11,37.63636363636364
2023-01-12,37.63636363636364
2023-01-13,43.21212121212122
2023-01-14,59.939393939393945
2023-01-15,43.21212121212122
2023-01-16,61.333333333333336
2023-01-17,37.63636363636364
2023-01-18,34.84848484848485
2023-01-19,36.24242424242424
2023-01-20,41.81818181818182
2023-01-21,62.727272727272734
2023-01-22,40.42424242424243
2023-01-23,40.42424242424243
2023-01-24,36.24242424242424
2023-01-25,34.84848484848485
2023-01-26,36.24242424242424
2023-01-27,40.42424242424243
2023-01-28,59.939393939393945
2023-01-29,37.63636363636364
2023-01-30,34.84848484848485
2023-01-31,36.24242424242424
2023-02-01,33.45454545454545
2023-02-02,34.84848484848485
2023-02-03,41.81818181818182
2023-02-04,62.727272727272734
2023-02-05,40.42424242424243
2023-02-06,39.03030303030303
2023-02-07,40.42424242424243
2023-02-08,36.24242424242424
2023-02-09,37.63636363636364
2023-02-10,43.21212121212122
2023-02-11,61.333333333333336
2023-02-12,37.63636363636364
2023-02-13,40.42424242424243
2023-02-14,36.24242424242424
2023-02-15,30.666666666666668
2023-02-16,33.45454545454545
2023-02-17,39.03030303030303
2023-02-18,58.54545454545455
2023-02-19,40.42424242424243
2023-02-20,51.57575757575758
2023-02-21,34.84848484848485
2023-02-22,33.45454545454545
2023-02-23,33.45454545454545
2023-02-24,40.42424242424243
2023-02-25,58.54545454545455
2023-02-26,37.63636363636364
2023-02-27,36.24242424242424
2023-02-28,33.45454545454545
2023-03-01,34.84848484848485
2023-03-02,46.0
2023-03-03,39.03030303030303
2023-03-04,57.151515151515156
2023-03-05,37.63636363636364
2023-03-06,36.24242424242424
2023-03-07,36.24242424242424
2023-03-08,34.84848484848485
2023-03-09,34.84848484848485
2023-03-10,39.03030303030303
2023-03-11,55.757575757575765
2023-03-12,36.24242424242424
2023-03-13,39.03030303030303
2023-03-14,34.84848484848485
2023-03-15,36.24242424242424
2023-03-16,39.03030303030303
2023-03-17,37.63636363636364
2023-03-18,55.757575757575765
2023-03-19,34.84848484848485
2023-03-20,37.63636363636364
2023-03-21,37.63636363636364
2023-03-22,34.84848484848485
2023-03-23,34.84848484848485
2023-03-24,41.81818181818182
2023-03-25,54.36363636363637
2023-03-26,33.45454545454545
2023-03-27,36.24242424242424
2023-03-28,34.84848484848485
2023-03-29,33.45454545454545
2023-03-30,32.06060606060606
2023-03-31,34.84848484848485
2023-04-01,50.18181818181819
2023-04-02,29.272727272727273
2023-04-03,36.24242424242424
2023-04-04,32.06060606060606
2023-04-05,30.666666666666668
2023-04-06,34.84848484848485
2023-04-07,46.0
2023-04-08,50.18181818181819
2023-04-09,26.484848484848488
2023-04-10,33.45454545454545
2023-04-11,32.06060606060606
2023-04-12,30.666666666666668
2023-04-13,33.45454545454545
2023-04-14,36.24242424242424
2023-04-15,48.78787878787879
2023-04-16,32.06060606060606
2023-04-17,34.84848484848485
2023-04-18,27.878787878787882
2023-04-19,30.666666666666668
2023-04-20,32.06060606060606
2023-04-21,34.84848484848485
2023-04-22,48.78787878787879
2023-04-23,29.272727272727273
2023-04-24,34.84848484848485
2023-04-25,32.06060606060606
2023-04-26,33.48135198135198
2023-04-27,31.444055944055947
2023-04-28,34.84848484848485
2023-04-29,51.25407925407926
2023-04-30,29.37995337995338
2023-05-01,36.21561771561771
2023-05-02,32.11421911421911
2023-05-03,33.48135198135198
2023-05-04,34.17832167832168
2023-05-05,36.21561771561771
2023-05-06,49.88694638694639
2023-05-07,33.48135198135198
2023-05-08,37.582750582750585
2023-05-09,36.21561771561771
2023-05-10,36.21561771561771
2023-05-11,37.582750582750585
2023-05-12,40.98717948717949
2023-05-13,56.02564102564103
2023-05-14,30.747086247086248
2023-05-15,36.21561771561771
2023-05-16,33.48135198135198
2023-05-17,30.747086247086248
2023-05-18,36.21561771561771
2023-05-19,36.21561771561771
2023-05-20,52.621212121212125
2023-05-21,30.747086247086248
2023-05-22,34.84848484848485
2023-05-23,34.84848484848485
2023-05-24,33.48135198135198
2023-05-25,33.48135198135198
2023-05-26,36.18881118881119
2023-05-27,48.25174825174825
2023-05-28,30.827505827505828
2023-05-29,58.97435897435898
2023-05-30,32.16783216783217
2023-05-31,32.16783216783217
2023-06-01,33.50815850815851
2023-06-02,36.18881118881119
2023-06-03,45.57109557109557
2023-06-04,29.48717948717949
2023-06-05,33.50815850815851
2023-06-06,33.50815850815851
2023-06-07,33.50815850815851
2023-06-08,36.18881118881119
2023-06-09,38.86946386946387
2023-06-10,46.91142191142191
2023-06-11,30.827505827505828
2023-06-12,38.86946386946387
2023-06-13,36.18881118881119
2023-06-14,32.16783216783217
2023-06-15,37.52913752913753
2023-06-16,37.52913752913753
2023-06-17,46.91142191142191
2023-06-18,29.48717948717949
2023-06-19,41.55011655011655
2023-06-20,32.16783216783217
2023-06-21,34.84848484848485
2023-06-22,32.16783216783217
2023-06-23,36.18881118881119
2023-06-24,44.23076923076923
2023-06-25,30.827505827505828
2023-06-26,36.18881118881119
2023-06-27,38.86946386946387
2023-06-28,34.84848484848485
2023-06-29,34.84848484848485
2023-06-30,37.52913752913753
2023-07-01,45.57109557109557
2023-07-02,32.16783216783217
2023-07-03,49.592074592074596
2023-07-04,56.29370629370629
2023-07-05,33.50815850815851
2023-07-06,36.18881118881119
2023-07-07,41.55011655011655
2023-07-08,52.27272727272727
2023-07-09,34.84848484848485
2023-07-10,37.52913752913753
2023-07-11,34.84848484848485
2023-07-12,33.50815850815851
2023-07-13,37.52913752913753
2023-07-14,38.86946386946387
2023-07-15,46.91142191142191
2023-07-16,34.84848484848485
2023-07-17,38.86946386946387
2023-07-18,37.52913752913753
2023-07-19,37.52913752913753
2023-07-20,34.84848484848485
2023-07-21,36.18881118881119
2023-07-22,46.91142191142191
2023-07-23,33.50815850815851
2023-07-24,37.52913752913753
2023-07-25,33.50815850815851
2023-07-26,34.84848484848485
2023-07-27,33.50815850815851
2023-07-28,36.18881118881119
2023-07-29,46.91142191142191
2023-07-30,32.16783216783217
2023-07-31,36.18881118881119
2023-08-01,37.52913752913753
2023-08-02,34.84848484848485
2023-08-03,34.84848484848485
2023-08-04,38.86946386946387
2023-08-05,50.93240093240093
2023-08-06,34.84848484848485
2023-08-07,41.55011655011655
2023-08-08,37.52913752913753
2023-08-09,36.18881118881119
2023-08-10,36.18881118881119
2023-08-11,40.209790209790214
2023-08-12,54.95337995337995
2023-08-13,33.50815850815851
2023-08-14,41.55011655011655
2023-08-15,37.52913752913753
2023-08-16,36.18881118881119
2023-08-17,34.84848484848485
2023-08-18,41.55011655011655
2023-08-19,60.31468531468531
2023-08-20,34.84848484848485
2023-08-21,54.95337995337995
2023-08-22,49.592074592074596
2023-08-23,44.23076923076923
2023-08-24,41.55011655011655
2023-08-25,42.89044289044289
2023-08-26,61.655011655011656
2023-08-27,38.86946386946387
2023-08-28,38.86946386946387
2023-08-29,33.50815850815851
2023-08-30,38.86946386946387
2023-08-31,36.18881118881119
2023-09-01,42.89044289044289
2023-09-02,61.655011655011656
2023-09-03,42.89044289044289
2023-09-04,87.12121212121212
2023-09-05,38.86946386946387
2023-09-06,37.52913752913753
2023-09-07,36.18881118881119
2023-09-08,41.55011655011655
2023-09-09,61.655011655011656
2023-09-10,37.52913752913753
2023-09-11,40.209790209790214
2023-09-12,41.55011655011655
2023-09-13,36.18881118881119
2023-09-14,37.52913752913753
2023-09-15,44.23076923076923
2023-09-16,60.31468531468531
2023-09-17,40.209790209790214
2023-09-18,41.55011655011655
2023-09-19,41.55011655011655
2023-09-20,37.52913752913753
2023-09-21,38.86946386946387
2023-09-22,42.89044289044289
2023-09-23,64.33566433566433
2023-09-24,42.89044289044289
2023-09-25,40.209790209790214
2023-09-26,37.52913752913753
2023-09-27,38.86946386946387
2023-09-28,40.209790209790214
2023-09-29,44.23076923076923
2023-09-30,61.655011655011656
2023-10-01,38.86946386946387
2023-10-02,41.55011655011655
2023-10-03,40.209790209790214
2023-10-04,38.86946386946387
2023-10-05,42.89044289044289
2023-10-06,46.91142191142191
2023-10-07,61.655011655011656
2023-10-08,40.209790209790214
2023-10-09,50.93240093240093
2023-10-10,38.86946386946387
2023-10-11,37.52913752913753
2023-10-12,41.55011655011655
2023-10-13,48.25174825174825
2023-10-14,64.33566433566433
2023-10-15,40.209790209790214
2023-10-16,46.91142191142191
2023-10-17,42.89044289044289
2023-10-18,41.55011655011655
2023-10-19,45.57109557109557
2023-10-20,49.592074592074596
2023-10-21,62.995337995338
2023-10-22,42.89044289044289
2023-10-23,48.25174825174825
2023-10-24,45.57109557109557
2023-10-25,46.91142191142191
2023-10-26,48.25174825174825
2023-10-27,53.613053613053616
2023-10-28,69.6969696969697
2023-10-29,42.89044289044289
2023-10-30,52.27272727272727
2023-10-31,49.592074592074596
2023-11-01,52.27272727272727
2023-11-02,57.634032634032636
2023-11-03,64.33566433566433
2023-11-04,93.82284382284382
2023-11-05,68.35664335664336
2023-11-06,65.67599067599068
2023-11-07,64.33566433566433
2023-11-08,65.67599067599068
2023-11-09,61.655011655011656
2023-11-10,79.07925407925408
2023-11-11,105.88578088578089
2023-11-12,75.05827505827506
2023-11-13,73.71794871794872
2023-11-14,67.01631701631702
2023-11-15,68.35664335664336
2023-11-16,64.33566433566433
2023-11-17,67.01631701631702
2023-11-18,104.54545454545455
2023-11-19,72.37762237762237
2023-11-20,77.73892773892774
2023-11-21,73.71794871794872
2023-11-22,75.05827505827506
2023-11-23,56.29370629370629
2023-11-24,131.35198135198135
2023-11-25,134.03263403263404
2023-11-26,89.80186480186481
2023-11-27,79.07925407925408
2023-11-28,69.6969696969697
2023-11-29,69.6969696969697
2023-11-30,67.01631701631702
2023-12-01,77.73892773892774
2023-12-02,108.56643356643357
2023-12-03,73.71794871794872
2023-12-04,68.35664335664336
2023-12-05,68.35664335664336
2023-12-06,60.31468531468531
2023-12-07,58.97435897435898
2023-12-08,62.995337995338
2023-12-09,89.80186480186481
2023-12-10,61.655011655011656
2023-12-11,56.29370629370629
2023-12-12,57.634032634032636
2023-12-13,56.29370629370629
2023-12-14,53.613053613053616
2023-12-15,56.29370629370629
2023-12-16,76.3986013986014
2023-12-17,56.29370629370629
2023-12-18,58.97435897435898
2023-12-19,62.995337995338
2023-12-20,60.31468531468531
2023-12-21,58.97435897435898
2023-12-22,68.27287296037296
2023-12-23,84.28498584748584
2023-12-24,48.479125041625046
2023-12-25,30.911276223776227
2023-12-26,88.50940725940727
2023-12-27,54.92944555444556
2023-12-28,53.37370962370963
2023-12-29,54.48665917415917
2023-12-30,64.49123792873793
2023-12-31,44.254703629703634
2024-01-01,84.72777222777223
2024-01-02,53.37370962370963
2024-01-03,45.81043956043956
2024-01-04,37.804383116883116
2024-01-05,41.58601814851815
2024-01-06,56.485181485181485
2024-01-07,36.24864718614719
2024-01-08,32.024225774225776
2024-01-09,30.468489843489845
2024-01-10,32.024225774225776
2024-01-11,29.798326673326677
2024-01-12,33.137175324675326
2024-01-13,49.592074592074596
2024-01-14,33.579961704961704
2024-01-15,40.03028221778222
2024-01-16,29.355540293040296
2024-01-17,28.242590742590743
2024-01-18,29.355540293040296
2024-01-19,30.911276223776227
2024-01-20,49.592074592074596
2024-01-21,31.880619380619386
2024-01-22,30.109473859473862
2024-01-23,29.223901098901102
2024-01-24,30.109473859473862
2024-01-25,28.338328338328342
2024-01-26,31.880619380619386
2024-01-27,51.36322011322012
2024-01-28,32.76619214119214
2024-01-29,31.880619380619386
2024-01-30,30.109473859473862
2024-01-31,30.109473859473862
2024-02-01,28.338328338328342
2024-02-02,33.651764901764906
2024-02-03,53.13436563436564
2024-02-04,35.42291042291043
2024-02-05,31.880619380619386
2024-02-06,28.338328338328342
2024-02-07,30.995046620046622
2024-02-08,30.109473859473862
2024-02-09,33.651764901764906
2024-02-10,53.13436563436564
2024-02-11,33.651764901764906
2024-02-12,30.995046620046622
2024-02-13,37.19405594405595
2024-02-14,31.880619380619386
2024-02-15,28.338328338328342
2024-02-16,34.53733766233767
2024-02-17,47.820929070929076
2024-02-18,34.53733766233767
2024-02-19,42.507492507492515
2024-02-20,30.109473859473862
2024-02-21,30.109473859473862
2024-02-22,29.223901098901102
2024-02-23,34.53733766233767
2024-02-24,50.47764735264736
2024-02-25,33.651764901764906
2024-02-26,30.995046620046622
2024-02-27,29.223901098901102
2024-02-28,28.338328338328342
2024-02-29,29.223901098901102
2024-03-01,33.651764901764906
2024-03-02,49.592074592074596
2024-03-03,36.30848318348319
2024-03-04,32.76619214119214
2024-03-05,34.53733766233767
2024-03-06,30.109473859473862
2024-03-07,30.109473859473862
2024-03-08,30.995046620046622
2024-03-09,48.70650183150184
2024-03-10,33.651764901764906
2024-03-11,31.880619380619386
2024-03-12,30.109473859473862
2024-03-13,29.223901098901102
2024-03-14,29.223901098901102
2024-03-15,32.76619214119214
2024-03-16,48.70650183150184
2024-03-17,32.76619214119214
2024-03-18,30.995046620046622
2024-03-19,27.452755577755582
2024-03-20,28.338328338328342
2024-03-21,30.109473859473862
2024-03-22,32.76619214119214
2024-03-23,45.16421078921079
2024-03-24,33.651764901764906
2024-03-25,30.109473859473862
2024-03-26,28.338328338328342
2024-03-27,30.995046620046622
2024-03-28,35.42291042291043
2024-03-29,37.19405594405595
2024-03-30,40.736346986346994
2024-03-31,23.910464535464538
2024-04-01,30.995046620046622
2024-04-02,29.223901098901102
2024-04-03,28.338328338328342
2024-04-04,29.223901098901102
2024-04-05,36.30848318348319
2024-04-06,46.93535631035632
2024-04-07,29.223901098901102
2024-04-08,26.56718281718282
2024-04-09,29.223901098901102
2024-04-10,29.223901098901102
2024-04-11,28.338328338328342
2024-04-12,31.880619380619386
2024-04-13,41.62191974691975
2024-04-14,30.109473859473862
2024-04-15,31.880619380619386
2024-04-16,28.338328338328342
2024-04-17,30.995046620046622
2024-04-18,30.995046620046622
2024-04-19,29.223901098901102
2024-04-20,43.39306526806527
2024-04-21,30.109473859473862
2024-04-22,31.880619380619386
2024-04-23,29.223901098901102
2024-04-24,30.995046620046622
2024-04-25,31.880619380619386
2024-04-26,33.651764901764906
2024-04-27,44.278638028638035
2024-04-28,31.880619380619386
2024-04-29,31.880619380619386
2024-04-30,30.109473859473862
2024-05-01,29.223901098901102
2024-05-02,30.995046620046622
2024-05-03,34.53733766233767
2024-05-04,46.049783549783555
2024-05-05,30.109473859473862
2024-05-06,31.880619380619386
2024-05-07,32.76619214119214
2024-05-08,32.76619214119214
2024-05-09,34.53733766233767
2024-05-10,35.42291042291043
2024-05-11,52.24879287379288
2024-05-12,29.223901098901102
2024-05-13,30.995046620046622
2024-05-14,30.995046620046622
2024-05-15,31.880619380619386
2024-05-16,30.109473859473862
2024-05-17,37.19405594405595
2024-05-18,51.36322011322012
2024-05-19,31.880619380619386
2024-05-20,31.880619380619386
2024-05-21,32.76619214119214
2024-05-22,30.109473859473862
2024-05-23,30.995046620046622
2024-05-24,36.30848318348319
2024-05-25,42.507492507492515
2024-05-26,32.76619214119214
2024-05-27,59.33337495837497
2024-05-28,29.223901098901102
2024-05-29,32.76619214119214
2024-05-30,31.880619380619386
2024-05-31,32.76619214119214
2024-06-01,42.507492507492515
2024-06-02,30.995046620046622
2024-06-03,31.880619380619386
2024-06-04,31.880619380619386
2024-06-05,31.880619380619386
2024-06-06,31.880619380619386
2024-06-07,31.880619380619386
2024-06-08,42.507492507492515
2024-06-09,30.109473859473862
2024-06-10,34.53733766233767
2024-06-11,30.995046620046622
2024-06-12,29.223901098901102
2024-06-13,30.995046620046622
2024-06-14,33.651764901764906
2024-06-15,39.85077422577423
2024-06-16,28.338328338328342
2024-06-17,30.109473859473862
2024-06-18,30.109473859473862
2024-06-19,31.880619380619386
2024-06-20,32.76619214119214
2024-06-21,32.76619214119214
2024-06-22,41.62191974691975
2024-06-23,30.109473859473862
2024-06-24,30.995046620046622
2024-06-25,30.109473859473862
2024-06-26,30.109473859473862
2024-06-27,30.995046620046622
2024-06-28,33.651764901764906
2024-06-29,40.736346986346994
2024-06-30,30.109473859473862
2024-07-01,36.30848318348319
2024-07-02,31.880619380619386
2024-07-03,34.53733766233767
2024-07-04,46.93535631035632
2024-07-05,36.30848318348319
2024-07-06,40.736346986346994
2024-07-07,31.880619380619386
2024-07-08,30.109473859473862
2024-07-09,32.76619214119214
2024-07-10,31.880619380619386
2024-07-11,32.76619214119214
2024-07-12,32.76619214119214
2024-07-13,45.16421078921079
2024-07-14,28.338328338328342
2024-07-15,32.76619214119214
2024-07-16,31.880619380619386
2024-07-17,30.109473859473862
2024-07-18,33.651764901764906
2024-07-19,34.53733766233767
2024-07-20,46.93535631035632
2024-07-21,30.995046620046622
2024-07-22,33.651764901764906
2024-07-23,33.651764901764906
2024-07-24,33.651764901764906
2024-07-25,35.42291042291043
2024-07-26,37.19405594405595
2024-07-27,46.93535631035632
2024-07-28,30.995046620046622
2024-07-29,33.651764901764906
2024-07-30,34.53733766233767
2024-07-31,32.76619214119214
2024-08-01,32.76619214119214
2024-08-02,38.07962870462871
2024-08-03,50.47764735264736
2024-08-04,33.651764901764906
2024-08-05,34.53733766233767
2024-08-06,32.76619214119214
2024-08-07,36.30848318348319
2024-08-08,32.76619214119214
2024-08-09,36.30848318348319
2024-08-10,51.36322011322012
2024-08-11,35.42291042291043
2024-08-12,39.85077422577423
2024-08-13,38.07962870462871
2024-08-14,38.07962870462871
2024-08-15,36.30848318348319
2024-08-16,38.96520146520147
2024-08-17,61.990093240093245
2024-08-18,36.23468545343546
2024-08-19,42.433694777444785
2024-08-20,41.9909083971584
2024-08-21,37.19405594405595
2024-08-22,34.315944472194474
2024-08-23,39.11279692529693
2024-08-24,58.66919538794539
2024-08-25,35.791899073149075
2024-08-26,37.19405594405595
2024-08-27,34.315944472194474
2024-08-28,33.873158091908095
2024-08-29,33.35657398157399
2024-08-30,39.11279692529693
2024-08-31,59.62856587856588
2024-09-01,41.9909083971584
2024-09-02,85.38397366522366
2024-09-03,37.19405594405595
2024-09-04,34.315944472194474
2024-09-05,34.83252858252858
2024-09-06,38.15342643467643
2024-09-07,61.03072274947276
2024-09-08,36.23468545343546
2024-09-09,34.315944472194474
2024-09-10,33.873158091908095
2024-09-11,33.35657398157399
2024-09-12,36.23468545343546
2024-09-13,39.55558330558331
2024-09-14,62.94946373071373
2024-09-15,32.9137876012876
2024-09-16,36.23468545343546
2024-09-17,36.160887723387724
2024-09-18,36.160887723387724
2024-09-19,37.19405594405595
2024-09-20,41.326728826728825
2024-09-21,60.95692501942502
2024-09-22,34.094551282051285
2024-09-23,36.160887723387724
