Time,ace_hardware
2022-09-23,36.06365926265171
2022-09-24,50.61289214563774
2022-09-25,51.99404625601099
2022-09-26,42.1476986489581
2022-09-27,41.70712159377147
2022-09-28,37.88962674604992
2022-09-29,37.00847263567667
2022-09-30,42.29539729791619
2022-10-01,51.10693840164873
2022-10-02,51.10693840164873
2022-10-03,35.246164414930156
2022-10-04,37.88962674604992
2022-10-05,36.127318525303416
2022-10-06,37.00847263567667
2022-10-07,41.41424318754294
2022-10-08,51.988092512021986
2022-10-09,51.10693840164873
2022-10-10,38.77078085642317
2022-10-11,37.00847263567667
2022-10-12,34.365010304556904
2022-10-13,37.00847263567667
2022-10-14,36.127318525303416
2022-10-15,48.46347607052897
2022-10-16,47.58232196015572
2022-10-17,35.246164414930156
2022-10-18,33.48385619418365
2022-10-19,38.77078085642317
2022-10-20,41.41424318754294
2022-10-21,37.88962674604992
2022-10-22,52.86924662239524
2022-10-23,44.93885962903595
2022-10-24,34.365010304556904
2022-10-25,36.127318525303416
2022-10-26,34.365010304556904
2022-10-27,35.246164414930156
2022-10-28,46.70116784978246
2022-10-29,50.225784291275474
2022-10-30,49.34463018090222
2022-10-31,37.00847263567667
2022-11-01,34.365010304556904
2022-11-02,32.6027020838104
2022-11-03,34.365010304556904
2022-11-04,36.127318525303416
2022-11-05,46.70116784978246
2022-11-06,50.225784291275474
2022-11-07,35.246164414930156
2022-11-08,33.48385619418365
2022-11-09,31.721547973437143
2022-11-10,35.246164414930156
2022-11-11,38.77078085642317
2022-11-12,47.58232196015572
2022-11-13,57.27501717426151
2022-11-14,35.246164414930156
2022-11-15,35.246164414930156
2022-11-16,33.48385619418365
2022-11-17,36.127318525303416
2022-11-18,38.77078085642317
2022-11-19,53.75040073276849
2022-11-20,54.63155484314175
2022-11-21,39.65193496679643
2022-11-22,39.65193496679643
2022-11-23,49.34463018090222
2022-11-24,52.86924662239524
2022-11-25,73.13579116098008
2022-11-26,59.03732539500802
2022-11-27,57.27501717426151
2022-11-28,38.77078085642317
2022-11-29,38.77078085642317
2022-11-30,37.00847263567667
2022-12-01,39.65193496679643
2022-12-02,37.00847263567667
2022-12-03,46.70116784978246
2022-12-04,49.34463018090222
2022-12-05,37.00847263567667
2022-12-06,34.365010304556904
2022-12-07,37.88962674604992
2022-12-08,36.127318525303416
2022-12-09,38.77078085642317
2022-12-10,48.46347607052897
2022-12-11,47.58232196015572
2022-12-12,37.00847263567667
2022-12-13,37.00847263567667
2022-12-14,35.246164414930156
2022-12-15,37.00847263567667
2022-12-16,42.29539729791619
2022-12-17,51.988092512021986
2022-12-18,51.988092512021986
2022-12-19,45.820013739409205
2022-12-20,54.63155484314175
2022-12-21,57.27501717426151
2022-12-22,68.73002060911381
2022-12-23,67.84886649874056
2022-12-24,88.1154110373254
2022-12-25,35.246164414930156
2022-12-26,57.27501717426151
2022-12-27,43.17655140828944
2022-12-28,45.820013739409205
2022-12-29,38.77078085642317
2022-12-30,41.41424318754294
2022-12-31,46.70116784978246
2023-01-01,46.70116784978246
2023-01-02,45.820013739409205
2023-01-03,30.840393863063888
2023-01-04,32.6027020838104
2023-01-05,32.6027020838104
2023-01-06,31.721547973437143
2023-01-07,45.820013739409205
2023-01-08,44.0577055186627
2023-01-09,29.07808564231738
2023-01-10,31.721547973437143
2023-01-11,29.07808564231738
2023-01-12,27.315777421570875
2023-01-13,29.959239752690635
2023-01-14,40.533089077169684
2023-01-15,42.29539729791619
2023-01-16,37.00847263567667
2023-01-17,29.959239752690635
2023-01-18,29.07808564231738
2023-01-19,29.07808564231738
2023-01-20,29.07808564231738
2023-01-21,37.88962674604992
2023-01-22,38.77078085642317
2023-01-23,33.48385619418365
2023-01-24,31.721547973437143
2023-01-25,29.07808564231738
2023-01-26,28.196931531944127
2023-01-27,29.959239752690635
2023-01-28,41.41424318754294
2023-01-29,40.533089077169684
2023-01-30,29.959239752690635
2023-01-31,30.840393863063888
2023-02-01,29.07808564231738
2023-02-02,29.07808564231738
2023-02-03,29.959239752690635
2023-02-04,40.533089077169684
2023-02-05,43.17655140828944
2023-02-06,28.196931531944127
2023-02-07,29.959239752690635
2023-02-08,28.196931531944127
2023-02-09,28.196931531944127
2023-02-10,30.840393863063888
2023-02-11,40.533089077169684
2023-02-12,40.533089077169684
2023-02-13,26.43462331119762
2023-02-14,27.315777421570875
2023-02-15,29.07808564231738
2023-02-16,28.196931531944127
2023-02-17,30.840393863063888
2023-02-18,44.0577055186627
2023-02-19,44.93885962903595
2023-02-20,38.77078085642317
2023-02-21,30.840393863063888
2023-02-22,31.721547973437143
2023-02-23,30.840393863063888
2023-02-24,35.246164414930156
2023-02-25,48.46347607052897
2023-02-26,45.820013739409205
2023-02-27,33.48385619418365
2023-02-28,31.721547973437143
2023-03-01,30.840393863063888
2023-03-02,32.6027020838104
2023-03-03,30.840393863063888
2023-03-04,49.34463018090222
2023-03-05,45.820013739409205
2023-03-06,36.127318525303416
2023-03-07,34.365010304556904
2023-03-08,33.48385619418365
2023-03-09,31.721547973437143
2023-03-10,36.127318525303416
2023-03-11,44.93885962903595
2023-03-12,44.0577055186627
2023-03-13,35.246164414930156
2023-03-14,32.6027020838104
2023-03-15,32.6027020838104
2023-03-16,32.6027020838104
2023-03-17,33.48385619418365
2023-03-18,46.70116784978246
2023-03-19,48.46347607052897
2023-03-20,35.246164414930156
2023-03-21,34.365010304556904
2023-03-22,33.48385619418365
2023-03-23,33.48385619418365
2023-03-24,37.00847263567667
2023-03-25,47.58232196015572
2023-03-26,54.63155484314175
2023-03-27,35.246164414930156
2023-03-28,36.127318525303416
2023-03-29,35.246164414930156
2023-03-30,37.00847263567667
2023-03-31,37.00847263567667
2023-04-01,51.10693840164873
2023-04-02,55.512708953515
2023-04-03,37.88962674604992
2023-04-04,35.246164414930156
2023-04-05,38.77078085642317
2023-04-06,36.127318525303416
2023-04-07,41.41424318754294
2023-04-08,59.03732539500802
2023-04-09,55.512708953515
2023-04-10,47.58232196015572
2023-04-11,41.41424318754294
2023-04-12,44.93885962903595
2023-04-13,44.93885962903595
2023-04-14,47.58232196015572
2023-04-15,67.84886649874056
2023-04-16,63.44309594687429
2023-04-17,37.88962674604992
2023-04-18,39.65193496679643
2023-04-19,40.533089077169684
2023-04-20,36.127318525303416
2023-04-21,42.29539729791619
2023-04-22,59.91847950538127
2023-04-23,61.680787726127775
2023-04-24,41.41424318754294
2023-04-25,39.65193496679643
2023-04-26,41.72219908171068
2023-04-27,37.80449829809861
2023-04-28,40.742773885807665
2023-04-29,60.5753126879951
2023-04-30,65.91301572269681
2023-05-01,39.763348689904646
2023-05-02,40.742773885807665
2023-05-03,41.18335094099429
2023-05-04,42.16277613689731
2023-05-05,47.50047917159902
2023-05-06,69.83071650630887
2023-05-07,72.23014395330154
2023-05-08,45.54162877979299
2023-05-09,45.10105172460636
2023-05-10,42.70162427761369
2023-05-11,44.56220358388997
2023-05-12,50.87933181449469
2023-05-13,77.56784698800325
2023-05-14,64.49301347160717
2023-05-15,45.54162877979299
2023-05-16,45.10105172460636
2023-05-17,45.10105172460636
2023-05-18,46.521053975696
2023-05-19,50.87933181449469
2023-05-20,76.14784473691361
2023-05-21,80.94669963089893
2023-05-22,50.43875475930807
2023-05-23,49.45932956340505
2023-05-24,49.89990661859167
2023-05-25,48.47990436750203
2023-05-26,59.2732954788029
2023-05-27,92.68188020321908
2023-05-28,94.83727276608464
2023-05-29,107.769628143278
2023-05-30,52.80711779020622
2023-05-31,50.651725227340656
2023-06-01,48.4963326644751
2023-06-02,51.72942150877344
2023-06-03,74.36104341886181
2023-06-04,74.36104341886181
2023-06-05,47.41863638304232
2023-06-06,44.185547538743975
2023-06-07,46.34094010160954
2023-06-08,44.185547538743975
2023-06-09,46.34094010160954
2023-06-10,64.6617768859668
2023-06-11,64.6617768859668
2023-06-12,46.34094010160954
2023-06-13,43.1078512573112
2023-06-14,45.26324382017676
2023-06-15,45.26324382017676
2023-06-16,49.57402894590788
2023-06-17,73.28334713742903
2023-06-18,66.81716944883236
2023-06-19,51.72942150877344
2023-06-20,46.34094010160954
2023-06-21,42.03015497587842
2023-06-22,40.95245869444564
2023-06-23,46.34094010160954
2023-06-24,66.81716944883236
2023-06-25,68.97256201169792
2023-06-26,47.41863638304232
2023-06-27,47.41863638304232
2023-06-28,47.41863638304232
2023-06-29,49.57402894590788
2023-06-30,57.117902915937336
2023-07-01,78.67182854459294
2023-07-02,81.90491738889128
2023-07-03,68.97256201169792
2023-07-04,85.13800623318961
2023-07-05,45.26324382017676
2023-07-06,49.57402894590788
2023-07-07,50.651725227340656
2023-07-08,63.584080604534016
2023-07-09,60.35099176023568
2023-07-10,45.26324382017676
2023-07-11,43.1078512573112
2023-07-12,40.95245869444564
2023-07-13,43.1078512573112
2023-07-14,44.185547538743975
2023-07-15,60.35099176023568
2023-07-16,58.195599197370115
2023-07-17,46.34094010160954
2023-07-18,44.185547538743975
2023-07-19,42.03015497587842
2023-07-20,39.87476241301286
2023-07-21,40.95245869444564
2023-07-22,58.195599197370115
2023-07-23,59.2732954788029
2023-07-24,43.1078512573112
2023-07-25,38.79706613158008
2023-07-26,38.79706613158008
2023-07-27,39.87476241301286
2023-07-28,45.26324382017676
2023-07-29,58.195599197370115
2023-07-30,58.195599197370115
2023-07-31,39.87476241301286
2023-08-01,39.87476241301286
2023-08-02,39.87476241301286
2023-08-03,39.87476241301286
2023-08-04,43.1078512573112
2023-08-05,56.04020663450456
2023-08-06,57.117902915937336
2023-08-07,40.95245869444564
2023-08-08,38.79706613158008
2023-08-09,36.641673568714516
2023-08-10,39.87476241301286
2023-08-11,48.4963326644751
2023-08-12,51.72942150877344
2023-08-13,57.117902915937336
2023-08-14,39.87476241301286
2023-08-15,38.79706613158008
2023-08-16,39.87476241301286
2023-08-17,37.719369850147295
2023-08-18,42.03015497587842
2023-08-19,57.117902915937336
2023-08-20,53.884814071639
2023-08-21,36.641673568714516
2023-08-22,36.641673568714516
2023-08-23,37.719369850147295
2023-08-24,36.641673568714516
2023-08-25,38.79706613158008
2023-08-26,49.57402894590788
2023-08-27,56.04020663450456
2023-08-28,39.87476241301286
2023-08-29,37.719369850147295
2023-08-30,42.03015497587842
2023-08-31,38.79706613158008
2023-09-01,42.03015497587842
2023-09-02,54.96251035307178
2023-09-03,62.50638432310124
2023-09-04,71.12795457456347
2023-09-05,35.56397728728174
2023-09-06,35.56397728728174
2023-09-07,34.48628100584896
2023-09-08,35.56397728728174
2023-09-09,59.2732954788029
2023-09-10,47.41863638304232
2023-09-11,35.56397728728174
2023-09-12,37.719369850147295
2023-09-13,33.40858472441618
2023-09-14,33.40858472441618
2023-09-15,35.56397728728174
2023-09-16,48.4963326644751
2023-09-17,45.26324382017676
2023-09-18,34.48628100584896
2023-09-19,34.48628100584896
2023-09-20,32.3308884429834
2023-09-21,34.48628100584896
2023-09-22,35.56397728728174
2023-09-23,47.41863638304232
2023-09-24,45.26324382017676
2023-09-25,33.40858472441618
2023-09-26,34.48628100584896
2023-09-27,35.56397728728174
2023-09-28,34.48628100584896
2023-09-29,36.641673568714516
2023-09-30,50.651725227340656
2023-10-01,49.57402894590788
2023-10-02,36.641673568714516
2023-10-03,34.48628100584896
2023-10-04,34.48628100584896
2023-10-05,32.3308884429834
2023-10-06,35.56397728728174
2023-10-07,45.26324382017676
2023-10-08,48.4963326644751
2023-10-09,39.87476241301286
2023-10-10,32.3308884429834
2023-10-11,32.3308884429834
2023-10-12,34.48628100584896
2023-10-13,34.48628100584896
2023-10-14,46.34094010160954
2023-10-15,45.26324382017676
2023-10-16,35.56397728728174
2023-10-17,33.40858472441618
2023-10-18,32.3308884429834
2023-10-19,33.40858472441618
2023-10-20,34.48628100584896
2023-10-21,46.34094010160954
2023-10-22,49.57402894590788
2023-10-23,35.56397728728174
2023-10-24,34.48628100584896
2023-10-25,32.3308884429834
2023-10-26,33.40858472441618
2023-10-27,36.641673568714516
2023-10-28,51.72942150877344
2023-10-29,45.26324382017676
2023-10-30,37.719369850147295
2023-10-31,35.56397728728174
2023-11-01,35.56397728728174
2023-11-02,38.79706613158008
2023-11-03,40.95245869444564
2023-11-04,51.72942150877344
2023-11-05,51.72942150877344
2023-11-06,36.641673568714516
2023-11-07,34.48628100584896
2023-11-08,35.56397728728174
2023-11-09,35.56397728728174
2023-11-10,39.87476241301286
2023-11-11,52.80711779020622
2023-11-12,49.57402894590788
2023-11-13,36.641673568714516
2023-11-14,34.48628100584896
2023-11-15,37.719369850147295
2023-11-16,37.719369850147295
2023-11-17,39.87476241301286
2023-11-18,52.80711779020622
2023-11-19,54.96251035307178
2023-11-20,39.87476241301286
2023-11-21,40.95245869444564
2023-11-22,51.72942150877344
2023-11-23,57.117902915937336
2023-11-24,82.98261367032406
2023-11-25,65.73947316739958
2023-11-26,60.35099176023568
2023-11-27,38.79706613158008
2023-11-28,38.79706613158008
2023-11-29,40.95245869444564
2023-11-30,38.79706613158008
2023-12-01,38.79706613158008
2023-12-02,50.651725227340656
2023-12-03,49.57402894590788
2023-12-04,38.79706613158008
2023-12-05,36.641673568714516
2023-12-06,38.79706613158008
2023-12-07,35.56397728728174
2023-12-08,37.719369850147295
2023-12-09,50.651725227340656
2023-12-10,50.651725227340656
2023-12-11,35.56397728728174
2023-12-12,37.719369850147295
2023-12-13,37.719369850147295
2023-12-14,37.719369850147295
2023-12-15,38.79706613158008
2023-12-16,48.4963326644751
2023-12-17,49.57402894590788
2023-12-18,38.79706613158008
2023-12-19,40.95245869444564
2023-12-20,43.1078512573112
2023-12-21,45.26324382017676
2023-12-22,47.65812444558294
2023-12-23,60.35099176023568
2023-12-24,58.31534322864043
2023-12-25,24.846886488589092
2023-12-26,46.16132405470408
2023-12-27,42.09002699151357
2023-12-28,40.054378459918325
2023-12-29,40.054378459918325
2023-12-30,48.67594871138056
2023-12-31,52.74724577457107
2024-01-01,52.74724577457107
2024-01-02,32.45063247425371
2024-01-03,31.43280820845608
2024-01-04,32.45063247425371
2024-01-05,34.48628100584896
2024-01-06,44.125675523108825
2024-01-07,42.628875132229965
2024-01-08,34.48628100584896
2024-01-09,30.41498394265846
2024-01-10,35.02512914656535
2024-01-11,35.98308139672782
2024-01-12,44.125675523108825
2024-01-13,54.78289430616631
2024-01-14,51.72942150877344
2024-01-15,48.196972586299324
2024-01-16,35.50410527164658
2024-01-17,40.054378459918325
2024-01-18,33.46845674005134
2024-01-19,36.52192953744421
2024-01-20,46.16132405470408
2024-01-21,40.233994506823784
2024-01-22,28.738567504874133
2024-01-23,28.738567504874133
2024-01-24,27.780615254711662
2024-01-25,27.780615254711662
2024-01-26,28.738567504874133
2024-01-27,40.233994506823784
2024-01-28,40.233994506823784
2024-01-29,27.780615254711662
2024-01-30,29.696519755036604
2024-01-31,29.696519755036604
2024-02-01,28.738567504874133
2024-02-02,29.696519755036604
2024-02-03,47.89761250812356
2024-02-04,41.191946756986255
2024-02-05,28.738567504874133
2024-02-06,27.780615254711662
2024-02-07,28.738567504874133
2024-02-08,27.780615254711662
2024-02-09,30.654472005199075
2024-02-10,43.1078512573112
2024-02-11,41.191946756986255
2024-02-12,23.94880625406178
2024-02-13,29.696519755036604
2024-02-14,27.780615254711662
2024-02-15,26.82266300454919
2024-02-16,31.612424255361546
2024-02-17,41.191946756986255
2024-02-18,45.02375575763614
2024-02-19,38.31809000649884
2024-02-20,30.654472005199075
2024-02-21,29.696519755036604
2024-02-22,28.738567504874133
2024-02-23,31.612424255361546
2024-02-24,44.06580350747367
2024-02-25,49.8135170084485
2024-02-26,31.612424255361546
2024-02-27,30.654472005199075
2024-02-28,29.696519755036604
2024-02-29,29.696519755036604
2024-03-01,31.612424255361546
2024-03-02,45.02375575763614
2024-03-03,47.89761250812356
2024-03-04,33.52832875568649
2024-03-05,30.654472005199075
2024-03-06,32.57037650552402
2024-03-07,31.612424255361546
2024-03-08,37.36013775633637
2024-03-09,46.93966025796109
2024-03-10,47.89761250812356
2024-03-11,35.44423325601143
2024-03-12,35.44423325601143
2024-03-13,34.48628100584896
2024-03-14,34.48628100584896
2024-03-15,34.48628100584896
2024-03-16,51.72942150877344
2024-03-17,52.68737375893591
2024-03-18,35.44423325601143
2024-03-19,36.4021855061739
2024-03-20,36.4021855061739
2024-03-21,34.48628100584896
2024-03-22,34.48628100584896
2024-03-23,45.02375575763614
2024-03-24,48.85556475828603
2024-03-25,37.36013775633637
2024-03-26,34.48628100584896
2024-03-27,33.52832875568649
2024-03-28,34.48628100584896
2024-03-29,40.233994506823784
2024-03-30,58.43508725991074
2024-03-31,47.89761250812356
2024-04-01,38.31809000649884
2024-04-02,34.48628100584896
2024-04-03,35.44423325601143
2024-04-04,36.4021855061739
2024-04-05,41.191946756986255
2024-04-06,62.26689626056062
2024-04-07,71.84641876218534
2024-04-08,58.43508725991074
2024-04-09,36.4021855061739
2024-04-10,40.233994506823784
2024-04-11,36.4021855061739
2024-04-12,42.149899007148726
2024-04-13,62.26689626056062
2024-04-14,67.05665751137298
2024-04-15,45.02375575763614
2024-04-16,43.1078512573112
2024-04-17,39.27604225666131
2024-04-18,40.233994506823784
2024-04-19,44.06580350747367
2024-04-20,63.22484851072309
2024-04-21,62.26689626056062
2024-04-22,43.1078512573112
2024-04-23,42.149899007148726
2024-04-24,42.149899007148726
2024-04-25,42.149899007148726
2024-04-26,41.191946756986255
2024-04-27,65.14075301104803
2024-04-28,69.9305142618604
2024-04-29,43.1078512573112
2024-04-30,43.1078512573112
2024-05-01,42.149899007148726
2024-05-02,43.1078512573112
2024-05-03,45.02375575763614
2024-05-04,72.8043710123478
2024-05-05,60.35099176023568
2024-05-06,45.02375575763614
2024-05-07,42.149899007148726
2024-05-08,40.233994506823784
2024-05-09,45.981708007798616
2024-05-10,44.06580350747367
2024-05-11,78.55208451332263
2024-05-12,65.14075301104803
2024-05-13,45.981708007798616
2024-05-14,43.1078512573112
2024-05-15,43.1078512573112
2024-05-16,44.06580350747367
2024-05-17,50.77146925861097
2024-05-18,69.9305142618604
2024-05-19,72.8043710123478
2024-05-20,48.85556475828603
2024-05-21,46.93966025796109
2024-05-22,43.1078512573112
2024-05-23,47.89761250812356
2024-05-24,55.561230509423325
2024-05-25,90.04751151527228
2024-05-26,88.13160701494733
2024-05-27,95.79522501624712
2024-05-28,49.8135170084485
2024-05-29,45.981708007798616
2024-05-30,45.981708007798616
2024-05-31,59.39303951007321
2024-06-01,68.01460976153545
2024-06-02,71.84641876218534
2024-06-03,46.93966025796109
2024-06-04,45.02375575763614
2024-06-05,48.85556475828603
2024-06-06,47.89761250812356
2024-06-07,51.72942150877344
2024-06-08,74.72027551267274
2024-06-09,72.8043710123478
2024-06-10,50.77146925861097
2024-06-11,45.02375575763614
2024-06-12,49.8135170084485
2024-06-13,48.85556475828603
2024-06-14,54.603278259260854
2024-06-15,73.76232326251028
2024-06-16,68.01460976153545
2024-06-17,49.8135170084485
2024-06-18,44.06580350747367
2024-06-19,54.603278259260854
2024-06-20,44.06580350747367
2024-06-21,52.68737375893591
2024-06-22,60.35099176023568
2024-06-23,57.47713500974827
2024-06-24,48.85556475828603
2024-06-25,46.93966025796109
2024-06-26,46.93966025796109
2024-06-27,47.89761250812356
2024-06-28,47.89761250812356
2024-06-29,67.05665751137298
2024-06-30,69.9305142618604
2024-07-01,51.72942150877344
2024-07-02,51.72942150877344
2024-07-03,57.47713500974827
2024-07-04,87.17365476478487
2024-07-05,55.561230509423325
2024-07-06,63.22484851072309
2024-07-07,63.22484851072309
2024-07-08,45.981708007798616
2024-07-09,45.02375575763614
2024-07-10,45.981708007798616
2024-07-11,44.06580350747367
2024-07-12,45.981708007798616
2024-07-13,59.39303951007321
2024-07-14,50.77146925861097
2024-07-15,40.233994506823784
2024-07-16,43.1078512573112
2024-07-17,43.1078512573112
2024-07-18,41.191946756986255
2024-07-19,44.06580350747367
2024-07-20,55.561230509423325
2024-07-21,53.64532600909838
2024-07-22,43.1078512573112
2024-07-23,46.93966025796109
2024-07-24,39.27604225666131
2024-07-25,38.31809000649884
2024-07-26,42.149899007148726
2024-07-27,54.603278259260854
2024-07-28,54.603278259260854
2024-07-29,42.149899007148726
2024-07-30,41.191946756986255
2024-07-31,41.191946756986255
2024-08-01,41.191946756986255
2024-08-02,43.1078512573112
2024-08-03,56.519182759585796
2024-08-04,55.561230509423325
2024-08-05,42.149899007148726
2024-08-06,37.36013775633637
2024-08-07,39.27604225666131
2024-08-08,37.36013775633637
2024-08-09,40.233994506823784
2024-08-10,56.519182759585796
2024-08-11,57.47713500974827
2024-08-12,41.191946756986255
2024-08-13,42.149899007148726
2024-08-14,37.36013775633637
2024-08-15,39.27604225666131
2024-08-16,39.27604225666131
2024-08-17,54.603278259260854
2024-08-18,51.59645466343936
2024-08-19,39.29421439219031
2024-08-20,36.427744688665896
2024-08-21,36.427744688665896
2024-08-22,36.427744688665896
2024-08-23,39.29421439219031
2024-08-24,53.26917757774218
2024-08-25,55.299285824115174
2024-08-26,45.86351525639054
2024-08-27,35.591383231514484
2024-08-28,36.427744688665896
2024-08-29,36.427744688665896
2024-08-30,40.13057584934172
2024-08-31,56.493032613336766
2024-09-01,56.135647281266586
2024-09-02,71.66174258811022
2024-09-03,38.10046760296872
2024-09-04,34.39763644229291
2024-09-05,35.23399789944431
2024-09-06,34.75502177436307
2024-09-07,47.05726204561212
2024-09-08,48.729984959914944
2024-09-09,36.427744688665896
2024-09-10,33.561274985141495
2024-09-11,32.72491352799008
2024-09-12,33.561274985141495
2024-09-13,36.07035935659572
2024-09-14,49.923731749136536
2024-09-15,45.86351525639054
2024-09-16,34.39763644229291
2024-09-17,35.02376254287719
2024-09-18,35.02376254287719
2024-09-19,32.87945055045614
2024-09-20,34.30899187873685
2024-09-21,45.74532250498246
2024-09-22,45.74532250498246
