Time,bitcoin
2023-09-09,12.325000000000001
2023-09-10,11.600000000000001
2023-09-11,13.05
2023-09-12,14.500000000000002
2023-09-13,13.05
2023-09-14,12.325000000000001
2023-09-15,12.325000000000001
2023-09-16,12.325000000000001
2023-09-17,11.600000000000001
2023-09-18,11.600000000000001
2023-09-19,13.05
2023-09-20,12.325000000000001
2023-09-21,11.600000000000001
2023-09-22,12.325000000000001
2023-09-23,10.875000000000002
2023-09-24,10.875000000000002
2023-09-25,11.600000000000001
2023-09-26,12.325000000000001
2023-09-27,12.325000000000001
2023-09-28,11.600000000000001
2023-09-29,11.600000000000001
2023-09-30,10.875000000000002
2023-10-01,11.600000000000001
2023-10-02,14.500000000000002
2023-10-03,14.500000000000002
2023-10-04,13.05
2023-10-05,12.325000000000001
2023-10-06,12.325000000000001
2023-10-07,11.600000000000001
2023-10-08,10.875000000000002
2023-10-09,12.325000000000001
2023-10-10,12.325000000000001
2023-10-11,12.325000000000001
2023-10-12,11.600000000000001
2023-10-13,12.325000000000001
2023-10-14,12.325000000000001
2023-10-15,12.325000000000001
2023-10-16,17.400000000000002
2023-10-17,14.500000000000002
2023-10-18,14.500000000000002
2023-10-19,13.05
2023-10-20,16.675
2023-10-21,17.400000000000002
2023-10-22,14.500000000000002
2023-10-23,25.375000000000004
2023-10-24,40.60000000000001
2023-10-25,29.000000000000004
2023-10-26,23.925000000000004
2023-10-27,18.85
2023-10-28,16.675
2023-10-29,15.225000000000001
2023-10-30,18.85
2023-10-31,18.125000000000004
2023-11-01,18.85
2023-11-02,20.300000000000004
2023-11-03,17.400000000000002
2023-11-04,15.225000000000001
2023-11-05,15.225000000000001
2023-11-06,18.125000000000004
2023-11-07,17.400000000000002
2023-11-08,17.400000000000002
2023-11-09,26.825000000000003
2023-11-10,23.925000000000004
2023-11-11,17.400000000000002
2023-11-12,15.950000000000003
2023-11-13,18.85
2023-11-14,19.575000000000003
2023-11-15,21.750000000000004
2023-11-16,21.025000000000002
2023-11-17,16.675
2023-11-18,14.500000000000002
2023-11-19,14.500000000000002
2023-11-20,18.85
2023-11-21,19.575000000000003
2023-11-22,19.575000000000003
2023-11-23,15.950000000000003
2023-11-24,18.125000000000004
2023-11-25,16.675
2023-11-26,16.675
2023-11-27,15.950000000000003
2023-11-28,16.675
2023-11-29,18.125000000000004
2023-11-30,15.950000000000003
2023-12-01,18.85
2023-12-02,16.675
2023-12-03,19.575000000000003
2023-12-04,36.25000000000001
2023-12-05,36.25000000000001
2023-12-06,34.800000000000004
2023-12-07,28.275000000000002
2023-12-08,26.825000000000003
2023-12-09,23.925000000000004
2023-12-10,20.300000000000004
2023-12-11,28.275000000000002
2023-12-12,22.475
2023-12-13,23.200000000000003
2023-12-14,23.200000000000003
2023-12-15,21.025000000000002
2023-12-16,17.400000000000002
2023-12-17,15.950000000000003
2023-12-18,20.300000000000004
2023-12-19,21.750000000000004
2023-12-20,23.200000000000003
2023-12-21,22.475
2023-12-22,23.374000000000002
2023-12-23,18.676000000000002
2023-12-24,19.459000000000003
2023-12-25,19.459000000000003
2023-12-26,21.025000000000006
2023-12-27,21.808000000000007
2023-12-28,21.808000000000007
2023-12-29,21.025000000000006
2023-12-30,16.747500000000002
2023-12-31,15.964500000000003
2024-01-01,16.747500000000002
2024-01-02,32.291500000000006
2024-01-03,33.8575
2024-01-04,28.797000000000004
2024-01-05,30.000500000000006
2024-01-06,22.591
2024-01-07,19.459000000000003
2024-01-08,33.495000000000005
2024-01-09,40.12150000000001
2024-01-10,65.00350000000002
2024-01-11,72.41300000000001
2024-01-12,44.761500000000005
2024-01-13,29.580000000000005
2024-01-14,22.591
2024-01-15,24.519500000000004
2024-01-16,24.519500000000004
2024-01-17,24.940000000000005
2024-01-18,24.519500000000004
2024-01-19,24.157000000000004
2024-01-20,15.181500000000003
2024-01-21,14.297000000000004
2024-01-22,22.707000000000004
2024-01-23,22.707000000000004
2024-01-24,21.866000000000007
2024-01-25,18.502000000000002
2024-01-26,18.502000000000002
2024-01-27,15.979000000000003
2024-01-28,13.456000000000003
2024-01-29,16.820000000000004
2024-01-30,16.820000000000004
2024-01-31,16.820000000000004
2024-02-01,14.297000000000004
2024-02-02,15.138000000000003
2024-02-03,14.297000000000004
2024-02-04,13.456000000000003
2024-02-05,14.297000000000004
2024-02-06,15.138000000000003
2024-02-07,14.297000000000004
2024-02-08,18.502000000000002
2024-02-09,23.548000000000005
2024-02-10,19.343000000000004
2024-02-11,18.502000000000002
2024-02-12,26.912000000000006
2024-02-13,29.435000000000006
2024-02-14,31.958000000000006
2024-02-15,33.64000000000001
2024-02-16,27.753000000000007
2024-02-17,20.184000000000005
2024-02-18,18.502000000000002
2024-02-19,23.548000000000005
2024-02-20,25.230000000000004
2024-02-21,23.548000000000005
2024-02-22,21.025000000000006
2024-02-23,19.343000000000004
2024-02-24,16.820000000000004
2024-02-25,16.820000000000004
2024-02-26,26.071000000000005
2024-02-27,42.89100000000001
2024-02-28,73.16700000000002
2024-02-29,60.552000000000014
2024-03-01,43.73200000000001
2024-03-02,36.16300000000001
2024-03-03,34.48100000000001
2024-03-04,69.80300000000001
2024-03-05,84.10000000000002
2024-03-06,58.87000000000001
2024-03-07,45.41400000000001
2024-03-08,47.09600000000001
2024-03-09,41.20900000000001
2024-03-10,37.004000000000005
2024-03-11,60.552000000000014
2024-03-12,56.347000000000016
2024-03-13,51.30100000000001
2024-03-14,49.619000000000014
2024-03-15,44.57300000000001
2024-03-16,35.32200000000001
2024-03-17,34.48100000000001
2024-03-18,36.16300000000001
2024-03-19,40.36800000000001
2024-03-20,42.89100000000001
2024-03-21,33.64000000000001
2024-03-22,31.117000000000008
2024-03-23,26.071000000000005
2024-03-24,26.071000000000005
2024-03-25,35.32200000000001
2024-03-26,35.32200000000001
2024-03-27,33.64000000000001
2024-03-28,32.79900000000001
2024-03-29,29.435000000000006
2024-03-30,25.230000000000004
2024-03-31,25.230000000000004
2024-04-01,31.117000000000008
2024-04-02,32.79900000000001
2024-04-03,29.435000000000006
2024-04-04,28.59400000000001
2024-04-05,26.912000000000006
2024-04-06,21.866000000000007
2024-04-07,23.548000000000005
2024-04-08,30.276000000000007
2024-04-09,29.435000000000006
2024-04-10,29.435000000000006
2024-04-11,26.912000000000006
2024-04-12,31.117000000000008
2024-04-13,32.79900000000001
2024-04-14,37.004000000000005
2024-04-15,35.32200000000001
2024-04-16,31.117000000000008
2024-04-17,36.16300000000001
2024-04-18,37.004000000000005
2024-04-19,51.30100000000001
2024-04-20,47.93700000000001
2024-04-21,31.958000000000006
2024-04-22,31.958000000000006
2024-04-23,27.753000000000007
2024-04-24,25.230000000000004
2024-04-25,23.548000000000005
2024-04-26,21.025000000000006
2024-04-27,17.661000000000005
2024-04-28,16.820000000000004
2024-04-29,21.866000000000007
2024-04-30,26.912000000000006
2024-05-01,30.276000000000007
2024-05-02,26.912000000000006
2024-05-03,24.389000000000006
2024-05-04,18.502000000000002
2024-05-05,18.502000000000002
2024-05-06,22.707000000000004
2024-05-07,20.184000000000005
2024-05-08,18.502000000000002
2024-05-09,18.502000000000002
2024-05-10,19.343000000000004
2024-05-11,17.661000000000005
2024-05-12,15.979000000000003
2024-05-13,19.343000000000004
2024-05-14,18.502000000000002
2024-05-15,24.389000000000006
2024-05-16,21.025000000000006
2024-05-17,20.184000000000005
2024-05-18,16.820000000000004
2024-05-19,16.820000000000004
2024-05-20,23.548000000000005
2024-05-21,29.435000000000006
2024-05-22,25.230000000000004
2024-05-23,23.548000000000005
2024-05-24,20.184000000000005
2024-05-25,15.979000000000003
2024-05-26,15.979000000000003
2024-05-27,17.661000000000005
2024-05-28,19.343000000000004
2024-05-29,17.661000000000005
2024-05-30,17.661000000000005
2024-05-31,15.979000000000003
2024-06-01,15.138000000000003
2024-06-02,15.138000000000003
2024-06-03,18.502000000000002
2024-06-04,21.025000000000006
2024-06-05,24.389000000000006
2024-06-06,21.866000000000007
2024-06-07,21.866000000000007
2024-06-08,16.820000000000004
2024-06-09,15.138000000000003
2024-06-10,18.502000000000002
2024-06-11,21.025000000000006
2024-06-12,20.184000000000005
2024-06-13,19.343000000000004
2024-06-14,17.661000000000005
2024-06-15,15.138000000000003
2024-06-16,14.297000000000004
2024-06-17,17.661000000000005
2024-06-18,19.343000000000004
2024-06-19,16.820000000000004
2024-06-20,16.820000000000004
2024-06-21,16.820000000000004
2024-06-22,14.297000000000004
2024-06-23,14.297000000000004
2024-06-24,25.230000000000004
2024-06-25,21.025000000000006
2024-06-26,17.661000000000005
2024-06-27,16.820000000000004
2024-06-28,17.661000000000005
2024-06-29,14.297000000000004
2024-06-30,13.456000000000003
2024-07-01,17.661000000000005
2024-07-02,15.138000000000003
2024-07-03,16.820000000000004
2024-07-04,20.184000000000005
2024-07-05,31.117000000000008
2024-07-06,18.502000000000002
2024-07-07,17.661000000000005
2024-07-08,23.548000000000005
2024-07-09,19.343000000000004
2024-07-10,19.343000000000004
2024-07-11,19.343000000000004
2024-07-12,17.661000000000005
2024-07-13,15.138000000000003
2024-07-14,16.820000000000004
2024-07-15,26.071000000000005
2024-07-16,23.548000000000005
2024-07-17,21.025000000000006
2024-07-18,20.184000000000005
2024-07-19,21.866000000000007
2024-07-20,17.661000000000005
2024-07-21,19.343000000000004
2024-07-22,23.548000000000005
2024-07-23,21.866000000000007
2024-07-24,21.025000000000006
2024-07-25,21.866000000000007
2024-07-26,23.548000000000005
2024-07-27,34.48100000000001
2024-07-28,28.59400000000001
2024-07-29,28.59400000000001
2024-07-30,21.866000000000007
2024-07-31,20.184000000000005
2024-08-01,21.025000000000006
2024-08-02,21.025000000000006
2024-08-03,17.661000000000005
2024-08-04,22.707000000000004
2024-08-05,68.12100000000001
2024-08-06,34.48100000000001
2024-08-07,27.753000000000007
2024-08-08,25.230000000000004
2024-08-09,23.548000000000005
2024-08-10,16.820000000000004
2024-08-11,16.820000000000004
2024-08-12,20.184000000000005
2024-08-13,18.502000000000002
2024-08-14,19.343000000000004
2024-08-15,21.866000000000007
2024-08-16,17.661000000000005
2024-08-17,14.297000000000004
2024-08-18,15.687884615384618
2024-08-19,16.658269230769235
2024-08-20,19.56942307692308
2024-08-21,18.599038461538463
2024-08-22,17.628653846153853
2024-08-23,21.930692307692315
2024-08-24,16.658269230769235
2024-08-25,16.658269230769235
2024-08-26,17.628653846153853
2024-08-27,18.599038461538463
2024-08-28,18.599038461538463
2024-08-29,16.658269230769235
2024-08-30,16.237769230769235
2024-08-31,13.326615384615387
2024-09-01,14.297000000000004
2024-09-02,14.297000000000004
2024-09-03,17.628653846153853
2024-09-04,17.628653846153853
2024-09-05,16.658269230769235
2024-09-06,18.599038461538463
2024-09-07,15.267384615384618
2024-09-08,14.297000000000004
2024-09-09,17.628653846153853
2024-09-10,15.267384615384618
2024-09-11,15.267384615384618
2024-09-12,14.297000000000004
2024-09-13,15.687884615384618
2024-09-14,14.297000000000004
2024-09-15,14.297000000000004
2024-09-16,15.267384615384618
2024-09-17,16.496538461538467
2024-09-18,19.79584615384616
2024-09-19,21.995384615384623
2024-09-20,18.696076923076927
2024-09-21,14.297000000000004
2024-09-22,14.297000000000004
2024-09-23,17.596307692307697
2024-09-24,15.396769230769234
2024-09-25,16.496538461538467
2024-09-26,17.596307692307697
2024-09-27,18.696076923076927
2024-09-28,14.297000000000004
2024-09-29,14.297000000000004
2024-09-30,14.297000000000004
2024-10-01,15.396769230769234
2024-10-02,15.396769230769234
2024-10-03,15.396769230769234
2024-10-04,15.396769230769234
2024-10-05,14.297000000000004
2024-10-06,13.197230769230773
2024-10-07,15.396769230769234
2024-10-08,15.396769230769234
2024-10-09,16.496538461538467
2024-10-10,15.396769230769234
2024-10-11,15.396769230769234
2024-10-12,12.097461538461541
2024-10-13,12.097461538461541
2024-10-14,16.496538461538467
2024-10-15,16.496538461538467
2024-10-16,16.496538461538467
2024-10-17,15.396769230769234
2024-10-18,17.596307692307697
2024-10-19,14.297000000000004
2024-10-20,15.396769230769234
2024-10-21,16.496538461538467
2024-10-22,15.396769230769234
2024-10-23,14.297000000000004
2024-10-24,16.496538461538467
2024-10-25,15.396769230769234
2024-10-26,13.197230769230773
2024-10-27,13.197230769230773
2024-10-28,17.596307692307697
2024-10-29,32.993076923076934
2024-10-30,24.194923076923082
2024-10-31,19.79584615384616
2024-11-01,18.696076923076927
2024-11-02,14.297000000000004
2024-11-03,13.197230769230773
2024-11-04,15.396769230769234
2024-11-05,17.596307692307697
2024-11-06,61.587076923076935
2024-11-07,41.79123076923078
2024-11-08,37.39215384615385
2024-11-09,27.494230769230775
2024-11-10,50.58938461538463
2024-11-11,91.28084615384618
2024-11-12,94.58015384615388
2024-11-13,92.38061538461541
2024-11-14,69.28546153846156
2024-11-15,50.58938461538463
2024-11-16,39.59169230769232
2024-11-17,36.29238461538463
2024-11-18,43.990769230769246
2024-11-19,47.29007692307694
2024-11-20,52.78892307692309
