Time,extravagant
2023-06-05,56.12491420727522
2023-06-06,55.173644474948524
2023-06-07,39.953328757721344
2023-06-08,30.440631434454357
2023-06-09,47.563486616334934
2023-06-10,49.46602608098833
2023-06-11,65.6376115305422
2023-06-12,39.953328757721344
2023-06-13,52.31983527796842
2023-06-14,58.02745367192862
2023-06-15,39.002059025394644
2023-06-16,43.75840768702814
2023-06-17,41.85586822237474
2023-06-18,49.46602608098833
2023-06-19,36.14824982841455
2023-06-20,51.36856554564173
2023-06-21,56.12491420727522
2023-06-22,58.02745367192862
2023-06-23,48.51475634866163
2023-06-24,37.09951956074125
2023-06-25,41.85586822237474
2023-06-26,56.12491420727522
2023-06-27,47.563486616334934
2023-06-28,38.05078929306794
2023-06-29,53.27110501029512
2023-06-30,34.24571036376115
2023-07-01,26.63555250514756
2023-07-02,43.75840768702814
2023-07-03,29.48936170212766
2023-07-04,37.09951956074125
2023-07-05,41.85586822237474
2023-07-06,38.05078929306794
2023-07-07,38.05078929306794
2023-07-08,40.904598490048045
2023-07-09,36.14824982841455
2023-07-10,25.684282772820865
2023-07-11,39.953328757721344
2023-07-12,30.440631434454357
2023-07-13,24.733013040494164
2023-07-14,36.14824982841455
2023-07-15,60.88126286890871
2023-07-16,30.440631434454357
2023-07-17,30.440631434454357
2023-07-18,20.92793411118737
2023-07-19,26.63555250514756
2023-07-20,37.09951956074125
2023-07-21,38.05078929306794
2023-07-22,26.63555250514756
2023-07-23,47.563486616334934
2023-07-24,19.976664378860672
2023-07-25,41.85586822237474
2023-07-26,53.27110501029512
2023-07-27,38.05078929306794
2023-07-28,26.63555250514756
2023-07-29,32.343170899107754
2023-07-30,39.953328757721344
2023-07-31,45.66094715168153
2023-08-01,46.612216884008234
2023-08-02,28.53809196980096
2023-08-03,39.953328757721344
2023-08-04,37.09951956074125
2023-08-05,30.440631434454357
2023-08-06,35.19698009608785
2023-08-07,0.0
2023-08-08,32.343170899107754
2023-08-09,34.24571036376115
2023-08-10,42.80713795470144
2023-08-11,44.70967741935484
2023-08-12,49.46602608098833
2023-08-13,38.05078929306794
2023-08-14,48.51475634866163
2023-08-15,34.24571036376115
2023-08-16,43.75840768702814
2023-08-17,39.953328757721344
2023-08-18,47.563486616334934
2023-08-19,44.70967741935484
2023-08-20,61.832532601235414
2023-08-21,46.612216884008234
2023-08-22,45.66094715168153
2023-08-23,53.27110501029512
2023-08-24,50.41729581331503
2023-08-25,48.51475634866163
2023-08-26,35.19698009608785
2023-08-27,39.002059025394644
2023-08-28,39.002059025394644
2023-08-29,58.97872340425532
2023-08-30,62.78380233356211
2023-08-31,74.1990391214825
2023-09-01,52.31983527796842
2023-09-02,34.24571036376115
2023-09-03,39.002059025394644
2023-09-04,60.88126286890871
2023-09-05,53.27110501029512
2023-09-06,76.10157858613589
2023-09-07,73.24776938915579
2023-09-08,48.51475634866163
2023-09-09,39.953328757721344
2023-09-10,37.09951956074125
2023-09-11,51.36856554564173
2023-09-12,65.6376115305422
2023-09-13,58.02745367192862
2023-09-14,67.5401509951956
2023-09-15,64.68634179821551
2023-09-16,32.343170899107754
2023-09-17,40.904598490048045
2023-09-18,51.36856554564173
2023-09-19,55.173644474948524
2023-09-20,57.07618393960192
2023-09-21,58.02745367192862
2023-09-22,51.36856554564173
2023-09-23,35.19698009608785
2023-09-24,39.002059025394644
2023-09-25,64.68634179821551
2023-09-26,46.612216884008234
2023-09-27,88.46808510638297
2023-09-28,63.73507206588881
2023-09-29,60.88126286890871
2023-09-30,41.85586822237474
2023-10-01,58.02745367192862
2023-10-02,58.97872340425532
2023-10-03,62.78380233356211
2023-10-04,70.3939601921757
2023-10-05,65.6376115305422
2023-10-06,39.953328757721344
2023-10-07,40.904598490048045
2023-10-08,58.02745367192862
2023-10-09,70.3939601921757
2023-10-10,56.12491420727522
2023-10-11,74.1990391214825
2023-10-12,54.222374742621824
2023-10-13,78.95538778311598
2023-10-14,69.442690459849
2023-10-15,50.41729581331503
2023-10-16,84.66300617707618
2023-10-17,67.5401509951956
2023-10-18,76.10157858613589
2023-10-19,86.56554564172957
2023-10-20,75.1503088538092
2023-10-21,59.92999313658201
2023-10-22,60.88126286890871
2023-10-23,60.88126286890871
2023-10-24,54.222374742621824
2023-10-25,62.78380233356211
2023-10-26,66.58888126286891
2023-10-27,76.10157858613589
2023-10-28,42.80713795470144
2023-10-29,63.73507206588881
2023-10-30,72.2964996568291
2023-10-31,54.222374742621824
2023-11-01,74.1990391214825
2023-11-02,72.2964996568291
2023-11-03,62.78380233356211
2023-11-04,95.12697323266987
2023-11-05,65.6376115305422
2023-11-06,72.2964996568291
2023-11-07,80.85792724776938
2023-11-08,82.76046671242278
2023-11-09,68.4914207275223
2023-11-10,75.1503088538092
2023-11-11,0.0
2023-11-12,51.36856554564173
2023-11-13,66.58888126286891
2023-11-14,69.442690459849
2023-11-15,64.68634179821551
2023-11-16,58.02745367192862
2023-11-17,78.00411805078929
2023-11-18,56.12491420727522
2023-11-19,27.586822237474262
2023-11-20,53.27110501029512
2023-11-21,52.31983527796842
2023-11-22,46.612216884008234
2023-11-23,43.75840768702814
2023-11-24,37.09951956074125
2023-11-25,32.343170899107754
2023-11-26,44.70967741935484
2023-11-27,40.904598490048045
2023-11-28,75.1503088538092
2023-11-29,68.4914207275223
2023-11-30,77.0528483184626
2023-12-01,46.612216884008234
2023-12-02,39.953328757721344
2023-12-03,76.10157858613589
2023-12-04,81.80919698009609
2023-12-05,78.00411805078929
2023-12-06,73.24776938915579
2023-12-07,72.2964996568291
2023-12-08,65.6376115305422
2023-12-09,37.09951956074125
2023-12-10,60.88126286890871
2023-12-11,60.88126286890871
2023-12-12,83.71173644474948
2023-12-13,60.88126286890871
2023-12-14,70.3939601921757
2023-12-15,46.612216884008234
2023-12-16,42.80713795470144
2023-12-17,33.294440631434455
2023-12-18,54.222374742621824
2023-12-19,70.3939601921757
2023-12-20,46.612216884008234
2023-12-21,47.563486616334934
2023-12-22,37.2778826355525
2023-12-23,37.2778826355525
2023-12-24,40.96405284831846
2023-12-25,31.302719629375424
2023-12-26,46.93921585449553
2023-12-27,42.80713795470143
2023-12-28,40.96405284831846
2023-12-29,40.96405284831846
2023-12-30,41.885595401509946
2023-12-31,71.3452299245024
2024-01-01,21.641386410432393
2024-01-02,40.042510295126974
2024-01-03,39.12096774193548
2024-01-04,47.86075840768702
2024-01-05,56.154641386410425
2024-01-06,21.641386410432393
2024-01-07,45.571765614275904
2024-01-08,51.10102093342484
2024-01-09,62.1298043925875
2024-01-10,60.76235415236788
2024-01-11,43.728680507892925
2024-01-12,54.311556280027446
2024-01-13,46.49330816746739
2024-01-14,50.17947838023335
2024-01-15,48.33639327385037
2024-01-16,57.07618393960192
2024-01-17,65.81597460535346
2024-01-18,42.80713795470143
2024-01-19,64.44852436513384
2024-01-20,40.131691832532596
2024-01-21,47.26621482498283
2024-01-22,47.26621482498283
2024-01-23,87.39790665751542
2024-01-24,65.10252230610843
2024-01-25,57.07618393960191
2024-01-26,71.34522992450239
2024-01-27,57.07618393960191
2024-01-28,49.04984557309539
2024-01-29,60.64344543582703
2024-01-30,68.66978380233355
2024-01-31,67.77796842827728
2024-02-01,67.77796842827728
2024-02-02,67.77796842827728
2024-02-03,52.61710706932051
2024-02-04,46.37439945092655
2024-02-05,67.77796842827728
2024-02-06,72.23704529855867
2024-02-07,64.21070693205215
2024-02-08,73.12886067261495
2024-02-09,50.833476321207954
2024-02-10,28.538091969800956
2024-02-11,28.538091969800956
2024-02-12,63.31889155799587
2024-02-13,74.9124914207275
2024-02-14,77.58793754289634
2024-02-15,63.31889155799587
2024-02-16,52.61710706932051
2024-02-17,44.590768702813996
2024-02-18,58.85981468771447
2024-02-19,63.31889155799587
2024-02-20,78.47975291695263
2024-02-21,53.50892244337679
2024-02-22,65.9943376801647
2024-02-23,87.39790665751542
2024-02-24,37.45624571036375
2024-02-25,53.50892244337679
2024-02-26,55.292553191489354
2024-02-27,88.28972203157171
2024-02-28,49.941660947151675
2024-02-29,57.07618393960191
2024-03-01,41.023507206588874
2024-03-02,32.99716884008235
2024-03-03,35.672614962251195
2024-03-04,77.58793754289634
2024-03-05,89.18153740562799
2024-03-06,68.66978380233355
2024-03-07,71.34522992450239
2024-03-08,65.9943376801647
2024-03-09,40.131691832532596
2024-03-10,53.50892244337679
2024-03-11,55.292553191489354
2024-03-12,70.45341455044611
2024-03-13,66.88615305422098
2024-03-14,59.751630061770754
2024-03-15,70.45341455044611
2024-03-16,61.53526080988331
2024-03-17,41.023507206588874
2024-03-18,44.590768702813996
2024-03-19,55.292553191489354
2024-03-20,57.96799931365819
2024-03-21,69.56159917638983
2024-03-22,56.18436856554563
2024-03-23,42.80713795470143
2024-03-24,46.37439945092655
2024-03-25,53.50892244337679
2024-03-26,39.23987645847632
2024-03-27,61.53526080988331
2024-03-28,41.91532258064515
2024-03-29,50.833476321207954
2024-03-30,54.40073781743307
2024-03-31,32.99716884008235
2024-04-01,64.21070693205215
2024-04-02,47.26621482498283
2024-04-03,60.64344543582703
2024-04-04,56.18436856554563
2024-04-05,45.482584076870275
2024-04-06,43.69895332875771
2024-04-07,44.590768702813996
2024-04-08,46.37439945092655
2024-04-09,58.85981468771447
2024-04-10,57.96799931365819
2024-04-11,50.833476321207954
2024-04-12,51.72529169526423
2024-04-13,47.26621482498283
2024-04-14,49.941660947151675
2024-04-15,57.07618393960191
2024-04-16,44.590768702813996
2024-04-17,58.85981468771447
2024-04-18,53.50892244337679
2024-04-19,60.64344543582703
2024-04-20,39.23987645847632
2024-04-21,59.751630061770754
2024-04-22,68.66978380233355
2024-04-23,58.85981468771447
2024-04-24,56.18436856554563
2024-04-25,51.72529169526423
2024-04-26,54.40073781743307
2024-04-27,40.131691832532596
2024-04-28,29.429907343857234
2024-04-29,68.66978380233355
2024-04-30,58.85981468771447
2024-05-01,49.04984557309539
2024-05-02,48.15803019903911
2024-05-03,50.833476321207954
2024-05-04,57.96799931365819
2024-05-05,56.18436856554563
2024-05-06,55.292553191489354
2024-05-07,71.34522992450239
2024-05-08,53.50892244337679
2024-05-09,74.02067604667123
2024-05-10,64.21070693205215
2024-05-11,46.37439945092655
2024-05-12,38.34806108442003
2024-05-13,65.9943376801647
2024-05-14,58.85981468771447
2024-05-15,48.15803019903911
2024-05-16,61.53526080988331
2024-05-17,48.15803019903911
2024-05-18,52.61710706932051
2024-05-19,56.18436856554563
2024-05-20,58.85981468771447
2024-05-21,41.91532258064515
2024-05-22,64.21070693205215
2024-05-23,51.72529169526423
2024-05-24,46.37439945092655
2024-05-25,37.45624571036375
2024-05-26,39.23987645847632
2024-05-27,44.590768702813996
2024-05-28,41.91532258064515
2024-05-29,48.15803019903911
2024-05-30,41.91532258064515
2024-05-31,45.482584076870275
2024-06-01,32.105353466026074
2024-06-02,35.672614962251195
2024-06-03,44.590768702813996
2024-06-04,36.564430336307474
2024-06-05,35.672614962251195
2024-06-06,49.04984557309539
2024-06-07,41.023507206588874
2024-06-08,37.45624571036375
2024-06-09,44.590768702813996
2024-06-10,51.72529169526423
2024-06-11,52.61710706932051
2024-06-12,44.590768702813996
2024-06-13,36.564430336307474
2024-06-14,30.321722717913516
2024-06-15,39.23987645847632
2024-06-16,40.131691832532596
2024-06-17,27.646276595744677
2024-06-18,37.45624571036375
2024-06-19,34.78079958819492
2024-06-20,46.37439945092655
2024-06-21,36.564430336307474
2024-06-22,33.88898421413864
2024-06-23,22.295384351406998
2024-06-24,31.213538091969795
2024-06-25,20.511753603294437
2024-06-26,32.105353466026074
2024-06-27,37.45624571036375
2024-06-28,54.40073781743307
2024-06-29,29.429907343857234
2024-06-30,32.105353466026074
2024-07-01,23.187199725463277
2024-07-02,34.78079958819492
2024-07-03,41.023507206588874
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,35.672614962251195
2024-07-07,39.23987645847632
2024-07-08,36.564430336307474
2024-07-09,37.45624571036375
2024-07-10,25.862645847632116
2024-07-11,40.131691832532596
2024-07-12,34.78079958819492
2024-07-13,61.53526080988331
2024-07-14,41.91532258064515
2024-07-15,23.187199725463277
2024-07-16,32.99716884008235
2024-07-17,44.590768702813996
2024-07-18,30.321722717913516
2024-07-19,49.941660947151675
2024-07-20,24.079015099519555
2024-07-21,39.23987645847632
2024-07-22,24.970830473575838
2024-07-23,38.34806108442003
2024-07-24,25.862645847632116
2024-07-25,26.754461221688395
2024-07-26,31.213538091969795
2024-07-27,41.91532258064515
2024-07-28,24.079015099519555
2024-07-29,28.538091969800956
2024-07-30,31.213538091969795
2024-07-31,41.023507206588874
2024-08-01,32.99716884008235
2024-08-02,47.26621482498283
2024-08-03,34.78079958819492
2024-08-04,32.105353466026074
2024-08-05,0.0
2024-08-06,25.862645847632116
2024-08-07,27.646276595744677
2024-08-08,32.105353466026074
2024-08-09,34.78079958819492
2024-08-10,36.564430336307474
2024-08-11,35.672614962251195
2024-08-12,40.131691832532596
2024-08-13,47.26621482498283
2024-08-14,32.99716884008235
2024-08-15,32.99716884008235
2024-08-16,49.941660947151675
2024-08-17,26.754461221688395
2024-08-18,41.42887783115991
2024-08-19,48.0364190116678
2024-08-20,45.847417638984204
2024-08-21,44.50969457789978
2024-08-22,41.42887783115991
2024-08-23,38.34806108442003
2024-08-24,56.427590940288255
2024-08-25,44.955602264927926
2024-08-26,55.981683253260115
2024-08-27,63.03513212079614
2024-08-28,58.61659231297185
2024-08-29,49.37414207275222
2024-08-30,59.954315374056264
2024-08-31,34.375428963623875
2024-09-01,45.401509951956065
2024-09-02,48.48232669869594
2024-09-03,62.14331674673986
2024-09-04,51.56314344543581
2024-09-05,52.45495881949209
2024-09-06,45.401509951956065
2024-09-07,45.847417638984204
2024-09-08,38.79396877144818
2024-09-09,51.56314344543581
2024-09-10,66.56185655456416
2024-09-11,55.981683253260115
2024-09-12,83.7495710363761
2024-09-13,59.062499999999986
2024-09-14,40.98297014413177
2024-09-15,31.294612216884
2024-09-16,59.2651853122855
2024-09-17,45.320435827041855
2024-09-18,45.320435827041855
2024-09-19,59.2651853122855
2024-09-20,59.2651853122855
2024-09-21,24.403311599176384
2024-09-22,34.86187371310912
2024-09-23,62.751372683596415
2024-09-24,59.2651853122855
2024-09-25,55.77899794097459
2024-09-26,55.77899794097459
