Time,cost
2023-01-31,86.58823529411765
2023-02-01,83.76470588235294
2023-02-02,87.52941176470588
2023-02-03,80.94117647058823
2023-02-04,79.05882352941177
2023-02-05,84.70588235294117
2023-02-06,86.58823529411765
2023-02-07,85.6470588235294
2023-02-08,84.70588235294117
2023-02-09,82.82352941176471
2023-02-10,82.82352941176471
2023-02-11,80.0
2023-02-12,83.76470588235294
2023-02-13,86.58823529411765
2023-02-14,81.88235294117646
2023-02-15,84.70588235294117
2023-02-16,79.05882352941177
2023-02-17,83.76470588235294
2023-02-18,82.82352941176471
2023-02-19,81.88235294117646
2023-02-20,83.76470588235294
2023-02-21,84.70588235294117
2023-02-22,85.6470588235294
2023-02-23,86.58823529411765
2023-02-24,84.70588235294117
2023-02-25,83.76470588235294
2023-02-26,79.05882352941177
2023-02-27,86.58823529411765
2023-02-28,87.52941176470588
2023-03-01,84.70588235294117
2023-03-02,87.52941176470588
2023-03-03,80.94117647058823
2023-03-04,81.88235294117646
2023-03-05,84.70588235294117
2023-03-06,88.47058823529412
2023-03-07,82.82352941176471
2023-03-08,87.52941176470588
2023-03-09,83.76470588235294
2023-03-10,80.94117647058823
2023-03-11,77.17647058823529
2023-03-12,78.11764705882352
2023-03-13,79.05882352941177
2023-03-14,84.70588235294117
2023-03-15,84.70588235294117
2023-03-16,84.70588235294117
2023-03-17,80.94117647058823
2023-03-18,79.05882352941177
2023-03-19,80.0
2023-03-20,84.70588235294117
2023-03-21,84.70588235294117
2023-03-22,85.6470588235294
2023-03-23,85.6470588235294
2023-03-24,84.70588235294117
2023-03-25,80.0
2023-03-26,80.0
2023-03-27,86.58823529411765
2023-03-28,87.52941176470588
2023-03-29,84.70588235294117
2023-03-30,83.76470588235294
2023-03-31,79.05882352941177
2023-04-01,80.94117647058823
2023-04-02,83.76470588235294
2023-04-03,86.58823529411765
2023-04-04,87.52941176470588
2023-04-05,81.88235294117646
2023-04-06,84.70588235294117
2023-04-07,81.88235294117646
2023-04-08,78.11764705882352
2023-04-09,78.11764705882352
2023-04-10,90.35294117647058
2023-04-11,88.47058823529412
2023-04-12,94.11764705882352
2023-04-13,83.76470588235294
2023-04-14,86.58823529411765
2023-04-15,81.88235294117646
2023-04-16,83.76470588235294
2023-04-17,92.23529411764706
2023-04-18,86.58823529411765
2023-04-19,86.58823529411765
2023-04-20,89.41176470588235
2023-04-21,83.76470588235294
2023-04-22,86.58823529411765
2023-04-23,83.76470588235294
2023-04-24,89.41176470588235
2023-04-25,87.52941176470588
2023-04-26,86.11764705882354
2023-04-27,87.05882352941177
2023-04-28,82.82352941176471
2023-04-29,80.94117647058823
2023-04-30,80.94117647058823
2023-05-01,91.29411764705883
2023-05-02,86.58823529411765
2023-05-03,82.82352941176471
2023-05-04,84.70588235294117
2023-05-05,82.35294117647058
2023-05-06,79.05882352941177
2023-05-07,77.17647058823529
2023-05-08,93.6470588235294
2023-05-09,85.6470588235294
2023-05-10,85.17647058823529
2023-05-11,86.11764705882354
2023-05-12,81.88235294117646
2023-05-13,81.88235294117646
2023-05-14,74.3529411764706
2023-05-15,92.23529411764706
2023-05-16,90.8235294117647
2023-05-17,85.6470588235294
2023-05-18,80.94117647058823
2023-05-19,83.29411764705883
2023-05-20,78.11764705882352
2023-05-21,78.11764705882352
2023-05-22,85.6470588235294
2023-05-23,89.88235294117646
2023-05-24,84.70588235294117
2023-05-25,81.88235294117646
2023-05-26,79.05882352941177
2023-05-27,79.05882352941177
2023-05-28,77.17647058823529
2023-05-29,79.05882352941177
2023-05-30,85.6470588235294
2023-05-31,86.58823529411765
2023-06-01,86.58823529411765
2023-06-02,82.82352941176471
2023-06-03,79.05882352941177
2023-06-04,80.94117647058823
2023-06-05,86.58823529411765
2023-06-06,85.6470588235294
2023-06-07,87.52941176470588
2023-06-08,81.88235294117646
2023-06-09,80.94117647058823
2023-06-10,78.11764705882352
2023-06-11,81.88235294117646
2023-06-12,85.6470588235294
2023-06-13,85.6470588235294
2023-06-14,85.6470588235294
2023-06-15,83.76470588235294
2023-06-16,84.70588235294117
2023-06-17,81.88235294117646
2023-06-18,80.94117647058823
2023-06-19,88.47058823529412
2023-06-20,86.58823529411765
2023-06-21,87.52941176470588
2023-06-22,85.6470588235294
2023-06-23,84.70588235294117
2023-06-24,80.0
2023-06-25,80.94117647058823
2023-06-26,87.52941176470588
2023-06-27,94.11764705882352
2023-06-28,88.47058823529412
2023-06-29,82.82352941176471
2023-06-30,80.0
2023-07-01,82.82352941176471
2023-07-02,85.6470588235294
2023-07-03,80.0
2023-07-04,80.94117647058823
2023-07-05,88.47058823529412
2023-07-06,86.58823529411765
2023-07-07,84.70588235294117
2023-07-08,88.47058823529412
2023-07-09,81.88235294117646
2023-07-10,88.47058823529412
2023-07-11,88.47058823529412
2023-07-12,87.52941176470588
2023-07-13,84.70588235294117
2023-07-14,85.6470588235294
2023-07-15,81.88235294117646
2023-07-16,80.94117647058823
2023-07-17,86.58823529411765
2023-07-18,89.41176470588235
2023-07-19,85.6470588235294
2023-07-20,86.58823529411765
2023-07-21,81.88235294117646
2023-07-22,80.94117647058823
2023-07-23,80.94117647058823
2023-07-24,83.76470588235294
2023-07-25,84.70588235294117
2023-07-26,86.58823529411765
2023-07-27,81.88235294117646
2023-07-28,81.88235294117646
2023-07-29,80.94117647058823
2023-07-30,82.82352941176471
2023-07-31,83.76470588235294
2023-08-01,85.6470588235294
2023-08-02,84.70588235294117
2023-08-03,82.82352941176471
2023-08-04,80.0
2023-08-05,80.0
2023-08-06,79.05882352941177
2023-08-07,83.76470588235294
2023-08-08,81.88235294117646
2023-08-09,83.76470588235294
2023-08-10,80.0
2023-08-11,82.82352941176471
2023-08-12,80.94117647058823
2023-08-13,82.82352941176471
2023-08-14,85.6470588235294
2023-08-15,77.17647058823529
2023-08-16,80.0
2023-08-17,84.70588235294117
2023-08-18,79.05882352941177
2023-08-19,78.11764705882352
2023-08-20,77.17647058823529
2023-08-21,83.76470588235294
2023-08-22,82.82352941176471
2023-08-23,85.6470588235294
2023-08-24,81.88235294117646
2023-08-25,77.17647058823529
2023-08-26,75.29411764705883
2023-08-27,76.23529411764706
2023-08-28,81.88235294117646
2023-08-29,88.47058823529412
2023-08-30,80.94117647058823
2023-08-31,80.0
2023-09-01,80.94117647058823
2023-09-02,75.29411764705883
2023-09-03,77.17647058823529
2023-09-04,83.76470588235294
2023-09-05,84.70588235294117
2023-09-06,80.94117647058823
2023-09-07,79.05882352941177
2023-09-08,80.94117647058823
2023-09-09,78.11764705882352
2023-09-10,78.11764705882352
2023-09-11,84.70588235294117
2023-09-12,83.76470588235294
2023-09-13,79.05882352941177
2023-09-14,83.76470588235294
2023-09-15,76.23529411764706
2023-09-16,75.29411764705883
2023-09-17,76.23529411764706
2023-09-18,84.70588235294117
2023-09-19,85.6470588235294
2023-09-20,80.94117647058823
2023-09-21,83.76470588235294
2023-09-22,79.05882352941177
2023-09-23,80.94117647058823
2023-09-24,78.11764705882352
2023-09-25,85.6470588235294
2023-09-26,83.76470588235294
2023-09-27,81.88235294117646
2023-09-28,84.70588235294117
2023-09-29,76.23529411764706
2023-09-30,78.11764705882352
2023-10-01,74.3529411764706
2023-10-02,81.88235294117646
2023-10-03,81.88235294117646
2023-10-04,80.94117647058823
2023-10-05,82.82352941176471
2023-10-06,80.94117647058823
2023-10-07,74.3529411764706
2023-10-08,73.41176470588235
2023-10-09,80.94117647058823
2023-10-10,80.0
2023-10-11,81.88235294117646
2023-10-12,77.17647058823529
2023-10-13,77.17647058823529
2023-10-14,71.52941176470588
2023-10-15,74.3529411764706
2023-10-16,80.94117647058823
2023-10-17,82.82352941176471
2023-10-18,80.94117647058823
2023-10-19,83.76470588235294
2023-10-20,77.17647058823529
2023-10-21,74.3529411764706
2023-10-22,73.41176470588235
2023-10-23,81.88235294117646
2023-10-24,80.94117647058823
2023-10-25,81.88235294117646
2023-10-26,80.94117647058823
2023-10-27,75.29411764705883
2023-10-28,68.70588235294117
2023-10-29,68.70588235294117
2023-10-30,80.0
2023-10-31,80.94117647058823
2023-11-01,80.94117647058823
2023-11-02,85.6470588235294
2023-11-03,79.05882352941177
2023-11-04,75.29411764705883
2023-11-05,73.41176470588235
2023-11-06,84.70588235294117
2023-11-07,86.58823529411765
2023-11-08,82.82352941176471
2023-11-09,82.82352941176471
2023-11-10,79.05882352941177
2023-11-11,75.29411764705883
2023-11-12,72.47058823529412
2023-11-13,84.70588235294117
2023-11-14,85.6470588235294
2023-11-15,83.76470588235294
2023-11-16,84.70588235294117
2023-11-17,82.82352941176471
2023-11-18,71.52941176470588
2023-11-19,72.47058823529412
2023-11-20,77.17647058823529
2023-11-21,79.05882352941177
2023-11-22,72.47058823529412
2023-11-23,61.17647058823529
2023-11-24,66.82352941176471
2023-11-25,71.52941176470588
2023-11-26,73.41176470588235
2023-11-27,82.82352941176471
2023-11-28,84.70588235294117
2023-11-29,83.76470588235294
2023-11-30,86.58823529411765
2023-12-01,78.11764705882352
2023-12-02,78.11764705882352
2023-12-03,71.52941176470588
2023-12-04,82.82352941176471
2023-12-05,86.58823529411765
2023-12-06,83.76470588235294
2023-12-07,81.88235294117646
2023-12-08,82.82352941176471
2023-12-09,76.23529411764706
2023-12-10,76.23529411764706
2023-12-11,80.0
2023-12-12,82.82352941176471
2023-12-13,82.82352941176471
2023-12-14,80.94117647058823
2023-12-15,76.23529411764706
2023-12-16,72.47058823529412
2023-12-17,72.47058823529412
2023-12-18,77.17647058823529
2023-12-19,78.11764705882352
2023-12-20,79.05882352941177
2023-12-21,77.17647058823529
2023-12-22,69.59036144578313
2023-12-23,69.59036144578313
2023-12-24,62.96243798724309
2023-12-25,59.17505315379164
2023-12-26,80.95251594613748
2023-12-27,79.05882352941177
2023-12-28,81.89936215450035
2023-12-29,82.84620836286322
2023-12-30,77.16513111268603
2023-12-31,70.53720765414599
2024-01-01,66.74982282069455
2024-01-02,80.95251594613748
2024-01-03,91.36782423812899
2024-01-04,89.47413182140326
2024-01-05,82.84620836286322
2024-01-06,78.1119773210489
2024-01-07,78.1119773210489
2024-01-08,80.95251594613748
2024-01-09,80.95251594613748
2024-01-10,88.52728561304039
2024-01-11,83.79305457122608
2024-01-12,77.16513111268603
2024-01-13,77.16513111268603
2024-01-14,77.16513111268603
2024-01-15,79.05882352941177
2024-01-16,79.05882352941177
2024-01-17,87.58043940467753
2024-01-18,84.73990077958894
2024-01-19,80.00566973777462
2024-01-20,83.82140326009922
2024-01-21,78.10630758327427
2024-01-22,85.72643515237421
2024-01-23,82.86888731396172
2024-01-24,85.72643515237421
2024-01-25,87.63146704464918
2024-01-26,82.86888731396172
2024-01-27,80.96385542168674
2024-01-28,79.05882352941177
2024-01-29,87.63146704464918
2024-01-30,89.53649893692416
2024-01-31,85.72643515237421
2024-02-01,84.77391920623671
2024-02-02,83.82140326009922
2024-02-03,84.77391920623671
2024-02-04,80.01133947554925
2024-02-05,88.58398299078668
2024-02-06,86.67895109851169
2024-02-07,86.67895109851169
2024-02-08,85.72643515237421
2024-02-09,75.2487597448618
2024-02-10,80.96385542168674
2024-02-11,85.72643515237421
2024-02-12,90.48901488306166
2024-02-13,84.77391920623671
2024-02-14,91.44153082919915
2024-02-15,83.82140326009922
2024-02-16,80.96385542168674
2024-02-17,83.82140326009922
2024-02-18,83.82140326009922
2024-02-19,89.53649893692416
2024-02-20,86.67895109851169
2024-02-21,87.63146704464918
2024-02-22,86.67895109851169
2024-02-23,81.91637136782424
2024-02-24,86.67895109851169
2024-02-25,88.58398299078668
2024-02-26,92.39404677533663
2024-02-27,87.63146704464918
2024-02-28,83.82140326009922
2024-02-29,88.58398299078668
2024-03-01,80.96385542168674
2024-03-02,82.86888731396172
2024-03-03,81.91637136782424
2024-03-04,87.63146704464918
2024-03-05,88.58398299078668
2024-03-06,86.67895109851169
2024-03-07,85.72643515237421
2024-03-08,81.91637136782424
2024-03-09,82.86888731396172
2024-03-10,82.86888731396172
2024-03-11,87.63146704464918
2024-03-12,87.63146704464918
2024-03-13,83.82140326009922
2024-03-14,84.77391920623671
2024-03-15,83.82140326009922
2024-03-16,80.96385542168674
2024-03-17,80.96385542168674
2024-03-18,87.63146704464918
2024-03-19,89.53649893692416
2024-03-20,89.53649893692416
2024-03-21,82.86888731396172
2024-03-22,76.2012756909993
2024-03-23,82.86888731396172
2024-03-24,83.82140326009922
2024-03-25,86.67895109851169
2024-03-26,84.77391920623671
2024-03-27,87.63146704464918
2024-03-28,84.77391920623671
2024-03-29,79.05882352941177
2024-03-30,78.10630758327427
2024-03-31,75.2487597448618
2024-04-01,85.72643515237421
2024-04-02,85.72643515237421
2024-04-03,88.58398299078668
2024-04-04,85.72643515237421
2024-04-05,82.86888731396172
2024-04-06,82.86888731396172
2024-04-07,79.05882352941177
2024-04-08,79.05882352941177
2024-04-09,86.67895109851169
2024-04-10,91.44153082919915
2024-04-11,85.72643515237421
2024-04-12,84.77391920623671
2024-04-13,78.10630758327427
2024-04-14,83.82140326009922
2024-04-15,93.34656272147413
2024-04-16,95.25159461374912
2024-04-17,88.58398299078668
2024-04-18,84.77391920623671
2024-04-19,80.01133947554925
2024-04-20,81.91637136782424
2024-04-21,81.91637136782424
2024-04-22,87.63146704464918
2024-04-23,87.63146704464918
2024-04-24,89.53649893692416
2024-04-25,86.67895109851169
2024-04-26,80.01133947554925
2024-04-27,78.10630758327427
2024-04-28,79.05882352941177
2024-04-29,92.39404677533663
2024-04-30,92.39404677533663
2024-05-01,90.48901488306166
2024-05-02,86.67895109851169
2024-05-03,83.82140326009922
2024-05-04,80.01133947554925
2024-05-05,79.05882352941177
2024-05-06,95.25159461374912
2024-05-07,88.58398299078668
2024-05-08,83.82140326009922
2024-05-09,85.72643515237421
2024-05-10,88.58398299078668
2024-05-11,75.2487597448618
2024-05-12,71.43869596031183
2024-05-13,87.63146704464918
2024-05-14,87.63146704464918
2024-05-15,88.58398299078668
2024-05-16,84.77391920623671
2024-05-17,81.91637136782424
2024-05-18,83.82140326009922
2024-05-19,76.2012756909993
2024-05-20,86.67895109851169
2024-05-21,90.48901488306166
2024-05-22,85.72643515237421
2024-05-23,84.77391920623671
2024-05-24,82.86888731396172
2024-05-25,78.10630758327427
2024-05-26,79.05882352941177
2024-05-27,73.34372785258682
2024-05-28,87.63146704464918
2024-05-29,87.63146704464918
2024-05-30,85.72643515237421
2024-05-31,80.96385542168674
2024-06-01,79.05882352941177
2024-06-02,80.01133947554925
2024-06-03,84.77391920623671
2024-06-04,82.86888731396172
2024-06-05,89.53649893692416
2024-06-06,84.77391920623671
2024-06-07,81.91637136782424
2024-06-08,82.86888731396172
2024-06-09,80.96385542168674
2024-06-10,83.82140326009922
2024-06-11,85.72643515237421
2024-06-12,85.72643515237421
2024-06-13,86.67895109851169
2024-06-14,80.96385542168674
2024-06-15,80.01133947554925
2024-06-16,78.10630758327427
2024-06-17,86.67895109851169
2024-06-18,84.77391920623671
2024-06-19,87.63146704464918
2024-06-20,83.82140326009922
2024-06-21,82.86888731396172
2024-06-22,81.91637136782424
2024-06-23,78.10630758327427
2024-06-24,82.86888731396172
2024-06-25,82.86888731396172
2024-06-26,82.86888731396172
2024-06-27,81.91637136782424
2024-06-28,78.10630758327427
2024-06-29,81.91637136782424
2024-06-30,78.10630758327427
2024-07-01,82.86888731396172
2024-07-02,92.39404677533663
2024-07-03,82.86888731396172
2024-07-04,73.34372785258682
2024-07-05,78.10630758327427
2024-07-06,81.91637136782424
2024-07-07,82.86888731396172
2024-07-08,88.58398299078668
2024-07-09,88.58398299078668
2024-07-10,86.67895109851169
2024-07-11,87.63146704464918
2024-07-12,82.86888731396172
2024-07-13,78.10630758327427
2024-07-14,72.39121190644933
2024-07-15,84.77391920623671
2024-07-16,85.72643515237421
2024-07-17,85.72643515237421
2024-07-18,82.86888731396172
2024-07-19,77.15379163713678
2024-07-20,81.91637136782424
2024-07-21,82.86888731396172
2024-07-22,83.82140326009922
2024-07-23,83.82140326009922
2024-07-24,83.82140326009922
2024-07-25,80.96385542168674
2024-07-26,81.91637136782424
2024-07-27,79.05882352941177
2024-07-28,77.15379163713678
2024-07-29,85.72643515237421
2024-07-30,83.82140326009922
2024-07-31,82.86888731396172
2024-08-01,80.01133947554925
2024-08-02,80.01133947554925
2024-08-03,81.91637136782424
2024-08-04,81.91637136782424
2024-08-05,81.91637136782424
2024-08-06,80.96385542168674
2024-08-07,89.53649893692416
2024-08-08,81.91637136782424
2024-08-09,80.01133947554925
2024-08-10,80.01133947554925
2024-08-11,80.01133947554925
2024-08-12,80.96385542168674
2024-08-13,83.82140326009922
2024-08-14,85.72643515237421
2024-08-15,90.48901488306166
2024-08-16,81.91637136782424
2024-08-17,81.91637136782424
2024-08-18,76.9098546265406
2024-08-19,82.83403916959085
2024-08-20,84.8087673506076
2024-08-21,83.82140326009923
2024-08-22,85.79613144111597
2024-08-23,79.39568892499697
2024-08-24,81.84667507908247
2024-08-25,83.82140326009923
2024-08-26,86.78349553162434
2024-08-27,78.88458280755735
2024-08-28,83.82140326009923
2024-08-29,83.82140326009923
2024-08-30,80.8593109885741
2024-08-31,75.44623256296347
2024-09-01,75.92249053603223
2024-09-02,78.88458280755735
2024-09-03,84.8087673506076
2024-09-04,90.22184577621822
2024-09-05,84.8087673506076
2024-09-06,80.8593109885741
2024-09-07,76.9098546265406
2024-09-08,74.93512644552385
2024-09-09,82.83403916959085
2024-09-10,84.8087673506076
2024-09-11,78.40832483448861
2024-09-12,83.82140326009923
2024-09-13,80.8593109885741
2024-09-14,83.82140326009923
2024-09-15,75.44623256296347
2024-09-16,83.82140326009923
2024-09-17,83.82140326009923
2024-09-18,87.91025219961625
2024-09-19,79.73255432058218
2024-09-20,78.71034208570293
2024-09-21,81.7769787903407
2024-09-22,76.66591761594441
2024-09-23,83.82140326009923
2024-09-24,82.79919102521997
2024-09-25,82.79919102521997
2024-09-26,82.79919102521997
2024-09-27,76.66591761594441
2024-09-28,77.68812985082367
2024-09-29,75.64370538106516
