Time,capitalize
2022-07-05,49.0
2022-07-06,57.0
2022-07-07,51.0
2022-07-08,57.0
2022-07-09,29.0
2022-07-10,25.0
2022-07-11,52.0
2022-07-12,60.0
2022-07-13,60.0
2022-07-14,61.0
2022-07-15,55.0
2022-07-16,25.0
2022-07-17,35.0
2022-07-18,55.0
2022-07-19,57.0
2022-07-20,66.0
2022-07-21,54.0
2022-07-22,52.0
2022-07-23,29.0
2022-07-24,33.0
2022-07-25,57.0
2022-07-26,58.0
2022-07-27,58.0
2022-07-28,58.0
2022-07-29,51.0
2022-07-30,30.0
2022-07-31,29.0
2022-08-01,60.0
2022-08-02,61.0
2022-08-03,63.0
2022-08-04,60.0
2022-08-05,51.0
2022-08-06,27.0
2022-08-07,27.0
2022-08-08,57.0
2022-08-09,67.0
2022-08-10,71.0
2022-08-11,58.0
2022-08-12,55.0
2022-08-13,26.0
2022-08-14,32.0
2022-08-15,58.0
2022-08-16,63.0
2022-08-17,64.0
2022-08-18,71.0
2022-08-19,67.0
2022-08-20,32.0
2022-08-21,33.0
2022-08-22,66.0
2022-08-23,76.0
2022-08-24,77.0
2022-08-25,76.0
2022-08-26,76.0
2022-08-27,36.0
2022-08-28,41.0
2022-08-29,78.0
2022-08-30,83.0
2022-08-31,81.0
2022-09-01,79.0
2022-09-02,72.0
2022-09-03,32.0
2022-09-04,35.0
2022-09-05,46.0
2022-09-06,77.0
2022-09-07,90.0
2022-09-08,89.0
2022-09-09,82.0
2022-09-10,38.0
2022-09-11,50.0
2022-09-12,90.0
2022-09-13,91.0
2022-09-14,93.0
2022-09-15,87.0
2022-09-16,78.0
2022-09-17,37.0
2022-09-18,47.0
2022-09-19,96.0
2022-09-20,87.0
2022-09-21,100.0
2022-09-22,90.0
2022-09-23,84.0
2022-09-24,40.0
2022-09-25,44.0
2022-09-26,86.0
2022-09-27,87.0
2022-09-28,86.0
2022-09-29,90.0
2022-09-30,81.0
2022-10-01,40.0
2022-10-02,48.0
2022-10-03,86.0
2022-10-04,88.0
2022-10-05,87.0
2022-10-06,91.0
2022-10-07,83.0
2022-10-08,42.0
2022-10-09,47.0
2022-10-10,80.0
2022-10-11,94.0
2022-10-12,91.0
2022-10-13,90.0
2022-10-14,84.0
2022-10-15,43.0
2022-10-16,53.0
2022-10-17,79.0
2022-10-18,80.0
2022-10-19,90.0
2022-10-20,92.0
2022-10-21,81.0
2022-10-22,40.0
2022-10-23,46.0
2022-10-24,89.0
2022-10-25,91.0
2022-10-26,87.0
2022-10-27,95.0
2022-10-28,82.0
2022-10-29,41.0
2022-10-30,44.0
2022-10-31,94.0
2022-11-01,91.0
2022-11-02,83.0
2022-11-03,88.0
2022-11-04,76.0
2022-11-05,32.0
2022-11-06,42.0
2022-11-07,80.0
2022-11-08,72.0
2022-11-09,78.0
2022-11-10,80.0
2022-11-11,74.0
2022-11-12,38.0
2022-11-13,48.0
2022-11-14,83.0
2022-11-15,85.0
2022-11-16,89.0
2022-11-17,90.0
2022-11-18,83.0
2022-11-19,34.0
2022-11-20,42.0
2022-11-21,78.0
2022-11-22,77.0
2022-11-23,59.0
2022-11-24,22.0
2022-11-25,29.0
2022-11-26,27.0
2022-11-27,44.0
2022-11-28,75.0
2022-11-29,92.0
2022-11-30,96.0
2022-12-01,90.0
2022-12-02,86.0
2022-12-03,45.0
2022-12-04,44.0
2022-12-05,86.0
2022-12-06,85.0
2022-12-07,100.0
2022-12-08,97.0
2022-12-09,77.0
2022-12-10,46.0
2022-12-11,43.0
2022-12-12,86.0
2022-12-13,86.0
2022-12-14,90.0
2022-12-15,88.0
2022-12-16,78.0
2022-12-17,35.0
2022-12-18,31.0
2022-12-19,64.0
2022-12-20,60.0
2022-12-21,65.0
2022-12-22,50.0
2022-12-23,36.0
2022-12-24,23.0
2022-12-25,16.0
2022-12-26,22.0
2022-12-27,38.0
2022-12-28,41.0
2022-12-29,47.0
2022-12-30,37.0
2022-12-31,35.0
2023-01-01,25.0
2023-01-02,41.0
2023-01-03,60.0
2023-01-04,74.0
2023-01-05,74.0
2023-01-06,73.0
2023-01-07,33.0
2023-01-08,32.0
2023-01-09,73.0
2023-01-10,81.0
2023-01-11,86.0
2023-01-12,86.0
2023-01-13,72.0
2023-01-14,39.0
2023-01-15,35.0
2023-01-16,56.0
2023-01-17,81.0
2023-01-18,91.0
2023-01-19,88.0
2023-01-20,84.0
2023-01-21,39.0
2023-01-22,41.0
2023-01-23,85.0
2023-01-24,85.0
2023-01-25,84.0
2023-01-26,89.0
2023-01-27,80.0
2023-01-28,41.0
2023-01-29,45.0
2023-01-30,87.0
2023-01-31,91.0
2023-02-01,89.0
2023-02-02,95.0
2023-02-03,92.0
2023-02-04,43.0
2023-02-05,49.0
2023-02-06,84.0
2023-02-07,92.0
2023-02-08,88.0
2023-02-09,88.0
2023-02-10,89.0
2023-02-11,45.0
2023-02-12,49.0
2023-02-13,72.0
2023-02-14,87.0
2023-02-15,85.0
2023-02-16,91.0
2023-02-17,89.0
2023-02-18,46.0
2023-02-19,46.0
2023-02-20,78.0
2023-02-21,76.0
2023-02-22,85.0
2023-02-23,87.0
2023-02-24,83.0
2023-02-25,44.0
2023-02-26,49.0
2023-02-27,83.0
2023-02-28,95.0
2023-03-01,88.0
2023-03-02,88.0
2023-03-03,86.0
2023-03-04,42.0
2023-03-05,44.0
2023-03-06,85.0
2023-03-07,86.0
2023-03-08,85.0
2023-03-09,93.0
2023-03-10,81.0
2023-03-11,39.0
2023-03-12,40.0
2023-03-13,73.0
2023-03-14,79.0
2023-03-15,86.0
2023-03-16,85.0
2023-03-17,75.0
2023-03-18,35.0
2023-03-19,42.0
2023-03-20,89.0
2023-03-21,90.0
2023-03-22,88.0
2023-03-23,97.0
2023-03-24,87.0
2023-03-25,39.0
2023-03-26,44.0
2023-03-27,82.0
2023-03-28,87.0
2023-03-29,90.0
2023-03-30,84.0
2023-03-31,71.0
2023-04-01,37.0
2023-04-02,43.0
2023-04-03,78.0
2023-04-04,86.0
2023-04-05,80.0
2023-04-06,79.0
2023-04-07,71.0
2023-04-08,40.0
2023-04-09,36.0
2023-04-10,83.0
2023-04-11,87.0
2023-04-12,88.0
2023-04-13,85.0
2023-04-14,77.0
2023-04-15,42.0
2023-04-16,55.0
2023-04-17,86.0
2023-04-18,91.0
2023-04-19,94.0
2023-04-20,82.0
2023-04-21,81.0
2023-04-22,43.0
2023-04-23,45.0
2023-04-24,86.0
2023-04-25,87.0
2023-04-26,85.97590361445782
2023-04-27,87.96385542168674
2023-04-28,71.06626506024097
2023-04-29,43.734939759036145
2023-04-30,46.21686746987952
2023-05-01,82.0
2023-05-02,86.96987951807229
2023-05-03,85.97590361445782
2023-05-04,87.96385542168674
2023-05-05,68.58433734939759
2023-05-06,31.807228915662648
2023-05-07,42.24096385542168
2023-05-08,71.06626506024097
2023-05-09,80.01204819277109
2023-05-10,85.97590361445782
2023-05-11,85.97590361445782
2023-05-12,71.06626506024097
2023-05-13,25.843373493975903
2023-05-14,41.24698795180723
2023-05-15,75.54216867469879
2023-05-16,71.56626506024097
2023-05-17,72.06024096385542
2023-05-18,72.06024096385542
2023-05-19,66.09638554216868
2023-05-20,32.8012048192771
2023-05-21,35.28313253012048
2023-05-22,67.09036144578313
2023-05-23,65.1024096385542
2023-05-24,68.08433734939759
2023-05-25,68.16867469879517
2023-05-26,50.3855421686747
2023-05-27,25.686746987951807
2023-05-28,28.65060240963855
2023-05-29,33.59036144578313
2023-05-30,68.16867469879517
2023-05-31,66.19277108433735
2023-06-01,68.16867469879517
2023-06-02,61.253012048192765
2023-06-03,30.626506024096383
2023-06-04,33.59036144578313
2023-06-05,62.24096385542168
2023-06-06,62.24096385542168
2023-06-07,66.19277108433735
2023-06-08,66.19277108433735
2023-06-09,54.33734939759036
2023-06-10,26.67469879518072
2023-06-11,29.63855421686747
2023-06-12,63.2289156626506
2023-06-13,61.253012048192765
2023-06-14,60.265060240963855
2023-06-15,71.13253012048193
2023-06-16,53.34939759036144
2023-06-17,29.63855421686747
2023-06-18,27.662650602409638
2023-06-19,47.42168674698795
2023-06-20,50.3855421686747
2023-06-21,56.31325301204819
2023-06-22,61.253012048192765
2023-06-23,47.42168674698795
2023-06-24,24.69879518072289
2023-06-25,26.67469879518072
2023-06-26,50.3855421686747
2023-06-27,55.325301204819276
2023-06-28,57.3012048192771
2023-06-29,58.28915662650602
2023-06-30,55.325301204819276
2023-07-01,26.67469879518072
2023-07-02,27.662650602409638
2023-07-03,41.493975903614455
2023-07-04,25.686746987951807
2023-07-05,44.4578313253012
2023-07-06,63.2289156626506
2023-07-07,50.3855421686747
2023-07-08,25.686746987951807
2023-07-09,30.626506024096383
2023-07-10,57.3012048192771
2023-07-11,61.253012048192765
2023-07-12,60.265060240963855
2023-07-13,58.28915662650602
2023-07-14,52.36144578313253
2023-07-15,28.65060240963855
2023-07-16,31.6144578313253
2023-07-17,61.253012048192765
2023-07-18,53.34939759036144
2023-07-19,59.27710843373494
2023-07-20,62.24096385542168
2023-07-21,53.34939759036144
2023-07-22,22.72289156626506
2023-07-23,26.67469879518072
2023-07-24,54.33734939759036
2023-07-25,57.3012048192771
2023-07-26,59.27710843373494
2023-07-27,58.28915662650602
2023-07-28,51.373493975903614
2023-07-29,26.67469879518072
2023-07-30,28.65060240963855
2023-07-31,54.33734939759036
2023-08-01,56.31325301204819
2023-08-02,59.27710843373494
2023-08-03,58.28915662650602
2023-08-04,52.36144578313253
2023-08-05,25.686746987951807
2023-08-06,23.710843373493976
2023-08-07,51.373493975903614
2023-08-08,60.265060240963855
2023-08-09,64.21686746987952
2023-08-10,61.253012048192765
2023-08-11,52.36144578313253
2023-08-12,26.67469879518072
2023-08-13,26.67469879518072
2023-08-14,56.31325301204819
2023-08-15,68.16867469879517
2023-08-16,70.144578313253
2023-08-17,63.2289156626506
2023-08-18,64.21686746987952
2023-08-19,30.626506024096383
2023-08-20,30.626506024096383
2023-08-21,63.2289156626506
2023-08-22,79.03614457831326
2023-08-23,73.10843373493975
2023-08-24,76.0722891566265
2023-08-25,64.21686746987952
2023-08-26,30.626506024096383
2023-08-27,35.566265060240966
2023-08-28,74.09638554216868
2023-08-29,80.02409638554217
2023-08-30,83.97590361445783
2023-08-31,83.97590361445783
2023-09-01,81.01204819277108
2023-09-02,32.602409638554214
2023-09-03,32.602409638554214
2023-09-04,49.39759036144578
2023-09-05,84.96385542168674
2023-09-06,85.95180722891565
2023-09-07,84.96385542168674
2023-09-08,77.06024096385542
2023-09-09,42.48192771084337
2023-09-10,41.493975903614455
2023-09-11,85.95180722891565
2023-09-12,90.89156626506023
2023-09-13,90.89156626506023
2023-09-14,85.95180722891565
2023-09-15,79.03614457831326
2023-09-16,36.554216867469876
2023-09-17,46.433734939759034
2023-09-18,87.92771084337349
2023-09-19,87.92771084337349
2023-09-20,89.90361445783132
2023-09-21,86.93975903614458
2023-09-22,86.93975903614458
2023-09-23,38.53012048192771
2023-09-24,50.3855421686747
2023-09-25,84.96385542168674
2023-09-26,89.90361445783132
2023-09-27,90.89156626506023
2023-09-28,84.96385542168674
2023-09-29,77.06024096385542
2023-09-30,38.53012048192771
2023-10-01,43.46987951807229
2023-10-02,87.92771084337349
2023-10-03,86.93975903614458
2023-10-04,87.92771084337349
2023-10-05,94.8433734939759
2023-10-06,82.98795180722891
2023-10-07,35.566265060240966
2023-10-08,40.50602409638554
2023-10-09,77.06024096385542
2023-10-10,82.0
2023-10-11,87.92771084337349
2023-10-12,88.9156626506024
2023-10-13,78.04819277108433
2023-10-14,37.54216867469879
2023-10-15,41.493975903614455
2023-10-16,81.01204819277108
2023-10-17,80.02409638554217
2023-10-18,89.90361445783132
2023-10-19,79.03614457831326
2023-10-20,78.04819277108433
2023-10-21,32.602409638554214
2023-10-22,40.50602409638554
2023-10-23,82.0
2023-10-24,85.95180722891565
2023-10-25,88.9156626506024
2023-10-26,82.98795180722891
2023-10-27,78.04819277108433
2023-10-28,38.53012048192771
2023-10-29,46.433734939759034
2023-10-30,80.02409638554217
2023-10-31,98.79518072289156
2023-11-01,86.93975903614458
2023-11-02,82.0
2023-11-03,71.13253012048193
2023-11-04,33.59036144578313
2023-11-05,40.50602409638554
2023-11-06,82.98795180722891
2023-11-07,86.93975903614458
2023-11-08,83.97590361445783
2023-11-09,83.97590361445783
2023-11-10,70.144578313253
2023-11-11,35.566265060240966
2023-11-12,41.493975903614455
2023-11-13,81.01204819277108
2023-11-14,83.97590361445783
2023-11-15,83.97590361445783
2023-11-16,87.92771084337349
2023-11-17,74.09638554216868
2023-11-18,30.626506024096383
2023-11-19,38.53012048192771
2023-11-20,71.13253012048193
2023-11-21,74.09638554216868
2023-11-22,52.36144578313253
2023-11-23,28.65060240963855
2023-11-24,26.67469879518072
2023-11-25,30.626506024096383
2023-11-26,39.51807228915663
2023-11-27,79.03614457831326
2023-11-28,95.83132530120481
2023-11-29,89.90361445783132
2023-11-30,91.87951807228916
2023-12-01,81.01204819277108
2023-12-02,42.48192771084337
2023-12-03,41.493975903614455
2023-12-04,83.97590361445783
2023-12-05,91.87951807228916
2023-12-06,86.93975903614458
2023-12-07,94.8433734939759
2023-12-08,85.95180722891565
2023-12-09,49.39759036144578
2023-12-10,50.3855421686747
2023-12-11,87.92771084337349
2023-12-12,93.85542168674698
2023-12-13,87.92771084337349
2023-12-14,90.89156626506023
2023-12-15,86.93975903614458
2023-12-16,36.554216867469876
2023-12-17,33.59036144578313
2023-12-18,66.19277108433735
2023-12-19,64.21686746987952
2023-12-20,76.0722891566265
2023-12-21,64.21686746987952
2023-12-22,45.66886902448503
2023-12-23,21.57559269335406
2023-12-24,17.560046638165566
2023-12-25,18.563933151962686
2023-12-26,29.606684803731053
2023-12-27,40.13952584531675
2023-12-28,42.657209483093666
2023-12-29,40.64943645549941
2023-12-30,26.595025262339682
2023-12-31,26.595025262339682
2024-01-01,31.6144578313253
2024-01-02,57.20559657986786
2024-01-03,72.75787019043918
2024-01-04,63.2289156626506
2024-01-05,59.213369607462106
2024-01-06,27.598911776136806
2024-01-07,38.64166342790517
2024-01-08,65.23668869024485
2024-01-09,71.75398367664205
2024-01-10,78.28721336960746
2024-01-11,81.7928488146133
2024-01-12,73.26778080062184
2024-01-13,32.61834434512242
2024-01-14,29.606684803731053
2024-01-15,49.68441507967353
2024-01-16,72.26389428682472
2024-01-17,83.30664593859308
2024-01-18,83.30664593859308
2024-01-19,79.29109988340458
2024-01-20,34.6739214924213
2024-01-21,36.71356393315196
2024-01-22,80.56587640886126
2024-01-23,83.62534006995725
2024-01-24,86.68480373105325
2024-01-25,88.72444617178391
2024-01-26,71.38748542557326
2024-01-27,39.77302759424796
2024-01-28,44.87213369607462
2024-01-29,89.74426739214924
2024-01-30,96.88301593470656
2024-01-31,92.80373105324524
2024-02-01,93.82355227361057
2024-02-02,83.62534006995725
2024-02-03,40.79284881461329
2024-02-04,55.07034589972795
2024-02-05,84.64516129032258
2024-02-06,92.80373105324524
2024-02-07,88.72444617178391
2024-02-08,101.98212203653323
2024-02-09,87.70462495141858
2024-02-10,41.81267003497862
2024-02-11,42.83249125534395
2024-02-12,78.52623396813058
2024-02-13,90.76408861251457
2024-02-14,92.80373105324524
2024-02-15,94.8433734939759
2024-02-16,74.44694908666926
2024-02-17,37.7333851535173
2024-02-18,44.87213369607462
2024-02-19,72.40730664593859
2024-02-20,79.54605518849591
2024-02-21,90.76408861251457
2024-02-22,97.9028371550719
2024-02-23,85.6649825106879
2024-02-24,40.79284881461329
2024-02-25,54.05052467936261
2024-02-26,92.80373105324524
2024-02-27,95.86319471434123
2024-02-28,94.8433734939759
2024-02-29,97.9028371550719
2024-03-01,80.56587640886126
2024-03-02,42.83249125534395
2024-03-03,44.87213369607462
2024-03-04,80.56587640886126
2024-03-05,84.64516129032258
2024-03-06,88.72444617178391
2024-03-07,89.74426739214924
2024-03-08,87.70462495141858
2024-03-09,32.63427905169063
2024-03-10,40.79284881461329
2024-03-11,79.54605518849591
2024-03-12,75.4667703070346
2024-03-13,81.58569762922659
2024-03-14,88.72444617178391
2024-03-15,76.48659152739992
2024-03-16,37.7333851535173
2024-03-17,42.83249125534395
2024-03-18,87.70462495141858
2024-03-19,86.68480373105325
2024-03-20,98.92265837543724
2024-03-21,87.70462495141858
2024-03-22,75.4667703070346
2024-03-23,35.69374271278663
2024-03-24,37.7333851535173
2024-03-25,81.58569762922659
2024-03-26,77.50641274776525
2024-03-27,79.54605518849591
2024-03-28,69.3478429848426
2024-03-29,60.1694520015546
2024-03-30,39.77302759424796
2024-03-31,41.81267003497862
2024-04-01,80.56587640886126
2024-04-02,75.4667703070346
2024-04-03,76.48659152739992
2024-04-04,78.52623396813058
2024-04-05,81.58569762922659
2024-04-06,34.6739214924213
2024-04-07,42.83249125534395
2024-04-08,74.44694908666926
2024-04-09,89.74426739214924
2024-04-10,92.80373105324524
2024-04-11,87.70462495141858
2024-04-12,71.38748542557326
2024-04-13,37.7333851535173
2024-04-14,47.93159735717062
2024-04-15,84.64516129032258
2024-04-16,91.7839098328799
2024-04-17,85.6649825106879
2024-04-18,84.64516129032258
2024-04-19,73.42712786630392
2024-04-20,38.75320637388263
2024-04-21,41.81267003497862
2024-04-22,80.56587640886126
2024-04-23,86.68480373105325
2024-04-24,81.58569762922659
2024-04-25,84.64516129032258
2024-04-26,70.36766420520793
2024-04-27,36.71356393315196
2024-04-28,45.89195491643995
2024-04-29,87.70462495141858
2024-04-30,89.74426739214924
2024-05-01,81.58569762922659
2024-05-02,78.52623396813058
2024-05-03,77.50641274776525
2024-05-04,31.6144578313253
2024-05-05,37.7333851535173
2024-05-06,77.50641274776525
2024-05-07,77.50641274776525
2024-05-08,75.4667703070346
2024-05-09,79.54605518849591
2024-05-10,73.42712786630392
2024-05-11,32.63427905169063
2024-05-12,34.6739214924213
2024-05-13,69.3478429848426
2024-05-14,74.44694908666926
2024-05-15,74.44694908666926
2024-05-16,67.30820054411193
2024-05-17,61.18927322191994
2024-05-18,31.6144578313253
2024-05-19,35.69374271278663
2024-05-20,65.26855810338127
2024-05-21,66.2883793237466
2024-05-22,68.32802176447727
2024-05-23,66.2883793237466
2024-05-24,57.10998834045861
2024-05-25,30.59463661095997
2024-05-26,26.51535172949864
2024-05-27,33.65410027205596
2024-05-28,67.30820054411193
2024-05-29,64.24873688301594
2024-05-30,69.3478429848426
2024-05-31,69.3478429848426
2024-06-01,32.63427905169063
2024-06-02,35.69374271278663
2024-06-03,56.09016712009328
2024-06-04,66.2883793237466
2024-06-05,64.24873688301594
2024-06-06,61.18927322191994
2024-06-07,53.03070345899728
2024-06-08,23.455888068402643
2024-06-09,26.51535172949864
2024-06-10,61.18927322191994
2024-06-11,65.26855810338127
2024-06-12,59.14963078118927
2024-06-13,61.18927322191994
2024-06-14,55.07034589972795
2024-06-15,25.495530509133307
2024-06-16,27.535172949863973
2024-06-17,52.01088223863195
2024-06-18,59.14963078118927
2024-06-19,49.97123979790128
2024-06-20,57.10998834045861
2024-06-21,47.93159735717062
2024-06-22,27.535172949863973
2024-06-23,31.6144578313253
2024-06-24,57.10998834045861
2024-06-25,52.01088223863195
2024-06-26,56.09016712009328
2024-06-27,56.09016712009328
2024-06-28,50.99106101826661
2024-06-29,22.43606684803731
2024-06-30,26.51535172949864
2024-07-01,52.01088223863195
2024-07-02,50.99106101826661
2024-07-03,48.95141857753595
2024-07-04,27.535172949863973
2024-07-05,31.6144578313253
2024-07-06,24.475709288767973
2024-07-07,31.6144578313253
2024-07-08,59.14963078118927
2024-07-09,58.129809560823944
2024-07-10,59.14963078118927
2024-07-11,55.07034589972795
2024-07-12,46.91177613680529
2024-07-13,25.495530509133307
2024-07-14,26.51535172949864
2024-07-15,56.09016712009328
2024-07-16,60.1694520015546
2024-07-17,54.05052467936261
2024-07-18,60.1694520015546
2024-07-19,48.95141857753595
2024-07-20,34.6739214924213
2024-07-21,23.455888068402643
2024-07-22,53.03070345899728
2024-07-23,54.05052467936261
2024-07-24,57.10998834045861
2024-07-25,63.2289156626506
2024-07-26,53.03070345899728
2024-07-27,24.475709288767973
2024-07-28,25.495530509133307
2024-07-29,55.07034589972795
2024-07-30,60.1694520015546
2024-07-31,62.20909444228527
2024-08-01,58.129809560823944
2024-08-02,48.95141857753595
2024-08-03,20.396424407306647
2024-08-04,32.63427905169063
2024-08-05,56.09016712009328
2024-08-06,56.09016712009328
2024-08-07,59.14963078118927
2024-08-08,49.97123979790128
2024-08-09,52.01088223863195
2024-08-10,26.51535172949864
2024-08-11,32.63427905169063
2024-08-12,52.01088223863195
2024-08-13,63.2289156626506
2024-08-14,58.129809560823944
2024-08-15,72.40730664593859
2024-08-16,54.05052467936261
2024-08-17,27.535172949863973
2024-08-18,31.265571624358213
2024-08-19,74.42011168613334
2024-08-20,73.42712786630392
2024-08-21,73.42712786630392
2024-08-22,73.42712786630392
2024-08-23,69.45519258698631
2024-08-24,33.73461247366375
2024-08-25,40.68549921246957
2024-08-26,73.42712786630392
2024-08-27,82.36398224476855
2024-08-28,76.40607932579213
2024-08-29,89.31486898357437
2024-08-30,75.89616871560946
2024-08-31,33.73461247366375
2024-09-01,35.720580113322555
2024-09-02,42.671466852128376
2024-09-03,71.44116022664511
2024-09-04,83.84003927424467
2024-09-05,82.36398224476855
2024-09-06,77.39906314562154
2024-09-07,41.16857242211631
2024-09-08,46.13349152126332
2024-09-09,89.7979421932211
2024-09-10,79.38503078528034
2024-09-11,87.8119745535623
2024-09-12,88.8049583733917
2024-09-13,83.84003927424467
2024-09-14,43.15454006177511
2024-09-15,41.67848303229897
2024-09-16,92.75005625217338
2024-09-17,82.12244563994518
2024-09-18,88.88547057499949
2024-09-19,83.08859205923865
2024-09-20,76.32556712418435
2024-09-21,46.37502812608669
2024-09-22,47.34117454538016
2024-09-23,84.05473847853212
2024-09-24,80.19015280135824
2024-09-25,90.81776341358643
2024-09-26,85.0208848978256
2024-09-27,77.29171354347781
2024-09-28,37.67971035244543
2024-09-29,49.27346738396711
2024-09-30,84.05473847853212
2024-10-01,80.19015280135824
2024-10-02,84.05473847853212
2024-10-03,92.75005625217338
2024-10-04,74.3932742855974
2024-10-05,41.544296029619325
2024-10-06,47.34117454538016
2024-10-07,81.1562992206517
2024-10-08,82.12244563994518
2024-10-09,86.95317773641254
2024-10-10,90.81776341358643
2024-10-11,74.3932742855974
2024-10-12,33.81512467527154
2024-10-13,44.442735287499744
2024-10-14,84.05473847853212
2024-10-15,90.81776341358643
2024-10-16,83.08859205923865
2024-10-17,87.91932415570601
2024-10-18,70.52868860842351
2024-10-19,35.74741751385849
2024-10-20,48.307320964673636
2024-10-21,82.12244563994518
2024-10-22,83.08859205923865
2024-10-23,88.88547057499949
2024-10-24,89.85161699429295
2024-10-25,83.08859205923865
2024-10-26,40.57814961032585
2024-10-27,53.138053061140994
2024-10-28,92.75005625217338
2024-10-29,85.98703131711906
2024-10-30,96.61464192934727
2024-10-31,86.95317773641254
2024-11-01,73.42712786630392
2024-11-02,40.57814961032585
2024-11-03,38.645856771738906
2024-11-04,82.12244563994518
2024-11-05,68.59639576983656
2024-11-06,58.93493157690183
2024-11-07,72.46098144701045
2024-11-08,77.29171354347781
2024-11-09,37.67971035244543
2024-11-10,42.5104424489128
2024-11-11,77.29171354347781
2024-11-12,82.12244563994518
2024-11-13,85.98703131711906
2024-11-14,90.81776341358643
2024-11-15,74.3932742855974
2024-11-16,39.61200319103238
2024-11-17,41.544296029619325
2024-11-18,84.05473847853212
2024-11-19,86.95317773641254
2024-11-20,84.05473847853212
2024-11-21,84.05473847853212
2024-11-22,75.35942070489087
2024-11-23,38.645856771738906
2024-11-24,45.40888170679322
2024-11-25,72.46098144701045
2024-11-26,66.66410293124962
