Time,backer
2023-02-05,53.05263157894737
2023-02-06,57.19736842105263
2023-02-07,61.3421052631579
2023-02-08,53.05263157894737
2023-02-09,53.05263157894737
2023-02-10,63.0
2023-02-11,48.90789473684211
2023-02-12,58.85526315789474
2023-02-13,62.17105263157895
2023-02-14,48.078947368421055
2023-02-15,57.19736842105263
2023-02-16,57.19736842105263
2023-02-17,53.881578947368425
2023-02-18,63.0
2023-02-19,49.73684210526316
2023-02-20,54.71052631578947
2023-02-21,74.60526315789474
2023-02-22,56.36842105263158
2023-02-23,58.026315789473685
2023-02-24,62.17105263157895
2023-02-25,50.56578947368421
2023-02-26,54.71052631578947
2023-02-27,58.85526315789474
2023-02-28,52.223684210526315
2023-03-01,52.223684210526315
2023-03-02,55.53947368421053
2023-03-03,58.85526315789474
2023-03-04,59.684210526315795
2023-03-05,53.05263157894737
2023-03-06,55.53947368421053
2023-03-07,62.17105263157895
2023-03-08,56.36842105263158
2023-03-09,58.026315789473685
2023-03-10,62.17105263157895
2023-03-11,58.026315789473685
2023-03-12,56.36842105263158
2023-03-13,53.881578947368425
2023-03-14,58.85526315789474
2023-03-15,69.63157894736842
2023-03-16,62.17105263157895
2023-03-17,52.223684210526315
2023-03-18,56.36842105263158
2023-03-19,58.85526315789474
2023-03-20,57.19736842105263
2023-03-21,58.026315789473685
2023-03-22,64.65789473684211
2023-03-23,67.14473684210526
2023-03-24,66.31578947368422
2023-03-25,61.3421052631579
2023-03-26,58.026315789473685
2023-03-27,59.684210526315795
2023-03-28,64.65789473684211
2023-03-29,58.85526315789474
2023-03-30,59.684210526315795
2023-03-31,60.51315789473684
2023-04-01,58.026315789473685
2023-04-02,55.53947368421053
2023-04-03,56.36842105263158
2023-04-04,63.828947368421055
2023-04-05,52.223684210526315
2023-04-06,53.05263157894737
2023-04-07,59.684210526315795
2023-04-08,45.5921052631579
2023-04-09,46.421052631578945
2023-04-10,53.881578947368425
2023-04-11,63.828947368421055
2023-04-12,52.223684210526315
2023-04-13,58.85526315789474
2023-04-14,61.3421052631579
2023-04-15,49.73684210526316
2023-04-16,52.223684210526315
2023-04-17,60.51315789473684
2023-04-18,52.223684210526315
2023-04-19,66.31578947368422
2023-04-20,55.53947368421053
2023-04-21,59.684210526315795
2023-04-22,60.51315789473684
2023-04-23,53.05263157894737
2023-04-24,56.36842105263158
2023-04-25,62.17105263157895
2023-04-26,56.67763157894737
2023-04-27,58.85526315789474
2023-04-28,65.44078947368422
2023-04-29,57.973684210526315
2023-04-30,54.914473684210535
2023-05-01,65.0263157894737
2023-05-02,65.44078947368422
2023-05-03,52.26973684210527
2023-05-04,59.736842105263165
2023-05-05,51.38815789473685
2023-05-06,51.38815789473685
2023-05-07,57.973684210526315
2023-05-08,62.381578947368425
2023-05-09,51.38815789473685
2023-05-10,55.328947368421055
2023-05-11,58.85526315789474
2023-05-12,55.79605263157895
2023-05-13,55.328947368421055
2023-05-14,38.217105263157904
2023-05-15,61.914473684210535
2023-05-16,61.50000000000001
2023-05-17,64.5592105263158
2023-05-18,62.381578947368425
2023-05-19,55.328947368421055
2023-05-20,61.03289473684211
2023-05-21,49.21052631578948
2023-05-22,61.50000000000001
2023-05-23,69.84868421052633
2023-05-24,59.736842105263165
2023-05-25,54.184210526315795
2023-05-26,59.789473684210535
2023-05-27,54.184210526315795
2023-05-28,45.77631578947369
2023-05-29,55.11842105263159
2023-05-30,57.92105263157895
2023-05-31,50.44736842105264
2023-06-01,56.986842105263165
2023-06-02,52.31578947368422
2023-06-03,50.44736842105264
2023-06-04,56.986842105263165
2023-06-05,59.789473684210535
2023-06-06,55.11842105263159
2023-06-07,65.39473684210527
2023-06-08,56.05263157894738
2023-06-09,55.11842105263159
2023-06-10,60.72368421052632
2023-06-11,55.11842105263159
2023-06-12,56.05263157894738
2023-06-13,63.52631578947369
2023-06-14,54.184210526315795
2023-06-15,56.986842105263165
2023-06-16,53.25000000000001
2023-06-17,56.986842105263165
2023-06-18,43.90789473684211
2023-06-19,54.184210526315795
2023-06-20,53.25000000000001
2023-06-21,62.592105263157904
2023-06-22,59.789473684210535
2023-06-23,62.592105263157904
2023-06-24,51.381578947368425
2023-06-25,50.44736842105264
2023-06-26,72.86842105263159
2023-06-27,70.06578947368422
2023-06-28,43.90789473684211
2023-06-29,56.05263157894738
2023-06-30,42.97368421052632
2023-07-01,51.381578947368425
2023-07-02,51.381578947368425
2023-07-03,52.31578947368422
2023-07-04,44.842105263157904
2023-07-05,55.11842105263159
2023-07-06,55.11842105263159
2023-07-07,64.46052631578948
2023-07-08,56.05263157894738
2023-07-09,56.986842105263165
2023-07-10,61.65789473684212
2023-07-11,56.986842105263165
2023-07-12,68.19736842105264
2023-07-13,79.40789473684211
2023-07-14,70.06578947368422
2023-07-15,56.986842105263165
2023-07-16,51.381578947368425
2023-07-17,61.65789473684212
2023-07-18,56.05263157894738
2023-07-19,59.789473684210535
2023-07-20,63.52631578947369
2023-07-21,55.11842105263159
2023-07-22,63.52631578947369
2023-07-23,60.72368421052632
2023-07-24,77.53947368421053
2023-07-25,58.85526315789475
2023-07-26,69.13157894736842
2023-07-27,62.592105263157904
2023-07-28,56.05263157894738
2023-07-29,50.44736842105264
2023-07-30,68.19736842105264
2023-07-31,68.19736842105264
2023-08-01,67.26315789473685
2023-08-02,61.65789473684212
2023-08-03,64.46052631578948
2023-08-04,67.26315789473685
2023-08-05,55.11842105263159
2023-08-06,51.381578947368425
2023-08-07,60.72368421052632
2023-08-08,65.39473684210527
2023-08-09,67.26315789473685
2023-08-10,55.11842105263159
2023-08-11,69.13157894736842
2023-08-12,69.13157894736842
2023-08-13,55.11842105263159
2023-08-14,62.592105263157904
2023-08-15,64.46052631578948
2023-08-16,71.9342105263158
2023-08-17,66.32894736842105
2023-08-18,71.9342105263158
2023-08-19,68.19736842105264
2023-08-20,59.789473684210535
2023-08-21,65.39473684210527
2023-08-22,71.00000000000001
2023-08-23,67.26315789473685
2023-08-24,59.789473684210535
2023-08-25,59.789473684210535
2023-08-26,62.592105263157904
2023-08-27,58.85526315789475
2023-08-28,58.85526315789475
2023-08-29,59.789473684210535
2023-08-30,74.73684210526316
2023-08-31,68.19736842105264
2023-09-01,71.00000000000001
2023-09-02,57.92105263157895
2023-09-03,59.789473684210535
2023-09-04,60.72368421052632
2023-09-05,60.72368421052632
2023-09-06,59.789473684210535
2023-09-07,70.06578947368422
2023-09-08,65.39473684210527
2023-09-09,58.85526315789475
2023-09-10,65.39473684210527
2023-09-11,70.06578947368422
2023-09-12,64.46052631578948
2023-09-13,57.92105263157895
2023-09-14,65.39473684210527
2023-09-15,77.53947368421053
2023-09-16,56.986842105263165
2023-09-17,67.26315789473685
2023-09-18,70.06578947368422
2023-09-19,67.26315789473685
2023-09-20,61.65789473684212
2023-09-21,62.592105263157904
2023-09-22,74.73684210526316
2023-09-23,63.52631578947369
2023-09-24,73.80263157894738
2023-09-25,72.86842105263159
2023-09-26,57.92105263157895
2023-09-27,76.60526315789475
2023-09-28,58.85526315789475
2023-09-29,61.65789473684212
2023-09-30,65.39473684210527
2023-10-01,68.19736842105264
2023-10-02,68.19736842105264
2023-10-03,63.52631578947369
2023-10-04,73.80263157894738
2023-10-05,62.592105263157904
2023-10-06,73.80263157894738
2023-10-07,63.52631578947369
2023-10-08,66.32894736842105
2023-10-09,57.92105263157895
2023-10-10,57.92105263157895
2023-10-11,73.80263157894738
2023-10-12,61.65789473684212
2023-10-13,65.39473684210527
2023-10-14,54.184210526315795
2023-10-15,61.65789473684212
2023-10-16,63.52631578947369
2023-10-17,63.52631578947369
2023-10-18,72.86842105263159
2023-10-19,60.72368421052632
2023-10-20,55.11842105263159
2023-10-21,74.73684210526316
2023-10-22,72.86842105263159
2023-10-23,76.60526315789475
2023-10-24,70.06578947368422
2023-10-25,67.26315789473685
2023-10-26,69.13157894736842
2023-10-27,55.11842105263159
2023-10-28,53.25000000000001
2023-10-29,50.44736842105264
2023-10-30,63.52631578947369
2023-10-31,56.986842105263165
2023-11-01,67.26315789473685
2023-11-02,63.52631578947369
2023-11-03,70.06578947368422
2023-11-04,60.72368421052632
2023-11-05,50.44736842105264
2023-11-06,67.26315789473685
2023-11-07,71.9342105263158
2023-11-08,59.789473684210535
2023-11-09,60.72368421052632
2023-11-10,56.05263157894738
2023-11-11,72.86842105263159
2023-11-12,71.00000000000001
2023-11-13,66.32894736842105
2023-11-14,73.80263157894738
2023-11-15,59.789473684210535
2023-11-16,62.592105263157904
2023-11-17,64.46052631578948
2023-11-18,65.39473684210527
2023-11-19,70.06578947368422
2023-11-20,56.986842105263165
2023-11-21,68.19736842105264
2023-11-22,48.57894736842106
2023-11-23,47.64473684210527
2023-11-24,54.184210526315795
2023-11-25,66.32894736842105
2023-11-26,61.65789473684212
2023-11-27,58.85526315789475
2023-11-28,47.64473684210527
2023-11-29,61.65789473684212
2023-11-30,54.184210526315795
2023-12-01,53.25000000000001
2023-12-02,43.90789473684211
2023-12-03,50.44736842105264
2023-12-04,60.72368421052632
2023-12-05,56.05263157894738
2023-12-06,73.80263157894738
2023-12-07,59.789473684210535
2023-12-08,63.52631578947369
2023-12-09,56.05263157894738
2023-12-10,65.39473684210527
2023-12-11,67.26315789473685
2023-12-12,58.85526315789475
2023-12-13,56.986842105263165
2023-12-14,62.592105263157904
2023-12-15,56.05263157894738
2023-12-16,60.72368421052632
2023-12-17,52.31578947368422
2023-12-18,59.789473684210535
2023-12-19,54.184210526315795
2023-12-20,51.381578947368425
2023-12-21,93.42105263157896
2023-12-22,55.74567669172933
2023-12-23,42.499906015037595
2023-12-24,42.94699248120301
2023-12-25,27.872838345864665
2023-12-26,48.432142857142864
2023-12-27,58.488251879699256
2023-12-28,74.92368421052632
2023-12-29,57.10695488721805
2023-12-30,62.592105263157904
2023-12-31,64.42048872180452
2024-01-01,47.96503759398497
2024-01-02,59.40244360902257
2024-01-03,61.6779135338346
2024-01-04,54.364379699248126
2024-01-05,55.27857142857144
2024-01-06,59.84953007518798
2024-01-07,52.53599624060151
2024-01-08,53.45018796992482
2024-01-09,60.763721804511285
2024-01-10,64.42048872180452
2024-01-11,62.592105263157904
2024-01-12,68.99144736842106
2024-01-13,85.89398496240602
2024-01-14,84.5327067669173
2024-01-15,64.42048872180452
2024-01-16,79.96174812030077
2024-01-17,58.02114661654136
2024-01-18,69.43853383458648
2024-01-19,56.192763157894746
2024-01-20,61.69793233082707
2024-01-21,89.41729323308272
2024-01-22,68.85131578947369
2024-01-23,56.332894736842114
2024-01-24,65.27462406015039
2024-01-25,59.90958646616542
2024-01-26,64.38045112781955
2024-01-27,63.48627819548873
2024-01-28,66.1687969924812
2024-01-29,56.332894736842114
2024-01-30,64.38045112781955
2024-01-31,61.69793233082707
2024-02-01,67.95714285714287
2024-02-02,71.53383458646617
2024-02-03,53.65037593984963
2024-02-04,57.22706766917294
2024-02-05,59.0154135338346
2024-02-06,57.22706766917294
2024-02-07,64.38045112781955
2024-02-08,59.90958646616542
2024-02-09,49.17951127819549
2024-02-10,62.592105263157904
2024-02-11,55.43872180451128
2024-02-12,63.48627819548873
2024-02-13,62.592105263157904
2024-02-14,54.54454887218046
2024-02-15,59.90958646616542
2024-02-16,58.121240601503764
2024-02-17,42.026127819548876
2024-02-18,50.96785714285715
2024-02-19,62.592105263157904
2024-02-20,59.90958646616542
2024-02-21,63.48627819548873
2024-02-22,60.80375939849625
2024-02-23,51.862030075187974
2024-02-24,59.0154135338346
2024-02-25,56.332894736842114
2024-02-26,66.1687969924812
2024-02-27,74.21635338345865
2024-02-28,61.69793233082707
2024-02-29,56.332894736842114
2024-03-01,53.65037593984963
2024-03-02,50.073684210526324
2024-03-03,45.60281954887218
2024-03-04,68.85131578947369
2024-03-05,75.11052631578949
2024-03-06,69.74548872180452
2024-03-07,56.332894736842114
2024-03-08,69.74548872180452
2024-03-09,57.22706766917294
2024-03-10,54.54454887218046
2024-03-11,71.53383458646617
2024-03-12,71.53383458646617
2024-03-13,76.89887218045114
2024-03-14,75.11052631578949
2024-03-15,63.48627819548873
2024-03-16,59.0154135338346
2024-03-17,56.332894736842114
2024-03-18,56.332894736842114
2024-03-19,65.27462406015039
2024-03-20,67.95714285714287
2024-03-21,60.80375939849625
2024-03-22,53.65037593984963
2024-03-23,63.48627819548873
2024-03-24,59.90958646616542
2024-03-25,60.80375939849625
2024-03-26,60.80375939849625
2024-03-27,59.90958646616542
2024-03-28,54.54454887218046
2024-03-29,53.65037593984963
2024-03-30,51.862030075187974
2024-03-31,44.70864661654136
2024-04-01,60.80375939849625
2024-04-02,52.756203007518806
2024-04-03,53.65037593984963
2024-04-04,57.22706766917294
2024-04-05,53.65037593984963
2024-04-06,52.756203007518806
2024-04-07,48.285338345864666
2024-04-08,50.073684210526324
2024-04-09,62.592105263157904
2024-04-10,57.22706766917294
2024-04-11,64.38045112781955
2024-04-12,56.332894736842114
2024-04-13,53.65037593984963
2024-04-14,42.92030075187971
2024-04-15,58.121240601503764
2024-04-16,52.756203007518806
2024-04-17,59.90958646616542
2024-04-18,55.43872180451128
2024-04-19,68.85131578947369
2024-04-20,48.285338345864666
2024-04-21,56.332894736842114
2024-04-22,59.0154135338346
2024-04-23,61.69793233082707
2024-04-24,67.06296992481204
2024-04-25,59.90958646616542
2024-04-26,58.121240601503764
2024-04-27,70.63966165413535
2024-04-28,67.95714285714287
2024-04-29,70.63966165413535
2024-04-30,66.1687969924812
2024-05-01,50.96785714285715
2024-05-02,66.1687969924812
2024-05-03,59.0154135338346
2024-05-04,57.22706766917294
2024-05-05,50.073684210526324
2024-05-06,64.38045112781955
2024-05-07,64.38045112781955
2024-05-08,69.74548872180452
2024-05-09,69.74548872180452
2024-05-10,50.96785714285715
2024-05-11,51.862030075187974
2024-05-12,43.81447368421053
2024-05-13,64.38045112781955
2024-05-14,60.80375939849625
2024-05-15,52.756203007518806
2024-05-16,64.38045112781955
2024-05-17,60.80375939849625
2024-05-18,49.17951127819549
2024-05-19,48.285338345864666
2024-05-20,63.48627819548873
2024-05-21,66.1687969924812
2024-05-22,61.69793233082707
2024-05-23,55.43872180451128
2024-05-24,59.90958646616542
2024-05-25,57.22706766917294
2024-05-26,50.96785714285715
2024-05-27,51.862030075187974
2024-05-28,52.756203007518806
2024-05-29,59.0154135338346
2024-05-30,63.48627819548873
2024-05-31,66.1687969924812
2024-06-01,55.43872180451128
2024-06-02,52.756203007518806
2024-06-03,60.80375939849625
2024-06-04,59.90958646616542
2024-06-05,61.69793233082707
2024-06-06,66.1687969924812
2024-06-07,52.756203007518806
2024-06-08,58.121240601503764
2024-06-09,59.0154135338346
2024-06-10,66.1687969924812
2024-06-11,52.756203007518806
2024-06-12,59.90958646616542
2024-06-13,56.332894736842114
2024-06-14,61.69793233082707
2024-06-15,52.756203007518806
2024-06-16,52.756203007518806
2024-06-17,56.332894736842114
2024-06-18,68.85131578947369
2024-06-19,53.65037593984963
2024-06-20,52.756203007518806
2024-06-21,53.65037593984963
2024-06-22,55.43872180451128
2024-06-23,57.22706766917294
2024-06-24,60.80375939849625
2024-06-25,68.85131578947369
2024-06-26,64.38045112781955
2024-06-27,64.38045112781955
2024-06-28,67.06296992481204
2024-06-29,65.27462406015039
2024-06-30,57.22706766917294
2024-07-01,56.332894736842114
2024-07-02,69.74548872180452
2024-07-03,53.65037593984963
2024-07-04,58.121240601503764
2024-07-05,61.69793233082707
2024-07-06,58.121240601503764
2024-07-07,56.332894736842114
2024-07-08,66.1687969924812
2024-07-09,58.121240601503764
2024-07-10,61.69793233082707
2024-07-11,63.48627819548873
2024-07-12,71.53383458646617
2024-07-13,61.69793233082707
2024-07-14,50.96785714285715
2024-07-15,56.332894736842114
2024-07-16,64.38045112781955
2024-07-17,59.0154135338346
2024-07-18,59.90958646616542
2024-07-19,59.90958646616542
2024-07-20,51.862030075187974
2024-07-21,64.38045112781955
2024-07-22,68.85131578947369
2024-07-23,73.32218045112783
2024-07-24,59.0154135338346
2024-07-25,68.85131578947369
2024-07-26,60.80375939849625
2024-07-27,50.073684210526324
2024-07-28,59.90958646616542
2024-07-29,59.0154135338346
2024-07-30,71.53383458646617
2024-07-31,65.27462406015039
2024-08-01,51.862030075187974
2024-08-02,60.80375939849625
2024-08-03,67.95714285714287
2024-08-04,48.285338345864666
2024-08-05,67.06296992481204
2024-08-06,70.63966165413535
2024-08-07,62.592105263157904
2024-08-08,64.38045112781955
2024-08-09,72.428007518797
2024-08-10,50.96785714285715
2024-08-11,59.0154135338346
2024-08-12,67.95714285714287
2024-08-13,67.06296992481204
2024-08-14,72.428007518797
2024-08-15,75.11052631578949
2024-08-16,63.48627819548873
2024-08-17,56.332894736842114
2024-08-18,63.51012280701755
2024-08-19,56.016953634085226
2024-08-20,65.27462406015039
2024-08-21,63.51012280701755
2024-08-22,62.627872180451135
2024-08-23,65.27462406015039
2024-08-24,67.92137593984964
2024-08-25,65.27462406015039
2024-08-26,61.74562155388472
2024-08-27,74.09713032581455
2024-08-28,58.216619047619055
2024-08-29,62.627872180451135
2024-08-30,64.39237343358397
2024-08-31,67.92137593984964
2024-09-01,68.80362656641606
2024-09-02,65.27462406015039
2024-09-03,66.1568746867168
2024-09-04,58.216619047619055
2024-09-05,64.39237343358397
2024-09-06,69.68587719298247
2024-09-07,71.4503784461153
2024-09-08,82.03738596491229
2024-09-09,75.41454511278197
2024-09-10,69.68587719298247
2024-09-11,65.27462406015039
2024-09-12,71.4503784461153
2024-09-13,81.59029949874687
2024-09-14,61.74562155388472
2024-09-15,57.334368421052645
2024-09-16,67.01528070175439
2024-09-17,68.75593734335841
2024-09-18,70.49659398496242
2024-09-19,63.533967418546375
2024-09-20,62.66363909774437
2024-09-21,60.05265413533836
2024-09-22,68.75593734335841
2024-09-23,77.45922055137846
2024-09-24,73.10757894736844
