Time,deficit
2022-07-02,36.0
2022-07-03,35.0
2022-07-04,39.0
2022-07-05,43.0
2022-07-06,48.0
2022-07-07,47.0
2022-07-08,50.0
2022-07-09,36.0
2022-07-10,43.0
2022-07-11,48.0
2022-07-12,47.0
2022-07-13,50.0
2022-07-14,52.0
2022-07-15,42.0
2022-07-16,39.0
2022-07-17,39.0
2022-07-18,48.0
2022-07-19,51.0
2022-07-20,49.0
2022-07-21,47.0
2022-07-22,43.0
2022-07-23,38.0
2022-07-24,42.0
2022-07-25,48.0
2022-07-26,51.0
2022-07-27,49.0
2022-07-28,59.0
2022-07-29,50.0
2022-07-30,35.0
2022-07-31,43.0
2022-08-01,44.0
2022-08-02,51.0
2022-08-03,52.0
2022-08-04,49.0
2022-08-05,49.0
2022-08-06,43.0
2022-08-07,49.0
2022-08-08,51.0
2022-08-09,51.0
2022-08-10,45.0
2022-08-11,41.0
2022-08-12,42.0
2022-08-13,36.0
2022-08-14,38.0
2022-08-15,41.0
2022-08-16,46.0
2022-08-17,49.0
2022-08-18,53.0
2022-08-19,42.0
2022-08-20,36.0
2022-08-21,33.0
2022-08-22,45.0
2022-08-23,47.0
2022-08-24,56.0
2022-08-25,60.0
2022-08-26,50.0
2022-08-27,43.0
2022-08-28,43.0
2022-08-29,51.28947368421052
2022-08-30,50.26315789473684
2022-08-31,49.23684210526316
2022-09-01,46.1578947368421
2022-09-02,40.0
2022-09-03,31.789473684210527
2022-09-04,35.89473684210526
2022-09-05,37.94736842105263
2022-09-06,49.23684210526316
2022-09-07,46.6578947368421
2022-09-08,45.131578947368425
2022-09-09,40.0
2022-09-10,34.868421052631575
2022-09-11,33.84210526315789
2022-09-12,50.76315789473684
2022-09-13,51.28947368421052
2022-09-14,50.26315789473684
2022-09-15,50.26315789473684
2022-09-16,45.631578947368425
2022-09-17,36.921052631578945
2022-09-18,41.026315789473685
2022-09-19,54.868421052631575
2022-09-20,52.315789473684205
2022-09-21,49.23684210526316
2022-09-22,50.76315789473684
2022-09-23,45.131578947368425
2022-09-24,34.368421052631575
2022-09-25,35.89473684210526
2022-09-26,46.6578947368421
2022-09-27,51.57894736842105
2022-09-28,52.63157894736842
2022-09-29,51.57894736842105
2022-09-30,41.05263157894736
2022-10-01,32.63157894736842
2022-10-02,34.73684210526316
2022-10-03,50.526315789473685
2022-10-04,55.78947368421052
2022-10-05,56.84210526315789
2022-10-06,55.78947368421052
2022-10-07,46.315789473684205
2022-10-08,35.78947368421053
2022-10-09,35.78947368421053
2022-10-10,50.526315789473685
2022-10-11,53.68421052631579
2022-10-12,51.57894736842105
2022-10-13,54.73684210526316
2022-10-14,45.26315789473684
2022-10-15,36.84210526315789
2022-10-16,38.94736842105263
2022-10-17,51.57894736842105
2022-10-18,56.84210526315789
2022-10-19,55.78947368421052
2022-10-20,50.526315789473685
2022-10-21,81.05263157894737
2022-10-22,73.68421052631578
2022-10-23,60.0
2022-10-24,73.68421052631578
2022-10-25,62.10526315789473
2022-10-26,61.05263157894736
2022-10-27,54.73684210526316
2022-10-28,48.421052631578945
2022-10-29,38.94736842105263
2022-10-30,42.10526315789473
2022-10-31,50.526315789473685
2022-11-01,47.368421052631575
2022-11-02,61.05263157894736
2022-11-03,52.63157894736842
2022-11-04,51.57894736842105
2022-11-05,40.0
2022-11-06,37.89473684210526
2022-11-07,53.68421052631579
2022-11-08,58.94736842105263
2022-11-09,61.05263157894736
2022-11-10,53.68421052631579
2022-11-11,43.1578947368421
2022-11-12,38.94736842105263
2022-11-13,42.10526315789473
2022-11-14,60.0
2022-11-15,51.57894736842105
2022-11-16,55.78947368421052
2022-11-17,64.21052631578947
2022-11-18,49.473684210526315
2022-11-19,33.68421052631579
2022-11-20,34.73684210526316
2022-11-21,47.368421052631575
2022-11-22,37.89473684210526
2022-11-23,33.68421052631579
2022-11-24,24.210526315789473
2022-11-25,23.157894736842103
2022-11-26,27.36842105263158
2022-11-27,36.84210526315789
2022-11-28,48.421052631578945
2022-11-29,52.63157894736842
2022-11-30,56.84210526315789
2022-12-01,51.57894736842105
2022-12-02,48.421052631578945
2022-12-03,33.68421052631579
2022-12-04,42.10526315789473
2022-12-05,51.57894736842105
2022-12-06,62.10526315789473
2022-12-07,66.3157894736842
2022-12-08,61.05263157894736
2022-12-09,50.526315789473685
2022-12-10,40.0
2022-12-11,40.0
2022-12-12,51.57894736842105
2022-12-13,56.84210526315789
2022-12-14,52.63157894736842
2022-12-15,52.63157894736842
2022-12-16,44.21052631578947
2022-12-17,36.84210526315789
2022-12-18,30.52631578947368
2022-12-19,37.89473684210526
2022-12-20,40.0
2022-12-21,43.1578947368421
2022-12-22,34.73684210526316
2022-12-23,28.421052631578945
2022-12-24,24.210526315789473
2022-12-25,17.894736842105264
2022-12-26,27.36842105263158
2022-12-27,37.89473684210526
2022-12-28,40.0
2022-12-29,38.94736842105263
2022-12-30,36.84210526315789
2022-12-31,30.52631578947368
2023-01-01,32.63157894736842
2023-01-02,48.421052631578945
2023-01-03,52.63157894736842
2023-01-04,54.73684210526316
2023-01-05,55.78947368421052
2023-01-06,49.473684210526315
2023-01-07,38.94736842105263
2023-01-08,41.05263157894736
2023-01-09,51.57894736842105
2023-01-10,75.78947368421052
2023-01-11,65.26315789473684
2023-01-12,61.05263157894736
2023-01-13,51.57894736842105
2023-01-14,45.26315789473684
2023-01-15,41.05263157894736
2023-01-16,47.368421052631575
2023-01-17,67.36842105263158
2023-01-18,66.3157894736842
2023-01-19,69.47368421052632
2023-01-20,63.1578947368421
2023-01-21,49.473684210526315
2023-01-22,50.526315789473685
2023-01-23,58.94736842105263
2023-01-24,67.36842105263158
2023-01-25,66.3157894736842
2023-01-26,71.57894736842105
2023-01-27,53.68421052631579
2023-01-28,44.21052631578947
2023-01-29,47.368421052631575
2023-01-30,61.05263157894736
2023-01-31,64.21052631578947
2023-02-01,62.10526315789473
2023-02-02,66.3157894736842
2023-02-03,52.63157894736842
2023-02-04,49.473684210526315
2023-02-05,51.57894736842105
2023-02-06,63.1578947368421
2023-02-07,76.84210526315789
2023-02-08,105.26315789473684
2023-02-09,73.68421052631578
2023-02-10,68.42105263157895
2023-02-11,49.473684210526315
2023-02-12,50.526315789473685
2023-02-13,61.05263157894736
2023-02-14,63.1578947368421
2023-02-15,68.42105263157895
2023-02-16,69.47368421052632
2023-02-17,54.73684210526316
2023-02-18,46.315789473684205
2023-02-19,42.10526315789473
2023-02-20,70.52631578947368
2023-02-21,70.52631578947368
2023-02-22,74.73684210526315
2023-02-23,65.26315789473684
2023-02-24,54.73684210526316
2023-02-25,46.315789473684205
2023-02-26,55.78947368421052
2023-02-27,70.52631578947368
2023-02-28,72.63157894736841
2023-03-01,71.57894736842105
2023-03-02,75.78947368421052
2023-03-03,61.05263157894736
2023-03-04,48.421052631578945
2023-03-05,55.78947368421052
2023-03-06,75.78947368421052
2023-03-07,73.68421052631578
2023-03-08,78.94736842105263
2023-03-09,85.26315789473684
2023-03-10,65.26315789473684
2023-03-11,52.63157894736842
2023-03-12,48.421052631578945
2023-03-13,66.3157894736842
2023-03-14,68.42105263157895
2023-03-15,68.42105263157895
2023-03-16,65.26315789473684
2023-03-17,53.68421052631579
2023-03-18,45.26315789473684
2023-03-19,52.63157894736842
2023-03-20,75.78947368421052
2023-03-21,71.57894736842105
2023-03-22,75.78947368421052
2023-03-23,74.73684210526315
2023-03-24,63.1578947368421
2023-03-25,48.421052631578945
2023-03-26,54.73684210526316
2023-03-27,68.42105263157895
2023-03-28,68.42105263157895
2023-03-29,74.73684210526315
2023-03-30,67.36842105263158
2023-03-31,61.05263157894736
2023-04-01,45.26315789473684
2023-04-02,51.57894736842105
2023-04-03,68.42105263157895
2023-04-04,69.47368421052632
2023-04-05,77.89473684210526
2023-04-06,72.63157894736841
2023-04-07,54.73684210526316
2023-04-08,45.26315789473684
2023-04-09,45.26315789473684
2023-04-10,64.21052631578947
2023-04-11,72.63157894736841
2023-04-12,75.78947368421052
2023-04-13,70.52631578947368
2023-04-14,67.36842105263158
2023-04-15,45.26315789473684
2023-04-16,49.473684210526315
2023-04-17,72.63157894736841
2023-04-18,72.63157894736841
2023-04-19,76.84210526315789
2023-04-20,73.68421052631578
2023-04-21,67.36842105263158
2023-04-22,49.473684210526315
2023-04-23,52.63157894736842
2023-04-24,73.68421052631578
2023-04-25,80.0
2023-04-26,73.80871533672891
2023-04-27,69.29258630447084
2023-04-28,63.322014714204855
2023-04-29,47.39105829088851
2023-04-30,53.76344086021504
2023-05-01,73.80871533672891
2023-05-02,80.70741369552914
2023-05-03,74.73684210526315
2023-05-04,71.55065082059988
2023-05-05,56.547821165817766
2023-05-06,40.616864742501406
2023-05-07,48.31918505942274
2023-05-08,71.55065082059988
2023-05-09,77.92303338992642
2023-05-10,74.73684210526315
2023-05-11,69.6943972835314
2023-05-12,58.80588568194679
2023-05-13,66.50820599886814
2023-05-14,52.83531409168081
2023-05-15,66.50820599886814
2023-05-16,71.55065082059988
2023-05-17,69.6943972835314
2023-05-18,67.96264855687605
2023-05-19,65.17826825127332
2023-05-20,48.7209960384833
2023-05-21,56.547821165817766
2023-05-22,72.47877758913411
2023-05-23,69.6943972835314
2023-05-24,76.99490662139218
2023-05-25,68.30786644029426
2023-05-26,59.46802490096207
2023-05-27,47.413695529145436
2023-05-28,57.86078098471985
2023-05-29,53.8426711941143
2023-05-30,64.28975664968873
2023-05-31,65.09337860780983
2023-06-01,53.8426711941143
2023-06-02,56.253537068477634
2023-06-03,44.199207696661
2023-06-04,45.002829654782104
2023-06-05,56.253537068477634
2023-06-06,53.0390492359932
2023-06-07,53.0390492359932
2023-06-08,49.82456140350876
2023-06-09,45.80645161290322
2023-06-10,38.57385398981323
2023-06-11,44.199207696661
2023-06-12,50.62818336162987
2023-06-13,51.43180531975098
2023-06-14,52.235427277872084
2023-06-15,50.62818336162987
2023-06-16,47.413695529145436
2023-06-17,38.57385398981323
2023-06-18,40.18109790605545
2023-06-19,49.82456140350876
2023-06-20,49.82456140350876
2023-06-21,50.62818336162987
2023-06-22,52.235427277872084
2023-06-23,48.21731748726654
2023-06-24,39.37747594793434
2023-06-25,47.413695529145436
2023-06-26,47.413695529145436
2023-06-27,57.86078098471985
2023-06-28,53.0390492359932
2023-06-29,53.8426711941143
2023-06-30,49.82456140350876
2023-07-01,40.98471986417656
2023-07-02,42.59196378041878
2023-07-03,48.21731748726654
2023-07-04,40.98471986417656
2023-07-05,45.80645161290322
2023-07-06,53.0390492359932
2023-07-07,47.413695529145436
2023-07-08,41.78834182229767
2023-07-09,46.61007357102432
2023-07-10,58.66440294284096
2023-07-11,49.82456140350876
2023-07-12,52.235427277872084
2023-07-13,49.020939445387654
2023-07-14,44.199207696661
2023-07-15,36.96661007357102
2023-07-16,40.98471986417656
2023-07-17,49.82456140350876
2023-07-18,46.61007357102432
2023-07-19,49.82456140350876
2023-07-20,49.82456140350876
2023-07-21,40.98471986417656
2023-07-22,37.770232031692125
2023-07-23,38.57385398981323
2023-07-24,51.43180531975098
2023-07-25,53.0390492359932
2023-07-26,48.21731748726654
2023-07-27,50.62818336162987
2023-07-28,44.199207696661
2023-07-29,36.162988115449906
2023-07-30,40.18109790605545
2023-07-31,44.199207696661
2023-08-01,47.413695529145436
2023-08-02,50.62818336162987
2023-08-03,47.413695529145436
2023-08-04,43.395585738539886
2023-08-05,40.18109790605545
2023-08-06,38.57385398981323
2023-08-07,48.21731748726654
2023-08-08,46.61007357102432
2023-08-09,49.82456140350876
2023-08-10,45.80645161290322
2023-08-11,42.59196378041878
2023-08-12,31.341256366723254
2023-08-13,37.770232031692125
2023-08-14,45.80645161290322
2023-08-15,44.199207696661
2023-08-16,47.413695529145436
2023-08-17,48.21731748726654
2023-08-18,39.37747594793434
2023-08-19,33.75212224108658
2023-08-20,36.162988115449906
2023-08-21,45.80645161290322
2023-08-22,48.21731748726654
2023-08-23,51.43180531975098
2023-08-24,49.82456140350876
2023-08-25,43.395585738539886
2023-08-26,37.770232031692125
2023-08-27,42.59196378041878
2023-08-28,48.21731748726654
2023-08-29,47.413695529145436
2023-08-30,51.43180531975098
2023-08-31,46.61007357102432
2023-09-01,42.59196378041878
2023-09-02,32.94850028296547
2023-09-03,39.37747594793434
2023-09-04,43.395585738539886
2023-09-05,49.82456140350876
2023-09-06,52.235427277872084
2023-09-07,53.0390492359932
2023-09-08,42.59196378041878
2023-09-09,35.3593661573288
2023-09-10,40.98471986417656
2023-09-11,51.43180531975098
2023-09-12,53.0390492359932
2023-09-13,50.62818336162987
2023-09-14,50.62818336162987
2023-09-15,47.413695529145436
2023-09-16,39.37747594793434
2023-09-17,42.59196378041878
2023-09-18,50.62818336162987
2023-09-19,58.66440294284096
2023-09-20,56.253537068477634
2023-09-21,57.86078098471985
2023-09-22,51.43180531975098
2023-09-23,43.395585738539886
2023-09-24,50.62818336162987
2023-09-25,59.46802490096207
2023-09-26,57.86078098471985
2023-09-27,57.86078098471985
2023-09-28,59.46802490096207
2023-09-29,56.253537068477634
2023-09-30,45.002829654782104
2023-10-01,43.395585738539886
2023-10-02,56.253537068477634
2023-10-03,55.44991511035652
2023-10-04,65.89700056593094
2023-10-05,60.27164685908318
2023-10-06,48.21731748726654
2023-10-07,35.3593661573288
2023-10-08,40.18109790605545
2023-10-09,50.62818336162987
2023-10-10,54.646293152235415
2023-10-11,47.413695529145436
2023-10-12,51.43180531975098
2023-10-13,49.020939445387654
2023-10-14,35.3593661573288
2023-10-15,39.37747594793434
2023-10-16,49.020939445387654
2023-10-17,54.646293152235415
2023-10-18,56.253537068477634
2023-10-19,57.86078098471985
2023-10-20,49.020939445387654
2023-10-21,42.59196378041878
2023-10-22,38.57385398981323
2023-10-23,58.66440294284096
2023-10-24,64.28975664968873
2023-10-25,62.68251273344651
2023-10-26,57.05715902659874
2023-10-27,50.62818336162987
2023-10-28,32.14487832484436
2023-10-29,37.770232031692125
2023-10-30,52.235427277872084
2023-10-31,54.646293152235415
2023-11-01,57.05715902659874
2023-11-02,54.646293152235415
2023-11-03,52.235427277872084
2023-11-04,37.770232031692125
2023-11-05,42.59196378041878
2023-11-06,56.253537068477634
2023-11-07,60.27164685908318
2023-11-08,64.28975664968873
2023-11-09,58.66440294284096
2023-11-10,51.43180531975098
2023-11-11,39.37747594793434
2023-11-12,39.37747594793434
2023-11-13,56.253537068477634
2023-11-14,65.89700056593094
2023-11-15,57.86078098471985
2023-11-16,53.8426711941143
2023-11-17,47.413695529145436
2023-11-18,36.162988115449906
2023-11-19,42.59196378041878
2023-11-20,50.62818336162987
2023-11-21,44.199207696661
2023-11-22,39.37747594793434
2023-11-23,26.5195246179966
2023-11-24,24.10865874363327
2023-11-25,28.126768534238817
2023-11-26,37.770232031692125
2023-11-27,55.44991511035652
2023-11-28,55.44991511035652
2023-11-29,61.07526881720429
2023-11-30,54.646293152235415
2023-12-01,54.646293152235415
2023-12-02,39.37747594793434
2023-12-03,40.98471986417656
2023-12-04,58.66440294284096
2023-12-05,59.46802490096207
2023-12-06,65.89700056593094
2023-12-07,61.878890775325395
2023-12-08,72.32597623089981
2023-12-09,52.235427277872084
2023-12-10,45.80645161290322
2023-12-11,62.68251273344651
2023-12-12,61.878890775325395
2023-12-13,59.46802490096207
2023-12-14,55.44991511035652
2023-12-15,60.27164685908318
2023-12-16,49.82456140350876
2023-12-17,49.82456140350876
2023-12-18,46.61007357102432
2023-12-19,47.413695529145436
2023-12-20,42.59196378041878
2023-12-21,37.770232031692125
2023-12-22,33.63731910421214
2023-12-23,28.430176824549847
2023-12-24,25.027083838628826
2023-12-25,20.22175253802709
2023-12-26,33.63731910421214
2023-12-27,38.44265040481387
2023-12-28,38.44265040481387
2023-12-29,40.845316055114736
2023-12-30,34.63774643983229
2023-12-31,36.039984754513
2024-01-01,38.44265040481387
2024-01-02,55.859926313479534
2024-01-03,61.067068593141826
2024-01-04,55.26130995691994
2024-01-05,60.06664125752167
2024-01-06,41.845743390734896
2024-01-07,47.05288567039718
2024-01-08,57.26216462816025
2024-01-09,59.66483027846112
2024-01-10,58.664402942840965
2024-01-11,62.067495928761986
2024-01-12,57.26216462816025
2024-01-13,50.05416767725765
2024-01-14,43.2479817054156
2024-01-15,45.248836376655916
2024-01-16,53.85907164223923
2024-01-17,60.06664125752167
2024-01-18,58.664402942840965
2024-01-19,53.85907164223923
2024-01-20,47.88930852476813
2024-01-21,44.29761038541052
2024-01-22,55.072704803483354
2024-01-23,68.24226464779458
2024-01-24,76.62289363962901
2024-01-25,70.636730074033
2024-01-26,57.46717022972176
2024-01-27,50.28377395100654
2024-01-28,46.69207581164893
2024-01-29,69.43949736091379
2024-01-30,69.43949736091379
2024-01-31,70.636730074033
2024-02-01,69.43949736091379
2024-02-02,55.072704803483354
2024-02-03,47.88930852476813
2024-02-04,51.481006664125744
2024-02-05,64.65056650843698
2024-02-06,67.0450319346754
2024-02-07,71.8339627871522
2024-02-08,67.0450319346754
2024-02-09,57.46717022972176
2024-02-10,40.70591224605291
2024-02-11,43.100377672291316
2024-02-12,49.08654123788734
2024-02-13,61.05886836907937
2024-02-14,57.46717022972176
2024-02-15,61.05886836907937
2024-02-16,52.67823937724495
2024-02-17,41.90314495917212
2024-02-18,46.69207581164893
2024-02-19,63.453333795317775
2024-02-20,70.636730074033
2024-02-21,76.62289363962901
2024-02-22,75.4256609265098
2024-02-23,70.636730074033
2024-02-24,51.481006664125744
2024-02-25,51.481006664125744
2024-02-26,73.03119550027141
2024-02-27,80.21459177898662
2024-02-28,71.8339627871522
2024-02-29,71.8339627871522
2024-03-01,63.453333795317775
2024-03-02,49.08654123788734
2024-03-03,51.481006664125744
2024-03-04,76.62289363962901
2024-03-05,70.636730074033
2024-03-06,74.2284282133906
2024-03-07,68.24226464779458
2024-03-08,106.55371146760909
2024-03-09,45.49484309852973
2024-03-10,52.67823937724495
2024-03-11,74.2284282133906
2024-03-12,71.8339627871522
2024-03-13,67.0450319346754
2024-03-14,71.8339627871522
2024-03-15,58.664402942840965
2024-03-16,47.88930852476813
2024-03-17,51.481006664125744
2024-03-18,73.03119550027141
2024-03-19,70.636730074033
2024-03-20,71.8339627871522
2024-03-21,71.8339627871522
2024-03-22,59.861635655960164
2024-03-23,51.481006664125744
2024-03-24,51.481006664125744
2024-03-25,68.24226464779458
2024-03-26,68.24226464779458
2024-03-27,69.43949736091379
2024-03-28,70.636730074033
2024-03-29,51.481006664125744
2024-03-30,45.49484309852973
2024-03-31,44.29761038541052
2024-04-01,74.2284282133906
2024-04-02,74.2284282133906
2024-04-03,79.01735906586742
2024-04-04,70.636730074033
2024-04-05,63.453333795317775
2024-04-06,46.69207581164893
2024-04-07,50.28377395100654
2024-04-08,64.65056650843698
2024-04-09,77.82012635274822
2024-04-10,80.21459177898662
2024-04-11,76.62289363962901
2024-04-12,63.453333795317775
2024-04-13,49.08654123788734
2024-04-14,53.87547209036415
2024-04-15,75.4256609265098
2024-04-16,85.00352263146344
2024-04-17,83.80628991834423
2024-04-18,81.41182449210582
2024-04-19,64.65056650843698
2024-04-20,47.88930852476813
2024-04-21,59.861635655960164
2024-04-22,81.41182449210582
2024-04-23,86.20075534458263
2024-04-24,85.00352263146344
2024-04-25,79.01735906586742
2024-04-26,64.65056650843698
2024-04-27,53.87547209036415
2024-04-28,63.453333795317775
2024-04-29,74.2284282133906
2024-04-30,83.80628991834423
2024-05-01,77.82012635274822
2024-05-02,77.82012635274822
2024-05-03,73.03119550027141
2024-05-04,45.49484309852973
2024-05-05,50.28377395100654
2024-05-06,71.8339627871522
2024-05-07,71.8339627871522
2024-05-08,76.62289363962901
2024-05-09,75.4256609265098
2024-05-10,71.8339627871522
2024-05-11,49.08654123788734
2024-05-12,49.08654123788734
2024-05-13,65.84779922155619
2024-05-14,74.2284282133906
2024-05-15,71.8339627871522
2024-05-16,61.05886836907937
2024-05-17,63.453333795317775
2024-05-18,51.481006664125744
2024-05-19,51.481006664125744
2024-05-20,70.636730074033
2024-05-21,74.2284282133906
2024-05-22,70.636730074033
2024-05-23,65.84779922155619
2024-05-24,59.861635655960164
2024-05-25,46.69207581164893
2024-05-26,50.28377395100654
2024-05-27,53.87547209036415
2024-05-28,61.05886836907937
2024-05-29,74.2284282133906
2024-05-30,64.65056650843698
2024-05-31,59.861635655960164
2024-06-01,49.08654123788734
2024-06-02,56.26993751660255
2024-06-03,62.25610108219857
2024-06-04,68.24226464779458
2024-06-05,76.62289363962901
2024-06-06,63.453333795317775
2024-06-07,61.05886836907937
2024-06-08,50.28377395100654
2024-06-09,46.69207581164893
2024-06-10,67.0450319346754
2024-06-11,65.84779922155619
2024-06-12,63.453333795317775
2024-06-13,73.03119550027141
2024-06-14,59.861635655960164
2024-06-15,55.072704803483354
2024-06-16,55.072704803483354
2024-06-17,64.65056650843698
2024-06-18,62.25610108219857
2024-06-19,64.65056650843698
2024-06-20,63.453333795317775
2024-06-21,62.25610108219857
2024-06-22,58.664402942840965
2024-06-23,58.664402942840965
2024-06-24,73.03119550027141
2024-06-25,76.62289363962901
2024-06-26,65.84779922155619
2024-06-27,65.84779922155619
2024-06-28,119.72327131192033
2024-06-29,56.26993751660255
2024-06-30,57.46717022972176
2024-07-01,62.25610108219857
2024-07-02,65.84779922155619
2024-07-03,59.861635655960164
2024-07-04,55.072704803483354
2024-07-05,51.481006664125744
2024-07-06,50.28377395100654
2024-07-07,58.664402942840965
2024-07-08,67.0450319346754
2024-07-09,62.25610108219857
2024-07-10,65.84779922155619
2024-07-11,61.05886836907937
2024-07-12,58.664402942840965
2024-07-13,43.100377672291316
2024-07-14,47.88930852476813
2024-07-15,56.26993751660255
2024-07-16,57.46717022972176
2024-07-17,65.84779922155619
2024-07-18,65.84779922155619
2024-07-19,56.26993751660255
2024-07-20,50.28377395100654
2024-07-21,55.072704803483354
2024-07-22,61.05886836907937
2024-07-23,62.25610108219857
2024-07-24,70.636730074033
2024-07-25,64.65056650843698
2024-07-26,55.072704803483354
2024-07-27,50.28377395100654
2024-07-28,50.28377395100654
2024-07-29,62.25610108219857
2024-07-30,64.65056650843698
2024-07-31,63.453333795317775
2024-08-01,58.664402942840965
2024-08-02,55.072704803483354
2024-08-03,47.88930852476813
2024-08-04,49.08654123788734
2024-08-05,59.861635655960164
2024-08-06,59.861635655960164
2024-08-07,59.861635655960164
2024-08-08,56.26993751660255
2024-08-09,49.08654123788734
2024-08-10,46.69207581164893
2024-08-11,51.481006664125744
2024-08-12,53.87547209036415
2024-08-13,59.861635655960164
2024-08-14,62.25610108219857
2024-08-15,63.453333795317775
2024-08-16,56.26993751660255
2024-08-17,50.28377395100654
2024-08-18,50.66688841920468
2024-08-19,56.60516267627593
2024-08-20,60.96308975202983
2024-08-21,58.784126214152884
2024-08-22,63.142053289906784
2024-08-23,56.60516267627593
2024-08-24,44.72861416213344
2024-08-25,49.08654123788734
2024-08-26,57.203779032835534
2024-08-27,62.54343693334718
2024-08-28,63.142053289906784
2024-08-29,57.203779032835534
2024-08-30,55.02481549495859
2024-08-31,46.907577700010386
2024-09-01,49.08654123788734
2024-09-02,55.02481549495859
2024-09-03,60.36447339547023
2024-09-04,68.48171119041842
2024-09-05,69.08032754697803
2024-09-06,56.60516267627593
2024-09-07,49.08654123788734
2024-09-08,49.08654123788734
2024-09-09,63.142053289906784
2024-09-10,72.24102190961273
2024-09-11,93.81515540002077
2024-09-12,86.29653396163218
2024-09-13,84.71618678031483
2024-09-14,52.845851957081635
2024-09-15,57.203779032835534
2024-09-16,70.68461938255777
2024-09-17,80.50192763013523
2024-09-18,72.64808103207326
2024-09-19,72.64808103207326
2024-09-20,56.94038783594931
2024-09-21,51.05000288740283
2024-09-22,53.01346453691833
2024-09-23,72.64808103207326
2024-09-24,74.61154268158876
2024-09-25,72.64808103207326
2024-09-26,66.75769608352678
