Time,generosity
2022-06-14,52.0
2022-06-15,47.0
2022-06-16,55.0
2022-06-17,56.0
2022-06-18,48.0
2022-06-19,66.0
2022-06-20,51.0
2022-06-21,62.0
2022-06-22,36.0
2022-06-23,58.0
2022-06-24,39.0
2022-06-25,34.0
2022-06-26,37.0
2022-06-27,53.0
2022-06-28,48.0
2022-06-29,61.0
2022-06-30,46.0
2022-07-01,37.0
2022-07-02,42.0
2022-07-03,37.0
2022-07-04,54.0
2022-07-05,47.0
2022-07-06,40.0
2022-07-07,51.0
2022-07-08,51.0
2022-07-09,48.0
2022-07-10,42.0
2022-07-11,44.0
2022-07-12,52.0
2022-07-13,47.0
2022-07-14,54.0
2022-07-15,64.0
2022-07-16,47.0
2022-07-17,45.0
2022-07-18,46.0
2022-07-19,47.0
2022-07-20,46.0
2022-07-21,44.0
2022-07-22,40.0
2022-07-23,65.0
2022-07-24,53.0
2022-07-25,37.0
2022-07-26,37.0
2022-07-27,50.0
2022-07-28,43.0
2022-07-29,63.0
2022-07-30,33.0
2022-07-31,47.0
2022-08-01,53.0
2022-08-02,27.0
2022-08-03,41.0
2022-08-04,43.0
2022-08-05,56.0
2022-08-06,39.0
2022-08-07,43.0
2022-08-08,34.0
2022-08-09,56.0
2022-08-10,51.0
2022-08-11,34.0
2022-08-12,43.0
2022-08-13,40.0
2022-08-14,51.0
2022-08-15,73.0
2022-08-16,58.0
2022-08-17,71.0
2022-08-18,56.0
2022-08-19,67.0
2022-08-20,36.0
2022-08-21,52.0
2022-08-22,63.0
2022-08-23,58.0
2022-08-24,74.0
2022-08-25,60.0
2022-08-26,56.0
2022-08-27,50.0
2022-08-28,43.0
2022-08-29,68.72368421052632
2022-08-30,71.56578947368422
2022-08-31,72.73684210526315
2022-09-01,71.56578947368422
2022-09-02,68.22368421052632
2022-09-03,36.618421052631575
2022-09-04,51.0
2022-09-05,51.0
2022-09-06,84.27631578947368
2022-09-07,76.75
2022-09-08,79.59210526315789
2022-09-09,72.23684210526315
2022-09-10,40.131578947368425
2022-09-11,42.473684210526315
2022-09-12,81.93421052631578
2022-09-13,71.56578947368422
2022-09-14,83.10526315789474
2022-09-15,72.73684210526315
2022-09-16,64.71052631578948
2022-09-17,36.118421052631575
2022-09-18,55.01315789473684
2022-09-19,92.80263157894737
2022-09-20,75.57894736842105
2022-09-21,71.06578947368422
2022-09-22,74.40789473684211
2022-09-23,55.01315789473684
2022-09-24,28.092105263157894
2022-09-25,55.01315789473684
2022-09-26,71.06578947368422
2022-09-27,79.18421052631578
2022-09-28,72.47368421052632
2022-09-29,68.44736842105263
2022-09-30,76.5
2022-10-01,36.23684210526316
2022-10-02,71.13157894736842
2022-10-03,77.84210526315789
2022-10-04,100.6578947368421
2022-10-05,71.13157894736842
2022-10-06,84.55263157894737
2022-10-07,52.34210526315789
2022-10-08,37.578947368421055
2022-10-09,48.315789473684205
2022-10-10,79.18421052631578
2022-10-11,85.89473684210526
2022-10-12,80.52631578947368
2022-10-13,79.18421052631578
2022-10-14,73.8157894736842
2022-10-15,41.60526315789473
2022-10-16,46.973684210526315
2022-10-17,56.368421052631575
2022-10-18,73.8157894736842
2022-10-19,91.26315789473684
2022-10-20,77.84210526315789
2022-10-21,65.76315789473684
2022-10-22,46.973684210526315
2022-10-23,45.63157894736842
2022-10-24,87.23684210526315
2022-10-25,88.57894736842105
2022-10-26,93.94736842105263
2022-10-27,60.39473684210526
2022-10-28,49.6578947368421
2022-10-29,30.86842105263158
2022-10-30,55.026315789473685
2022-10-31,73.8157894736842
2022-11-01,79.18421052631578
2022-11-02,88.57894736842105
2022-11-03,87.23684210526315
2022-11-04,68.44736842105263
2022-11-05,42.94736842105263
2022-11-06,65.76315789473684
2022-11-07,77.84210526315789
2022-11-08,69.78947368421052
2022-11-09,83.21052631578947
2022-11-10,73.8157894736842
2022-11-11,77.84210526315789
2022-11-12,36.23684210526316
2022-11-13,56.368421052631575
2022-11-14,95.28947368421052
2022-11-15,69.78947368421052
2022-11-16,89.92105263157895
2022-11-17,89.92105263157895
2022-11-18,73.8157894736842
2022-11-19,48.315789473684205
2022-11-20,64.42105263157895
2022-11-21,80.52631578947368
2022-11-22,68.44736842105263
2022-11-23,67.10526315789474
2022-11-24,40.26315789473684
2022-11-25,42.94736842105263
2022-11-26,34.89473684210526
2022-11-27,61.73684210526316
2022-11-28,91.26315789473684
2022-11-29,110.05263157894737
2022-11-30,91.26315789473684
2022-12-01,119.44736842105263
2022-12-02,107.36842105263158
2022-12-03,53.68421052631579
2022-12-04,77.84210526315789
2022-12-05,134.21052631578948
2022-12-06,122.13157894736841
2022-12-07,122.13157894736841
2022-12-08,115.42105263157895
2022-12-09,110.05263157894737
2022-12-10,46.973684210526315
2022-12-11,73.8157894736842
2022-12-12,104.68421052631578
2022-12-13,103.34210526315789
2022-12-14,107.36842105263158
2022-12-15,102.0
2022-12-16,103.34210526315789
2022-12-17,61.73684210526316
2022-12-18,65.76315789473684
2022-12-19,89.92105263157895
2022-12-20,97.97368421052632
2022-12-21,81.86842105263158
2022-12-22,83.21052631578947
2022-12-23,75.15789473684211
2022-12-24,68.44736842105263
2022-12-25,56.368421052631575
2022-12-26,56.368421052631575
2022-12-27,53.68421052631579
2022-12-28,55.026315789473685
2022-12-29,51.0
2022-12-30,56.368421052631575
2022-12-31,49.6578947368421
2023-01-01,36.23684210526316
2023-01-02,59.05263157894737
2023-01-03,67.10526315789474
2023-01-04,85.89473684210526
2023-01-05,71.13157894736842
2023-01-06,65.76315789473684
2023-01-07,51.0
2023-01-08,51.0
2023-01-09,69.78947368421052
2023-01-10,91.26315789473684
2023-01-11,77.84210526315789
2023-01-12,77.84210526315789
2023-01-13,81.86842105263158
2023-01-14,40.26315789473684
2023-01-15,49.6578947368421
2023-01-16,55.026315789473685
2023-01-17,64.42105263157895
2023-01-18,73.8157894736842
2023-01-19,80.52631578947368
2023-01-20,68.44736842105263
2023-01-21,53.68421052631579
2023-01-22,37.578947368421055
2023-01-23,76.5
2023-01-24,64.42105263157895
2023-01-25,76.5
2023-01-26,77.84210526315789
2023-01-27,55.026315789473685
2023-01-28,44.28947368421053
2023-01-29,44.28947368421053
2023-01-30,73.8157894736842
2023-01-31,65.76315789473684
2023-02-01,81.86842105263158
2023-02-02,55.026315789473685
2023-02-03,56.368421052631575
2023-02-04,53.68421052631579
2023-02-05,44.28947368421053
2023-02-06,63.07894736842105
2023-02-07,64.42105263157895
2023-02-08,71.13157894736842
2023-02-09,68.44736842105263
2023-02-10,60.39473684210526
2023-02-11,30.86842105263158
2023-02-12,51.0
2023-02-13,64.42105263157895
2023-02-14,75.15789473684211
2023-02-15,63.07894736842105
2023-02-16,57.71052631578947
2023-02-17,61.73684210526316
2023-02-18,42.94736842105263
2023-02-19,40.26315789473684
2023-02-20,60.39473684210526
2023-02-21,61.73684210526316
2023-02-22,68.44736842105263
2023-02-23,60.39473684210526
2023-02-24,60.39473684210526
2023-02-25,38.921052631578945
2023-02-26,53.68421052631579
2023-02-27,60.39473684210526
2023-02-28,56.368421052631575
2023-03-01,69.78947368421052
2023-03-02,75.15789473684211
2023-03-03,57.71052631578947
2023-03-04,60.39473684210526
2023-03-05,52.34210526315789
2023-03-06,51.0
2023-03-07,63.07894736842105
2023-03-08,60.39473684210526
2023-03-09,49.6578947368421
2023-03-10,63.07894736842105
2023-03-11,24.157894736842103
2023-03-12,36.23684210526316
2023-03-13,63.07894736842105
2023-03-14,51.0
2023-03-15,63.07894736842105
2023-03-16,45.63157894736842
2023-03-17,40.26315789473684
2023-03-18,24.157894736842103
2023-03-19,56.368421052631575
2023-03-20,61.73684210526316
2023-03-21,67.10526315789474
2023-03-22,81.86842105263158
2023-03-23,65.76315789473684
2023-03-24,63.07894736842105
2023-03-25,30.86842105263158
2023-03-26,56.368421052631575
2023-03-27,59.05263157894737
2023-03-28,57.71052631578947
2023-03-29,53.68421052631579
2023-03-30,57.71052631578947
2023-03-31,56.368421052631575
2023-04-01,33.55263157894737
2023-04-02,36.23684210526316
2023-04-03,63.07894736842105
2023-04-04,59.05263157894737
2023-04-05,46.973684210526315
2023-04-06,55.026315789473685
2023-04-07,38.921052631578945
2023-04-08,38.921052631578945
2023-04-09,41.60526315789473
2023-04-10,42.94736842105263
2023-04-11,60.39473684210526
2023-04-12,61.73684210526316
2023-04-13,68.44736842105263
2023-04-14,56.368421052631575
2023-04-15,32.21052631578947
2023-04-16,41.60526315789473
2023-04-17,63.07894736842105
2023-04-18,76.5
2023-04-19,77.84210526315789
2023-04-20,59.05263157894737
2023-04-21,68.44736842105263
2023-04-22,44.28947368421053
2023-04-23,49.6578947368421
2023-04-24,72.47368421052632
2023-04-25,46.973684210526315
2023-04-26,76.71911922663801
2023-04-27,73.92534908700321
2023-04-28,58.55961331901182
2023-04-29,34.86734693877551
2023-04-30,48.836197636949514
2023-05-01,73.92534908700321
2023-05-02,78.78705692803436
2023-05-03,78.11600429645543
2023-05-04,71.13157894736841
2023-05-05,71.13157894736841
2023-05-06,47.43931256713211
2023-05-07,64.87298603651988
2023-05-08,77.39017185821697
2023-05-09,80.18394199785178
2023-05-10,80.90977443609023
2023-05-11,73.92534908700321
2023-05-12,80.18394199785178
2023-05-13,45.31659505907626
2023-05-14,52.30102040816326
2023-05-15,73.92534908700321
2023-05-16,56.49167561761546
2023-05-17,78.78705692803436
2023-05-18,91.35902255639097
2023-05-19,57.162728249194416
2023-05-20,64.14715359828142
2023-05-21,60.682330827067666
2023-05-22,72.52846401718583
2023-05-23,69.73469387755102
2023-05-24,64.14715359828142
2023-05-25,65.32491944146079
2023-05-26,60.96992481203007
2023-05-27,30.484962406015036
2023-05-28,50.80827067669173
2023-05-29,47.90494092373791
2023-05-30,58.066595059076256
2023-05-31,50.80827067669173
2023-06-01,68.2282491944146
2023-06-02,58.066595059076256
2023-06-03,31.93662728249194
2023-06-04,29.033297529538128
2023-06-05,59.51825993555317
2023-06-06,40.64661654135338
2023-06-07,55.16326530612245
2023-06-08,87.09989258861438
2023-06-09,52.25993555316863
2023-06-10,47.90494092373791
2023-06-11,75.48657357679913
2023-06-12,47.90494092373791
2023-06-13,50.80827067669173
2023-06-14,56.61493018259935
2023-06-15,50.80827067669173
2023-06-16,50.80827067669173
2023-06-17,45.0016111707841
2023-06-18,55.16326530612245
2023-06-19,46.45327604726101
2023-06-20,47.90494092373791
2023-06-21,50.80827067669173
2023-06-22,55.16326530612245
2023-06-23,46.45327604726101
2023-06-24,30.484962406015036
2023-06-25,43.54994629430719
2023-06-26,43.54994629430719
2023-06-27,62.42158968850698
2023-06-28,40.64661654135338
2023-06-29,47.90494092373791
2023-06-30,55.16326530612245
2023-07-01,37.743286788399566
2023-07-02,40.64661654135338
2023-07-03,36.29162191192266
2023-07-04,29.033297529538128
2023-07-05,43.54994629430719
2023-07-06,50.80827067669173
2023-07-07,39.19495166487648
2023-07-08,39.19495166487648
2023-07-09,55.16326530612245
2023-07-10,55.16326530612245
2023-07-11,31.93662728249194
2023-07-12,55.16326530612245
2023-07-13,30.484962406015036
2023-07-14,34.83995703544576
2023-07-15,37.743286788399566
2023-07-16,43.54994629430719
2023-07-17,24.67830290010741
2023-07-18,39.19495166487648
2023-07-19,50.80827067669173
2023-07-20,43.54994629430719
2023-07-21,42.098281417830286
2023-07-22,33.388292158968845
2023-07-23,27.581632653061224
2023-07-24,49.35660580021482
2023-07-25,55.16326530612245
2023-07-26,42.098281417830286
2023-07-27,34.83995703544576
2023-07-28,53.711600429645536
2023-07-29,40.64661654135338
2023-07-30,40.64661654135338
2023-07-31,46.45327604726101
2023-08-01,46.45327604726101
2023-08-02,47.90494092373791
2023-08-03,50.80827067669173
2023-08-04,45.0016111707841
2023-08-05,34.83995703544576
2023-08-06,58.066595059076256
2023-08-07,55.16326530612245
2023-08-08,55.16326530612245
2023-08-09,50.80827067669173
2023-08-10,60.96992481203007
2023-08-11,46.45327604726101
2023-08-12,50.80827067669173
2023-08-13,43.54994629430719
2023-08-14,40.64661654135338
2023-08-15,52.25993555316863
2023-08-16,66.77658431793769
2023-08-17,72.58324382384532
2023-08-18,46.45327604726101
2023-08-19,52.25993555316863
2023-08-20,42.098281417830286
2023-08-21,50.80827067669173
2023-08-22,66.77658431793769
2023-08-23,63.87325456498388
2023-08-24,65.32491944146079
2023-08-25,58.066595059076256
2023-08-26,26.129967776584316
2023-08-27,34.83995703544576
2023-08-28,68.2282491944146
2023-08-29,69.67991407089151
2023-08-30,74.03490870032223
2023-08-31,69.67991407089151
2023-09-01,52.25993555316863
2023-09-02,36.29162191192266
2023-09-03,45.0016111707841
2023-09-04,46.45327604726101
2023-09-05,53.711600429645536
2023-09-06,56.61493018259935
2023-09-07,84.19656283566057
2023-09-08,69.67991407089151
2023-09-09,34.83995703544576
2023-09-10,46.45327604726101
2023-09-11,69.67991407089151
2023-09-12,63.87325456498388
2023-09-13,87.09989258861438
2023-09-14,72.58324382384532
2023-09-15,47.90494092373791
2023-09-16,45.0016111707841
2023-09-17,39.19495166487648
2023-09-18,69.67991407089151
2023-09-19,90.0032223415682
2023-09-20,84.19656283566057
2023-09-21,98.71321160042964
2023-09-22,75.48657357679913
2023-09-23,42.098281417830286
2023-09-24,49.35660580021482
2023-09-25,62.42158968850698
2023-09-26,75.48657357679913
2023-09-27,85.64822771213748
2023-09-28,90.0032223415682
2023-09-29,60.96992481203007
2023-09-30,39.19495166487648
2023-10-01,55.16326530612245
2023-10-02,75.48657357679913
2023-10-03,88.55155746509129
2023-10-04,71.13157894736841
2023-10-05,65.32491944146079
2023-10-06,49.35660580021482
2023-10-07,26.129967776584316
2023-10-08,42.098281417830286
2023-10-09,56.61493018259935
2023-10-10,66.77658431793769
2023-10-11,84.19656283566057
2023-10-12,68.2282491944146
2023-10-13,69.67991407089151
2023-10-14,40.64661654135338
2023-10-15,68.2282491944146
2023-10-16,78.38990332975295
2023-10-17,71.13157894736841
2023-10-18,76.93823845327604
2023-10-19,71.13157894736841
2023-10-20,52.25993555316863
2023-10-21,49.35660580021482
2023-10-22,63.87325456498388
2023-10-23,87.09989258861438
2023-10-24,75.48657357679913
2023-10-25,90.0032223415682
2023-10-26,66.77658431793769
2023-10-27,58.066595059076256
2023-10-28,37.743286788399566
2023-10-29,59.51825993555317
2023-10-30,79.84156820622985
2023-10-31,82.74489795918367
2023-11-01,84.19656283566057
2023-11-02,95.80988184747582
2023-11-03,53.711600429645536
2023-11-04,53.711600429645536
2023-11-05,76.93823845327604
2023-11-06,72.58324382384532
2023-11-07,74.03490870032223
2023-11-08,92.90655209452201
2023-11-09,63.87325456498388
2023-11-10,69.67991407089151
2023-11-11,55.16326530612245
2023-11-12,78.38990332975295
2023-11-13,84.19656283566057
2023-11-14,87.09989258861438
2023-11-15,84.19656283566057
2023-11-16,92.90655209452201
2023-11-17,65.32491944146079
2023-11-18,68.2282491944146
2023-11-19,65.32491944146079
2023-11-20,66.77658431793769
2023-11-21,84.19656283566057
2023-11-22,45.0016111707841
2023-11-23,49.35660580021482
2023-11-24,27.581632653061224
2023-11-25,49.35660580021482
2023-11-26,63.87325456498388
2023-11-27,97.26154672395273
2023-11-28,117.58485499462942
2023-11-29,145.16648764769064
2023-11-30,98.71321160042964
2023-12-01,91.4548872180451
2023-12-02,66.77658431793769
2023-12-03,62.42158968850698
2023-12-04,100.16487647690654
2023-12-05,103.06820622986035
2023-12-06,104.51987110633726
2023-12-07,94.35821697099892
2023-12-08,92.90655209452201
2023-12-09,71.13157894736841
2023-12-10,60.96992481203007
2023-12-11,108.87486573576798
2023-12-12,132.1015037593985
2023-12-13,98.71321160042964
2023-12-14,113.2298603651987
2023-12-15,114.68152524167562
2023-12-16,45.0016111707841
2023-12-17,65.32491944146079
2023-12-18,104.51987110633726
2023-12-19,94.35821697099892
2023-12-20,103.06820622986035
2023-12-21,92.90655209452201
2023-12-22,86.17047300306515
2023-12-23,46.727676115375544
2023-12-24,49.223831573707784
2023-12-25,62.023267008985876
2023-12-26,41.93895234602185
2023-12-27,46.20543082444787
2023-12-28,57.756788530559845
2023-12-29,47.975753844541664
2023-12-30,54.01255534306148
2023-12-31,40.69087461685572
2024-01-01,54.738387781299934
2024-01-02,43.709275366115634
2024-01-03,65.04166775824578
2024-01-04,66.81199077833958
2024-01-05,78.88559377537922
2024-01-06,32.15791766000366
2024-01-07,42.461197636949514
2024-01-08,77.84110319352388
2024-01-09,83.8779046920437
2024-01-10,75.86719302611931
2024-01-11,79.61142621361766
2024-01-12,54.01255534306148
2024-01-13,47.975753844541664
2024-01-14,46.20543082444787
2024-01-15,49.223831573707784
2024-01-16,82.62982696287757
2024-01-17,68.58231379843336
2024-01-18,85.64822771213748
2024-01-19,62.023267008985876
2024-01-20,40.73513269235807
2024-01-21,38.6461515286474
2024-01-22,68.93637840245212
2024-01-23,69.98086898430745
2024-01-24,79.38128422100547
2024-01-25,80.42577480286081
2024-01-26,81.47026538471614
2024-01-27,35.512679783081396
2024-01-28,69.98086898430745
2024-01-29,64.75841607503078
2024-01-30,60.58045374760944
2024-01-31,73.11434072987346
2024-02-01,77.2923030572948
2024-02-02,56.4024914201881
2024-02-03,44.91309501977941
2024-02-04,61.624944329464775
2024-02-05,87.73720887584815
2024-02-06,61.624944329464775
2024-02-07,66.84739723874145
2024-02-08,72.06985014801813
2024-02-09,67.89188782059679
2024-02-10,42.82411385606874
2024-02-11,52.22452909276676
2024-02-12,62.66943491132011
2024-02-13,61.624944329464775
2024-02-14,88.7816994577035
2024-02-15,69.98086898430745
2024-02-16,62.66943491132011
2024-02-17,43.86860443792408
2024-02-18,61.624944329464775
2024-02-19,67.89188782059679
2024-02-20,83.55924654842681
2024-02-21,80.42577480286081
2024-02-22,73.11434072987346
2024-02-23,75.20332189358413
2024-02-24,48.04656676534542
2024-02-25,56.4024914201881
2024-02-26,76.24781247543947
2024-02-27,82.51475596657147
2024-02-28,58.49147258389877
2024-02-29,68.93637840245212
2024-03-01,69.98086898430745
2024-03-02,37.601660946792066
2024-03-03,40.73513269235807
2024-03-04,65.80290665688611
2024-03-05,57.446982002043434
2024-03-06,71.02535956616279
2024-03-07,68.93637840245212
2024-03-08,59.535963165754104
2024-03-09,49.09105734720075
2024-03-10,49.09105734720075
2024-03-11,68.93637840245212
2024-03-12,81.47026538471614
2024-03-13,84.60373713028216
2024-03-14,56.4024914201881
2024-03-15,44.91309501977941
2024-03-16,57.446982002043434
2024-03-17,56.4024914201881
2024-03-18,76.24781247543947
2024-03-19,64.75841607503078
2024-03-20,65.80290665688611
2024-03-21,71.02535956616279
2024-03-22,58.49147258389877
2024-03-23,40.73513269235807
2024-03-24,44.91309501977941
2024-03-25,59.535963165754104
2024-03-26,59.535963165754104
2024-03-27,83.55924654842681
2024-03-28,66.84739723874145
2024-03-29,30.29022687380472
2024-03-30,63.713925493175445
2024-03-31,41.77962327421341
2024-04-01,74.15883131172879
2024-04-02,36.55717036493673
2024-04-03,50.13554792905609
2024-04-04,67.89188782059679
2024-04-05,60.58045374760944
2024-04-06,43.86860443792408
2024-04-07,58.49147258389877
2024-04-08,64.75841607503078
2024-04-09,69.98086898430745
2024-04-10,59.535963165754104
2024-04-11,67.89188782059679
2024-04-12,80.42577480286081
2024-04-13,34.46818920122606
2024-04-14,56.4024914201881
2024-04-15,74.15883131172879
2024-04-16,72.06985014801813
2024-04-17,80.42577480286081
2024-04-18,63.713925493175445
2024-04-19,87.73720887584815
2024-04-20,43.86860443792408
2024-04-21,49.09105734720075
2024-04-22,97.13762411254618
2024-04-23,64.75841607503078
2024-04-24,77.2923030572948
2024-04-25,81.47026538471614
2024-04-26,101.31558643996752
2024-04-27,66.84739723874145
2024-04-28,55.358000838332764
2024-04-29,68.93637840245212
2024-04-30,59.535963165754104
2024-05-01,77.2923030572948
2024-05-02,88.7816994577035
2024-05-03,57.446982002043434
2024-05-04,42.82411385606874
2024-05-05,39.690642110502736
2024-05-06,74.15883131172879
2024-05-07,66.84739723874145
2024-05-08,67.89188782059679
2024-05-09,68.93637840245212
2024-05-10,72.06985014801813
2024-05-11,51.18003851091142
2024-05-12,79.38128422100547
2024-05-13,65.80290665688611
2024-05-14,67.89188782059679
2024-05-15,71.02535956616279
2024-05-16,68.93637840245212
2024-05-17,77.2923030572948
2024-05-18,24.02328338267271
2024-05-19,66.84739723874145
2024-05-20,74.15883131172879
2024-05-21,63.713925493175445
2024-05-22,67.89188782059679
2024-05-23,68.93637840245212
2024-05-24,42.82411385606874
2024-05-25,40.73513269235807
2024-05-26,32.37920803751539
2024-05-27,53.26901967462209
2024-05-28,47.00207618349008
2024-05-29,53.26901967462209
2024-05-30,53.26901967462209
2024-05-31,40.73513269235807
2024-06-01,40.73513269235807
2024-06-02,38.6461515286474
2024-06-03,45.95758560163475
2024-06-04,58.49147258389877
2024-06-05,73.11434072987346
2024-06-06,68.93637840245212
2024-06-07,76.24781247543947
2024-06-08,64.75841607503078
2024-06-09,92.95966178512484
2024-06-10,69.98086898430745
2024-06-11,73.11434072987346
2024-06-12,59.535963165754104
2024-06-13,64.75841607503078
2024-06-14,62.66943491132011
2024-06-15,62.66943491132011
2024-06-16,81.47026538471614
2024-06-17,76.24781247543947
2024-06-18,58.49147258389877
2024-06-19,54.31351025647743
2024-06-20,56.4024914201881
2024-06-21,54.31351025647743
2024-06-22,71.02535956616279
2024-06-23,55.358000838332764
2024-06-24,59.535963165754104
2024-06-25,48.04656676534542
2024-06-26,44.91309501977941
2024-06-27,40.73513269235807
2024-06-28,36.55717036493673
2024-06-29,39.690642110502736
2024-06-30,41.77962327421341
2024-07-01,59.535963165754104
2024-07-02,49.09105734720075
2024-07-03,30.29022687380472
2024-07-04,45.95758560163475
2024-07-05,39.690642110502736
2024-07-06,44.91309501977941
2024-07-07,54.31351025647743
2024-07-08,58.49147258389877
2024-07-09,66.84739723874145
2024-07-10,73.11434072987346
2024-07-11,48.04656676534542
2024-07-12,49.09105734720075
2024-07-13,48.04656676534542
2024-07-14,47.00207618349008
2024-07-15,37.601660946792066
2024-07-16,56.4024914201881
2024-07-17,44.91309501977941
2024-07-18,44.91309501977941
2024-07-19,44.91309501977941
2024-07-20,42.82411385606874
2024-07-21,48.04656676534542
2024-07-22,27.156755128238714
2024-07-23,62.66943491132011
2024-07-24,48.04656676534542
2024-07-25,31.334717455660055
2024-07-26,37.601660946792066
2024-07-27,34.46818920122606
2024-07-28,54.31351025647743
2024-07-29,52.22452909276676
2024-07-30,54.31351025647743
2024-07-31,50.13554792905609
2024-08-01,55.358000838332764
2024-08-02,37.601660946792066
2024-08-03,37.601660946792066
2024-08-04,50.13554792905609
2024-08-05,35.512679783081396
2024-08-06,49.09105734720075
2024-08-07,56.4024914201881
2024-08-08,56.4024914201881
2024-08-09,51.18003851091142
2024-08-10,49.09105734720075
2024-08-11,61.624944329464775
2024-08-12,55.358000838332764
2024-08-13,62.66943491132011
2024-08-14,64.75841607503078
2024-08-15,99.22660527625683
2024-08-16,34.46818920122606
2024-08-17,43.86860443792408
2024-08-18,57.01874086348275
2024-08-19,41.94674176731026
2024-08-20,68.68570066280684
2024-08-21,66.98318101438264
2024-08-22,58.857044287548135
2024-08-23,62.920112650965386
2024-08-24,41.94674176731026
2024-08-25,53.61370156663435
2024-08-26,73.92904338372061
2024-08-27,89.1368262555343
2024-08-28,53.61370156663435
2024-08-29,69.86597502030335
2024-08-30,79.1723861046344
2024-08-31,37.883673403893
2024-09-01,49.550633203217096
2024-09-02,39.5861930523172
2024-09-03,65.80290665688611
2024-09-04,58.857044287548135
2024-09-05,59.3792895784758
2024-09-06,65.80290665688611
2024-09-07,48.37035884572057
2024-09-08,44.82953577323099
2024-09-09,92.01962026145503
2024-09-10,104.20882535170679
2024-09-11,87.95655189803776
2024-09-12,96.08268862487228
2024-09-13,73.92904338372061
2024-09-14,50.07287849414476
2024-09-15,55.31622121505855
2024-09-16,86.85983678708966
2024-09-17,101.33647625160461
2024-09-18,94.756185585916
2024-09-19,88.17589492022738
2024-09-20,94.756185585916
2024-09-21,32.901453328443054
2024-09-22,60.538674124335216
2024-09-23,75.01531358885016
2024-09-24,103.96859251788005
2024-09-25,85.54377865395193
2024-09-26,75.01531358885016
