Time,nobleman
2023-02-09,22.602391052834555
2023-02-10,46.460470497493255
2023-02-11,33.90358657925183
2023-02-12,19.4631700732742
2023-02-13,26.997300424219052
2023-02-14,38.9263401465484
2023-02-15,41.437716930196686
2023-02-16,22.602391052834555
2023-02-17,26.36945622830698
2023-02-18,18.83532587736213
2023-02-19,32.64789818742769
2023-02-20,32.64789818742769
2023-02-21,19.4631700732742
2023-02-22,35.78711916698804
2023-02-23,25.11376783648284
2023-02-24,22.602391052834555
2023-02-25,18.20748168145006
2023-02-26,26.997300424219052
2023-02-27,32.64789818742769
2023-02-28,29.508677207867336
2023-03-01,27.625144620131124
2023-03-02,23.858079444658696
2023-03-03,25.741612032394908
2023-03-04,28.880833011955264
2023-03-05,17.579637485537987
2023-03-06,25.741612032394908
2023-03-07,24.485923640570768
2023-03-08,23.858079444658696
2023-03-09,32.64789818742769
2023-03-10,21.974546856922483
2023-03-11,0.0
2023-03-12,16.951793289625915
2023-03-13,38.29849595063633
2023-03-14,32.02005399151562
2023-03-15,24.485923640570768
2023-03-16,28.880833011955264
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,26.997300424219052
2023-03-20,0.0
2023-03-21,28.880833011955264
2023-03-22,26.36945622830698
2023-03-23,35.15927497107597
2023-03-24,56.505977632086385
2023-03-25,43.94909371384497
2023-03-26,34.531430775163905
2023-03-27,20.718858465098343
2023-03-28,15.696104897801774
2023-03-29,15.696104897801774
2023-03-30,18.20748168145006
2023-03-31,26.36945622830698
2023-04-01,22.602391052834555
2023-04-02,42.065561126108754
2023-04-03,35.15927497107597
2023-04-04,16.951793289625915
2023-04-05,26.997300424219052
2023-04-06,17.579637485537987
2023-04-07,22.602391052834555
2023-04-08,20.09101426918627
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,26.997300424219052
2023-04-12,19.4631700732742
2023-04-13,28.880833011955264
2023-04-14,30.136521403779405
2023-04-15,18.83532587736213
2023-04-16,23.230235248746627
2023-04-17,0.0
2023-04-18,29.508677207867336
2023-04-19,21.974546856922483
2023-04-20,18.20748168145006
2023-04-21,21.34670266101041
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,23.858079444658696
2023-04-25,21.974546856922483
2023-04-26,33.283042897245714
2023-04-27,14.433115992071677
2023-04-28,0.0
2023-04-29,35.925828931201174
2023-04-30,27.406129202952492
2023-05-01,50.081525394846594
2023-05-02,27.406129202952492
2023-05-03,18.849926905174037
2023-05-04,31.23159848967255
2023-05-05,0.0
2023-05-06,22.0840545655118
2023-05-07,26.223445950187894
2023-05-08,16.798482497600872
2023-05-09,18.849926905174037
2023-05-10,35.64840940277491
2023-05-11,24.449421071040994
2023-05-12,23.858079444658696
2023-05-13,0.0
2023-05-14,0.0
2023-05-15,17.075902026027137
2023-05-16,16.48456039964484
2023-05-17,28.866231984143354
2023-05-18,23.858079444658696
2023-05-19,16.48456039964484
2023-05-20,0.0
2023-05-21,19.441268531556336
2023-05-22,17.075902026027137
2023-05-23,18.258585278791738
2023-05-24,27.683548731378757
2023-05-25,18.309688876133418
2023-05-26,19.974206046691
2023-05-27,0.0
2023-05-28,0.0
2023-05-29,0.0
2023-05-30,0.0
2023-05-31,14.98065453501825
2023-06-01,0.0
2023-06-02,0.0
2023-06-03,17.75484981928089
2023-06-04,24.41291850151122
2023-06-05,23.858079444658696
2023-06-06,0.0
2023-06-07,19.974206046691
2023-06-08,0.0
2023-06-09,20.529045103543528
2023-06-10,0.0
2023-06-11,21.083884160396057
2023-06-12,33.8451824680042
2023-06-13,19.974206046691
2023-06-14,0.0
2023-06-15,18.309688876133418
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,0.0
2023-06-19,23.858079444658696
2023-06-20,23.858079444658696
2023-06-21,0.0
2023-06-22,0.0
2023-06-23,18.864527932985943
2023-06-24,0.0
2023-06-25,26.077435672068805
2023-06-26,0.0
2023-06-27,21.083884160396057
2023-06-28,16.090332648723304
2023-06-29,18.309688876133418
2023-06-30,22.748401330953637
2023-07-01,18.309688876133418
2023-07-02,0.0
2023-07-03,17.20001076242836
2023-07-04,0.0
2023-07-05,16.090332648723304
2023-07-06,0.0
2023-07-07,16.090332648723304
2023-07-08,0.0
2023-07-09,26.077435672068805
2023-07-10,0.0
2023-07-11,24.41291850151122
2023-07-12,34.40002152485672
2023-07-13,0.0
2023-07-14,0.0
2023-07-15,22.19356227410111
2023-07-16,25.522596615216276
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,17.75484981928089
2023-07-21,18.309688876133418
2023-07-22,22.19356227410111
2023-07-23,0.0
2023-07-24,0.0
2023-07-25,24.96775755836375
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,26.63227472892133
2023-07-29,24.96775755836375
2023-07-30,32.18066529744661
2023-07-31,27.74195284262639
2023-08-01,17.20001076242836
2023-08-02,0.0
2023-08-03,0.0
2023-08-04,0.0
2023-08-05,19.974206046691
2023-08-06,0.0
2023-08-07,24.41291850151122
2023-08-08,0.0
2023-08-09,19.419366989838473
2023-08-10,26.63227472892133
2023-08-11,0.0
2023-08-12,21.083884160396057
2023-08-13,0.0
2023-08-14,0.0
2023-08-15,17.75484981928089
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,0.0
2023-08-19,27.74195284262639
2023-08-20,36.619377752266836
2023-08-21,18.309688876133418
2023-08-22,18.309688876133418
2023-08-23,19.974206046691
2023-08-24,25.522596615216276
2023-08-25,19.974206046691
2023-08-26,0.0
2023-08-27,29.40647001318397
2023-08-28,17.75484981928089
2023-08-29,32.73550435429914
2023-08-30,17.20001076242836
2023-08-31,17.75484981928089
2023-09-01,24.41291850151122
2023-09-02,0.0
2023-09-03,0.0
2023-09-04,0.0
2023-09-05,16.645171705575834
2023-09-06,23.858079444658696
2023-09-07,15.535493591870777
2023-09-08,0.0
2023-09-09,0.0
2023-09-10,27.18711378577386
2023-09-11,15.535493591870777
2023-09-12,18.864527932985943
2023-09-13,21.638723217248582
2023-09-14,22.748401330953637
2023-09-15,16.645171705575834
2023-09-16,19.419366989838473
2023-09-17,0.0
2023-09-18,31.070987183741554
2023-09-19,23.858079444658696
2023-09-20,44.38712454820222
2023-09-21,32.18066529744661
2023-09-22,20.529045103543528
2023-09-23,0.0
2023-09-24,0.0
2023-09-25,19.974206046691
2023-09-26,22.748401330953637
2023-09-27,37.72905586597189
2023-09-28,32.18066529744661
2023-09-29,28.851630956331444
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,26.63227472892133
2023-10-03,29.9613090700365
2023-10-04,31.070987183741554
2023-10-05,28.296791899478915
2023-10-06,55.48390568525278
2023-10-07,23.303240387806166
2023-10-08,23.858079444658696
2023-10-09,21.083884160396057
2023-10-10,26.63227472892133
2023-10-11,23.303240387806166
2023-10-12,0.0
2023-10-13,22.19356227410111
2023-10-14,20.529045103543528
2023-10-15,0.0
2023-10-16,25.522596615216276
2023-10-17,19.974206046691
2023-10-18,26.077435672068805
2023-10-19,27.18711378577386
2023-10-20,24.41291850151122
2023-10-21,0.0
2023-10-22,31.070987183741554
2023-10-23,25.522596615216276
2023-10-24,29.9613090700365
2023-10-25,25.522596615216276
2023-10-26,22.19356227410111
2023-10-27,26.63227472892133
2023-10-28,0.0
2023-10-29,19.974206046691
2023-10-30,19.974206046691
2023-10-31,32.73550435429914
2023-11-01,32.73550435429914
2023-11-02,35.50969963856178
2023-11-03,0.0
2023-11-04,28.296791899478915
2023-11-05,27.74195284262639
2023-11-06,18.864527932985943
2023-11-07,31.070987183741554
2023-11-08,34.40002152485672
2023-11-09,30.51614812688903
2023-11-10,0.0
2023-11-11,20.529045103543528
2023-11-12,22.19356227410111
2023-11-13,18.309688876133418
2023-11-14,25.522596615216276
2023-11-15,0.0
2023-11-16,26.63227472892133
2023-11-17,21.638723217248582
2023-11-18,19.419366989838473
2023-11-19,0.0
2023-11-20,20.529045103543528
2023-11-21,16.645171705575834
2023-11-22,19.974206046691
2023-11-23,18.309688876133418
2023-11-24,0.0
2023-11-25,20.529045103543528
2023-11-26,26.63227472892133
2023-11-27,18.864527932985943
2023-11-28,41.612929263939584
2023-11-29,25.522596615216276
2023-11-30,26.077435672068805
2023-12-01,17.20001076242836
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,22.19356227410111
2023-12-05,19.419366989838473
2023-12-06,18.864527932985943
2023-12-07,18.864527932985943
2023-12-08,27.18711378577386
2023-12-09,0.0
2023-12-10,0.0
2023-12-11,24.41291850151122
2023-12-12,29.9613090700365
2023-12-13,25.522596615216276
2023-12-14,0.0
2023-12-15,31.070987183741554
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,0.0
2023-12-19,18.309688876133418
2023-12-20,20.529045103543528
2023-12-21,38.283894922824416
2023-12-22,0.0
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,30.135142765960254
2023-12-26,0.0
2023-12-27,18.078364192712375
2023-12-28,20.547925279910977
2023-12-29,29.316491515000344
2023-12-30,18.6332032495649
2023-12-31,26.028279176841835
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,23.836137618069493
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,16.982293413326204
2024-01-09,0.0
2024-01-10,24.113557146495754
2024-01-11,18.6332032495649
2024-01-12,19.45185450052481
2024-01-13,0.0
2024-01-14,18.6332032495649
2024-01-15,0.0
2024-01-16,0.0
2024-01-17,20.270505751484713
2024-01-18,0.0
2024-01-19,18.35578372113864
2024-01-20,0.0
2024-01-21,24.896659236547574
2024-01-22,23.814195791480287
2024-01-23,30.308976461884004
2024-01-24,19.484342011211147
2024-01-25,25.97912268161486
2024-01-26,0.0
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,23.814195791480287
2024-01-30,20.56680545627843
2024-01-31,22.731732346413004
2024-02-01,18.40187856614386
2024-02-02,29.226513016816718
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,21.649268901345717
2024-02-06,37.886220577355004
2024-02-07,28.144049571749434
2024-02-08,0.0
2024-02-09,24.896659236547574
2024-02-10,30.308976461884004
2024-02-11,24.896659236547574
2024-02-12,22.731732346413004
2024-02-13,23.814195791480287
2024-02-14,25.97912268161486
2024-02-15,23.814195791480287
2024-02-16,22.731732346413004
2024-02-17,19.484342011211147
2024-02-18,24.896659236547574
2024-02-19,0.0
2024-02-20,21.649268901345717
2024-02-21,0.0
2024-02-22,28.144049571749434
2024-02-23,17.319415121076574
2024-02-24,22.731732346413004
2024-02-25,0.0
2024-02-26,27.061586126682148
2024-02-27,19.484342011211147
2024-02-28,19.484342011211147
2024-02-29,0.0
2024-03-01,21.649268901345717
2024-03-02,23.814195791480287
2024-03-03,23.814195791480287
2024-03-04,31.39143990695129
2024-03-05,22.731732346413004
2024-03-06,23.814195791480287
2024-03-07,16.236951676009287
2024-03-08,20.56680545627843
2024-03-09,19.484342011211147
2024-03-10,22.731732346413004
2024-03-11,0.0
2024-03-12,22.731732346413004
2024-03-13,22.731732346413004
2024-03-14,23.814195791480287
2024-03-15,17.319415121076574
2024-03-16,19.484342011211147
2024-03-17,20.56680545627843
2024-03-18,0.0
2024-03-19,20.56680545627843
2024-03-20,34.63883024215315
2024-03-21,18.40187856614386
2024-03-22,16.236951676009287
2024-03-23,20.56680545627843
2024-03-24,30.308976461884004
2024-03-25,20.56680545627843
2024-03-26,0.0
2024-03-27,18.40187856614386
2024-03-28,16.236951676009287
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,23.814195791480287
2024-04-01,0.0
2024-04-02,28.144049571749434
2024-04-03,22.731732346413004
2024-04-04,0.0
2024-04-05,23.814195791480287
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.0
2024-04-09,43.298537802691435
2024-04-10,32.473903352018574
2024-04-11,0.0
2024-04-12,21.649268901345717
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,20.56680545627843
2024-04-16,18.40187856614386
2024-04-17,0.0
2024-04-18,27.061586126682148
2024-04-19,21.649268901345717
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,0.0
2024-04-23,28.144049571749434
2024-04-24,0.0
2024-04-25,16.236951676009287
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,0.0
2024-04-30,19.484342011211147
2024-05-01,0.0
2024-05-02,19.484342011211147
2024-05-03,31.39143990695129
2024-05-04,43.298537802691435
2024-05-05,108.24634450672859
2024-05-06,35.72129368722043
2024-05-07,31.39143990695129
2024-05-08,25.97912268161486
2024-05-09,24.896659236547574
2024-05-10,22.731732346413004
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,23.814195791480287
2024-05-14,0.0
2024-05-15,24.896659236547574
2024-05-16,0.0
2024-05-17,24.896659236547574
2024-05-18,25.97912268161486
2024-05-19,32.473903352018574
2024-05-20,0.0
2024-05-21,20.56680545627843
2024-05-22,17.319415121076574
2024-05-23,0.0
2024-05-24,20.56680545627843
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,23.814195791480287
2024-05-29,27.061586126682148
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,27.061586126682148
2024-06-06,33.556366797085865
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,19.484342011211147
2024-06-13,0.0
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,17.319415121076574
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,24.896659236547574
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,29.226513016816718
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,19.484342011211147
2024-07-04,30.308976461884004
2024-07-05,0.0
2024-07-06,23.814195791480287
2024-07-07,19.484342011211147
2024-07-08,0.0
2024-07-09,21.649268901345717
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.0
2024-07-13,0.0
2024-07-14,21.649268901345717
2024-07-15,0.0
2024-07-16,24.896659236547574
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,22.731732346413004
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,19.484342011211147
2024-07-29,19.484342011211147
2024-07-30,23.814195791480287
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,24.896659236547574
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,20.56680545627843
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.0
2024-08-13,19.484342011211147
2024-08-14,28.144049571749434
2024-08-15,22.731732346413004
2024-08-16,25.97912268161486
2024-08-17,25.97912268161486
2024-08-18,0.0
2024-08-19,18.063708201432306
2024-08-20,0.0
2024-08-21,19.62756710685369
2024-08-22,23.837748362763726
2024-08-23,25.94283899071875
2024-08-24,0.0
2024-08-25,22.955640912600842
2024-08-26,18.404583929061552
2024-08-27,26.283714718347994
2024-08-28,21.732657734808708
2024-08-29,26.82494644088164
2024-08-30,0.0
2024-08-31,68.18517128254403
2024-09-01,27.165822168510886
2024-09-02,30.153020246628795
2024-09-03,23.837748362763726
2024-09-04,0.0
2024-09-05,28.047929618673773
2024-09-06,19.62756710685369
2024-09-07,25.94283899071875
2024-09-08,0.0
2024-09-09,0.0
2024-09-10,23.496872635134483
2024-09-11,20.509674557016574
2024-09-12,26.82494644088164
2024-09-13,29.270912796465907
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,19.089040747237735
2024-09-17,39.541584404992456
2024-09-18,19.770792202496228
2024-09-19,19.770792202496228
2024-09-20,20.452543657754717
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,21.13429511301321
2024-09-24,27.951809665598113
2024-09-25,0.0
2024-09-26,32.724069852407546
2024-09-27,20.452543657754717
2024-09-28,23.17954947878868
2024-09-29,0.0
2024-09-30,16.362034926203773
2024-10-01,27.270058210339624
2024-10-02,31.360566941890568
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,21.13429511301321
2024-10-08,26.58830675508113
2024-10-09,19.089040747237735
2024-10-10,23.17954947878868
2024-10-11,19.770792202496228
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.0
2024-10-15,23.86130093404717
2024-10-16,0.0
2024-10-17,23.17954947878868
2024-10-18,23.17954947878868
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,21.816046568271698
2024-10-22,29.315312576115094
2024-10-23,25.22480384456415
2024-10-24,19.770792202496228
2024-10-25,25.906555299822642
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,17.043786381462265
2024-10-29,20.452543657754717
2024-10-30,21.816046568271698
2024-10-31,0.0
2024-11-01,34.08757276292453
2024-11-02,0.0
2024-11-03,19.770792202496228
2024-11-04,22.497798023530187
2024-11-05,15.680283470945284
2024-11-06,19.770792202496228
2024-11-07,32.04231839714906
2024-11-08,19.089040747237735
2024-11-09,21.816046568271698
2024-11-10,0.0
2024-11-11,0.0
2024-11-12,25.906555299822642
2024-11-13,32.724069852407546
2024-11-14,19.089040747237735
2024-11-15,24.54305238930566
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,25.22480384456415
2024-11-19,17.725537836720754
2024-11-20,20.452543657754717
2024-11-21,21.13429511301321
2024-11-22,40.22333586025094
2024-11-23,0.0
2024-11-24,26.58830675508113
2024-11-25,17.043786381462265
2024-11-26,28.633561120856605
2024-11-27,29.315312576115094
2024-11-28,0.0
2024-11-29,20.452543657754717
2024-11-30,0.0
2024-12-01,19.770792202496228
2024-12-02,26.58830675508113
