Time,precious
2022-09-06,50.223880597014926
2022-09-07,51.11194029850746
2022-09-08,49.83582089552239
2022-09-09,49.83582089552239
2022-09-10,47.17164179104478
2022-09-11,52.0
2022-09-12,48.94776119402985
2022-09-13,56.82835820895522
2022-09-14,53.776119402985074
2022-09-15,52.88805970149254
2022-09-16,50.223880597014926
2022-09-17,47.67164179104478
2022-09-18,49.33582089552239
2022-09-19,50.223880597014926
2022-09-20,45.8955223880597
2022-09-21,62.04477611940298
2022-09-22,52.88805970149254
2022-09-23,50.223880597014926
2022-09-24,45.8955223880597
2022-09-25,48.059701492537314
2022-09-26,52.0
2022-09-27,48.11940298507462
2022-09-28,45.014925373134325
2022-09-29,45.7910447761194
2022-09-30,45.014925373134325
2022-10-01,50.447761194029844
2022-10-02,51.99999999999999
2022-10-03,55.880597014925364
2022-10-04,51.99999999999999
2022-10-05,45.7910447761194
2022-10-06,47.34328358208955
2022-10-07,48.11940298507462
2022-10-08,45.7910447761194
2022-10-09,48.11940298507462
2022-10-10,47.34328358208955
2022-10-11,51.22388059701492
2022-10-12,45.014925373134325
2022-10-13,55.880597014925364
2022-10-14,52.77611940298507
2022-10-15,51.22388059701492
2022-10-16,48.11940298507462
2022-10-17,48.895522388059696
2022-10-18,50.447761194029844
2022-10-19,47.34328358208955
2022-10-20,55.880597014925364
2022-10-21,53.55223880597014
2022-10-22,48.11940298507462
2022-10-23,48.11940298507462
2022-10-24,49.67164179104477
2022-10-25,54.328358208955216
2022-10-26,50.447761194029844
2022-10-27,53.55223880597014
2022-10-28,45.014925373134325
2022-10-29,43.46268656716418
2022-10-30,48.11940298507462
2022-10-31,50.447761194029844
2022-11-01,50.447761194029844
2022-11-02,48.895522388059696
2022-11-03,53.55223880597014
2022-11-04,52.77611940298507
2022-11-05,50.447761194029844
2022-11-06,48.895522388059696
2022-11-07,49.67164179104477
2022-11-08,47.34328358208955
2022-11-09,45.7910447761194
2022-11-10,51.22388059701492
2022-11-11,55.10447761194029
2022-11-12,51.99999999999999
2022-11-13,57.43283582089551
2022-11-14,55.10447761194029
2022-11-15,55.880597014925364
2022-11-16,60.537313432835816
2022-11-17,56.65671641791044
2022-11-18,54.328358208955216
2022-11-19,54.328358208955216
2022-11-20,50.447761194029844
2022-11-21,52.77611940298507
2022-11-22,46.56716417910447
2022-11-23,49.67164179104477
2022-11-24,47.34328358208955
2022-11-25,50.447761194029844
2022-11-26,55.10447761194029
2022-11-27,57.43283582089551
2022-11-28,52.77611940298507
2022-11-29,55.10447761194029
2022-11-30,51.99999999999999
2022-12-01,58.208955223880594
2022-12-02,54.328358208955216
2022-12-03,60.537313432835816
2022-12-04,59.76119402985074
2022-12-05,55.880597014925364
2022-12-06,56.65671641791044
2022-12-07,55.10447761194029
2022-12-08,55.10447761194029
2022-12-09,60.537313432835816
2022-12-10,59.76119402985074
2022-12-11,61.31343283582089
2022-12-12,53.55223880597014
2022-12-13,54.328358208955216
2022-12-14,50.447761194029844
2022-12-15,54.328358208955216
2022-12-16,54.328358208955216
2022-12-17,51.22388059701492
2022-12-18,53.55223880597014
2022-12-19,55.880597014925364
2022-12-20,50.447761194029844
2022-12-21,52.77611940298507
2022-12-22,51.99999999999999
2022-12-23,51.22388059701492
2022-12-24,55.880597014925364
2022-12-25,53.55223880597014
2022-12-26,54.328358208955216
2022-12-27,55.10447761194029
2022-12-28,49.67164179104477
2022-12-29,55.10447761194029
2022-12-30,49.67164179104477
2022-12-31,47.34328358208955
2023-01-01,47.34328358208955
2023-01-02,46.56716417910447
2023-01-03,47.34328358208955
2023-01-04,51.99999999999999
2023-01-05,50.447761194029844
2023-01-06,45.014925373134325
2023-01-07,46.56716417910447
2023-01-08,54.328358208955216
2023-01-09,45.7910447761194
2023-01-10,46.56716417910447
2023-01-11,49.67164179104477
2023-01-12,48.895522388059696
2023-01-13,50.447761194029844
2023-01-14,48.895522388059696
2023-01-15,55.10447761194029
2023-01-16,48.895522388059696
2023-01-17,49.67164179104477
2023-01-18,55.10447761194029
2023-01-19,51.22388059701492
2023-01-20,51.22388059701492
2023-01-21,57.43283582089551
2023-01-22,56.65671641791044
2023-01-23,51.22388059701492
2023-01-24,53.55223880597014
2023-01-25,51.22388059701492
2023-01-26,48.895522388059696
2023-01-27,51.99999999999999
2023-01-28,77.61194029850745
2023-01-29,64.41791044776119
2023-01-30,55.10447761194029
2023-01-31,53.55223880597014
2023-02-01,56.65671641791044
2023-02-02,58.98507462686567
2023-02-03,58.98507462686567
2023-02-04,58.98507462686567
2023-02-05,65.97014925373134
2023-02-06,54.328358208955216
2023-02-07,55.10447761194029
2023-02-08,52.77611940298507
2023-02-09,57.43283582089551
2023-02-10,61.31343283582089
2023-02-11,58.208955223880594
2023-02-12,50.447761194029844
2023-02-13,50.447761194029844
2023-02-14,55.880597014925364
2023-02-15,52.77611940298507
2023-02-16,51.22388059701492
2023-02-17,47.34328358208955
2023-02-18,46.56716417910447
2023-02-19,50.447761194029844
2023-02-20,48.11940298507462
2023-02-21,51.22388059701492
2023-02-22,52.77611940298507
2023-02-23,51.99999999999999
2023-02-24,52.77611940298507
2023-02-25,53.55223880597014
2023-02-26,69.07462686567163
2023-02-27,60.537313432835816
2023-02-28,58.208955223880594
2023-03-01,51.22388059701492
2023-03-02,53.55223880597014
2023-03-03,50.447761194029844
2023-03-04,48.895522388059696
2023-03-05,51.22388059701492
2023-03-06,50.447761194029844
2023-03-07,51.22388059701492
2023-03-08,51.22388059701492
2023-03-09,52.77611940298507
2023-03-10,53.55223880597014
2023-03-11,51.99999999999999
2023-03-12,51.22388059701492
2023-03-13,55.880597014925364
2023-03-14,58.208955223880594
2023-03-15,51.99999999999999
2023-03-16,57.43283582089551
2023-03-17,58.98507462686567
2023-03-18,54.328358208955216
2023-03-19,61.31343283582089
2023-03-20,57.43283582089551
2023-03-21,55.880597014925364
2023-03-22,57.43283582089551
2023-03-23,56.65671641791044
2023-03-24,55.880597014925364
2023-03-25,50.447761194029844
2023-03-26,54.328358208955216
2023-03-27,59.76119402985074
2023-03-28,61.31343283582089
2023-03-29,61.31343283582089
2023-03-30,54.328358208955216
2023-03-31,52.77611940298507
2023-04-01,54.328358208955216
2023-04-02,49.67164179104477
2023-04-03,53.55223880597014
2023-04-04,56.65671641791044
2023-04-05,58.98507462686567
2023-04-06,59.76119402985074
2023-04-07,55.880597014925364
2023-04-08,51.99999999999999
2023-04-09,59.76119402985074
2023-04-10,48.11940298507462
2023-04-11,55.880597014925364
2023-04-12,52.77611940298507
2023-04-13,57.43283582089551
2023-04-14,55.880597014925364
2023-04-15,49.67164179104477
2023-04-16,51.99999999999999
2023-04-17,52.77611940298507
2023-04-18,53.55223880597014
2023-04-19,52.77611940298507
2023-04-20,50.447761194029844
2023-04-21,45.7910447761194
2023-04-22,51.99999999999999
2023-04-23,50.447761194029844
2023-04-24,45.7910447761194
2023-04-25,52.77611940298507
2023-04-26,45.297150610583444
2023-04-27,49.42469470827679
2023-04-28,51.788331071913156
2023-04-29,52.77611940298507
2023-04-30,52.77611940298507
2023-05-01,56.51560379918588
2023-05-02,58.491180461329705
2023-05-03,52.77611940298507
2023-05-04,51.788331071913156
2023-05-05,52.77611940298507
2023-05-06,48.04884667571234
2023-05-07,53.763907734056986
2023-05-08,58.491180461329705
2023-05-09,53.763907734056986
2023-05-10,52.77611940298507
2023-05-11,55.139755766621434
2023-05-12,56.127544097693345
2023-05-13,55.139755766621434
2023-05-14,60.85481682496607
2023-05-15,55.139755766621434
2023-05-16,54.15196743554952
2023-05-17,47.06105834464043
2023-05-18,55.52781546811397
2023-05-19,49.03663500678425
2023-05-20,50.80054274084124
2023-05-21,50.80054274084124
2023-05-22,45.68521031207598
2023-05-23,52.38805970149253
2023-05-24,46.07327001356852
2023-05-25,46.77883310719131
2023-05-26,46.77883310719131
2023-05-27,52.77611940298507
2023-05-28,52.77611940298507
2023-05-29,52.77611940298507
2023-05-30,46.77883310719131
2023-05-31,47.978290366350066
2023-06-01,49.177747625508815
2023-06-02,45.57937584803256
2023-06-03,46.77883310719131
2023-06-04,46.77883310719131
2023-06-05,46.77883310719131
2023-06-06,45.57937584803256
2023-06-07,45.57937584803256
2023-06-08,52.77611940298507
2023-06-09,49.177747625508815
2023-06-10,44.37991858887381
2023-06-11,47.978290366350066
2023-06-12,44.37991858887381
2023-06-13,46.77883310719131
2023-06-14,45.57937584803256
2023-06-15,45.57937584803256
2023-06-16,45.57937584803256
2023-06-17,49.177747625508815
2023-06-18,47.978290366350066
2023-06-19,46.77883310719131
2023-06-20,45.57937584803256
2023-06-21,52.77611940298507
2023-06-22,43.18046132971506
2023-06-23,43.18046132971506
2023-06-24,45.57937584803256
2023-06-25,45.57937584803256
2023-06-26,47.978290366350066
2023-06-27,47.978290366350066
2023-06-28,53.97557666214382
2023-06-29,47.978290366350066
2023-06-30,49.177747625508815
2023-07-01,49.177747625508815
2023-07-02,50.37720488466756
2023-07-03,50.37720488466756
2023-07-04,58.773405698778824
2023-07-05,57.573948439620075
2023-07-06,63.57123473541383
2023-07-07,57.573948439620075
2023-07-08,52.77611940298507
2023-07-09,50.37720488466756
2023-07-10,52.77611940298507
2023-07-11,47.978290366350066
2023-07-12,47.978290366350066
2023-07-13,47.978290366350066
2023-07-14,49.177747625508815
2023-07-15,50.37720488466756
2023-07-16,55.17503392130257
2023-07-17,49.177747625508815
2023-07-18,47.978290366350066
2023-07-19,49.177747625508815
2023-07-20,49.177747625508815
2023-07-21,46.77883310719131
2023-07-22,46.77883310719131
2023-07-23,49.177747625508815
2023-07-24,46.77883310719131
2023-07-25,47.978290366350066
2023-07-26,46.77883310719131
2023-07-27,45.57937584803256
2023-07-28,51.57666214382632
2023-07-29,51.57666214382632
2023-07-30,51.57666214382632
2023-07-31,46.77883310719131
2023-08-01,47.978290366350066
2023-08-02,44.37991858887381
2023-08-03,49.177747625508815
2023-08-04,49.177747625508815
2023-08-05,53.97557666214382
2023-08-06,50.37720488466756
2023-08-07,47.978290366350066
2023-08-08,47.978290366350066
2023-08-09,40.781546811397554
2023-08-10,46.77883310719131
2023-08-11,50.37720488466756
2023-08-12,55.17503392130257
2023-08-13,52.77611940298507
2023-08-14,50.37720488466756
2023-08-15,44.37991858887381
2023-08-16,44.37991858887381
2023-08-17,49.177747625508815
2023-08-18,47.978290366350066
2023-08-19,49.177747625508815
2023-08-20,50.37720488466756
2023-08-21,52.77611940298507
2023-08-22,46.77883310719131
2023-08-23,47.978290366350066
2023-08-24,47.978290366350066
2023-08-25,45.57937584803256
2023-08-26,46.77883310719131
2023-08-27,51.57666214382632
2023-08-28,46.77883310719131
2023-08-29,47.978290366350066
2023-08-30,43.18046132971506
2023-08-31,49.177747625508815
2023-09-01,47.978290366350066
2023-09-02,65.97014925373134
2023-09-03,55.17503392130257
2023-09-04,55.17503392130257
2023-09-05,53.97557666214382
2023-09-06,59.97286295793758
2023-09-07,64.77069199457259
2023-09-08,58.773405698778824
2023-09-09,50.37720488466756
2023-09-10,47.978290366350066
2023-09-11,47.978290366350066
2023-09-12,44.37991858887381
2023-09-13,46.77883310719131
2023-09-14,47.978290366350066
2023-09-15,49.177747625508815
2023-09-16,47.978290366350066
2023-09-17,53.97557666214382
2023-09-18,53.97557666214382
2023-09-19,53.97557666214382
2023-09-20,50.37720488466756
2023-09-21,56.37449118046133
2023-09-22,53.97557666214382
2023-09-23,52.77611940298507
2023-09-24,52.77611940298507
2023-09-25,52.77611940298507
2023-09-26,51.57666214382632
2023-09-27,52.77611940298507
2023-09-28,47.978290366350066
2023-09-29,49.177747625508815
2023-09-30,51.57666214382632
2023-10-01,49.177747625508815
2023-10-02,47.978290366350066
2023-10-03,52.77611940298507
2023-10-04,50.37720488466756
2023-10-05,49.177747625508815
2023-10-06,50.37720488466756
2023-10-07,50.37720488466756
2023-10-08,47.978290366350066
2023-10-09,47.978290366350066
2023-10-10,46.77883310719131
2023-10-11,56.37449118046133
2023-10-12,52.77611940298507
2023-10-13,49.177747625508815
2023-10-14,49.177747625508815
2023-10-15,49.177747625508815
2023-10-16,46.77883310719131
2023-10-17,47.978290366350066
2023-10-18,47.978290366350066
2023-10-19,47.978290366350066
2023-10-20,45.57937584803256
2023-10-21,53.97557666214382
2023-10-22,51.57666214382632
2023-10-23,47.978290366350066
2023-10-24,47.978290366350066
2023-10-25,46.77883310719131
2023-10-26,52.77611940298507
2023-10-27,49.177747625508815
2023-10-28,46.77883310719131
2023-10-29,47.978290366350066
2023-10-30,46.77883310719131
2023-10-31,51.57666214382632
2023-11-01,47.978290366350066
2023-11-02,47.978290366350066
2023-11-03,52.77611940298507
2023-11-04,50.37720488466756
2023-11-05,55.17503392130257
2023-11-06,50.37720488466756
2023-11-07,47.978290366350066
2023-11-08,46.77883310719131
2023-11-09,49.177747625508815
2023-11-10,49.177747625508815
2023-11-11,47.978290366350066
2023-11-12,47.978290366350066
2023-11-13,47.978290366350066
2023-11-14,51.57666214382632
2023-11-15,50.37720488466756
2023-11-16,56.37449118046133
2023-11-17,46.77883310719131
2023-11-18,50.37720488466756
2023-11-19,55.17503392130257
2023-11-20,50.37720488466756
2023-11-21,49.177747625508815
2023-11-22,46.77883310719131
2023-11-23,47.978290366350066
2023-11-24,50.37720488466756
2023-11-25,55.17503392130257
2023-11-26,55.17503392130257
2023-11-27,53.97557666214382
2023-11-28,56.37449118046133
2023-11-29,56.37449118046133
2023-11-30,55.17503392130257
2023-12-01,55.17503392130257
2023-12-02,55.17503392130257
2023-12-03,50.37720488466756
2023-12-04,56.37449118046133
2023-12-05,56.37449118046133
2023-12-06,57.573948439620075
2023-12-07,52.77611940298507
2023-12-08,56.37449118046133
2023-12-09,53.97557666214382
2023-12-10,57.573948439620075
2023-12-11,50.37720488466756
2023-12-12,50.37720488466756
2023-12-13,56.37449118046133
2023-12-14,47.978290366350066
2023-12-15,51.57666214382632
2023-12-16,52.77611940298507
2023-12-17,49.177747625508815
2023-12-18,50.37720488466756
2023-12-19,53.97557666214382
2023-12-20,58.773405698778824
2023-12-21,52.77611940298507
2023-12-22,53.97557666214382
2023-12-23,52.77611940298507
2023-12-24,52.77611940298507
2023-12-25,57.573948439620075
2023-12-26,52.77611940298507
2023-12-27,52.77611940298507
2023-12-28,53.97557666214382
2023-12-29,52.77611940298507
2023-12-30,119.94572591587516
2023-12-31,71.96743554952509
2024-01-01,59.97286295793758
2024-01-02,57.573948439620075
2024-01-03,50.37720488466756
2024-01-04,56.37449118046133
2024-01-05,55.17503392130257
2024-01-06,57.573948439620075
2024-01-07,55.17503392130257
2024-01-08,53.97557666214382
2024-01-09,49.177747625508815
2024-01-10,56.37449118046133
2024-01-11,53.97557666214382
2024-01-12,55.17503392130257
2024-01-13,49.177747625508815
2024-01-14,47.978290366350066
2024-01-15,45.57937584803256
2024-01-16,45.57937584803256
2024-01-17,49.177747625508815
2024-01-18,49.177747625508815
2024-01-19,46.77883310719131
2024-01-20,50.37720488466756
2024-01-21,62.37177747625508
2024-01-22,47.978290366350066
2024-01-23,49.177747625508815
2024-01-24,55.17503392130257
2024-01-25,55.17503392130257
2024-01-26,55.17503392130257
2024-01-27,57.573948439620075
2024-01-28,53.97557666214382
2024-01-29,47.978290366350066
2024-01-30,59.97286295793758
2024-01-31,69.5685210312076
2024-02-01,61.17232021709633
2024-02-02,69.5685210312076
2024-02-03,59.97286295793758
2024-02-04,71.96743554952509
2024-02-05,56.37449118046133
2024-02-06,59.97286295793758
2024-02-07,61.17232021709633
2024-02-08,68.36906377204883
2024-02-09,69.5685210312076
2024-02-10,69.5685210312076
2024-02-11,65.97014925373134
2024-02-12,55.17503392130257
2024-02-13,63.57123473541383
2024-02-14,69.5685210312076
2024-02-15,61.17232021709633
2024-02-16,51.57666214382632
2024-02-17,58.773405698778824
2024-02-18,56.37449118046133
2024-02-19,59.97286295793758
2024-02-20,49.177747625508815
2024-02-21,55.17503392130257
2024-02-22,61.17232021709633
2024-02-23,71.96743554952509
2024-02-24,77.96472184531885
2024-02-25,74.3663500678426
2024-02-26,64.77069199457259
2024-02-27,67.16960651289008
2024-02-28,64.77069199457259
2024-02-29,62.37177747625508
2024-03-01,64.77069199457259
2024-03-02,53.97557666214382
2024-03-03,69.5685210312076
2024-03-04,68.36906377204883
2024-03-05,57.573948439620075
2024-03-06,59.97286295793758
2024-03-07,58.773405698778824
2024-03-08,62.37177747625508
2024-03-09,68.36906377204883
2024-03-10,73.16689280868384
2024-03-11,59.97286295793758
2024-03-12,59.97286295793758
2024-03-13,59.97286295793758
2024-03-14,50.37720488466756
2024-03-15,59.97286295793758
2024-03-16,55.17503392130257
2024-03-17,56.37449118046133
2024-03-18,58.773405698778824
2024-03-19,61.17232021709633
2024-03-20,50.37720488466756
2024-03-21,51.57666214382632
2024-03-22,49.177747625508815
2024-03-23,61.17232021709633
2024-03-24,59.97286295793758
2024-03-25,51.57666214382632
2024-03-26,56.37449118046133
2024-03-27,57.573948439620075
2024-03-28,57.573948439620075
2024-03-29,53.97557666214382
2024-03-30,67.16960651289008
2024-03-31,57.573948439620075
2024-04-01,53.97557666214382
2024-04-02,55.17503392130257
2024-04-03,56.37449118046133
2024-04-04,45.57937584803256
2024-04-05,49.177747625508815
2024-04-06,53.97557666214382
2024-04-07,57.573948439620075
2024-04-08,49.177747625508815
2024-04-09,56.37449118046133
2024-04-10,59.97286295793758
2024-04-11,55.17503392130257
2024-04-12,58.773405698778824
2024-04-13,56.37449118046133
2024-04-14,62.37177747625508
2024-04-15,55.17503392130257
2024-04-16,59.97286295793758
2024-04-17,58.773405698778824
2024-04-18,63.57123473541383
2024-04-19,50.37720488466756
2024-04-20,56.37449118046133
2024-04-21,58.773405698778824
2024-04-22,59.97286295793758
2024-04-23,56.37449118046133
2024-04-24,51.57666214382632
2024-04-25,58.773405698778824
2024-04-26,62.37177747625508
2024-04-27,57.573948439620075
2024-04-28,69.5685210312076
2024-04-29,61.17232021709633
2024-04-30,52.77611940298507
2024-05-01,51.57666214382632
2024-05-02,47.978290366350066
2024-05-03,51.57666214382632
2024-05-04,51.57666214382632
2024-05-05,51.57666214382632
2024-05-06,49.177747625508815
2024-05-07,59.97286295793758
2024-05-08,61.17232021709633
2024-05-09,74.3663500678426
2024-05-10,55.17503392130257
2024-05-11,59.97286295793758
2024-05-12,81.56309362279511
2024-05-13,53.97557666214382
2024-05-14,67.16960651289008
2024-05-15,62.37177747625508
2024-05-16,50.37720488466756
2024-05-17,64.77069199457259
2024-05-18,61.17232021709633
2024-05-19,59.97286295793758
2024-05-20,49.177747625508815
2024-05-21,49.177747625508815
2024-05-22,46.77883310719131
2024-05-23,49.177747625508815
2024-05-24,50.37720488466756
2024-05-25,53.97557666214382
2024-05-26,51.57666214382632
2024-05-27,53.97557666214382
2024-05-28,47.978290366350066
2024-05-29,53.97557666214382
2024-05-30,51.57666214382632
2024-05-31,49.177747625508815
2024-06-01,47.978290366350066
2024-06-02,52.77611940298507
2024-06-03,45.57937584803256
2024-06-04,50.37720488466756
2024-06-05,50.37720488466756
2024-06-06,49.177747625508815
2024-06-07,53.97557666214382
2024-06-08,52.77611940298507
2024-06-09,51.57666214382632
2024-06-10,47.978290366350066
2024-06-11,49.177747625508815
2024-06-12,51.57666214382632
2024-06-13,53.97557666214382
2024-06-14,49.177747625508815
2024-06-15,50.37720488466756
2024-06-16,47.978290366350066
2024-06-17,46.77883310719131
2024-06-18,49.177747625508815
2024-06-19,49.177747625508815
2024-06-20,46.77883310719131
2024-06-21,52.77611940298507
2024-06-22,51.57666214382632
2024-06-23,51.57666214382632
2024-06-24,49.177747625508815
2024-06-25,47.978290366350066
2024-06-26,43.18046132971506
2024-06-27,49.177747625508815
2024-06-28,47.978290366350066
2024-06-29,47.978290366350066
2024-06-30,61.17232021709633
2024-07-01,61.17232021709633
2024-07-02,53.97557666214382
2024-07-03,51.57666214382632
2024-07-04,50.37720488466756
2024-07-05,49.177747625508815
2024-07-06,49.177747625508815
2024-07-07,51.57666214382632
2024-07-08,50.37720488466756
2024-07-09,47.978290366350066
2024-07-10,50.37720488466756
2024-07-11,50.37720488466756
2024-07-12,47.978290366350066
2024-07-13,50.37720488466756
2024-07-14,47.978290366350066
2024-07-15,47.978290366350066
2024-07-16,45.57937584803256
2024-07-17,46.77883310719131
2024-07-18,49.177747625508815
2024-07-19,46.77883310719131
2024-07-20,50.37720488466756
2024-07-21,52.77611940298507
2024-07-22,45.57937584803256
2024-07-23,47.978290366350066
2024-07-24,44.37991858887381
2024-07-25,44.37991858887381
2024-07-26,44.37991858887381
2024-07-27,50.37720488466756
2024-07-28,50.37720488466756
2024-07-29,47.978290366350066
2024-07-30,49.177747625508815
2024-07-31,47.978290366350066
2024-08-01,44.37991858887381
2024-08-02,50.37720488466756
2024-08-03,50.37720488466756
2024-08-04,50.37720488466756
2024-08-05,47.978290366350066
2024-08-06,44.37991858887381
2024-08-07,49.177747625508815
2024-08-08,46.77883310719131
2024-08-09,46.77883310719131
2024-08-10,50.37720488466756
2024-08-11,51.57666214382632
2024-08-12,46.77883310719131
2024-08-13,45.57937584803256
2024-08-14,51.57666214382632
2024-08-15,49.177747625508815
2024-08-16,46.77883310719131
2024-08-17,49.177747625508815
2024-08-18,47.978290366350066
2024-08-19,46.683224195229386
2024-08-20,51.1681513381708
2024-08-21,45.73582679487936
2024-08-22,47.978290366350066
2024-08-23,47.03089296600003
2024-08-24,47.03089296600003
2024-08-25,47.978290366350066
2024-08-26,46.683224195229386
2024-08-27,45.388158024108705
2024-08-28,44.44076062375867
2024-08-29,46.683224195229386
2024-08-30,48.32595913712072
2024-08-31,48.32595913712072
2024-09-01,52.810886280062135
2024-09-02,50.56842270859143
2024-09-03,47.03089296600003
2024-09-04,46.683224195229386
2024-09-05,43.49336322340864
2024-09-06,43.14569445263799
2024-09-07,46.683224195229386
2024-09-08,48.32595913712072
2024-09-09,45.388158024108705
2024-09-10,44.44076062375867
2024-09-11,43.14569445263799
2024-09-12,47.978290366350066
2024-09-13,45.388158024108705
2024-09-14,47.03089296600003
2024-09-15,43.14569445263799
2024-09-16,47.97829036635006
2024-09-17,47.97829036635006
2024-09-18,47.97829036635006
2024-09-19,49.36896544943267
2024-09-20,44.501602658643534
2024-09-21,50.06430299097398
2024-09-22,47.97829036635006
2024-09-23,46.58761528326745
