Time,colony
2022-10-20,71.01785714285714
2022-10-21,65.82142857142857
2022-10-22,46.767857142857146
2022-10-23,43.30357142857143
2022-10-24,67.55357142857143
2022-10-25,91.80357142857143
2022-10-26,83.14285714285714
2022-10-27,72.75
2022-10-28,67.55357142857143
2022-10-29,46.767857142857146
2022-10-30,45.035714285714285
2022-10-31,64.08928571428572
2022-11-01,65.82142857142857
2022-11-02,64.08928571428572
2022-11-03,65.82142857142857
2022-11-04,65.82142857142857
2022-11-05,46.767857142857146
2022-11-06,45.035714285714285
2022-11-07,65.82142857142857
2022-11-08,57.160714285714285
2022-11-09,173.21428571428572
2022-11-10,105.66071428571429
2022-11-11,88.33928571428572
2022-11-12,74.48214285714286
2022-11-13,60.625
2022-11-14,74.48214285714286
2022-11-15,71.01785714285714
2022-11-16,83.14285714285714
2022-11-17,116.05357142857143
2022-11-18,103.92857142857143
2022-11-19,67.55357142857143
2022-11-20,57.160714285714285
2022-11-21,64.08928571428572
2022-11-22,60.625
2022-11-23,51.964285714285715
2022-11-24,45.035714285714285
2022-11-25,50.23214285714286
2022-11-26,48.5
2022-11-27,50.23214285714286
2022-11-28,64.08928571428572
2022-11-29,65.82142857142857
2022-11-30,72.75
2022-12-01,77.94642857142857
2022-12-02,74.48214285714286
2022-12-03,71.01785714285714
2022-12-04,53.69642857142858
2022-12-05,74.48214285714286
2022-12-06,74.48214285714286
2022-12-07,71.01785714285714
2022-12-08,83.14285714285714
2022-12-09,84.875
2022-12-10,72.75
2022-12-11,62.35714285714286
2022-12-12,76.21428571428572
2022-12-13,74.48214285714286
2022-12-14,72.75
2022-12-15,77.94642857142857
2022-12-16,65.82142857142857
2022-12-17,55.42857142857143
2022-12-18,50.23214285714286
2022-12-19,65.82142857142857
2022-12-20,58.892857142857146
2022-12-21,53.69642857142858
2022-12-22,48.5
2022-12-23,46.767857142857146
2022-12-24,41.57142857142857
2022-12-25,39.839285714285715
2022-12-26,45.035714285714285
2022-12-27,46.767857142857146
2022-12-28,48.5
2022-12-29,48.5
2022-12-30,46.767857142857146
2022-12-31,45.035714285714285
2023-01-01,45.035714285714285
2023-01-02,45.035714285714285
2023-01-03,46.767857142857146
2023-01-04,53.69642857142858
2023-01-05,55.42857142857143
2023-01-06,58.892857142857146
2023-01-07,48.5
2023-01-08,45.035714285714285
2023-01-09,58.892857142857146
2023-01-10,67.55357142857143
2023-01-11,62.35714285714286
2023-01-12,62.35714285714286
2023-01-13,60.625
2023-01-14,46.767857142857146
2023-01-15,46.767857142857146
2023-01-16,46.767857142857146
2023-01-17,58.892857142857146
2023-01-18,62.35714285714286
2023-01-19,60.625
2023-01-20,60.625
2023-01-21,50.23214285714286
2023-01-22,45.035714285714285
2023-01-23,58.892857142857146
2023-01-24,62.35714285714286
2023-01-25,58.892857142857146
2023-01-26,62.35714285714286
2023-01-27,64.08928571428572
2023-01-28,46.767857142857146
2023-01-29,45.035714285714285
2023-01-30,60.625
2023-01-31,60.625
2023-02-01,60.625
2023-02-02,64.08928571428572
2023-02-03,62.35714285714286
2023-02-04,51.964285714285715
2023-02-05,50.23214285714286
2023-02-06,60.625
2023-02-07,62.35714285714286
2023-02-08,58.892857142857146
2023-02-09,60.625
2023-02-10,64.08928571428572
2023-02-11,48.5
2023-02-12,46.767857142857146
2023-02-13,51.964285714285715
2023-02-14,57.160714285714285
2023-02-15,55.42857142857143
2023-02-16,57.160714285714285
2023-02-17,57.160714285714285
2023-02-18,51.964285714285715
2023-02-19,50.23214285714286
2023-02-20,51.964285714285715
2023-02-21,60.625
2023-02-22,55.42857142857143
2023-02-23,55.42857142857143
2023-02-24,55.42857142857143
2023-02-25,48.5
2023-02-26,50.23214285714286
2023-02-27,55.42857142857143
2023-02-28,57.160714285714285
2023-03-01,60.625
2023-03-02,57.160714285714285
2023-03-03,58.892857142857146
2023-03-04,50.23214285714286
2023-03-05,48.5
2023-03-06,53.69642857142858
2023-03-07,55.42857142857143
2023-03-08,57.160714285714285
2023-03-09,55.42857142857143
2023-03-10,55.42857142857143
2023-03-11,50.23214285714286
2023-03-12,48.5
2023-03-13,51.964285714285715
2023-03-14,55.42857142857143
2023-03-15,50.23214285714286
2023-03-16,55.42857142857143
2023-03-17,51.964285714285715
2023-03-18,46.767857142857146
2023-03-19,48.5
2023-03-20,53.69642857142858
2023-03-21,53.69642857142858
2023-03-22,58.892857142857146
2023-03-23,58.892857142857146
2023-03-24,57.160714285714285
2023-03-25,48.5
2023-03-26,48.5
2023-03-27,57.160714285714285
2023-03-28,53.69642857142858
2023-03-29,53.69642857142858
2023-03-30,53.69642857142858
2023-03-31,53.69642857142858
2023-04-01,48.5
2023-04-02,46.767857142857146
2023-04-03,51.964285714285715
2023-04-04,50.23214285714286
2023-04-05,51.964285714285715
2023-04-06,51.964285714285715
2023-04-07,46.767857142857146
2023-04-08,46.767857142857146
2023-04-09,38.10714285714286
2023-04-10,53.69642857142858
2023-04-11,53.69642857142858
2023-04-12,53.69642857142858
2023-04-13,51.964285714285715
2023-04-14,58.892857142857146
2023-04-15,45.035714285714285
2023-04-16,46.767857142857146
2023-04-17,53.69642857142858
2023-04-18,51.964285714285715
2023-04-19,53.69642857142858
2023-04-20,53.69642857142858
2023-04-21,53.69642857142858
2023-04-22,48.5
2023-04-23,45.035714285714285
2023-04-24,55.42857142857143
2023-04-25,51.964285714285715
2023-04-26,54.00821428571429
2023-04-27,52.587857142857146
2023-04-28,50.613214285714285
2023-04-29,46.66392857142857
2023-04-30,47.21821428571428
2023-05-01,56.84892857142857
2023-05-02,55.42857142857143
2023-05-03,55.42857142857143
2023-05-04,55.98285714285714
2023-05-05,53.45392857142858
2023-05-06,46.66392857142857
2023-05-07,46.66392857142857
2023-05-08,56.84892857142857
2023-05-09,55.42857142857143
2023-05-10,55.42857142857143
2023-05-11,54.00821428571429
2023-05-12,52.03357142857143
2023-05-13,49.19285714285714
2023-05-14,48.08428571428571
2023-05-15,53.45392857142858
2023-05-16,53.45392857142858
2023-05-17,53.45392857142858
2023-05-18,52.03357142857143
2023-05-19,52.03357142857143
2023-05-20,47.21821428571428
2023-05-21,45.79785714285714
2023-05-22,54.00821428571429
2023-05-23,50.058928571428574
2023-05-24,47.21821428571428
2023-05-25,48.777142857142856
2023-05-26,48.777142857142856
2023-05-27,45.45142857142857
2023-05-28,48.777142857142856
2023-05-29,47.668571428571425
2023-05-30,48.777142857142856
2023-05-31,53.21142857142857
2023-06-01,49.885714285714286
2023-06-02,47.668571428571425
2023-06-03,49.885714285714286
2023-06-04,47.668571428571425
2023-06-05,50.99428571428571
2023-06-06,50.99428571428571
2023-06-07,52.10285714285714
2023-06-08,52.10285714285714
2023-06-09,49.885714285714286
2023-06-10,50.99428571428571
2023-06-11,46.56
2023-06-12,49.885714285714286
2023-06-13,46.56
2023-06-14,50.99428571428571
2023-06-15,46.56
2023-06-16,49.885714285714286
2023-06-17,50.99428571428571
2023-06-18,47.668571428571425
2023-06-19,47.668571428571425
2023-06-20,47.668571428571425
2023-06-21,47.668571428571425
2023-06-22,44.34285714285714
2023-06-23,46.56
2023-06-24,49.885714285714286
2023-06-25,50.99428571428571
2023-06-26,48.777142857142856
2023-06-27,49.885714285714286
2023-06-28,43.23428571428571
2023-06-29,47.668571428571425
2023-06-30,46.56
2023-07-01,52.10285714285714
2023-07-02,52.10285714285714
2023-07-03,55.42857142857143
2023-07-04,53.21142857142857
2023-07-05,50.99428571428571
2023-07-06,50.99428571428571
2023-07-07,50.99428571428571
2023-07-08,50.99428571428571
2023-07-09,49.885714285714286
2023-07-10,48.777142857142856
2023-07-11,47.668571428571425
2023-07-12,47.668571428571425
2023-07-13,45.45142857142857
2023-07-14,47.668571428571425
2023-07-15,49.885714285714286
2023-07-16,50.99428571428571
2023-07-17,48.777142857142856
2023-07-18,46.56
2023-07-19,47.668571428571425
2023-07-20,49.885714285714286
2023-07-21,48.777142857142856
2023-07-22,49.885714285714286
2023-07-23,46.56
2023-07-24,47.668571428571425
2023-07-25,46.56
2023-07-26,48.777142857142856
2023-07-27,48.777142857142856
2023-07-28,48.777142857142856
2023-07-29,48.777142857142856
2023-07-30,49.885714285714286
2023-07-31,48.777142857142856
2023-08-01,47.668571428571425
2023-08-02,47.668571428571425
2023-08-03,50.99428571428571
2023-08-04,53.21142857142857
2023-08-05,50.99428571428571
2023-08-06,48.777142857142856
2023-08-07,52.10285714285714
2023-08-08,49.885714285714286
2023-08-09,48.777142857142856
2023-08-10,53.21142857142857
2023-08-11,55.42857142857143
2023-08-12,47.668571428571425
2023-08-13,52.10285714285714
2023-08-14,57.645714285714284
2023-08-15,56.537142857142854
2023-08-16,58.754285714285714
2023-08-17,60.97142857142857
2023-08-18,64.29714285714286
2023-08-19,52.10285714285714
2023-08-20,50.99428571428571
2023-08-21,66.5142857142857
2023-08-22,70.94857142857143
2023-08-23,73.16571428571429
2023-08-24,74.27428571428571
2023-08-25,76.49142857142857
2023-08-26,53.21142857142857
2023-08-27,55.42857142857143
2023-08-28,77.6
2023-08-29,83.14285714285714
2023-08-30,80.92571428571428
2023-08-31,83.14285714285714
2023-09-01,90.90285714285714
2023-09-02,54.32
2023-09-03,54.32
2023-09-04,62.08
2023-09-05,84.25142857142856
2023-09-06,89.7942857142857
2023-09-07,89.7942857142857
2023-09-08,93.12
2023-09-09,56.537142857142854
2023-09-10,54.32
2023-09-11,84.25142857142856
2023-09-12,92.01142857142857
2023-09-13,88.68571428571428
2023-09-14,96.44571428571429
2023-09-15,93.12
2023-09-16,57.645714285714284
2023-09-17,58.754285714285714
2023-09-18,87.57714285714286
2023-09-19,110.85714285714286
2023-09-20,90.90285714285714
2023-09-21,100.88
2023-09-22,89.7942857142857
2023-09-23,58.754285714285714
2023-09-24,56.537142857142854
2023-09-25,84.25142857142856
2023-09-26,89.7942857142857
2023-09-27,101.98857142857142
2023-09-28,90.90285714285714
2023-09-29,87.57714285714286
2023-09-30,57.645714285714284
2023-10-01,54.32
2023-10-02,83.14285714285714
2023-10-03,86.46857142857142
2023-10-04,80.92571428571428
2023-10-05,83.14285714285714
2023-10-06,78.70857142857143
2023-10-07,49.885714285714286
2023-10-08,52.10285714285714
2023-10-09,72.05714285714285
2023-10-10,87.57714285714286
2023-10-11,77.6
2023-10-12,77.6
2023-10-13,72.05714285714285
2023-10-14,47.668571428571425
2023-10-15,49.885714285714286
2023-10-16,84.25142857142856
2023-10-17,76.49142857142857
2023-10-18,72.05714285714285
2023-10-19,69.84
2023-10-20,67.62285714285714
2023-10-21,45.45142857142857
2023-10-22,47.668571428571425
2023-10-23,69.84
2023-10-24,88.68571428571428
2023-10-25,77.6
2023-10-26,75.38285714285715
2023-10-27,66.5142857142857
2023-10-28,48.777142857142856
2023-10-29,45.45142857142857
2023-10-30,67.62285714285714
2023-10-31,65.40571428571428
2023-11-01,66.5142857142857
2023-11-02,69.84
2023-11-03,67.62285714285714
2023-11-04,47.668571428571425
2023-11-05,44.34285714285714
2023-11-06,65.40571428571428
2023-11-07,63.18857142857143
2023-11-08,68.73142857142857
2023-11-09,65.40571428571428
2023-11-10,60.97142857142857
2023-11-11,52.10285714285714
2023-11-12,45.45142857142857
2023-11-13,68.73142857142857
2023-11-14,70.94857142857143
2023-11-15,72.05714285714285
2023-11-16,72.05714285714285
2023-11-17,67.62285714285714
2023-11-18,53.21142857142857
2023-11-19,47.668571428571425
2023-11-20,65.40571428571428
2023-11-21,58.754285714285714
2023-11-22,50.99428571428571
2023-11-23,41.01714285714286
2023-11-24,48.777142857142856
2023-11-25,50.99428571428571
2023-11-26,47.668571428571425
2023-11-27,63.18857142857143
2023-11-28,67.62285714285714
2023-11-29,66.5142857142857
2023-11-30,66.5142857142857
2023-12-01,67.62285714285714
2023-12-02,53.21142857142857
2023-12-03,49.885714285714286
2023-12-04,73.16571428571429
2023-12-05,69.84
2023-12-06,69.84
2023-12-07,67.62285714285714
2023-12-08,74.27428571428571
2023-12-09,55.42857142857143
2023-12-10,56.537142857142854
2023-12-11,68.73142857142857
2023-12-12,74.27428571428571
2023-12-13,72.05714285714285
2023-12-14,74.27428571428571
2023-12-15,69.84
2023-12-16,59.86285714285714
2023-12-17,52.10285714285714
2023-12-18,63.18857142857143
2023-12-19,64.29714285714286
2023-12-20,64.29714285714286
2023-12-21,58.754285714285714
2023-12-22,49.76404181184669
2023-12-23,48.520278745644596
2023-12-24,42.436655052264804
2023-12-25,51.00780487804877
2023-12-26,57.780905923344946
2023-12-27,49.76404181184669
2023-12-28,48.520278745644596
2023-12-29,46.7222299651568
2023-12-30,45.47846689895471
2023-12-31,44.234703832752615
2024-01-01,42.99094076655052
2024-01-02,47.96599303135888
2024-01-03,52.805853658536584
2024-01-04,56.537142857142854
2024-01-05,55.29337979094076
2024-01-06,45.47846689895471
2024-01-07,43.680418118466896
2024-01-08,56.537142857142854
2024-01-09,55.29337979094076
2024-01-10,60.26843205574912
2024-01-11,63.310243902439026
2024-01-12,60.26843205574912
2024-01-13,46.03275261324042
2024-01-14,42.99094076655052
2024-01-15,44.234703832752615
2024-01-16,54.04961672473867
2024-01-17,57.091428571428565
2024-01-18,57.780905923344946
2024-01-19,56.537142857142854
2024-01-20,48.263414634146336
2024-01-21,46.88445993031359
2024-01-22,57.91609756097561
2024-01-23,60.67400696864111
2024-01-24,60.67400696864111
2024-01-25,57.91609756097561
2024-01-26,62.05296167247386
2024-01-27,48.263414634146336
2024-01-28,45.505505226480835
2024-01-29,59.29505226480836
2024-01-30,63.43191637630662
2024-01-31,60.67400696864111
2024-02-01,63.43191637630662
2024-02-02,64.81087108013936
2024-02-03,46.88445993031359
2024-02-04,48.263414634146336
2024-02-05,64.81087108013936
2024-02-06,59.29505226480836
2024-02-07,59.29505226480836
2024-02-08,57.91609756097561
2024-02-09,59.29505226480836
2024-02-10,46.88445993031359
2024-02-11,39.989686411149826
2024-02-12,51.021324041811845
2024-02-13,55.1581881533101
2024-02-14,55.1581881533101
2024-02-15,60.67400696864111
2024-02-16,70.32668989547038
2024-02-17,52.4002787456446
2024-02-18,52.4002787456446
2024-02-19,57.91609756097561
2024-02-20,57.91609756097561
2024-02-21,57.91609756097561
2024-02-22,60.67400696864111
2024-02-23,60.67400696864111
2024-02-24,48.263414634146336
2024-02-25,46.88445993031359
2024-02-26,57.91609756097561
2024-02-27,56.537142857142854
2024-02-28,57.91609756097561
2024-02-29,57.91609756097561
2024-03-01,59.29505226480836
2024-03-02,51.021324041811845
2024-03-03,46.88445993031359
2024-03-04,59.29505226480836
2024-03-05,56.537142857142854
2024-03-06,55.1581881533101
2024-03-07,56.537142857142854
2024-03-08,56.537142857142854
2024-03-09,46.88445993031359
2024-03-10,46.88445993031359
2024-03-11,53.779233449477346
2024-03-12,55.1581881533101
2024-03-13,53.779233449477346
2024-03-14,53.779233449477346
2024-03-15,53.779233449477346
2024-03-16,44.12655052264808
2024-03-17,46.88445993031359
2024-03-18,52.4002787456446
2024-03-19,53.779233449477346
2024-03-20,55.1581881533101
2024-03-21,53.779233449477346
2024-03-22,51.021324041811845
2024-03-23,46.88445993031359
2024-03-24,42.74759581881533
2024-03-25,53.779233449477346
2024-03-26,48.263414634146336
2024-03-27,52.4002787456446
2024-03-28,51.021324041811845
2024-03-29,137.89547038327527
2024-03-30,68.94773519163763
2024-03-31,42.74759581881533
2024-04-01,51.021324041811845
2024-04-02,53.779233449477346
2024-04-03,51.021324041811845
2024-04-04,51.021324041811845
2024-04-05,53.779233449477346
2024-04-06,45.505505226480835
2024-04-07,42.74759581881533
2024-04-08,48.263414634146336
2024-04-09,52.4002787456446
2024-04-10,52.4002787456446
2024-04-11,55.1581881533101
2024-04-12,55.1581881533101
2024-04-13,44.12655052264808
2024-04-14,45.505505226480835
2024-04-15,52.4002787456446
2024-04-16,52.4002787456446
2024-04-17,55.1581881533101
2024-04-18,55.1581881533101
2024-04-19,56.537142857142854
2024-04-20,44.12655052264808
2024-04-21,42.74759581881533
2024-04-22,56.537142857142854
2024-04-23,51.021324041811845
2024-04-24,55.1581881533101
2024-04-25,55.1581881533101
2024-04-26,49.64236933797909
2024-04-27,48.263414634146336
2024-04-28,42.74759581881533
2024-04-29,55.1581881533101
2024-04-30,55.1581881533101
2024-05-01,55.1581881533101
2024-05-02,52.4002787456446
2024-05-03,53.779233449477346
2024-05-04,45.505505226480835
2024-05-05,46.88445993031359
2024-05-06,55.1581881533101
2024-05-07,53.779233449477346
2024-05-08,53.779233449477346
2024-05-09,59.29505226480836
2024-05-10,56.537142857142854
2024-05-11,46.88445993031359
2024-05-12,45.505505226480835
2024-05-13,53.779233449477346
2024-05-14,49.64236933797909
2024-05-15,56.537142857142854
2024-05-16,52.4002787456446
2024-05-17,52.4002787456446
2024-05-18,48.263414634146336
2024-05-19,45.505505226480835
2024-05-20,52.4002787456446
2024-05-21,52.4002787456446
2024-05-22,49.64236933797909
2024-05-23,51.021324041811845
2024-05-24,49.64236933797909
2024-05-25,46.88445993031359
2024-05-26,45.505505226480835
2024-05-27,46.88445993031359
2024-05-28,51.021324041811845
2024-05-29,52.4002787456446
2024-05-30,49.64236933797909
2024-05-31,48.263414634146336
2024-06-01,46.88445993031359
2024-06-02,45.505505226480835
2024-06-03,49.64236933797909
2024-06-04,46.88445993031359
2024-06-05,53.779233449477346
2024-06-06,48.263414634146336
2024-06-07,48.263414634146336
2024-06-08,51.021324041811845
2024-06-09,48.263414634146336
2024-06-10,49.64236933797909
2024-06-11,48.263414634146336
2024-06-12,48.263414634146336
2024-06-13,48.263414634146336
2024-06-14,45.505505226480835
2024-06-15,48.263414634146336
2024-06-16,45.505505226480835
2024-06-17,45.505505226480835
2024-06-18,46.88445993031359
2024-06-19,45.505505226480835
2024-06-20,49.64236933797909
2024-06-21,51.021324041811845
2024-06-22,49.64236933797909
2024-06-23,46.88445993031359
2024-06-24,46.88445993031359
2024-06-25,44.12655052264808
2024-06-26,48.263414634146336
2024-06-27,48.263414634146336
2024-06-28,48.263414634146336
2024-06-29,49.64236933797909
2024-06-30,46.88445993031359
2024-07-01,48.263414634146336
2024-07-02,48.263414634146336
2024-07-03,49.64236933797909
2024-07-04,57.91609756097561
2024-07-05,56.537142857142854
2024-07-06,51.021324041811845
2024-07-07,48.263414634146336
2024-07-08,45.505505226480835
2024-07-09,48.263414634146336
2024-07-10,48.263414634146336
2024-07-11,42.74759581881533
2024-07-12,48.263414634146336
2024-07-13,46.88445993031359
2024-07-14,41.36864111498257
2024-07-15,44.12655052264808
2024-07-16,44.12655052264808
2024-07-17,44.12655052264808
2024-07-18,45.505505226480835
2024-07-19,48.263414634146336
2024-07-20,46.88445993031359
2024-07-21,45.505505226480835
2024-07-22,45.505505226480835
2024-07-23,41.36864111498257
2024-07-24,44.12655052264808
2024-07-25,46.88445993031359
2024-07-26,46.88445993031359
2024-07-27,48.263414634146336
2024-07-28,49.64236933797909
2024-07-29,44.12655052264808
2024-07-30,44.12655052264808
2024-07-31,44.12655052264808
2024-08-01,41.36864111498257
2024-08-02,48.263414634146336
2024-08-03,46.88445993031359
2024-08-04,42.74759581881533
2024-08-05,44.12655052264808
2024-08-06,46.88445993031359
2024-08-07,48.263414634146336
2024-08-08,46.88445993031359
2024-08-09,49.64236933797909
2024-08-10,46.88445993031359
2024-08-11,48.263414634146336
2024-08-12,52.4002787456446
2024-08-13,55.1581881533101
2024-08-14,52.4002787456446
2024-08-15,60.67400696864111
2024-08-16,63.43191637630662
2024-08-17,48.263414634146336
2024-08-18,52.37114589978897
2024-08-19,62.00440692938116
2024-08-20,68.65640673308141
2024-08-21,70.41408843303725
2024-08-22,70.41408843303725
2024-08-23,75.84250871080138
2024-08-24,54.1288275997448
2024-08-25,56.041884477597286
2024-08-26,107.18945085145015
2024-08-27,84.25219021445747
2024-08-28,87.92292879226578
2024-08-29,95.64313294400549
2024-08-30,86.69934926632968
2024-08-31,55.35240712568091
2024-09-01,56.575986651617015
2024-09-02,56.575986651617015
2024-09-03,84.25219021445747
2024-09-04,87.92292879226578
2024-09-05,90.90419001815772
2024-09-06,88.45703096628552
2024-09-07,53.59472542572507
2024-09-08,54.1288275997448
2024-09-09,96.86671246994159
2024-09-10,90.90419001815772
2024-09-11,80.04734946262943
2024-09-12,100.5374510477499
2024-09-13,93.35134907002993
2024-09-14,55.35240712568091
2024-09-15,52.37114589978897
2024-09-16,87.5927565392354
2024-09-17,90.79736958335377
2024-09-18,87.5927565392354
2024-09-19,88.66096088727485
2024-09-20,85.4563478431565
2024-09-21,53.4102174019728
2024-09-22,50.20560435785443
2024-09-23,84.38814349511703
2024-09-24,82.25173479903812
2024-09-25,102.54761741178778
2024-09-26,81.18353045099866
2024-09-27,75.84250871080138
2024-09-28,56.61483044609117
2024-09-29,56.61483044609117
2024-09-30,81.18353045099866
2024-10-01,83.31993914707758
2024-10-02,77.9789174068803
2024-10-03,79.04712175491974
2024-10-04,76.91071305884084
2024-10-05,50.20560435785443
2024-10-06,48.069195661775524
2024-10-07,76.91071305884084
2024-10-08,73.70610001472247
2024-10-09,72.63789566668301
