Time,ruin
2023-07-09,97.38857142857141
2023-07-10,82.40571428571427
2023-07-11,86.15142857142855
2023-07-12,82.40571428571427
2023-07-13,89.89714285714284
2023-07-14,93.64285714285712
2023-07-15,108.62571428571427
2023-07-16,89.89714285714284
2023-07-17,86.15142857142855
2023-07-18,71.16857142857141
2023-07-19,74.9142857142857
2023-07-20,82.40571428571427
2023-07-21,86.15142857142855
2023-07-22,97.38857142857141
2023-07-23,97.38857142857141
2023-07-24,119.86285714285712
2023-07-25,374.5714285714285
2023-07-26,322.1314285714285
2023-07-27,254.7085714285714
2023-07-28,224.7428571428571
2023-07-29,213.50571428571425
2023-07-30,209.75999999999996
2023-07-31,183.53999999999996
2023-08-01,153.57428571428568
2023-08-02,127.3542857142857
2023-08-03,142.33714285714282
2023-08-04,123.60857142857141
2023-08-05,116.11714285714284
2023-08-06,123.60857142857141
2023-08-07,108.62571428571427
2023-08-08,97.38857142857141
2023-08-09,89.89714285714284
2023-08-10,93.64285714285712
2023-08-11,86.15142857142855
2023-08-12,101.1342857142857
2023-08-13,101.1342857142857
2023-08-14,89.89714285714284
2023-08-15,86.15142857142855
2023-08-16,86.15142857142855
2023-08-17,82.40571428571427
2023-08-18,82.40571428571427
2023-08-19,93.64285714285712
2023-08-20,97.38857142857141
2023-08-21,82.40571428571427
2023-08-22,78.65999999999998
2023-08-23,82.40571428571427
2023-08-24,78.65999999999998
2023-08-25,74.9142857142857
2023-08-26,82.40571428571427
2023-08-27,93.64285714285712
2023-08-28,74.9142857142857
2023-08-29,74.9142857142857
2023-08-30,74.9142857142857
2023-08-31,67.42285714285713
2023-09-01,71.16857142857141
2023-09-02,78.65999999999998
2023-09-03,74.9142857142857
2023-09-04,82.40571428571427
2023-09-05,63.67714285714285
2023-09-06,71.16857142857141
2023-09-07,59.93142857142856
2023-09-08,71.16857142857141
2023-09-09,71.16857142857141
2023-09-10,71.16857142857141
2023-09-11,63.67714285714285
2023-09-12,63.67714285714285
2023-09-13,59.93142857142856
2023-09-14,63.67714285714285
2023-09-15,71.16857142857141
2023-09-16,71.16857142857141
2023-09-17,74.9142857142857
2023-09-18,63.67714285714285
2023-09-19,63.67714285714285
2023-09-20,59.93142857142856
2023-09-21,63.67714285714285
2023-09-22,63.67714285714285
2023-09-23,71.16857142857141
2023-09-24,71.16857142857141
2023-09-25,67.42285714285713
2023-09-26,67.42285714285713
2023-09-27,59.93142857142856
2023-09-28,63.67714285714285
2023-09-29,63.67714285714285
2023-09-30,71.16857142857141
2023-10-01,74.9142857142857
2023-10-02,63.67714285714285
2023-10-03,71.16857142857141
2023-10-04,63.67714285714285
2023-10-05,59.93142857142856
2023-10-06,78.65999999999998
2023-10-07,142.33714285714282
2023-10-08,134.84571428571425
2023-10-09,108.62571428571427
2023-10-10,97.38857142857141
2023-10-11,89.89714285714284
2023-10-12,89.89714285714284
2023-10-13,97.38857142857141
2023-10-14,127.3542857142857
2023-10-15,116.11714285714284
2023-10-16,89.89714285714284
2023-10-17,86.15142857142855
2023-10-18,78.65999999999998
2023-10-19,74.9142857142857
2023-10-20,82.40571428571427
2023-10-21,89.89714285714284
2023-10-22,89.89714285714284
2023-10-23,71.16857142857141
2023-10-24,71.16857142857141
2023-10-25,74.9142857142857
2023-10-26,71.16857142857141
2023-10-27,71.16857142857141
2023-10-28,78.65999999999998
2023-10-29,71.16857142857141
2023-10-30,74.9142857142857
2023-10-31,71.16857142857141
2023-11-01,63.67714285714285
2023-11-02,71.16857142857141
2023-11-03,74.9142857142857
2023-11-04,86.15142857142855
2023-11-05,82.40571428571427
2023-11-06,71.16857142857141
2023-11-07,71.16857142857141
2023-11-08,71.16857142857141
2023-11-09,74.9142857142857
2023-11-10,74.9142857142857
2023-11-11,82.40571428571427
2023-11-12,86.15142857142855
2023-11-13,74.9142857142857
2023-11-14,74.9142857142857
2023-11-15,78.65999999999998
2023-11-16,74.9142857142857
2023-11-17,78.65999999999998
2023-11-18,89.89714285714284
2023-11-19,86.15142857142855
2023-11-20,78.65999999999998
2023-11-21,74.9142857142857
2023-11-22,78.65999999999998
2023-11-23,74.9142857142857
2023-11-24,71.16857142857141
2023-11-25,82.40571428571427
2023-11-26,82.40571428571427
2023-11-27,74.9142857142857
2023-11-28,74.9142857142857
2023-11-29,74.9142857142857
2023-11-30,78.65999999999998
2023-12-01,138.59142857142854
2023-12-02,172.3028571428571
2023-12-03,116.11714285714284
2023-12-04,89.89714285714284
2023-12-05,82.40571428571427
2023-12-06,82.40571428571427
2023-12-07,78.65999999999998
2023-12-08,74.9142857142857
2023-12-09,93.64285714285712
2023-12-10,86.15142857142855
2023-12-11,78.65999999999998
2023-12-12,74.9142857142857
2023-12-13,71.16857142857141
2023-12-14,71.16857142857141
2023-12-15,78.65999999999998
2023-12-16,74.9142857142857
2023-12-17,89.89714285714284
2023-12-18,74.9142857142857
2023-12-19,74.9142857142857
2023-12-20,71.16857142857141
2023-12-21,78.65999999999998
2023-12-22,89.16028103044495
2023-12-23,87.2874238875878
2023-12-24,82.34430913348945
2023-12-25,79.24334894613582
2023-12-26,75.52833723653394
2023-12-27,89.16028103044495
2023-12-28,83.57241217798594
2023-12-29,86.05932084309131
2023-12-30,86.05932084309131
2023-12-31,79.24334894613582
2024-01-01,75.52833723653394
2024-01-02,74.9142857142857
2024-01-03,79.24334894613582
2024-01-04,83.57241217798594
2024-01-05,81.7302576112412
2024-01-06,89.77433255269318
2024-01-07,90.38838407494143
2024-01-08,79.24334894613582
2024-01-09,74.30023419203746
2024-01-10,78.01524590163933
2024-01-11,67.48426229508195
2024-01-12,75.52833723653394
2024-01-13,89.16028103044495
2024-01-14,82.95836065573769
2024-01-15,78.62929742388758
2024-01-16,78.62929742388758
2024-01-17,78.62929742388758
2024-01-18,71.81332552693206
2024-01-19,74.9142857142857
2024-01-20,78.59859484777516
2024-01-21,83.5110070257611
2024-01-22,73.68618266978922
2024-01-23,74.9142857142857
2024-01-24,71.22997658079623
2024-01-25,71.22997658079623
2024-01-26,66.31756440281029
2024-01-27,81.05480093676813
2024-01-28,76.14238875878219
2024-01-29,73.68618266978922
2024-01-30,77.37049180327867
2024-01-31,63.86135831381732
2024-02-01,67.54566744730678
2024-02-02,78.59859484777516
2024-02-03,74.9142857142857
2024-02-04,77.37049180327867
2024-02-05,73.68618266978922
2024-02-06,74.9142857142857
2024-02-07,63.86135831381732
2024-02-08,65.0894613583138
2024-02-09,67.54566744730678
2024-02-10,77.37049180327867
2024-02-11,78.59859484777516
2024-02-12,65.0894613583138
2024-02-13,67.54566744730678
2024-02-14,70.00187353629975
2024-02-15,63.86135831381732
2024-02-16,71.22997658079623
2024-02-17,74.9142857142857
2024-02-18,88.42341920374706
2024-02-19,76.14238875878219
2024-02-20,67.54566744730678
2024-02-21,66.31756440281029
2024-02-22,70.00187353629975
2024-02-23,61.40515222482434
2024-02-24,74.9142857142857
2024-02-25,72.45807962529273
2024-02-26,67.54566744730678
2024-02-27,67.54566744730678
2024-02-28,72.45807962529273
2024-02-29,74.9142857142857
2024-03-01,70.00187353629975
2024-03-02,72.45807962529273
2024-03-03,79.82669789227165
2024-03-04,73.68618266978922
2024-03-05,72.45807962529273
2024-03-06,67.54566744730678
2024-03-07,67.54566744730678
2024-03-08,65.0894613583138
2024-03-09,71.22997658079623
2024-03-10,76.14238875878219
2024-03-11,67.54566744730678
2024-03-12,62.633255269320834
2024-03-13,65.0894613583138
2024-03-14,68.77377049180326
2024-03-15,76.14238875878219
2024-03-16,72.45807962529273
2024-03-17,79.82669789227165
2024-03-18,66.31756440281029
2024-03-19,67.54566744730678
2024-03-20,76.14238875878219
2024-03-21,67.54566744730678
2024-03-22,65.0894613583138
2024-03-23,74.9142857142857
2024-03-24,78.59859484777516
2024-03-25,67.54566744730678
2024-03-26,66.31756440281029
2024-03-27,74.9142857142857
2024-03-28,78.59859484777516
2024-03-29,67.54566744730678
2024-03-30,76.14238875878219
2024-03-31,77.37049180327867
2024-04-01,71.22997658079623
2024-04-02,73.68618266978922
2024-04-03,73.68618266978922
2024-04-04,67.54566744730678
2024-04-05,62.633255269320834
2024-04-06,74.9142857142857
2024-04-07,87.19531615925057
2024-04-08,104.38875878220138
2024-04-09,68.77377049180326
2024-04-10,74.9142857142857
2024-04-11,66.31756440281029
2024-04-12,66.31756440281029
2024-04-13,72.45807962529273
2024-04-14,76.14238875878219
2024-04-15,74.9142857142857
2024-04-16,67.54566744730678
2024-04-17,68.77377049180326
2024-04-18,62.633255269320834
2024-04-19,73.68618266978922
2024-04-20,76.14238875878219
2024-04-21,92.10772833723652
2024-04-22,71.22997658079623
2024-04-23,72.45807962529273
2024-04-24,77.37049180327867
2024-04-25,77.37049180327867
2024-04-26,67.54566744730678
2024-04-27,76.14238875878219
2024-04-28,89.65152224824354
2024-04-29,79.82669789227165
2024-04-30,68.77377049180326
2024-05-01,65.0894613583138
2024-05-02,67.54566744730678
2024-05-03,71.22997658079623
2024-05-04,76.14238875878219
2024-05-05,87.19531615925057
2024-05-06,76.14238875878219
2024-05-07,78.59859484777516
2024-05-08,81.05480093676813
2024-05-09,77.37049180327867
2024-05-10,72.45807962529273
2024-05-11,82.28290398126462
2024-05-12,84.7391100702576
2024-05-13,78.59859484777516
2024-05-14,71.22997658079623
2024-05-15,67.54566744730678
2024-05-16,68.77377049180326
2024-05-17,78.59859484777516
2024-05-18,76.14238875878219
2024-05-19,82.28290398126462
2024-05-20,78.59859484777516
2024-05-21,78.59859484777516
2024-05-22,87.19531615925057
2024-05-23,72.45807962529273
2024-05-24,82.28290398126462
2024-05-25,82.28290398126462
2024-05-26,95.79203747072597
2024-05-27,94.5639344262295
2024-05-28,79.82669789227165
2024-05-29,82.28290398126462
2024-05-30,85.96721311475409
2024-05-31,79.82669789227165
2024-06-01,84.7391100702576
2024-06-02,90.87962529274003
2024-06-03,70.00187353629975
2024-06-04,68.77377049180326
2024-06-05,71.22997658079623
2024-06-06,70.00187353629975
2024-06-07,76.14238875878219
2024-06-08,76.14238875878219
2024-06-09,82.28290398126462
2024-06-10,74.9142857142857
2024-06-11,79.82669789227165
2024-06-12,81.05480093676813
2024-06-13,78.59859484777516
2024-06-14,73.68618266978922
2024-06-15,83.5110070257611
2024-06-16,78.59859484777516
2024-06-17,73.68618266978922
2024-06-18,68.77377049180326
2024-06-19,84.7391100702576
2024-06-20,85.96721311475409
2024-06-21,99.47634660421544
2024-06-22,122.81030444964868
2024-06-23,117.89789227166274
2024-06-24,94.5639344262295
2024-06-25,94.5639344262295
2024-06-26,88.42341920374706
2024-06-27,92.10772833723652
2024-06-28,87.19531615925057
2024-06-29,100.70444964871193
2024-06-30,93.335831381733
2024-07-01,85.96721311475409
2024-07-02,85.96721311475409
2024-07-03,85.96721311475409
2024-07-04,85.96721311475409
2024-07-05,79.82669789227165
2024-07-06,83.5110070257611
2024-07-07,101.93255269320841
2024-07-08,83.5110070257611
2024-07-09,79.82669789227165
2024-07-10,84.7391100702576
2024-07-11,85.96721311475409
2024-07-12,81.05480093676813
2024-07-13,87.19531615925057
2024-07-14,82.28290398126462
2024-07-15,79.82669789227165
2024-07-16,81.05480093676813
2024-07-17,76.14238875878219
2024-07-18,73.68618266978922
2024-07-19,79.82669789227165
2024-07-20,78.59859484777516
2024-07-21,78.59859484777516
2024-07-22,68.77377049180326
2024-07-23,71.22997658079623
2024-07-24,72.45807962529273
2024-07-25,81.05480093676813
2024-07-26,66.31756440281029
2024-07-27,74.9142857142857
2024-07-28,82.28290398126462
2024-07-29,71.22997658079623
2024-07-30,71.22997658079623
2024-07-31,67.54566744730678
2024-08-01,61.40515222482434
2024-08-02,67.54566744730678
2024-08-03,71.22997658079623
2024-08-04,74.9142857142857
2024-08-05,70.00187353629975
2024-08-06,66.31756440281029
2024-08-07,73.68618266978922
2024-08-08,65.0894613583138
2024-08-09,66.31756440281029
2024-08-10,72.45807962529273
2024-08-11,78.59859484777516
2024-08-12,67.54566744730678
2024-08-13,66.31756440281029
2024-08-14,66.31756440281029
2024-08-15,71.22997658079623
2024-08-16,67.54566744730678
2024-08-17,70.00187353629975
2024-08-18,77.42897290063564
2024-08-19,68.48136500501838
2024-08-20,62.82819226051075
2024-08-21,65.0894613583138
2024-08-22,70.12858258057321
2024-08-23,66.73667893386862
2024-08-24,72.38985167837626
2024-08-25,77.42897290063564
2024-08-26,65.0894613583138
2024-08-27,66.22009590721532
2024-08-28,65.0894613583138
2024-08-29,69.61199955391992
2024-08-30,66.22009590721532
2024-08-31,76.91238987398236
2024-09-01,78.55960744953717
2024-09-02,89.76848444295749
2024-09-03,69.61199955391992
2024-09-04,62.82819226051075
2024-09-05,65.0894613583138
2024-09-06,66.22009590721532
2024-09-07,76.29833835173412
2024-09-08,88.12126686740268
2024-09-09,73.52048622727779
2024-09-10,68.99794803167167
2024-09-11,73.52048622727779
2024-09-12,68.99794803167167
2024-09-13,70.12858258057321
2024-09-14,85.85999776959963
2024-09-15,71.25921712947472
2024-09-16,70.25529162484665
2024-09-17,76.45428794468606
2024-09-18,69.22212557154008
2024-09-19,60.95679714508753
2024-09-20,66.12262741162037
2024-09-21,75.42112189137949
2024-09-22,80.58695215791232
2024-09-23,79.55378610460576
2024-09-24,64.05629530500724
