Time,successful
2022-08-11,45.0
2022-08-12,42.0
2022-08-13,32.0
2022-08-14,35.0
2022-08-15,47.0
2022-08-16,48.0
2022-08-17,54.0
2022-08-18,48.0
2022-08-19,49.0
2022-08-20,34.0
2022-08-21,36.0
2022-08-22,56.0
2022-08-23,56.0
2022-08-24,64.0
2022-08-25,64.0
2022-08-26,58.0
2022-08-27,42.0
2022-08-28,44.0
2022-08-29,67.75
2022-08-30,65.8125
2022-08-31,69.1875
2022-09-01,69.6875
2022-09-02,59.03125
2022-09-03,35.3125
2022-09-04,41.125
2022-09-05,51.28125
2022-09-06,68.71875
2022-09-07,70.15625
2022-09-08,72.09375
2022-09-09,69.6875
2022-09-10,41.125
2022-09-11,49.84375
2022-09-12,75.0
2022-09-13,75.96875
2022-09-14,78.875
2022-09-15,79.84375
2022-09-16,65.8125
2022-09-17,45.0
2022-09-18,48.375
2022-09-19,79.84375
2022-09-20,81.28125
2022-09-21,79.34375
2022-09-22,75.96875
2022-09-23,71.625
2022-09-24,42.09375
2022-09-25,49.84375
2022-09-26,75.0
2022-09-27,80.625
2022-09-28,75.0
2022-09-29,80.625
2022-09-30,64.6875
2022-10-01,41.25
2022-10-02,46.875
2022-10-03,79.6875
2022-10-04,75.9375
2022-10-05,75.9375
2022-10-06,77.8125
2022-10-07,67.5
2022-10-08,44.0625
2022-10-09,52.5
2022-10-10,77.8125
2022-10-11,78.75
2022-10-12,75.9375
2022-10-13,75.0
2022-10-14,67.5
2022-10-15,44.0625
2022-10-16,49.6875
2022-10-17,76.875
2022-10-18,79.6875
2022-10-19,78.75
2022-10-20,76.875
2022-10-21,73.125
2022-10-22,45.0
2022-10-23,51.5625
2022-10-24,78.75
2022-10-25,80.625
2022-10-26,76.875
2022-10-27,83.4375
2022-10-28,72.1875
2022-10-29,43.125
2022-10-30,48.75
2022-10-31,81.5625
2022-11-01,79.6875
2022-11-02,76.875
2022-11-03,84.375
2022-11-04,74.0625
2022-11-05,46.875
2022-11-06,46.875
2022-11-07,83.4375
2022-11-08,68.4375
2022-11-09,74.0625
2022-11-10,75.9375
2022-11-11,61.875
2022-11-12,42.1875
2022-11-13,51.5625
2022-11-14,84.375
2022-11-15,84.375
2022-11-16,83.4375
2022-11-17,86.25
2022-11-18,71.25
2022-11-19,43.125
2022-11-20,47.8125
2022-11-21,66.5625
2022-11-22,59.0625
2022-11-23,44.0625
2022-11-24,33.75
2022-11-25,31.875
2022-11-26,37.5
2022-11-27,46.875
2022-11-28,73.125
2022-11-29,79.6875
2022-11-30,81.5625
2022-12-01,86.25
2022-12-02,74.0625
2022-12-03,44.0625
2022-12-04,50.625
2022-12-05,86.25
2022-12-06,84.375
2022-12-07,85.3125
2022-12-08,85.3125
2022-12-09,78.75
2022-12-10,45.0
2022-12-11,46.875
2022-12-12,88.125
2022-12-13,88.125
2022-12-14,78.75
2022-12-15,76.875
2022-12-16,65.625
2022-12-17,38.4375
2022-12-18,35.625
2022-12-19,56.25
2022-12-20,51.5625
2022-12-21,45.9375
2022-12-22,39.375
2022-12-23,30.0
2022-12-24,27.1875
2022-12-25,23.4375
2022-12-26,30.0
2022-12-27,32.8125
2022-12-28,39.375
2022-12-29,34.6875
2022-12-30,32.8125
2022-12-31,32.8125
2023-01-01,33.75
2023-01-02,39.375
2023-01-03,50.625
2023-01-04,59.0625
2023-01-05,60.0
2023-01-06,62.8125
2023-01-07,35.625
2023-01-08,36.5625
2023-01-09,69.375
2023-01-10,72.1875
2023-01-11,75.0
2023-01-12,75.0
2023-01-13,69.375
2023-01-14,40.3125
2023-01-15,41.25
2023-01-16,45.0
2023-01-17,74.0625
2023-01-18,76.875
2023-01-19,78.75
2023-01-20,75.9375
2023-01-21,43.125
2023-01-22,45.0
2023-01-23,78.75
2023-01-24,83.4375
2023-01-25,76.875
2023-01-26,82.5
2023-01-27,75.0
2023-01-28,44.0625
2023-01-29,50.625
2023-01-30,79.6875
2023-01-31,85.3125
2023-02-01,80.625
2023-02-02,78.75
2023-02-03,75.0
2023-02-04,47.8125
2023-02-05,53.4375
2023-02-06,88.125
2023-02-07,90.0
2023-02-08,79.6875
2023-02-09,85.3125
2023-02-10,79.6875
2023-02-11,45.0
2023-02-12,50.625
2023-02-13,81.5625
2023-02-14,79.6875
2023-02-15,79.6875
2023-02-16,83.4375
2023-02-17,74.0625
2023-02-18,43.125
2023-02-19,48.75
2023-02-20,64.6875
2023-02-21,79.6875
2023-02-22,79.6875
2023-02-23,78.75
2023-02-24,76.875
2023-02-25,47.8125
2023-02-26,51.5625
2023-02-27,90.0
2023-02-28,83.4375
2023-03-01,80.625
2023-03-02,90.9375
2023-03-03,76.875
2023-03-04,44.0625
2023-03-05,52.5
2023-03-06,86.25
2023-03-07,83.4375
2023-03-08,84.375
2023-03-09,82.5
2023-03-10,69.375
2023-03-11,42.1875
2023-03-12,44.0625
2023-03-13,69.375
2023-03-14,70.3125
2023-03-15,68.4375
2023-03-16,68.4375
2023-03-17,62.8125
2023-03-18,37.5
2023-03-19,46.875
2023-03-20,79.6875
2023-03-21,78.75
2023-03-22,78.75
2023-03-23,81.5625
2023-03-24,75.0
2023-03-25,44.0625
2023-03-26,52.5
2023-03-27,82.5
2023-03-28,84.375
2023-03-29,81.5625
2023-03-30,84.375
2023-03-31,71.25
2023-04-01,37.5
2023-04-02,49.6875
2023-04-03,81.5625
2023-04-04,78.75
2023-04-05,73.125
2023-04-06,65.625
2023-04-07,52.5
2023-04-08,42.1875
2023-04-09,45.9375
2023-04-10,75.0
2023-04-11,82.5
2023-04-12,76.875
2023-04-13,78.75
2023-04-14,75.0
2023-04-15,45.9375
2023-04-16,55.3125
2023-04-17,93.75
2023-04-18,85.3125
2023-04-19,83.4375
2023-04-20,89.0625
2023-04-21,73.125
2023-04-22,46.875
2023-04-23,54.375
2023-04-24,90.0
2023-04-25,87.1875
2023-04-26,87.33114919354838
2023-04-27,83.02167338709677
2023-04-28,71.96824596774194
2023-04-29,43.185483870967744
2023-04-30,51.33568548387096
2023-05-01,90.6804435483871
2023-05-02,84.45060483870967
2023-05-03,82.53024193548387
2023-05-04,76.76915322580645
2023-05-05,71.49949596774194
2023-05-06,43.185483870967744
2023-05-07,48.94657258064516
2023-05-08,86.37096774193549
2023-05-09,76.76915322580645
2023-05-10,77.72933467741936
2023-05-11,76.30040322580645
2023-05-12,70.04788306451613
2023-05-13,37.42439516129032
2023-05-14,36.464213709677416
2023-05-15,74.38004032258064
2023-05-16,73.41985887096774
2023-05-17,72.92842741935483
2023-05-18,74.84879032258064
2023-05-19,60.9375
2023-05-20,36.464213709677416
2023-05-21,38.384576612903224
2023-05-22,70.04788306451613
2023-05-23,66.69858870967741
2023-05-24,64.77822580645162
2023-05-25,61.9203629032258
2023-05-26,50.12600806451613
2023-05-27,38.33165322580645
2023-05-28,34.400201612903224
2023-05-29,43.24596774193548
2023-05-30,56.02318548387096
2023-05-31,57.00604838709677
2023-06-01,55.04032258064516
2023-06-02,49.14314516129032
2023-06-03,35.38306451612903
2023-06-04,40.297379032258064
2023-06-05,54.05745967741935
2023-06-06,52.09173387096774
2023-06-07,52.09173387096774
2023-06-08,49.14314516129032
2023-06-09,47.177419354838705
2023-06-10,35.38306451612903
2023-06-11,43.24596774193548
2023-06-12,51.10887096774193
2023-06-13,51.10887096774193
2023-06-14,52.09173387096774
2023-06-15,47.177419354838705
2023-06-16,44.22883064516129
2023-06-17,33.417338709677416
2023-06-18,37.34879032258064
2023-06-19,44.22883064516129
2023-06-20,47.177419354838705
2023-06-21,55.04032258064516
2023-06-22,58.971774193548384
2023-06-23,53.074596774193544
2023-06-24,42.26310483870967
2023-06-25,42.26310483870967
2023-06-26,49.14314516129032
2023-06-27,49.14314516129032
2023-06-28,47.177419354838705
2023-06-29,44.22883064516129
2023-06-30,39.314516129032256
2023-07-01,33.417338709677416
2023-07-02,32.43447580645161
2023-07-03,41.280241935483865
2023-07-04,39.314516129032256
2023-07-05,43.24596774193548
2023-07-06,46.1945564516129
2023-07-07,42.26310483870967
2023-07-08,39.314516129032256
2023-07-09,41.280241935483865
2023-07-10,50.12600806451613
2023-07-11,49.14314516129032
2023-07-12,48.16028225806451
2023-07-13,46.1945564516129
2023-07-14,42.26310483870967
2023-07-15,36.36592741935483
2023-07-16,39.314516129032256
2023-07-17,49.14314516129032
2023-07-18,46.1945564516129
2023-07-19,47.177419354838705
2023-07-20,44.22883064516129
2023-07-21,43.24596774193548
2023-07-22,36.36592741935483
2023-07-23,42.26310483870967
2023-07-24,48.16028225806451
2023-07-25,48.16028225806451
2023-07-26,49.14314516129032
2023-07-27,44.22883064516129
2023-07-28,40.297379032258064
2023-07-29,33.417338709677416
2023-07-30,37.34879032258064
2023-07-31,45.211693548387096
2023-08-01,45.211693548387096
2023-08-02,45.211693548387096
2023-08-03,43.24596774193548
2023-08-04,38.33165322580645
2023-08-05,33.417338709677416
2023-08-06,38.33165322580645
2023-08-07,45.211693548387096
2023-08-08,44.22883064516129
2023-08-09,44.22883064516129
2023-08-10,48.16028225806451
2023-08-11,45.211693548387096
2023-08-12,32.43447580645161
2023-08-13,34.400201612903224
2023-08-14,47.177419354838705
2023-08-15,50.12600806451613
2023-08-16,57.98891129032258
2023-08-17,57.98891129032258
2023-08-18,54.05745967741935
2023-08-19,39.314516129032256
2023-08-20,40.297379032258064
2023-08-21,54.05745967741935
2023-08-22,60.93749999999999
2023-08-23,69.78326612903226
2023-08-24,64.86895161290322
2023-08-25,58.971774193548384
2023-08-26,38.33165322580645
2023-08-27,47.177419354838705
2023-08-28,69.78326612903226
2023-08-29,73.71471774193547
2023-08-30,70.76612903225806
2023-08-31,67.81754032258064
2023-09-01,61.9203629032258
2023-09-02,39.314516129032256
2023-09-03,45.211693548387096
2023-09-04,51.10887096774193
2023-09-05,72.73185483870967
2023-09-06,80.59475806451613
2023-09-07,79.61189516129032
2023-09-08,72.73185483870967
2023-09-09,42.26310483870967
2023-09-10,54.05745967741935
2023-09-11,82.56048387096773
2023-09-12,81.57762096774194
2023-09-13,83.54334677419354
2023-09-14,83.54334677419354
2023-09-15,78.62903225806451
2023-09-16,44.22883064516129
2023-09-17,55.04032258064516
2023-09-18,85.50907258064515
2023-09-19,87.47479838709677
2023-09-20,80.59475806451613
2023-09-21,87.47479838709677
2023-09-22,75.68044354838709
2023-09-23,44.22883064516129
2023-09-24,51.10887096774193
2023-09-25,88.45766129032258
2023-09-26,85.50907258064515
2023-09-27,85.50907258064515
2023-09-28,89.44052419354838
2023-09-29,74.69758064516128
2023-09-30,47.177419354838705
2023-10-01,54.05745967741935
2023-10-02,87.47479838709677
2023-10-03,80.59475806451613
2023-10-04,85.50907258064515
2023-10-05,90.42338709677419
2023-10-06,70.76612903225806
2023-10-07,43.24596774193548
2023-10-08,50.12600806451613
2023-10-09,74.69758064516128
2023-10-10,79.61189516129032
2023-10-11,81.57762096774194
2023-10-12,81.57762096774194
2023-10-13,69.78326612903226
2023-10-14,38.33165322580645
2023-10-15,56.02318548387096
2023-10-16,83.54334677419354
2023-10-17,89.44052419354838
2023-10-18,82.56048387096773
2023-10-19,82.56048387096773
2023-10-20,73.71471774193547
2023-10-21,45.211693548387096
2023-10-22,51.10887096774193
2023-10-23,93.3719758064516
2023-10-24,86.49193548387096
2023-10-25,85.50907258064515
2023-10-26,88.45766129032258
2023-10-27,72.73185483870967
2023-10-28,43.24596774193548
2023-10-29,52.09173387096774
2023-10-30,92.3891129032258
2023-10-31,88.45766129032258
2023-11-01,83.54334677419354
2023-11-02,90.42338709677419
2023-11-03,77.6461693548387
2023-11-04,48.16028225806451
2023-11-05,51.10887096774193
2023-11-06,94.35483870967741
2023-11-07,85.50907258064515
2023-11-08,86.49193548387096
2023-11-09,82.56048387096773
2023-11-10,66.83467741935483
2023-11-11,47.177419354838705
2023-11-12,52.09173387096774
2023-11-13,98.28629032258064
2023-11-14,93.3719758064516
2023-11-15,86.49193548387096
2023-11-16,88.45766129032258
2023-11-17,76.6633064516129
2023-11-18,47.177419354838705
2023-11-19,51.10887096774193
2023-11-20,70.76612903225806
2023-11-21,60.93749999999999
2023-11-22,47.177419354838705
2023-11-23,36.36592741935483
2023-11-24,32.43447580645161
2023-11-25,36.36592741935483
2023-11-26,48.16028225806451
2023-11-27,83.54334677419354
2023-11-28,88.45766129032258
2023-11-29,84.52620967741935
2023-11-30,89.44052419354838
2023-12-01,78.62903225806451
2023-12-02,50.12600806451613
2023-12-03,52.09173387096774
2023-12-04,91.40625
2023-12-05,90.42338709677419
2023-12-06,88.45766129032258
2023-12-07,85.50907258064515
2023-12-08,89.44052419354838
2023-12-09,47.177419354838705
2023-12-10,50.12600806451613
2023-12-11,80.59475806451613
2023-12-12,80.59475806451613
2023-12-13,81.57762096774194
2023-12-14,83.54334677419354
2023-12-15,71.74899193548387
2023-12-16,37.34879032258064
2023-12-17,38.33165322580645
2023-12-18,60.93749999999999
2023-12-19,64.86895161290322
2023-12-20,59.95463709677419
2023-12-21,48.16028225806451
2023-12-22,39.631568678459935
2023-12-23,29.581002861602496
2023-12-24,30.64312890218522
2023-12-25,26.394624739854315
2023-12-26,33.8295070239334
2023-12-27,38.56944263787721
2023-12-28,38.56944263787721
2023-12-29,35.38306451612903
2023-12-30,34.3209384755463
2023-12-31,33.25881243496357
2024-01-01,35.38306451612903
2024-01-02,45.43363033298647
2024-01-03,53.35994406867846
2024-01-04,58.59131113423517
2024-01-05,55.48419614984391
2024-01-06,35.38306451612903
2024-01-07,37.99874804890739
2024-01-08,64.96406737773152
2024-01-09,67.08831945889698
2024-01-10,76.56819068678459
2024-01-11,75.50606464620186
2024-01-12,72.8903811134235
2024-01-13,40.12300013007284
2024-01-14,42.24725221123829
2024-01-15,49.111439906347556
2024-01-16,68.1504454994797
2024-01-17,75.50606464620186
2024-01-18,80.81669484911549
2024-01-19,76.56819068678459
2024-01-20,45.655567117585846
2024-01-21,50.22112382934443
2024-01-22,83.32140998959417
2024-01-23,82.18002081165452
2024-01-24,86.7455775234131
2024-01-25,85.60418834547346
2024-01-26,82.18002081165452
2024-01-27,49.079734651404785
2024-01-28,55.92806971904266
2024-01-29,98.15946930280957
2024-01-30,89.02835587929239
2024-01-31,93.59391259105098
2024-02-01,90.16974505723205
2024-02-02,83.32140998959417
2024-02-03,50.22112382934443
2024-02-04,57.069458896982304
2024-02-05,94.73530176899062
2024-02-06,92.45252341311134
2024-02-07,87.88696670135275
2024-02-08,89.02835587929239
2024-02-09,82.18002081165452
2024-02-10,50.22112382934443
2024-02-11,54.78668054110301
2024-02-12,89.02835587929239
2024-02-13,90.16974505723205
2024-02-14,85.60418834547346
2024-02-15,87.88696670135275
2024-02-16,77.61446409989594
2024-02-17,47.938345473465134
2024-02-18,53.645291363163366
2024-02-19,69.6247398543184
2024-02-20,89.02835587929239
2024-02-21,86.7455775234131
2024-02-22,86.7455775234131
2024-02-23,79.89724245577523
2024-02-24,51.36251300728407
2024-02-25,58.210848074921955
2024-02-26,98.15946930280957
2024-02-27,90.16974505723205
2024-02-28,90.16974505723205
2024-02-29,94.73530176899062
2024-03-01,81.03863163371487
2024-03-02,52.50390218522372
2024-03-03,54.78668054110301
2024-03-04,98.15946930280957
2024-03-05,86.7455775234131
2024-03-06,89.02835587929239
2024-03-07,87.88696670135275
2024-03-08,82.18002081165452
2024-03-09,41.09001040582726
2024-03-10,49.079734651404785
2024-03-11,86.7455775234131
2024-03-12,79.89724245577523
2024-03-13,73.04890738813735
2024-03-14,81.03863163371487
2024-03-15,68.48335067637876
2024-03-16,43.37278876170655
2024-03-17,49.079734651404785
2024-03-18,86.7455775234131
2024-03-19,85.60418834547346
2024-03-20,87.88696670135275
2024-03-21,86.7455775234131
2024-03-22,79.89724245577523
2024-03-23,43.37278876170655
2024-03-24,50.22112382934443
2024-03-25,85.60418834547346
2024-03-26,81.03863163371487
2024-03-27,81.03863163371487
2024-03-28,76.4730749219563
2024-03-29,54.78668054110301
2024-03-30,39.948621227887614
2024-03-31,49.079734651404785
2024-04-01,81.03863163371487
2024-04-02,81.03863163371487
2024-04-03,77.61446409989594
2024-04-04,74.190296566077
2024-04-05,70.76612903225806
2024-04-06,42.23139958376691
2024-04-07,52.50390218522372
2024-04-08,79.89724245577523
2024-04-09,87.88696670135275
2024-04-10,83.32140998959417
2024-04-11,87.88696670135275
2024-04-12,82.18002081165452
2024-04-13,43.37278876170655
2024-04-14,54.78668054110301
2024-04-15,99.30085848074921
2024-04-16,91.31113423517169
2024-04-17,94.73530176899062
2024-04-18,89.02835587929239
2024-04-19,82.18002081165452
2024-04-20,44.514177939646196
2024-04-21,53.645291363163366
2024-04-22,99.30085848074921
2024-04-23,87.88696670135275
2024-04-24,114.13891779396461
2024-04-25,90.16974505723205
2024-04-26,76.4730749219563
2024-04-27,47.938345473465134
2024-04-28,55.92806971904266
2024-04-29,90.16974505723205
2024-04-30,89.02835587929239
2024-05-01,87.88696670135275
2024-05-02,83.32140998959417
2024-05-03,76.4730749219563
2024-05-04,39.948621227887614
2024-05-05,52.50390218522372
2024-05-06,86.7455775234131
2024-05-07,92.45252341311134
2024-05-08,82.18002081165452
2024-05-09,84.46279916753382
2024-05-10,76.4730749219563
2024-05-11,38.80723204994797
2024-05-12,39.948621227887614
2024-05-13,82.18002081165452
2024-05-14,77.61446409989594
2024-05-15,67.34196149843912
2024-05-16,71.90751821019771
2024-05-17,65.05918314255983
2024-05-18,37.66584287200832
2024-05-19,39.948621227887614
2024-05-20,76.4730749219563
2024-05-21,67.34196149843912
2024-05-22,63.91779396462018
2024-05-23,62.77640478668054
2024-05-24,54.78668054110301
2024-05-25,38.80723204994797
2024-05-26,35.38306451612903
2024-05-27,41.09001040582726
2024-05-28,57.069458896982304
2024-05-29,62.77640478668054
2024-05-30,57.069458896982304
2024-05-31,51.36251300728407
2024-06-01,38.80723204994797
2024-06-02,41.09001040582726
2024-06-03,54.78668054110301
2024-06-04,54.78668054110301
2024-06-05,59.3522372528616
2024-06-06,60.49362643080124
2024-06-07,49.079734651404785
2024-06-08,38.80723204994797
2024-06-09,39.948621227887614
2024-06-10,54.78668054110301
2024-06-11,54.78668054110301
2024-06-12,54.78668054110301
2024-06-13,52.50390218522372
2024-06-14,45.655567117585846
2024-06-15,36.524453694068676
2024-06-16,41.09001040582726
2024-06-17,53.645291363163366
2024-06-18,51.36251300728407
2024-06-19,46.79695629552549
2024-06-20,47.938345473465134
2024-06-21,44.514177939646196
2024-06-22,36.524453694068676
2024-06-23,39.948621227887614
2024-06-24,49.079734651404785
2024-06-25,49.079734651404785
2024-06-26,45.655567117585846
2024-06-27,45.655567117585846
2024-06-28,45.655567117585846
2024-06-29,37.66584287200832
2024-06-30,37.66584287200832
2024-07-01,46.79695629552549
2024-07-02,46.79695629552549
2024-07-03,42.23139958376691
2024-07-04,34.24167533818938
2024-07-05,36.524453694068676
2024-07-06,35.38306451612903
2024-07-07,37.66584287200832
2024-07-08,52.50390218522372
2024-07-09,47.938345473465134
2024-07-10,46.79695629552549
2024-07-11,47.938345473465134
2024-07-12,38.80723204994797
2024-07-13,37.66584287200832
2024-07-14,37.66584287200832
2024-07-15,49.079734651404785
2024-07-16,45.655567117585846
2024-07-17,44.514177939646196
2024-07-18,51.36251300728407
2024-07-19,44.514177939646196
2024-07-20,36.524453694068676
2024-07-21,39.948621227887614
2024-07-22,49.079734651404785
2024-07-23,44.514177939646196
2024-07-24,45.655567117585846
2024-07-25,47.938345473465134
2024-07-26,37.66584287200832
2024-07-27,34.24167533818938
2024-07-28,38.80723204994797
2024-07-29,47.938345473465134
2024-07-30,42.23139958376691
2024-07-31,38.80723204994797
2024-08-01,44.514177939646196
2024-08-02,39.948621227887614
2024-08-03,36.524453694068676
2024-08-04,34.24167533818938
2024-08-05,42.23139958376691
2024-08-06,43.37278876170655
2024-08-07,49.079734651404785
2024-08-08,45.655567117585846
2024-08-09,45.655567117585846
2024-08-10,33.10028616024974
2024-08-11,35.38306451612903
2024-08-12,46.79695629552549
2024-08-13,45.655567117585846
2024-08-14,50.22112382934443
2024-08-15,51.36251300728407
2024-08-16,47.938345473465134
2024-08-17,34.24167533818938
2024-08-18,35.60966383821999
2024-08-19,58.28638118228561
2024-08-20,61.53430479892269
2024-08-21,63.12889262104425
2024-08-22,62.61694600446838
2024-08-23,62.04625141549856
2024-08-24,41.02286986594846
2024-08-25,44.78274009916141
2024-08-26,68.54209864877272
2024-08-27,69.62473985431842
2024-08-28,69.62473985431842
2024-08-29,71.7900222654098
2024-08-30,67.45945744322702
2024-08-31,41.02286986594846
2024-09-01,47.51871709922262
2024-09-02,51.27858733243557
2024-09-03,73.38461008753137
2024-09-04,78.79781611525983
2024-09-05,82.55768634847279
2024-09-06,72.8726634709555
2024-09-07,45.35343468813123
2024-09-08,55.60915215461835
2024-09-09,83.12838093744261
2024-09-10,81.47504514292709
2024-09-11,78.79781611525983
2024-09-12,87.97089237620125
2024-09-13,73.95530467650119
2024-09-14,45.8653813047071
2024-09-15,52.36122853798127
2024-09-16,87.03092481789803
2024-09-17,86.00703158474627
2024-09-18,87.03092481789803
2024-09-19,82.93535188529106
2024-09-20,76.79199248638061
2024-09-21,48.122981958131845
2024-09-22,52.218554890738815
2024-09-23,88.05481805104976
2024-09-24,87.03092481789803
2024-09-25,80.88756541898758
2024-09-26,77.81588571953235
2024-09-27,73.72031278692538
2024-09-28,46.07519549182836
2024-09-29,52.218554890738815
2024-09-30,88.05481805104976
2024-10-01,82.93535188529106
2024-10-02,82.93535188529106
2024-10-03,84.98313835159453
2024-10-04,73.72031278692538
2024-10-05,48.122981958131845
2024-10-06,54.26634135704229
2024-10-07,86.00703158474627
2024-10-08,78.83977895268409
2024-10-09,78.83977895268409
2024-10-10,78.83977895268409
2024-10-11,70.64863308747016
2024-10-12,41.9796225592214
2024-10-13,54.26634135704229
2024-10-14,77.81588571953235
2024-10-15,88.05481805104976
2024-10-16,83.9592451184428
2024-10-17,83.9592451184428
2024-10-18,77.81588571953235
2024-10-19,43.003515792373136
2024-10-20,59.385807522801
2024-10-21,90.10260451735324
2024-10-22,89.0787112842015
2024-10-23,84.98313835159453
2024-10-24,88.05481805104976
2024-10-25,78.83977895268409
2024-10-26,50.17076842443533
2024-10-27,55.29023459019404
2024-10-28,96.24596391626369
2024-10-29,86.00703158474627
2024-10-30,83.9592451184428
2024-10-31,77.81588571953235
2024-11-01,70.64863308747016
2024-11-02,44.02740902552488
2024-11-03,54.26634135704229
2024-11-04,88.05481805104976
2024-11-05,66.55306015486319
2024-11-06,64.50527368855971
2024-11-07,81.91145865213932
2024-11-08,75.76809925322887
2024-11-09,51.19466165758707
2024-11-10,51.19466165758707
2024-11-11,82.93535188529106
2024-11-12,89.0787112842015
2024-11-13,90.10260451735324
2024-11-14,86.00703158474627
2024-11-15,81.91145865213932
2024-11-16,48.122981958131845
2024-11-17,54.26634135704229
2024-11-18,101.3654300820224
