Time,beggar
2023-07-29,47.32075471698114
2023-07-30,61.01886792452831
2023-07-31,61.01886792452831
2023-08-01,57.28301886792454
2023-08-02,63.50943396226416
2023-08-03,39.84905660377359
2023-08-04,38.60377358490567
2023-08-05,61.01886792452831
2023-08-06,47.32075471698114
2023-08-07,57.28301886792454
2023-08-08,61.01886792452831
2023-08-09,64.75471698113208
2023-08-10,0.0
2023-08-11,58.52830188679246
2023-08-12,90.9056603773585
2023-08-13,102.11320754716982
2023-08-14,46.07547169811321
2023-08-15,59.773584905660385
2023-08-16,43.584905660377366
2023-08-17,82.18867924528303
2023-08-18,57.28301886792454
2023-08-19,64.75471698113208
2023-08-20,64.75471698113208
2023-08-21,53.547169811320764
2023-08-22,37.358490566037744
2023-08-23,67.24528301886794
2023-08-24,56.03773584905661
2023-08-25,57.28301886792454
2023-08-26,66.00000000000001
2023-08-27,75.96226415094341
2023-08-28,63.50943396226416
2023-08-29,82.18867924528303
2023-08-30,63.50943396226416
2023-08-31,53.547169811320764
2023-09-01,78.45283018867926
2023-09-02,74.71698113207549
2023-09-03,66.00000000000001
2023-09-04,63.50943396226416
2023-09-05,51.05660377358491
2023-09-06,72.22641509433963
2023-09-07,43.584905660377366
2023-09-08,74.71698113207549
2023-09-09,84.67924528301887
2023-09-10,68.49056603773586
2023-09-11,75.96226415094341
2023-09-12,57.28301886792454
2023-09-13,80.9433962264151
2023-09-14,72.22641509433963
2023-09-15,98.37735849056605
2023-09-16,59.773584905660385
2023-09-17,62.26415094339623
2023-09-18,84.67924528301887
2023-09-19,97.13207547169813
2023-09-20,90.9056603773585
2023-09-21,64.75471698113208
2023-09-22,58.52830188679246
2023-09-23,78.45283018867926
2023-09-24,87.16981132075473
2023-09-25,78.45283018867926
2023-09-26,58.52830188679246
2023-09-27,69.73584905660378
2023-09-28,54.79245283018869
2023-09-29,58.52830188679246
2023-09-30,78.45283018867926
2023-10-01,84.67924528301887
2023-10-02,74.71698113207549
2023-10-03,85.92452830188681
2023-10-04,100.8679245283019
2023-10-05,70.9811320754717
2023-10-06,63.50943396226416
2023-10-07,77.20754716981133
2023-10-08,63.50943396226416
2023-10-09,89.66037735849058
2023-10-10,74.71698113207549
2023-10-11,79.69811320754718
2023-10-12,78.45283018867926
2023-10-13,77.20754716981133
2023-10-14,70.9811320754717
2023-10-15,110.8301886792453
2023-10-16,85.92452830188681
2023-10-17,74.71698113207549
2023-10-18,64.75471698113208
2023-10-19,78.45283018867926
2023-10-20,89.66037735849058
2023-10-21,80.9433962264151
2023-10-22,42.339622641509436
2023-10-23,80.9433962264151
2023-10-24,92.15094339622642
2023-10-25,79.69811320754718
2023-10-26,108.33962264150945
2023-10-27,67.24528301886794
2023-10-28,54.79245283018869
2023-10-29,72.22641509433963
2023-10-30,94.64150943396228
2023-10-31,78.45283018867926
2023-11-01,80.9433962264151
2023-11-02,70.9811320754717
2023-11-03,66.00000000000001
2023-11-04,84.67924528301887
2023-11-05,89.66037735849058
2023-11-06,62.26415094339623
2023-11-07,57.28301886792454
2023-11-08,82.18867924528303
2023-11-09,90.9056603773585
2023-11-10,95.8867924528302
2023-11-11,53.547169811320764
2023-11-12,44.83018867924529
2023-11-13,63.50943396226416
2023-11-14,79.69811320754718
2023-11-15,70.9811320754717
2023-11-16,63.50943396226416
2023-11-17,58.52830188679246
2023-11-18,79.69811320754718
2023-11-19,62.26415094339623
2023-11-20,69.73584905660378
2023-11-21,51.05660377358491
2023-11-22,42.339622641509436
2023-11-23,32.37735849056604
2023-11-24,52.301886792452834
2023-11-25,74.71698113207549
2023-11-26,69.73584905660378
2023-11-27,66.00000000000001
2023-11-28,79.69811320754718
2023-11-29,102.11320754716982
2023-11-30,80.9433962264151
2023-12-01,54.79245283018869
2023-12-02,73.47169811320755
2023-12-03,75.96226415094341
2023-12-04,53.547169811320764
2023-12-05,80.9433962264151
2023-12-06,87.16981132075473
2023-12-07,77.20754716981133
2023-12-08,85.92452830188681
2023-12-09,74.71698113207549
2023-12-10,87.16981132075473
2023-12-11,87.16981132075473
2023-12-12,98.37735849056605
2023-12-13,82.18867924528303
2023-12-14,78.45283018867926
2023-12-15,72.22641509433963
2023-12-16,88.41509433962266
2023-12-17,66.00000000000001
2023-12-18,74.71698113207549
2023-12-19,51.05660377358491
2023-12-20,62.26415094339623
2023-12-21,75.96226415094341
2023-12-22,84.83490566037737
2023-12-23,56.97169811320756
2023-12-24,53.080188679245296
2023-12-25,34.634433962264154
2023-12-26,80.9433962264151
2023-12-27,64.13207547169813
2023-12-28,42.41745283018869
2023-12-29,64.75471698113208
2023-12-30,70.2806603773585
2023-12-31,50.20047169811322
2024-01-01,54.71462264150944
2024-01-02,66.38915094339623
2024-01-03,56.34905660377359
2024-01-04,67.0117924528302
2024-01-05,54.71462264150944
2024-01-06,80.9433962264151
2024-01-07,56.97169811320756
2024-01-08,75.4174528301887
2024-01-09,68.64622641509436
2024-01-10,70.2806603773585
2024-01-11,50.20047169811322
2024-01-12,80.9433962264151
2024-01-13,79.30896226415095
2024-01-14,62.497641509433976
2024-01-15,40.78301886792454
2024-01-16,70.90330188679246
2024-01-17,56.34905660377359
2024-01-18,68.64622641509436
2024-01-19,77.05188679245285
2024-01-20,64.75471698113209
2024-01-21,74.87264150943398
2024-01-22,70.82547169811322
2024-01-23,60.707547169811335
2024-01-24,56.66037735849058
2024-01-25,60.707547169811335
2024-01-26,64.75471698113209
2024-01-27,99.15566037735852
2024-01-28,60.707547169811335
2024-01-29,62.73113207547171
2024-01-30,70.82547169811322
2024-01-31,64.75471698113209
2024-02-01,52.61320754716982
2024-02-02,78.91981132075473
2024-02-03,74.87264150943398
2024-02-04,87.01415094339625
2024-02-05,54.6367924528302
2024-02-06,60.707547169811335
2024-02-07,82.96698113207549
2024-02-08,87.01415094339625
2024-02-09,74.87264150943398
2024-02-10,64.75471698113209
2024-02-11,72.8490566037736
2024-02-12,54.6367924528302
2024-02-13,70.82547169811322
2024-02-14,78.91981132075473
2024-02-15,82.96698113207549
2024-02-16,48.566037735849065
2024-02-17,78.91981132075473
2024-02-18,78.91981132075473
2024-02-19,84.99056603773587
2024-02-20,68.80188679245285
2024-02-21,80.94339622641512
2024-02-22,50.58962264150944
2024-02-23,82.96698113207549
2024-02-24,58.683962264150956
2024-02-25,78.91981132075473
2024-02-26,66.77830188679246
2024-02-27,62.73113207547171
2024-02-28,80.94339622641512
2024-02-29,99.15566037735852
2024-03-01,60.707547169811335
2024-03-02,84.99056603773587
2024-03-03,66.77830188679246
2024-03-04,82.96698113207549
2024-03-05,54.6367924528302
2024-03-06,66.77830188679246
2024-03-07,95.10849056603776
2024-03-08,50.58962264150944
2024-03-09,68.80188679245285
2024-03-10,64.75471698113209
2024-03-11,62.73113207547171
2024-03-12,62.73113207547171
2024-03-13,82.96698113207549
2024-03-14,74.87264150943398
2024-03-15,64.75471698113209
2024-03-16,52.61320754716982
2024-03-17,60.707547169811335
2024-03-18,68.80188679245285
2024-03-19,74.87264150943398
2024-03-20,101.17924528301889
2024-03-21,60.707547169811335
2024-03-22,109.2735849056604
2024-03-23,165.93396226415098
2024-03-24,202.35849056603777
2024-03-25,174.0283018867925
2024-03-26,141.65094339622644
2024-03-27,125.46226415094343
2024-03-28,159.86320754716985
2024-03-29,117.36792452830191
2024-03-30,105.22641509433964
2024-03-31,115.34433962264154
2024-04-01,133.55660377358492
2024-04-02,89.03773584905663
2024-04-03,72.8490566037736
2024-04-04,72.8490566037736
2024-04-05,82.96698113207549
2024-04-06,80.94339622641512
2024-04-07,78.91981132075473
2024-04-08,84.99056603773587
2024-04-09,103.20283018867927
2024-04-10,127.48584905660381
2024-04-11,103.20283018867927
2024-04-12,111.29716981132079
2024-04-13,72.8490566037736
2024-04-14,91.061320754717
2024-04-15,76.89622641509436
2024-04-16,66.77830188679246
2024-04-17,64.75471698113209
2024-04-18,103.20283018867927
2024-04-19,64.75471698113209
2024-04-20,78.91981132075473
2024-04-21,80.94339622641512
2024-04-22,91.061320754717
2024-04-23,103.20283018867927
2024-04-24,91.061320754717
2024-04-25,78.91981132075473
2024-04-26,74.87264150943398
2024-04-27,58.683962264150956
2024-04-28,78.91981132075473
2024-04-29,66.77830188679246
2024-04-30,84.99056603773587
2024-05-01,60.707547169811335
2024-05-02,95.10849056603776
2024-05-03,97.13207547169813
2024-05-04,82.96698113207549
2024-05-05,68.80188679245285
2024-05-06,66.77830188679246
2024-05-07,70.82547169811322
2024-05-08,66.77830188679246
2024-05-09,80.94339622641512
2024-05-10,74.87264150943398
2024-05-11,72.8490566037736
2024-05-12,72.8490566037736
2024-05-13,103.20283018867927
2024-05-14,74.87264150943398
2024-05-15,95.10849056603776
2024-05-16,91.061320754717
2024-05-17,93.08490566037739
2024-05-18,74.87264150943398
2024-05-19,82.96698113207549
2024-05-20,76.89622641509436
2024-05-21,60.707547169811335
2024-05-22,60.707547169811335
2024-05-23,87.01415094339625
2024-05-24,74.87264150943398
2024-05-25,54.6367924528302
2024-05-26,50.58962264150944
2024-05-27,70.82547169811322
2024-05-28,52.61320754716982
2024-05-29,80.94339622641512
2024-05-30,56.66037735849058
2024-05-31,80.94339622641512
2024-06-01,66.77830188679246
2024-06-02,84.99056603773587
2024-06-03,56.66037735849058
2024-06-04,87.01415094339625
2024-06-05,70.82547169811322
2024-06-06,84.99056603773587
2024-06-07,68.80188679245285
2024-06-08,60.707547169811335
2024-06-09,74.87264150943398
2024-06-10,62.73113207547171
2024-06-11,78.91981132075473
2024-06-12,66.77830188679246
2024-06-13,36.4245283018868
2024-06-14,76.89622641509436
2024-06-15,97.13207547169813
2024-06-16,74.87264150943398
2024-06-17,76.89622641509436
2024-06-18,76.89622641509436
2024-06-19,70.82547169811322
2024-06-20,78.91981132075473
2024-06-21,56.66037735849058
2024-06-22,97.13207547169813
2024-06-23,84.99056603773587
2024-06-24,48.566037735849065
2024-06-25,70.82547169811322
2024-06-26,62.73113207547171
2024-06-27,42.49528301886794
2024-06-28,78.91981132075473
2024-06-29,76.89622641509436
2024-06-30,48.566037735849065
2024-07-01,52.61320754716982
2024-07-02,56.66037735849058
2024-07-03,68.80188679245285
2024-07-04,64.75471698113209
2024-07-05,58.683962264150956
2024-07-06,46.542452830188694
2024-07-07,103.20283018867927
2024-07-08,68.80188679245285
2024-07-09,34.400943396226424
2024-07-10,44.518867924528315
2024-07-11,87.01415094339625
2024-07-12,44.518867924528315
2024-07-13,93.08490566037739
2024-07-14,76.89622641509436
2024-07-15,42.49528301886794
2024-07-16,62.73113207547171
2024-07-17,72.8490566037736
2024-07-18,101.17924528301889
2024-07-19,44.518867924528315
2024-07-20,52.61320754716982
2024-07-21,82.96698113207549
2024-07-22,70.82547169811322
2024-07-23,44.518867924528315
2024-07-24,62.73113207547171
2024-07-25,66.77830188679246
2024-07-26,58.683962264150956
2024-07-27,68.80188679245285
2024-07-28,64.75471698113209
2024-07-29,48.566037735849065
2024-07-30,56.66037735849058
2024-07-31,66.77830188679246
2024-08-01,74.87264150943398
2024-08-02,76.89622641509436
2024-08-03,82.96698113207549
2024-08-04,58.683962264150956
2024-08-05,52.61320754716982
2024-08-06,60.707547169811335
2024-08-07,74.87264150943398
2024-08-08,54.6367924528302
2024-08-09,78.91981132075473
2024-08-10,58.683962264150956
2024-08-11,111.29716981132079
2024-08-12,56.66037735849058
2024-08-13,80.94339622641512
2024-08-14,58.683962264150956
2024-08-15,72.8490566037736
2024-08-16,87.01415094339625
2024-08-17,72.8490566037736
2024-08-18,100.1674528301887
2024-08-19,58.68396226415095
2024-08-20,58.68396226415095
2024-08-21,72.84905660377359
2024-08-22,90.04952830188681
2024-08-23,58.68396226415095
2024-08-24,68.80188679245285
2024-08-25,58.68396226415095
2024-08-26,51.60141509433963
2024-08-27,72.84905660377359
2024-08-28,68.80188679245285
2024-08-29,59.69575471698114
2024-08-30,62.731132075471706
2024-08-31,70.82547169811322
2024-09-01,42.49528301886794
2024-09-02,82.96698113207549
2024-09-03,72.84905660377359
2024-09-04,99.1556603773585
2024-09-05,62.731132075471706
2024-09-06,71.83726415094341
2024-09-07,59.69575471698114
2024-09-08,68.80188679245285
2024-09-09,98.14386792452831
2024-09-10,80.9433962264151
2024-09-11,72.84905660377359
2024-09-12,80.9433962264151
2024-09-13,93.08490566037737
2024-09-14,60.707547169811335
2024-09-15,68.80188679245285
2024-09-16,70.82547169811322
2024-09-17,60.70754716981133
2024-09-18,70.82547169811322
2024-09-19,101.17924528301887
2024-09-20,80.9433962264151
2024-09-21,70.82547169811322
2024-09-22,70.82547169811322
2024-09-23,91.06132075471699
2024-09-24,80.9433962264151
2024-09-25,60.70754716981133
2024-09-26,101.17924528301887
2024-09-27,70.82547169811322
2024-09-28,50.589622641509436
2024-09-29,80.9433962264151
2024-09-30,80.9433962264151
2024-10-01,60.70754716981133
2024-10-02,80.9433962264151
2024-10-03,80.9433962264151
2024-10-04,70.82547169811322
2024-10-05,91.06132075471699
2024-10-06,70.82547169811322
2024-10-07,70.82547169811322
2024-10-08,50.589622641509436
2024-10-09,91.06132075471699
2024-10-10,80.9433962264151
2024-10-11,70.82547169811322
2024-10-12,60.70754716981133
2024-10-13,60.70754716981133
2024-10-14,70.82547169811322
2024-10-15,91.06132075471699
2024-10-16,50.589622641509436
2024-10-17,80.9433962264151
2024-10-18,70.82547169811322
2024-10-19,70.82547169811322
2024-10-20,121.41509433962266
2024-10-21,101.17924528301887
2024-10-22,80.9433962264151
2024-10-23,80.9433962264151
2024-10-24,91.06132075471699
2024-10-25,121.41509433962266
2024-10-26,70.82547169811322
2024-10-27,121.41509433962266
2024-10-28,80.9433962264151
2024-10-29,111.29716981132077
2024-10-30,141.65094339622644
2024-10-31,242.8301886792453
2024-11-01,212.47641509433964
2024-11-02,131.53301886792454
2024-11-03,101.17924528301887
2024-11-04,131.53301886792454
2024-11-05,111.29716981132077
2024-11-06,80.9433962264151
2024-11-07,111.29716981132077
2024-11-08,101.17924528301887
2024-11-09,80.9433962264151
2024-11-10,91.06132075471699
2024-11-11,80.9433962264151
2024-11-12,101.17924528301887
2024-11-13,91.06132075471699
2024-11-14,91.06132075471699
2024-11-15,111.29716981132077
2024-11-16,151.7688679245283
2024-11-17,172.0047169811321
2024-11-18,131.53301886792454
2024-11-19,91.06132075471699
2024-11-20,111.29716981132077
2024-11-21,80.9433962264151
2024-11-22,111.29716981132077
2024-11-23,121.41509433962266
2024-11-24,121.41509433962266
2024-11-25,60.70754716981133
2024-11-26,80.9433962264151
