Time,buy
2023-03-05,84.14634146341464
2023-03-06,67.6829268292683
2023-03-07,64.02439024390245
2023-03-08,71.34146341463415
2023-03-09,65.85365853658537
2023-03-10,69.51219512195122
2023-03-11,85.97560975609757
2023-03-12,76.82926829268293
2023-03-13,65.85365853658537
2023-03-14,65.85365853658537
2023-03-15,67.6829268292683
2023-03-16,69.51219512195122
2023-03-17,67.6829268292683
2023-03-18,80.48780487804878
2023-03-19,78.65853658536585
2023-03-20,69.51219512195122
2023-03-21,67.6829268292683
2023-03-22,67.6829268292683
2023-03-23,69.51219512195122
2023-03-24,71.34146341463415
2023-03-25,84.14634146341464
2023-03-26,84.14634146341464
2023-03-27,67.6829268292683
2023-03-28,65.85365853658537
2023-03-29,65.85365853658537
2023-03-30,67.6829268292683
2023-03-31,67.6829268292683
2023-04-01,76.82926829268293
2023-04-02,84.14634146341464
2023-04-03,71.34146341463415
2023-04-04,67.6829268292683
2023-04-05,67.6829268292683
2023-04-06,67.6829268292683
2023-04-07,67.6829268292683
2023-04-08,84.14634146341464
2023-04-09,71.34146341463415
2023-04-10,71.34146341463415
2023-04-11,67.6829268292683
2023-04-12,65.85365853658537
2023-04-13,65.85365853658537
2023-04-14,71.34146341463415
2023-04-15,80.48780487804878
2023-04-16,80.48780487804878
2023-04-17,67.6829268292683
2023-04-18,67.6829268292683
2023-04-19,69.51219512195122
2023-04-20,67.6829268292683
2023-04-21,67.6829268292683
2023-04-22,80.48780487804878
2023-04-23,80.48780487804878
2023-04-24,69.51219512195122
2023-04-25,69.51219512195122
2023-04-26,71.13039399624765
2023-04-27,67.6125703564728
2023-04-28,67.6125703564728
2023-04-29,84.28705440900563
2023-04-30,79.01031894934334
2023-05-01,67.6125703564728
2023-05-02,65.85365853658537
2023-05-03,65.85365853658537
2023-05-04,69.37148217636023
2023-05-05,67.6125703564728
2023-05-06,80.76923076923077
2023-05-07,80.76923076923077
2023-05-08,69.37148217636023
2023-05-09,65.85365853658537
2023-05-10,67.6125703564728
2023-05-11,69.37148217636023
2023-05-12,72.88930581613508
2023-05-13,86.04596622889306
2023-05-14,75.49249530956848
2023-05-15,69.37148217636023
2023-05-16,67.6125703564728
2023-05-17,67.6125703564728
2023-05-18,65.85365853658537
2023-05-19,70.21575984990619
2023-05-20,79.01031894934334
2023-05-21,75.49249530956848
2023-05-22,68.45684803001876
2023-05-23,70.21575984990619
2023-05-24,67.6125703564728
2023-05-25,70.91932457786116
2023-05-26,77.6735459662289
2023-05-27,81.05065666041276
2023-05-28,84.42776735459663
2023-05-29,82.73921200750469
2023-05-30,65.85365853658537
2023-05-31,65.85365853658537
2023-06-01,70.91932457786116
2023-06-02,72.6078799249531
2023-06-03,82.73921200750469
2023-06-04,79.36210131332084
2023-06-05,67.5422138836773
2023-06-06,67.5422138836773
2023-06-07,69.23076923076924
2023-06-08,69.23076923076924
2023-06-09,70.91932457786116
2023-06-10,82.73921200750469
2023-06-11,79.36210131332084
2023-06-12,72.6078799249531
2023-06-13,70.91932457786116
2023-06-14,72.6078799249531
2023-06-15,74.29643527204503
2023-06-16,81.05065666041276
2023-06-17,86.11632270168856
2023-06-18,84.42776735459663
2023-06-19,74.29643527204503
2023-06-20,64.16510318949344
2023-06-21,72.6078799249531
2023-06-22,69.23076923076924
2023-06-23,72.6078799249531
2023-06-24,84.42776735459663
2023-06-25,81.05065666041276
2023-06-26,74.29643527204503
2023-06-27,77.6735459662289
2023-06-28,72.6078799249531
2023-06-29,74.29643527204503
2023-06-30,77.6735459662289
2023-07-01,87.8048780487805
2023-07-02,91.18198874296436
2023-07-03,82.73921200750469
2023-07-04,84.42776735459663
2023-07-05,69.23076923076924
2023-07-06,77.6735459662289
2023-07-07,77.6735459662289
2023-07-08,87.8048780487805
2023-07-09,87.8048780487805
2023-07-10,79.36210131332084
2023-07-11,79.36210131332084
2023-07-12,77.6735459662289
2023-07-13,74.29643527204503
2023-07-14,75.98499061913697
2023-07-15,84.42776735459663
2023-07-16,81.05065666041276
2023-07-17,75.98499061913697
2023-07-18,72.6078799249531
2023-07-19,74.29643527204503
2023-07-20,74.29643527204503
2023-07-21,69.23076923076924
2023-07-22,87.8048780487805
2023-07-23,81.05065666041276
2023-07-24,72.6078799249531
2023-07-25,72.6078799249531
2023-07-26,70.91932457786116
2023-07-27,74.29643527204503
2023-07-28,74.29643527204503
2023-07-29,84.42776735459663
2023-07-30,82.73921200750469
2023-07-31,70.91932457786116
2023-08-01,77.6735459662289
2023-08-02,72.6078799249531
2023-08-03,69.23076923076924
2023-08-04,72.6078799249531
2023-08-05,87.8048780487805
2023-08-06,79.36210131332084
2023-08-07,72.6078799249531
2023-08-08,70.91932457786116
2023-08-09,72.6078799249531
2023-08-10,69.23076923076924
2023-08-11,74.29643527204503
2023-08-12,84.42776735459663
2023-08-13,79.36210131332084
2023-08-14,72.6078799249531
2023-08-15,70.91932457786116
2023-08-16,69.23076923076924
2023-08-17,67.5422138836773
2023-08-18,74.29643527204503
2023-08-19,86.11632270168856
2023-08-20,87.8048780487805
2023-08-21,72.6078799249531
2023-08-22,70.91932457786116
2023-08-23,67.5422138836773
2023-08-24,67.5422138836773
2023-08-25,69.23076923076924
2023-08-26,79.36210131332084
2023-08-27,84.42776735459663
2023-08-28,64.16510318949344
2023-08-29,65.85365853658537
2023-08-30,70.91932457786116
2023-08-31,65.85365853658537
2023-09-01,74.29643527204503
2023-09-02,84.42776735459663
2023-09-03,86.11632270168856
2023-09-04,84.42776735459663
2023-09-05,70.91932457786116
2023-09-06,62.4765478424015
2023-09-07,65.85365853658537
2023-09-08,67.5422138836773
2023-09-09,84.42776735459663
2023-09-10,75.98499061913697
2023-09-11,67.5422138836773
2023-09-12,65.85365853658537
2023-09-13,67.5422138836773
2023-09-14,67.5422138836773
2023-09-15,67.5422138836773
2023-09-16,81.05065666041276
2023-09-17,70.91932457786116
2023-09-18,60.787992495309574
2023-09-19,67.5422138836773
2023-09-20,65.85365853658537
2023-09-21,67.5422138836773
2023-09-22,69.23076923076924
2023-09-23,77.6735459662289
2023-09-24,77.6735459662289
2023-09-25,65.85365853658537
2023-09-26,65.85365853658537
2023-09-27,62.4765478424015
2023-09-28,65.85365853658537
2023-09-29,67.5422138836773
2023-09-30,79.36210131332084
2023-10-01,74.29643527204503
2023-10-02,59.09943714821764
2023-10-03,64.16510318949344
2023-10-04,64.16510318949344
2023-10-05,64.16510318949344
2023-10-06,65.85365853658537
2023-10-07,77.6735459662289
2023-10-08,72.6078799249531
2023-10-09,65.85365853658537
2023-10-10,69.23076923076924
2023-10-11,67.5422138836773
2023-10-12,67.5422138836773
2023-10-13,67.5422138836773
2023-10-14,77.6735459662289
2023-10-15,72.6078799249531
2023-10-16,64.16510318949344
2023-10-17,64.16510318949344
2023-10-18,62.4765478424015
2023-10-19,60.787992495309574
2023-10-20,65.85365853658537
2023-10-21,74.29643527204503
2023-10-22,74.29643527204503
2023-10-23,64.16510318949344
2023-10-24,62.4765478424015
2023-10-25,64.16510318949344
2023-10-26,65.85365853658537
2023-10-27,65.85365853658537
2023-10-28,72.6078799249531
2023-10-29,69.23076923076924
2023-10-30,64.16510318949344
2023-10-31,67.5422138836773
2023-11-01,64.16510318949344
2023-11-02,67.5422138836773
2023-11-03,67.5422138836773
2023-11-04,81.05065666041276
2023-11-05,77.6735459662289
2023-11-06,65.85365853658537
2023-11-07,67.5422138836773
2023-11-08,65.85365853658537
2023-11-09,70.91932457786116
2023-11-10,74.29643527204503
2023-11-11,86.11632270168856
2023-11-12,82.73921200750469
2023-11-13,72.6078799249531
2023-11-14,69.23076923076924
2023-11-15,74.29643527204503
2023-11-16,75.98499061913697
2023-11-17,82.73921200750469
2023-11-18,91.18198874296436
2023-11-19,94.55909943714822
2023-11-20,86.11632270168856
2023-11-21,89.49343339587243
2023-11-22,91.18198874296436
2023-11-23,103.00187617260788
2023-11-24,168.85553470919325
2023-11-25,116.51031894934334
2023-11-26,103.00187617260788
2023-11-27,96.24765478424015
2023-11-28,86.11632270168856
2023-11-29,69.23076923076924
2023-11-30,69.23076923076924
2023-12-01,74.29643527204503
2023-12-02,86.11632270168856
2023-12-03,82.73921200750469
2023-12-04,74.29643527204503
2023-12-05,74.29643527204503
2023-12-06,74.29643527204503
2023-12-07,74.29643527204503
2023-12-08,79.36210131332084
2023-12-09,89.49343339587243
2023-12-10,91.18198874296436
2023-12-11,79.36210131332084
2023-12-12,77.6735459662289
2023-12-13,75.98499061913697
2023-12-14,75.98499061913697
2023-12-15,84.42776735459663
2023-12-16,99.62476547842402
2023-12-17,94.55909943714822
2023-12-18,77.6735459662289
2023-12-19,87.8048780487805
2023-12-20,91.18198874296436
2023-12-21,96.24765478424015
2023-12-22,104.895796359211
2023-12-23,107.65681253486133
2023-12-24,98.30130317935198
2023-12-25,79.36210131332084
2023-12-26,95.84833426296842
2023-12-27,87.87333299528422
2023-12-28,86.49282490745907
2023-12-29,85.95659449317986
2023-12-30,89.25384108310939
2023-12-31,84.03985599107551
2024-01-01,74.14811622128695
2024-01-02,74.14811622128695
2024-01-03,75.52862430911212
2024-01-04,72.7676081334618
2024-01-05,74.14811622128695
2024-01-06,85.95659449317986
2024-01-07,79.36210131332084
2024-01-08,65.63688453932357
2024-01-09,62.87586836367325
2024-01-10,68.08985345570713
2024-01-11,68.08985345570713
2024-01-12,66.17311495360276
2024-01-13,79.89833172760004
2024-01-14,71.38710004563663
2024-01-15,67.55362304142793
2024-01-16,62.339637949394046
2024-01-17,67.01739262714872
2024-01-18,63.72014603721921
2024-01-19,67.55362304142793
2024-01-20,78.28964048476244
2024-01-21,77.21717965620405
2024-01-22,62.2027280563866
2024-01-23,61.13026722782821
2024-01-24,65.42011054206176
2024-01-25,64.34764971350337
2024-01-26,65.42011054206176
2024-01-27,78.28964048476244
2024-01-28,72.9273363419705
2024-01-29,62.2027280563866
2024-01-30,63.27518888494499
2024-01-31,63.27518888494499
2024-02-01,64.34764971350337
2024-02-02,67.56503219917855
2024-02-03,76.14471882764566
2024-02-04,77.21717965620405
2024-02-05,62.2027280563866
2024-02-06,65.42011054206176
2024-02-07,64.34764971350337
2024-02-08,64.34764971350337
2024-02-09,66.49257137062015
2024-02-10,81.50702297043762
2024-02-11,76.14471882764566
2024-02-12,60.05780639926982
2024-02-13,66.49257137062015
2024-02-14,65.42011054206176
2024-02-15,66.49257137062015
2024-02-16,68.63749302773694
2024-02-17,82.57948379899601
2024-02-18,83.65194462755439
2024-02-19,71.85487551341211
2024-02-20,65.42011054206176
2024-02-21,66.49257137062015
2024-02-22,67.56503219917855
2024-02-23,66.49257137062015
2024-02-24,81.50702297043762
2024-02-25,80.43456214187923
2024-02-26,66.49257137062015
2024-02-27,65.42011054206176
2024-02-28,63.27518888494499
2024-02-29,65.42011054206176
2024-03-01,66.49257137062015
2024-03-02,81.50702297043762
2024-03-03,80.43456214187923
2024-03-04,69.70995385629533
2024-03-05,65.42011054206176
2024-03-06,70.78241468485372
2024-03-07,66.49257137062015
2024-03-08,64.34764971350337
2024-03-09,79.36210131332084
2024-03-10,79.36210131332084
2024-03-11,63.27518888494499
2024-03-12,65.42011054206176
2024-03-13,68.63749302773694
2024-03-14,62.2027280563866
2024-03-15,65.42011054206176
2024-03-16,81.50702297043762
2024-03-17,81.50702297043762
2024-03-18,65.42011054206176
2024-03-19,64.34764971350337
2024-03-20,63.27518888494499
2024-03-21,65.42011054206176
2024-03-22,65.42011054206176
2024-03-23,77.21717965620405
2024-03-24,73.99979717052888
2024-03-25,66.49257137062015
2024-03-26,65.42011054206176
2024-03-27,66.49257137062015
2024-03-28,67.56503219917855
2024-03-29,69.70995385629533
2024-03-30,76.14471882764566
2024-03-31,69.70995385629533
2024-04-01,67.56503219917855
2024-04-02,66.49257137062015
2024-04-03,66.49257137062015
2024-04-04,68.63749302773694
2024-04-05,68.63749302773694
2024-04-06,81.50702297043762
2024-04-07,80.43456214187923
2024-04-08,69.70995385629533
2024-04-09,61.13026722782821
2024-04-10,63.27518888494499
2024-04-11,61.13026722782821
2024-04-12,64.34764971350337
2024-04-13,76.14471882764566
2024-04-14,76.14471882764566
2024-04-15,60.05780639926982
2024-04-16,63.27518888494499
2024-04-17,62.2027280563866
2024-04-18,61.13026722782821
2024-04-19,64.34764971350337
2024-04-20,77.21717965620405
2024-04-21,75.07225799908727
2024-04-22,64.34764971350337
2024-04-23,62.2027280563866
2024-04-24,62.2027280563866
2024-04-25,63.27518888494499
2024-04-26,67.56503219917855
2024-04-27,73.99979717052888
2024-04-28,71.85487551341211
2024-04-29,65.42011054206176
2024-04-30,69.70995385629533
2024-05-01,63.27518888494499
2024-05-02,61.13026722782821
2024-05-03,68.63749302773694
2024-05-04,72.9273363419705
2024-05-05,73.99979717052888
2024-05-06,61.13026722782821
2024-05-07,63.27518888494499
2024-05-08,61.13026722782821
2024-05-09,65.42011054206176
2024-05-10,63.27518888494499
2024-05-11,73.99979717052888
2024-05-12,69.70995385629533
2024-05-13,63.27518888494499
2024-05-14,66.49257137062015
2024-05-15,62.2027280563866
2024-05-16,64.34764971350337
2024-05-17,68.63749302773694
2024-05-18,75.07225799908727
2024-05-19,73.99979717052888
2024-05-20,64.34764971350337
2024-05-21,64.34764971350337
2024-05-22,61.13026722782821
2024-05-23,66.49257137062015
2024-05-24,69.70995385629533
2024-05-25,78.28964048476244
2024-05-26,76.14471882764566
2024-05-27,72.9273363419705
2024-05-28,64.34764971350337
2024-05-29,63.27518888494499
2024-05-30,64.34764971350337
2024-05-31,65.42011054206176
2024-06-01,76.14471882764566
2024-06-02,76.14471882764566
2024-06-03,66.49257137062015
2024-06-04,65.42011054206176
2024-06-05,67.56503219917855
2024-06-06,68.63749302773694
2024-06-07,67.56503219917855
2024-06-08,77.21717965620405
2024-06-09,72.9273363419705
2024-06-10,68.63749302773694
2024-06-11,67.56503219917855
2024-06-12,67.56503219917855
2024-06-13,67.56503219917855
2024-06-14,65.42011054206176
2024-06-15,77.21717965620405
2024-06-16,75.07225799908727
2024-06-17,68.63749302773694
2024-06-18,67.56503219917855
2024-06-19,69.70995385629533
2024-06-20,66.49257137062015
2024-06-21,72.9273363419705
2024-06-22,76.14471882764566
2024-06-23,75.07225799908727
2024-06-24,64.34764971350337
2024-06-25,66.49257137062015
2024-06-26,67.56503219917855
2024-06-27,67.56503219917855
2024-06-28,68.63749302773694
2024-06-29,79.36210131332084
2024-06-30,75.07225799908727
2024-07-01,69.70995385629533
2024-07-02,70.78241468485372
2024-07-03,70.78241468485372
2024-07-04,79.36210131332084
2024-07-05,71.85487551341211
2024-07-06,79.36210131332084
2024-07-07,73.99979717052888
2024-07-08,67.56503219917855
2024-07-09,69.70995385629533
2024-07-10,67.56503219917855
2024-07-11,70.78241468485372
2024-07-12,69.70995385629533
2024-07-13,77.21717965620405
2024-07-14,69.70995385629533
2024-07-15,69.70995385629533
2024-07-16,75.07225799908727
2024-07-17,75.07225799908727
2024-07-18,71.85487551341211
2024-07-19,70.78241468485372
2024-07-20,79.36210131332084
2024-07-21,72.9273363419705
2024-07-22,66.49257137062015
2024-07-23,67.56503219917855
2024-07-24,65.42011054206176
2024-07-25,66.49257137062015
2024-07-26,68.63749302773694
2024-07-27,72.9273363419705
2024-07-28,70.78241468485372
2024-07-29,66.49257137062015
2024-07-30,65.42011054206176
2024-07-31,63.27518888494499
2024-08-01,66.49257137062015
2024-08-02,69.70995385629533
2024-08-03,79.36210131332084
2024-08-04,80.43456214187923
2024-08-05,69.70995385629533
2024-08-06,64.34764971350337
2024-08-07,65.42011054206176
2024-08-08,64.34764971350337
2024-08-09,67.56503219917855
2024-08-10,76.14471882764566
2024-08-11,76.14471882764566
2024-08-12,67.56503219917855
2024-08-13,67.56503219917855
2024-08-14,68.63749302773694
2024-08-15,70.78241468485372
2024-08-16,67.56503219917855
2024-08-17,79.36210131332084
2024-08-18,77.00062506582208
2024-08-19,67.65784130934225
2024-08-20,67.65784130934225
2024-08-21,65.07981047146151
2024-08-22,67.65784130934225
2024-08-23,67.65784130934225
2024-08-24,77.75341007048326
2024-08-25,78.28964048476244
2024-08-26,65.83259547612269
2024-08-27,66.36882589040188
2024-08-28,65.07981047146151
2024-08-29,65.83259547612269
2024-08-30,68.94685672828263
2024-08-31,78.28964048476244
2024-09-01,82.69291715586276
2024-09-02,80.11488631798201
2024-09-03,65.07981047146151
2024-09-04,67.65784130934225
2024-09-05,61.96554921930157
2024-09-06,63.79079505252113
2024-09-07,75.1753792326025
2024-09-08,72.06111798044256
2024-09-09,63.254564638241945
2024-09-10,63.254564638241945
2024-09-11,60.14030338608201
2024-09-12,65.07981047146151
2024-09-13,67.65784130934225
2024-09-14,78.28964048476244
2024-09-15,70.7721025615022
2024-09-16,61.728370382216546
2024-09-17,63.2339403915389
2024-09-18,64.73951040086125
2024-09-19,60.22280037289419
2024-09-20,63.2339403915389
2024-09-21,76.78407047544009
2024-09-22,70.76179043815067
2024-09-23,63.2339403915389
2024-09-24,61.728370382216546
2024-09-25,61.728370382216546
2024-09-26,61.728370382216546
