Time,ghetto
2022-04-27,90.0
2022-04-28,95.0
2022-04-29,93.0
2022-04-30,97.0
2022-05-01,85.0
2022-05-02,89.0
2022-05-03,84.0
2022-05-04,88.0
2022-05-05,91.0
2022-05-06,79.0
2022-05-07,96.0
2022-05-08,96.0
2022-05-09,86.0
2022-05-10,86.0
2022-05-11,92.0
2022-05-12,80.0
2022-05-13,85.0
2022-05-14,92.0
2022-05-15,85.0
2022-05-16,89.0
2022-05-17,84.0
2022-05-18,77.0
2022-05-19,86.0
2022-05-20,77.0
2022-05-21,85.0
2022-05-22,82.0
2022-05-23,73.0
2022-05-24,80.0
2022-05-25,91.0
2022-05-26,86.0
2022-05-27,84.0
2022-05-28,82.0
2022-05-29,85.0
2022-05-30,87.0
2022-05-31,74.0
2022-06-01,80.0
2022-06-02,75.0
2022-06-03,88.0
2022-06-04,91.0
2022-06-05,88.0
2022-06-06,79.0
2022-06-07,75.0
2022-06-08,77.0
2022-06-09,79.0
2022-06-10,77.0
2022-06-11,83.0
2022-06-12,87.0
2022-06-13,75.0
2022-06-14,72.0
2022-06-15,72.0
2022-06-16,79.0
2022-06-17,77.0
2022-06-18,95.0
2022-06-19,91.0
2022-06-20,76.0
2022-06-21,70.0
2022-06-22,81.0
2022-06-23,79.0
2022-06-24,80.0
2022-06-25,97.0
2022-06-26,90.0
2022-06-27,80.0
2022-06-28,75.0
2022-06-29,85.0
2022-06-30,82.0
2022-07-01,91.0
2022-07-02,89.0
2022-07-03,90.0
2022-07-04,95.0
2022-07-05,82.0
2022-07-06,79.0
2022-07-07,80.0
2022-07-08,85.0
2022-07-09,94.0
2022-07-10,95.0
2022-07-11,81.0
2022-07-12,82.0
2022-07-13,77.0
2022-07-14,80.0
2022-07-15,84.0
2022-07-16,89.0
2022-07-17,98.0
2022-07-18,80.0
2022-07-19,74.0
2022-07-20,76.0
2022-07-21,81.0
2022-07-22,79.0
2022-07-23,93.0
2022-07-24,96.0
2022-07-25,83.0
2022-07-26,77.0
2022-07-27,80.0
2022-07-28,80.0
2022-07-29,74.0
2022-07-30,87.0
2022-07-31,92.0
2022-08-01,74.0
2022-08-02,76.0
2022-08-03,76.0
2022-08-04,81.0
2022-08-05,79.0
2022-08-06,92.0
2022-08-07,90.0
2022-08-08,79.0
2022-08-09,74.0
2022-08-10,83.0
2022-08-11,80.0
2022-08-12,83.0
2022-08-13,88.0
2022-08-14,96.0
2022-08-15,78.0
2022-08-16,75.0
2022-08-17,77.0
2022-08-18,78.0
2022-08-19,77.0
2022-08-20,87.0
2022-08-21,89.0
2022-08-22,73.0
2022-08-23,80.0
2022-08-24,69.0
2022-08-25,74.0
2022-08-26,77.0
2022-08-27,86.0
2022-08-28,86.0
2022-08-29,74.45714285714286
2022-08-30,73.91428571428571
2022-08-31,77.04285714285714
2022-09-01,73.91428571428571
2022-09-02,76.0
2022-09-03,87.97142857142856
2022-09-04,95.77142857142857
2022-09-05,91.1
2022-09-06,78.08571428571429
2022-09-07,76.0
2022-09-08,86.92857142857142
2022-09-09,80.17142857142858
2022-09-10,84.84285714285714
2022-09-11,80.67142857142858
2022-09-12,67.65714285714284
2022-09-13,74.95714285714286
2022-09-14,79.12857142857143
2022-09-15,72.37142857142857
2022-09-16,82.25714285714285
2022-09-17,86.92857142857142
2022-09-18,81.21428571428571
2022-09-19,78.08571428571429
2022-09-20,74.95714285714286
2022-09-21,72.87142857142857
2022-09-22,76.0
2022-09-23,73.91428571428571
2022-09-24,82.25714285714285
2022-09-25,84.34285714285714
2022-09-26,70.28571428571428
2022-09-27,71.65714285714286
2022-09-28,72.74285714285713
2022-09-29,73.82857142857142
2022-09-30,72.74285714285713
2022-10-01,73.82857142857142
2022-10-02,77.08571428571427
2022-10-03,70.57142857142857
2022-10-04,76.0
2022-10-05,71.65714285714286
2022-10-06,77.08571428571427
2022-10-07,73.82857142857142
2022-10-08,91.19999999999999
2022-10-09,82.5142857142857
2022-10-10,77.08571428571427
2022-10-11,68.39999999999999
2022-10-12,74.91428571428571
2022-10-13,81.42857142857142
2022-10-14,82.5142857142857
2022-10-15,80.34285714285714
2022-10-16,78.17142857142856
2022-10-17,81.42857142857142
2022-10-18,70.57142857142857
2022-10-19,73.82857142857142
2022-10-20,81.42857142857142
2022-10-21,79.25714285714285
2022-10-22,87.94285714285714
2022-10-23,84.68571428571428
2022-10-24,73.82857142857142
2022-10-25,81.42857142857142
2022-10-26,81.42857142857142
2022-10-27,73.82857142857142
2022-10-28,74.91428571428571
2022-10-29,80.34285714285714
2022-10-30,84.68571428571428
2022-10-31,79.25714285714285
2022-11-01,73.82857142857142
2022-11-02,71.65714285714286
2022-11-03,73.82857142857142
2022-11-04,76.0
2022-11-05,83.6
2022-11-06,79.25714285714285
2022-11-07,73.82857142857142
2022-11-08,67.3142857142857
2022-11-09,72.74285714285713
2022-11-10,71.65714285714286
2022-11-11,71.65714285714286
2022-11-12,83.6
2022-11-13,76.0
2022-11-14,73.82857142857142
2022-11-15,74.91428571428571
2022-11-16,73.82857142857142
2022-11-17,82.5142857142857
2022-11-18,78.17142857142856
2022-11-19,77.08571428571427
2022-11-20,80.34285714285714
2022-11-21,72.74285714285713
2022-11-22,74.91428571428571
2022-11-23,76.0
2022-11-24,82.5142857142857
2022-11-25,73.82857142857142
2022-11-26,79.25714285714285
2022-11-27,78.17142857142856
2022-11-28,69.48571428571428
2022-11-29,73.82857142857142
2022-11-30,84.68571428571428
2022-12-01,79.25714285714285
2022-12-02,72.74285714285713
2022-12-03,76.0
2022-12-04,84.68571428571428
2022-12-05,78.17142857142856
2022-12-06,77.08571428571427
2022-12-07,79.25714285714285
2022-12-08,76.0
2022-12-09,79.25714285714285
2022-12-10,85.77142857142856
2022-12-11,84.68571428571428
2022-12-12,78.17142857142856
2022-12-13,69.48571428571428
2022-12-14,77.08571428571427
2022-12-15,86.85714285714285
2022-12-16,102.05714285714285
2022-12-17,85.77142857142856
2022-12-18,85.77142857142856
2022-12-19,83.6
2022-12-20,82.5142857142857
2022-12-21,83.6
2022-12-22,86.85714285714285
2022-12-23,82.5142857142857
2022-12-24,93.37142857142857
2022-12-25,102.05714285714285
2022-12-26,94.45714285714286
2022-12-27,78.17142857142856
2022-12-28,76.0
2022-12-29,74.91428571428571
2022-12-30,76.0
2022-12-31,79.25714285714285
2023-01-01,84.68571428571428
2023-01-02,72.74285714285713
2023-01-03,67.3142857142857
2023-01-04,71.65714285714286
2023-01-05,78.17142857142856
2023-01-06,76.0
2023-01-07,80.34285714285714
2023-01-08,84.68571428571428
2023-01-09,78.17142857142856
2023-01-10,79.25714285714285
2023-01-11,83.6
2023-01-12,87.94285714285714
2023-01-13,107.48571428571428
2023-01-14,108.57142857142857
2023-01-15,84.68571428571428
2023-01-16,85.77142857142856
2023-01-17,79.25714285714285
2023-01-18,80.34285714285714
2023-01-19,91.19999999999999
2023-01-20,82.5142857142857
2023-01-21,87.94285714285714
2023-01-22,78.17142857142856
2023-01-23,89.02857142857142
2023-01-24,78.17142857142856
2023-01-25,86.85714285714285
2023-01-26,82.5142857142857
2023-01-27,91.19999999999999
2023-01-28,86.85714285714285
2023-01-29,83.6
2023-01-30,76.0
2023-01-31,79.25714285714285
2023-02-01,73.82857142857142
2023-02-02,81.42857142857142
2023-02-03,82.5142857142857
2023-02-04,83.6
2023-02-05,87.94285714285714
2023-02-06,86.85714285714285
2023-02-07,81.42857142857142
2023-02-08,81.42857142857142
2023-02-09,82.5142857142857
2023-02-10,77.08571428571427
2023-02-11,87.94285714285714
2023-02-12,85.77142857142856
2023-02-13,66.22857142857143
2023-02-14,79.25714285714285
2023-02-15,78.17142857142856
2023-02-16,79.25714285714285
2023-02-17,83.6
2023-02-18,74.91428571428571
2023-02-19,85.77142857142856
2023-02-20,80.34285714285714
2023-02-21,79.25714285714285
2023-02-22,74.91428571428571
2023-02-23,79.25714285714285
2023-02-24,93.37142857142857
2023-02-25,84.68571428571428
2023-02-26,89.02857142857142
2023-02-27,87.94285714285714
2023-02-28,74.91428571428571
2023-03-01,79.25714285714285
2023-03-02,83.6
2023-03-03,83.6
2023-03-04,78.17142857142856
2023-03-05,81.42857142857142
2023-03-06,80.34285714285714
2023-03-07,77.08571428571427
2023-03-08,83.6
2023-03-09,81.42857142857142
2023-03-10,78.17142857142856
2023-03-11,77.08571428571427
2023-03-12,79.25714285714285
2023-03-13,77.08571428571427
2023-03-14,80.34285714285714
2023-03-15,80.34285714285714
2023-03-16,82.5142857142857
2023-03-17,81.42857142857142
2023-03-18,85.77142857142856
2023-03-19,91.19999999999999
2023-03-20,85.77142857142856
2023-03-21,77.08571428571427
2023-03-22,80.34285714285714
2023-03-23,77.08571428571427
2023-03-24,82.5142857142857
2023-03-25,84.68571428571428
2023-03-26,82.5142857142857
2023-03-27,82.5142857142857
2023-03-28,74.91428571428571
2023-03-29,78.17142857142856
2023-03-30,78.17142857142856
2023-03-31,77.08571428571427
2023-04-01,82.5142857142857
2023-04-02,83.6
2023-04-03,92.28571428571428
2023-04-04,84.68571428571428
2023-04-05,73.82857142857142
2023-04-06,78.17142857142856
2023-04-07,78.17142857142856
2023-04-08,82.5142857142857
2023-04-09,84.68571428571428
2023-04-10,80.34285714285714
2023-04-11,83.6
2023-04-12,85.77142857142856
2023-04-13,78.17142857142856
2023-04-14,86.85714285714285
2023-04-15,82.5142857142857
2023-04-16,93.37142857142857
2023-04-17,90.11428571428571
2023-04-18,89.02857142857142
2023-04-19,102.05714285714285
2023-04-20,92.28571428571428
2023-04-21,81.42857142857142
2023-04-22,86.85714285714285
2023-04-23,89.02857142857142
2023-04-24,82.5142857142857
2023-04-25,93.37142857142857
2023-04-26,92.37931034482759
2023-04-27,82.5142857142857
2023-04-28,79.46305418719211
2023-04-29,85.02266009852215
2023-04-30,82.5142857142857
2023-05-01,80.71724137931034
2023-05-02,83.76847290640393
2023-05-03,81.26009852216748
2023-05-04,82.5142857142857
2023-05-05,79.46305418719211
2023-05-06,86.81970443349752
2023-05-07,85.5655172413793
2023-05-08,89.87093596059113
2023-05-09,89.32807881773398
2023-05-10,78.20886699507389
2023-05-11,78.20886699507389
2023-05-12,86.81970443349752
2023-05-13,91.12512315270935
2023-05-14,85.5655172413793
2023-05-15,86.81970443349752
2023-05-16,96.6847290640394
2023-05-17,86.27684729064038
2023-05-18,92.37931034482759
2023-05-19,87.36256157635466
2023-05-20,98.48177339901477
2023-05-21,89.32807881773398
2023-05-22,84.31133004926107
2023-05-23,82.5142857142857
2023-05-24,85.5655172413793
2023-05-25,79.66896551724138
2023-05-26,83.93694581280788
2023-05-27,86.78226600985221
2023-05-28,86.78226600985221
2023-05-29,83.93694581280788
2023-05-30,81.09162561576353
2023-05-31,76.82364532019703
2023-06-01,75.40098522167487
2023-06-02,78.2463054187192
2023-06-03,85.35960591133004
2023-06-04,91.05024630541871
2023-06-05,101.00886699507389
2023-06-06,78.2463054187192
2023-06-07,93.89556650246304
2023-06-08,101.00886699507389
2023-06-09,83.93694581280788
2023-06-10,88.20492610837438
2023-06-11,89.62758620689654
2023-06-12,73.9783251231527
2023-06-13,73.9783251231527
2023-06-14,75.40098522167487
2023-06-15,76.82364532019703
2023-06-16,81.09162561576353
2023-06-17,89.62758620689654
2023-06-18,95.31822660098521
2023-06-19,76.82364532019703
2023-06-20,76.82364532019703
2023-06-21,86.78226600985221
2023-06-22,75.40098522167487
2023-06-23,79.66896551724138
2023-06-24,99.58620689655172
2023-06-25,142.26600985221674
2023-06-26,109.54482758620689
2023-06-27,93.89556650246304
2023-06-28,81.09162561576353
2023-06-29,85.35960591133004
2023-06-30,79.66896551724138
2023-07-01,88.20492610837438
2023-07-02,89.62758620689654
2023-07-03,83.93694581280788
2023-07-04,85.35960591133004
2023-07-05,72.55566502463053
2023-07-06,78.2463054187192
2023-07-07,86.78226600985221
2023-07-08,88.20492610837438
2023-07-09,83.93694581280788
2023-07-10,71.13300492610837
2023-07-11,79.66896551724138
2023-07-12,76.82364532019703
2023-07-13,72.55566502463053
2023-07-14,81.09162561576353
2023-07-15,81.09162561576353
2023-07-16,86.78226600985221
2023-07-17,79.66896551724138
2023-07-18,81.09162561576353
2023-07-19,82.5142857142857
2023-07-20,76.82364532019703
2023-07-21,83.93694581280788
2023-07-22,92.47290640394088
2023-07-23,91.05024630541871
2023-07-24,76.82364532019703
2023-07-25,73.9783251231527
2023-07-26,71.13300492610837
2023-07-27,75.40098522167487
2023-07-28,75.40098522167487
2023-07-29,89.62758620689654
2023-07-30,89.62758620689654
2023-07-31,76.82364532019703
2023-08-01,72.55566502463053
2023-08-02,75.40098522167487
2023-08-03,86.78226600985221
2023-08-04,76.82364532019703
2023-08-05,88.20492610837438
2023-08-06,91.05024630541871
2023-08-07,79.66896551724138
2023-08-08,81.09162561576353
2023-08-09,73.9783251231527
2023-08-10,75.40098522167487
2023-08-11,83.93694581280788
2023-08-12,86.78226600985221
2023-08-13,85.35960591133004
2023-08-14,76.82364532019703
2023-08-15,73.9783251231527
2023-08-16,75.40098522167487
2023-08-17,76.82364532019703
2023-08-18,79.66896551724138
2023-08-19,91.05024630541871
2023-08-20,81.09162561576353
2023-08-21,76.82364532019703
2023-08-22,79.66896551724138
2023-08-23,82.5142857142857
2023-08-24,79.66896551724138
2023-08-25,76.82364532019703
2023-08-26,83.93694581280788
2023-08-27,91.05024630541871
2023-08-28,76.82364532019703
2023-08-29,73.9783251231527
2023-08-30,75.40098522167487
2023-08-31,75.40098522167487
2023-09-01,78.2463054187192
2023-09-02,88.20492610837438
2023-09-03,92.47290640394088
2023-09-04,83.93694581280788
2023-09-05,75.40098522167487
2023-09-06,71.13300492610837
2023-09-07,76.82364532019703
2023-09-08,72.55566502463053
2023-09-09,89.62758620689654
2023-09-10,76.82364532019703
2023-09-11,75.40098522167487
2023-09-12,73.9783251231527
2023-09-13,73.9783251231527
2023-09-14,73.9783251231527
2023-09-15,75.40098522167487
2023-09-16,76.82364532019703
2023-09-17,85.35960591133004
2023-09-18,71.13300492610837
2023-09-19,78.2463054187192
2023-09-20,68.28768472906404
2023-09-21,75.40098522167487
2023-09-22,75.40098522167487
2023-09-23,85.35960591133004
2023-09-24,82.5142857142857
2023-09-25,71.13300492610837
2023-09-26,73.9783251231527
2023-09-27,71.13300492610837
2023-09-28,85.35960591133004
2023-09-29,73.9783251231527
2023-09-30,81.09162561576353
2023-10-01,82.5142857142857
2023-10-02,69.7103448275862
2023-10-03,72.55566502463053
2023-10-04,76.82364532019703
2023-10-05,75.40098522167487
2023-10-06,79.66896551724138
2023-10-07,83.93694581280788
2023-10-08,79.66896551724138
2023-10-09,75.40098522167487
2023-10-10,68.28768472906404
2023-10-11,76.82364532019703
2023-10-12,75.40098522167487
2023-10-13,76.82364532019703
2023-10-14,79.66896551724138
2023-10-15,83.93694581280788
2023-10-16,73.9783251231527
2023-10-17,76.82364532019703
2023-10-18,69.7103448275862
2023-10-19,76.82364532019703
2023-10-20,79.66896551724138
2023-10-21,85.35960591133004
2023-10-22,82.5142857142857
2023-10-23,71.13300492610837
2023-10-24,73.9783251231527
2023-10-25,71.13300492610837
2023-10-26,71.13300492610837
2023-10-27,81.09162561576353
2023-10-28,79.66896551724138
2023-10-29,72.55566502463053
2023-10-30,73.9783251231527
2023-10-31,75.40098522167487
2023-11-01,69.7103448275862
2023-11-02,71.13300492610837
2023-11-03,75.40098522167487
2023-11-04,81.09162561576353
2023-11-05,76.82364532019703
2023-11-06,76.82364532019703
2023-11-07,78.2463054187192
2023-11-08,82.5142857142857
2023-11-09,75.40098522167487
2023-11-10,79.66896551724138
2023-11-11,86.78226600985221
2023-11-12,81.09162561576353
2023-11-13,75.40098522167487
2023-11-14,76.82364532019703
2023-11-15,79.66896551724138
2023-11-16,79.66896551724138
2023-11-17,73.9783251231527
2023-11-18,78.2463054187192
2023-11-19,79.66896551724138
2023-11-20,72.55566502463053
2023-11-21,79.66896551724138
2023-11-22,75.40098522167487
2023-11-23,81.09162561576353
2023-11-24,78.2463054187192
2023-11-25,76.82364532019703
2023-11-26,75.40098522167487
2023-11-27,76.82364532019703
2023-11-28,76.82364532019703
2023-11-29,75.40098522167487
2023-11-30,73.9783251231527
2023-12-01,81.09162561576353
2023-12-02,88.20492610837438
2023-12-03,82.5142857142857
2023-12-04,71.13300492610837
2023-12-05,73.9783251231527
2023-12-06,81.09162561576353
2023-12-07,76.82364532019703
2023-12-08,72.55566502463053
2023-12-09,79.66896551724138
2023-12-10,83.93694581280788
2023-12-11,68.28768472906404
2023-12-12,76.82364532019703
2023-12-13,81.09162561576353
2023-12-14,72.55566502463053
2023-12-15,81.09162561576353
2023-12-16,85.35960591133004
2023-12-17,78.2463054187192
2023-12-18,76.82364532019703
2023-12-19,79.66896551724138
2023-12-20,83.93694581280788
2023-12-21,79.66896551724138
2023-12-22,78.08371569317381
2023-12-23,89.26175932441942
2023-12-24,96.65959183673468
2023-12-25,100.9885432793807
2023-12-26,70.68588318085854
2023-12-27,71.23462350457423
2023-12-28,76.82364532019703
2023-12-29,78.08371569317381
2023-12-30,75.01483462350456
2023-12-31,79.89252638986628
2024-01-01,84.93280788177339
2024-01-02,70.68588318085854
2024-01-03,71.23462350457423
2024-01-04,72.49469387755101
2024-01-05,73.75476425052778
2024-01-06,76.82364532019703
2024-01-07,70.68588318085854
2024-01-08,65.64560168895143
2024-01-09,71.23462350457423
2024-01-10,72.49469387755101
2024-01-11,75.56357494722025
2024-01-12,75.56357494722025
2024-01-13,81.15259676284305
2024-01-14,75.01483462350456
2024-01-15,66.90567206192821
2024-01-16,69.97455313159745
2024-01-17,71.23462350457423
2024-01-18,76.82364532019703
2024-01-19,76.82364532019703
2024-01-20,76.82364532019703
2024-01-21,76.82364532019703
2024-01-22,70.23876143560871
2024-01-23,76.82364532019703
2024-01-24,82.31104855735396
2024-01-25,82.31104855735396
2024-01-26,81.21356790992257
2024-01-27,82.31104855735396
2024-01-28,76.82364532019703
2024-01-29,79.0186066150598
2024-01-30,76.82364532019703
2024-01-31,73.53120337790287
2024-02-01,71.33624208304009
2024-02-02,81.21356790992257
2024-02-03,75.72616467276563
2024-02-04,80.11608726249118
2024-02-05,71.33624208304009
2024-02-06,73.53120337790287
2024-02-07,69.14128078817733
2024-02-08,76.82364532019703
2024-02-09,73.53120337790287
2024-02-10,81.21356790992257
2024-02-11,79.0186066150598
2024-02-12,65.84883884588317
2024-02-13,72.43372273047149
2024-02-14,73.53120337790287
2024-02-15,83.40852920478534
2024-02-16,75.72616467276563
2024-02-17,79.0186066150598
2024-02-18,84.50600985221672
2024-02-19,76.82364532019703
2024-02-20,75.72616467276563
2024-02-21,76.82364532019703
2024-02-22,79.0186066150598
2024-02-23,74.62868402533425
2024-02-24,83.40852920478534
2024-02-25,77.92112596762841
2024-02-26,75.72616467276563
2024-02-27,75.72616467276563
2024-02-28,79.0186066150598
2024-02-29,80.11608726249118
2024-03-01,74.62868402533425
2024-03-02,76.82364532019703
2024-03-03,83.40852920478534
2024-03-04,83.40852920478534
2024-03-05,69.14128078817733
2024-03-06,75.72616467276563
2024-03-07,73.53120337790287
2024-03-08,77.92112596762841
2024-03-09,75.72616467276563
2024-03-10,76.82364532019703
2024-03-11,66.94631949331455
2024-03-12,72.43372273047149
2024-03-13,80.11608726249118
2024-03-14,70.23876143560871
2024-03-15,75.72616467276563
2024-03-16,79.0186066150598
2024-03-17,87.79845179451088
2024-03-18,72.43372273047149
2024-03-19,81.21356790992257
2024-03-20,80.11608726249118
2024-03-21,79.0186066150598
2024-03-22,80.11608726249118
2024-03-23,74.62868402533425
2024-03-24,82.31104855735396
2024-03-25,71.33624208304009
2024-03-26,71.33624208304009
2024-03-27,70.23876143560871
2024-03-28,73.53120337790287
2024-03-29,70.23876143560871
2024-03-30,80.11608726249118
2024-03-31,79.0186066150598
2024-04-01,70.23876143560871
2024-04-02,75.72616467276563
2024-04-03,69.14128078817733
2024-04-04,75.72616467276563
2024-04-05,76.82364532019703
2024-04-06,75.72616467276563
2024-04-07,83.40852920478534
2024-04-08,65.84883884588317
2024-04-09,81.21356790992257
2024-04-10,75.72616467276563
2024-04-11,75.72616467276563
2024-04-12,74.62868402533425
2024-04-13,71.33624208304009
2024-04-14,76.82364532019703
2024-04-15,81.21356790992257
2024-04-16,70.23876143560871
2024-04-17,73.53120337790287
2024-04-18,70.23876143560871
2024-04-19,85.60349049964812
2024-04-20,82.31104855735396
2024-04-21,109.74806474313861
2024-04-22,79.0186066150598
2024-04-23,79.0186066150598
2024-04-24,80.11608726249118
2024-04-25,80.11608726249118
2024-04-26,74.62868402533425
2024-04-27,82.31104855735396
2024-04-28,80.11608726249118
2024-04-29,75.72616467276563
2024-04-30,77.92112596762841
2024-05-01,82.31104855735396
2024-05-02,74.62868402533425
2024-05-03,75.72616467276563
2024-05-04,75.72616467276563
2024-05-05,81.21356790992257
2024-05-06,76.82364532019703
2024-05-07,74.62868402533425
2024-05-08,72.43372273047149
2024-05-09,76.82364532019703
2024-05-10,75.72616467276563
2024-05-11,75.72616467276563
2024-05-12,75.72616467276563
2024-05-13,72.43372273047149
2024-05-14,75.72616467276563
2024-05-15,81.21356790992257
2024-05-16,73.53120337790287
2024-05-17,79.0186066150598
2024-05-18,80.11608726249118
2024-05-19,85.60349049964812
2024-05-20,74.62868402533425
2024-05-21,77.92112596762841
2024-05-22,65.84883884588317
2024-05-23,75.72616467276563
2024-05-24,74.62868402533425
2024-05-25,92.18837438423643
2024-05-26,80.11608726249118
2024-05-27,76.82364532019703
2024-05-28,70.23876143560871
2024-05-29,70.23876143560871
2024-05-30,68.04380014074593
2024-05-31,69.14128078817733
2024-06-01,73.53120337790287
2024-06-02,76.82364532019703
2024-06-03,70.23876143560871
2024-06-04,69.14128078817733
2024-06-05,71.33624208304009
2024-06-06,69.14128078817733
2024-06-07,68.04380014074593
2024-06-08,83.40852920478534
2024-06-09,77.92112596762841
2024-06-10,71.33624208304009
2024-06-11,71.33624208304009
2024-06-12,66.94631949331455
2024-06-13,70.23876143560871
2024-06-14,66.94631949331455
2024-06-15,72.43372273047149
2024-06-16,69.14128078817733
2024-06-17,72.43372273047149
2024-06-18,60.36143560872623
2024-06-19,68.04380014074593
2024-06-20,70.23876143560871
2024-06-21,74.62868402533425
2024-06-22,82.31104855735396
2024-06-23,80.11608726249118
2024-06-24,68.04380014074593
2024-06-25,71.33624208304009
2024-06-26,68.04380014074593
2024-06-27,73.53120337790287
2024-06-28,66.94631949331455
2024-06-29,76.82364532019703
2024-06-30,74.62868402533425
2024-07-01,71.33624208304009
2024-07-02,66.94631949331455
2024-07-03,70.23876143560871
2024-07-04,81.21356790992257
2024-07-05,85.60349049964812
2024-07-06,74.62868402533425
2024-07-07,73.53120337790287
2024-07-08,66.94631949331455
2024-07-09,61.45891625615762
2024-07-10,66.94631949331455
2024-07-11,71.33624208304009
2024-07-12,66.94631949331455
2024-07-13,77.92112596762841
2024-07-14,77.92112596762841
2024-07-15,63.65387755102039
2024-07-16,71.33624208304009
2024-07-17,65.84883884588317
2024-07-18,66.94631949331455
2024-07-19,71.33624208304009
2024-07-20,80.11608726249118
2024-07-21,75.72616467276563
2024-07-22,63.65387755102039
2024-07-23,66.94631949331455
2024-07-24,65.84883884588317
2024-07-25,69.14128078817733
2024-07-26,70.23876143560871
2024-07-27,71.33624208304009
2024-07-28,80.11608726249118
2024-07-29,68.04380014074593
2024-07-30,70.23876143560871
2024-07-31,59.26395496129485
2024-08-01,65.84883884588317
2024-08-02,69.14128078817733
2024-08-03,72.43372273047149
2024-08-04,79.0186066150598
2024-08-05,63.65387755102039
2024-08-06,61.45891625615762
2024-08-07,70.23876143560871
2024-08-08,65.84883884588317
2024-08-09,72.43372273047149
2024-08-10,70.23876143560871
2024-08-11,79.0186066150598
2024-08-12,64.75135819845178
2024-08-13,68.04380014074593
2024-08-14,64.75135819845178
2024-08-15,75.72616467276563
2024-08-16,72.43372273047149
2024-08-17,72.43372273047149
2024-08-18,82.75597314415046
2024-08-19,70.35740799208779
2024-08-20,60.0351575784088
2024-08-21,64.67720410065236
2024-08-22,63.63904673146051
2024-08-23,75.54819483804704
2024-08-24,74.99945451433135
2024-08-25,76.0376118835232
2024-08-26,74.51003746885519
2024-08-27,64.67720410065236
2024-08-28,68.28109325370407
2024-08-29,71.39556536127964
2024-08-30,74.51003746885519
2024-08-31,80.1902413602906
2024-09-01,75.54819483804704
2024-09-02,71.39556536127964
2024-09-03,64.67720410065236
2024-09-04,67.24293588451222
2024-09-05,68.28109325370407
2024-09-06,65.16662114612852
2024-09-07,76.0376118835232
2024-09-08,70.90614831580348
2024-09-09,59.48641725469311
2024-09-10,63.63904673146051
2024-09-11,65.71536146984421
2024-09-12,66.75351883903606
2024-09-13,62.60088936226866
2024-09-14,74.51003746885519
2024-09-15,72.43372273047149
2024-09-16,66.56071818475758
2024-09-17,64.60305000285294
2024-09-18,63.62421591190063
2024-09-19,64.60305000285294
2024-09-20,62.64538182094831
2024-09-21,79.2855613671377
2024-09-22,77.32789318523307
2024-09-23,65.58188409380526
2024-09-24,61.66654772999599
2024-09-25,64.60305000285294
2024-09-26,69.49722045761453
2024-09-27,72.43372273047149
2024-09-28,71.45488863951917
2024-09-29,72.43372273047149
