Time,aristocratic
2023-11-20,44.14473684210526
2023-11-21,44.14473684210526
2023-11-22,0.0
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.0
2023-11-26,35.315789473684205
2023-11-27,52.97368421052631
2023-11-28,882.8947368421051
2023-11-29,203.0657894736842
2023-11-30,44.14473684210526
2023-12-01,52.97368421052631
2023-12-02,35.315789473684205
2023-12-03,61.802631578947356
2023-12-04,79.46052631578947
2023-12-05,61.802631578947356
2023-12-06,52.97368421052631
2023-12-07,70.63157894736841
2023-12-08,61.802631578947356
2023-12-09,0.0
2023-12-10,44.14473684210526
2023-12-11,44.14473684210526
2023-12-12,61.802631578947356
2023-12-13,61.802631578947356
2023-12-14,61.802631578947356
2023-12-15,44.14473684210526
2023-12-16,44.14473684210526
2023-12-17,0.0
2023-12-18,61.802631578947356
2023-12-19,35.315789473684205
2023-12-20,35.315789473684205
2023-12-21,35.315789473684205
2023-12-22,0.0
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,34.098003629764065
2023-12-27,35.315789473684205
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,35.315789473684205
2024-01-05,0.0
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,0.0
2024-01-09,51.45145190562613
2024-01-10,43.99251361161524
2024-01-11,81.13498185117966
2024-01-12,33.48911070780399
2024-01-13,0.0
2024-01-14,36.533575317604345
2024-01-15,43.38362068965517
2024-01-16,45.819192377495455
2024-01-17,45.210299455535385
2024-01-18,61.95485480943738
2024-01-19,71.84936479128856
2024-01-20,121.7785843920145
2024-01-21,63.32486388384754
2024-01-22,64.54264972776768
2024-01-23,43.84029038112522
2024-01-24,66.97822141560798
2024-01-25,38.96914700544464
2024-01-26,64.54264972776768
2024-01-27,38.96914700544464
2024-01-28,47.493647912885656
2024-01-29,69.41379310344827
2024-01-30,85.24500907441015
2024-01-31,59.67150635208711
2024-02-01,53.58257713248638
2024-02-02,56.01814882032667
2024-02-03,0.0
2024-02-04,48.7114337568058
2024-02-05,53.58257713248638
2024-02-06,60.88929219600725
2024-02-07,79.15607985480942
2024-02-08,52.36479128856624
2024-02-09,69.41379310344827
2024-02-10,38.96914700544464
2024-02-11,53.58257713248638
2024-02-12,43.84029038112522
2024-02-13,49.92921960072594
2024-02-14,45.05807622504536
2024-02-15,64.54264972776768
2024-02-16,65.76043557168784
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,60.88929219600725
2024-02-20,38.96914700544464
2024-02-21,58.45372050816696
2024-02-22,107.16515426497276
2024-02-23,54.800362976406525
2024-02-24,41.40471869328493
2024-02-25,47.493647912885656
2024-02-26,54.800362976406525
2024-02-27,86.46279491833029
2024-02-28,66.97822141560798
2024-02-29,64.54264972776768
2024-03-01,69.41379310344827
2024-03-02,0.0
2024-03-03,46.27586206896551
2024-03-04,63.32486388384754
2024-03-05,68.19600725952812
2024-03-06,116.90744101633392
2024-03-07,75.50272232304899
2024-03-08,40.18693284936479
2024-03-09,0.0
2024-03-10,36.53357531760435
2024-03-11,54.800362976406525
2024-03-12,51.14700544464609
2024-03-13,43.84029038112522
2024-03-14,56.01814882032667
2024-03-15,52.36479128856624
2024-03-16,0.0
2024-03-17,46.27586206896551
2024-03-18,49.92921960072594
2024-03-19,69.41379310344827
2024-03-20,69.41379310344827
2024-03-21,46.27586206896551
2024-03-22,74.28493647912885
2024-03-23,37.75136116152449
2024-03-24,38.96914700544464
2024-03-25,58.45372050816696
2024-03-26,74.28493647912885
2024-03-27,48.7114337568058
2024-03-28,37.75136116152449
2024-03-29,43.84029038112522
2024-03-30,0.0
2024-03-31,38.96914700544464
2024-04-01,45.05807622504536
2024-04-02,47.493647912885656
2024-04-03,48.7114337568058
2024-04-04,60.88929219600725
2024-04-05,71.84936479128855
2024-04-06,0.0
2024-04-07,97.4228675136116
2024-04-08,60.88929219600725
2024-04-09,69.41379310344827
2024-04-10,81.59165154264971
2024-04-11,81.59165154264971
2024-04-12,73.0671506352087
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,77.93829401088928
2024-04-16,73.0671506352087
2024-04-17,54.800362976406525
2024-04-18,63.32486388384754
2024-04-19,42.622504537205074
2024-04-20,0.0
2024-04-21,49.92921960072594
2024-04-22,69.41379310344827
2024-04-23,31.66243194192377
2024-04-24,84.02722323049001
2024-04-25,51.14700544464609
2024-04-26,54.800362976406525
2024-04-27,42.622504537205074
2024-04-28,37.75136116152449
2024-04-29,36.53357531760435
2024-04-30,51.14700544464609
2024-05-01,43.84029038112522
2024-05-02,82.80943738656985
2024-05-03,80.37386569872957
2024-05-04,41.40471869328493
2024-05-05,40.18693284936479
2024-05-06,57.23593466424681
2024-05-07,82.80943738656985
2024-05-08,62.107078039927394
2024-05-09,69.41379310344827
2024-05-10,47.493647912885656
2024-05-11,0.0
2024-05-12,51.14700544464609
2024-05-13,46.27586206896551
2024-05-14,0.0
2024-05-15,58.45372050816696
2024-05-16,32.88021778584392
2024-05-17,48.7114337568058
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,42.622504537205074
2024-05-21,34.09800362976406
2024-05-22,36.53357531760435
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,35.315789473684205
2024-05-29,0.0
2024-05-30,40.18693284936479
2024-05-31,38.96914700544464
2024-06-01,40.18693284936479
2024-06-02,47.493647912885656
2024-06-03,34.09800362976406
2024-06-04,47.493647912885656
2024-06-05,49.92921960072594
2024-06-06,46.27586206896551
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,48.7114337568058
2024-06-13,40.18693284936479
2024-06-14,60.88929219600725
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,64.54264972776768
2024-06-18,0.0
2024-06-19,35.315789473684205
2024-06-20,45.05807622504536
2024-06-21,51.14700544464609
2024-06-22,42.622504537205074
2024-06-23,0.0
2024-06-24,45.05807622504536
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,42.622504537205074
2024-07-02,42.622504537205074
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,47.493647912885656
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,35.315789473684205
2024-07-12,0.0
2024-07-13,57.23593466424681
2024-07-14,0.0
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,49.92921960072594
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,36.53357531760435
2024-07-21,0.0
2024-07-22,34.09800362976406
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,35.315789473684205
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,35.315789473684205
2024-07-30,0.0
2024-07-31,32.88021778584392
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,37.75136116152449
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.0
2024-08-13,0.0
2024-08-14,43.84029038112522
2024-08-15,0.0
2024-08-16,48.7114337568058
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,44.861081456175924
2024-08-20,51.75589836660616
2024-08-21,52.36479128856624
2024-08-22,61.247464503042586
2024-08-23,0.0
2024-08-24,55.7316109746984
2024-08-25,0.0
2024-08-26,56.50168143482438
2024-08-27,47.61900822034802
2024-08-28,66.60214049322087
2024-08-29,61.856357425002656
2024-08-30,47.61900822034802
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,0.0
2024-09-03,57.11057435678444
2024-09-04,74.10585032561117
2024-09-05,46.24004483826198
2024-09-06,32.00269563360734
2024-09-07,40.11529838795772
2024-09-08,40.11529838795772
2024-09-09,40.11529838795772
2024-09-10,78.24274047186933
2024-09-11,59.86850112095654
2024-09-12,87.12541368634567
2024-09-13,49.60686452439414
2024-09-14,41.494261770043764
2024-09-15,65.99324757126081
2024-09-16,66.22605957083377
2024-09-17,89.32817337461299
2024-09-18,92.40845521511689
2024-09-19,46.204227607558444
2024-09-20,50.82465036831429
2024-09-21,50.82465036831429
2024-09-22,36.96338208604675
2024-09-23,72.38662325184156
2024-09-24,70.84648233158961
2024-09-25,73.9267641720935
2024-09-26,70.84648233158961
2024-09-27,56.985214049322074
2024-09-28,41.5838048468026
2024-09-29,58.525354969574025
2024-09-30,30.802818405038963
2024-10-01,41.5838048468026
2024-10-02,81.62746877335324
2024-10-03,64.68591865058181
2024-10-04,33.883100245542856
2024-10-05,0.0
2024-10-06,35.423241165794806
2024-10-07,64.68591865058181
2024-10-08,120.13099177965195
2024-10-09,58.525354969574025
2024-10-10,67.76620049108571
2024-10-11,61.605636810077925
2024-10-12,0.0
2024-10-13,70.84648233158961
2024-10-14,55.44507312907013
2024-10-15,50.82465036831429
2024-10-16,58.525354969574025
2024-10-17,63.14577773032987
2024-10-18,87.78803245436104
2024-10-19,41.5838048468026
2024-10-20,0.0
2024-10-21,64.68591865058181
2024-10-22,66.22605957083377
2024-10-23,80.0873278531013
2024-10-24,56.985214049322074
2024-10-25,73.9267641720935
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,80.0873278531013
2024-10-29,58.525354969574025
2024-10-30,69.30634141133766
2024-10-31,67.76620049108571
2024-11-01,64.68591865058181
2024-11-02,0.0
2024-11-03,64.68591865058181
2024-11-04,52.36479128856623
2024-11-05,60.065495889825975
2024-11-06,44.664086687306494
2024-11-07,36.96338208604675
2024-11-08,61.605636810077925
2024-11-09,35.423241165794806
2024-11-10,70.84648233158961
2024-11-11,44.664086687306494
2024-11-12,73.9267641720935
2024-11-13,60.065495889825975
2024-11-14,63.14577773032987
2024-11-15,80.0873278531013
2024-11-16,36.96338208604675
2024-11-17,55.44507312907013
2024-11-18,63.14577773032987
