Time,segregation
2022-11-20,23.346938775510207
2022-11-21,38.61224489795919
2022-11-22,35.02040816326531
2022-11-23,21.551020408163268
2022-11-24,23.346938775510207
2022-11-25,17.95918367346939
2022-11-26,21.551020408163268
2022-11-27,20.653061224489797
2022-11-28,52.081632653061234
2022-11-29,53.87755102040817
2022-11-30,56.57142857142858
2022-12-01,66.44897959183675
2022-12-02,57.46938775510205
2022-12-03,26.040816326530617
2022-12-04,30.530612244897963
2022-12-05,59.26530612244899
2022-12-06,61.9591836734694
2022-12-07,61.9591836734694
2022-12-08,57.46938775510205
2022-12-09,53.87755102040817
2022-12-10,26.040816326530617
2022-12-11,27.836734693877553
2022-12-12,56.57142857142858
2022-12-13,58.36734693877552
2022-12-14,53.87755102040817
2022-12-15,50.28571428571429
2022-12-16,42.204081632653065
2022-12-17,17.95918367346939
2022-12-18,16.16326530612245
2022-12-19,31.42857142857143
2022-12-20,28.734693877551024
2022-12-21,26.040816326530617
2022-12-22,21.551020408163268
2022-12-23,10.775510204081634
2022-12-24,10.775510204081634
2022-12-25,9.877551020408164
2022-12-26,10.775510204081634
2022-12-27,15.265306122448981
2022-12-28,13.469387755102042
2022-12-29,10.775510204081634
2022-12-30,11.673469387755103
2022-12-31,10.775510204081634
2023-01-01,11.673469387755103
2023-01-02,14.367346938775512
2023-01-03,25.142857142857146
2023-01-04,34.12244897959184
2023-01-05,39.51020408163266
2023-01-06,37.71428571428572
2023-01-07,15.265306122448981
2023-01-08,16.16326530612245
2023-01-09,48.48979591836735
2023-01-10,59.26530612244899
2023-01-11,59.26530612244899
2023-01-12,60.163265306122454
2023-01-13,73.6326530612245
2023-01-14,21.551020408163268
2023-01-15,21.551020408163268
2023-01-16,39.51020408163266
2023-01-17,89.79591836734696
2023-01-18,69.14285714285715
2023-01-19,70.04081632653062
2023-01-20,61.9591836734694
2023-01-21,21.551020408163268
2023-01-22,20.653061224489797
2023-01-23,60.163265306122454
2023-01-24,61.9591836734694
2023-01-25,57.46938775510205
2023-01-26,68.24489795918367
2023-01-27,55.673469387755105
2023-01-28,22.44897959183674
2023-01-29,25.142857142857146
2023-01-30,64.6530612244898
2023-01-31,64.6530612244898
2023-02-01,62.85714285714286
2023-02-02,68.24489795918367
2023-02-03,68.24489795918367
2023-02-04,28.734693877551024
2023-02-05,34.12244897959184
2023-02-06,87.10204081632654
2023-02-07,86.20408163265307
2023-02-08,82.61224489795919
2023-02-09,85.30612244897961
2023-02-10,69.14285714285715
2023-02-11,26.938775510204085
2023-02-12,33.22448979591837
2023-02-13,69.14285714285715
2023-02-14,79.91836734693878
2023-02-15,74.53061224489797
2023-02-16,85.30612244897961
2023-02-17,69.14285714285715
2023-02-18,28.734693877551024
2023-02-19,25.142857142857146
2023-02-20,38.61224489795919
2023-02-21,70.9387755102041
2023-02-22,68.24489795918367
2023-02-23,71.83673469387756
2023-02-24,71.83673469387756
2023-02-25,33.22448979591837
2023-02-26,30.530612244897963
2023-02-27,86.20408163265307
2023-02-28,79.02040816326532
2023-03-01,80.81632653061226
2023-03-02,85.30612244897961
2023-03-03,71.83673469387756
2023-03-04,29.632653061224495
2023-03-05,28.734693877551024
2023-03-06,74.53061224489797
2023-03-07,79.02040816326532
2023-03-08,83.51020408163266
2023-03-09,79.91836734693878
2023-03-10,63.75510204081633
2023-03-11,26.040816326530617
2023-03-12,26.938775510204085
2023-03-13,53.87755102040817
2023-03-14,54.77551020408164
2023-03-15,62.85714285714286
2023-03-16,62.85714285714286
2023-03-17,51.18367346938776
2023-03-18,21.551020408163268
2023-03-19,24.244897959183675
2023-03-20,63.75510204081633
2023-03-21,72.73469387755102
2023-03-22,70.9387755102041
2023-03-23,75.42857142857144
2023-03-24,67.34693877551021
2023-03-25,27.836734693877553
2023-03-26,34.12244897959184
2023-03-27,71.83673469387756
2023-03-28,69.14285714285715
2023-03-29,69.14285714285715
2023-03-30,70.9387755102041
2023-03-31,61.9591836734694
2023-04-01,23.346938775510207
2023-04-02,32.3265306122449
2023-04-03,66.44897959183675
2023-04-04,59.26530612244899
2023-04-05,60.163265306122454
2023-04-06,51.18367346938776
2023-04-07,35.91836734693878
2023-04-08,25.142857142857146
2023-04-09,25.142857142857146
2023-04-10,59.26530612244899
2023-04-11,65.55102040816327
2023-04-12,65.55102040816327
2023-04-13,64.6530612244898
2023-04-14,68.24489795918367
2023-04-15,26.938775510204085
2023-04-16,32.3265306122449
2023-04-17,83.51020408163266
2023-04-18,77.22448979591837
2023-04-19,73.6326530612245
2023-04-20,80.81632653061226
2023-04-21,60.163265306122454
2023-04-22,25.142857142857146
2023-04-23,29.632653061224495
2023-04-24,79.02040816326532
2023-04-25,72.73469387755102
2023-04-26,80.9611586570112
2023-04-27,71.60500329163924
2023-04-28,64.76892692560895
2023-04-29,25.99736668861093
2023-04-30,34.94799210006583
2023-05-01,80.9611586570112
2023-05-02,68.59249506254115
2023-05-03,67.33245556287031
2023-05-04,71.60500329163924
2023-05-05,61.799868334430556
2023-05-06,28.560895325872288
2023-05-07,25.142857142857146
2023-05-08,70.30151415404872
2023-05-09,80.9611586570112
2023-05-10,66.88347597103359
2023-05-11,62.654377880184335
2023-05-12,63.914417379855166
2023-05-13,21.724818959842004
2023-05-14,21.31928900592495
2023-05-15,67.73798551678736
2023-05-16,62.2053982883476
2023-05-17,65.2179065174457
2023-05-18,59.2363396971692
2023-05-19,55.81830151415405
2023-05-20,17.452271231073077
2023-05-21,23.02830809743252
2023-05-22,57.52732060566163
2023-05-23,60.09084924292298
2023-05-24,51.14022383146808
2023-05-25,51.90783410138249
2023-05-26,37.30875576036867
2023-05-27,17.032258064516128
2023-05-28,17.032258064516128
2023-05-29,20.276497695852534
2023-05-30,41.364055299539174
2023-05-31,34.87557603686636
2023-06-01,33.25345622119816
2023-06-02,34.064516129032256
2023-06-03,17.032258064516128
2023-06-04,18.654377880184335
2023-06-05,32.44239631336406
2023-06-06,32.44239631336406
2023-06-07,31.631336405529957
2023-06-08,29.19815668202765
2023-06-09,24.331797235023043
2023-06-10,14.599078341013826
2023-06-11,17.032258064516128
2023-06-12,27.57603686635945
2023-06-13,27.57603686635945
2023-06-14,24.331797235023043
2023-06-15,22.70967741935484
2023-06-16,19.465437788018434
2023-06-17,17.84331797235023
2023-06-18,18.654377880184335
2023-06-19,21.89861751152074
2023-06-20,24.331797235023043
2023-06-21,21.89861751152074
2023-06-22,20.276497695852534
2023-06-23,17.84331797235023
2023-06-24,13.788018433179724
2023-06-25,13.788018433179724
2023-06-26,20.276497695852534
2023-06-27,20.276497695852534
2023-06-28,21.087557603686637
2023-06-29,22.70967741935484
2023-06-30,21.89861751152074
2023-07-01,17.84331797235023
2023-07-02,17.032258064516128
2023-07-03,17.032258064516128
2023-07-04,17.84331797235023
2023-07-05,18.654377880184335
2023-07-06,18.654377880184335
2023-07-07,19.465437788018434
2023-07-08,16.22119815668203
2023-07-09,17.032258064516128
2023-07-10,20.276497695852534
2023-07-11,20.276497695852534
2023-07-12,20.276497695852534
2023-07-13,18.654377880184335
2023-07-14,19.465437788018434
2023-07-15,16.22119815668203
2023-07-16,13.788018433179724
2023-07-17,21.89861751152074
2023-07-18,21.087557603686637
2023-07-19,20.276497695852534
2023-07-20,19.465437788018434
2023-07-21,15.410138248847927
2023-07-22,12.976958525345623
2023-07-23,15.410138248847927
2023-07-24,18.654377880184335
2023-07-25,21.89861751152074
2023-07-26,19.465437788018434
2023-07-27,20.276497695852534
2023-07-28,17.032258064516128
2023-07-29,12.165898617511521
2023-07-30,12.976958525345623
2023-07-31,19.465437788018434
2023-08-01,17.84331797235023
2023-08-02,18.654377880184335
2023-08-03,20.276497695852534
2023-08-04,16.22119815668203
2023-08-05,8.921658986175116
2023-08-06,12.976958525345623
2023-08-07,14.599078341013826
2023-08-08,15.410138248847927
2023-08-09,18.654377880184335
2023-08-10,17.84331797235023
2023-08-11,16.22119815668203
2023-08-12,12.976958525345623
2023-08-13,14.599078341013826
2023-08-14,16.22119815668203
2023-08-15,17.84331797235023
2023-08-16,17.84331797235023
2023-08-17,18.654377880184335
2023-08-18,18.654377880184335
2023-08-19,11.35483870967742
2023-08-20,12.976958525345623
2023-08-21,20.276497695852534
2023-08-22,18.654377880184335
2023-08-23,22.70967741935484
2023-08-24,30.820276497695854
2023-08-25,24.331797235023043
2023-08-26,13.788018433179724
2023-08-27,17.032258064516128
2023-08-28,30.00921658986175
2023-08-29,27.57603686635945
2023-08-30,29.19815668202765
2023-08-31,33.25345622119816
2023-09-01,27.57603686635945
2023-09-02,15.410138248847927
2023-09-03,17.032258064516128
2023-09-04,21.087557603686637
2023-09-05,31.631336405529957
2023-09-06,34.87557603686636
2023-09-07,36.49769585253456
2023-09-08,33.25345622119816
2023-09-09,17.032258064516128
2023-09-10,20.276497695852534
2023-09-11,37.30875576036867
2023-09-12,38.11981566820277
2023-09-13,42.175115207373274
2023-09-14,39.74193548387097
2023-09-15,34.87557603686636
2023-09-16,17.84331797235023
2023-09-17,21.087557603686637
2023-09-18,38.11981566820277
2023-09-19,44.60829493087558
2023-09-20,41.364055299539174
2023-09-21,42.175115207373274
2023-09-22,38.93087557603687
2023-09-23,18.654377880184335
2023-09-24,21.89861751152074
2023-09-25,43.79723502304148
2023-09-26,45.41935483870968
2023-09-27,46.23041474654378
2023-09-28,46.23041474654378
2023-09-29,42.175115207373274
2023-09-30,17.032258064516128
2023-10-01,19.465437788018434
2023-10-02,42.986175115207374
2023-10-03,44.60829493087558
2023-10-04,45.41935483870968
2023-10-05,43.79723502304148
2023-10-06,35.68663594470046
2023-10-07,19.465437788018434
2023-10-08,17.84331797235023
2023-10-09,38.11981566820277
2023-10-10,38.93087557603687
2023-10-11,42.986175115207374
2023-10-12,43.79723502304148
2023-10-13,36.49769585253456
2023-10-14,20.276497695852534
2023-10-15,22.70967741935484
2023-10-16,44.60829493087558
2023-10-17,50.28571428571429
2023-10-18,43.79723502304148
2023-10-19,46.23041474654378
2023-10-20,41.364055299539174
2023-10-21,20.276497695852534
2023-10-22,24.331797235023043
2023-10-23,54.3410138248848
2023-10-24,51.90783410138249
2023-10-25,48.663594470046085
2023-10-26,49.474654377880185
2023-10-27,43.79723502304148
2023-10-28,17.84331797235023
2023-10-29,26.764976958525345
2023-10-30,51.90783410138249
2023-10-31,46.23041474654378
2023-11-01,50.28571428571429
2023-11-02,51.90783410138249
2023-11-03,45.41935483870968
2023-11-04,23.52073732718894
2023-11-05,25.142857142857146
2023-11-06,58.3963133640553
2023-11-07,53.52995391705069
2023-11-08,51.09677419354839
2023-11-09,52.71889400921659
2023-11-10,35.68663594470046
2023-11-11,23.52073732718894
2023-11-12,25.953917050691246
2023-11-13,61.64055299539171
2023-11-14,60.82949308755761
2023-11-15,53.52995391705069
2023-11-16,60.0184331797235
2023-11-17,51.90783410138249
2023-11-18,23.52073732718894
2023-11-19,24.331797235023043
2023-11-20,41.364055299539174
2023-11-21,33.25345622119816
2023-11-22,21.087557603686637
2023-11-23,15.410138248847927
2023-11-24,14.599078341013826
2023-11-25,14.599078341013826
2023-11-26,21.89861751152074
2023-11-27,53.52995391705069
2023-11-28,57.5852534562212
2023-11-29,53.52995391705069
2023-11-30,58.3963133640553
2023-12-01,50.28571428571429
2023-12-02,22.70967741935484
2023-12-03,27.57603686635945
2023-12-04,57.5852534562212
2023-12-05,60.0184331797235
2023-12-06,58.3963133640553
2023-12-07,58.3963133640553
2023-12-08,63.262672811059915
2023-12-09,24.331797235023043
2023-12-10,26.764976958525345
2023-12-11,55.963133640552996
2023-12-12,59.2073732718894
2023-12-13,52.71889400921659
2023-12-14,59.2073732718894
2023-12-15,46.23041474654378
2023-12-16,23.52073732718894
2023-12-17,19.465437788018434
2023-12-18,40.55299539170507
2023-12-19,39.74193548387097
2023-12-20,35.68663594470046
2023-12-21,26.764976958525345
2023-12-22,16.011441283966313
2023-12-23,13.815986016208486
2023-12-24,10.348005720641982
2023-12-25,10.809470840616559
2023-12-26,11.215000794533609
2023-12-27,12.02606070236771
2023-12-28,13.87192118226601
2023-12-29,12.948990942316861
2023-12-30,11.215000794533609
2023-12-31,13.410456062291434
2024-01-01,14.221515970125537
2024-01-02,20.290481487366915
2024-01-03,26.764976958525345
2024-01-04,36.70745272525028
2024-01-05,35.32305736532655
2024-01-06,19.017956459558242
2024-01-07,15.088511044017162
2024-01-08,47.922453519783886
2024-01-09,54.39694899094232
2024-01-10,59.9485142221516
2024-01-11,64.7449547115843
2024-01-12,68.2129350071508
2024-01-13,23.352931829016367
2024-01-14,21.15747656125854
2024-01-15,34.1064675035754
2024-01-16,66.88447481328461
2024-01-17,73.35897028444303
2024-01-18,71.21945018274273
2024-01-19,55.66947401875099
2024-01-20,21.227395518830445
2024-01-21,23.996186238677893
2024-01-22,59.06753535674559
2024-01-23,59.06753535674559
2024-01-24,67.37390751628793
2024-01-25,67.37390751628793
2024-01-26,62.759256316542185
2024-01-27,23.996186238677893
2024-01-28,29.533767678372794
2024-01-29,70.14269823613539
2024-01-30,71.98855871603368
2024-01-31,72.91148895598283
2024-02-01,73.83441919593199
2024-02-02,71.98855871603368
2024-02-03,33.225488638169395
2024-02-04,32.30255839822024
2024-02-05,73.83441919593199
2024-02-06,87.67837279516922
2024-02-07,79.37200063562689
2024-02-08,75.68027967583028
2024-02-09,71.98855871603368
2024-02-10,27.687907198474495
2024-02-11,28.610837438423644
2024-02-12,69.21976799618623
2024-02-13,84.90958207532178
2024-02-14,77.52614015572858
2024-02-15,87.67837279516922
2024-02-16,70.14269823613539
2024-02-17,26.764976958525345
2024-02-18,30.456697918321943
2024-02-19,48.91530271730494
2024-02-20,73.83441919593199
2024-02-21,75.68027967583028
2024-02-22,79.37200063562689
2024-02-23,71.98855871603368
2024-02-24,29.533767678372794
2024-02-25,33.225488638169395
2024-02-26,92.29302399491498
2024-02-27,88.60130303511838
2024-02-28,77.52614015572858
2024-02-29,86.75544255522009
2024-03-01,80.29493087557603
2024-03-02,28.610837438423644
2024-03-03,30.456697918321943
2024-03-04,77.52614015572858
2024-03-05,71.98855871603368
2024-03-06,77.52614015572858
2024-03-07,76.60320991577943
2024-03-08,68.29683775623708
2024-03-09,24.919116478627046
2024-03-10,26.764976958525345
2024-03-11,60.913395836643886
2024-03-12,61.83632607659304
2024-03-13,64.60511679644048
2024-03-14,63.68218655649134
2024-03-15,53.52995391705069
2024-03-16,23.073255998728744
2024-03-17,24.919116478627046
2024-03-18,75.68027967583028
2024-03-19,71.98855871603368
2024-03-20,74.75734943588114
2024-03-21,71.98855871603368
2024-03-22,59.06753535674559
2024-03-23,23.073255998728744
2024-03-24,31.379628158271093
2024-03-25,60.913395836643886
2024-03-26,61.83632607659304
2024-03-27,65.52804703638964
2024-03-28,60.913395836643886
2024-03-29,33.225488638169395
2024-03-30,22.150325758779594
2024-03-31,28.610837438423644
2024-04-01,50.76116319720324
2024-04-02,59.06753535674559
2024-04-03,62.759256316542185
2024-04-04,61.83632607659304
2024-04-05,59.99046559669474
2024-04-06,20.304465278881295
2024-04-07,26.764976958525345
2024-04-08,61.83632607659304
2024-04-09,71.06562847608454
2024-04-10,69.21976799618623
2024-04-11,72.91148895598283
2024-04-12,72.91148895598283
2024-04-13,25.842046718576196
2024-04-14,29.533767678372794
2024-04-15,76.60320991577943
2024-04-16,75.68027967583028
2024-04-17,73.83441919593199
2024-04-18,72.91148895598283
2024-04-19,64.60511679644048
2024-04-20,26.764976958525345
2024-04-21,30.456697918321943
2024-04-22,78.44907039567774
2024-04-23,76.60320991577943
2024-04-24,73.83441919593199
2024-04-25,71.06562847608454
2024-04-26,64.60511679644048
2024-04-27,24.919116478627046
2024-04-28,29.533767678372794
2024-04-29,76.60320991577943
2024-04-30,80.29493087557603
2024-05-01,72.91148895598283
2024-05-02,69.21976799618623
2024-05-03,68.29683775623708
2024-05-04,23.996186238677893
2024-05-05,31.379628158271093
2024-05-06,71.06562847608454
2024-05-07,65.52804703638964
2024-05-08,64.60511679644048
2024-05-09,63.68218655649134
2024-05-10,60.913395836643886
2024-05-11,19.381535038932146
2024-05-12,19.381535038932146
2024-05-13,63.68218655649134
2024-05-14,59.99046559669474
2024-05-15,60.913395836643886
2024-05-16,59.99046559669474
2024-05-17,53.52995391705069
2024-05-18,23.996186238677893
2024-05-19,23.073255998728744
2024-05-20,59.99046559669474
2024-05-21,48.91530271730494
2024-05-22,50.76116319720324
2024-05-23,47.99237247735579
2024-05-24,35.99427935801684
2024-05-25,17.535674559033847
2024-05-26,19.381535038932146
2024-05-27,20.304465278881295
2024-05-28,39.686000317813445
2024-05-29,38.76307007786429
2024-05-30,45.22358175750834
2024-05-31,35.071349118067694
2024-06-01,19.381535038932146
2024-06-02,18.458604798982996
2024-06-03,32.30255839822024
2024-06-04,35.071349118067694
2024-06-05,33.225488638169395
2024-06-06,35.99427935801684
2024-06-07,23.996186238677893
2024-06-08,17.535674559033847
2024-06-09,15.689814079135546
2024-06-10,32.30255839822024
2024-06-11,26.764976958525345
2024-06-12,24.919116478627046
2024-06-13,27.687907198474495
2024-06-14,22.150325758779594
2024-06-15,13.843953599237247
2024-06-16,16.612744319084698
2024-06-17,22.150325758779594
2024-06-18,21.227395518830445
2024-06-19,22.150325758779594
2024-06-20,25.842046718576196
2024-06-21,22.150325758779594
2024-06-22,15.689814079135546
2024-06-23,21.227395518830445
2024-06-24,21.227395518830445
2024-06-25,20.304465278881295
2024-06-26,22.150325758779594
2024-06-27,22.150325758779594
2024-06-28,23.996186238677893
2024-06-29,17.535674559033847
2024-06-30,16.612744319084698
2024-07-01,23.073255998728744
2024-07-02,23.996186238677893
2024-07-03,22.150325758779594
2024-07-04,15.689814079135546
2024-07-05,13.843953599237247
2024-07-06,11.998093119338947
2024-07-07,15.689814079135546
2024-07-08,17.535674559033847
2024-07-09,19.381535038932146
2024-07-10,21.227395518830445
2024-07-11,19.381535038932146
2024-07-12,18.458604798982996
2024-07-13,16.612744319084698
2024-07-14,12.921023359288098
2024-07-15,19.381535038932146
2024-07-16,21.227395518830445
2024-07-17,21.227395518830445
2024-07-18,21.227395518830445
2024-07-19,15.689814079135546
2024-07-20,13.843953599237247
2024-07-21,16.612744319084698
2024-07-22,20.304465278881295
2024-07-23,20.304465278881295
2024-07-24,18.458604798982996
2024-07-25,19.381535038932146
2024-07-26,21.227395518830445
2024-07-27,14.766883839186397
2024-07-28,16.612744319084698
2024-07-29,15.689814079135546
2024-07-30,17.535674559033847
2024-07-31,18.458604798982996
2024-08-01,16.612744319084698
2024-08-02,17.535674559033847
2024-08-03,13.843953599237247
2024-08-04,11.998093119338947
2024-08-05,15.689814079135546
2024-08-06,14.766883839186397
2024-08-07,17.535674559033847
2024-08-08,16.612744319084698
2024-08-09,13.843953599237247
2024-08-10,11.998093119338947
2024-08-11,13.843953599237247
2024-08-12,17.535674559033847
2024-08-13,16.612744319084698
2024-08-14,19.381535038932146
2024-08-15,17.535674559033847
2024-08-16,18.458604798982996
2024-08-17,11.075162879389797
2024-08-18,13.61322103924996
2024-08-19,21.765771492134117
2024-08-20,22.688701732083267
2024-08-21,22.22723661210869
2024-08-22,26.764976958525345
2024-08-23,26.30351183855077
2024-08-24,12.69029079930081
2024-08-25,17.228031145717466
2024-08-26,26.30351183855077
2024-08-27,27.687907198474495
2024-08-28,29.918321945018274
2024-08-29,32.225647544891146
2024-08-30,26.30351183855077
2024-08-31,14.074686159224534
2024-09-01,14.997616399173685
2024-09-02,17.68949626569204
2024-09-03,26.764976958525345
2024-09-04,32.225647544891146
2024-09-05,35.37899253138408
2024-09-06,31.302717304942
2024-09-07,17.68949626569204
2024-09-08,18.61242650564119
2024-09-09,36.301922771333224
2024-09-10,39.45526775782616
2024-09-11,36.7633878913078
2024-09-12,40.3781979977753
2024-09-13,35.37899253138408
2024-09-14,19.535356745590338
2024-09-15,22.22723661210869
2024-09-16,44.60829493087558
2024-09-17,40.14746543778802
2024-09-18,35.68663594470046
2024-09-19,44.60829493087558
2024-09-20,40.14746543778802
2024-09-21,22.30414746543779
2024-09-22,22.30414746543779
