Time,aristocracy
2023-06-02,22.22222222222222
2023-06-03,15.11111111111111
2023-06-04,12.444444444444443
2023-06-05,16.88888888888889
2023-06-06,19.555555555555554
2023-06-07,25.777777777777775
2023-06-08,16.88888888888889
2023-06-09,16.0
2023-06-10,14.222222222222221
2023-06-11,11.555555555555555
2023-06-12,23.11111111111111
2023-06-13,11.555555555555555
2023-06-14,18.666666666666664
2023-06-15,12.444444444444443
2023-06-16,23.11111111111111
2023-06-17,12.444444444444443
2023-06-18,16.88888888888889
2023-06-19,18.666666666666664
2023-06-20,16.88888888888889
2023-06-21,19.555555555555554
2023-06-22,22.22222222222222
2023-06-23,12.444444444444443
2023-06-24,14.222222222222221
2023-06-25,9.777777777777777
2023-06-26,17.77777777777778
2023-06-27,12.444444444444443
2023-06-28,10.666666666666666
2023-06-29,16.88888888888889
2023-06-30,10.666666666666666
2023-07-01,14.222222222222221
2023-07-02,18.666666666666664
2023-07-03,17.77777777777778
2023-07-04,25.777777777777775
2023-07-05,29.333333333333332
2023-07-06,19.555555555555554
2023-07-07,13.333333333333332
2023-07-08,16.0
2023-07-09,18.666666666666664
2023-07-10,9.777777777777777
2023-07-11,14.222222222222221
2023-07-12,20.444444444444443
2023-07-13,16.0
2023-07-14,20.444444444444443
2023-07-15,14.222222222222221
2023-07-16,21.333333333333332
2023-07-17,14.222222222222221
2023-07-18,14.222222222222221
2023-07-19,14.222222222222221
2023-07-20,16.88888888888889
2023-07-21,16.0
2023-07-22,11.555555555555555
2023-07-23,20.444444444444443
2023-07-24,20.444444444444443
2023-07-25,18.666666666666664
2023-07-26,11.555555555555555
2023-07-27,13.333333333333332
2023-07-28,13.333333333333332
2023-07-29,10.666666666666666
2023-07-30,11.555555555555555
2023-07-31,19.555555555555554
2023-08-01,13.333333333333332
2023-08-02,20.444444444444443
2023-08-03,14.222222222222221
2023-08-04,12.444444444444443
2023-08-05,23.11111111111111
2023-08-06,14.222222222222221
2023-08-07,11.555555555555555
2023-08-08,19.555555555555554
2023-08-09,19.555555555555554
2023-08-10,35.55555555555556
2023-08-11,35.55555555555556
2023-08-12,20.444444444444443
2023-08-13,22.22222222222222
2023-08-14,25.777777777777775
2023-08-15,32.0
2023-08-16,41.77777777777778
2023-08-17,36.44444444444444
2023-08-18,33.77777777777778
2023-08-19,17.77777777777778
2023-08-20,20.444444444444443
2023-08-21,50.666666666666664
2023-08-22,57.77777777777777
2023-08-23,52.44444444444444
2023-08-24,71.11111111111111
2023-08-25,52.44444444444444
2023-08-26,23.11111111111111
2023-08-27,24.888888888888886
2023-08-28,71.11111111111111
2023-08-29,66.66666666666666
2023-08-30,74.66666666666666
2023-08-31,77.33333333333333
2023-09-01,63.11111111111111
2023-09-02,23.11111111111111
2023-09-03,27.555555555555554
2023-09-04,35.55555555555556
2023-09-05,74.66666666666666
2023-09-06,80.0
2023-09-07,79.1111111111111
2023-09-08,57.77777777777777
2023-09-09,17.77777777777778
2023-09-10,25.777777777777775
2023-09-11,64.0
2023-09-12,84.44444444444444
2023-09-13,78.22222222222221
2023-09-14,88.88888888888889
2023-09-15,77.33333333333333
2023-09-16,29.333333333333332
2023-09-17,34.666666666666664
2023-09-18,65.77777777777777
2023-09-19,77.33333333333333
2023-09-20,63.11111111111111
2023-09-21,86.22222222222221
2023-09-22,57.77777777777777
2023-09-23,24.888888888888886
2023-09-24,33.77777777777778
2023-09-25,60.44444444444444
2023-09-26,69.33333333333333
2023-09-27,69.33333333333333
2023-09-28,70.22222222222221
2023-09-29,64.88888888888889
2023-09-30,16.88888888888889
2023-10-01,29.333333333333332
2023-10-02,64.88888888888889
2023-10-03,62.22222222222222
2023-10-04,64.88888888888889
2023-10-05,56.888888888888886
2023-10-06,37.33333333333333
2023-10-07,16.88888888888889
2023-10-08,19.555555555555554
2023-10-09,48.888888888888886
2023-10-10,60.44444444444444
2023-10-11,48.0
2023-10-12,54.22222222222222
2023-10-13,40.888888888888886
2023-10-14,20.444444444444443
2023-10-15,23.11111111111111
2023-10-16,54.22222222222222
2023-10-17,55.11111111111111
2023-10-18,55.11111111111111
2023-10-19,54.22222222222222
2023-10-20,49.77777777777777
2023-10-21,18.666666666666664
2023-10-22,20.444444444444443
2023-10-23,62.22222222222222
2023-10-24,55.11111111111111
2023-10-25,59.55555555555555
2023-10-26,55.11111111111111
2023-10-27,44.44444444444444
2023-10-28,18.666666666666664
2023-10-29,20.444444444444443
2023-10-30,65.77777777777777
2023-10-31,49.77777777777777
2023-11-01,50.666666666666664
2023-11-02,56.0
2023-11-03,45.33333333333333
2023-11-04,10.666666666666666
2023-11-05,22.22222222222222
2023-11-06,48.0
2023-11-07,52.44444444444444
2023-11-08,51.55555555555555
2023-11-09,51.55555555555555
2023-11-10,34.666666666666664
2023-11-11,14.222222222222221
2023-11-12,20.444444444444443
2023-11-13,46.22222222222222
2023-11-14,62.22222222222222
2023-11-15,64.88888888888889
2023-11-16,44.44444444444444
2023-11-17,39.11111111111111
2023-11-18,24.0
2023-11-19,13.333333333333332
2023-11-20,37.33333333333333
2023-11-21,32.0
2023-11-22,11.555555555555555
2023-11-23,13.333333333333332
2023-11-24,12.444444444444443
2023-11-25,24.888888888888886
2023-11-26,12.444444444444443
2023-11-27,51.55555555555555
2023-11-28,64.0
2023-11-29,50.666666666666664
2023-11-30,48.0
2023-12-01,48.0
2023-12-02,18.666666666666664
2023-12-03,22.22222222222222
2023-12-04,44.44444444444444
2023-12-05,49.77777777777777
2023-12-06,55.11111111111111
2023-12-07,48.0
2023-12-08,60.44444444444444
2023-12-09,24.888888888888886
2023-12-10,29.333333333333332
2023-12-11,48.0
2023-12-12,51.55555555555555
2023-12-13,52.44444444444444
2023-12-14,53.33333333333333
2023-12-15,41.77777777777778
2023-12-16,24.0
2023-12-17,18.666666666666664
2023-12-18,38.22222222222222
2023-12-19,28.444444444444443
2023-12-20,43.55555555555555
2023-12-21,28.444444444444443
2023-12-22,20.41830065359477
2023-12-23,15.84313725490196
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,13.333333333333332
2023-12-27,15.006535947712417
2023-12-28,23.76470588235294
2023-12-29,22.091503267973856
2023-12-30,16.6797385620915
2023-12-31,17.908496732026144
2024-01-01,13.333333333333332
2024-01-02,19.581699346405227
2024-01-03,34.58823529411764
2024-01-04,43.73856209150326
2024-01-05,42.50980392156862
2024-01-06,26.666666666666664
2024-01-07,16.6797385620915
2024-01-08,43.346405228758165
2024-01-09,53.33333333333333
2024-01-10,64.60130718954247
2024-01-11,57.0718954248366
2024-01-12,44.57516339869281
2024-01-13,19.581699346405227
2024-01-14,18.745098039215684
2024-01-15,16.235294117647058
2024-01-16,52.10457516339869
2024-01-17,50.823529411764696
2024-01-18,62.483660130718945
2024-01-19,51.66013071895424
2024-01-20,32.15686274509803
2024-01-21,32.94117647058823
2024-01-22,52.54901960784313
2024-01-23,54.11764705882352
2024-01-24,46.27450980392156
2024-01-25,58.0392156862745
2024-01-26,58.823529411764696
2024-01-27,26.666666666666664
2024-01-28,29.803921568627445
2024-01-29,47.058823529411754
2024-01-30,55.686274509803916
2024-01-31,78.4313725490196
2024-02-01,69.01960784313724
2024-02-02,43.921568627450974
2024-02-03,15.68627450980392
2024-02-04,29.803921568627445
2024-02-05,64.31372549019606
2024-02-06,63.52941176470587
2024-02-07,57.2549019607843
2024-02-08,57.2549019607843
2024-02-09,53.33333333333333
2024-02-10,25.09803921568627
2024-02-11,32.15686274509803
2024-02-12,42.35294117647058
2024-02-13,58.0392156862745
2024-02-14,45.49019607843137
2024-02-15,44.70588235294117
2024-02-16,38.4313725490196
2024-02-17,27.450980392156858
2024-02-18,18.823529411764703
2024-02-19,24.313725490196074
2024-02-20,43.13725490196078
2024-02-21,47.058823529411754
2024-02-22,41.56862745098039
2024-02-23,41.56862745098039
2024-02-24,15.68627450980392
2024-02-25,23.529411764705877
2024-02-26,50.980392156862735
2024-02-27,46.27450980392156
2024-02-28,54.901960784313715
2024-02-29,41.56862745098039
2024-03-01,36.86274509803921
2024-03-02,23.529411764705877
2024-03-03,20.392156862745097
2024-03-04,59.60784313725489
2024-03-05,39.99999999999999
2024-03-06,56.47058823529411
2024-03-07,58.823529411764696
2024-03-08,33.725490196078425
2024-03-09,31.37254901960784
2024-03-10,31.37254901960784
2024-03-11,42.35294117647058
2024-03-12,58.823529411764696
2024-03-13,44.70588235294117
2024-03-14,51.764705882352935
2024-03-15,40.78431372549019
2024-03-16,21.17647058823529
2024-03-17,33.725490196078425
2024-03-18,37.647058823529406
2024-03-19,47.058823529411754
2024-03-20,35.29411764705882
2024-03-21,58.823529411764696
2024-03-22,28.235294117647054
2024-03-23,19.6078431372549
2024-03-24,25.882352941176467
2024-03-25,37.647058823529406
2024-03-26,39.2156862745098
2024-03-27,39.2156862745098
2024-03-28,39.2156862745098
2024-03-29,25.882352941176467
2024-03-30,30.58823529411764
2024-03-31,24.313725490196074
2024-04-01,30.58823529411764
2024-04-02,43.921568627450974
2024-04-03,40.78431372549019
2024-04-04,54.11764705882352
2024-04-05,39.2156862745098
2024-04-06,21.960784313725487
2024-04-07,34.50980392156862
2024-04-08,32.15686274509803
2024-04-09,48.62745098039215
2024-04-10,41.56862745098039
2024-04-11,32.94117647058823
2024-04-12,32.15686274509803
2024-04-13,16.470588235294116
2024-04-14,21.17647058823529
2024-04-15,45.49019607843137
2024-04-16,34.50980392156862
2024-04-17,40.78431372549019
2024-04-18,37.647058823529406
2024-04-19,31.37254901960784
2024-04-20,20.392156862745097
2024-04-21,20.392156862745097
2024-04-22,34.50980392156862
2024-04-23,33.725490196078425
2024-04-24,39.99999999999999
2024-04-25,35.29411764705882
2024-04-26,29.803921568627445
2024-04-27,16.470588235294116
2024-04-28,25.09803921568627
2024-04-29,28.235294117647054
2024-04-30,32.15686274509803
2024-05-01,36.07843137254901
2024-05-02,26.666666666666664
2024-05-03,19.6078431372549
2024-05-04,14.117647058823527
2024-05-05,23.529411764705877
2024-05-06,38.4313725490196
2024-05-07,28.235294117647054
2024-05-08,36.07843137254901
2024-05-09,26.666666666666664
2024-05-10,16.470588235294116
2024-05-11,13.333333333333332
2024-05-12,16.470588235294116
2024-05-13,32.94117647058823
2024-05-14,25.882352941176467
2024-05-15,26.666666666666664
2024-05-16,29.01960784313725
2024-05-17,28.235294117647054
2024-05-18,36.07843137254901
2024-05-19,26.666666666666664
2024-05-20,26.666666666666664
2024-05-21,39.2156862745098
2024-05-22,22.745098039215684
2024-05-23,18.823529411764703
2024-05-24,27.450980392156858
2024-05-25,0.0
2024-05-26,15.68627450980392
2024-05-27,23.529411764705877
2024-05-28,30.58823529411764
2024-05-29,19.6078431372549
2024-05-30,19.6078431372549
2024-05-31,21.17647058823529
2024-06-01,12.549019607843135
2024-06-02,19.6078431372549
2024-06-03,21.960784313725487
2024-06-04,15.68627450980392
2024-06-05,25.09803921568627
2024-06-06,25.09803921568627
2024-06-07,18.039215686274506
2024-06-08,18.823529411764703
2024-06-09,25.09803921568627
2024-06-10,25.882352941176467
2024-06-11,17.25490196078431
2024-06-12,15.68627450980392
2024-06-13,18.823529411764703
2024-06-14,14.901960784313722
2024-06-15,11.764705882352938
2024-06-16,13.333333333333332
2024-06-17,11.764705882352938
2024-06-18,24.313725490196074
2024-06-19,12.549019607843135
2024-06-20,12.549019607843135
2024-06-21,18.039215686274506
2024-06-22,15.68627450980392
2024-06-23,18.039215686274506
2024-06-24,15.68627450980392
2024-06-25,10.196078431372548
2024-06-26,16.470588235294116
2024-06-27,13.333333333333332
2024-06-28,18.823529411764703
2024-06-29,11.764705882352938
2024-06-30,15.68627450980392
2024-07-01,11.764705882352938
2024-07-02,22.745098039215684
2024-07-03,24.313725490196074
2024-07-04,11.764705882352938
2024-07-05,16.470588235294116
2024-07-06,18.823529411764703
2024-07-07,10.980392156862743
2024-07-08,13.333333333333332
2024-07-09,0.0
2024-07-10,10.196078431372548
2024-07-11,10.980392156862743
2024-07-12,18.823529411764703
2024-07-13,11.764705882352938
2024-07-14,12.549019607843135
2024-07-15,14.117647058823527
2024-07-16,13.333333333333332
2024-07-17,14.901960784313722
2024-07-18,23.529411764705877
2024-07-19,10.980392156862743
2024-07-20,18.039215686274506
2024-07-21,21.17647058823529
2024-07-22,12.549019607843135
2024-07-23,19.6078431372549
2024-07-24,10.980392156862743
2024-07-25,14.901960784313722
2024-07-26,13.333333333333332
2024-07-27,10.980392156862743
2024-07-28,10.980392156862743
2024-07-29,16.470588235294116
2024-07-30,16.470588235294116
2024-07-31,17.25490196078431
2024-08-01,16.470588235294116
2024-08-02,11.764705882352938
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,21.17647058823529
2024-08-06,14.901960784313722
2024-08-07,0.0
2024-08-08,14.117647058823527
2024-08-09,14.901960784313722
2024-08-10,0.0
2024-08-11,10.980392156862743
2024-08-12,29.01960784313725
2024-08-13,33.725490196078425
2024-08-14,34.50980392156862
2024-08-15,33.725490196078425
2024-08-16,31.37254901960784
2024-08-17,18.039215686274506
2024-08-18,22.124670763827915
2024-08-19,44.641498390400926
2024-08-20,44.641498390400926
2024-08-21,53.33333333333333
2024-08-22,52.54316652033947
2024-08-23,48.5923324553702
2024-08-24,15.405326309628327
2024-08-25,23.306994439566868
2024-08-26,50.96283289435176
2024-08-27,72.29733684518582
2024-08-28,53.33333333333333
2024-08-29,56.49400058530874
2024-08-30,62.025168276265724
2024-08-31,12.642669007901667
2024-09-01,14.223002633889376
2024-09-02,30.418495756511554
2024-09-03,59.65466783728416
2024-09-04,71.10916008194322
2024-09-05,66.76616915422885
2024-09-06,56.88615744805384
2024-09-07,14.223002633889376
2024-09-08,37.529997073456244
2024-09-09,64.39566871524728
2024-09-10,69.52882645595551
2024-09-11,65.97600234123499
2024-09-12,70.71700321919812
2024-09-13,52.93532338308457
2024-09-14,22.91483757682177
2024-09-15,19.754170324846356
2024-09-16,64.4776119402985
2024-09-17,66.86567164179104
2024-09-18,67.66169154228855
2024-09-19,51.741293532338304
2024-09-20,55.721393034825866
2024-09-21,19.90049751243781
2024-09-22,19.104477611940297
2024-09-23,63.68159203980099
2024-09-24,53.33333333333333
2024-09-25,53.33333333333333
2024-09-26,66.86567164179104
2024-09-27,45.373134328358205
2024-09-28,16.71641791044776
2024-09-29,24.676616915422883
2024-09-30,69.25373134328358
2024-10-01,49.35323383084577
2024-10-02,54.12935323383084
2024-10-03,45.373134328358205
2024-10-04,41.39303482587064
2024-10-05,25.472636815920396
2024-10-06,21.492537313432834
2024-10-07,53.33333333333333
2024-10-08,45.373134328358205
2024-10-09,42.98507462686567
2024-10-10,49.35323383084577
2024-10-11,36.61691542288557
2024-10-12,16.71641791044776
2024-10-13,19.104477611940297
2024-10-14,46.16915422885572
2024-10-15,54.92537313432835
2024-10-16,39.004975124378106
2024-10-17,41.39303482587064
2024-10-18,56.51741293532338
2024-10-19,22.288557213930346
2024-10-20,22.288557213930346
2024-10-21,47.76119402985074
2024-10-22,58.1094527363184
2024-10-23,49.35323383084577
2024-10-24,45.373134328358205
2024-10-25,37.41293532338308
2024-10-26,26.268656716417908
2024-10-27,23.08457711442786
2024-10-28,47.76119402985074
2024-10-29,50.14925373134328
2024-10-30,46.16915422885572
2024-10-31,49.35323383084577
2024-11-01,44.57711442786069
2024-11-02,20.69651741293532
2024-11-03,20.69651741293532
2024-11-04,47.76119402985074
2024-11-05,33.43283582089552
2024-11-06,40.59701492537313
2024-11-07,58.1094527363184
2024-11-08,48.557213930348254
2024-11-09,23.08457711442786
2024-11-10,21.492537313432834
2024-11-11,42.189054726368155
2024-11-12,50.94527363184079
2024-11-13,45.373134328358205
2024-11-14,54.92537313432835
2024-11-15,52.537313432835816
2024-11-16,25.472636815920396
2024-11-17,21.492537313432834
2024-11-18,41.39303482587064
2024-11-19,58.1094527363184
2024-11-20,41.39303482587064
2024-11-21,49.35323383084577
2024-11-22,37.41293532338308
2024-11-23,19.90049751243781
2024-11-24,19.90049751243781
2024-11-25,35.82089552238806
2024-11-26,35.024875621890544
2024-11-27,31.044776119402982
2024-11-28,19.104477611940297
2024-11-29,21.492537313432834
2024-11-30,19.90049751243781
2024-12-01,18.308457711442784
2024-12-02,50.14925373134328
2024-12-03,38.208955223880594
