Time,benefactor
2023-01-22,39.94202898550725
2023-01-23,58.78260869565217
2023-01-24,58.028985507246375
2023-01-25,55.01449275362319
2023-01-26,61.79710144927537
2023-01-27,72.34782608695653
2023-01-28,40.69565217391305
2023-01-29,54.26086956521739
2023-01-30,70.84057971014492
2023-01-31,62.550724637681164
2023-02-01,51.2463768115942
2023-02-02,49.73913043478261
2023-02-03,67.07246376811594
2023-02-04,30.898550724637683
2023-02-05,36.173913043478265
2023-02-06,64.05797101449275
2023-02-07,63.30434782608696
2023-02-08,52.0
2023-02-09,46.72463768115942
2023-02-10,54.26086956521739
2023-02-11,43.710144927536234
2023-02-12,48.231884057971016
2023-02-13,44.46376811594203
2023-02-14,46.72463768115942
2023-02-15,39.94202898550725
2023-02-16,50.492753623188406
2023-02-17,61.04347826086957
2023-02-18,39.94202898550725
2023-02-19,55.768115942028984
2023-02-20,32.405797101449274
2023-02-21,48.98550724637681
2023-02-22,59.53623188405797
2023-02-23,62.550724637681164
2023-02-24,58.028985507246375
2023-02-25,37.68115942028986
2023-02-26,34.666666666666664
2023-02-27,58.028985507246375
2023-02-28,49.73913043478261
2023-03-01,60.289855072463766
2023-03-02,50.492753623188406
2023-03-03,52.7536231884058
2023-03-04,40.69565217391305
2023-03-05,52.0
2023-03-06,59.53623188405797
2023-03-07,43.710144927536234
2023-03-08,57.27536231884058
2023-03-09,58.78260869565217
2023-03-10,41.44927536231884
2023-03-11,34.666666666666664
2023-03-12,39.94202898550725
2023-03-13,51.2463768115942
2023-03-14,48.98550724637681
2023-03-15,42.95652173913044
2023-03-16,36.173913043478265
2023-03-17,53.507246376811594
2023-03-18,23.36231884057971
2023-03-19,39.18840579710145
2023-03-20,38.434782608695656
2023-03-21,41.44927536231884
2023-03-22,50.492753623188406
2023-03-23,47.47826086956522
2023-03-24,42.20289855072464
2023-03-25,36.173913043478265
2023-03-26,44.46376811594203
2023-03-27,35.42028985507246
2023-03-28,39.94202898550725
2023-03-29,51.2463768115942
2023-03-30,40.69565217391305
2023-03-31,33.91304347826087
2023-04-01,34.666666666666664
2023-04-02,33.91304347826087
2023-04-03,27.130434782608695
2023-04-04,42.20289855072464
2023-04-05,46.72463768115942
2023-04-06,54.26086956521739
2023-04-07,38.434782608695656
2023-04-08,27.884057971014492
2023-04-09,61.79710144927537
2023-04-10,43.710144927536234
2023-04-11,51.2463768115942
2023-04-12,57.27536231884058
2023-04-13,40.69565217391305
2023-04-14,66.31884057971014
2023-04-15,38.434782608695656
2023-04-16,36.92753623188406
2023-04-17,67.07246376811594
2023-04-18,44.46376811594203
2023-04-19,37.68115942028986
2023-04-20,36.92753623188406
2023-04-21,36.92753623188406
2023-04-22,33.91304347826087
2023-04-23,33.15942028985507
2023-04-24,46.72463768115942
2023-04-25,67.82608695652173
2023-04-26,47.23444160272805
2023-04-27,46.41432225063939
2023-04-28,45.21739130434783
2023-04-29,23.207161125319693
2023-04-30,35.44245524296675
2023-05-01,46.03751065643649
2023-05-02,36.26257459505541
2023-05-03,30.965046888320547
2023-05-04,43.57715260017051
2023-05-05,46.03751065643649
2023-05-06,34.62233589087809
2023-05-07,39.91986359761296
2023-05-08,56.63256606990622
2023-05-09,37.90281329923273
2023-05-10,40.73998294970162
2023-05-11,36.26257459505541
2023-05-12,32.98209718670077
2023-05-13,47.23444160272805
2023-05-14,25.667519181585675
2023-05-15,54.17220801364024
2023-05-16,40.73998294970162
2023-05-17,41.93691389599318
2023-05-18,30.144927536231883
2023-05-19,32.98209718670077
2023-05-20,44.02046035805627
2023-05-21,40.73998294970162
2023-05-22,38.27962489343564
2023-05-23,52.531969309462916
2023-05-24,29.324808184143222
2023-05-25,44.3307757885763
2023-05-26,41.67092924126172
2023-05-27,33.691389599317986
2023-05-28,36.351236146632566
2023-05-29,35.46462063086104
2023-05-30,34.57800511508951
2023-05-31,39.89769820971867
2023-06-01,34.57800511508951
2023-06-02,42.55754475703325
2023-06-03,31.03154305200341
2023-06-04,40.78431372549019
2023-06-05,32.80477408354646
2023-06-06,57.63000852514919
2023-06-07,39.011082693947145
2023-06-08,31.918158567774935
2023-06-09,42.55754475703325
2023-06-10,47.8772378516624
2023-06-11,37.23785166240409
2023-06-12,30.144927536231883
2023-06-13,30.144927536231883
2023-06-14,31.03154305200341
2023-06-15,29.25831202046036
2023-06-16,31.918158567774935
2023-06-17,36.351236146632566
2023-06-18,43.44416027280477
2023-06-19,44.3307757885763
2023-06-20,42.55754475703325
2023-06-21,31.918158567774935
2023-06-22,39.011082693947145
2023-06-23,23.9386189258312
2023-06-24,32.80477408354646
2023-06-25,45.21739130434783
2023-06-26,30.144927536231883
2023-06-27,39.89769820971867
2023-06-28,38.124467178175614
2023-06-29,35.46462063086104
2023-06-30,26.59846547314578
2023-07-01,39.011082693947145
2023-07-02,31.03154305200341
2023-07-03,39.89769820971867
2023-07-04,54.97016197783461
2023-07-05,39.89769820971867
2023-07-06,46.990622335890876
2023-07-07,37.23785166240409
2023-07-08,36.351236146632566
2023-07-09,49.650468883205455
2023-07-10,37.23785166240409
2023-07-11,31.03154305200341
2023-07-12,27.485080988917304
2023-07-13,45.21739130434783
2023-07-14,39.89769820971867
2023-07-15,33.691389599317986
2023-07-16,53.19693094629156
2023-07-17,41.67092924126172
2023-07-18,42.55754475703325
2023-07-19,27.485080988917304
2023-07-20,48.76385336743393
2023-07-21,33.691389599317986
2023-07-22,47.8772378516624
2023-07-23,42.55754475703325
2023-07-24,42.55754475703325
2023-07-25,36.351236146632566
2023-07-26,40.78431372549019
2023-07-27,48.76385336743393
2023-07-28,31.918158567774935
2023-07-29,29.25831202046036
2023-07-30,33.691389599317986
2023-07-31,35.46462063086104
2023-08-01,40.78431372549019
2023-08-02,39.89769820971867
2023-08-03,40.78431372549019
2023-08-04,49.650468883205455
2023-08-05,51.423699914748504
2023-08-06,36.351236146632566
2023-08-07,45.21739130434783
2023-08-08,31.918158567774935
2023-08-09,35.46462063086104
2023-08-10,42.55754475703325
2023-08-11,27.485080988917304
2023-08-12,36.351236146632566
2023-08-13,39.89769820971867
2023-08-14,35.46462063086104
2023-08-15,45.21739130434783
2023-08-16,40.78431372549019
2023-08-17,40.78431372549019
2023-08-18,38.124467178175614
2023-08-19,34.57800511508951
2023-08-20,50.53708439897698
2023-08-21,86.00170502983802
2023-08-22,53.19693094629156
2023-08-23,40.78431372549019
2023-08-24,31.03154305200341
2023-08-25,37.23785166240409
2023-08-26,31.03154305200341
2023-08-27,31.03154305200341
2023-08-28,62.06308610400682
2023-08-29,57.63000852514919
2023-08-30,48.76385336743393
2023-08-31,62.949701619778345
2023-09-01,44.3307757885763
2023-09-02,39.89769820971867
2023-09-03,33.691389599317986
2023-09-04,48.76385336743393
2023-09-05,65.60954816709292
2023-09-06,56.74339300937766
2023-09-07,63.83631713554987
2023-09-08,39.89769820971867
2023-09-09,32.80477408354646
2023-09-10,34.57800511508951
2023-09-11,65.60954816709292
2023-09-12,53.19693094629156
2023-09-13,41.67092924126172
2023-09-14,54.08354646206308
2023-09-15,45.21739130434783
2023-09-16,27.485080988917304
2023-09-17,44.3307757885763
2023-09-18,52.310315430520035
2023-09-19,62.06308610400682
2023-09-20,69.15601023017902
2023-09-21,82.45524296675191
2023-09-22,86.88832054560955
2023-09-23,44.3307757885763
2023-09-24,38.124467178175614
2023-09-25,64.7229326513214
2023-09-26,61.17647058823529
2023-09-27,62.06308610400682
2023-09-28,60.289855072463766
2023-09-29,54.97016197783461
2023-09-30,30.144927536231883
2023-10-01,38.124467178175614
2023-10-02,61.17647058823529
2023-10-03,51.423699914748504
2023-10-04,52.310315430520035
2023-10-05,49.650468883205455
2023-10-06,43.44416027280477
2023-10-07,38.124467178175614
2023-10-08,27.485080988917304
2023-10-09,47.8772378516624
2023-10-10,57.63000852514919
2023-10-11,50.53708439897698
2023-10-12,38.124467178175614
2023-10-13,53.19693094629156
2023-10-14,29.25831202046036
2023-10-15,34.57800511508951
2023-10-16,49.650468883205455
2023-10-17,51.423699914748504
2023-10-18,55.85677749360614
2023-10-19,69.15601023017902
2023-10-20,40.78431372549019
2023-10-21,37.23785166240409
2023-10-22,28.37169650468883
2023-10-23,58.51662404092072
2023-10-24,45.21739130434783
2023-10-25,56.74339300937766
2023-10-26,39.011082693947145
2023-10-27,58.51662404092072
2023-10-28,33.691389599317986
2023-10-29,45.21739130434783
2023-10-30,58.51662404092072
2023-10-31,59.40323955669224
2023-11-01,44.3307757885763
2023-11-02,46.990622335890876
2023-11-03,47.8772378516624
2023-11-04,41.67092924126172
2023-11-05,26.59846547314578
2023-11-06,47.8772378516624
2023-11-07,56.74339300937766
2023-11-08,56.74339300937766
2023-11-09,55.85677749360614
2023-11-10,50.53708439897698
2023-11-11,46.990622335890876
2023-11-12,52.310315430520035
2023-11-13,50.53708439897698
2023-11-14,55.85677749360614
2023-11-15,70.92924126172208
2023-11-16,63.83631713554987
2023-11-17,48.76385336743393
2023-11-18,45.21739130434783
2023-11-19,28.37169650468883
2023-11-20,39.89769820971867
2023-11-21,39.011082693947145
2023-11-22,59.40323955669224
2023-11-23,44.3307757885763
2023-11-24,40.78431372549019
2023-11-25,51.423699914748504
2023-11-26,62.06308610400682
2023-11-27,65.60954816709292
2023-11-28,70.92924126172208
2023-11-29,78.90878090366581
2023-11-30,73.58908780903666
2023-12-01,78.90878090366581
2023-12-02,72.70247229326513
2023-12-03,73.58908780903666
2023-12-04,88.6615515771526
2023-12-05,81.56862745098039
2023-12-06,72.70247229326513
2023-12-07,66.49616368286445
2023-12-08,59.40323955669224
2023-12-09,61.17647058823529
2023-12-10,63.83631713554987
2023-12-11,68.2693947144075
2023-12-12,76.24893435635123
2023-12-13,53.19693094629156
2023-12-14,54.08354646206308
2023-12-15,49.650468883205455
2023-12-16,45.21739130434783
2023-12-17,51.423699914748504
2023-12-18,54.97016197783461
2023-12-19,72.70247229326513
2023-12-20,72.70247229326513
2023-12-21,58.51662404092072
2023-12-22,50.70523561748537
2023-12-23,57.431284357821085
2023-12-24,46.10400682011935
2023-12-25,38.980509745127435
2023-12-26,34.77672928241761
2023-12-27,42.34353411529529
2023-12-28,53.22750389511127
2023-12-29,46.94476291266132
2023-12-30,60.35100097010318
2023-12-31,50.70523561748537
2024-01-01,53.22750389511127
2024-01-02,56.98797659993532
2024-01-03,72.07572684246112
2024-01-04,69.15601023017902
2024-01-05,55.74977217273716
2024-01-06,44.86580239292118
2024-01-07,49.4670311902872
2024-01-08,59.51024487756122
2024-01-09,69.15601023017902
2024-01-10,77.96101949025487
2024-01-11,63.714025340271036
2024-01-12,67.91780580298087
2024-01-13,41.90022635740952
2024-01-14,48.62627509774524
2024-01-15,51.54599171002734
2024-01-16,38.980509745127435
2024-01-17,69.99676632272099
2024-01-18,69.15601023017902
2024-01-19,44.86580239292118
2024-01-20,45.309110150806944
2024-01-21,42.129523473557335
2024-01-22,58.82235352911779
2024-01-23,71.54070023811623
2024-01-24,54.84787018255577
2024-01-25,65.18152688361701
2024-01-26,45.309110150806944
2024-01-27,34.975453449745714
2024-01-28,46.89890348943175
2024-01-29,54.05297351324337
2024-01-30,55.64276685186818
2024-01-31,73.13049357674103
2024-02-01,69.95090689949143
2024-02-02,57.23256019049298
2024-02-03,53.25807684393097
2024-02-04,54.84787018255577
2024-02-05,69.15601023017902
2024-02-06,71.54070023811623
2024-02-07,71.54070023811623
2024-02-08,69.15601023017902
2024-02-09,58.82235352911779
2024-02-10,56.43766352118058
2024-02-11,52.46318017461857
2024-02-12,55.64276685186818
2024-02-13,67.56621689155422
2024-02-14,46.104006820119345
2024-02-15,60.41214686774259
2024-02-16,38.155040126995324
2024-02-17,42.924420142869735
2024-02-18,46.89890348943175
2024-02-19,55.64276685186818
2024-02-20,75.51518358467824
2024-02-21,52.46318017461857
2024-02-22,66.77132022224181
2024-02-23,58.82235352911779
2024-02-24,40.53973013493253
2024-02-25,30.206073433871296
2024-02-26,57.23256019049298
2024-02-27,62.7968368756798
2024-02-28,51.668283505306164
2024-02-29,58.82235352911779
2024-03-01,46.89890348943175
2024-03-02,34.18055678043331
2024-03-03,40.53973013493253
2024-03-04,58.82235352911779
2024-03-05,42.924420142869735
2024-03-06,58.02745685980538
2024-03-07,59.61725019843019
2024-03-08,46.104006820119345
2024-03-09,31.0009701031837
2024-03-10,34.975453449745714
2024-03-11,54.05297351324337
2024-03-12,52.46318017461857
2024-03-13,61.20704353705499
2024-03-14,50.07849016668136
2024-03-15,46.89890348943175
2024-03-16,34.18055678043331
2024-03-17,46.104006820119345
2024-03-18,48.488696828056554
2024-03-19,43.71931681218214
2024-03-20,61.20704353705499
2024-03-21,47.69380015874415
2024-03-22,38.155040126995324
2024-03-23,32.590763441808505
2024-03-24,35.770350119058115
2024-03-25,43.71931681218214
2024-03-26,53.25807684393097
2024-03-27,55.64276685186818
2024-03-28,55.64276685186818
2024-03-29,51.668283505306164
2024-03-30,42.129523473557335
2024-03-31,22.257106740747272
2024-04-01,42.129523473557335
2024-04-02,42.129523473557335
2024-04-03,58.02745685980538
2024-04-04,49.283593497368955
2024-04-05,42.129523473557335
2024-04-06,42.129523473557335
2024-04-07,28.61628009524649
2024-04-08,48.488696828056554
2024-04-09,45.309110150806944
2024-04-10,46.89890348943175
2024-04-11,55.64276685186818
2024-04-12,50.87338683599376
2024-04-13,33.385660111120906
2024-04-14,49.283593497368955
2024-04-15,55.64276685186818
2024-04-16,33.385660111120906
2024-04-17,63.5917335449922
2024-04-18,52.46318017461857
2024-04-19,45.309110150806944
2024-04-20,40.53973013493253
2024-04-21,38.949936796307725
2024-04-22,62.0019402063674
2024-04-23,38.949936796307725
2024-04-24,47.69380015874415
2024-04-25,48.488696828056554
2024-04-26,54.05297351324337
2024-04-27,30.206073433871296
2024-04-28,38.155040126995324
2024-04-29,53.25807684393097
2024-04-30,56.43766352118058
2024-05-01,56.43766352118058
2024-05-02,57.23256019049298
2024-05-03,44.514213481494544
2024-05-04,33.385660111120906
2024-05-05,37.360143457682916
2024-05-06,55.64276685186818
2024-05-07,46.89890348943175
2024-05-08,41.334626804244934
2024-05-09,46.104006820119345
2024-05-10,43.71931681218214
2024-05-11,46.104006820119345
2024-05-12,31.7958667724961
2024-05-13,51.668283505306164
2024-05-14,27.026486756621686
2024-05-15,40.53973013493253
2024-05-16,41.334626804244934
2024-05-17,42.924420142869735
2024-05-18,38.155040126995324
2024-05-19,34.975453449745714
2024-05-20,43.71931681218214
2024-05-21,53.25807684393097
2024-05-22,52.46318017461857
2024-05-23,47.69380015874415
2024-05-24,34.18055678043331
2024-05-25,42.924420142869735
2024-05-26,37.360143457682916
2024-05-27,19.872416732810063
2024-05-28,39.744833465620125
2024-05-29,34.18055678043331
2024-05-30,48.488696828056554
2024-05-31,54.84787018255577
2024-06-01,47.69380015874415
2024-06-02,33.385660111120906
2024-06-03,56.43766352118058
2024-06-04,43.71931681218214
2024-06-05,31.7958667724961
2024-06-06,35.770350119058115
2024-06-07,29.411176764558896
2024-06-08,31.0009701031837
2024-06-09,23.846900079372077
2024-06-10,38.949936796307725
2024-06-11,30.206073433871296
2024-06-12,29.411176764558896
2024-06-13,33.385660111120906
2024-06-14,36.565246788370516
2024-06-15,51.668283505306164
2024-06-16,27.026486756621686
2024-06-17,31.7958667724961
2024-06-18,27.026486756621686
2024-06-19,29.411176764558896
2024-06-20,36.565246788370516
2024-06-21,25.43669341799688
2024-06-22,50.07849016668136
2024-06-23,34.975453449745714
2024-06-24,33.385660111120906
2024-06-25,36.565246788370516
2024-06-26,47.69380015874415
2024-06-27,38.949936796307725
2024-06-28,40.53973013493253
2024-06-29,28.61628009524649
2024-06-30,42.924420142869735
2024-07-01,33.385660111120906
2024-07-02,55.64276685186818
2024-07-03,46.89890348943175
2024-07-04,48.488696828056554
2024-07-05,51.668283505306164
2024-07-06,31.7958667724961
2024-07-07,32.590763441808505
2024-07-08,27.82138342593409
2024-07-09,41.334626804244934
2024-07-10,33.385660111120906
2024-07-11,31.0009701031837
2024-07-12,34.975453449745714
2024-07-13,40.53973013493253
2024-07-14,52.46318017461857
2024-07-15,37.360143457682916
2024-07-16,43.71931681218214
2024-07-17,62.7968368756798
2024-07-18,50.87338683599376
2024-07-19,41.334626804244934
2024-07-20,38.949936796307725
2024-07-21,47.69380015874415
2024-07-22,50.87338683599376
2024-07-23,66.77132022224181
2024-07-24,46.89890348943175
2024-07-25,46.104006820119345
2024-07-26,46.104006820119345
2024-07-27,61.20704353705499
2024-07-28,55.64276685186818
2024-07-29,42.924420142869735
2024-07-30,45.309110150806944
2024-07-31,73.92539024605344
2024-08-01,79.48966693124025
2024-08-02,63.5917335449922
2024-08-03,68.36111356086661
2024-08-04,72.33559690742864
2024-08-05,54.05297351324337
2024-08-06,31.7958667724961
2024-08-07,54.05297351324337
2024-08-08,40.53973013493253
2024-08-09,45.309110150806944
2024-08-10,62.7968368756798
2024-08-11,59.61725019843019
2024-08-12,55.64276685186818
2024-08-13,41.334626804244934
2024-08-14,47.69380015874415
2024-08-15,34.18055678043331
2024-08-16,46.104006820119345
2024-08-17,40.53973013493253
2024-08-18,46.076596590143055
2024-08-19,50.92820729594635
2024-08-20,48.5024019430447
2024-08-21,35.97592684388029
2024-08-22,38.401732196781936
2024-08-23,35.56477339423594
2024-08-24,46.076596590143055
2024-08-25,36.37337517853649
2024-08-26,56.58841978605018
2024-08-27,37.593130412481386
2024-08-28,51.73680908024689
2024-08-29,53.354012648847984
2024-08-30,44.45939302154197
2024-08-31,43.65079123724142
2024-09-01,48.5024019430447
2024-09-02,37.18197696283704
2024-09-03,46.885198374443604
2024-09-04,54.56006276780474
2024-09-05,68.30629310091405
2024-09-06,51.73680908024689
2024-09-07,23.846900079372077
2024-09-08,43.65079123724142
2024-09-09,48.5024019430447
2024-09-10,47.69380015874415
2024-09-11,50.92820729594635
2024-09-12,55.77981800174963
2024-09-13,53.75146098350419
2024-09-14,36.37337517853649
2024-09-15,49.31100372734525
2024-09-16,66.60685884238409
2024-09-17,56.739176050919774
2024-09-18,55.09456225234239
2024-09-19,49.33841395732154
2024-09-20,32.8922759715477
2024-09-21,53.449948453765
2024-09-22,48.51610705803285
2024-09-23,52.62764155447631
2024-09-24,45.22687946087808
