Time,patron
2022-05-26,58.0
2022-05-27,62.0
2022-05-28,73.0
2022-05-29,75.0
2022-05-30,67.0
2022-05-31,56.0
2022-06-01,56.0
2022-06-02,56.0
2022-06-03,62.0
2022-06-04,74.0
2022-06-05,72.0
2022-06-06,55.0
2022-06-07,55.0
2022-06-08,55.0
2022-06-09,54.0
2022-06-10,65.0
2022-06-11,70.0
2022-06-12,70.0
2022-06-13,54.0
2022-06-14,48.0
2022-06-15,55.0
2022-06-16,57.0
2022-06-17,61.0
2022-06-18,77.0
2022-06-19,79.0
2022-06-20,57.0
2022-06-21,49.0
2022-06-22,57.0
2022-06-23,57.0
2022-06-24,64.0
2022-06-25,75.0
2022-06-26,71.0
2022-06-27,56.0
2022-06-28,54.0
2022-06-29,51.0
2022-06-30,57.0
2022-07-01,69.0
2022-07-02,76.0
2022-07-03,79.0
2022-07-04,77.0
2022-07-05,50.0
2022-07-06,52.0
2022-07-07,55.0
2022-07-08,62.0
2022-07-09,70.0
2022-07-10,69.0
2022-07-11,60.0
2022-07-12,55.0
2022-07-13,55.0
2022-07-14,55.0
2022-07-15,61.0
2022-07-16,74.0
2022-07-17,75.0
2022-07-18,56.0
2022-07-19,48.0
2022-07-20,62.0
2022-07-21,58.0
2022-07-22,64.0
2022-07-23,71.0
2022-07-24,74.0
2022-07-25,59.0
2022-07-26,56.0
2022-07-27,54.0
2022-07-28,57.0
2022-07-29,64.0
2022-07-30,70.0
2022-07-31,68.0
2022-08-01,56.0
2022-08-02,48.0
2022-08-03,50.0
2022-08-04,55.0
2022-08-05,60.0
2022-08-06,72.0
2022-08-07,70.0
2022-08-08,57.0
2022-08-09,49.0
2022-08-10,59.0
2022-08-11,56.0
2022-08-12,63.0
2022-08-13,76.0
2022-08-14,71.0
2022-08-15,56.0
2022-08-16,53.0
2022-08-17,55.0
2022-08-18,56.0
2022-08-19,66.0
2022-08-20,72.0
2022-08-21,69.0
2022-08-22,51.0
2022-08-23,47.0
2022-08-24,54.0
2022-08-25,58.0
2022-08-26,63.0
2022-08-27,71.0
2022-08-28,73.0
2022-08-29,57.120000000000005
2022-08-30,59.18
2022-08-31,53.5
2022-09-01,57.620000000000005
2022-09-02,59.68
2022-09-03,69.98
2022-09-04,68.42
2022-09-05,61.74
2022-09-06,55.06
2022-09-07,51.44
2022-09-08,50.94
2022-09-09,59.18
2022-09-10,67.92
2022-09-11,65.36
2022-09-12,53.0
2022-09-13,53.0
2022-09-14,54.56
2022-09-15,55.56
2022-09-16,59.18
2022-09-17,69.98
2022-09-18,59.18
2022-09-19,53.5
2022-09-20,52.5
2022-09-21,53.0
2022-09-22,57.120000000000005
2022-09-23,61.24
2022-09-24,65.86
2022-09-25,67.42
2022-09-26,57.120000000000005
2022-09-27,55.120000000000005
2022-09-28,55.120000000000005
2022-09-29,57.24
2022-09-30,61.480000000000004
2022-10-01,65.72
2022-10-02,63.6
2022-10-03,84.80000000000001
2022-10-04,69.96000000000001
2022-10-05,67.84
2022-10-06,61.480000000000004
2022-10-07,65.72
2022-10-08,67.84
2022-10-09,69.96000000000001
2022-10-10,57.24
2022-10-11,57.24
2022-10-12,59.36
2022-10-13,61.480000000000004
2022-10-14,69.96000000000001
2022-10-15,78.44
2022-10-16,76.32000000000001
2022-10-17,65.72
2022-10-18,61.480000000000004
2022-10-19,65.72
2022-10-20,63.6
2022-10-21,76.32000000000001
2022-10-22,74.2
2022-10-23,78.44
2022-10-24,63.6
2022-10-25,65.72
2022-10-26,67.84
2022-10-27,69.96000000000001
2022-10-28,74.2
2022-10-29,78.44
2022-10-30,80.56
2022-10-31,65.72
2022-11-01,84.80000000000001
2022-11-02,78.44
2022-11-03,69.96000000000001
2022-11-04,67.84
2022-11-05,76.32000000000001
2022-11-06,67.84
2022-11-07,59.36
2022-11-08,59.36
2022-11-09,53.0
2022-11-10,59.36
2022-11-11,63.6
2022-11-12,65.72
2022-11-13,65.72
2022-11-14,59.36
2022-11-15,57.24
2022-11-16,59.36
2022-11-17,57.24
2022-11-18,61.480000000000004
2022-11-19,65.72
2022-11-20,61.480000000000004
2022-11-21,55.120000000000005
2022-11-22,55.120000000000005
2022-11-23,59.36
2022-11-24,63.6
2022-11-25,57.24
2022-11-26,59.36
2022-11-27,63.6
2022-11-28,53.0
2022-11-29,48.760000000000005
2022-11-30,57.24
2022-12-01,57.24
2022-12-02,57.24
2022-12-03,65.72
2022-12-04,63.6
2022-12-05,53.0
2022-12-06,57.24
2022-12-07,55.120000000000005
2022-12-08,59.36
2022-12-09,59.36
2022-12-10,76.32000000000001
2022-12-11,67.84
2022-12-12,59.36
2022-12-13,55.120000000000005
2022-12-14,59.36
2022-12-15,61.480000000000004
2022-12-16,65.72
2022-12-17,76.32000000000001
2022-12-18,69.96000000000001
2022-12-19,63.6
2022-12-20,65.72
2022-12-21,67.84
2022-12-22,69.96000000000001
2022-12-23,67.84
2022-12-24,80.56
2022-12-25,82.68
2022-12-26,63.6
2022-12-27,57.24
2022-12-28,57.24
2022-12-29,59.36
2022-12-30,65.72
2022-12-31,86.92
2023-01-01,91.16000000000001
2023-01-02,55.120000000000005
2023-01-03,50.88
2023-01-04,57.24
2023-01-05,53.0
2023-01-06,61.480000000000004
2023-01-07,67.84
2023-01-08,65.72
2023-01-09,59.36
2023-01-10,57.24
2023-01-11,57.24
2023-01-12,57.24
2023-01-13,61.480000000000004
2023-01-14,67.84
2023-01-15,65.72
2023-01-16,57.24
2023-01-17,55.120000000000005
2023-01-18,57.24
2023-01-19,59.36
2023-01-20,61.480000000000004
2023-01-21,74.2
2023-01-22,69.96000000000001
2023-01-23,61.480000000000004
2023-01-24,55.120000000000005
2023-01-25,55.120000000000005
2023-01-26,57.24
2023-01-27,63.6
2023-01-28,72.08
2023-01-29,69.96000000000001
2023-01-30,50.88
2023-01-31,57.24
2023-02-01,59.36
2023-02-02,61.480000000000004
2023-02-03,61.480000000000004
2023-02-04,67.84
2023-02-05,76.32000000000001
2023-02-06,59.36
2023-02-07,57.24
2023-02-08,55.120000000000005
2023-02-09,55.120000000000005
2023-02-10,63.6
2023-02-11,76.32000000000001
2023-02-12,212.0
2023-02-13,135.68
2023-02-14,114.48
2023-02-15,89.04
2023-02-16,76.32000000000001
2023-02-17,82.68
2023-02-18,93.28
2023-02-19,78.44
2023-02-20,63.6
2023-02-21,59.36
2023-02-22,63.6
2023-02-23,61.480000000000004
2023-02-24,67.84
2023-02-25,74.2
2023-02-26,76.32000000000001
2023-02-27,72.08
2023-02-28,63.6
2023-03-01,67.84
2023-03-02,61.480000000000004
2023-03-03,65.72
2023-03-04,67.84
2023-03-05,74.2
2023-03-06,59.36
2023-03-07,57.24
2023-03-08,61.480000000000004
2023-03-09,59.36
2023-03-10,65.72
2023-03-11,72.08
2023-03-12,69.96000000000001
2023-03-13,57.24
2023-03-14,57.24
2023-03-15,59.36
2023-03-16,67.84
2023-03-17,103.88000000000001
2023-03-18,84.80000000000001
2023-03-19,80.56
2023-03-20,63.6
2023-03-21,61.480000000000004
2023-03-22,59.36
2023-03-23,61.480000000000004
2023-03-24,69.96000000000001
2023-03-25,76.32000000000001
2023-03-26,78.44
2023-03-27,59.36
2023-03-28,57.24
2023-03-29,61.480000000000004
2023-03-30,59.36
2023-03-31,63.6
2023-04-01,67.84
2023-04-02,74.2
2023-04-03,61.480000000000004
2023-04-04,59.36
2023-04-05,57.24
2023-04-06,57.24
2023-04-07,59.36
2023-04-08,76.32000000000001
2023-04-09,72.08
2023-04-10,55.120000000000005
2023-04-11,59.36
2023-04-12,59.36
2023-04-13,61.480000000000004
2023-04-14,67.84
2023-04-15,76.32000000000001
2023-04-16,74.2
2023-04-17,63.6
2023-04-18,59.36
2023-04-19,63.6
2023-04-20,63.6
2023-04-21,67.84
2023-04-22,80.56
2023-04-23,72.08
2023-04-24,63.6
2023-04-25,63.6
2023-04-26,63.99525423728814
2023-04-27,61.21050847457627
2023-04-28,67.84
2023-04-29,82.15898305084747
2023-04-30,74.46949152542373
2023-05-01,67.84
2023-05-02,63.420338983050854
2023-05-03,69.47491525423729
2023-05-04,76.10440677966102
2023-05-05,114.73152542372881
2023-05-06,105.89220338983051
2023-05-07,76.6793220338983
2023-05-08,61.21050847457627
2023-05-09,59.0006779661017
2023-05-10,59.57559322033899
2023-05-11,61.78542372881356
2023-05-12,66.20508474576272
2023-05-13,84.36881355932204
2023-05-14,76.6793220338983
2023-05-15,61.21050847457627
2023-05-16,59.0006779661017
2023-05-17,57.365762711864406
2023-05-18,55.15593220338984
2023-05-19,66.20508474576272
2023-05-20,73.89457627118645
2023-05-21,76.6793220338983
2023-05-22,59.0006779661017
2023-05-23,59.57559322033899
2023-05-24,61.78542372881356
2023-05-25,59.79118644067797
2023-05-26,66.69016949152542
2023-05-27,72.4393220338983
2023-05-28,74.73898305084747
2023-05-29,70.13966101694916
2023-05-30,55.191864406779665
2023-05-31,52.89220338983051
2023-06-01,55.191864406779665
2023-06-02,62.09084745762712
2023-06-03,74.73898305084747
2023-06-04,79.33830508474577
2023-06-05,65.54033898305086
2023-06-06,62.09084745762712
2023-06-07,58.641355932203396
2023-06-08,55.191864406779665
2023-06-09,65.54033898305086
2023-06-10,73.58915254237289
2023-06-11,71.28949152542373
2023-06-12,57.49152542372882
2023-06-13,62.09084745762712
2023-06-14,52.89220338983051
2023-06-15,59.79118644067797
2023-06-16,63.2406779661017
2023-06-17,79.33830508474577
2023-06-18,79.33830508474577
2023-06-19,55.191864406779665
2023-06-20,48.29288135593221
2023-06-21,56.341694915254244
2023-06-22,55.191864406779665
2023-06-23,62.09084745762712
2023-06-24,73.58915254237289
2023-06-25,71.28949152542373
2023-06-26,58.641355932203396
2023-06-27,58.641355932203396
2023-06-28,54.042033898305085
2023-06-29,58.641355932203396
2023-06-30,64.39050847457628
2023-07-01,70.13966101694916
2023-07-02,77.03864406779661
2023-07-03,64.39050847457628
2023-07-04,74.73898305084747
2023-07-05,57.49152542372882
2023-07-06,56.341694915254244
2023-07-07,60.94101694915255
2023-07-08,70.13966101694916
2023-07-09,65.54033898305086
2023-07-10,52.89220338983051
2023-07-11,64.39050847457628
2023-07-12,59.79118644067797
2023-07-13,60.94101694915255
2023-07-14,65.54033898305086
2023-07-15,71.28949152542373
2023-07-16,75.88881355932205
2023-07-17,51.742372881355934
2023-07-18,50.59254237288136
2023-07-19,50.59254237288136
2023-07-20,52.89220338983051
2023-07-21,63.2406779661017
2023-07-22,77.03864406779661
2023-07-23,78.18847457627119
2023-07-24,52.89220338983051
2023-07-25,56.341694915254244
2023-07-26,56.341694915254244
2023-07-27,51.742372881355934
2023-07-28,59.79118644067797
2023-07-29,71.28949152542373
2023-07-30,67.84
2023-07-31,51.742372881355934
2023-08-01,50.59254237288136
2023-08-02,50.59254237288136
2023-08-03,51.742372881355934
2023-08-04,60.94101694915255
2023-08-05,67.84
2023-08-06,71.28949152542373
2023-08-07,49.44271186440678
2023-08-08,50.59254237288136
2023-08-09,47.14305084745763
2023-08-10,50.59254237288136
2023-08-11,63.2406779661017
2023-08-12,71.28949152542373
2023-08-13,71.28949152542373
2023-08-14,52.89220338983051
2023-08-15,56.341694915254244
2023-08-16,52.89220338983051
2023-08-17,57.49152542372882
2023-08-18,63.2406779661017
2023-08-19,66.69016949152542
2023-08-20,70.13966101694916
2023-08-21,51.742372881355934
2023-08-22,49.44271186440678
2023-08-23,58.641355932203396
2023-08-24,56.341694915254244
2023-08-25,59.79118644067797
2023-08-26,68.98983050847458
2023-08-27,64.39050847457628
2023-08-28,55.191864406779665
2023-08-29,56.341694915254244
2023-08-30,57.49152542372882
2023-08-31,57.49152542372882
2023-09-01,60.94101694915255
2023-09-02,66.69016949152542
2023-09-03,68.98983050847458
2023-09-04,66.69016949152542
2023-09-05,55.191864406779665
2023-09-06,49.44271186440678
2023-09-07,48.29288135593221
2023-09-08,59.79118644067797
2023-09-09,68.98983050847458
2023-09-10,60.94101694915255
2023-09-11,58.641355932203396
2023-09-12,49.44271186440678
2023-09-13,58.641355932203396
2023-09-14,59.79118644067797
2023-09-15,59.79118644067797
2023-09-16,66.69016949152542
2023-09-17,67.84
2023-09-18,55.191864406779665
2023-09-19,55.191864406779665
2023-09-20,57.49152542372882
2023-09-21,62.09084745762712
2023-09-22,62.09084745762712
2023-09-23,70.13966101694916
2023-09-24,70.13966101694916
2023-09-25,55.191864406779665
2023-09-26,58.641355932203396
2023-09-27,58.641355932203396
2023-09-28,59.79118644067797
2023-09-29,66.69016949152542
2023-09-30,73.58915254237289
2023-10-01,75.88881355932205
2023-10-02,58.641355932203396
2023-10-03,58.641355932203396
2023-10-04,65.54033898305086
2023-10-05,64.39050847457628
2023-10-06,68.98983050847458
2023-10-07,72.4393220338983
2023-10-08,68.98983050847458
2023-10-09,63.2406779661017
2023-10-10,58.641355932203396
2023-10-11,63.2406779661017
2023-10-12,58.641355932203396
2023-10-13,60.94101694915255
2023-10-14,63.2406779661017
2023-10-15,72.4393220338983
2023-10-16,60.94101694915255
2023-10-17,64.39050847457628
2023-10-18,63.2406779661017
2023-10-19,64.39050847457628
2023-10-20,67.84
2023-10-21,74.73898305084747
2023-10-22,77.03864406779661
2023-10-23,71.28949152542373
2023-10-24,70.13966101694916
2023-10-25,67.84
2023-10-26,71.28949152542373
2023-10-27,71.28949152542373
2023-10-28,74.73898305084747
2023-10-29,71.28949152542373
2023-10-30,77.03864406779661
2023-10-31,68.98983050847458
2023-11-01,87.3871186440678
2023-11-02,75.88881355932205
2023-11-03,66.69016949152542
2023-11-04,72.4393220338983
2023-11-05,74.73898305084747
2023-11-06,63.2406779661017
2023-11-07,57.49152542372882
2023-11-08,58.641355932203396
2023-11-09,60.94101694915255
2023-11-10,64.39050847457628
2023-11-11,64.39050847457628
2023-11-12,71.28949152542373
2023-11-13,60.94101694915255
2023-11-14,59.79118644067797
2023-11-15,59.79118644067797
2023-11-16,62.09084745762712
2023-11-17,70.13966101694916
2023-11-18,68.98983050847458
2023-11-19,70.13966101694916
2023-11-20,58.641355932203396
2023-11-21,58.641355932203396
2023-11-22,62.09084745762712
2023-11-23,67.84
2023-11-24,62.09084745762712
2023-11-25,62.09084745762712
2023-11-26,64.39050847457628
2023-11-27,48.29288135593221
2023-11-28,54.042033898305085
2023-11-29,56.341694915254244
2023-11-30,63.2406779661017
2023-12-01,62.09084745762712
2023-12-02,71.28949152542373
2023-12-03,66.69016949152542
2023-12-04,59.79118644067797
2023-12-05,58.641355932203396
2023-12-06,62.09084745762712
2023-12-07,59.79118644067797
2023-12-08,68.98983050847458
2023-12-09,71.28949152542373
2023-12-10,72.4393220338983
2023-12-11,59.79118644067797
2023-12-12,64.39050847457628
2023-12-13,67.84
2023-12-14,60.94101694915255
2023-12-15,68.98983050847458
2023-12-16,75.88881355932205
2023-12-17,72.4393220338983
2023-12-18,63.2406779661017
2023-12-19,67.84
2023-12-20,64.39050847457628
2023-12-21,70.13966101694916
2023-12-22,73.16754802259888
2023-12-23,84.89581920903956
2023-12-24,87.04216949152543
2023-12-25,74.73898305084747
2023-12-26,63.50897175141243
2023-12-27,61.937536723163845
2023-12-28,60.86436158192091
2023-12-29,66.2302372881356
2023-12-30,81.67629378531075
2023-12-31,92.90630508474577
2024-01-01,79.52994350282486
2024-01-02,51.78070056497175
2024-01-03,51.78070056497175
2024-01-04,59.29292655367232
2024-01-05,59.791186440677976
2024-01-06,64.58214689265537
2024-01-07,65.65532203389832
2024-01-08,49.13609039548023
2024-01-09,55.00022598870057
2024-01-10,59.791186440677976
2024-01-11,59.791186440677976
2024-01-12,56.57166101694916
2024-01-13,66.72849717514126
2024-01-14,70.44628248587571
2024-01-15,56.073401129943505
2024-01-16,47.488
2024-01-17,57.14657627118645
2024-01-18,58.21975141242939
2024-01-19,61.937536723163845
2024-01-20,66.76682485875708
2024-01-21,65.77030508474577
2024-01-22,57.798146892655375
2024-01-23,55.80510734463277
2024-01-24,55.80510734463277
2024-01-25,58.79466666666667
2024-01-26,65.77030508474577
2024-01-27,67.76334463276837
2024-01-28,70.75290395480226
2024-01-29,55.80510734463277
2024-01-30,62.780745762711874
2024-01-31,61.78422598870057
2024-02-01,60.78770621468927
2024-02-02,62.780745762711874
2024-02-03,76.73202259887006
2024-02-04,71.74942372881357
2024-02-05,55.80510734463277
2024-02-06,58.79466666666667
2024-02-07,57.798146892655375
2024-02-08,61.78422598870057
2024-02-09,59.791186440677976
2024-02-10,73.74246327683616
2024-02-11,72.74594350282487
2024-02-12,52.815548022598875
2024-02-13,56.80162711864407
2024-02-14,63.77726553672317
2024-02-15,61.78422598870057
2024-02-16,60.78770621468927
2024-02-17,66.76682485875708
2024-02-18,68.75986440677967
2024-02-19,59.791186440677976
2024-02-20,50.822508474576274
2024-02-21,50.822508474576274
2024-02-22,62.780745762711874
2024-02-23,69.75638418079097
2024-02-24,68.75986440677967
2024-02-25,75.73550282485877
2024-02-26,59.791186440677976
2024-02-27,57.798146892655375
2024-02-28,55.80510734463277
2024-02-29,57.798146892655375
2024-03-01,66.76682485875708
2024-03-02,69.75638418079097
2024-03-03,77.72854237288136
2024-03-04,63.77726553672317
2024-03-05,58.79466666666667
2024-03-06,59.791186440677976
2024-03-07,59.791186440677976
2024-03-08,63.77726553672317
2024-03-09,68.75986440677967
2024-03-10,73.74246327683616
2024-03-11,58.79466666666667
2024-03-12,56.80162711864407
2024-03-13,66.76682485875708
2024-03-14,63.77726553672317
2024-03-15,67.76334463276837
2024-03-16,74.73898305084747
2024-03-17,99.65197740112995
2024-03-18,67.76334463276837
2024-03-19,64.77378531073447
2024-03-20,65.77030508474577
2024-03-21,58.79466666666667
2024-03-22,61.78422598870057
2024-03-23,70.75290395480226
2024-03-24,72.74594350282487
2024-03-25,56.80162711864407
2024-03-26,52.815548022598875
2024-03-27,49.82598870056498
2024-03-28,57.798146892655375
2024-03-29,63.77726553672317
2024-03-30,69.75638418079097
2024-03-31,76.73202259887006
2024-04-01,48.82946892655368
2024-04-02,51.81902824858758
2024-04-03,62.780745762711874
2024-04-04,54.80858757062148
2024-04-05,64.77378531073447
2024-04-06,73.74246327683616
2024-04-07,75.73550282485877
2024-04-08,56.80162711864407
2024-04-09,56.80162711864407
2024-04-10,60.78770621468927
2024-04-11,58.79466666666667
2024-04-12,66.76682485875708
2024-04-13,73.74246327683616
2024-04-14,73.74246327683616
2024-04-15,61.78422598870057
2024-04-16,61.78422598870057
2024-04-17,58.79466666666667
2024-04-18,61.78422598870057
2024-04-19,65.77030508474577
2024-04-20,77.72854237288136
2024-04-21,70.75290395480226
2024-04-22,62.780745762711874
2024-04-23,56.80162711864407
2024-04-24,59.791186440677976
2024-04-25,61.78422598870057
2024-04-26,67.76334463276837
2024-04-27,73.74246327683616
2024-04-28,74.73898305084747
2024-04-29,62.780745762711874
2024-04-30,59.791186440677976
2024-05-01,59.791186440677976
2024-05-02,62.780745762711874
2024-05-03,68.75986440677967
2024-05-04,75.73550282485877
2024-05-05,94.66937853107346
2024-05-06,67.76334463276837
2024-05-07,59.791186440677976
2024-05-08,49.82598870056498
2024-05-09,60.78770621468927
2024-05-10,65.77030508474577
2024-05-11,73.74246327683616
2024-05-12,77.72854237288136
2024-05-13,53.81206779661017
2024-05-14,58.79466666666667
2024-05-15,60.78770621468927
2024-05-16,59.791186440677976
2024-05-17,64.77378531073447
2024-05-18,69.75638418079097
2024-05-19,70.75290395480226
2024-05-20,51.81902824858758
2024-05-21,55.80510734463277
2024-05-22,54.80858757062148
2024-05-23,54.80858757062148
2024-05-24,66.76682485875708
2024-05-25,75.73550282485877
2024-05-26,72.74594350282487
2024-05-27,71.74942372881357
2024-05-28,50.822508474576274
2024-05-29,55.80510734463277
2024-05-30,51.81902824858758
2024-05-31,65.77030508474577
2024-06-01,63.77726553672317
2024-06-02,64.77378531073447
2024-06-03,50.822508474576274
2024-06-04,47.832949152542376
2024-06-05,54.80858757062148
2024-06-06,60.78770621468927
2024-06-07,61.78422598870057
2024-06-08,73.74246327683616
2024-06-09,69.75638418079097
2024-06-10,52.815548022598875
2024-06-11,52.815548022598875
2024-06-12,53.81206779661017
2024-06-13,55.80510734463277
2024-06-14,64.77378531073447
2024-06-15,69.75638418079097
2024-06-16,77.72854237288136
2024-06-17,51.81902824858758
2024-06-18,47.832949152542376
2024-06-19,54.80858757062148
2024-06-20,48.82946892655368
2024-06-21,58.79466666666667
2024-06-22,68.75986440677967
2024-06-23,68.75986440677967
2024-06-24,51.81902824858758
2024-06-25,47.832949152542376
2024-06-26,49.82598870056498
2024-06-27,54.80858757062148
2024-06-28,56.80162711864407
2024-06-29,67.76334463276837
2024-06-30,66.76682485875708
2024-07-01,46.83642937853108
2024-07-02,48.82946892655368
2024-07-03,54.80858757062148
2024-07-04,71.74942372881357
2024-07-05,67.76334463276837
2024-07-06,63.77726553672317
2024-07-07,62.780745762711874
2024-07-08,53.81206779661017
2024-07-09,50.822508474576274
2024-07-10,48.82946892655368
2024-07-11,51.81902824858758
2024-07-12,59.791186440677976
2024-07-13,70.75290395480226
2024-07-14,62.780745762711874
2024-07-15,53.81206779661017
2024-07-16,51.81902824858758
2024-07-17,55.80510734463277
2024-07-18,51.81902824858758
2024-07-19,55.80510734463277
2024-07-20,68.75986440677967
2024-07-21,62.780745762711874
2024-07-22,46.83642937853108
2024-07-23,51.81902824858758
2024-07-24,50.822508474576274
2024-07-25,54.80858757062148
2024-07-26,55.80510734463277
2024-07-27,61.78422598870057
2024-07-28,60.78770621468927
2024-07-29,47.832949152542376
2024-07-30,47.832949152542376
2024-07-31,47.832949152542376
2024-08-01,48.82946892655368
2024-08-02,53.81206779661017
2024-08-03,62.780745762711874
2024-08-04,61.78422598870057
2024-08-05,47.832949152542376
2024-08-06,44.84338983050848
2024-08-07,48.82946892655368
2024-08-08,49.82598870056498
2024-08-09,52.815548022598875
2024-08-10,66.76682485875708
2024-08-11,61.78422598870057
2024-08-12,48.82946892655368
2024-08-13,46.83642937853108
2024-08-14,50.822508474576274
2024-08-15,50.822508474576274
2024-08-16,61.78422598870057
2024-08-17,67.76334463276837
2024-08-18,58.54553672316385
2024-08-19,51.91868022598871
2024-08-20,50.52355254237288
2024-08-21,50.971986440677966
2024-08-22,49.0785988700565
2024-08-23,56.65214915254238
2024-08-24,67.96264858757063
2024-08-25,64.67413333333334
2024-08-26,51.91868022598871
2024-08-27,56.65214915254238
2024-08-28,52.416940112994354
2024-08-29,52.86537401129944
2024-08-30,60.43892429378532
2024-08-31,57.598842937853114
2024-09-01,69.8560361581921
2024-09-02,65.62082711864407
2024-09-03,46.73677740112995
2024-09-04,51.91868022598871
2024-09-05,49.0785988700565
2024-09-06,55.70545536723164
2024-09-07,67.0159548022599
2024-09-08,59.94066440677967
2024-09-09,55.70545536723164
2024-09-10,51.91868022598871
2024-09-11,49.576858757062155
2024-09-12,51.91868022598871
2024-09-13,62.780745762711874
2024-09-14,69.40760225988701
2024-09-15,62.780745762711874
2024-09-16,86.99617627118644
2024-09-17,61.8838779661017
2024-09-18,59.19327457627119
2024-09-19,59.19327457627119
2024-09-20,52.01833220338983
2024-09-21,70.8525559322034
2024-09-22,59.19327457627119
2024-09-23,55.60580338983051
2024-09-24,53.81206779661017
2024-09-25,60.98701016949153
2024-09-26,58.29640677966102
2024-09-27,58.29640677966102
2024-09-28,60.98701016949153
2024-09-29,60.98701016949153
2024-09-30,56.502671186440686
2024-10-01,50.2245966101695
2024-10-02,54.708935593220346
2024-10-03,59.19327457627119
2024-10-04,61.8838779661017
2024-10-05,66.36821694915255
2024-10-06,59.19327457627119
2024-10-07,58.29640677966102
2024-10-08,57.39953898305085
2024-10-09,59.19327457627119
2024-10-10,60.09014237288136
2024-10-11,61.8838779661017
2024-10-12,66.36821694915255
2024-10-13,60.09014237288136
2024-10-14,57.39953898305085
2024-10-15,56.502671186440686
2024-10-16,61.8838779661017
2024-10-17,60.09014237288136
2024-10-18,61.8838779661017
2024-10-19,60.09014237288136
2024-10-20,60.98701016949153
2024-10-21,66.36821694915255
2024-10-22,62.780745762711874
2024-10-23,65.47134915254237
2024-10-24,65.47134915254237
2024-10-25,68.16195254237289
2024-10-26,68.16195254237289
2024-10-27,74.44002711864408
2024-10-28,73.5431593220339
2024-10-29,73.5431593220339
2024-10-30,71.74942372881357
2024-10-31,72.64629152542373
2024-11-01,87.89304406779662
2024-11-02,75.33689491525425
2024-11-03,71.74942372881357
2024-11-04,65.47134915254237
2024-11-05,56.502671186440686
2024-11-06,39.462183050847464
2024-11-07,50.2245966101695
2024-11-08,59.19327457627119
2024-11-09,68.16195254237289
2024-11-10,60.98701016949153
