Time,depression
2022-05-20,55.0
2022-05-21,46.0
2022-05-22,46.0
2022-05-23,57.0
2022-05-24,61.0
2022-05-25,57.0
2022-05-26,53.0
2022-05-27,46.0
2022-05-28,42.0
2022-05-29,43.0
2022-05-30,45.0
2022-05-31,55.0
2022-06-01,53.0
2022-06-02,51.0
2022-06-03,49.0
2022-06-04,42.0
2022-06-05,45.0
2022-06-06,51.0
2022-06-07,52.0
2022-06-08,49.0
2022-06-09,50.0
2022-06-10,46.0
2022-06-11,45.0
2022-06-12,51.0
2022-06-13,52.0
2022-06-14,54.0
2022-06-15,48.0
2022-06-16,49.0
2022-06-17,45.0
2022-06-18,44.0
2022-06-19,46.0
2022-06-20,48.0
2022-06-21,46.0
2022-06-22,46.0
2022-06-23,47.0
2022-06-24,50.0
2022-06-25,42.0
2022-06-26,45.0
2022-06-27,45.0
2022-06-28,43.0
2022-06-29,45.0
2022-06-30,45.0
2022-07-01,40.0
2022-07-02,41.0
2022-07-03,50.0
2022-07-04,45.0
2022-07-05,46.0
2022-07-06,44.0
2022-07-07,42.0
2022-07-08,44.0
2022-07-09,39.0
2022-07-10,43.0
2022-07-11,47.0
2022-07-12,45.0
2022-07-13,47.0
2022-07-14,47.0
2022-07-15,45.0
2022-07-16,43.0
2022-07-17,46.0
2022-07-18,41.0
2022-07-19,46.0
2022-07-20,47.0
2022-07-21,49.0
2022-07-22,46.0
2022-07-23,45.0
2022-07-24,48.0
2022-07-25,48.0
2022-07-26,52.0
2022-07-27,48.0
2022-07-28,49.0
2022-07-29,45.0
2022-07-30,42.0
2022-07-31,48.0
2022-08-01,43.0
2022-08-02,43.0
2022-08-03,43.0
2022-08-04,44.0
2022-08-05,42.0
2022-08-06,39.0
2022-08-07,42.0
2022-08-08,40.0
2022-08-09,44.0
2022-08-10,43.0
2022-08-11,42.0
2022-08-12,43.0
2022-08-13,40.0
2022-08-14,43.0
2022-08-15,44.0
2022-08-16,44.0
2022-08-17,42.0
2022-08-18,39.0
2022-08-19,45.0
2022-08-20,37.0
2022-08-21,43.0
2022-08-22,44.0
2022-08-23,46.0
2022-08-24,47.0
2022-08-25,46.0
2022-08-26,42.0
2022-08-27,41.0
2022-08-28,43.0
2022-08-29,45.0
2022-08-30,46.0
2022-08-31,44.0
2022-09-01,47.0
2022-09-02,43.0
2022-09-03,38.0
2022-09-04,41.0
2022-09-05,42.0
2022-09-06,50.0
2022-09-07,50.0
2022-09-08,48.0
2022-09-09,45.0
2022-09-10,40.0
2022-09-11,44.0
2022-09-12,52.0
2022-09-13,50.0
2022-09-14,60.0
2022-09-15,59.0
2022-09-16,46.0
2022-09-17,38.0
2022-09-18,43.0
2022-09-19,55.0
2022-09-20,55.0
2022-09-21,56.0
2022-09-22,56.0
2022-09-23,100.0
2022-09-24,87.0
2022-09-25,50.0
2022-09-26,58.0
2022-09-27,59.0
2022-09-28,56.0
2022-09-29,57.0
2022-09-30,54.0
2022-10-01,43.0
2022-10-02,44.0
2022-10-03,62.0
2022-10-04,59.0
2022-10-05,58.0
2022-10-06,62.0
2022-10-07,52.0
2022-10-08,41.0
2022-10-09,44.0
2022-10-10,57.0
2022-10-11,59.0
2022-10-12,57.0
2022-10-13,56.0
2022-10-14,51.0
2022-10-15,49.0
2022-10-16,44.0
2022-10-17,58.0
2022-10-18,61.0
2022-10-19,59.0
2022-10-20,57.0
2022-10-21,47.0
2022-10-22,42.0
2022-10-23,46.0
2022-10-24,62.0
2022-10-25,62.0
2022-10-26,58.0
2022-10-27,59.0
2022-10-28,49.0
2022-10-29,41.0
2022-10-30,44.0
2022-10-31,56.0
2022-11-01,55.0
2022-11-02,62.0
2022-11-03,65.0
2022-11-04,55.0
2022-11-05,43.0
2022-11-06,44.0
2022-11-07,65.0
2022-11-08,57.0
2022-11-09,57.0
2022-11-10,58.0
2022-11-11,79.0
2022-11-12,48.0
2022-11-13,48.0
2022-11-14,66.0
2022-11-15,64.0
2022-11-16,61.0
2022-11-17,59.0
2022-11-18,55.0
2022-11-19,44.0
2022-11-20,44.0
2022-11-21,49.0
2022-11-22,51.0
2022-11-23,38.0
2022-11-24,33.0
2022-11-25,36.0
2022-11-26,39.0
2022-11-27,44.0
2022-11-28,62.0
2022-11-29,65.0
2022-11-30,65.0
2022-12-01,68.0
2022-12-02,61.0
2022-12-03,42.0
2022-12-04,47.0
2022-12-05,64.0
2022-12-06,69.0
2022-12-07,74.0
2022-12-08,76.0
2022-12-09,56.0
2022-12-10,43.0
2022-12-11,52.0
2022-12-12,67.0
2022-12-13,62.0
2022-12-14,73.0
2022-12-15,81.0
2022-12-16,59.0
2022-12-17,42.0
2022-12-18,43.0
2022-12-19,50.0
2022-12-20,50.0
2022-12-21,47.0
2022-12-22,43.0
2022-12-23,37.0
2022-12-24,34.0
2022-12-25,35.0
2022-12-26,41.0
2022-12-27,40.0
2022-12-28,42.0
2022-12-29,42.0
2022-12-30,38.0
2022-12-31,37.0
2023-01-01,36.0
2023-01-02,45.0
2023-01-03,45.0
2023-01-04,54.0
2023-01-05,53.0
2023-01-06,49.0
2023-01-07,42.0
2023-01-08,46.0
2023-01-09,64.0
2023-01-10,61.0
2023-01-11,66.0
2023-01-12,63.0
2023-01-13,61.0
2023-01-14,44.0
2023-01-15,42.0
2023-01-16,44.0
2023-01-17,63.0
2023-01-18,68.0
2023-01-19,66.0
2023-01-20,61.0
2023-01-21,45.0
2023-01-22,45.0
2023-01-23,70.0
2023-01-24,69.0
2023-01-25,67.0
2023-01-26,73.0
2023-01-27,66.0
2023-01-28,45.0
2023-01-29,48.0
2023-01-30,74.0
2023-01-31,72.0
2023-02-01,67.0
2023-02-02,67.0
2023-02-03,64.0
2023-02-04,44.0
2023-02-05,48.0
2023-02-06,74.0
2023-02-07,75.0
2023-02-08,75.0
2023-02-09,71.0
2023-02-10,66.0
2023-02-11,45.0
2023-02-12,45.0
2023-02-13,63.0
2023-02-14,65.0
2023-02-15,72.0
2023-02-16,82.0
2023-02-17,75.0
2023-02-18,51.0
2023-02-19,50.0
2023-02-20,55.0
2023-02-21,72.0
2023-02-22,71.0
2023-02-23,69.0
2023-02-24,65.0
2023-02-25,43.0
2023-02-26,49.0
2023-02-27,75.0
2023-02-28,71.0
2023-03-01,76.0
2023-03-02,72.0
2023-03-03,67.0
2023-03-04,44.0
2023-03-05,48.0
2023-03-06,74.0
2023-03-07,74.0
2023-03-08,73.0
2023-03-09,73.0
2023-03-10,65.0
2023-03-11,44.0
2023-03-12,46.0
2023-03-13,69.0
2023-03-14,68.0
2023-03-15,69.0
2023-03-16,68.0
2023-03-17,54.0
2023-03-18,41.0
2023-03-19,46.0
2023-03-20,73.0
2023-03-21,72.0
2023-03-22,75.0
2023-03-23,74.0
2023-03-24,65.0
2023-03-25,44.0
2023-03-26,48.0
2023-03-27,74.0
2023-03-28,69.0
2023-03-29,71.0
2023-03-30,68.0
2023-03-31,57.0
2023-04-01,39.0
2023-04-02,48.0
2023-04-03,65.0
2023-04-04,64.0
2023-04-05,60.0
2023-04-06,58.0
2023-04-07,43.0
2023-04-08,41.0
2023-04-09,43.0
2023-04-10,60.0
2023-04-11,68.0
2023-04-12,60.0
2023-04-13,64.0
2023-04-14,59.0
2023-04-15,39.0
2023-04-16,47.0
2023-04-17,69.0
2023-04-18,70.0
2023-04-19,67.0
2023-04-20,65.0
2023-04-21,56.0
2023-04-22,45.0
2023-04-23,46.0
2023-04-24,71.0
2023-04-25,71.0
2023-04-26,67.07692307692307
2023-04-27,63.0
2023-04-28,54.34615384615385
2023-04-29,42.96153846153846
2023-04-30,45.84615384615385
2023-05-01,69.11538461538461
2023-05-02,65.03846153846155
2023-05-03,63.0
2023-05-04,60.96153846153846
2023-05-05,55.69230769230769
2023-05-06,40.07692307692308
2023-05-07,42.61538461538461
2023-05-08,63.0
2023-05-09,59.769230769230774
2023-05-10,60.11538461538461
2023-05-11,56.88461538461539
2023-05-12,52.80769230769231
2023-05-13,39.230769230769226
2023-05-14,39.730769230769226
2023-05-15,58.92307692307692
2023-05-16,57.230769230769226
2023-05-17,57.230769230769226
2023-05-18,56.03846153846153
2023-05-19,50.769230769230774
2023-05-20,38.03846153846153
2023-05-21,42.96153846153846
2023-05-22,53.15384615384615
2023-05-23,52.80769230769231
2023-05-24,48.230769230769226
2023-05-25,47.76923076923077
2023-05-26,41.53846153846154
2023-05-27,38.07692307692307
2023-05-28,39.46153846153846
2023-05-29,44.30769230769231
2023-05-30,48.46153846153846
2023-05-31,47.07692307692307
2023-06-01,47.76923076923077
2023-06-02,45.69230769230769
2023-06-03,38.76923076923077
2023-06-04,42.230769230769226
2023-06-05,45.69230769230769
2023-06-06,46.38461538461539
2023-06-07,45.69230769230769
2023-06-08,42.230769230769226
2023-06-09,41.53846153846154
2023-06-10,38.07692307692307
2023-06-11,38.07692307692307
2023-06-12,42.92307692307692
2023-06-13,43.61538461538461
2023-06-14,43.61538461538461
2023-06-15,41.53846153846154
2023-06-16,40.15384615384615
2023-06-17,38.76923076923077
2023-06-18,40.15384615384615
2023-06-19,50.53846153846154
2023-06-20,44.30769230769231
2023-06-21,42.92307692307692
2023-06-22,41.53846153846154
2023-06-23,40.15384615384615
2023-06-24,36.69230769230769
2023-06-25,40.84615384615385
2023-06-26,48.46153846153846
2023-06-27,43.61538461538461
2023-06-28,40.15384615384615
2023-06-29,43.61538461538461
2023-06-30,36.69230769230769
2023-07-01,35.30769230769231
2023-07-02,38.76923076923077
2023-07-03,38.76923076923077
2023-07-04,40.15384615384615
2023-07-05,41.53846153846154
2023-07-06,40.84615384615385
2023-07-07,41.53846153846154
2023-07-08,38.07692307692307
2023-07-09,40.84615384615385
2023-07-10,45.0
2023-07-11,42.230769230769226
2023-07-12,40.84615384615385
2023-07-13,41.53846153846154
2023-07-14,42.92307692307692
2023-07-15,36.0
2023-07-16,39.46153846153846
2023-07-17,43.61538461538461
2023-07-18,41.53846153846154
2023-07-19,40.84615384615385
2023-07-20,40.15384615384615
2023-07-21,38.07692307692307
2023-07-22,36.0
2023-07-23,40.84615384615385
2023-07-24,46.38461538461539
2023-07-25,42.92307692307692
2023-07-26,42.230769230769226
2023-07-27,41.53846153846154
2023-07-28,45.69230769230769
2023-07-29,36.69230769230769
2023-07-30,37.38461538461539
2023-07-31,40.15384615384615
2023-08-01,38.76923076923077
2023-08-02,39.46153846153846
2023-08-03,39.46153846153846
2023-08-04,40.84615384615385
2023-08-05,42.92307692307692
2023-08-06,40.15384615384615
2023-08-07,42.230769230769226
2023-08-08,45.0
2023-08-09,40.84615384615385
2023-08-10,40.15384615384615
2023-08-11,39.46153846153846
2023-08-12,38.76923076923077
2023-08-13,38.07692307692307
2023-08-14,42.230769230769226
2023-08-15,40.84615384615385
2023-08-16,42.92307692307692
2023-08-17,42.92307692307692
2023-08-18,41.53846153846154
2023-08-19,37.38461538461539
2023-08-20,42.230769230769226
2023-08-21,45.0
2023-08-22,45.69230769230769
2023-08-23,45.0
2023-08-24,40.15384615384615
2023-08-25,42.230769230769226
2023-08-26,39.46153846153846
2023-08-27,54.0
2023-08-28,43.61538461538461
2023-08-29,49.15384615384615
2023-08-30,47.76923076923077
2023-08-31,43.61538461538461
2023-09-01,41.53846153846154
2023-09-02,35.30769230769231
2023-09-03,38.07692307692307
2023-09-04,40.84615384615385
2023-09-05,51.230769230769226
2023-09-06,46.38461538461539
2023-09-07,45.69230769230769
2023-09-08,42.230769230769226
2023-09-09,36.69230769230769
2023-09-10,40.15384615384615
2023-09-11,48.46153846153846
2023-09-12,51.92307692307692
2023-09-13,47.76923076923077
2023-09-14,48.46153846153846
2023-09-15,47.07692307692307
2023-09-16,38.07692307692307
2023-09-17,42.92307692307692
2023-09-18,55.38461538461539
2023-09-19,53.30769230769231
2023-09-20,51.230769230769226
2023-09-21,52.61538461538461
2023-09-22,47.76923076923077
2023-09-23,40.15384615384615
2023-09-24,45.0
2023-09-25,53.30769230769231
2023-09-26,53.30769230769231
2023-09-27,52.61538461538461
2023-09-28,51.230769230769226
2023-09-29,43.61538461538461
2023-09-30,38.07692307692307
2023-10-01,40.15384615384615
2023-10-02,49.84615384615385
2023-10-03,51.230769230769226
2023-10-04,51.230769230769226
2023-10-05,50.53846153846154
2023-10-06,44.30769230769231
2023-10-07,45.0
2023-10-08,44.30769230769231
2023-10-09,49.84615384615385
2023-10-10,49.84615384615385
2023-10-11,47.07692307692307
2023-10-12,49.84615384615385
2023-10-13,43.61538461538461
2023-10-14,39.46153846153846
2023-10-15,42.92307692307692
2023-10-16,53.30769230769231
2023-10-17,54.0
2023-10-18,58.15384615384615
2023-10-19,47.76923076923077
2023-10-20,46.38461538461539
2023-10-21,40.15384615384615
2023-10-22,41.53846153846154
2023-10-23,54.69230769230769
2023-10-24,59.53846153846154
2023-10-25,53.30769230769231
2023-10-26,53.30769230769231
2023-10-27,47.07692307692307
2023-10-28,36.0
2023-10-29,41.53846153846154
2023-10-30,54.0
2023-10-31,51.92307692307692
2023-11-01,54.69230769230769
2023-11-02,60.92307692307692
2023-11-03,49.84615384615385
2023-11-04,38.07692307692307
2023-11-05,44.30769230769231
2023-11-06,54.69230769230769
2023-11-07,61.61538461538461
2023-11-08,58.15384615384615
2023-11-09,58.84615384615385
2023-11-10,47.07692307692307
2023-11-11,40.84615384615385
2023-11-12,43.61538461538461
2023-11-13,63.0
2023-11-14,60.92307692307692
2023-11-15,65.07692307692308
2023-11-16,60.92307692307692
2023-11-17,47.76923076923077
2023-11-18,39.46153846153846
2023-11-19,45.0
2023-11-20,49.15384615384615
2023-11-21,45.69230769230769
2023-11-22,40.84615384615385
2023-11-23,31.846153846153847
2023-11-24,34.61538461538461
2023-11-25,35.30769230769231
2023-11-26,44.30769230769231
2023-11-27,54.69230769230769
2023-11-28,59.53846153846154
2023-11-29,65.07692307692308
2023-11-30,58.84615384615385
2023-12-01,58.15384615384615
2023-12-02,42.230769230769226
2023-12-03,47.07692307692307
2023-12-04,67.84615384615384
2023-12-05,65.76923076923077
2023-12-06,64.38461538461539
2023-12-07,61.61538461538461
2023-12-08,63.0
2023-12-09,39.46153846153846
2023-12-10,44.30769230769231
2023-12-11,67.15384615384615
2023-12-12,63.0
2023-12-13,60.230769230769226
2023-12-14,56.76923076923077
2023-12-15,51.230769230769226
2023-12-16,43.61538461538461
2023-12-17,39.46153846153846
2023-12-18,47.07692307692307
2023-12-19,57.46153846153846
2023-12-20,46.38461538461539
2023-12-21,42.230769230769226
2023-12-22,35.95581014729951
2023-12-23,33.216039279869065
2023-12-24,31.846153846153847
2023-12-25,32.53109656301146
2023-12-26,38.69558101472995
2023-12-27,38.01063829787234
2023-12-28,38.3494271685761
2023-12-29,36.64075286415712
2023-12-30,35.270867430441896
2023-12-31,33.216039279869065
2024-01-01,34.58592471358429
2024-01-02,41.774140752864156
2024-01-03,43.14402618657938
2024-01-04,47.59983633387888
2024-01-05,43.49018003273322
2024-01-06,35.95581014729951
2024-01-07,36.97954173486089
2024-01-08,46.56873977086744
2024-01-09,49.308510638297875
2024-01-10,56.157937806873974
2024-01-11,58.897708674304425
2024-01-12,44.5139116202946
2024-01-13,36.294599018003275
2024-01-14,36.294599018003275
2024-01-15,41.774140752864156
2024-01-16,45.88379705400982
2024-01-17,52.04828150572831
2024-01-18,51.709492635024546
2024-01-19,47.59983633387888
2024-01-20,39.299509001636665
2024-01-21,46.07528641571195
2024-01-22,54.20621931260229
2024-01-23,55.56137479541735
2024-01-24,56.23895253682488
2024-01-25,60.304418985270054
2024-01-26,51.49590834697218
2024-01-27,41.33224222585925
2024-01-28,44.72013093289689
2024-01-29,58.949263502455
2024-01-30,63.01472995090017
2024-01-31,63.01472995090017
2024-02-01,59.62684124386252
2024-02-02,54.883797054009825
2024-02-03,42.00981996726678
2024-02-04,46.07528641571195
2024-02-05,60.304418985270054
2024-02-06,60.98199672667758
2024-02-07,62.337152209492636
2024-02-08,58.949263502455
2024-02-09,55.56137479541735
2024-02-10,39.97708674304419
2024-02-11,42.00981996726678
2024-02-12,50.818330605564654
2024-02-13,56.91653027823241
2024-02-14,56.23895253682488
2024-02-15,67.75777414075287
2024-02-16,52.851063829787236
2024-02-17,39.299509001636665
2024-02-18,42.00981996726678
2024-02-19,48.785597381342065
2024-02-20,58.271685761047465
2024-02-21,64.36988543371523
2024-02-22,63.01472995090017
2024-02-23,54.883797054009825
2024-02-24,41.33224222585925
2024-02-25,43.364975450081836
2024-02-26,64.36988543371523
2024-02-27,65.04746317512276
2024-02-28,62.337152209492636
2024-02-29,63.01472995090017
2024-03-01,53.52864157119477
2024-03-02,40.65466448445172
2024-03-03,45.397708674304425
2024-03-04,67.08019639934534
2024-03-05,62.337152209492636
2024-03-06,60.304418985270054
2024-03-07,63.01472995090017
2024-03-08,56.23895253682488
2024-03-09,40.65466448445172
2024-03-10,41.33224222585925
2024-03-11,56.91653027823241
2024-03-12,55.56137479541735
2024-03-13,56.23895253682488
2024-03-14,54.20621931260229
2024-03-15,48.785597381342065
2024-03-16,39.299509001636665
2024-03-17,44.04255319148937
2024-03-18,60.98199672667758
2024-03-19,61.65957446808511
2024-03-20,60.304418985270054
2024-03-21,56.23895253682488
2024-03-22,51.49590834697218
2024-03-23,37.94435351882161
2024-03-24,41.33224222585925
2024-03-25,54.883797054009825
2024-03-26,54.883797054009825
2024-03-27,54.883797054009825
2024-03-28,51.49590834697218
2024-03-29,44.04255319148937
2024-03-30,35.91162029459902
2024-03-31,37.94435351882161
2024-04-01,49.4631751227496
2024-04-02,52.851063829787236
2024-04-03,54.883797054009825
2024-04-04,48.785597381342065
2024-04-05,48.785597381342065
2024-04-06,39.299509001636665
2024-04-07,44.04255319148937
2024-04-08,63.01472995090017
2024-04-09,63.01472995090017
2024-04-10,60.304418985270054
2024-04-11,54.883797054009825
2024-04-12,54.20621931260229
2024-04-13,38.62193126022913
2024-04-14,45.397708674304425
2024-04-15,59.62684124386252
2024-04-16,58.271685761047465
2024-04-17,61.65957446808511
2024-04-18,59.62684124386252
2024-04-19,50.818330605564654
2024-04-20,42.687397708674304
2024-04-21,45.397708674304425
2024-04-22,59.62684124386252
2024-04-23,57.59410801963994
2024-04-24,57.59410801963994
2024-04-25,63.01472995090017
2024-04-26,50.818330605564654
2024-04-27,38.62193126022913
2024-04-28,45.397708674304425
2024-04-29,57.59410801963994
2024-04-30,60.304418985270054
2024-05-01,54.883797054009825
2024-05-02,53.52864157119477
2024-05-03,48.10801963993454
2024-05-04,37.94435351882161
2024-05-05,44.72013093289689
2024-05-06,56.91653027823241
2024-05-07,55.56137479541735
2024-05-08,51.49590834697218
2024-05-09,48.785597381342065
2024-05-10,51.49590834697218
2024-05-11,35.23404255319149
2024-05-12,37.94435351882161
2024-05-13,52.17348608837971
2024-05-14,51.49590834697218
2024-05-15,52.851063829787236
2024-05-16,44.72013093289689
2024-05-17,48.785597381342065
2024-05-18,35.91162029459902
2024-05-19,38.62193126022913
2024-05-20,48.785597381342065
2024-05-21,53.52864157119477
2024-05-22,47.43044189852701
2024-05-23,46.75286415711948
2024-05-24,43.364975450081836
2024-05-25,35.23404255319149
2024-05-26,35.91162029459902
2024-05-27,37.94435351882161
2024-05-28,46.75286415711948
2024-05-29,44.72013093289689
2024-05-30,42.687397708674304
2024-05-31,44.72013093289689
2024-06-01,35.91162029459902
2024-06-02,38.62193126022913
2024-06-03,45.397708674304425
2024-06-04,44.72013093289689
2024-06-05,44.04255319148937
2024-06-06,41.33224222585925
2024-06-07,39.97708674304419
2024-06-08,35.91162029459902
2024-06-09,37.94435351882161
2024-06-10,43.364975450081836
2024-06-11,42.687397708674304
2024-06-12,43.364975450081836
2024-06-13,41.33224222585925
2024-06-14,42.687397708674304
2024-06-15,35.23404255319149
2024-06-16,39.299509001636665
2024-06-17,42.687397708674304
2024-06-18,40.65466448445172
2024-06-19,40.65466448445172
2024-06-20,44.04255319148937
2024-06-21,53.52864157119477
2024-06-22,35.23404255319149
2024-06-23,38.62193126022913
2024-06-24,42.687397708674304
2024-06-25,42.00981996726678
2024-06-26,37.94435351882161
2024-06-27,38.62193126022913
2024-06-28,42.00981996726678
2024-06-29,36.58919803600655
2024-06-30,37.266775777414075
2024-07-01,39.299509001636665
2024-07-02,41.33224222585925
2024-07-03,37.266775777414075
2024-07-04,35.23404255319149
2024-07-05,36.58919803600655
2024-07-06,35.23404255319149
2024-07-07,37.94435351882161
2024-07-08,39.97708674304419
2024-07-09,42.687397708674304
2024-07-10,42.687397708674304
2024-07-11,43.364975450081836
2024-07-12,37.94435351882161
2024-07-13,35.23404255319149
2024-07-14,33.878887070376436
2024-07-15,39.299509001636665
2024-07-16,41.33224222585925
2024-07-17,39.299509001636665
2024-07-18,37.94435351882161
2024-07-19,36.58919803600655
2024-07-20,36.58919803600655
2024-07-21,36.58919803600655
2024-07-22,39.97708674304419
2024-07-23,42.00981996726678
2024-07-24,40.65466448445172
2024-07-25,40.65466448445172
2024-07-26,35.91162029459902
2024-07-27,33.201309328968904
2024-07-28,35.91162029459902
2024-07-29,39.97708674304419
2024-07-30,40.65466448445172
2024-07-31,42.687397708674304
2024-08-01,38.62193126022913
2024-08-02,39.97708674304419
2024-08-03,42.687397708674304
2024-08-04,38.62193126022913
2024-08-05,39.97708674304419
2024-08-06,41.33224222585925
2024-08-07,42.687397708674304
2024-08-08,42.00981996726678
2024-08-09,41.33224222585925
2024-08-10,35.23404255319149
2024-08-11,37.94435351882161
2024-08-12,39.299509001636665
2024-08-13,39.299509001636665
2024-08-14,43.364975450081836
2024-08-15,43.364975450081836
2024-08-16,40.65466448445172
2024-08-17,35.91162029459902
2024-08-18,37.043047277892725
2024-08-19,39.93234104313992
2024-08-20,38.48769416051633
2024-08-21,42.82163480838712
2024-08-22,39.93234104313992
2024-08-23,40.65466448445172
2024-08-24,33.09264120062996
2024-08-25,37.765370719204526
2024-08-26,41.37698792576352
2024-08-27,40.65466448445172
2024-08-28,45.327394003026285
2024-08-29,42.09931136707532
2024-08-30,47.49436432696169
2024-08-31,35.598400395269124
2024-09-01,35.98193496587716
2024-09-02,37.42658184850076
2024-09-03,42.09931136707532
2024-09-04,41.37698792576352
2024-09-05,41.37698792576352
2024-09-06,40.315875613747956
2024-09-07,34.53728808325356
2024-09-08,40.65466448445172
2024-09-09,46.772040885649886
2024-09-10,43.88274712040268
2024-09-11,49.27780008028905
2024-09-12,47.83315319766545
2024-09-13,42.82163480838712
2024-09-14,37.42658184850076
2024-09-15,37.765370719204526
2024-09-16,48.32535589661243
2024-09-17,51.393632461476706
2024-09-18,46.79121761418029
2024-09-19,46.79121761418029
2024-09-20,41.4217336256678
2024-09-21,37.586387919587445
2024-09-22,39.88759534323565
2024-09-23,47.55828675539636
2024-09-24,51.393632461476706
2024-09-25,48.32535589661243
2024-09-26,46.79121761418029
2024-09-27,42.95587190809994
2024-09-28,36.052249637155306
2024-09-29,41.4217336256678
2024-09-30,52.16070160269278
2024-10-01,47.55828675539636
2024-10-02,49.0924250378285
2024-10-03,48.32535589661243
2024-10-04,46.79121761418029
2024-10-05,47.55828675539636
2024-10-06,42.18880276688387
2024-10-07,48.32535589661243
2024-10-08,45.257079331748145
2024-10-09,48.32535589661243
2024-10-10,49.0924250378285
2024-10-11,44.490010190532075
2024-10-12,36.052249637155306
2024-10-13,41.4217336256678
2024-10-14,49.0924250378285
2024-10-15,48.32535589661243
2024-10-16,48.32535589661243
2024-10-17,52.16070160269278
2024-10-18,46.79121761418029
2024-10-19,37.586387919587445
2024-10-20,42.18880276688387
2024-10-21,51.393632461476706
2024-10-22,52.92777074390885
2024-10-23,54.46190902634099
2024-10-24,52.16070160269278
2024-10-25,50.62656332026064
2024-10-26,36.052249637155306
2024-10-27,39.88759534323565
2024-10-28,54.46190902634099
2024-10-29,51.393632461476706
2024-10-30,49.85949417904457
2024-10-31,48.32535589661243
2024-11-01,44.490010190532075
2024-11-02,39.12052620201958
2024-11-03,41.4217336256678
2024-11-04,56.7631164499892
2024-11-05,44.490010190532075
2024-11-06,40.65466448445172
2024-11-07,52.16070160269278
2024-11-08,49.0924250378285
2024-11-09,41.4217336256678
2024-11-10,40.65466448445172
2024-11-11,52.92777074390885
2024-11-12,57.530185591205274
2024-11-13,62.89966957971777
2024-11-14,57.530185591205274
2024-11-15,50.62656332026064
2024-11-16,36.052249637155306
2024-11-17,42.95587190809994
2024-11-18,59.06432387363741
2024-11-19,55.22897816755706
2024-11-20,58.297254732421344
2024-11-21,54.46190902634099
2024-11-22,51.393632461476706
2024-11-23,38.353457060803514
2024-11-24,41.4217336256678
2024-11-25,46.79121761418029
2024-11-26,47.55828675539636
2024-11-27,41.4217336256678
2024-11-28,34.51811135472316
2024-11-29,32.98397307229102
2024-11-30,37.586387919587445
