Time,legal
2022-10-28,44.70731707317073
2022-10-29,35.536585365853654
2022-10-30,36.109756097560975
2022-10-31,45.853658536585364
2022-11-01,45.853658536585364
2022-11-02,48.14634146341463
2022-11-03,48.71951219512195
2022-11-04,48.71951219512195
2022-11-05,38.40243902439024
2022-11-06,37.829268292682926
2022-11-07,48.71951219512195
2022-11-08,45.853658536585364
2022-11-09,56.17073170731707
2022-11-10,53.8780487804878
2022-11-11,45.853658536585364
2022-11-12,38.40243902439024
2022-11-13,38.975609756097555
2022-11-14,46.99999999999999
2022-11-15,46.99999999999999
2022-11-16,47.573170731707314
2022-11-17,46.99999999999999
2022-11-18,45.853658536585364
2022-11-19,38.40243902439024
2022-11-20,34.390243902439025
2022-11-21,43.56097560975609
2022-11-22,42.98780487804878
2022-11-23,40.12195121951219
2022-11-24,32.09756097560975
2022-11-25,33.8170731707317
2022-11-26,32.67073170731707
2022-11-27,34.390243902439025
2022-11-28,43.56097560975609
2022-11-29,44.13414634146341
2022-11-30,44.13414634146341
2022-12-01,42.98780487804878
2022-12-02,43.56097560975609
2022-12-03,36.109756097560975
2022-12-04,34.96341463414634
2022-12-05,44.70731707317073
2022-12-06,45.28048780487804
2022-12-07,46.99999999999999
2022-12-08,48.14634146341463
2022-12-09,45.28048780487804
2022-12-10,37.256097560975604
2022-12-11,34.96341463414634
2022-12-12,43.56097560975609
2022-12-13,44.70731707317073
2022-12-14,42.98780487804878
2022-12-15,44.13414634146341
2022-12-16,42.98780487804878
2022-12-17,36.109756097560975
2022-12-18,33.24390243902439
2022-12-19,39.548780487804876
2022-12-20,39.548780487804876
2022-12-21,38.975609756097555
2022-12-22,36.109756097560975
2022-12-23,33.24390243902439
2022-12-24,27.512195121951216
2022-12-25,28.085365853658534
2022-12-26,34.390243902439025
2022-12-27,36.109756097560975
2022-12-28,42.41463414634146
2022-12-29,42.41463414634146
2022-12-30,41.84146341463414
2022-12-31,37.829268292682926
2023-01-01,37.256097560975604
2023-01-02,40.69512195121951
2023-01-03,43.56097560975609
2023-01-04,46.42682926829268
2023-01-05,45.853658536585364
2023-01-06,45.28048780487804
2023-01-07,37.829268292682926
2023-01-08,38.975609756097555
2023-01-09,44.13414634146341
2023-01-10,45.853658536585364
2023-01-11,48.14634146341463
2023-01-12,50.4390243902439
2023-01-13,46.99999999999999
2023-01-14,40.12195121951219
2023-01-15,38.40243902439024
2023-01-16,42.41463414634146
2023-01-17,49.292682926829265
2023-01-18,48.14634146341463
2023-01-19,50.4390243902439
2023-01-20,47.573170731707314
2023-01-21,38.975609756097555
2023-01-22,39.548780487804876
2023-01-23,48.71951219512195
2023-01-24,51.012195121951216
2023-01-25,49.86585365853658
2023-01-26,50.4390243902439
2023-01-27,45.28048780487804
2023-01-28,39.548780487804876
2023-01-29,38.975609756097555
2023-01-30,46.99999999999999
2023-01-31,49.292682926829265
2023-02-01,47.573170731707314
2023-02-02,48.71951219512195
2023-02-03,46.99999999999999
2023-02-04,40.12195121951219
2023-02-05,41.84146341463414
2023-02-06,48.71951219512195
2023-02-07,47.573170731707314
2023-02-08,50.4390243902439
2023-02-09,48.14634146341463
2023-02-10,48.14634146341463
2023-02-11,39.548780487804876
2023-02-12,41.26829268292683
2023-02-13,44.70731707317073
2023-02-14,45.853658536585364
2023-02-15,47.573170731707314
2023-02-16,51.012195121951216
2023-02-17,46.99999999999999
2023-02-18,41.84146341463414
2023-02-19,42.41463414634146
2023-02-20,44.70731707317073
2023-02-21,49.292682926829265
2023-02-22,47.573170731707314
2023-02-23,46.42682926829268
2023-02-24,47.573170731707314
2023-02-25,40.69512195121951
2023-02-26,40.12195121951219
2023-02-27,51.012195121951216
2023-02-28,47.573170731707314
2023-03-01,51.012195121951216
2023-03-02,49.292682926829265
2023-03-03,48.14634146341463
2023-03-04,40.69512195121951
2023-03-05,41.26829268292683
2023-03-06,49.86585365853658
2023-03-07,51.012195121951216
2023-03-08,54.45121951219512
2023-03-09,52.731707317073166
2023-03-10,49.292682926829265
2023-03-11,43.56097560975609
2023-03-12,41.26829268292683
2023-03-13,49.86585365853658
2023-03-14,49.292682926829265
2023-03-15,50.4390243902439
2023-03-16,49.292682926829265
2023-03-17,46.42682926829268
2023-03-18,40.69512195121951
2023-03-19,42.41463414634146
2023-03-20,52.15853658536585
2023-03-21,57.3170731707317
2023-03-22,49.86585365853658
2023-03-23,49.86585365853658
2023-03-24,49.292682926829265
2023-03-25,41.84146341463414
2023-03-26,41.26829268292683
2023-03-27,50.4390243902439
2023-03-28,50.4390243902439
2023-03-29,50.4390243902439
2023-03-30,51.012195121951216
2023-03-31,50.4390243902439
2023-04-01,40.69512195121951
2023-04-02,41.26829268292683
2023-04-03,49.86585365853658
2023-04-04,51.012195121951216
2023-04-05,49.86585365853658
2023-04-06,49.292682926829265
2023-04-07,46.42682926829268
2023-04-08,41.26829268292683
2023-04-09,38.40243902439024
2023-04-10,50.4390243902439
2023-04-11,52.15853658536585
2023-04-12,50.4390243902439
2023-04-13,51.012195121951216
2023-04-14,49.86585365853658
2023-04-15,40.69512195121951
2023-04-16,43.56097560975609
2023-04-17,51.012195121951216
2023-04-18,51.012195121951216
2023-04-19,52.731707317073166
2023-04-20,53.30487804878048
2023-04-21,50.4390243902439
2023-04-22,43.56097560975609
2023-04-23,44.70731707317073
2023-04-24,50.4390243902439
2023-04-25,52.15853658536585
2023-04-26,51.58536585365853
2023-04-27,48.19100411783337
2023-04-28,49.43411466582198
2023-04-29,43.55353183401963
2023-04-30,42.64539119417168
2023-05-01,51.58536585365853
2023-05-02,53.11506176750078
2023-05-03,52.82847640164712
2023-05-04,50.34225530566994
2023-05-05,47.56944884383908
2023-05-06,42.31042128603104
2023-05-07,39.53761482420018
2023-05-08,52.206921127652826
2023-05-09,50.05566993981627
2023-05-10,50.96381057966423
2023-05-11,50.05566993981627
2023-05-12,48.19100411783337
2023-05-13,42.31042128603104
2023-05-14,38.629474184352226
2023-05-15,51.58536585365853
2023-05-16,52.206921127652826
2023-05-17,49.43411466582198
2023-05-18,50.96381057966423
2023-05-19,49.09914475768133
2023-05-20,42.93197656002533
2023-05-21,42.31042128603104
2023-05-22,50.34225530566994
2023-05-23,49.43411466582198
2023-05-24,50.05566993981627
2023-05-25,49.57554640481469
2023-05-26,46.89578713968957
2023-05-27,44.216027874564446
2023-05-28,42.87614824200189
2023-05-29,40.866328793158054
2023-05-30,51.58536585365852
2023-05-31,52.2553056699398
2023-06-01,50.915426037377244
2023-06-02,48.9056065885334
2023-06-03,42.20620842572061
2023-06-04,43.54608805828317
2023-06-05,48.9056065885334
2023-06-06,49.57554640481469
2023-06-07,50.245486221095966
2023-06-08,48.9056065885334
2023-06-09,51.58536585365852
2023-06-10,42.87614824200189
2023-06-11,40.866328793158054
2023-06-12,49.57554640481469
2023-06-13,50.245486221095966
2023-06-14,51.58536585365852
2023-06-15,51.58536585365852
2023-06-16,47.565726955970845
2023-06-17,43.54608805828317
2023-06-18,44.216027874564446
2023-06-19,47.565726955970845
2023-06-20,48.235666772252124
2023-06-21,50.245486221095966
2023-06-22,46.89578713968957
2023-06-23,47.565726955970845
2023-06-24,42.20620842572061
2023-06-25,44.216027874564446
2023-06-26,48.9056065885334
2023-06-27,52.2553056699398
2023-06-28,50.245486221095966
2023-06-29,52.92524548622108
2023-06-30,52.2553056699398
2023-07-01,48.235666772252124
2023-07-02,47.565726955970845
2023-07-03,52.2553056699398
2023-07-04,52.2553056699398
2023-07-05,58.28476401647132
2023-07-06,52.2553056699398
2023-07-07,51.58536585365852
2023-07-08,45.55590750712701
2023-07-09,42.87614824200189
2023-07-10,48.9056065885334
2023-07-11,49.57554640481469
2023-07-12,48.235666772252124
2023-07-13,49.57554640481469
2023-07-14,49.57554640481469
2023-07-15,42.87614824200189
2023-07-16,43.54608805828317
2023-07-17,47.565726955970845
2023-07-18,49.57554640481469
2023-07-19,52.92524548622108
2023-07-20,50.245486221095966
2023-07-21,47.565726955970845
2023-07-22,46.89578713968957
2023-07-23,44.216027874564446
2023-07-24,48.9056065885334
2023-07-25,49.57554640481469
2023-07-26,49.57554640481469
2023-07-27,50.245486221095966
2023-07-28,49.57554640481469
2023-07-29,42.87614824200189
2023-07-30,43.54608805828317
2023-07-31,50.245486221095966
2023-08-01,48.235666772252124
2023-08-02,50.915426037377244
2023-08-03,52.2553056699398
2023-08-04,50.245486221095966
2023-08-05,39.52644916059549
2023-08-06,42.87614824200189
2023-08-07,49.57554640481469
2023-08-08,48.235666772252124
2023-08-09,50.245486221095966
2023-08-10,48.9056065885334
2023-08-11,48.9056065885334
2023-08-12,41.53626860943933
2023-08-13,42.87614824200189
2023-08-14,49.57554640481469
2023-08-15,49.57554640481469
2023-08-16,48.235666772252124
2023-08-17,49.57554640481469
2023-08-18,48.235666772252124
2023-08-19,42.87614824200189
2023-08-20,43.54608805828317
2023-08-21,52.92524548622108
2023-08-22,50.915426037377244
2023-08-23,49.57554640481469
2023-08-24,50.245486221095966
2023-08-25,47.565726955970845
2023-08-26,40.19638897687677
2023-08-27,38.85650934431421
2023-08-28,45.55590750712701
2023-08-29,50.915426037377244
2023-08-30,48.9056065885334
2023-08-31,50.245486221095966
2023-09-01,47.565726955970845
2023-09-02,40.19638897687677
2023-09-03,41.53626860943933
2023-09-04,42.87614824200189
2023-09-05,50.245486221095966
2023-09-06,50.915426037377244
2023-09-07,52.2553056699398
2023-09-08,49.57554640481469
2023-09-09,41.53626860943933
2023-09-10,40.19638897687677
2023-09-11,51.58536585365852
2023-09-12,47.565726955970845
2023-09-13,50.915426037377244
2023-09-14,52.2553056699398
2023-09-15,47.565726955970845
2023-09-16,41.53626860943933
2023-09-17,42.20620842572061
2023-09-18,52.92524548622108
2023-09-19,54.93506493506492
2023-09-20,51.58536585365852
2023-09-21,57.614824200190036
2023-09-22,52.2553056699398
2023-09-23,42.87614824200189
2023-09-24,42.20620842572061
2023-09-25,52.2553056699398
2023-09-26,50.915426037377244
2023-09-27,54.93506493506492
2023-09-28,55.6050047513462
2023-09-29,50.245486221095966
2023-09-30,41.53626860943933
2023-10-01,44.885967690845725
2023-10-02,51.58536585365852
2023-10-03,58.28476401647132
2023-10-04,53.59518530250236
2023-10-05,52.2553056699398
2023-10-06,48.9056065885334
2023-10-07,43.54608805828317
2023-10-08,41.53626860943933
2023-10-09,50.915426037377244
2023-10-10,50.245486221095966
2023-10-11,52.2553056699398
2023-10-12,51.58536585365852
2023-10-13,51.58536585365852
2023-10-14,39.52644916059549
2023-10-15,41.53626860943933
2023-10-16,51.58536585365852
2023-10-17,52.2553056699398
2023-10-18,51.58536585365852
2023-10-19,56.27494456762748
2023-10-20,50.915426037377244
2023-10-21,43.54608805828317
2023-10-22,42.20620842572061
2023-10-23,52.2553056699398
2023-10-24,53.59518530250236
2023-10-25,52.92524548622108
2023-10-26,56.27494456762748
2023-10-27,51.58536585365852
2023-10-28,41.53626860943933
2023-10-29,40.19638897687677
2023-10-30,50.915426037377244
2023-10-31,51.58536585365852
2023-11-01,52.92524548622108
2023-11-02,50.915426037377244
2023-11-03,49.57554640481469
2023-11-04,42.20620842572061
2023-11-05,40.866328793158054
2023-11-06,51.58536585365852
2023-11-07,54.265125118783644
2023-11-08,66.99398162812795
2023-11-09,53.59518530250236
2023-11-10,50.245486221095966
2023-11-11,42.20620842572061
2023-11-12,40.866328793158054
2023-11-13,52.92524548622108
2023-11-14,49.57554640481469
2023-11-15,54.265125118783644
2023-11-16,51.58536585365852
2023-11-17,50.245486221095966
2023-11-18,42.20620842572061
2023-11-19,41.53626860943933
2023-11-20,49.57554640481469
2023-11-21,45.55590750712701
2023-11-22,43.54608805828317
2023-11-23,38.18656952803293
2023-11-24,38.18656952803293
2023-11-25,39.52644916059549
2023-11-26,39.52644916059549
2023-11-27,48.9056065885334
2023-11-28,49.57554640481469
2023-11-29,47.565726955970845
2023-11-30,49.57554640481469
2023-12-01,48.9056065885334
2023-12-02,41.53626860943933
2023-12-03,39.52644916059549
2023-12-04,50.245486221095966
2023-12-05,51.58536585365852
2023-12-06,51.58536585365852
2023-12-07,51.58536585365852
2023-12-08,49.57554640481469
2023-12-09,44.885967690845725
2023-12-10,39.52644916059549
2023-12-11,46.89578713968957
2023-12-12,46.22584732340829
2023-12-13,47.565726955970845
2023-12-14,51.58536585365852
2023-12-15,46.22584732340829
2023-12-16,42.87614824200189
2023-12-17,38.85650934431421
2023-12-18,46.22584732340829
2023-12-19,45.55590750712701
2023-12-20,48.235666772252124
2023-12-21,46.22584732340829
2023-12-22,42.062649893660335
2023-12-23,37.08595411557083
2023-12-24,32.15711118150142
2023-12-25,30.91293723697904
2023-12-26,40.19638897687677
2023-12-27,43.59394090230326
2023-12-28,44.83811484682563
2023-12-29,46.082288791348006
2023-12-30,38.665097968233844
2023-12-31,39.28718494049503
2024-01-01,39.574302004615575
2024-01-02,44.83811484682563
2024-01-03,49.479840716774504
2024-01-04,51.01113172541743
2024-01-05,48.23566677225212
2024-01-06,40.19638897687677
2024-01-07,38.04301099597266
2024-01-08,46.7043757636092
2024-01-09,46.99149282772974
2024-01-10,49.76695778089505
2024-01-11,51.633218697678615
2024-01-12,48.23566677225212
2024-01-13,38.95221503235439
2024-01-14,34.93257613466672
2024-01-15,38.95221503235439
2024-01-16,47.326462735870386
2024-01-17,50.72401466129688
2024-01-18,49.479840716774504
2024-01-19,49.479840716774504
2024-01-20,40.19638897687677
2024-01-21,41.34485723335896
2024-01-22,47.66143264401102
2024-01-23,51.6810715416987
2024-01-24,52.82953979818089
2024-01-25,51.106837413457605
2024-01-26,50.5326032852165
2024-01-27,42.493325489841155
2024-01-28,42.493325489841155
2024-01-29,52.255305669939794
2024-01-30,57.42341282410967
2024-01-31,53.40377392642199
2024-02-01,51.6810715416987
2024-02-02,53.40377392642199
2024-02-03,40.19638897687677
2024-02-04,42.493325489841155
2024-02-05,50.5326032852165
2024-02-06,52.82953979818089
2024-02-07,52.255305669939794
2024-02-08,52.255305669939794
2024-02-09,50.5326032852165
2024-02-10,43.641793746323344
2024-02-11,41.91909136160005
2024-02-12,43.641793746323344
2024-02-13,49.95836915697541
2024-02-14,49.95836915697541
2024-02-15,52.82953979818089
2024-02-16,49.95836915697541
2024-02-17,43.641793746323344
2024-02-18,43.641793746323344
2024-02-19,48.80990090049322
2024-02-20,52.255305669939794
2024-02-21,55.12647631114528
2024-02-22,52.82953979818089
2024-02-23,48.23566677225212
2024-02-24,42.493325489841155
2024-02-25,43.06755961808225
2024-02-26,54.55224218290418
2024-02-27,52.82953979818089
2024-02-28,51.6810715416987
2024-02-29,54.55224218290418
2024-03-01,51.106837413457605
2024-03-02,43.641793746323344
2024-03-03,41.91909136160005
2024-03-04,53.40377392642199
2024-03-05,51.6810715416987
2024-03-06,52.82953979818089
2024-03-07,51.106837413457605
2024-03-08,49.95836915697541
2024-03-09,40.77062310511786
2024-03-10,43.06755961808225
2024-03-11,51.6810715416987
2024-03-12,51.6810715416987
2024-03-13,51.106837413457605
2024-03-14,49.95836915697541
2024-03-15,48.80990090049322
2024-03-16,43.641793746323344
2024-03-17,42.493325489841155
2024-03-18,51.6810715416987
2024-03-19,52.82953979818089
2024-03-20,54.55224218290418
2024-03-21,52.255305669939794
2024-03-22,53.40377392642199
2024-03-23,43.06755961808225
2024-03-24,45.93873025928773
2024-03-25,51.106837413457605
2024-03-26,51.6810715416987
2024-03-27,53.40377392642199
2024-03-28,50.5326032852165
2024-03-29,48.23566677225212
2024-03-30,40.77062310511786
2024-03-31,40.77062310511786
2024-04-01,51.106837413457605
2024-04-02,51.6810715416987
2024-04-03,51.6810715416987
2024-04-04,49.38413502873431
2024-04-05,47.66143264401102
2024-04-06,41.91909136160005
2024-04-07,39.62215484863567
2024-04-08,47.08719851576993
2024-04-09,52.82953979818089
2024-04-10,53.40377392642199
2024-04-11,53.40377392642199
2024-04-12,52.82953979818089
2024-04-13,41.34485723335896
2024-04-14,45.364496131046636
2024-04-15,53.40377392642199
2024-04-16,52.82953979818089
2024-04-17,54.55224218290418
2024-04-18,53.40377392642199
2024-04-19,51.106837413457605
2024-04-20,41.91909136160005
2024-04-21,44.79026200280554
2024-04-22,55.70071043938638
2024-04-23,53.978008054663086
2024-04-24,53.978008054663086
2024-04-25,53.978008054663086
2024-04-26,52.82953979818089
2024-04-27,41.34485723335896
2024-04-28,41.91909136160005
2024-04-29,52.255305669939794
2024-04-30,53.40377392642199
2024-05-01,51.106837413457605
2024-05-02,51.106837413457605
2024-05-03,50.5326032852165
2024-05-04,41.34485723335896
2024-05-05,40.77062310511786
2024-05-06,51.106837413457605
2024-05-07,51.106837413457605
2024-05-08,50.5326032852165
2024-05-09,48.80990090049322
2024-05-10,47.08719851576993
2024-05-11,40.19638897687677
2024-05-12,40.77062310511786
2024-05-13,50.5326032852165
2024-05-14,51.6810715416987
2024-05-15,49.95836915697541
2024-05-16,51.6810715416987
2024-05-17,49.95836915697541
2024-05-18,41.91909136160005
2024-05-19,42.493325489841155
2024-05-20,49.95836915697541
2024-05-21,52.82953979818089
2024-05-22,50.5326032852165
2024-05-23,48.23566677225212
2024-05-24,48.23566677225212
2024-05-25,46.51296438752883
2024-05-26,42.493325489841155
2024-05-27,40.19638897687677
2024-05-28,48.80990090049322
2024-05-29,51.6810715416987
2024-05-30,52.255305669939794
2024-05-31,51.106837413457605
2024-06-01,43.641793746323344
2024-06-02,43.641793746323344
2024-06-03,50.5326032852165
2024-06-04,48.80990090049322
2024-06-05,52.255305669939794
2024-06-06,51.106837413457605
2024-06-07,48.23566677225212
2024-06-08,42.493325489841155
2024-06-09,43.06755961808225
2024-06-10,52.82953979818089
2024-06-11,52.82953979818089
2024-06-12,49.95836915697541
2024-06-13,51.106837413457605
2024-06-14,48.23566677225212
2024-06-15,43.641793746323344
2024-06-16,47.08719851576993
2024-06-17,48.23566677225212
2024-06-18,50.5326032852165
2024-06-19,48.23566677225212
2024-06-20,52.255305669939794
2024-06-21,49.95836915697541
2024-06-22,45.364496131046636
2024-06-23,43.06755961808225
2024-06-24,51.6810715416987
2024-06-25,53.40377392642199
2024-06-26,51.106837413457605
2024-06-27,51.106837413457605
2024-06-28,50.5326032852165
2024-06-29,45.93873025928773
2024-06-30,42.493325489841155
2024-07-01,52.82953979818089
2024-07-02,52.255305669939794
2024-07-03,52.82953979818089
2024-07-04,51.106837413457605
2024-07-05,56.27494456762747
2024-07-06,43.641793746323344
2024-07-07,42.493325489841155
2024-07-08,52.255305669939794
2024-07-09,49.95836915697541
2024-07-10,50.5326032852165
2024-07-11,50.5326032852165
2024-07-12,48.23566677225212
2024-07-13,41.91909136160005
2024-07-14,40.19638897687677
2024-07-15,49.95836915697541
2024-07-16,49.38413502873431
2024-07-17,49.38413502873431
2024-07-18,48.23566677225212
2024-07-19,47.08719851576993
2024-07-20,42.493325489841155
2024-07-21,43.641793746323344
2024-07-22,49.95836915697541
2024-07-23,48.80990090049322
2024-07-24,52.255305669939794
2024-07-25,52.255305669939794
2024-07-26,48.23566677225212
2024-07-27,41.34485723335896
2024-07-28,41.91909136160005
2024-07-29,48.80990090049322
2024-07-30,47.66143264401102
2024-07-31,47.66143264401102
2024-08-01,50.5326032852165
2024-08-02,47.08719851576993
2024-08-03,40.77062310511786
2024-08-04,41.91909136160005
2024-08-05,46.51296438752883
2024-08-06,46.51296438752883
2024-08-07,50.5326032852165
2024-08-08,47.66143264401102
2024-08-09,48.23566677225212
2024-08-10,40.77062310511786
2024-08-11,41.34485723335896
2024-08-12,48.23566677225212
2024-08-13,49.38413502873431
2024-08-14,52.255305669939794
2024-08-15,50.5326032852165
2024-08-16,45.93873025928773
2024-08-17,40.19638897687677
2024-08-18,41.866888259032685
2024-08-19,49.24989847927536
2024-08-20,53.2508934117604
2024-08-21,49.86887812400278
2024-08-22,50.48785776873019
2024-08-23,49.86887812400278
2024-08-24,43.10484754848751
2024-08-25,43.10484754848751
2024-08-26,52.012934122305566
2024-08-27,49.581761059882226
2024-08-28,51.39395447757815
2024-08-29,51.106837413457605
2024-08-30,51.39395447757815
2024-08-31,43.72382719321493
2024-09-01,43.10484754848751
2024-09-02,43.72382719321493
2024-09-03,51.106837413457605
2024-09-04,52.96377634763985
2024-09-05,51.72581705818502
2024-09-06,50.48785776873019
2024-09-07,41.866888259032685
2024-09-08,42.4858679037601
2024-09-09,51.72581705818502
2024-09-10,51.72581705818502
2024-09-11,57.251888344245444
2024-09-12,56.345791635397475
2024-09-13,53.58275599236727
2024-09-14,45.58076612739718
2024-09-15,42.4858679037601
2024-09-16,53.09801289709881
2024-09-17,53.09801289709881
2024-09-18,54.42546321952628
2024-09-19,53.09801289709881
2024-09-20,51.106837413457605
2024-09-21,44.46958580132026
2024-09-22,41.814685156465316
2024-09-23,53.09801289709881
