Time,world_cup
2024-03-21,1.0
2024-03-22,1.0
2024-03-23,1.0
2024-03-24,1.0
2024-03-25,1.0
2024-03-26,1.0
2024-03-27,1.0
2024-03-28,0.5
2024-03-29,0.5
2024-03-30,1.0
2024-03-31,1.0
2024-04-01,0.5
2024-04-02,0.5
2024-04-03,0.5
2024-04-04,0.5
2024-04-05,0.5
2024-04-06,1.0
2024-04-07,0.5
2024-04-08,0.5
2024-04-09,0.5
2024-04-10,1.0
2024-04-11,0.5
2024-04-12,1.0
2024-04-13,0.5
2024-04-14,1.0
2024-04-15,0.5
2024-04-16,1.0
2024-04-17,1.0
2024-04-18,1.0
2024-04-19,1.0
2024-04-20,1.0
2024-04-21,1.0
2024-04-22,1.0
2024-04-23,0.5
2024-04-24,1.0
2024-04-25,1.0
2024-04-26,1.0
2024-04-27,1.0
2024-04-28,1.0
2024-04-29,1.0
2024-04-30,1.0
2024-05-01,1.0
2024-05-02,1.0
2024-05-03,1.0
2024-05-04,1.0
2024-05-05,1.0
2024-05-06,1.0
2024-05-07,1.0
2024-05-08,1.0
2024-05-09,1.0
2024-05-10,1.0
2024-05-11,1.0
2024-05-12,1.0
2024-05-13,1.0
2024-05-14,1.0
2024-05-15,1.0
2024-05-16,1.0
2024-05-17,1.0
2024-05-18,1.0
2024-05-19,1.0
2024-05-20,1.0
2024-05-21,1.0
2024-05-22,1.0
2024-05-23,1.0
2024-05-24,1.0
2024-05-25,1.0
2024-05-26,1.5
2024-05-27,1.0
2024-05-28,1.0
2024-05-29,1.5
2024-05-30,1.5
2024-05-31,1.5
2024-06-01,50.0
2024-06-02,29.0
2024-06-03,4.0
2024-06-04,3.5
2024-06-05,4.0
2024-06-06,6.5
2024-06-07,5.0
2024-06-08,6.5
2024-06-09,11.5
2024-06-10,5.0
2024-06-11,5.5
2024-06-12,7.5
2024-06-13,5.5
2024-06-14,6.0
2024-06-15,6.5
2024-06-16,5.5
2024-06-17,4.0
2024-06-18,3.5
2024-06-19,4.0
2024-06-20,5.5
2024-06-21,5.5
2024-06-22,6.5
2024-06-23,7.5
2024-06-24,9.0
2024-06-25,6.5
2024-06-26,4.5
2024-06-27,10.5
2024-06-28,3.0
2024-06-29,10.5
2024-06-30,4.0
2024-07-01,2.5
2024-07-02,2.5
2024-07-03,2.0
2024-07-04,2.0
2024-07-05,3.0
2024-07-06,3.0
2024-07-07,2.5
2024-07-08,1.5
2024-07-09,1.5
2024-07-10,2.0
2024-07-11,2.0
2024-07-12,1.5
2024-07-13,1.5
2024-07-14,3.5
2024-07-15,4.5
2024-07-16,1.5
2024-07-17,1.5
2024-07-18,1.0
2024-07-19,1.0
2024-07-20,1.0
2024-07-21,1.0
2024-07-22,1.0
2024-07-23,0.5
2024-07-24,1.0
2024-07-25,1.0
2024-07-26,1.0
2024-07-27,1.5
2024-07-28,1.5
2024-07-29,1.0
2024-07-30,1.0
2024-07-31,1.0
2024-08-01,1.0
2024-08-02,1.0
2024-08-03,1.0
2024-08-04,1.0
2024-08-05,0.5
2024-08-06,1.0
2024-08-07,0.5
2024-08-08,1.0
2024-08-09,1.0
2024-08-10,1.5
2024-08-11,1.5
2024-08-12,1.0
2024-08-13,0.5
2024-08-14,0.5
2024-08-15,0.5
2024-08-16,0.5
2024-08-17,0.5
2024-08-18,0.5727848101265822
2024-08-19,0.5158227848101266
2024-08-20,0.5158227848101266
2024-08-21,0.49683544303797467
2024-08-22,0.5158227848101266
2024-08-23,0.5158227848101266
2024-08-24,0.5158227848101266
2024-08-25,0.5348101265822784
2024-08-26,0.49683544303797467
2024-08-27,0.49683544303797467
2024-08-28,0.49683544303797467
2024-08-29,0.49683544303797467
2024-08-30,0.5158227848101266
2024-08-31,0.5348101265822784
2024-09-01,0.860759493670886
2024-09-02,0.5727848101265822
2024-09-03,0.5917721518987341
2024-09-04,0.9177215189873418
2024-09-05,1.3955696202531644
2024-09-06,1.45253164556962
2024-09-07,1.6424050632911391
2024-09-08,1.0126582278481013
2024-09-09,1.0316455696202531
2024-09-10,1.9113924050632911
2024-09-11,1.5094936708860758
2024-09-12,1.3955696202531644
2024-09-13,0.9556962025316456
2024-09-14,0.8987341772151898
2024-09-15,0.9556962025316456
2024-09-16,0.9556962025316456
2024-09-17,0.721518987341772
2024-09-18,0.7974683544303797
2024-09-19,0.7974683544303797
2024-09-20,0.6455696202531644
2024-09-21,0.721518987341772
2024-09-22,0.7974683544303797
2024-09-23,0.6835443037974682
2024-09-24,0.6455696202531644
2024-09-25,0.6835443037974682
2024-09-26,0.6835443037974682
2024-09-27,0.6455696202531644
2024-09-28,0.6455696202531644
2024-09-29,1.2151898734177213
2024-09-30,0.7974683544303797
2024-10-01,0.721518987341772
2024-10-02,0.6835443037974682
2024-10-03,0.7594936708860758
2024-10-04,0.7594936708860758
2024-10-05,0.721518987341772
2024-10-06,0.8734177215189872
2024-10-07,0.721518987341772
2024-10-08,0.721518987341772
2024-10-09,0.8354430379746834
2024-10-10,1.5569620253164556
2024-10-11,1.3670886075949364
2024-10-12,1.291139240506329
2024-10-13,1.0253164556962024
2024-10-14,0.911392405063291
2024-10-15,1.5569620253164556
2024-10-16,1.7848101265822782
2024-10-17,0.911392405063291
2024-10-18,0.911392405063291
2024-10-19,0.721518987341772
2024-10-20,1.10126582278481
2024-10-21,0.7974683544303797
2024-10-22,0.8354430379746834
2024-10-23,0.7974683544303797
2024-10-24,0.721518987341772
2024-10-25,0.721518987341772
2024-10-26,0.7974683544303797
2024-10-27,0.7594936708860758
2024-10-28,0.721518987341772
2024-10-29,0.7594936708860758
2024-10-30,0.721518987341772
2024-10-31,0.7594936708860758
2024-11-01,0.6835443037974682
2024-11-02,0.6835443037974682
2024-11-03,0.7594936708860758
2024-11-04,0.6835443037974682
2024-11-05,0.4936708860759493
2024-11-06,0.4177215189873417
2024-11-07,0.5696202531645569
2024-11-08,0.5316455696202531
2024-11-09,0.8354430379746834
2024-11-10,0.8354430379746834
2024-11-11,0.6075949367088607
2024-11-12,0.8734177215189872
2024-11-13,0.9493670886075948
2024-11-14,1.4810126582278478
2024-11-15,1.6329113924050631
2024-11-16,1.3670886075949364
2024-11-17,0.911392405063291
2024-11-18,0.9873417721518986
2024-11-19,1.6329113924050631
2024-11-20,1.9367088607594933
2024-11-21,1.0253164556962024
2024-11-22,0.7594936708860758
2024-11-23,0.6455696202531644
2024-11-24,0.7594936708860758
2024-11-25,0.6455696202531644
2024-11-26,0.5696202531645569
2024-11-27,0.5316455696202531
2024-11-28,0.6455696202531644
2024-11-29,0.6455696202531644
2024-11-30,0.8734177215189872
2024-12-01,0.7974683544303797
2024-12-02,0.5696202531645569
2024-12-03,0.6835443037974682
2024-12-04,0.721518987341772
2024-12-05,1.443037974683544
2024-12-06,1.3291139240506327
2024-12-07,1.3670886075949364
2024-12-08,0.9873417721518986
2024-12-09,0.8354430379746834
2024-12-10,0.721518987341772
2024-12-11,1.4050632911392402
2024-12-12,1.1772151898734176
2024-12-13,1.10126582278481
2024-12-14,1.1392405063291138
2024-12-15,0.8734177215189872
2024-12-16,0.7974683544303797
2024-12-17,0.8734177215189872
2024-12-18,1.1772151898734176
2024-12-19,1.2151898734177213
2024-12-20,0.8354430379746834
2024-12-21,0.6455696202531644
2024-12-22,0.6835443037974682
2024-12-23,0.5316455696202531
2024-12-24,0.5696202531645569
2024-12-25,0.6835443037974682
2024-12-26,0.6075949367088607
2024-12-27,0.5316455696202531
2024-12-28,0.6075949367088607
2024-12-29,0.6455696202531644
2024-12-30,0.5696202531645569
2024-12-31,0.5696202531645569
2025-01-01,0.6835443037974682
2025-01-02,0.6455696202531644
2025-01-03,0.6455696202531644
2025-01-04,0.6075949367088607
2025-01-05,0.6835443037974682
2025-01-06,0.6075949367088607
2025-01-07,0.6455696202531644
2025-01-08,0.6835443037974682
2025-01-09,0.6835443037974682
2025-01-10,0.7594936708860758
2025-01-11,0.6455696202531644
2025-01-12,0.7974683544303797
2025-01-13,0.6835443037974682
2025-01-14,0.7594936708860758
2025-01-15,0.6835443037974682
2025-01-16,0.7974683544303797
2025-01-17,0.721518987341772
2025-01-18,0.7974683544303797
2025-01-19,0.721518987341772
2025-01-20,0.6835443037974682
2025-01-21,0.6075949367088607
2025-01-22,0.721518987341772
2025-01-23,0.7974683544303797
2025-01-24,0.8734177215189872
2025-01-25,1.0253164556962024
2025-01-26,0.8734177215189872
2025-01-27,0.7974683544303797
2025-01-28,0.7594936708860758
2025-01-29,0.7594936708860758
2025-01-30,0.7594936708860758
2025-01-31,0.721518987341772
2025-02-01,0.6835443037974682
2025-02-02,0.8354430379746834
2025-02-03,0.721518987341772
2025-02-04,0.721518987341772
2025-02-05,0.7594936708860758
2025-02-06,0.721518987341772
2025-02-07,0.721518987341772
2025-02-08,0.7594936708860758
2025-02-09,1.0632911392405062
2025-02-10,1.4050632911392402
2025-02-11,1.0632911392405062
2025-02-12,1.10126582278481
2025-02-13,1.10126582278481
2025-02-14,0.8354430379746834
2025-02-15,0.8354430379746834
2025-02-16,1.1772151898734176
2025-02-17,0.8354430379746834
2025-02-18,0.8734177215189872
2025-02-19,0.9493670886075948
2025-02-20,0.911392405063291
2025-02-21,1.10126582278481
2025-02-22,0.911392405063291
2025-02-23,1.10126582278481
2025-02-24,0.8354430379746834
2025-02-25,0.7974683544303797
2025-02-26,0.7974683544303797
2025-02-27,0.8734177215189872
2025-02-28,0.721518987341772
2025-03-01,0.721518987341772
2025-03-02,0.8354430379746834
2025-03-03,0.721518987341772
2025-03-04,0.8354430379746834
2025-03-05,0.9493670886075948
2025-03-06,1.2151898734177213
2025-03-07,1.1772151898734176
2025-03-08,1.3291139240506327
2025-03-09,1.443037974683544
2025-03-10,1.0632911392405062
2025-03-11,0.9493670886075948
2025-03-12,0.9493670886075948
2025-03-13,0.911392405063291
2025-03-14,0.7974683544303797
2025-03-15,0.8734177215189872
2025-03-16,0.911392405063291
2025-03-17,0.9493670886075948
2025-03-18,0.9493670886075948
2025-03-19,1.1772151898734176
2025-03-20,2.164556962025316
2025-03-21,3.683544303797468
