Time,powerball
2025-01-22,2.8262436914203315
2025-01-23,4.062725306416726
2025-01-24,2.119682768565249
2025-01-25,2.649603460706561
2025-01-26,5.829127613554434
2025-01-27,2.649603460706561
2025-01-28,4.062725306416726
2025-01-29,2.2963229992790195
2025-01-30,4.062725306416726
2025-01-31,2.119682768565249
2025-02-01,2.2963229992790195
2025-02-02,6.182408074981975
2025-02-03,2.649603460706561
2025-02-04,4.239365537130498
2025-02-05,2.47296322999279
2025-02-06,4.592645998558039
2025-02-07,2.119682768565249
2025-02-08,2.47296322999279
2025-02-09,6.888968997837058
2025-02-10,2.649603460706561
2025-02-11,4.062725306416726
2025-02-12,2.47296322999279
2025-02-13,4.239365537130498
2025-02-14,2.119682768565249
2025-02-15,2.47296322999279
2025-02-16,6.535688536409516
2025-02-17,3.002883922134102
2025-02-18,4.239365537130498
2025-02-19,2.47296322999279
2025-02-20,4.416005767844268
2025-02-21,2.2963229992790195
2025-02-22,2.649603460706561
2025-02-23,7.065609228550828
2025-02-24,3.002883922134102
2025-02-25,4.94592645998558
2025-02-26,2.8262436914203315
2025-02-27,4.94592645998558
2025-02-28,2.2963229992790195
2025-03-01,2.8262436914203315
2025-03-02,7.595529920692141
2025-03-03,3.179524152847873
2025-03-04,4.94592645998558
2025-03-05,2.8262436914203315
2025-03-06,4.76928622927181
2025-03-07,2.47296322999279
2025-03-08,3.002883922134102
2025-03-09,8.478731074260995
2025-03-10,3.179524152847873
2025-03-11,4.94592645998558
2025-03-12,3.179524152847873
2025-03-13,5.475847152126892
2025-03-14,2.649603460706561
2025-03-15,3.179524152847873
2025-03-16,8.302090843547223
2025-03-17,3.532804614275414
2025-03-18,6.359048305695746
2025-03-19,3.532804614275414
2025-03-20,6.712328767123287
2025-03-21,3.179524152847873
2025-03-22,4.062725306416726
2025-03-23,11.834895457822638
2025-03-24,4.062725306416726
2025-03-25,6.888968997837058
2025-03-26,4.239365537130498
2025-03-27,9.361932227829849
2025-03-28,4.062725306416726
2025-03-29,4.592645998558039
2025-03-30,17.664023071377073
2025-03-31,5.299206921413122
2025-04-01,4.94592645998558
2025-04-02,2.8262436914203315
2025-04-03,4.239365537130498
2025-04-04,2.119682768565249
2025-04-05,3.002883922134102
2025-04-06,5.829127613554434
2025-04-07,2.47296322999279
2025-04-08,3.886085075702956
2025-04-09,2.47296322999279
2025-04-10,4.062725306416726
2025-04-11,2.119682768565249
2025-04-12,2.2963229992790195
2025-04-13,5.652487382840663
2025-04-14,2.649603460706561
2025-04-15,3.4444844989185293
2025-04-16,2.649603460706561
2025-04-17,3.886085075702956
2025-04-18,2.47296322999279
2025-04-19,2.5612833453496755
2025-04-20,5.917447728911319
2025-04-21,2.8262436914203315
2025-04-22,3.3561643835616435
2025-04-23,2.5612833453496755
2025-04-24,3.5328046142754146
2025-04-25,2.2963229992790195
2025-04-26,2.47296322999279
2025-04-27,8.920331651045421
2025-04-28,3.0912040374909875
2025-04-29,3.179524152847873
2025-04-30,2.47296322999279
2025-05-01,3.267844268204758
2025-05-02,2.2963229992790195
2025-05-03,2.47296322999279
2025-05-04,5.299206921413122
2025-05-05,2.5612833453496755
2025-05-06,3.267844268204758
2025-05-07,2.47296322999279
2025-05-08,3.267844268204758
2025-05-09,2.208002883922134
2025-05-10,2.384643114635905
2025-05-11,5.652487382840663
2025-05-12,2.649603460706561
2025-05-13,3.3561643835616435
2025-05-14,2.5612833453496755
2025-05-15,2.649603460706561
2025-05-16,2.649603460706561
2025-05-17,2.649603460706561
2025-05-18,5.299206921413122
2025-05-19,2.649603460706561
2025-05-20,2.649603460706561
2025-05-21,2.649603460706561
2025-05-22,2.649603460706561
2025-05-23,2.649603460706561
2025-05-24,2.649603460706561
2025-05-25,5.299206921413122
2025-05-26,2.649603460706561
2025-05-27,2.649603460706561
2025-05-28,2.649603460706561
2025-05-29,2.649603460706561
2025-05-30,2.649603460706561
2025-05-31,2.649603460706561
2025-06-01,7.9488103821196825
2025-06-02,2.649603460706561
2025-06-03,2.649603460706561
2025-06-04,2.649603460706561
2025-06-05,2.649603460706561
2025-06-06,2.649603460706561
2025-06-07,2.649603460706561
2025-06-08,5.299206921413122
2025-06-09,2.649603460706561
2025-06-10,2.649603460706561
2025-06-11,2.649603460706561
2025-06-12,2.649603460706561
2025-06-13,2.649603460706561
2025-06-14,2.649603460706561
2025-06-15,5.299206921413122
2025-06-16,2.649603460706561
2025-06-17,2.649603460706561
2025-06-18,2.649603460706561
2025-06-19,2.649603460706561
2025-06-20,2.649603460706561
2025-06-21,2.649603460706561
2025-06-22,5.299206921413122
2025-06-23,2.649603460706561
2025-06-24,2.649603460706561
2025-06-25,2.649603460706561
2025-06-26,2.649603460706561
2025-06-27,2.649603460706561
2025-06-28,2.649603460706561
2025-06-29,5.299206921413122
2025-06-30,2.649603460706561
2025-07-01,2.649603460706561
2025-07-02,2.649603460706561
2025-07-03,2.649603460706561
2025-07-04,2.649603460706561
2025-07-05,2.649603460706561
2025-07-06,5.299206921413122
2025-07-07,2.649603460706561
2025-07-08,2.649603460706561
2025-07-09,2.649603460706561
2025-07-10,5.299206921413122
2025-07-11,2.649603460706561
2025-07-12,2.649603460706561
2025-07-13,5.299206921413122
2025-07-14,2.649603460706561
2025-07-15,5.299206921413122
2025-07-16,2.649603460706561
2025-07-17,5.299206921413122
2025-07-18,2.649603460706561
2025-07-19,2.649603460706561
2025-07-20,7.9488103821196825
2025-07-21,2.649603460706561
2025-07-22,5.299206921413122
2025-07-23,2.649603460706561
2025-07-24,5.299206921413122
2025-07-25,2.649603460706561
2025-07-26,2.649603460706561
2025-07-27,7.9488103821196825
2025-07-28,2.649603460706561
2025-07-29,5.299206921413122
2025-07-30,2.649603460706561
2025-07-31,5.299206921413122
2025-08-01,2.649603460706561
2025-08-02,2.649603460706561
2025-08-03,10.598413842826243
2025-08-04,2.649603460706561
2025-08-05,5.299206921413122
2025-08-06,2.649603460706561
2025-08-07,7.9488103821196825
2025-08-08,2.649603460706561
2025-08-09,2.649603460706561
2025-08-10,10.598413842826243
2025-08-11,5.299206921413122
2025-08-12,7.9488103821196825
2025-08-13,5.299206921413122
2025-08-14,10.598413842826243
2025-08-15,2.649603460706561
2025-08-16,5.299206921413122
2025-08-17,15.897620764239365
2025-08-18,5.299206921413122
2025-08-19,13.248017303532805
2025-08-20,7.9488103821196825
2025-08-21,15.897620764239365
2025-08-22,7.9488103821196825
2025-08-23,10.598413842826243
2025-08-24,29.14563806777217
2025-08-25,15.897620764239365
2025-08-26,31.79524152847873
2025-08-27,18.547224224945925
2025-08-28,45.04325883201153
2025-08-29,21.196827685652487
2025-08-30,34.44484498918529
2025-08-31,113.93294881038211
2025-09-01,55.64167267483778
2025-09-02,119.23215573179523
2025-09-03,60.9408795962509
2025-09-04,174.873828406633
2025-09-05,52.99206921413122
2025-09-06,74.1888968997837
2025-09-07,264.9603460706561
2025-09-08,37.09444844989185
2025-09-09,18.547224224945925
2025-09-10,7.9488103821196825
2025-09-11,7.9488103821196825
2025-09-12,5.299206921413122
2025-09-13,5.299206921413122
2025-09-14,7.9488103821196825
2025-09-15,2.649603460706561
2025-09-16,5.299206921413122
2025-09-17,2.649603460706561
2025-09-18,5.299206921413122
2025-09-19,2.649603460706561
2025-09-20,2.649603460706561
2025-09-21,7.9488103821196825
2025-09-22,2.649603460706561
2025-09-23,5.299206921413122
2025-09-24,2.649603460706561
2025-09-25,5.299206921413122
2025-09-26,2.649603460706561
2025-09-27,2.649603460706561
2025-09-28,7.9488103821196825
2025-09-29,2.649603460706561
2025-09-30,5.299206921413122
2025-10-01,2.649603460706561
2025-10-02,5.299206921413122
2025-10-03,2.649603460706561
2025-10-04,2.649603460706561
2025-10-05,5.299206921413122
2025-10-06,2.649603460706561
2025-10-07,5.299206921413122
2025-10-08,2.649603460706561
2025-10-09,5.299206921413122
2025-10-10,2.649603460706561
2025-10-11,2.649603460706561
2025-10-12,5.299206921413122
2025-10-13,2.649603460706561
2025-10-14,5.299206921413122
2025-10-15,2.649603460706561
2025-10-16,5.299206921413122
2025-10-17,2.649603460706561
2025-10-18,2.649603460706561
2025-10-19,7.9488103821196825
2025-10-20,2.649603460706561
2025-10-21,5.299206921413122
2025-10-22,2.649603460706561
2025-10-23,5.299206921413122
2025-10-24,2.649603460706561
2025-10-25,2.649603460706561
2025-10-26,7.9488103821196825
2025-10-27,2.649603460706561
2025-10-28,5.299206921413122
2025-10-29,2.649603460706561
2025-10-30,5.299206921413122
2025-10-31,2.649603460706561
2025-11-01,2.649603460706561
2025-11-02,7.9488103821196825
2025-11-03,2.649603460706561
2025-11-04,5.299206921413122
2025-11-05,2.649603460706561
2025-11-06,5.299206921413122
2025-11-07,2.649603460706561
2025-11-08,2.649603460706561
2025-11-09,10.598413842826243
2025-11-10,2.649603460706561
2025-11-11,7.9488103821196825
2025-11-12,5.299206921413122
2025-11-13,7.9488103821196825
2025-11-14,2.649603460706561
2025-11-15,5.299206921413122
2025-11-16,13.248017303532805
2025-11-17,5.299206921413122
2025-11-18,7.9488103821196825
2025-11-19,2.649603460706561
2025-11-20,7.9488103821196825
2025-11-21,2.649603460706561
2025-11-22,2.649603460706561
2025-11-23,10.598413842826243
2025-11-24,5.299206921413122
2025-11-25,7.9488103821196825
2025-11-26,2.649603460706561
2025-11-27,7.9488103821196825
2025-11-28,5.299206921413122
2025-11-29,5.299206921413122
2025-11-30,13.248017303532805
2025-12-01,5.299206921413122
2025-12-02,10.598413842826243
2025-12-03,5.299206921413122
2025-12-04,10.598413842826243
2025-12-05,5.299206921413122
2025-12-06,5.299206921413122
2025-12-07,18.547224224945925
2025-12-08,7.9488103821196825
2025-12-09,15.897620764239365
2025-12-10,7.9488103821196825
2025-12-11,23.101230173035326
2025-12-12,11.260814708002883
2025-12-13,15.400820115356886
2025-12-14,47.6928622927181
2025-12-15,21.031227469358328
2025-12-16,42.062454938716655
2025-12-17,23.101230173035326
2025-12-18,60.27847873107426
2025-12-19,21.776428442682047
2025-12-20,25.91643385003605
2025-12-21,89.75531723143474
2025-12-22,37.17724855803893
2025-12-23,89.75531723143474
2025-12-24,47.6928622927181
2025-12-25,150.03379596250903
2025-12-26,29.47683850036049
2025-12-27,16.146021088680605
2025-12-28,15.400820115356886
2025-12-29,7.700410057678443
2025-12-30,8.445611031002162
2025-12-31,5.630407354001441
2026-01-01,8.445611031002162
2026-01-02,4.8852063806777215
2026-01-03,3.560404650324441
2026-01-04,7.700410057678443
2026-01-05,3.560404650324441
2026-01-06,5.630407354001441
2026-01-07,2.8152036770007207
2026-01-08,5.630407354001441
2026-01-09,2.8152036770007207
2026-01-10,2.980803893294881
2026-01-11,7.452009733237203
2026-01-12,2.980803893294881
2026-01-13,4.471205839942321
2026-01-14,2.980803893294881
2026-01-15,4.471205839942321
2026-01-16,2.980803893294881
2026-01-17,2.980803893294881
2026-01-18,7.452009733237203
2026-01-19,2.980803893294881
2026-01-20,4.471205839942321
2026-01-21,2.980803893294881
2026-01-22,5.961607786589762
2026-01-23,2.980803893294881
2026-01-24,2.980803893294881
2026-01-25,4.471205839942321
2026-01-26,2.980803893294881
2026-01-27,2.980803893294881
2026-01-28,1.4904019466474405
2026-01-29,2.980803893294881
2026-01-30,1.4904019466474405
2026-01-31,2.980803893294881
2026-02-01,4.471205839942321
2026-02-02,2.980803893294881
2026-02-03,2.980803893294881
2026-02-04,1.4904019466474405
2026-02-05,2.980803893294881
2026-02-06,1.4904019466474405
2026-02-07,1.4904019466474405
2026-02-08,5.961607786589762
2026-02-09,2.980803893294881
2026-02-10,2.980803893294881
2026-02-11,2.980803893294881
2026-02-12,2.980803893294881
2026-02-13,1.4904019466474405
2026-02-14,1.4904019466474405
2026-02-15,5.961607786589762
2026-02-16,2.980803893294881
2026-02-17,4.471205839942321
2026-02-18,2.980803893294881
2026-02-19,4.471205839942321
2026-02-20,1.4904019466474405
2026-02-21,1.4904019466474405
2026-02-22,5.961607786589762
2026-02-23,2.980803893294881
2026-02-24,4.471205839942321
2026-02-25,2.980803893294881
2026-02-26,4.471205839942321
2026-02-27,1.4904019466474405
2026-02-28,2.980803893294881
2026-03-01,5.961607786589762
2026-03-02,2.980803893294881
2026-03-03,5.961607786589762
2026-03-04,2.980803893294881
2026-03-05,4.471205839942321
2026-03-06,1.4904019466474405
2026-03-07,2.980803893294881
2026-03-08,5.961607786589762
2026-03-09,2.980803893294881
2026-03-10,4.471205839942321
2026-03-11,2.980803893294881
2026-03-12,2.980803893294881
2026-03-13,1.4904019466474405
2026-03-14,2.980803893294881
2026-03-15,4.471205839942321
2026-03-16,2.980803893294881
2026-03-17,2.980803893294881
2026-03-18,2.980803893294881
2026-03-19,4.471205839942321
2026-03-20,1.4904019466474405
2026-03-21,2.980803893294881
2026-03-22,5.961607786589762
2026-03-23,2.980803893294881
2026-03-24,4.471205839942321
2026-03-25,2.980803893294881
2026-03-26,4.471205839942321
2026-03-27,1.4904019466474405
2026-03-28,1.4904019466474405
2026-03-29,5.961607786589762
2026-03-30,2.980803893294881
2026-03-31,4.471205839942321
2026-04-01,2.980803893294881
2026-04-02,4.471205839942321
2026-04-03,1.4904019466474405
2026-04-04,2.980803893294881
2026-04-05,5.961607786589762
2026-04-06,2.980803893294881
2026-04-07,5.961607786589762
2026-04-08,2.980803893294881
2026-04-09,2.980803893294881
2026-04-10,1.4904019466474405
2026-04-11,1.4904019466474405
2026-04-12,4.471205839942321
2026-04-13,2.980803893294881
2026-04-14,2.980803893294881
2026-04-15,2.980803893294881
2026-04-16,2.980803893294881
2026-04-17,1.4904019466474405
2026-04-18,1.4904019466474405
2026-04-19,4.471205839942321
2026-04-20,2.980803893294881
2026-04-21,2.980803893294881
2026-04-22,1.4904019466474405
2026-04-23,4.471205839942321
2026-04-24,1.4904019466474405
2026-04-25,1.4904019466474405
2026-04-26,5.961607786589762
2026-04-27,2.980803893294881
2026-04-28,2.980803893294881
2026-04-29,1.4904019466474405
2026-04-30,5.961607786589762
2026-05-01,2.980803893294881
2026-05-02,2.980803893294881
2026-05-03,4.471205839942321
2026-05-04,2.980803893294881
2026-05-05,2.980803893294881
2026-05-06,2.980803893294881
2026-05-07,2.980803893294881
2026-05-08,1.4904019466474405
2026-05-09,1.4904019466474405
2026-05-10,4.471205839942321
2026-05-11,1.4904019466474405
2026-05-12,2.980803893294881
2026-05-13,1.4904019466474405
2026-05-14,2.980803893294881
2026-05-15,1.4904019466474405
2026-05-16,1.4904019466474405
2026-05-17,4.471205839942321
2026-05-18,2.980803893294881
2026-05-19,4.471205839942321
2026-05-20,1.4904019466474405
2026-05-21,4.471205839942321
2026-05-22,1.4904019466474405
2026-05-23,2.980803893294881
2026-05-24,5.961607786589762
2026-05-25,2.980803893294881
2026-05-26,4.471205839942321
2026-05-27,2.980803893294881
2026-05-28,4.471205839942321
2026-05-29,1.4904019466474405
2026-05-30,2.980803893294881
2026-05-31,5.961607786589762
