Time,liquor_store_near_me
2022-07-30,52.0
2022-07-31,55.0
2022-08-01,29.0
2022-08-02,23.0
2022-08-03,24.0
2022-08-04,26.0
2022-08-05,33.0
2022-08-06,56.0
2022-08-07,51.0
2022-08-08,27.0
2022-08-09,22.0
2022-08-10,22.0
2022-08-11,26.0
2022-08-12,34.0
2022-08-13,52.0
2022-08-14,56.0
2022-08-15,27.0
2022-08-16,22.0
2022-08-17,22.0
2022-08-18,25.0
2022-08-19,34.0
2022-08-20,54.0
2022-08-21,54.0
2022-08-22,25.0
2022-08-23,20.0
2022-08-24,21.0
2022-08-25,23.0
2022-08-26,32.0
2022-08-27,51.0
2022-08-28,49.0
2022-08-29,22.519963702359348
2022-08-30,18.183303085299457
2022-08-31,20.101633393829403
2022-09-01,22.519963702359348
2022-09-02,33.02994555353902
2022-09-03,55.04990925589837
2022-09-04,64.64156079854808
2022-09-05,58.88656987295826
2022-09-06,22.019963702359348
2022-09-07,18.183303085299457
2022-09-08,20.101633393829403
2022-09-09,27.774954627949185
2022-09-10,45.95825771324864
2022-09-11,43.539927404718696
2022-09-12,20.601633393829403
2022-09-13,16.26497277676951
2022-09-14,18.183303085299457
2022-09-15,20.101633393829403
2022-09-16,29.19328493647913
2022-09-17,49.79491833030853
2022-09-18,47.37658802177859
2022-09-19,22.019963702359348
2022-09-20,16.76497277676951
2022-09-21,18.683303085299457
2022-09-22,20.601633393829403
2022-09-23,29.69328493647913
2022-09-24,48.37658802177859
2022-09-25,47.87658802177859
2022-09-26,20.601633393829403
2022-09-27,18.183303085299457
2022-09-28,20.2032667876588
2022-09-29,22.039927404718693
2022-09-30,29.38656987295826
2022-10-01,47.75317604355717
2022-10-02,44.079854809437386
2022-10-03,20.2032667876588
2022-10-04,18.36660617059891
2022-10-05,18.36660617059891
2022-10-06,20.2032667876588
2022-10-07,31.22323049001815
2022-10-08,49.58983666061706
2022-10-09,53.26315789473684
2022-10-10,23.876588021778584
2022-10-11,18.36660617059891
2022-10-12,18.36660617059891
2022-10-13,20.2032667876588
2022-10-14,29.38656987295826
2022-10-15,47.75317604355717
2022-10-16,45.91651542649728
2022-10-17,20.2032667876588
2022-10-18,16.52994555353902
2022-10-19,18.36660617059891
2022-10-20,20.2032667876588
2022-10-21,27.549909255898367
2022-10-22,47.75317604355717
2022-10-23,47.75317604355717
2022-10-24,20.2032667876588
2022-10-25,16.52994555353902
2022-10-26,16.52994555353902
2022-10-27,20.2032667876588
2022-10-28,29.38656987295826
2022-10-29,53.26315789473684
2022-10-30,58.77313974591652
2022-10-31,23.876588021778584
2022-11-01,18.36660617059891
2022-11-02,16.52994555353902
2022-11-03,20.2032667876588
2022-11-04,25.713248638838476
2022-11-05,42.243194192377494
2022-11-06,42.243194192377494
2022-11-07,20.2032667876588
2022-11-08,16.52994555353902
2022-11-09,16.52994555353902
2022-11-10,20.2032667876588
2022-11-11,29.38656987295826
2022-11-12,42.243194192377494
2022-11-13,45.91651542649728
2022-11-14,20.2032667876588
2022-11-15,14.69328493647913
2022-11-16,16.52994555353902
2022-11-17,18.36660617059891
2022-11-18,25.713248638838476
2022-11-19,44.079854809437386
2022-11-20,44.079854809437386
2022-11-21,23.876588021778584
2022-11-22,22.039927404718693
2022-11-23,44.079854809437386
2022-11-24,168.97277676950998
2022-11-25,56.936479128856625
2022-11-26,38.56987295825771
2022-11-27,38.56987295825771
2022-11-28,18.36660617059891
2022-11-29,14.69328493647913
2022-11-30,14.69328493647913
2022-12-01,16.52994555353902
2022-12-02,22.039927404718693
2022-12-03,38.56987295825771
2022-12-04,40.4065335753176
2022-12-05,18.36660617059891
2022-12-06,16.52994555353902
2022-12-07,16.52994555353902
2022-12-08,20.2032667876588
2022-12-09,25.713248638838476
2022-12-10,44.079854809437386
2022-12-11,44.079854809437386
2022-12-12,20.2032667876588
2022-12-13,18.36660617059891
2022-12-14,18.36660617059891
2022-12-15,22.039927404718693
2022-12-16,29.38656987295826
2022-12-17,49.58983666061706
2022-12-18,49.58983666061706
2022-12-19,27.549909255898367
2022-12-20,27.549909255898367
2022-12-21,29.38656987295826
2022-12-22,36.73321234119782
2022-12-23,53.26315789473684
2022-12-24,117.54627949183303
2022-12-25,183.6660617059891
2022-12-26,62.4464609800363
2022-12-27,29.38656987295826
2022-12-28,25.713248638838476
2022-12-29,29.38656987295826
2022-12-30,38.56987295825771
2022-12-31,102.8529945553539
2023-01-01,99.17967332123412
2023-01-02,36.73321234119782
2023-01-03,16.52994555353902
2023-01-04,14.69328493647913
2023-01-05,16.52994555353902
2023-01-06,20.2032667876588
2023-01-07,33.05989110707804
2023-01-08,38.56987295825771
2023-01-09,18.36660617059891
2023-01-10,12.856624319419238
2023-01-11,14.69328493647913
2023-01-12,16.52994555353902
2023-01-13,22.039927404718693
2023-01-14,38.56987295825771
2023-01-15,42.243194192377494
2023-01-16,27.549909255898367
2023-01-17,14.69328493647913
2023-01-18,14.69328493647913
2023-01-19,14.69328493647913
2023-01-20,20.2032667876588
2023-01-21,38.56987295825771
2023-01-22,38.56987295825771
2023-01-23,18.36660617059891
2023-01-24,14.69328493647913
2023-01-25,14.69328493647913
2023-01-26,14.69328493647913
2023-01-27,22.039927404718693
2023-01-28,40.4065335753176
2023-01-29,40.4065335753176
2023-01-30,16.52994555353902
2023-01-31,16.52994555353902
2023-02-01,18.36660617059891
2023-02-02,16.52994555353902
2023-02-03,22.039927404718693
2023-02-04,38.56987295825771
2023-02-05,40.4065335753176
2023-02-06,20.2032667876588
2023-02-07,14.69328493647913
2023-02-08,14.69328493647913
2023-02-09,16.52994555353902
2023-02-10,23.876588021778584
2023-02-11,45.91651542649728
2023-02-12,53.26315789473684
2023-02-13,20.2032667876588
2023-02-14,18.36660617059891
2023-02-15,20.2032667876588
2023-02-16,16.52994555353902
2023-02-17,23.876588021778584
2023-02-18,42.243194192377494
2023-02-19,45.91651542649728
2023-02-20,27.549909255898367
2023-02-21,16.52994555353902
2023-02-22,16.52994555353902
2023-02-23,18.36660617059891
2023-02-24,25.713248638838476
2023-02-25,40.4065335753176
2023-02-26,45.91651542649728
2023-02-27,22.039927404718693
2023-02-28,14.69328493647913
2023-03-01,14.69328493647913
2023-03-02,18.36660617059891
2023-03-03,22.039927404718693
2023-03-04,44.079854809437386
2023-03-05,42.243194192377494
2023-03-06,22.039927404718693
2023-03-07,16.52994555353902
2023-03-08,16.52994555353902
2023-03-09,18.36660617059891
2023-03-10,23.876588021778584
2023-03-11,44.079854809437386
2023-03-12,44.079854809437386
2023-03-13,23.876588021778584
2023-03-14,18.36660617059891
2023-03-15,18.36660617059891
2023-03-16,23.876588021778584
2023-03-17,29.38656987295826
2023-03-18,44.079854809437386
2023-03-19,45.91651542649728
2023-03-20,22.039927404718693
2023-03-21,14.69328493647913
2023-03-22,16.52994555353902
2023-03-23,18.36660617059891
2023-03-24,27.549909255898367
2023-03-25,45.91651542649728
2023-03-26,45.91651542649728
2023-03-27,22.039927404718693
2023-03-28,16.52994555353902
2023-03-29,18.36660617059891
2023-03-30,20.2032667876588
2023-03-31,25.713248638838476
2023-04-01,42.243194192377494
2023-04-02,47.75317604355717
2023-04-03,22.039927404718693
2023-04-04,16.52994555353902
2023-04-05,18.36660617059891
2023-04-06,22.039927404718693
2023-04-07,31.22323049001815
2023-04-08,45.91651542649728
2023-04-09,66.11978221415607
2023-04-10,25.713248638838476
2023-04-11,16.52994555353902
2023-04-12,16.52994555353902
2023-04-13,20.2032667876588
2023-04-14,27.549909255898367
2023-04-15,45.91651542649728
2023-04-16,51.42649727767695
2023-04-17,20.2032667876588
2023-04-18,16.52994555353902
2023-04-19,16.52994555353902
2023-04-20,18.36660617059891
2023-04-21,27.549909255898367
2023-04-22,49.58983666061706
2023-04-23,45.91651542649728
2023-04-24,20.2032667876588
2023-04-25,16.52994555353902
2023-04-26,17.083488764916194
2023-04-27,18.803502345095836
2023-04-28,25.683556665814415
2023-04-29,47.12540289961984
2023-04-30,47.12540289961984
2023-05-01,20.523515925275483
2023-05-02,16.281805493266496
2023-05-03,18.00181907344614
2023-05-04,20.523515925275483
2023-05-05,33.365294258182686
2023-05-06,49.64709975144919
2023-05-07,43.68537573926055
2023-05-08,20.523515925275483
2023-05-09,16.281805493266496
2023-05-10,17.083488764916194
2023-05-11,19.721832653625782
2023-05-12,27.40357024599406
2023-05-13,47.927086171269536
2023-05-14,51.36711333162883
2023-05-15,23.963543085634768
2023-05-16,16.281805493266496
2023-05-17,18.00181907344614
2023-05-18,19.721832653625782
2023-05-19,29.123583826173704
2023-05-20,49.64709975144919
2023-05-21,49.64709975144919
2023-05-22,23.963543085634768
2023-05-23,18.00181907344614
2023-05-24,20.523515925275483
2023-05-25,22.243529505455125
2023-05-26,33.67069740928734
2023-05-27,56.1178290154789
2023-05-28,67.34139481857468
2023-05-29,60.92792864537709
2023-05-30,24.050498149490956
2023-05-31,17.63703197629337
2023-06-01,22.447131606191558
2023-06-02,32.06733086598794
2023-06-03,49.70436284228131
2023-06-04,48.10099629898191
2023-06-05,27.25723123608975
2023-06-06,19.240398519592766
2023-06-07,19.240398519592766
2023-06-08,20.843765062892164
2023-06-09,30.463964322688543
2023-06-10,48.10099629898191
2023-06-11,56.1178290154789
2023-06-12,27.25723123608975
2023-06-13,20.843765062892164
2023-06-14,20.843765062892164
2023-06-15,25.653864692790354
2023-06-16,33.67069740928734
2023-06-17,60.92792864537709
2023-06-18,62.53129518867649
2023-06-19,36.87743049588613
2023-06-20,22.447131606191558
2023-06-21,22.447131606191558
2023-06-22,24.050498149490956
2023-06-23,33.67069740928734
2023-06-24,48.10099629898191
2023-06-25,60.92792864537709
2023-06-26,28.86059777938915
2023-06-27,20.843765062892164
2023-06-28,22.447131606191558
2023-06-29,24.050498149490956
2023-06-30,35.27406395258674
2023-07-01,54.5144624721795
2023-07-02,59.32456210207769
2023-07-03,44.894263212383116
2023-07-04,81.77169370826925
2023-07-05,40.084163582484926
2023-07-06,24.050498149490956
2023-07-07,32.06733086598794
2023-07-08,49.70436284228131
2023-07-09,46.49762975568252
2023-07-10,25.653864692790354
2023-07-11,19.240398519592766
2023-07-12,20.843765062892164
2023-07-13,22.447131606191558
2023-07-14,30.463964322688543
2023-07-15,48.10099629898191
2023-07-16,46.49762975568252
2023-07-17,25.653864692790354
2023-07-18,20.843765062892164
2023-07-19,20.843765062892164
2023-07-20,22.447131606191558
2023-07-21,30.463964322688543
2023-07-22,48.10099629898191
2023-07-23,52.9110959288801
2023-07-24,27.25723123608975
2023-07-25,20.843765062892164
2023-07-26,19.240398519592766
2023-07-27,22.447131606191558
2023-07-28,32.06733086598794
2023-07-29,51.30772938558071
2023-07-30,48.10099629898191
2023-07-31,25.653864692790354
2023-08-01,19.240398519592766
2023-08-02,17.63703197629337
2023-08-03,22.447131606191558
2023-08-04,28.86059777938915
2023-08-05,44.894263212383116
2023-08-06,46.49762975568252
2023-08-07,24.050498149490956
2023-08-08,17.63703197629337
2023-08-09,19.240398519592766
2023-08-10,19.240398519592766
2023-08-11,28.86059777938915
2023-08-12,48.10099629898191
2023-08-13,51.30772938558071
2023-08-14,22.447131606191558
2023-08-15,17.63703197629337
2023-08-16,17.63703197629337
2023-08-17,19.240398519592766
2023-08-18,28.86059777938915
2023-08-19,46.49762975568252
2023-08-20,49.70436284228131
2023-08-21,20.843765062892164
2023-08-22,17.63703197629337
2023-08-23,17.63703197629337
2023-08-24,19.240398519592766
2023-08-25,25.653864692790354
2023-08-26,44.894263212383116
2023-08-27,43.29089666908372
2023-08-28,19.240398519592766
2023-08-29,16.03366543299397
2023-08-30,16.03366543299397
2023-08-31,17.63703197629337
2023-09-01,28.86059777938915
2023-09-02,46.49762975568252
2023-09-03,56.1178290154789
2023-09-04,48.10099629898191
2023-09-05,19.240398519592766
2023-09-06,16.03366543299397
2023-09-07,16.03366543299397
2023-09-08,22.447131606191558
2023-09-09,41.68753012578433
2023-09-10,48.10099629898191
2023-09-11,19.240398519592766
2023-09-12,16.03366543299397
2023-09-13,14.430298889694575
2023-09-14,17.63703197629337
2023-09-15,24.050498149490956
2023-09-16,43.29089666908372
2023-09-17,48.10099629898191
2023-09-18,19.240398519592766
2023-09-19,14.430298889694575
2023-09-20,16.03366543299397
2023-09-21,17.63703197629337
2023-09-22,25.653864692790354
2023-09-23,40.084163582484926
2023-09-24,43.29089666908372
2023-09-25,19.240398519592766
2023-09-26,14.430298889694575
2023-09-27,14.430298889694575
2023-09-28,17.63703197629337
2023-09-29,22.447131606191558
2023-09-30,41.68753012578433
2023-10-01,44.894263212383116
2023-10-02,17.63703197629337
2023-10-03,16.03366543299397
2023-10-04,16.03366543299397
2023-10-05,16.03366543299397
2023-10-06,25.653864692790354
2023-10-07,41.68753012578433
2023-10-08,43.29089666908372
2023-10-09,22.447131606191558
2023-10-10,16.03366543299397
2023-10-11,16.03366543299397
2023-10-12,17.63703197629337
2023-10-13,24.050498149490956
2023-10-14,41.68753012578433
2023-10-15,41.68753012578433
2023-10-16,19.240398519592766
2023-10-17,14.430298889694575
2023-10-18,14.430298889694575
2023-10-19,17.63703197629337
2023-10-20,25.653864692790354
2023-10-21,41.68753012578433
2023-10-22,43.29089666908372
2023-10-23,17.63703197629337
2023-10-24,14.430298889694575
2023-10-25,14.430298889694575
2023-10-26,17.63703197629337
2023-10-27,25.653864692790354
2023-10-28,44.894263212383116
2023-10-29,40.084163582484926
2023-10-30,17.63703197629337
2023-10-31,16.03366543299397
2023-11-01,16.03366543299397
2023-11-02,16.03366543299397
2023-11-03,20.843765062892164
2023-11-04,38.48079703918553
2023-11-05,38.48079703918553
2023-11-06,17.63703197629337
2023-11-07,14.430298889694575
2023-11-08,14.430298889694575
2023-11-09,14.430298889694575
2023-11-10,24.050498149490956
2023-11-11,40.084163582484926
2023-11-12,38.48079703918553
2023-11-13,17.63703197629337
2023-11-14,12.826932346395177
2023-11-15,14.430298889694575
2023-11-16,16.03366543299397
2023-11-17,20.843765062892164
2023-11-18,38.48079703918553
2023-11-19,41.68753012578433
2023-11-20,20.843765062892164
2023-11-21,20.843765062892164
2023-11-22,40.084163582484926
2023-11-23,160.3366543299397
2023-11-24,51.30772938558071
2023-11-25,35.27406395258674
2023-11-26,32.06733086598794
2023-11-27,16.03366543299397
2023-11-28,12.826932346395177
2023-11-29,12.826932346395177
2023-11-30,14.430298889694575
2023-12-01,19.240398519592766
2023-12-02,33.67069740928734
2023-12-03,33.67069740928734
2023-12-04,19.240398519592766
2023-12-05,12.826932346395177
2023-12-06,14.430298889694575
2023-12-07,16.03366543299397
2023-12-08,22.447131606191558
2023-12-09,43.29089666908372
2023-12-10,41.68753012578433
2023-12-11,19.240398519592766
2023-12-12,16.03366543299397
2023-12-13,17.63703197629337
2023-12-14,17.63703197629337
2023-12-15,24.050498149490956
2023-12-16,40.084163582484926
2023-12-17,41.68753012578433
2023-12-18,20.843765062892164
2023-12-19,19.240398519592766
2023-12-20,20.843765062892164
2023-12-21,25.653864692790354
2023-12-22,35.21015159470825
2023-12-23,61.64207977471495
2023-12-24,110.86987873107626
2023-12-25,113.60699492717661
2023-12-26,32.47303539860789
2023-12-27,22.561062331105383
2023-12-28,22.561062331105383
2023-12-29,27.2336114516564
2023-12-30,43.18669173776011
2023-12-31,96.28535654302271
2024-01-01,69.05174509136633
2024-01-02,17.321638384153886
2024-01-03,14.017647361653049
2024-01-04,14.017647361653049
2024-01-05,15.953080286103708
2024-01-06,28.60216954970658
2024-01-07,29.16904437610706
2024-01-08,15.953080286103708
2024-01-09,11.280531165552691
2024-01-10,11.280531165552691
2024-01-11,14.017647361653049
2024-01-12,18.690196482204065
2024-01-13,31.10447730055772
2024-01-14,35.21015159470825
2024-01-15,25.86505335360622
2024-01-16,15.953080286103708
2024-01-17,13.21596409000335
2024-01-18,13.21596409000335
2024-01-19,19.257071308604544
2024-01-20,28.60216954970658
2024-01-21,28.34374132002401
2024-01-22,14.738745486412483
2024-01-23,11.337496528009602
2024-01-24,11.337496528009602
2024-01-25,11.337496528009602
2024-01-26,17.006244792014403
2024-01-27,29.477490972824967
2024-01-28,29.477490972824967
2024-01-29,14.738745486412483
2024-01-30,10.203746875208642
2024-01-31,10.203746875208642
2024-02-01,13.604995833611524
2024-02-02,17.006244792014403
2024-02-03,30.61124062562593
2024-02-04,31.74499027842689
2024-02-05,13.604995833611524
2024-02-06,10.203746875208642
2024-02-07,11.337496528009602
2024-02-08,12.471246180810564
2024-02-09,18.139994444815365
2024-02-10,34.012489584028806
2024-02-11,43.08248680643649
2024-02-12,14.738745486412483
2024-02-13,13.604995833611524
2024-02-14,17.006244792014403
2024-02-15,17.006244792014403
2024-02-16,18.139994444815365
2024-02-17,31.74499027842689
2024-02-18,32.87873993122785
2024-02-19,20.407493750417284
2024-02-20,12.471246180810564
2024-02-21,11.337496528009602
2024-02-22,14.738745486412483
2024-02-23,20.407493750417284
2024-02-24,32.87873993122785
2024-02-25,34.012489584028806
2024-02-26,14.738745486412483
2024-02-27,11.337496528009602
2024-02-28,11.337496528009602
2024-02-29,13.604995833611524
2024-03-01,18.139994444815365
2024-03-02,31.74499027842689
2024-03-03,35.14623923682977
2024-03-04,15.872495139213445
2024-03-05,12.471246180810564
2024-03-06,13.604995833611524
2024-03-07,14.738745486412483
2024-03-08,19.273744097616326
2024-03-09,32.87873993122785
2024-03-10,36.27998888963073
2024-03-11,18.139994444815365
2024-03-12,13.604995833611524
2024-03-13,14.738745486412483
2024-03-14,15.872495139213445
2024-03-15,20.407493750417284
2024-03-16,39.68123784803361
2024-03-17,39.68123784803361
2024-03-18,17.006244792014403
2024-03-19,11.337496528009602
2024-03-20,13.604995833611524
2024-03-21,14.738745486412483
2024-03-22,20.407493750417284
2024-03-23,32.87873993122785
2024-03-24,37.41373854243169
2024-03-25,15.872495139213445
2024-03-26,14.738745486412483
2024-03-27,14.738745486412483
2024-03-28,17.006244792014403
2024-03-29,23.808742708820166
2024-03-30,38.54748819523265
2024-03-31,51.01873437604321
2024-04-01,18.139994444815365
2024-04-02,13.604995833611524
2024-04-03,13.604995833611524
2024-04-04,15.872495139213445
2024-04-05,21.541243403218246
2024-04-06,35.14623923682977
2024-04-07,37.41373854243169
2024-04-08,15.872495139213445
2024-04-09,12.471246180810564
2024-04-10,12.471246180810564
2024-04-11,14.738745486412483
2024-04-12,21.541243403218246
2024-04-13,35.14623923682977
2024-04-14,36.27998888963073
2024-04-15,17.006244792014403
2024-04-16,12.471246180810564
2024-04-17,13.604995833611524
2024-04-18,14.738745486412483
2024-04-19,21.541243403218246
2024-04-20,36.27998888963073
2024-04-21,38.54748819523265
2024-04-22,15.872495139213445
2024-04-23,11.337496528009602
2024-04-24,13.604995833611524
2024-04-25,15.872495139213445
2024-04-26,21.541243403218246
2024-04-27,36.27998888963073
2024-04-28,37.41373854243169
2024-04-29,17.006244792014403
2024-04-30,13.604995833611524
2024-05-01,13.604995833611524
2024-05-02,15.872495139213445
2024-05-03,22.674993056019204
2024-05-04,38.54748819523265
2024-05-05,43.08248680643649
2024-05-06,18.139994444815365
2024-05-07,12.471246180810564
2024-05-08,13.604995833611524
2024-05-09,15.872495139213445
2024-05-10,22.674993056019204
2024-05-11,39.68123784803361
2024-05-12,46.48373576483937
2024-05-13,17.006244792014403
2024-05-14,12.471246180810564
2024-05-15,13.604995833611524
2024-05-16,15.872495139213445
2024-05-17,23.808742708820166
2024-05-18,39.68123784803361
2024-05-19,43.08248680643649
2024-05-20,18.139994444815365
2024-05-21,14.738745486412483
2024-05-22,14.738745486412483
2024-05-23,17.006244792014403
2024-05-24,24.942492361621127
2024-05-25,47.61748541764033
2024-05-26,54.419983334446094
2024-05-27,56.68748264004802
2024-05-28,17.006244792014403
2024-05-29,13.604995833611524
2024-05-30,15.872495139213445
2024-05-31,23.808742708820166
2024-06-01,37.41373854243169
2024-06-02,41.948737153635534
2024-06-03,18.139994444815365
2024-06-04,14.738745486412483
2024-06-05,15.872495139213445
2024-06-06,17.006244792014403
2024-06-07,24.942492361621127
2024-06-08,43.08248680643649
2024-06-09,43.08248680643649
2024-06-10,21.541243403218246
2024-06-11,15.872495139213445
2024-06-12,17.006244792014403
2024-06-13,19.273744097616326
2024-06-14,26.076242014422085
2024-06-15,43.08248680643649
2024-06-16,52.15248402884417
2024-06-17,22.674993056019204
2024-06-18,15.872495139213445
2024-06-19,20.407493750417284
2024-06-20,20.407493750417284
2024-06-21,26.076242014422085
2024-06-22,41.948737153635534
2024-06-23,44.21623645923745
2024-06-24,21.541243403218246
2024-06-25,17.006244792014403
2024-06-26,17.006244792014403
2024-06-27,18.139994444815365
2024-06-28,26.076242014422085
2024-06-29,38.54748819523265
2024-06-30,41.948737153635534
2024-07-01,22.674993056019204
2024-07-02,18.139994444815365
2024-07-03,30.61124062562593
2024-07-04,78.22872604326626
2024-07-05,40.81498750083457
2024-07-06,37.41373854243169
2024-07-07,40.81498750083457
2024-07-08,20.407493750417284
2024-07-09,15.872495139213445
2024-07-10,15.872495139213445
2024-07-11,18.139994444815365
2024-07-12,26.076242014422085
2024-07-13,39.68123784803361
2024-07-14,38.54748819523265
2024-07-15,20.407493750417284
2024-07-16,17.006244792014403
2024-07-17,15.872495139213445
2024-07-18,18.139994444815365
2024-07-19,23.808742708820166
2024-07-20,41.948737153635534
2024-07-21,41.948737153635534
2024-07-22,20.407493750417284
2024-07-23,15.872495139213445
2024-07-24,17.006244792014403
2024-07-25,18.139994444815365
2024-07-26,26.076242014422085
2024-07-27,38.54748819523265
2024-07-28,40.81498750083457
2024-07-29,19.273744097616326
2024-07-30,15.872495139213445
2024-07-31,14.738745486412483
2024-08-01,18.139994444815365
2024-08-02,22.674993056019204
2024-08-03,37.41373854243169
2024-08-04,38.54748819523265
2024-08-05,20.407493750417284
2024-08-06,15.872495139213445
2024-08-07,14.738745486412483
2024-08-08,15.872495139213445
2024-08-09,22.674993056019204
2024-08-10,36.27998888963073
2024-08-11,39.68123784803361
2024-08-12,18.139994444815365
2024-08-13,14.738745486412483
2024-08-14,15.872495139213445
2024-08-15,15.872495139213445
2024-08-16,22.674993056019204
2024-08-17,38.54748819523265
2024-08-18,38.64586476539034
2024-08-19,18.06419610387419
2024-08-20,12.462376162189788
2024-08-21,14.287987267411246
2024-08-22,15.54672354623223
2024-08-23,22.40727976673761
2024-08-24,37.38712848656936
2024-08-25,39.90460104421132
2024-08-26,16.23858499865273
2024-08-27,12.462376162189788
2024-08-28,13.721112441010767
2024-08-29,15.54672354623223
2024-08-30,23.666016045558592
2024-08-31,41.1633373230323
2024-09-01,48.59076836993816
2024-09-02,44.24768470707474
2024-09-03,14.979848719831747
2024-09-04,12.462376162189788
2024-09-05,13.721112441010767
2024-09-06,19.32293238269517
2024-09-07,33.04404482370594
2024-09-08,34.8696559289274
2024-09-09,14.979848719831747
2024-09-10,11.203639883368805
2024-09-11,11.895501335789305
2024-09-12,13.721112441010767
2024-09-13,19.32293238269517
2024-09-14,37.38712848656936
2024-09-15,34.30278110252692
2024-09-16,14.287987267411246
2024-09-17,11.069783238728009
2024-09-18,11.069783238728009
2024-09-19,13.837229048410011
2024-09-20,20.755843572615017
2024-09-21,35.97679552586603
