Time,english_to_spanish
2022-04-23,58.0
2022-04-24,55.0
2022-04-25,97.0
2022-04-26,94.0
2022-04-27,90.0
2022-04-28,95.0
2022-04-29,92.0
2022-04-30,59.0
2022-05-01,58.0
2022-05-02,89.0
2022-05-03,91.0
2022-05-04,92.0
2022-05-05,97.0
2022-05-06,90.0
2022-05-07,59.0
2022-05-08,63.0
2022-05-09,92.0
2022-05-10,94.0
2022-05-11,93.0
2022-05-12,100.0
2022-05-13,91.0
2022-05-14,62.0
2022-05-15,60.0
2022-05-16,89.0
2022-05-17,95.0
2022-05-18,88.0
2022-05-19,91.0
2022-05-20,86.0
2022-05-21,61.0
2022-05-22,62.0
2022-05-23,88.0
2022-05-24,91.0
2022-05-25,85.0
2022-05-26,87.0
2022-05-27,81.0
2022-05-28,59.0
2022-05-29,59.0
2022-05-30,60.0
2022-05-31,81.0
2022-06-01,81.0
2022-06-02,83.0
2022-06-03,79.0
2022-06-04,64.0
2022-06-05,59.0
2022-06-06,77.0
2022-06-07,81.0
2022-06-08,80.0
2022-06-09,75.0
2022-06-10,73.0
2022-06-11,59.0
2022-06-12,57.0
2022-06-13,70.0
2022-06-14,73.0
2022-06-15,73.0
2022-06-16,74.0
2022-06-17,67.0
2022-06-18,60.0
2022-06-19,63.0
2022-06-20,66.0
2022-06-21,68.0
2022-06-22,69.0
2022-06-23,69.0
2022-06-24,66.0
2022-06-25,61.0
2022-06-26,55.0
2022-06-27,67.0
2022-06-28,69.0
2022-06-29,68.0
2022-06-30,70.0
2022-07-01,64.0
2022-07-02,57.0
2022-07-03,57.0
2022-07-04,56.0
2022-07-05,66.0
2022-07-06,66.0
2022-07-07,67.0
2022-07-08,65.0
2022-07-09,58.0
2022-07-10,56.0
2022-07-11,68.0
2022-07-12,68.0
2022-07-13,66.0
2022-07-14,69.0
2022-07-15,66.0
2022-07-16,57.0
2022-07-17,57.0
2022-07-18,67.0
2022-07-19,66.0
2022-07-20,64.0
2022-07-21,70.0
2022-07-22,65.0
2022-07-23,55.0
2022-07-24,56.0
2022-07-25,66.0
2022-07-26,68.0
2022-07-27,62.0
2022-07-28,67.0
2022-07-29,67.0
2022-07-30,55.0
2022-07-31,55.0
2022-08-01,61.0
2022-08-02,66.0
2022-08-03,67.0
2022-08-04,67.0
2022-08-05,65.0
2022-08-06,57.0
2022-08-07,54.0
2022-08-08,66.0
2022-08-09,71.0
2022-08-10,66.0
2022-08-11,75.0
2022-08-12,69.0
2022-08-13,56.0
2022-08-14,55.0
2022-08-15,72.0
2022-08-16,73.0
2022-08-17,76.0
2022-08-18,77.0
2022-08-19,75.0
2022-08-20,58.0
2022-08-21,56.0
2022-08-22,74.0
2022-08-23,81.0
2022-08-24,84.0
2022-08-25,84.0
2022-08-26,78.0
2022-08-27,57.0
2022-08-28,56.0
2022-08-29,81.08088694565896
2022-08-30,83.69269206745784
2022-08-31,85.80449718925672
2022-09-01,85.30449718925672
2022-09-02,81.08088694565896
2022-09-03,62.130543410368524
2022-09-04,55.7951280449719
2022-09-05,58.96283572767021
2022-09-06,81.08088694565896
2022-09-07,88.97220487195503
2022-09-08,92.13991255465334
2022-09-09,90.02810743285447
2022-09-10,58.96283572767021
2022-09-11,57.90693316677077
2022-09-12,88.97220487195503
2022-09-13,94.25171767645222
2022-09-14,97.91942535915054
2022-09-15,97.91942535915054
2022-09-16,92.63991255465334
2022-09-17,60.01873828856965
2022-09-18,57.90693316677077
2022-09-19,93.19581511555279
2022-09-20,95.80762023735166
2022-09-21,90.02810743285447
2022-09-22,95.80762023735166
2022-09-23,90.02810743285447
2022-09-24,62.130543410368524
2022-09-25,58.96283572767021
2022-09-26,84.24859462835728
2022-09-27,90.02810743285447
2022-09-28,96.7270455965022
2022-09-29,93.39163023110557
2022-09-30,90.05621486570894
2022-10-01,57.81386633354154
2022-10-02,57.81386633354154
2022-10-03,87.83260462211119
2022-10-04,96.7270455965022
2022-10-05,91.16801998750782
2022-10-06,102.28607120549657
2022-10-07,93.39163023110557
2022-10-08,62.26108682073705
2022-10-09,58.92567145534042
2022-10-10,84.49718925671456
2022-10-11,94.50343535290445
2022-10-12,90.05621486570894
2022-10-13,95.61524047470331
2022-10-14,91.16801998750782
2022-10-15,57.81386633354154
2022-10-16,62.26108682073705
2022-10-17,92.27982510930669
2022-10-18,95.61524047470331
2022-10-19,98.95065584009994
2022-10-20,97.83885071830107
2022-10-21,93.39163023110557
2022-10-22,60.037476577139294
2022-10-23,60.037476577139294
2022-10-24,88.94440974391006
2022-10-25,97.83885071830107
2022-10-26,100.06246096189882
2022-10-27,97.83885071830107
2022-10-28,90.05621486570894
2022-10-29,62.26108682073705
2022-10-30,57.81386633354154
2022-10-31,93.39163023110557
2022-11-01,88.94440974391006
2022-11-02,94.50343535290445
2022-11-03,96.7270455965022
2022-11-04,91.16801998750782
2022-11-05,58.92567145534042
2022-11-06,56.70206121174267
2022-11-07,93.39163023110557
2022-11-08,83.38538413491568
2022-11-09,90.05621486570894
2022-11-10,92.27982510930669
2022-11-11,76.71455340412243
2022-11-12,58.92567145534042
2022-11-13,57.81386633354154
2022-11-14,101.1742660836977
2022-11-15,95.61524047470331
2022-11-16,100.06246096189882
2022-11-17,111.18051217988759
2022-11-18,95.61524047470331
2022-11-19,60.037476577139294
2022-11-20,62.26108682073705
2022-11-21,78.93816364772019
2022-11-22,81.16177389131794
2022-11-23,75.60274828232356
2022-11-24,60.037476577139294
2022-11-25,60.037476577139294
2022-11-26,55.59025608994379
2022-11-27,56.70206121174267
2022-11-28,84.49718925671456
2022-11-29,96.7270455965022
2022-11-30,95.61524047470331
2022-12-01,102.28607120549657
2022-12-02,91.16801998750782
2022-12-03,58.92567145534042
2022-12-04,60.037476577139294
2022-12-05,91.16801998750782
2022-12-06,96.7270455965022
2022-12-07,96.7270455965022
2022-12-08,97.83885071830107
2022-12-09,91.16801998750782
2022-12-10,62.26108682073705
2022-12-11,58.92567145534042
2022-12-12,96.7270455965022
2022-12-13,91.16801998750782
2022-12-14,92.27982510930669
2022-12-15,95.61524047470331
2022-12-16,86.72079950031231
2022-12-17,65.59650218613368
2022-12-18,62.26108682073705
2022-12-19,82.27357901311682
2022-12-20,81.16177389131794
2022-12-21,82.27357901311682
2022-12-22,73.3791380387258
2022-12-23,70.04372267332917
2022-12-24,58.92567145534042
2022-12-25,61.14928169893817
2022-12-26,55.59025608994379
2022-12-27,64.4846970643348
2022-12-28,64.4846970643348
2022-12-29,67.82011242973142
2022-12-30,64.4846970643348
2022-12-31,56.70206121174267
2023-01-01,58.92567145534042
2023-01-02,56.70206121174267
2023-01-03,71.15552779512805
2023-01-04,82.27357901311682
2023-01-05,83.38538413491568
2023-01-06,82.27357901311682
2023-01-07,60.037476577139294
2023-01-08,60.037476577139294
2023-01-09,91.16801998750782
2023-01-10,93.39163023110557
2023-01-11,97.83885071830107
2023-01-12,94.50343535290445
2023-01-13,97.83885071830107
2023-01-14,62.26108682073705
2023-01-15,55.59025608994379
2023-01-16,67.82011242973142
2023-01-17,93.39163023110557
2023-01-18,97.83885071830107
2023-01-19,101.1742660836977
2023-01-20,97.83885071830107
2023-01-21,63.37289194253592
2023-01-22,62.26108682073705
2023-01-23,97.83885071830107
2023-01-24,103.39787632729545
2023-01-25,98.95065584009994
2023-01-26,98.95065584009994
2023-01-27,96.7270455965022
2023-01-28,65.59650218613368
2023-01-29,60.037476577139294
2023-01-30,94.50343535290445
2023-01-31,97.83885071830107
2023-02-01,96.7270455965022
2023-02-02,96.7270455965022
2023-02-03,98.95065584009994
2023-02-04,65.59650218613368
2023-02-05,65.59650218613368
2023-02-06,101.1742660836977
2023-02-07,104.50968144909433
2023-02-08,102.28607120549657
2023-02-09,102.28607120549657
2023-02-10,103.39787632729545
2023-02-11,65.59650218613368
2023-02-12,61.14928169893817
2023-02-13,90.05621486570894
2023-02-14,101.1742660836977
2023-02-15,103.39787632729545
2023-02-16,101.1742660836977
2023-02-17,92.27982510930669
2023-02-18,64.4846970643348
2023-02-19,62.26108682073705
2023-02-20,73.3791380387258
2023-02-21,96.7270455965022
2023-02-22,98.95065584009994
2023-02-23,92.27982510930669
2023-02-24,95.61524047470331
2023-02-25,66.70830730793254
2023-02-26,63.37289194253592
2023-02-27,101.1742660836977
2023-02-28,98.95065584009994
2023-03-01,102.28607120549657
2023-03-02,103.39787632729545
2023-03-03,95.61524047470331
2023-03-04,67.82011242973142
2023-03-05,61.14928169893817
2023-03-06,100.06246096189882
2023-03-07,102.28607120549657
2023-03-08,103.39787632729545
2023-03-09,96.7270455965022
2023-03-10,97.83885071830107
2023-03-11,63.37289194253592
2023-03-12,64.4846970643348
2023-03-13,85.60899437851344
2023-03-14,94.50343535290445
2023-03-15,95.61524047470331
2023-03-16,110.0687070580887
2023-03-17,90.05621486570894
2023-03-18,65.59650218613368
2023-03-19,62.26108682073705
2023-03-20,96.7270455965022
2023-03-21,100.06246096189882
2023-03-22,100.06246096189882
2023-03-23,100.06246096189882
2023-03-24,97.83885071830107
2023-03-25,65.59650218613368
2023-03-26,67.82011242973142
2023-03-27,98.95065584009994
2023-03-28,100.06246096189882
2023-03-29,103.39787632729545
2023-03-30,98.95065584009994
2023-03-31,90.05621486570894
2023-04-01,66.70830730793254
2023-04-02,65.59650218613368
2023-04-03,92.27982510930669
2023-04-04,92.27982510930669
2023-04-05,95.61524047470331
2023-04-06,88.94440974391006
2023-04-07,78.93816364772019
2023-04-08,64.4846970643348
2023-04-09,65.59650218613368
2023-04-10,91.16801998750782
2023-04-11,98.95065584009994
2023-04-12,98.95065584009994
2023-04-13,100.06246096189882
2023-04-14,95.61524047470331
2023-04-15,66.70830730793254
2023-04-16,67.82011242973142
2023-04-17,100.06246096189882
2023-04-18,101.1742660836977
2023-04-19,105.6214865708932
2023-04-20,101.1742660836977
2023-04-21,94.50343535290445
2023-04-22,68.9319175515303
2023-04-23,66.70830730793254
2023-04-24,101.1742660836977
2023-04-25,98.95065584009994
2023-04-26,104.49200144544142
2023-04-27,102.29192214195724
2023-04-28,96.79172388324682
2023-04-29,68.19069293795258
2023-04-30,66.54651619536783
2023-05-01,100.09184283847307
2023-05-02,100.09184283847307
2023-05-03,102.29192214195724
2023-05-04,105.59204109718351
2023-05-05,103.39196179369932
2023-05-06,72.04671445407827
2023-05-07,66.54651619536783
2023-05-08,96.79172388324682
2023-05-09,98.99180318673098
2023-05-10,108.89216005240976
2023-05-11,104.49200144544142
2023-05-12,99.54770574763043
2023-05-13,68.746595498852
2023-05-14,78.09104980363134
2023-05-15,101.19188249021516
2023-05-16,105.59204109718351
2023-05-17,101.19188249021516
2023-05-18,105.59204109718351
2023-05-19,97.34762644414624
2023-05-20,68.746595498852
2023-05-21,68.19069293795258
2023-05-22,98.99180318673098
2023-05-23,95.69168423150472
2023-05-24,96.79172388324682
2023-05-25,96.24758679240416
2023-05-26,90.32675707987966
2023-05-27,71.82609599122961
2023-05-28,66.38472508280312
2023-05-29,67.47299926448841
2023-05-30,90.32675707987966
2023-05-31,90.32675707987966
2023-06-01,90.32675707987966
2023-06-02,88.15020871650906
2023-06-03,70.7378218095443
2023-06-04,68.56127344617371
2023-06-05,87.06193453482376
2023-06-06,85.97366035313846
2023-06-07,82.70883780808258
2023-06-08,82.70883780808258
2023-06-09,81.62056362639727
2023-06-10,67.47299926448841
2023-06-11,62.03162835606193
2023-06-12,78.35574108134138
2023-06-13,81.62056362639727
2023-06-14,79.44401526302669
2023-06-15,81.62056362639727
2023-06-16,80.53228944471198
2023-06-17,66.38472508280312
2023-06-18,70.7378218095443
2023-06-19,72.9143701729149
2023-06-20,75.09091853628549
2023-06-21,75.09091853628549
2023-06-22,76.17919271797079
2023-06-23,74.00264435460019
2023-06-24,66.38472508280312
2023-06-25,64.20817671943253
2023-06-26,78.35574108134138
2023-06-27,78.35574108134138
2023-06-28,77.26746689965609
2023-06-29,77.26746689965609
2023-06-30,76.17919271797079
2023-07-01,65.29645090111782
2023-07-02,64.20817671943253
2023-07-03,71.82609599122961
2023-07-04,65.29645090111782
2023-07-05,75.09091853628549
2023-07-06,79.44401526302669
2023-07-07,78.35574108134138
2023-07-08,66.38472508280312
2023-07-09,65.29645090111782
2023-07-10,71.82609599122961
2023-07-11,77.26746689965609
2023-07-12,72.9143701729149
2023-07-13,78.35574108134138
2023-07-14,75.09091853628549
2023-07-15,64.20817671943253
2023-07-16,59.85507999269134
2023-07-17,75.09091853628549
2023-07-18,76.17919271797079
2023-07-19,77.26746689965609
2023-07-20,75.09091853628549
2023-07-21,72.9143701729149
2023-07-22,64.20817671943253
2023-07-23,57.67853162932074
2023-07-24,71.82609599122961
2023-07-25,75.09091853628549
2023-07-26,76.17919271797079
2023-07-27,80.53228944471198
2023-07-28,69.64954762785901
2023-07-29,62.03162835606193
2023-07-30,59.85507999269134
2023-07-31,69.64954762785901
2023-08-01,74.00264435460019
2023-08-02,75.09091853628549
2023-08-03,72.9143701729149
2023-08-04,71.82609599122961
2023-08-05,62.03162835606193
2023-08-06,58.76680581100604
2023-08-07,71.82609599122961
2023-08-08,75.09091853628549
2023-08-09,77.26746689965609
2023-08-10,77.26746689965609
2023-08-11,80.53228944471198
2023-08-12,64.20817671943253
2023-08-13,60.94335417437663
2023-08-14,76.17919271797079
2023-08-15,77.26746689965609
2023-08-16,81.62056362639727
2023-08-17,82.70883780808258
2023-08-18,80.53228944471198
2023-08-19,66.38472508280312
2023-08-20,63.11990253774722
2023-08-21,87.06193453482376
2023-08-22,87.06193453482376
2023-08-23,92.50330544325024
2023-08-24,88.15020871650906
2023-08-25,85.97366035313846
2023-08-26,59.85507999269134
2023-08-27,63.11990253774722
2023-08-28,85.97366035313846
2023-08-29,90.32675707987966
2023-08-30,90.32675707987966
2023-08-31,91.41503126156495
2023-09-01,90.32675707987966
2023-09-02,62.03162835606193
2023-09-03,59.85507999269134
2023-09-04,62.03162835606193
2023-09-05,89.23848289819435
2023-09-06,92.50330544325024
2023-09-07,96.85640216999143
2023-09-08,95.76812798830613
2023-09-09,62.03162835606193
2023-09-10,63.11990253774722
2023-09-11,96.85640216999143
2023-09-12,96.85640216999143
2023-09-13,101.20949889673263
2023-09-14,101.20949889673263
2023-09-15,96.85640216999143
2023-09-16,66.38472508280312
2023-09-17,64.20817671943253
2023-09-18,96.85640216999143
2023-09-19,105.56259562347381
2023-09-20,101.20949889673263
2023-09-21,104.4743214417885
2023-09-22,95.76812798830613
2023-09-23,65.29645090111782
2023-09-24,65.29645090111782
2023-09-25,89.23848289819435
2023-09-26,102.29777307841792
2023-09-27,102.29777307841792
2023-09-28,102.29777307841792
2023-09-29,97.94467635167673
2023-09-30,67.47299926448841
2023-10-01,65.29645090111782
2023-10-02,96.85640216999143
2023-10-03,101.20949889673263
2023-10-04,105.56259562347381
2023-10-05,102.29777307841792
2023-10-06,93.59157962493555
2023-10-07,66.38472508280312
2023-10-08,65.29645090111782
2023-10-09,85.97366035313846
2023-10-10,99.03295053336203
2023-10-11,101.20949889673263
2023-10-12,101.20949889673263
2023-10-13,89.23848289819435
2023-10-14,67.47299926448841
2023-10-15,65.29645090111782
2023-10-16,94.67985380662084
2023-10-17,101.20949889673263
2023-10-18,97.94467635167673
2023-10-19,102.29777307841792
2023-10-20,100.12122471504732
2023-10-21,66.38472508280312
2023-10-22,64.20817671943253
2023-10-23,97.94467635167673
2023-10-24,102.29777307841792
2023-10-25,102.29777307841792
2023-10-26,101.20949889673263
2023-10-27,96.85640216999143
2023-10-28,64.20817671943253
2023-10-29,59.85507999269134
2023-10-30,99.03295053336203
2023-10-31,91.41503126156495
2023-11-01,102.29777307841792
2023-11-02,95.76812798830613
2023-11-03,94.67985380662084
2023-11-04,64.20817671943253
2023-11-05,64.20817671943253
2023-11-06,96.85640216999143
2023-11-07,100.12122471504732
2023-11-08,106.6508698051591
2023-11-09,101.20949889673263
2023-11-10,84.88538617145316
2023-11-11,65.29645090111782
2023-11-12,64.20817671943253
2023-11-13,105.56259562347381
2023-11-14,100.12122471504732
2023-11-15,107.7391439868444
2023-11-16,102.29777307841792
2023-11-17,100.12122471504732
2023-11-18,66.38472508280312
2023-11-19,63.11990253774722
2023-11-20,82.70883780808258
2023-11-21,83.79711198976787
2023-11-22,75.09091853628549
2023-11-23,66.38472508280312
2023-11-24,60.94335417437663
2023-11-25,58.76680581100604
2023-11-26,63.11990253774722
2023-11-27,89.23848289819435
2023-11-28,100.12122471504732
2023-11-29,101.20949889673263
2023-11-30,101.20949889673263
2023-12-01,93.59157962493555
2023-12-02,65.29645090111782
2023-12-03,63.11990253774722
2023-12-04,95.76812798830613
2023-12-05,97.94467635167673
2023-12-06,103.38604726010321
2023-12-07,101.20949889673263
2023-12-08,99.03295053336203
2023-12-09,64.20817671943253
2023-12-10,65.29645090111782
2023-12-11,102.29777307841792
2023-12-12,96.85640216999143
2023-12-13,101.20949889673263
2023-12-14,99.03295053336203
2023-12-15,94.67985380662084
2023-12-16,65.29645090111782
2023-12-17,64.20817671943253
2023-12-18,83.79711198976787
2023-12-19,90.32675707987966
2023-12-20,89.23848289819435
2023-12-21,83.79711198976787
2023-12-22,75.51873793177631
2023-12-23,66.35212700823651
2023-12-24,64.19418300504041
2023-12-25,65.27315500663846
2023-12-26,65.27315500663846
2023-12-27,66.88696191899191
2023-12-28,66.35212700823651
2023-12-29,70.12387792378607
2023-12-30,60.957267000246254
2023-12-31,60.957267000246254
2024-01-01,64.19418300504041
2024-01-02,69.58904301303066
2024-01-03,80.91359793976657
2024-01-04,83.07154194296268
2024-01-05,86.85259503859947
2024-01-06,63.115211003442354
2024-01-07,62.03623900184431
2024-01-08,84.69465103540338
2024-01-09,90.08951104339363
2024-01-10,99.25612196693345
2024-01-11,98.17714996533539
2024-01-12,94.94023396054124
2024-01-13,62.03623900184431
2024-01-14,63.115211003442354
2024-01-15,65.80798991739385
2024-01-16,85.77362303700143
2024-01-17,101.41406597012954
2024-01-18,100.33509396853148
2024-01-19,91.16848304499169
2024-01-20,66.35212700823651
2024-01-21,59.90151000460507
2024-01-22,95.20061411446164
2024-01-23,97.33995375748324
2024-01-24,103.75797268654807
2024-01-25,101.61863304352647
2024-01-26,90.92193482841842
2024-01-27,62.040849647626686
2024-01-28,59.90151000460507
2024-01-29,91.99160464992923
2024-01-30,100.54896322201566
2024-01-31,100.54896322201566
2024-02-01,100.54896322201566
2024-02-02,96.27028393597244
2024-02-03,63.11051946913749
2024-02-04,63.11051946913749
2024-02-05,93.06127447144003
2024-02-06,95.20061411446164
2024-02-07,100.54896322201566
2024-02-08,106.96698215108049
2024-02-09,91.99160464992923
2024-02-10,65.2498591121591
2024-02-11,55.62283071856186
2024-02-12,83.43424607784279
2024-02-13,93.06127447144003
2024-02-14,98.40962357899406
2024-02-15,97.33995375748324
2024-02-16,89.85226500690761
2024-02-17,62.040849647626686
2024-02-18,62.040849647626686
2024-02-19,74.87688750575634
2024-02-20,90.92193482841842
2024-02-21,98.40962357899406
2024-02-22,96.27028393597244
2024-02-23,95.20061411446164
2024-02-24,59.90151000460507
2024-02-25,60.97117982611588
2024-02-26,97.33995375748324
2024-02-27,99.47929340050486
2024-02-28,97.33995375748324
2024-02-29,95.20061411446164
2024-03-01,97.33995375748324
2024-03-02,62.040849647626686
2024-03-03,63.11051946913749
2024-03-04,98.40962357899406
2024-03-05,96.27028393597244
2024-03-06,96.27028393597244
2024-03-07,98.40962357899406
2024-03-08,91.99160464992923
2024-03-09,59.90151000460507
2024-03-10,57.762170361583465
2024-03-11,89.85226500690761
2024-03-12,89.85226500690761
2024-03-13,88.78259518539681
2024-03-14,91.99160464992923
2024-03-15,84.50391589935359
2024-03-16,63.11051946913749
2024-03-17,58.83184018309427
2024-03-18,96.27028393597244
2024-03-19,97.33995375748324
2024-03-20,101.61863304352647
2024-03-21,98.40962357899406
2024-03-22,89.85226500690761
2024-03-23,60.97117982611588
2024-03-24,59.90151000460507
2024-03-25,91.99160464992923
2024-03-26,89.85226500690761
2024-03-27,91.99160464992923
2024-03-28,83.43424607784279
2024-03-29,72.73754786273473
2024-03-30,60.97117982611588
2024-03-31,57.762170361583465
2024-04-01,78.08589697028876
2024-04-02,85.5735857208644
2024-04-03,90.92193482841842
2024-04-04,91.99160464992923
2024-04-05,88.78259518539681
2024-04-06,59.90151000460507
2024-04-07,58.83184018309427
2024-04-08,83.43424607784279
2024-04-09,97.33995375748324
2024-04-10,90.92193482841842
2024-04-11,93.06127447144003
2024-04-12,91.99160464992923
2024-04-13,60.97117982611588
2024-04-14,62.040849647626686
2024-04-15,94.13094429295083
2024-04-16,93.06127447144003
2024-04-17,94.13094429295083
2024-04-18,100.54896322201566
2024-04-19,90.92193482841842
2024-04-20,60.97117982611588
2024-04-21,65.2498591121591
2024-04-22,95.20061411446164
2024-04-23,94.13094429295083
2024-04-24,94.13094429295083
2024-04-25,97.33995375748324
2024-04-26,93.06127447144003
2024-04-27,60.97117982611588
2024-04-28,59.90151000460507
2024-04-29,96.27028393597244
2024-04-30,90.92193482841842
2024-05-01,95.20061411446164
2024-05-02,95.20061411446164
2024-05-03,93.06127447144003
2024-05-04,60.97117982611588
2024-05-05,63.11051946913749
2024-05-06,97.33995375748324
2024-05-07,91.99160464992923
2024-05-08,93.06127447144003
2024-05-09,98.40962357899406
2024-05-10,99.47929340050486
2024-05-11,67.38919875518071
2024-05-12,71.66787804122393
2024-05-13,93.06127447144003
2024-05-14,99.47929340050486
2024-05-15,98.40962357899406
2024-05-16,96.27028393597244
2024-05-17,94.13094429295083
2024-05-18,64.1801892906483
2024-05-19,58.83184018309427
2024-05-20,89.85226500690761
2024-05-21,93.06127447144003
2024-05-22,90.92193482841842
2024-05-23,91.99160464992923
2024-05-24,84.50391589935359
2024-05-25,67.38919875518071
2024-05-26,57.762170361583465
2024-05-27,60.97117982611588
2024-05-28,89.85226500690761
2024-05-29,86.6432555423752
2024-05-30,89.85226500690761
2024-05-31,83.43424607784279
2024-06-01,65.2498591121591
2024-06-02,59.90151000460507
2024-06-03,80.22523661331037
2024-06-04,80.22523661331037
2024-06-05,85.5735857208644
2024-06-06,82.36457625633197
2024-06-07,78.08589697028876
2024-06-08,66.3195289336699
2024-06-09,60.97117982611588
2024-06-10,79.15556679179956
2024-06-11,78.08589697028876
2024-06-12,80.22523661331037
2024-06-13,79.15556679179956
2024-06-14,73.80721768424554
2024-06-15,65.2498591121591
2024-06-16,67.38919875518071
2024-06-17,74.87688750575634
2024-06-18,75.94655732726714
2024-06-19,71.66787804122393
2024-06-20,72.73754786273473
2024-06-21,73.80721768424554
2024-06-22,65.2498591121591
2024-06-23,60.97117982611588
2024-06-24,73.80721768424554
2024-06-25,73.80721768424554
2024-06-26,70.59820821971313
2024-06-27,72.73754786273473
2024-06-28,72.73754786273473
2024-06-29,62.040849647626686
2024-06-30,58.83184018309427
2024-07-01,73.80721768424554
2024-07-02,71.66787804122393
2024-07-03,71.66787804122393
2024-07-04,59.90151000460507
2024-07-05,67.38919875518071
2024-07-06,62.040849647626686
2024-07-07,58.83184018309427
2024-07-08,70.59820821971313
2024-07-09,71.66787804122393
2024-07-10,74.87688750575634
2024-07-11,73.80721768424554
2024-07-12,71.66787804122393
2024-07-13,60.97117982611588
2024-07-14,60.97117982611588
2024-07-15,71.66787804122393
2024-07-16,71.66787804122393
2024-07-17,75.94655732726714
2024-07-18,72.73754786273473
2024-07-19,70.59820821971313
2024-07-20,65.2498591121591
2024-07-21,57.762170361583465
2024-07-22,67.38919875518071
2024-07-23,71.66787804122393
2024-07-24,72.73754786273473
2024-07-25,71.66787804122393
2024-07-26,67.38919875518071
2024-07-27,60.97117982611588
2024-07-28,58.83184018309427
2024-07-29,69.52853839820231
2024-07-30,67.38919875518071
2024-07-31,70.59820821971313
2024-08-01,69.52853839820231
2024-08-02,69.52853839820231
2024-08-03,59.90151000460507
2024-08-04,56.69250054007266
2024-08-05,68.45886857669151
2024-08-06,70.59820821971313
2024-08-07,73.80721768424554
2024-08-08,73.80721768424554
2024-08-09,73.80721768424554
2024-08-10,57.762170361583465
2024-08-11,56.69250054007266
2024-08-12,75.94655732726714
2024-08-13,77.01622714877796
2024-08-14,79.15556679179956
2024-08-15,83.43424607784279
2024-08-16,78.08589697028876
2024-08-17,60.97117982611588
2024-08-18,57.79304971883995
2024-08-19,81.43397461930005
2024-08-20,85.63845458646796
2024-08-21,86.68957457825994
2024-08-22,86.68957457825994
2024-08-23,87.74069457005191
2024-08-24,61.997529686007866
2024-08-25,60.94640969421589
2024-08-26,88.79181456184389
2024-08-27,88.79181456184389
2024-08-28,92.9962945290118
2024-08-29,96.14965450438774
2024-08-30,90.89405454542785
2024-08-31,60.94640969421589
2024-09-01,58.84416971063193
2024-09-02,63.048649677799844
2024-09-03,87.74069457005191
2024-09-04,94.04741452080378
2024-09-05,88.79181456184389
2024-09-06,90.89405454542785
2024-09-07,63.048649677799844
2024-09-08,60.94640969421589
2024-09-09,90.35921963467246
2024-09-10,94.04741452080378
2024-09-11,96.66593958542431
2024-09-12,98.2518944879717
2024-09-13,97.20077449617972
2024-09-14,61.462694775252466
2024-09-15,59.89528970242391
2024-09-16,91.41033962646442
2024-09-17,96.02902507280304
2024-09-18,100.15930572109563
2024-09-19,98.09416539694934
2024-09-20,91.89874442451043
2024-09-21,65.0519202106085
2024-09-22,57.82392907609645
