Time,bubble_tea
2022-10-29,50.413223140495866
2022-10-30,50.413223140495866
2022-10-31,30.247933884297517
2022-11-01,30.247933884297517
2022-11-02,30.247933884297517
2022-11-03,30.247933884297517
2022-11-04,30.247933884297517
2022-11-05,50.413223140495866
2022-11-06,50.413223140495866
2022-11-07,30.247933884297517
2022-11-08,30.247933884297517
2022-11-09,30.247933884297517
2022-11-10,30.247933884297517
2022-11-11,30.247933884297517
2022-11-12,50.413223140495866
2022-11-13,50.413223140495866
2022-11-14,30.247933884297517
2022-11-15,30.247933884297517
2022-11-16,30.247933884297517
2022-11-17,30.247933884297517
2022-11-18,30.247933884297517
2022-11-19,40.33057851239669
2022-11-20,40.33057851239669
2022-11-21,30.247933884297517
2022-11-22,30.247933884297517
2022-11-23,40.33057851239669
2022-11-24,30.247933884297517
2022-11-25,40.33057851239669
2022-11-26,50.413223140495866
2022-11-27,40.33057851239669
2022-11-28,30.247933884297517
2022-11-29,30.247933884297517
2022-11-30,20.165289256198346
2022-12-01,30.247933884297517
2022-12-02,30.247933884297517
2022-12-03,40.33057851239669
2022-12-04,50.413223140495866
2022-12-05,30.247933884297517
2022-12-06,30.247933884297517
2022-12-07,30.247933884297517
2022-12-08,30.247933884297517
2022-12-09,30.247933884297517
2022-12-10,40.33057851239669
2022-12-11,50.413223140495866
2022-12-12,30.247933884297517
2022-12-13,30.247933884297517
2022-12-14,30.247933884297517
2022-12-15,40.33057851239669
2022-12-16,30.247933884297517
2022-12-17,40.33057851239669
2022-12-18,40.33057851239669
2022-12-19,30.247933884297517
2022-12-20,40.33057851239669
2022-12-21,40.33057851239669
2022-12-22,30.247933884297517
2022-12-23,30.247933884297517
2022-12-24,30.247933884297517
2022-12-25,40.33057851239669
2022-12-26,50.413223140495866
2022-12-27,40.33057851239669
2022-12-28,40.33057851239669
2022-12-29,40.33057851239669
2022-12-30,50.413223140495866
2022-12-31,50.413223140495866
2023-01-01,50.413223140495866
2023-01-02,50.413223140495866
2023-01-03,30.247933884297517
2023-01-04,30.247933884297517
2023-01-05,30.247933884297517
2023-01-06,40.33057851239669
2023-01-07,50.413223140495866
2023-01-08,60.49586776859503
2023-01-09,30.247933884297517
2023-01-10,30.247933884297517
2023-01-11,30.247933884297517
2023-01-12,30.247933884297517
2023-01-13,40.33057851239669
2023-01-14,60.49586776859503
2023-01-15,70.57851239669421
2023-01-16,50.413223140495866
2023-01-17,40.33057851239669
2023-01-18,30.247933884297517
2023-01-19,30.247933884297517
2023-01-20,40.33057851239669
2023-01-21,60.49586776859503
2023-01-22,60.49586776859503
2023-01-23,30.247933884297517
2023-01-24,30.247933884297517
2023-01-25,30.247933884297517
2023-01-26,30.247933884297517
2023-01-27,30.247933884297517
2023-01-28,60.49586776859503
2023-01-29,857.0247933884297
2023-01-30,1008.2644628099173
2023-01-31,483.96694214876027
2023-02-01,120.99173553719007
2023-02-02,80.66115702479338
2023-02-03,60.49586776859503
2023-02-04,70.57851239669421
2023-02-05,70.57851239669421
2023-02-06,50.413223140495866
2023-02-07,50.413223140495866
2023-02-08,50.413223140495866
2023-02-09,40.33057851239669
2023-02-10,40.33057851239669
2023-02-11,60.49586776859503
2023-02-12,60.49586776859503
2023-02-13,40.33057851239669
2023-02-14,40.33057851239669
2023-02-15,40.33057851239669
2023-02-16,40.33057851239669
2023-02-17,50.413223140495866
2023-02-18,70.57851239669421
2023-02-19,70.57851239669421
2023-02-20,50.413223140495866
2023-02-21,40.33057851239669
2023-02-22,40.33057851239669
2023-02-23,40.33057851239669
2023-02-24,50.413223140495866
2023-02-25,60.49586776859503
2023-02-26,70.57851239669421
2023-02-27,50.413223140495866
2023-02-28,40.33057851239669
2023-03-01,40.33057851239669
2023-03-02,40.33057851239669
2023-03-03,40.33057851239669
2023-03-04,60.49586776859503
2023-03-05,70.57851239669421
2023-03-06,40.33057851239669
2023-03-07,40.33057851239669
2023-03-08,40.33057851239669
2023-03-09,40.33057851239669
2023-03-10,50.413223140495866
2023-03-11,60.49586776859503
2023-03-12,60.49586776859503
2023-03-13,40.33057851239669
2023-03-14,40.33057851239669
2023-03-15,40.33057851239669
2023-03-16,50.413223140495866
2023-03-17,50.413223140495866
2023-03-18,60.49586776859503
2023-03-19,60.49586776859503
2023-03-20,40.33057851239669
2023-03-21,40.33057851239669
2023-03-22,50.413223140495866
2023-03-23,40.33057851239669
2023-03-24,50.413223140495866
2023-03-25,60.49586776859503
2023-03-26,70.57851239669421
2023-03-27,40.33057851239669
2023-03-28,40.33057851239669
2023-03-29,40.33057851239669
2023-03-30,40.33057851239669
2023-03-31,40.33057851239669
2023-04-01,60.49586776859503
2023-04-02,70.57851239669421
2023-04-03,50.413223140495866
2023-04-04,50.413223140495866
2023-04-05,40.33057851239669
2023-04-06,50.413223140495866
2023-04-07,50.413223140495866
2023-04-08,60.49586776859503
2023-04-09,60.49586776859503
2023-04-10,40.33057851239669
2023-04-11,60.49586776859503
2023-04-12,50.413223140495866
2023-04-13,40.33057851239669
2023-04-14,50.413223140495866
2023-04-15,60.49586776859503
2023-04-16,60.49586776859503
2023-04-17,40.33057851239669
2023-04-18,40.33057851239669
2023-04-19,40.33057851239669
2023-04-20,50.413223140495866
2023-04-21,50.413223140495866
2023-04-22,70.57851239669421
2023-04-23,60.49586776859503
2023-04-24,40.33057851239669
2023-04-25,50.413223140495866
2023-04-26,48.90082644628099
2023-04-27,42.34710743801652
2023-04-28,50.413223140495866
2023-04-29,62.00826446280991
2023-04-30,100.82644628099173
2023-05-01,49.404958677685954
2023-05-02,41.33884297520661
2023-05-03,42.34710743801652
2023-05-04,47.89256198347107
2023-05-05,50.413223140495866
2023-05-06,61.50413223140495
2023-05-07,68.56198347107437
2023-05-08,49.90909090909091
2023-05-09,48.90082644628099
2023-05-10,47.89256198347107
2023-05-11,41.84297520661157
2023-05-12,49.404958677685954
2023-05-13,59.487603305785115
2023-05-14,68.05785123966942
2023-05-15,48.396694214876035
2023-05-16,48.90082644628099
2023-05-17,40.83471074380165
2023-05-18,40.33057851239669
2023-05-19,49.90909090909091
2023-05-20,58.4793388429752
2023-05-21,62.00826446280991
2023-05-22,41.33884297520661
2023-05-23,41.84297520661157
2023-05-24,40.83471074380165
2023-05-25,42.34710743801652
2023-05-26,51.421487603305785
2023-05-27,63.52066115702479
2023-05-28,60.49586776859504
2023-05-29,60.49586776859504
2023-05-30,44.36363636363636
2023-05-31,39.32231404958677
2023-06-01,42.34710743801653
2023-06-02,46.3801652892562
2023-06-03,57.47107438016529
2023-06-04,60.49586776859504
2023-06-05,43.35537190082645
2023-06-06,41.33884297520661
2023-06-07,41.33884297520661
2023-06-08,43.35537190082645
2023-06-09,45.37190082644628
2023-06-10,59.48760330578512
2023-06-11,58.4793388429752
2023-06-12,43.35537190082645
2023-06-13,41.33884297520661
2023-06-14,44.36363636363636
2023-06-15,44.36363636363636
2023-06-16,48.396694214876035
2023-06-17,59.48760330578512
2023-06-18,62.51239669421487
2023-06-19,47.388429752066116
2023-06-20,41.33884297520661
2023-06-21,44.36363636363636
2023-06-22,39.32231404958677
2023-06-23,44.36363636363636
2023-06-24,60.49586776859504
2023-06-25,64.52892561983471
2023-06-26,41.33884297520661
2023-06-27,45.37190082644628
2023-06-28,41.33884297520661
2023-06-29,44.36363636363636
2023-06-30,46.3801652892562
2023-07-01,49.40495867768595
2023-07-02,57.47107438016529
2023-07-03,49.40495867768595
2023-07-04,52.429752066115704
2023-07-05,40.33057851239669
2023-07-06,43.35537190082645
2023-07-07,43.35537190082645
2023-07-08,56.46280991735537
2023-07-09,56.46280991735537
2023-07-10,40.33057851239669
2023-07-11,37.30578512396694
2023-07-12,42.34710743801653
2023-07-13,47.388429752066116
2023-07-14,44.36363636363636
2023-07-15,53.438016528925615
2023-07-16,58.4793388429752
2023-07-17,42.34710743801653
2023-07-18,38.31404958677686
2023-07-19,44.36363636363636
2023-07-20,44.36363636363636
2023-07-21,43.35537190082645
2023-07-22,54.446280991735534
2023-07-23,58.4793388429752
2023-07-24,41.33884297520661
2023-07-25,43.35537190082645
2023-07-26,38.31404958677686
2023-07-27,40.33057851239669
2023-07-28,45.37190082644628
2023-07-29,55.45454545454545
2023-07-30,61.50413223140496
2023-07-31,39.32231404958677
2023-08-01,40.33057851239669
2023-08-02,36.29752066115702
2023-08-03,39.32231404958677
2023-08-04,39.32231404958677
2023-08-05,53.438016528925615
2023-08-06,55.45454545454545
2023-08-07,39.32231404958677
2023-08-08,36.29752066115702
2023-08-09,41.33884297520661
2023-08-10,38.31404958677686
2023-08-11,43.35537190082645
2023-08-12,56.46280991735537
2023-08-13,60.49586776859504
2023-08-14,38.31404958677686
2023-08-15,36.29752066115702
2023-08-16,41.33884297520661
2023-08-17,37.30578512396694
2023-08-18,42.34710743801653
2023-08-19,57.47107438016529
2023-08-20,57.47107438016529
2023-08-21,41.33884297520661
2023-08-22,39.32231404958677
2023-08-23,40.33057851239669
2023-08-24,36.29752066115702
2023-08-25,37.30578512396694
2023-08-26,50.413223140495866
2023-08-27,55.45454545454545
2023-08-28,36.29752066115702
2023-08-29,36.29752066115702
2023-08-30,30.24793388429752
2023-08-31,34.28099173553719
2023-09-01,39.32231404958677
2023-09-02,45.37190082644628
2023-09-03,53.438016528925615
2023-09-04,46.3801652892562
2023-09-05,34.28099173553719
2023-09-06,33.27272727272727
2023-09-07,37.30578512396694
2023-09-08,34.28099173553719
2023-09-09,45.37190082644628
2023-09-10,47.388429752066116
2023-09-11,27.223140495867767
2023-09-12,29.2396694214876
2023-09-13,31.256198347107436
2023-09-14,33.27272727272727
2023-09-15,36.29752066115702
2023-09-16,49.40495867768595
2023-09-17,44.36363636363636
2023-09-18,33.27272727272727
2023-09-19,27.223140495867767
2023-09-20,29.2396694214876
2023-09-21,30.24793388429752
2023-09-22,35.289256198347104
2023-09-23,43.35537190082645
2023-09-24,43.35537190082645
2023-09-25,28.231404958677686
2023-09-26,25.206611570247933
2023-09-27,30.24793388429752
2023-09-28,32.264462809917354
2023-09-29,35.289256198347104
2023-09-30,46.3801652892562
2023-10-01,48.396694214876035
2023-10-02,29.2396694214876
2023-10-03,29.2396694214876
2023-10-04,29.2396694214876
2023-10-05,35.289256198347104
2023-10-06,32.264462809917354
2023-10-07,45.37190082644628
2023-10-08,43.35537190082645
2023-10-09,29.2396694214876
2023-10-10,24.198347107438018
2023-10-11,31.256198347107436
2023-10-12,28.231404958677686
2023-10-13,30.24793388429752
2023-10-14,38.31404958677686
2023-10-15,39.32231404958677
2023-10-16,29.2396694214876
2023-10-17,27.223140495867767
2023-10-18,27.223140495867767
2023-10-19,32.264462809917354
2023-10-20,29.2396694214876
2023-10-21,40.33057851239669
2023-10-22,43.35537190082645
2023-10-23,27.223140495867767
2023-10-24,26.214876033057852
2023-10-25,25.206611570247933
2023-10-26,26.214876033057852
2023-10-27,28.231404958677686
2023-10-28,38.31404958677686
2023-10-29,38.31404958677686
2023-10-30,22.18181818181818
2023-10-31,23.1900826446281
2023-11-01,25.206611570247933
2023-11-02,23.1900826446281
2023-11-03,32.264462809917354
2023-11-04,42.34710743801653
2023-11-05,43.35537190082645
2023-11-06,27.223140495867767
2023-11-07,29.2396694214876
2023-11-08,27.223140495867767
2023-11-09,26.214876033057852
2023-11-10,34.28099173553719
2023-11-11,39.32231404958677
2023-11-12,41.33884297520661
2023-11-13,26.214876033057852
2023-11-14,27.223140495867767
2023-11-15,26.214876033057852
2023-11-16,28.231404958677686
2023-11-17,28.231404958677686
2023-11-18,38.31404958677686
2023-11-19,40.33057851239669
2023-11-20,29.2396694214876
2023-11-21,26.214876033057852
2023-11-22,30.24793388429752
2023-11-23,31.256198347107436
2023-11-24,37.30578512396694
2023-11-25,41.33884297520661
2023-11-26,38.31404958677686
2023-11-27,23.1900826446281
2023-11-28,23.1900826446281
2023-11-29,21.173553719008265
2023-11-30,23.1900826446281
2023-12-01,28.231404958677686
2023-12-02,43.35537190082645
2023-12-03,38.31404958677686
2023-12-04,25.206611570247933
2023-12-05,26.214876033057852
2023-12-06,29.2396694214876
2023-12-07,27.223140495867767
2023-12-08,31.256198347107436
2023-12-09,40.33057851239669
2023-12-10,42.34710743801653
2023-12-11,26.214876033057852
2023-12-12,26.214876033057852
2023-12-13,26.214876033057852
2023-12-14,23.1900826446281
2023-12-15,28.231404958677686
2023-12-16,40.33057851239669
2023-12-17,46.3801652892562
2023-12-18,28.231404958677686
2023-12-19,28.231404958677686
2023-12-20,32.264462809917354
2023-12-21,33.27272727272727
2023-12-22,35.41528925619835
2023-12-23,37.179752066115704
2023-12-24,41.086776859504134
2023-12-25,35.03719008264463
2023-12-26,37.179752066115704
2023-12-27,36.29752066115702
2023-12-28,35.41528925619835
2023-12-29,38.440082644628106
2023-12-30,42.34710743801653
2023-12-31,38.440082644628106
2024-01-01,37.55785123966942
2024-01-02,32.39049586776859
2024-01-03,27.223140495867767
2024-01-04,31.130165289256198
2024-01-05,33.27272727272727
2024-01-06,40.20454545454545
2024-01-07,41.086776859504134
2024-01-08,26.340909090909093
2024-01-09,25.080578512396695
2024-01-10,25.080578512396695
2024-01-11,28.483471074380166
2024-01-12,34.154958677685954
2024-01-13,36.29752066115702
2024-01-14,39.32231404958678
2024-01-15,37.55785123966942
2024-01-16,26.340909090909093
2024-01-17,24.198347107438018
2024-01-18,26.84504132231405
2024-01-19,25.962809917355372
2024-01-20,41.086776859504134
2024-01-21,39.32231404958678
2024-01-22,27.22314049586777
2024-01-23,24.198347107438018
2024-01-24,29.491735537190085
2024-01-25,27.979338842975206
2024-01-26,31.00413223140496
2024-01-27,48.396694214876035
2024-01-28,44.61570247933884
2024-01-29,36.29752066115702
2024-01-30,30.247933884297524
2024-01-31,27.22314049586777
2024-02-01,27.979338842975206
2024-02-02,28.735537190082646
2024-02-03,48.396694214876035
2024-02-04,48.396694214876035
2024-02-05,27.979338842975206
2024-02-06,27.979338842975206
2024-02-07,36.29752066115702
2024-02-08,31.00413223140496
2024-02-09,34.78512396694215
2024-02-10,46.12809917355372
2024-02-11,44.61570247933884
2024-02-12,27.979338842975206
2024-02-13,24.198347107438018
2024-02-14,31.7603305785124
2024-02-15,34.02892561983471
2024-02-16,32.51652892561984
2024-02-17,45.371900826446286
2024-02-18,52.93388429752066
2024-02-19,40.83471074380166
2024-02-20,32.51652892561984
2024-02-21,27.979338842975206
2024-02-22,33.27272727272727
2024-02-23,34.02892561983471
2024-02-24,46.88429752066116
2024-02-25,51.421487603305785
2024-02-26,29.491735537190085
2024-02-27,30.247933884297524
2024-02-28,27.22314049586777
2024-02-29,30.247933884297524
2024-03-01,33.27272727272727
2024-03-02,51.421487603305785
2024-03-03,49.15289256198347
2024-03-04,31.7603305785124
2024-03-05,27.22314049586777
2024-03-06,28.735537190082646
2024-03-07,31.00413223140496
2024-03-08,35.54132231404959
2024-03-09,45.371900826446286
2024-03-10,49.15289256198347
2024-03-11,33.27272727272727
2024-03-12,34.02892561983471
2024-03-13,34.78512396694215
2024-03-14,31.00413223140496
2024-03-15,34.78512396694215
2024-03-16,50.66528925619835
2024-03-17,50.66528925619835
2024-03-18,29.491735537190085
2024-03-19,27.979338842975206
2024-03-20,30.247933884297524
2024-03-21,27.979338842975206
2024-03-22,37.8099173553719
2024-03-23,43.85950413223141
2024-03-24,44.61570247933884
2024-03-25,31.7603305785124
2024-03-26,29.491735537190085
2024-03-27,36.29752066115702
2024-03-28,34.78512396694215
2024-03-29,39.32231404958678
2024-03-30,44.61570247933884
2024-03-31,46.12809917355372
2024-04-01,31.7603305785124
2024-04-02,27.979338842975206
2024-04-03,29.491735537190085
2024-04-04,27.22314049586777
2024-04-05,31.7603305785124
2024-04-06,46.88429752066116
2024-04-07,48.396694214876035
2024-04-08,29.491735537190085
2024-04-09,31.7603305785124
2024-04-10,30.247933884297524
2024-04-11,28.735537190082646
2024-04-12,34.78512396694215
2024-04-13,47.6404958677686
2024-04-14,49.15289256198347
2024-04-15,30.247933884297524
2024-04-16,30.247933884297524
2024-04-17,27.22314049586777
2024-04-18,31.00413223140496
2024-04-19,33.27272727272727
2024-04-20,47.6404958677686
2024-04-21,46.88429752066116
2024-04-22,33.27272727272727
2024-04-23,34.02892561983471
2024-04-24,48.396694214876035
2024-04-25,38.566115702479344
2024-04-26,34.78512396694215
2024-04-27,49.909090909090914
2024-04-28,51.421487603305785
2024-04-29,37.053719008264466
2024-04-30,75.6198347107438
2024-05-01,40.078512396694215
2024-05-02,34.78512396694215
2024-05-03,34.02892561983471
2024-05-04,43.10330578512397
2024-05-05,43.10330578512397
2024-05-06,28.735537190082646
2024-05-07,36.29752066115702
2024-05-08,34.02892561983471
2024-05-09,35.54132231404959
2024-05-10,34.78512396694215
2024-05-11,46.88429752066116
2024-05-12,54.44628099173554
2024-05-13,28.735537190082646
2024-05-14,34.78512396694215
2024-05-15,31.7603305785124
2024-05-16,31.00413223140496
2024-05-17,36.29752066115702
2024-05-18,51.421487603305785
2024-05-19,51.421487603305785
2024-05-20,32.51652892561984
2024-05-21,32.51652892561984
2024-05-22,34.02892561983471
2024-05-23,34.78512396694215
2024-05-24,34.78512396694215
2024-05-25,49.15289256198347
2024-05-26,48.396694214876035
2024-05-27,40.83471074380166
2024-05-28,29.491735537190085
2024-05-29,31.00413223140496
2024-05-30,34.02892561983471
2024-05-31,38.566115702479344
2024-06-01,47.6404958677686
2024-06-02,43.85950413223141
2024-06-03,32.51652892561984
2024-06-04,31.7603305785124
2024-06-05,29.491735537190085
2024-06-06,29.491735537190085
2024-06-07,34.02892561983471
2024-06-08,46.12809917355372
2024-06-09,49.909090909090914
2024-06-10,39.32231404958678
2024-06-11,31.7603305785124
2024-06-12,34.02892561983471
2024-06-13,33.27272727272727
2024-06-14,35.54132231404959
2024-06-15,42.34710743801653
2024-06-16,47.6404958677686
2024-06-17,34.02892561983471
2024-06-18,31.7603305785124
2024-06-19,35.54132231404959
2024-06-20,32.51652892561984
2024-06-21,37.053719008264466
2024-06-22,40.83471074380166
2024-06-23,44.61570247933884
2024-06-24,31.7603305785124
2024-06-25,31.7603305785124
2024-06-26,35.54132231404959
2024-06-27,43.10330578512397
2024-06-28,34.02892561983471
2024-06-29,40.078512396694215
2024-06-30,44.61570247933884
2024-07-01,33.27272727272727
2024-07-02,31.00413223140496
2024-07-03,30.247933884297524
2024-07-04,45.371900826446286
2024-07-05,36.29752066115702
2024-07-06,40.83471074380166
2024-07-07,43.85950413223141
2024-07-08,28.735537190082646
2024-07-09,31.00413223140496
2024-07-10,29.491735537190085
2024-07-11,31.7603305785124
2024-07-12,31.7603305785124
2024-07-13,37.8099173553719
2024-07-14,42.34710743801653
2024-07-15,29.491735537190085
2024-07-16,28.735537190082646
2024-07-17,31.7603305785124
2024-07-18,34.02892561983471
2024-07-19,32.51652892561984
2024-07-20,46.12809917355372
2024-07-21,43.85950413223141
2024-07-22,28.735537190082646
2024-07-23,31.00413223140496
2024-07-24,32.51652892561984
2024-07-25,31.7603305785124
2024-07-26,37.8099173553719
2024-07-27,43.85950413223141
2024-07-28,47.6404958677686
2024-07-29,29.491735537190085
2024-07-30,26.46694214876033
2024-07-31,32.51652892561984
2024-08-01,28.735537190082646
2024-08-02,29.491735537190085
2024-08-03,39.32231404958678
2024-08-04,44.61570247933884
2024-08-05,28.735537190082646
2024-08-06,28.735537190082646
2024-08-07,30.247933884297524
2024-08-08,29.491735537190085
2024-08-09,34.02892561983471
2024-08-10,39.32231404958678
2024-08-11,45.371900826446286
2024-08-12,33.27272727272727
2024-08-13,29.491735537190085
2024-08-14,31.7603305785124
2024-08-15,30.247933884297524
2024-08-16,34.02892561983471
2024-08-17,42.34710743801653
2024-08-18,42.20458548213979
2024-08-19,26.55312452436346
2024-08-20,25.824508154757552
2024-08-21,26.55312452436346
2024-08-22,26.931223697917183
2024-08-23,28.010357263575287
2024-08-24,40.36925356937425
2024-08-25,38.56150363411024
2024-08-26,26.55312452436346
2024-08-27,22.91004267633391
2024-08-28,25.095891785151643
2024-08-29,30.92482274199893
2024-08-30,30.19620637239302
2024-08-31,35.29652095963439
2024-09-01,41.82648630858607
2024-09-02,40.01873637332206
2024-09-03,25.47399095870536
2024-09-04,44.012335417403804
2024-09-05,29.46759000278711
2024-09-06,29.46759000278711
2024-09-07,37.83288726450432
2024-09-08,39.29012000371614
2024-09-09,26.202607328311274
2024-09-10,23.638659045939818
2024-09-11,22.181426306728
2024-09-12,28.738973633181196
2024-09-13,28.738973633181196
2024-09-14,38.56150363411024
2024-09-15,35.29652095963439
2024-09-16,21.830909110675805
2024-09-17,23.83516933154906
2024-09-18,23.83516933154906
2024-09-19,25.938272507862212
2024-09-20,29.443444468384133
2024-09-21,38.556891565741125
2024-09-22,33.64965082101044
