Time,taylor_swift
2022-06-25,17.0
2022-06-26,18.0
2022-06-27,15.0
2022-06-28,14.0
2022-06-29,13.0
2022-06-30,13.0
2022-07-01,22.0
2022-07-02,18.0
2022-07-03,18.0
2022-07-04,18.0
2022-07-05,15.0
2022-07-06,15.0
2022-07-07,14.0
2022-07-08,16.0
2022-07-09,17.0
2022-07-10,16.0
2022-07-11,13.0
2022-07-12,13.0
2022-07-13,14.0
2022-07-14,14.0
2022-07-15,17.0
2022-07-16,17.0
2022-07-17,16.0
2022-07-18,13.0
2022-07-19,13.0
2022-07-20,13.0
2022-07-21,14.0
2022-07-22,16.0
2022-07-23,18.0
2022-07-24,17.0
2022-07-25,14.0
2022-07-26,13.0
2022-07-27,13.0
2022-07-28,14.0
2022-07-29,16.0
2022-07-30,20.0
2022-07-31,23.0
2022-08-01,20.0
2022-08-02,20.0
2022-08-03,18.0
2022-08-04,16.0
2022-08-05,17.0
2022-08-06,16.0
2022-08-07,16.0
2022-08-08,13.0
2022-08-09,14.0
2022-08-10,14.0
2022-08-11,16.0
2022-08-12,14.0
2022-08-13,20.0
2022-08-14,20.0
2022-08-15,13.0
2022-08-16,12.0
2022-08-17,13.0
2022-08-18,13.0
2022-08-19,13.0
2022-08-20,14.0
2022-08-21,15.0
2022-08-22,13.0
2022-08-23,13.0
2022-08-24,14.0
2022-08-25,14.0
2022-08-26,14.0
2022-08-27,16.0
2022-08-28,21.0
2022-08-29,102.0
2022-08-30,35.5
2022-08-31,23.5
2022-09-01,27.0
2022-09-02,20.5
2022-09-03,20.0
2022-09-04,23.5
2022-09-05,20.5
2022-09-06,16.5
2022-09-07,16.5
2022-09-08,16.5
2022-09-09,16.5
2022-09-10,20.5
2022-09-11,19.5
2022-09-12,15.5
2022-09-13,20.0
2022-09-14,16.5
2022-09-15,15.5
2022-09-16,20.0
2022-09-17,20.0
2022-09-18,19.5
2022-09-19,16.0
2022-09-20,16.0
2022-09-21,20.5
2022-09-22,19.0
2022-09-23,20.5
2022-09-24,23.0
2022-09-25,23.0
2022-09-26,19.0
2022-09-27,23.0
2022-09-28,20.0
2022-09-29,16.0
2022-09-30,16.0
2022-10-01,20.0
2022-10-02,20.0
2022-10-03,20.0
2022-10-04,16.0
2022-10-05,20.0
2022-10-06,20.0
2022-10-07,32.0
2022-10-08,24.0
2022-10-09,20.0
2022-10-10,20.0
2022-10-11,20.0
2022-10-12,20.0
2022-10-13,20.0
2022-10-14,20.0
2022-10-15,20.0
2022-10-16,20.0
2022-10-17,28.0
2022-10-18,36.0
2022-10-19,32.0
2022-10-20,56.0
2022-10-21,292.0
2022-10-22,144.0
2022-10-23,96.0
2022-10-24,76.0
2022-10-25,92.0
2022-10-26,68.0
2022-10-27,64.0
2022-10-28,56.0
2022-10-29,56.0
2022-10-30,44.0
2022-10-31,44.0
2022-11-01,232.0
2022-11-02,132.0
2022-11-03,84.0
2022-11-04,84.0
2022-11-05,72.0
2022-11-06,60.0
2022-11-07,56.0
2022-11-08,48.0
2022-11-09,48.0
2022-11-10,44.0
2022-11-11,64.0
2022-11-12,64.0
2022-11-13,60.0
2022-11-14,108.0
2022-11-15,400.0
2022-11-16,320.0
2022-11-17,200.0
2022-11-18,188.0
2022-11-19,120.0
2022-11-20,80.0
2022-11-21,88.0
2022-11-22,60.0
2022-11-23,56.0
2022-11-24,56.0
2022-11-25,48.0
2022-11-26,40.0
2022-11-27,44.0
2022-11-28,36.0
2022-11-29,32.0
2022-11-30,36.0
2022-12-01,32.0
2022-12-02,32.0
2022-12-03,36.0
2022-12-04,40.0
2022-12-05,32.0
2022-12-06,32.0
2022-12-07,32.0
2022-12-08,32.0
2022-12-09,32.0
2022-12-10,36.0
2022-12-11,32.0
2022-12-12,32.0
2022-12-13,48.0
2022-12-14,36.0
2022-12-15,28.0
2022-12-16,28.0
2022-12-17,32.0
2022-12-18,28.0
2022-12-19,24.0
2022-12-20,28.0
2022-12-21,28.0
2022-12-22,24.0
2022-12-23,24.0
2022-12-24,24.0
2022-12-25,36.0
2022-12-26,28.0
2022-12-27,28.0
2022-12-28,28.0
2022-12-29,28.0
2022-12-30,28.0
2022-12-31,36.0
2023-01-01,44.0
2023-01-02,28.0
2023-01-03,24.0
2023-01-04,24.0
2023-01-05,24.0
2023-01-06,28.0
2023-01-07,28.0
2023-01-08,32.0
2023-01-09,24.0
2023-01-10,28.0
2023-01-11,24.0
2023-01-12,24.0
2023-01-13,28.0
2023-01-14,28.0
2023-01-15,28.0
2023-01-16,24.0
2023-01-17,24.0
2023-01-18,24.0
2023-01-19,24.0
2023-01-20,24.0
2023-01-21,24.0
2023-01-22,24.0
2023-01-23,24.0
2023-01-24,28.0
2023-01-25,28.0
2023-01-26,24.0
2023-01-27,36.0
2023-01-28,32.0
2023-01-29,28.0
2023-01-30,28.0
2023-01-31,28.0
2023-02-01,24.0
2023-02-02,28.0
2023-02-03,28.0
2023-02-04,28.0
2023-02-05,36.0
2023-02-06,104.0
2023-02-07,44.0
2023-02-08,36.0
2023-02-09,28.0
2023-02-10,28.0
2023-02-11,32.0
2023-02-12,28.0
2023-02-13,36.0
2023-02-14,28.0
2023-02-15,24.0
2023-02-16,24.0
2023-02-17,24.0
2023-02-18,24.0
2023-02-19,24.0
2023-02-20,20.0
2023-02-21,20.0
2023-02-22,20.0
2023-02-23,20.0
2023-02-24,24.0
2023-02-25,28.0
2023-02-26,24.0
2023-02-27,20.0
2023-02-28,24.0
2023-03-01,24.0
2023-03-02,32.0
2023-03-03,28.0
2023-03-04,32.0
2023-03-05,28.0
2023-03-06,28.0
2023-03-07,24.0
2023-03-08,28.0
2023-03-09,32.0
2023-03-10,32.0
2023-03-11,28.0
2023-03-12,32.0
2023-03-13,32.0
2023-03-14,32.0
2023-03-15,32.0
2023-03-16,48.0
2023-03-17,104.0
2023-03-18,176.0
2023-03-19,152.0
2023-03-20,100.0
2023-03-21,84.0
2023-03-22,72.0
2023-03-23,64.0
2023-03-24,68.0
2023-03-25,92.0
2023-03-26,92.0
2023-03-27,64.0
2023-03-28,64.0
2023-03-29,56.0
2023-03-30,52.0
2023-03-31,60.0
2023-04-01,88.0
2023-04-02,96.0
2023-04-03,76.0
2023-04-04,60.0
2023-04-05,56.0
2023-04-06,52.0
2023-04-07,52.0
2023-04-08,68.0
2023-04-09,212.0
2023-04-10,92.0
2023-04-11,80.0
2023-04-12,68.0
2023-04-13,80.0
2023-04-14,104.0
2023-04-15,108.0
2023-04-16,96.0
2023-04-17,68.0
2023-04-18,60.0
2023-04-19,64.0
2023-04-20,60.0
2023-04-21,76.0
2023-04-22,104.0
2023-04-23,100.0
2023-04-24,80.0
2023-04-25,68.0
2023-04-26,61.5
2023-04-27,63.5
2023-04-28,74.75
2023-04-29,95.25
2023-04-30,100.75
2023-05-01,80.25
2023-05-02,69.0
2023-05-03,63.5
2023-05-04,78.5
2023-05-05,82.25
2023-05-06,168.0
2023-05-07,143.75
2023-05-08,136.25
2023-05-09,108.25
2023-05-10,84.0
2023-05-11,80.25
2023-05-12,100.75
2023-05-13,132.5
2023-05-14,128.75
2023-05-15,110.25
2023-05-16,91.5
2023-05-17,84.0
2023-05-18,80.25
2023-05-19,100.75
2023-05-20,123.25
2023-05-21,132.5
2023-05-22,99.0
2023-05-23,84.0
2023-05-24,84.0
2023-05-25,95.25
2023-05-26,126.0
2023-05-27,157.5
2023-05-28,133.0
2023-05-29,115.5
2023-05-30,91.0
2023-05-31,80.5
2023-06-01,80.5
2023-06-02,101.5
2023-06-03,122.5
2023-06-04,115.5
2023-06-05,112.0
2023-06-06,101.5
2023-06-07,73.5
2023-06-08,73.5
2023-06-09,87.5
2023-06-10,105.0
2023-06-11,94.5
2023-06-12,70.0
2023-06-13,66.5
2023-06-14,66.5
2023-06-15,70.0
2023-06-16,87.5
2023-06-17,108.5
2023-06-18,94.5
2023-06-19,63.0
2023-06-20,77.0
2023-06-21,70.0
2023-06-22,70.0
2023-06-23,84.0
2023-06-24,105.0
2023-06-25,98.0
2023-06-26,73.5
2023-06-27,77.0
2023-06-28,73.5
2023-06-29,73.5
2023-06-30,91.0
2023-07-01,108.5
2023-07-02,98.0
2023-07-03,70.0
2023-07-04,70.0
2023-07-05,73.5
2023-07-06,98.0
2023-07-07,220.5
2023-07-08,213.5
2023-07-09,168.0
2023-07-10,105.0
2023-07-11,91.0
2023-07-12,87.5
2023-07-13,84.0
2023-07-14,98.0
2023-07-15,129.5
2023-07-16,105.0
2023-07-17,77.0
2023-07-18,70.0
2023-07-19,70.0
2023-07-20,70.0
2023-07-21,73.5
2023-07-22,101.5
2023-07-23,108.5
2023-07-24,84.0
2023-07-25,66.5
2023-07-26,66.5
2023-07-27,70.0
2023-07-28,91.0
2023-07-29,119.0
2023-07-30,98.0
2023-07-31,70.0
2023-08-01,70.0
2023-08-02,91.0
2023-08-03,217.0
2023-08-04,189.0
2023-08-05,164.5
2023-08-06,140.0
2023-08-07,115.5
2023-08-08,147.0
2023-08-09,175.0
2023-08-10,227.5
2023-08-11,161.0
2023-08-12,119.0
2023-08-13,108.5
2023-08-14,77.0
2023-08-15,77.0
2023-08-16,70.0
2023-08-17,70.0
2023-08-18,73.5
2023-08-19,87.5
2023-08-20,80.5
2023-08-21,66.5
2023-08-22,63.0
2023-08-23,66.5
2023-08-24,59.5
2023-08-25,63.0
2023-08-26,70.0
2023-08-27,73.5
2023-08-28,56.0
2023-08-29,52.5
2023-08-30,49.0
2023-08-31,115.5
2023-09-01,101.5
2023-09-02,84.0
2023-09-03,80.5
2023-09-04,77.0
2023-09-05,59.5
2023-09-06,56.0
2023-09-07,56.0
2023-09-08,59.5
2023-09-09,63.0
2023-09-10,59.5
2023-09-11,49.0
2023-09-12,63.0
2023-09-13,140.0
2023-09-14,87.5
2023-09-15,87.5
2023-09-16,112.0
2023-09-17,122.5
2023-09-18,87.5
2023-09-19,301.0
2023-09-20,266.0
2023-09-21,115.5
2023-09-22,91.0
2023-09-23,84.0
2023-09-24,283.5
2023-09-25,350.0
2023-09-26,224.0
2023-09-27,161.0
2023-09-28,150.5
2023-09-29,129.5
2023-09-30,126.0
2023-10-01,168.0
2023-10-02,311.5
2023-10-03,140.0
2023-10-04,119.0
2023-10-05,105.0
2023-10-06,112.0
2023-10-07,108.5
2023-10-08,199.5
2023-10-09,108.5
2023-10-10,80.5
2023-10-11,84.0
2023-10-12,150.5
2023-10-13,241.5
2023-10-14,255.5
2023-10-15,287.0
2023-10-16,182.0
2023-10-17,136.5
2023-10-18,115.5
2023-10-19,115.5
2023-10-20,133.0
2023-10-21,157.5
2023-10-22,220.5
2023-10-23,168.0
2023-10-24,129.5
2023-10-25,112.0
2023-10-26,115.5
2023-10-27,245.0
2023-10-28,189.0
2023-10-29,178.5
2023-10-30,126.0
2023-10-31,112.0
2023-11-01,101.5
2023-11-02,98.0
2023-11-03,105.0
2023-11-04,119.0
2023-11-05,147.0
2023-11-06,98.0
2023-11-07,84.0
2023-11-08,84.0
2023-11-09,91.0
2023-11-10,122.5
2023-11-11,129.5
2023-11-12,213.5
2023-11-13,178.5
2023-11-14,143.5
2023-11-15,122.5
2023-11-16,115.5
2023-11-17,108.5
2023-11-18,199.5
2023-11-19,168.0
2023-11-20,143.5
2023-11-21,185.5
2023-11-22,129.5
2023-11-23,112.0
2023-11-24,105.0
2023-11-25,105.0
2023-11-26,119.0
2023-11-27,105.0
2023-11-28,91.0
2023-11-29,101.5
2023-11-30,101.5
2023-12-01,94.5
2023-12-02,98.0
2023-12-03,108.5
2023-12-04,129.5
2023-12-05,80.5
2023-12-06,136.5
2023-12-07,129.5
2023-12-08,108.5
2023-12-09,108.5
2023-12-10,136.5
2023-12-11,105.0
2023-12-12,105.0
2023-12-13,168.0
2023-12-14,147.0
2023-12-15,112.0
2023-12-16,115.5
2023-12-17,150.5
2023-12-18,112.0
2023-12-19,94.5
2023-12-20,87.5
2023-12-21,87.5
2023-12-22,81.61363636363637
2023-12-23,91.0
2023-12-24,89.25
2023-12-25,147.95454545454547
2023-12-26,113.9090909090909
2023-12-27,96.88636363636364
2023-12-28,83.36363636363637
2023-12-29,83.36363636363637
2023-12-30,91.0
2023-12-31,129.1818181818182
2024-01-01,132.6818181818182
2024-01-02,83.36363636363637
2024-01-03,73.97727272727273
2024-01-04,72.22727272727273
2024-01-05,72.22727272727273
2024-01-06,91.0
2024-01-07,106.27272727272728
2024-01-08,183.75
2024-01-09,98.63636363636364
2024-01-10,83.36363636363637
2024-01-11,75.72727272727273
2024-01-12,75.72727272727273
2024-01-13,91.0
2024-01-14,180.25
2024-01-15,96.88636363636364
2024-01-16,83.36363636363637
2024-01-17,75.72727272727273
2024-01-18,75.72727272727273
2024-01-19,73.97727272727273
2024-01-20,83.36363636363637
2024-01-21,132.36363636363637
2024-01-22,198.54545454545456
2024-01-23,91.0
2024-01-24,82.72727272727273
2024-01-25,115.81818181818183
2024-01-26,165.45454545454547
2024-01-27,182.0
2024-01-28,289.54545454545456
2024-01-29,264.72727272727275
2024-01-30,182.0
2024-01-31,157.1818181818182
2024-02-01,124.0909090909091
2024-02-02,115.81818181818183
2024-02-03,132.36363636363637
2024-02-04,182.0
2024-02-05,637.0
2024-02-06,239.90909090909093
2024-02-07,198.54545454545456
2024-02-08,173.72727272727275
2024-02-09,165.45454545454547
2024-02-10,223.36363636363637
2024-02-11,463.2727272727273
2024-02-12,827.2727272727274
2024-02-13,256.4545454545455
2024-02-14,182.0
2024-02-15,140.63636363636365
2024-02-16,148.90909090909093
2024-02-17,165.45454545454547
2024-02-18,157.1818181818182
2024-02-19,124.0909090909091
2024-02-20,99.27272727272728
2024-02-21,91.0
2024-02-22,91.0
2024-02-23,99.27272727272728
2024-02-24,107.54545454545456
2024-02-25,107.54545454545456
2024-02-26,82.72727272727273
2024-02-27,82.72727272727273
2024-02-28,74.45454545454547
2024-02-29,74.45454545454547
2024-03-01,74.45454545454547
2024-03-02,99.27272727272728
2024-03-03,91.0
2024-03-04,74.45454545454547
2024-03-05,82.72727272727273
2024-03-06,74.45454545454547
2024-03-07,66.18181818181819
2024-03-08,74.45454545454547
2024-03-09,82.72727272727273
2024-03-10,82.72727272727273
2024-03-11,74.45454545454547
2024-03-12,66.18181818181819
2024-03-13,66.18181818181819
2024-03-14,74.45454545454547
2024-03-15,140.63636363636365
2024-03-16,157.1818181818182
2024-03-17,140.63636363636365
2024-03-18,99.27272727272728
2024-03-19,74.45454545454547
2024-03-20,74.45454545454547
2024-03-21,74.45454545454547
2024-03-22,74.45454545454547
2024-03-23,82.72727272727273
2024-03-24,91.0
2024-03-25,74.45454545454547
2024-03-26,74.45454545454547
2024-03-27,66.18181818181819
2024-03-28,66.18181818181819
2024-03-29,66.18181818181819
2024-03-30,74.45454545454547
2024-03-31,74.45454545454547
2024-04-01,74.45454545454547
2024-04-02,74.45454545454547
2024-04-03,66.18181818181819
2024-04-04,57.909090909090914
2024-04-05,66.18181818181819
2024-04-06,74.45454545454547
2024-04-07,74.45454545454547
2024-04-08,57.909090909090914
2024-04-09,57.909090909090914
2024-04-10,57.909090909090914
2024-04-11,57.909090909090914
2024-04-12,66.18181818181819
2024-04-13,74.45454545454547
2024-04-14,82.72727272727273
2024-04-15,66.18181818181819
2024-04-16,74.45454545454547
2024-04-17,82.72727272727273
2024-04-18,132.36363636363637
2024-04-19,546.0
2024-04-20,372.2727272727273
2024-04-21,248.1818181818182
2024-04-22,198.54545454545456
2024-04-23,165.45454545454547
2024-04-24,132.36363636363637
2024-04-25,124.0909090909091
2024-04-26,115.81818181818183
2024-04-27,107.54545454545456
2024-04-28,107.54545454545456
2024-04-29,91.0
2024-04-30,82.72727272727273
2024-05-01,74.45454545454547
2024-05-02,74.45454545454547
2024-05-03,74.45454545454547
2024-05-04,82.72727272727273
2024-05-05,82.72727272727273
2024-05-06,66.18181818181819
2024-05-07,74.45454545454547
2024-05-08,66.18181818181819
2024-05-09,99.27272727272728
2024-05-10,107.54545454545456
2024-05-11,99.27272727272728
2024-05-12,99.27272727272728
2024-05-13,91.0
2024-05-14,82.72727272727273
2024-05-15,74.45454545454547
2024-05-16,74.45454545454547
2024-05-17,82.72727272727273
2024-05-18,82.72727272727273
2024-05-19,82.72727272727273
2024-05-20,66.18181818181819
2024-05-21,66.18181818181819
2024-05-22,66.18181818181819
2024-05-23,66.18181818181819
2024-05-24,66.18181818181819
2024-05-25,74.45454545454547
2024-05-26,66.18181818181819
2024-05-27,66.18181818181819
2024-05-28,57.909090909090914
2024-05-29,57.909090909090914
2024-05-30,57.909090909090914
2024-05-31,66.18181818181819
2024-06-01,66.18181818181819
2024-06-02,82.72727272727273
2024-06-03,66.18181818181819
2024-06-04,57.909090909090914
2024-06-05,57.909090909090914
2024-06-06,57.909090909090914
2024-06-07,66.18181818181819
2024-06-08,66.18181818181819
2024-06-09,74.45454545454547
2024-06-10,57.909090909090914
2024-06-11,57.909090909090914
2024-06-12,57.909090909090914
2024-06-13,82.72727272727273
2024-06-14,74.45454545454547
2024-06-15,66.18181818181819
2024-06-16,66.18181818181819
2024-06-17,57.909090909090914
2024-06-18,57.909090909090914
2024-06-19,66.18181818181819
2024-06-20,57.909090909090914
2024-06-21,74.45454545454547
2024-06-22,91.0
2024-06-23,107.54545454545456
2024-06-24,107.54545454545456
2024-06-25,82.72727272727273
2024-06-26,66.18181818181819
2024-06-27,57.909090909090914
2024-06-28,57.909090909090914
2024-06-29,66.18181818181819
2024-06-30,74.45454545454547
2024-07-01,66.18181818181819
2024-07-02,57.909090909090914
2024-07-03,49.63636363636364
2024-07-04,66.18181818181819
2024-07-05,57.909090909090914
2024-07-06,66.18181818181819
2024-07-07,74.45454545454547
2024-07-08,57.909090909090914
2024-07-09,57.909090909090914
2024-07-10,49.63636363636364
2024-07-11,57.909090909090914
2024-07-12,57.909090909090914
2024-07-13,74.45454545454547
2024-07-14,74.45454545454547
2024-07-15,49.63636363636364
2024-07-16,49.63636363636364
2024-07-17,49.63636363636364
2024-07-18,49.63636363636364
2024-07-19,49.63636363636364
2024-07-20,57.909090909090914
2024-07-21,57.909090909090914
2024-07-22,49.63636363636364
2024-07-23,57.909090909090914
2024-07-24,91.0
2024-07-25,91.0
2024-07-26,66.18181818181819
2024-07-27,66.18181818181819
2024-07-28,66.18181818181819
2024-07-29,49.63636363636364
2024-07-30,57.909090909090914
2024-07-31,49.63636363636364
2024-08-01,49.63636363636364
2024-08-02,57.909090909090914
2024-08-03,49.63636363636364
2024-08-04,57.909090909090914
2024-08-05,41.36363636363637
2024-08-06,41.36363636363637
2024-08-07,91.0
2024-08-08,115.81818181818183
2024-08-09,82.72727272727273
2024-08-10,66.18181818181819
2024-08-11,57.909090909090914
2024-08-12,49.63636363636364
2024-08-13,49.63636363636364
2024-08-14,49.63636363636364
2024-08-15,57.909090909090914
2024-08-16,74.45454545454547
2024-08-17,74.45454545454547
2024-08-18,65.64335664335665
2024-08-19,90.04545454545456
2024-08-20,106.8846153846154
2024-08-21,82.4825174825175
2024-08-22,84.19580419580421
2024-08-23,84.19580419580421
2024-08-24,69.06993006993008
2024-08-25,73.20629370629372
2024-08-26,50.51748251748252
2024-08-27,48.804195804195814
2024-08-28,48.804195804195814
2024-08-29,48.804195804195814
2024-08-30,50.51748251748252
2024-08-31,50.51748251748252
2024-09-01,50.51748251748252
2024-09-02,50.51748251748252
2024-09-03,41.24125874125875
2024-09-04,58.08041958041959
2024-09-05,80.76923076923077
2024-09-06,133.0
2024-09-07,73.20629370629372
2024-09-08,74.91958041958043
2024-09-09,59.7937062937063
2024-09-10,50.51748251748252
2024-09-11,258.437062937063
2024-09-12,172.52797202797206
2024-09-13,97.60839160839163
2024-09-14,93.47202797202797
2024-09-15,148.12587412587413
2024-09-16,97.60839160839163
2024-09-17,71.95804195804197
2024-09-18,61.67832167832169
2024-09-19,54.825174825174834
2024-09-20,54.825174825174834
2024-09-21,54.825174825174834
2024-09-22,65.10489510489512
2024-09-23,85.66433566433568
2024-09-24,44.545454545454554
2024-09-25,51.39860139860141
2024-09-26,44.545454545454554
2024-09-27,44.545454545454554
2024-09-28,47.97202797202798
2024-09-29,92.51748251748253
2024-09-30,58.25174825174826
2024-10-01,47.97202797202798
2024-10-02,47.97202797202798
2024-10-03,47.97202797202798
2024-10-04,44.545454545454554
2024-10-05,51.39860139860141
2024-10-06,58.25174825174826
2024-10-07,51.39860139860141
2024-10-08,85.66433566433568
2024-10-09,44.545454545454554
2024-10-10,51.39860139860141
2024-10-11,51.39860139860141
2024-10-12,54.825174825174834
2024-10-13,58.25174825174826
2024-10-14,47.97202797202798
2024-10-15,61.67832167832169
2024-10-16,51.39860139860141
2024-10-17,58.25174825174826
2024-10-18,82.23776223776225
2024-10-19,147.34265734265736
2024-10-20,116.50349650349652
2024-10-21,89.09090909090911
2024-10-22,65.10489510489512
2024-10-23,61.67832167832169
2024-10-24,68.53146853146855
2024-10-25,82.23776223776225
2024-10-26,99.37062937062939
2024-10-27,109.65034965034967
2024-10-28,75.3846153846154
2024-10-29,58.25174825174826
2024-10-30,58.25174825174826
2024-10-31,65.10489510489512
2024-11-01,82.23776223776225
2024-11-02,102.79720279720281
2024-11-03,92.51748251748253
2024-11-04,75.3846153846154
2024-11-05,71.95804195804197
2024-11-06,41.11888111888113
2024-11-07,47.97202797202798
2024-11-08,47.97202797202798
2024-11-09,54.825174825174834
2024-11-10,75.3846153846154
2024-11-11,58.25174825174826
2024-11-12,47.97202797202798
2024-11-13,61.67832167832169
2024-11-14,58.25174825174826
2024-11-15,58.25174825174826
2024-11-16,61.67832167832169
2024-11-17,82.23776223776225
2024-11-18,51.39860139860141
2024-11-19,47.97202797202798
2024-11-20,54.825174825174834
2024-11-21,51.39860139860141
2024-11-22,54.825174825174834
2024-11-23,58.25174825174826
2024-11-24,75.3846153846154
2024-11-25,51.39860139860141
2024-11-26,47.97202797202798
2024-11-27,47.97202797202798
2024-11-28,58.25174825174826
2024-11-29,92.51748251748253
2024-11-30,85.66433566433568
2024-12-01,61.67832167832169
2024-12-02,47.97202797202798
2024-12-03,44.545454545454554
2024-12-04,44.545454545454554
2024-12-05,47.97202797202798
2024-12-06,54.825174825174834
2024-12-07,65.10489510489512
2024-12-08,75.3846153846154
2024-12-09,119.93006993006995
2024-12-10,61.67832167832169
2024-12-11,47.97202797202798
2024-12-12,51.39860139860141
2024-12-13,116.50349650349652
2024-12-14,85.66433566433568
2024-12-15,71.95804195804197
2024-12-16,47.97202797202798
2024-12-17,41.11888111888113
2024-12-18,37.6923076923077
2024-12-19,41.11888111888113
2024-12-20,41.11888111888113
2024-12-21,54.825174825174834
2024-12-22,51.39860139860141
2024-12-23,41.11888111888113
2024-12-24,41.11888111888113
2024-12-25,89.09090909090911
2024-12-26,51.39860139860141
2024-12-27,37.6923076923077
2024-12-28,41.11888111888113
2024-12-29,41.11888111888113
2024-12-30,34.265734265734274
2024-12-31,37.6923076923077
2025-01-01,47.97202797202798
2025-01-02,34.265734265734274
2025-01-03,34.265734265734274
2025-01-04,37.6923076923077
2025-01-05,44.545454545454554
2025-01-06,37.6923076923077
2025-01-07,34.265734265734274
2025-01-08,30.839160839160844
2025-01-09,27.412587412587417
2025-01-10,27.412587412587417
2025-01-11,30.839160839160844
2025-01-12,37.6923076923077
2025-01-13,27.412587412587417
2025-01-14,30.839160839160844
2025-01-15,27.412587412587417
2025-01-16,30.839160839160844
2025-01-17,34.265734265734274
2025-01-18,71.95804195804197
2025-01-19,65.10489510489512
2025-01-20,37.6923076923077
2025-01-21,37.6923076923077
2025-01-22,41.11888111888113
2025-01-23,54.825174825174834
2025-01-24,37.6923076923077
2025-01-25,37.6923076923077
2025-01-26,58.25174825174826
2025-01-27,106.22377622377624
2025-01-28,41.11888111888113
2025-01-29,41.11888111888113
2025-01-30,41.11888111888113
2025-01-31,41.11888111888113
2025-02-01,41.11888111888113
2025-02-02,54.825174825174834
2025-02-03,215.8741258741259
