Time,house_of_representatives
2024-09-23,76.25818330605567
2024-09-24,76.25818330605567
2024-09-25,76.25818330605567
2024-09-26,50.83878887070378
2024-09-27,50.83878887070378
2024-09-28,25.41939443535189
2024-09-29,25.41939443535189
2024-09-30,76.25818330605567
2024-10-01,50.83878887070378
2024-10-02,76.25818330605567
2024-10-03,76.25818330605567
2024-10-04,50.83878887070378
2024-10-05,25.41939443535189
2024-10-06,25.41939443535189
2024-10-07,76.25818330605567
2024-10-08,76.25818330605567
2024-10-09,76.25818330605567
2024-10-10,76.25818330605567
2024-10-11,50.83878887070378
2024-10-12,25.41939443535189
2024-10-13,25.41939443535189
2024-10-14,50.83878887070378
2024-10-15,76.25818330605567
2024-10-16,76.25818330605567
2024-10-17,76.25818330605567
2024-10-18,76.25818330605567
2024-10-19,25.41939443535189
2024-10-20,25.41939443535189
2024-10-21,76.25818330605567
2024-10-22,101.67757774140756
2024-10-23,101.67757774140756
2024-10-24,101.67757774140756
2024-10-25,101.67757774140756
2024-10-26,25.41939443535189
2024-10-27,50.83878887070378
2024-10-28,101.67757774140756
2024-10-29,101.67757774140756
2024-10-30,101.67757774140756
2024-10-31,101.67757774140756
2024-11-01,76.25818330605567
2024-11-02,50.83878887070378
2024-11-03,50.83878887070378
2024-11-04,127.09697217675945
2024-11-05,203.35515548281512
2024-11-06,2541.939443535189
2024-11-07,2516.5200490998373
2024-11-08,1957.2933715220956
2024-11-09,1576.002454991817
2024-11-10,1372.647299509002
2024-11-11,1245.5503273322427
2024-11-12,1347.2279050736502
2024-11-13,1042.1951718494274
2024-11-14,635.4848608837973
2024-11-15,305.0327332242227
2024-11-16,228.774549918167
2024-11-17,203.35515548281512
2024-11-18,228.774549918167
2024-11-19,203.35515548281512
2024-11-20,203.35515548281512
2024-11-21,203.35515548281512
2024-11-22,177.93576104746325
2024-11-23,76.25818330605567
2024-11-24,76.25818330605567
2024-11-25,101.67757774140756
2024-11-26,101.67757774140756
2024-11-27,101.67757774140756
2024-11-28,101.67757774140756
2024-11-29,76.25818330605567
2024-11-30,76.25818330605567
2024-12-01,50.83878887070378
2024-12-02,101.67757774140756
2024-12-03,101.67757774140756
2024-12-04,127.09697217675945
2024-12-05,101.67757774140756
2024-12-06,101.67757774140756
2024-12-07,25.41939443535189
2024-12-08,25.41939443535189
2024-12-09,76.25818330605567
2024-12-10,76.25818330605567
2024-12-11,76.25818330605567
2024-12-12,76.25818330605567
2024-12-13,76.25818330605567
2024-12-14,25.41939443535189
2024-12-15,25.41939443535189
2024-12-16,76.25818330605567
2024-12-17,76.25818330605567
2024-12-18,76.25818330605567
2024-12-19,76.25818330605567
2024-12-20,101.67757774140756
2024-12-21,50.83878887070378
2024-12-22,101.67757774140756
2024-12-23,25.41939443535189
2024-12-24,25.41939443535189
2024-12-25,25.41939443535189
2024-12-26,25.41939443535189
2024-12-27,25.41939443535189
2024-12-28,25.41939443535189
2024-12-29,25.41939443535189
2024-12-30,25.41939443535189
2024-12-31,25.41939443535189
2025-01-01,25.41939443535189
2025-01-02,25.41939443535189
2025-01-03,177.93576104746325
2025-01-04,25.41939443535189
2025-01-05,25.41939443535189
2025-01-06,50.83878887070378
2025-01-07,50.83878887070378
2025-01-08,50.83878887070378
2025-01-09,50.83878887070378
2025-01-10,50.83878887070378
2025-01-11,25.41939443535189
2025-01-12,25.41939443535189
2025-01-13,50.83878887070378
2025-01-14,76.25818330605567
2025-01-15,76.25818330605567
2025-01-16,76.25818330605567
2025-01-17,50.83878887070378
2025-01-18,25.41939443535189
2025-01-19,25.41939443535189
2025-01-20,50.83878887070378
2025-01-21,50.83878887070378
2025-01-22,76.25818330605567
2025-01-23,76.25818330605567
2025-01-24,76.25818330605567
2025-01-25,50.83878887070378
2025-01-26,25.41939443535189
2025-01-27,76.25818330605567
2025-01-28,76.25818330605567
2025-01-29,76.25818330605567
2025-01-30,76.25818330605567
2025-01-31,76.25818330605567
2025-02-01,50.83878887070378
2025-02-02,50.83878887070378
2025-02-03,76.25818330605567
2025-02-04,76.25818330605567
2025-02-05,101.67757774140756
2025-02-06,76.25818330605567
2025-02-07,76.25818330605567
2025-02-08,50.83878887070378
2025-02-09,25.41939443535189
2025-02-10,76.25818330605567
2025-02-11,76.25818330605567
2025-02-12,76.25818330605567
2025-02-13,76.25818330605567
2025-02-14,76.25818330605567
2025-02-15,25.41939443535189
2025-02-16,25.41939443535189
2025-02-17,50.83878887070378
2025-02-18,76.25818330605567
2025-02-19,76.25818330605567
2025-02-20,76.25818330605567
2025-02-21,76.25818330605567
2025-02-22,25.41939443535189
2025-02-23,25.41939443535189
2025-02-24,76.25818330605567
2025-02-25,76.25818330605567
2025-02-26,127.09697217675945
2025-02-27,76.25818330605567
2025-02-28,76.25818330605567
2025-03-01,25.41939443535189
2025-03-02,25.41939443535189
2025-03-03,76.25818330605567
2025-03-04,76.25818330605567
2025-03-05,127.09697217675945
2025-03-06,127.09697217675945
2025-03-07,76.25818330605567
2025-03-08,25.41939443535189
2025-03-09,25.41939443535189
2025-03-10,76.25818330605567
2025-03-11,76.25818330605567
2025-03-12,76.25818330605567
2025-03-13,76.25818330605567
2025-03-14,50.83878887070378
2025-03-15,25.41939443535189
2025-03-16,25.41939443535189
2025-03-17,50.83878887070378
2025-03-18,50.83878887070378
2025-03-19,50.83878887070378
2025-03-20,50.83878887070378
2025-03-21,50.83878887070378
2025-03-22,25.41939443535189
2025-03-23,25.41939443535189
2025-03-24,50.83878887070378
2025-03-25,50.83878887070378
2025-03-26,76.25818330605567
2025-03-27,76.25818330605567
2025-03-28,76.25818330605567
2025-03-29,25.41939443535189
2025-03-30,25.41939443535189
2025-03-31,50.83878887070378
2025-04-01,76.25818330605567
2025-04-02,101.67757774140756
2025-04-03,76.25818330605567
2025-04-04,50.83878887070378
2025-04-05,25.41939443535189
2025-04-06,25.41939443535189
2025-04-07,50.83878887070378
2025-04-08,50.83878887070378
2025-04-09,50.83878887070378
2025-04-10,76.25818330605567
2025-04-11,50.83878887070378
2025-04-12,25.41939443535189
2025-04-13,25.41939443535189
2025-04-14,50.83878887070378
2025-04-15,52.65445990180034
2025-04-16,52.65445990180034
2025-04-17,50.83878887070378
2025-04-18,29.050736497545014
2025-04-19,23.603723404255327
2025-04-20,21.788052373158763
2025-04-21,47.20744680851065
2025-04-22,50.83878887070378
2025-04-23,49.02311783960721
2025-04-24,50.83878887070378
2025-04-25,49.02311783960721
2025-04-26,23.603723404255327
2025-04-27,23.603723404255327
2025-04-28,54.47013093289691
2025-04-29,52.65445990180034
2025-04-30,54.47013093289691
2025-05-01,50.83878887070378
2025-05-02,50.83878887070378
2025-05-03,23.603723404255327
2025-05-04,25.41939443535189
2025-05-05,50.83878887070378
2025-05-06,54.47013093289691
2025-05-07,52.65445990180034
2025-05-08,52.65445990180034
2025-05-09,47.20744680851065
2025-05-10,23.603723404255327
2025-05-11,23.603723404255327
2025-05-12,52.65445990180034
2025-05-13,52.65445990180034
2025-05-14,50.83878887070378
2025-05-15,47.207446808510646
2025-05-16,43.57610474631752
2025-05-17,18.156710310965632
2025-05-18,18.156710310965632
2025-05-19,47.207446808510646
2025-05-20,47.207446808510646
2025-05-21,54.4701309328969
2025-05-22,79.88952536824878
2025-05-23,43.57610474631752
2025-05-24,25.419394435351887
2025-05-25,18.156710310965632
2025-05-26,21.78805237315876
2025-05-27,36.313420621931265
2025-05-28,29.050736497545014
2025-05-29,36.313420621931265
2025-05-30,29.050736497545014
2025-05-31,14.525368248772507
2025-06-01,14.525368248772507
2025-06-02,29.050736497545014
2025-06-03,29.050736497545014
2025-06-04,32.68207855973814
2025-06-05,36.313420621931265
2025-06-06,25.419394435351887
2025-06-07,14.525368248772507
2025-06-08,18.156710310965632
2025-06-09,29.050736497545014
2025-06-10,36.313420621931265
2025-06-11,39.94476268412439
2025-06-12,43.57610474631752
2025-06-13,32.68207855973814
2025-06-14,39.94476268412439
2025-06-15,25.419394435351887
2025-06-16,29.050736497545014
2025-06-17,29.050736497545014
2025-06-18,29.050736497545014
2025-06-19,29.050736497545014
2025-06-20,25.419394435351887
2025-06-21,18.156710310965632
2025-06-22,21.78805237315876
2025-06-23,29.050736497545014
2025-06-24,39.94476268412439
2025-06-25,36.313420621931265
2025-06-26,25.419394435351887
2025-06-27,29.050736497545014
2025-06-28,21.78805237315876
2025-06-29,29.050736497545014
2025-06-30,32.68207855973814
2025-07-01,116.20294599018005
2025-07-02,225.14320785597386
2025-07-03,363.13420621931266
2025-07-04,54.4701309328969
2025-07-05,32.68207855973814
2025-07-06,25.419394435351887
2025-07-07,25.419394435351887
2025-07-08,25.419394435351887
2025-07-09,21.78805237315876
2025-07-10,21.78805237315876
2025-07-11,21.78805237315876
2025-07-12,14.525368248772507
2025-07-13,18.156710310965632
2025-07-14,21.78805237315876
2025-07-15,29.050736497545014
2025-07-16,32.68207855973814
2025-07-17,36.313420621931265
2025-07-18,29.050736497545014
2025-07-19,25.419394435351887
2025-07-20,47.207446808510646
2025-07-21,39.94476268412439
2025-07-22,36.313420621931265
2025-07-23,36.313420621931265
2025-07-24,25.419394435351887
2025-07-25,25.419394435351887
2025-07-26,21.78805237315876
2025-07-27,21.78805237315876
2025-07-28,21.78805237315876
2025-07-29,25.419394435351887
2025-07-30,32.68207855973814
2025-07-31,32.68207855973814
2025-08-01,32.68207855973814
2025-08-02,14.525368248772507
2025-08-03,18.156710310965632
2025-08-04,39.94476268412439
2025-08-05,43.57610474631752
2025-08-06,36.313420621931265
2025-08-07,32.68207855973814
2025-08-08,32.68207855973814
2025-08-09,25.419394435351887
2025-08-10,25.419394435351887
2025-08-11,32.68207855973814
2025-08-12,32.68207855973814
2025-08-13,32.68207855973814
2025-08-14,39.94476268412439
2025-08-15,32.68207855973814
2025-08-16,18.156710310965632
2025-08-17,18.156710310965632
2025-08-18,32.68207855973814
2025-08-19,32.68207855973814
2025-08-20,36.313420621931265
2025-08-21,43.57610474631752
2025-08-22,39.94476268412439
2025-08-23,21.78805237315876
2025-08-24,18.156710310965632
2025-08-25,43.57610474631752
2025-08-26,39.94476268412439
2025-08-27,47.207446808510646
2025-08-28,43.57610474631752
2025-08-29,32.68207855973814
2025-08-30,18.156710310965632
2025-08-31,18.156710310965632
2025-09-01,18.156710310965632
2025-09-02,47.207446808510646
2025-09-03,50.83878887070377
2025-09-04,54.4701309328969
2025-09-05,47.207446808510646
2025-09-06,18.156710310965632
2025-09-07,18.156710310965632
2025-09-08,54.4701309328969
2025-09-09,54.4701309328969
2025-09-10,65.36415711947627
2025-09-11,76.25818330605566
2025-09-12,58.10147299509003
2025-09-13,21.78805237315876
2025-09-14,21.78805237315876
2025-09-15,58.10147299509003
2025-09-16,65.36415711947627
2025-09-17,72.62684124386253
2025-09-18,68.9954991816694
2025-09-19,68.9954991816694
2025-09-20,36.313420621931265
2025-09-21,29.050736497545014
2025-09-22,61.732815057283155
2025-09-23,61.732815057283155
2025-09-24,72.62684124386253
2025-09-25,65.36415711947627
2025-09-26,58.10147299509003
2025-09-27,25.419394435351887
2025-09-28,25.419394435351887
2025-09-29,61.732815057283155
2025-09-30,72.62684124386253
2025-10-01,76.25818330605566
2025-10-02,65.36415711947627
2025-10-03,61.732815057283155
2025-10-04,29.050736497545014
2025-10-05,25.419394435351887
2025-10-06,72.62684124386253
2025-10-07,72.62684124386253
2025-10-08,68.9954991816694
2025-10-09,68.9954991816694
2025-10-10,54.4701309328969
2025-10-11,21.78805237315876
2025-10-12,25.419394435351887
2025-10-13,50.83878887070377
2025-10-14,72.62684124386253
2025-10-15,76.25818330605566
2025-10-16,68.9954991816694
2025-10-17,61.732815057283155
2025-10-18,29.050736497545014
2025-10-19,32.68207855973814
2025-10-20,65.36415711947627
2025-10-21,72.62684124386253
2025-10-22,83.52086743044191
2025-10-23,90.78355155482816
2025-10-24,72.62684124386253
2025-10-25,25.419394435351887
2025-10-26,29.050736497545014
2025-10-27,76.25818330605566
2025-10-28,83.52086743044191
2025-10-29,76.25818330605566
2025-10-30,83.52086743044191
2025-10-31,68.9954991816694
2025-11-01,32.68207855973814
2025-11-02,32.68207855973814
2025-11-03,76.25818330605566
2025-11-04,83.52086743044191
2025-11-05,167.04173486088382
2025-11-06,105.30891980360067
2025-11-07,76.25818330605566
2025-11-08,39.94476268412439
2025-11-09,39.94476268412439
2025-11-10,130.72831423895255
2025-11-11,112.57160392798693
2025-11-12,181.56710310965633
2025-11-13,156.14770867430445
2025-11-14,76.25818330605566
2025-11-15,32.68207855973814
2025-11-16,29.050736497545014
2025-11-17,72.62684124386253
2025-11-18,119.83428805237318
2025-11-19,98.04623567921442
2025-11-20,79.88952536824878
2025-11-21,61.732815057283155
2025-11-22,58.10147299509003
2025-11-23,25.419394435351887
2025-11-24,47.207446808510646
2025-11-25,47.207446808510646
2025-11-26,25.419394435351887
2025-11-27,18.156710310965632
2025-11-28,18.156710310965632
2025-11-29,18.156710310965632
2025-11-30,29.050736497545014
2025-12-01,58.10147299509003
2025-12-02,65.36415711947627
2025-12-03,83.52086743044191
2025-12-04,72.62684124386253
2025-12-05,61.732815057283155
2025-12-06,21.78805237315876
2025-12-07,25.419394435351887
2025-12-08,65.36415711947627
2025-12-09,61.732815057283155
2025-12-10,68.9954991816694
2025-12-11,66.2108640332542
2025-12-12,65.11155959149957
2025-12-13,25.351698297854128
2025-12-14,21.88707060412563
2025-12-15,62.19658411864839
2025-12-16,61.09727967689376
2025-12-17,72.04081497895658
2025-12-18,58.18230420404257
2025-12-19,40.309513514522756
2025-12-20,18.972095131274443
2025-12-21,14.957815216668628
2025-12-22,21.88707060412563
2025-12-23,17.872790689519817
2025-12-24,15.507467437545941
2025-12-25,13.858510774914002
2025-12-26,14.957815216668628
2025-12-27,15.507467437545941
2025-12-28,14.408162995791315
2025-12-29,17.872790689519817
2025-12-30,14.957815216668628
2025-12-31,17.872790689519817
2026-01-01,14.408162995791315
2026-01-02,17.872790689519817
2026-01-03,17.872790689519817
2026-01-04,20.787766162371007
2026-01-05,37.39453804167157
2026-01-06,64.56190737062227
2026-01-07,65.66121181237688
2026-01-08,65.66121181237688
2026-01-09,61.646931897771076
2026-01-10,28.58191548562025
2026-01-11,28.58191548562025
2026-01-12,52.766613204222
2026-01-13,68.15687538878674
2026-01-14,68.15687538878674
2026-01-15,64.85896206352287
2026-01-16,56.064526529485875
2026-01-17,32.979133252638746
2026-01-18,29.681219927374872
2026-01-19,38.475655461411876
2026-01-20,68.15687538878674
2026-01-21,64.85896206352287
2026-01-22,67.05757094703212
2026-01-23,64.85896206352287
2026-01-24,41.773568786675746
2026-01-25,56.064526529485875
2026-01-26,65.95826650527749
2026-01-27,68.15687538878674
2026-01-28,71.45478871405062
2026-01-29,84.64644201510612
2026-01-30,69.25617983054137
2026-01-31,46.17078655369425
2026-02-01,69.25617983054137
2026-02-02,93.44087754914312
2026-02-03,106.63253085019862
2026-02-04,89.04365978212462
2026-02-05,86.84505089861537
2026-02-06,76.95131092282375
2026-02-07,53.86591764597662
2026-02-08,72.55409315580525
2026-02-09,71.45478871405062
2026-02-10,90.14296422387925
2026-02-11,83.54713757335149
2026-02-12,72.55409315580525
2026-02-13,65.95826650527749
2026-02-14,34.07843769439337
2026-02-15,39.5749599031665
2026-02-16,54.96522208773125
2026-02-17,67.05757094703212
2026-02-18,65.95826650527749
2026-02-19,61.561048738259
2026-02-20,59.362439854749745
2026-02-21,35.177742136148
2026-02-22,30.7805243691295
2026-02-23,64.85896206352287
2026-02-24,70.355484272296
2026-02-25,86.84505089861537
2026-02-26,71.45478871405062
2026-02-27,68.15687538878674
2026-02-28,30.7805243691295
2026-03-01,30.7805243691295
2026-03-02,64.85896206352287
2026-03-03,86.84505089861537
2026-03-04,109.9304441754625
2026-03-05,95.63948643265238
2026-03-06,86.84505089861537
2026-03-07,38.475655461411876
2026-03-08,31.879828810884124
2026-03-09,67.05757094703212
2026-03-10,64.85896206352287
2026-03-11,63.75965762176825
2026-03-12,58.26313541299512
2026-03-13,46.17078655369425
2026-03-14,25.284002160356373
2026-03-15,26.383306602111
2026-03-16,43.972177670185
2026-03-17,51.66730876246737
2026-03-18,61.561048738259
2026-03-19,59.362439854749745
2026-03-20,45.07148211193962
2026-03-21,31.879828810884124
2026-03-22,26.383306602111
2026-03-23,50.568004320712745
2026-03-24,51.66730876246737
2026-03-25,69.25617983054137
2026-03-26,52.766613204222
2026-03-27,64.85896206352287
2026-03-28,34.07843769439337
2026-03-29,28.58191548562025
2026-03-30,46.17078655369425
2026-03-31,48.369395437203494
2026-04-01,43.972177670185
2026-04-02,42.87287322843037
2026-04-03,28.58191548562025
2026-04-04,26.383306602111
2026-04-05,20.886784393337873
2026-04-06,40.67426434492112
2026-04-07,51.66730876246737
2026-04-08,51.66730876246737
2026-04-09,50.568004320712745
2026-04-10,39.5749599031665
2026-04-11,24.184697718601747
2026-04-12,30.7805243691295
2026-04-13,54.96522208773125
2026-04-14,59.362439854749745
2026-04-15,52.766613204222
2026-04-16,52.766613204222
2026-04-17,58.26313541299512
2026-04-18,24.184697718601747
2026-04-19,23.085393276847125
2026-04-20,45.07148211193962
2026-04-21,53.86591764597662
2026-04-22,61.561048738259
2026-04-23,52.766613204222
2026-04-24,46.17078655369425
2026-04-25,23.085393276847125
2026-04-26,30.7805243691295
2026-04-27,52.766613204222
2026-04-28,53.86591764597662
2026-04-29,58.26313541299512
2026-04-30,60.46174429650437
2026-05-01,48.369395437203494
2026-05-02,26.383306602111
2026-05-03,30.7805243691295
2026-05-04,52.766613204222
2026-05-05,58.26313541299512
2026-05-06,57.1638309712405
2026-05-07,57.1638309712405
2026-05-08,50.568004320712745
2026-05-09,36.277046577902624
2026-05-10,25.284002160356373
2026-05-11,47.270090995448875
2026-05-12,53.86591764597662
2026-05-13,50.568004320712745
2026-05-14,50.568004320712745
2026-05-15,46.17078655369425
2026-05-16,28.58191548562025
2026-05-17,29.681219927374872
2026-05-18,40.67426434492112
2026-05-19,53.86591764597662
2026-05-20,56.064526529485875
2026-05-21,40.67426434492112
2026-05-22,30.7805243691295
2026-05-23,24.184697718601747
2026-05-24,20.886784393337873
2026-05-25,26.383306602111
2026-05-26,35.177742136148
2026-05-27,37.37635101965725
2026-05-28,31.879828810884124
2026-05-29,29.681219927374872
2026-05-30,24.184697718601747
2026-05-31,27.482611043865624
