Time,google_drive
2022-05-30,33.0
2022-05-31,69.0
2022-06-01,69.0
2022-06-02,59.0
2022-06-03,56.0
2022-06-04,29.0
2022-06-05,31.0
2022-06-06,60.0
2022-06-07,60.0
2022-06-08,60.0
2022-06-09,57.0
2022-06-10,47.0
2022-06-11,29.0
2022-06-12,29.0
2022-06-13,55.0
2022-06-14,55.0
2022-06-15,52.0
2022-06-16,48.0
2022-06-17,39.0
2022-06-18,30.0
2022-06-19,27.0
2022-06-20,41.0
2022-06-21,48.0
2022-06-22,47.0
2022-06-23,46.0
2022-06-24,39.0
2022-06-25,27.0
2022-06-26,30.0
2022-06-27,44.0
2022-06-28,45.0
2022-06-29,44.0
2022-06-30,41.0
2022-07-01,37.0
2022-07-02,25.0
2022-07-03,24.0
2022-07-04,26.0
2022-07-05,46.0
2022-07-06,45.0
2022-07-07,41.0
2022-07-08,38.0
2022-07-09,27.0
2022-07-10,27.0
2022-07-11,46.0
2022-07-12,45.0
2022-07-13,44.0
2022-07-14,42.0
2022-07-15,37.0
2022-07-16,30.0
2022-07-17,27.0
2022-07-18,50.0
2022-07-19,45.0
2022-07-20,44.0
2022-07-21,43.0
2022-07-22,38.0
2022-07-23,26.0
2022-07-24,29.0
2022-07-25,42.0
2022-07-26,48.0
2022-07-27,47.0
2022-07-28,46.0
2022-07-29,39.0
2022-07-30,27.0
2022-07-31,29.0
2022-08-01,48.0
2022-08-02,50.0
2022-08-03,46.0
2022-08-04,51.0
2022-08-05,41.0
2022-08-06,28.0
2022-08-07,29.0
2022-08-08,50.0
2022-08-09,53.0
2022-08-10,55.0
2022-08-11,55.0
2022-08-12,53.0
2022-08-13,28.0
2022-08-14,32.0
2022-08-15,61.0
2022-08-16,68.0
2022-08-17,65.0
2022-08-18,68.0
2022-08-19,65.0
2022-08-20,32.0
2022-08-21,33.0
2022-08-22,75.0
2022-08-23,79.0
2022-08-24,80.0
2022-08-25,78.0
2022-08-26,73.0
2022-08-27,32.0
2022-08-28,38.0
2022-08-29,85.90697674418604
2022-08-30,87.86046511627907
2022-08-31,87.36046511627907
2022-09-01,85.40697674418604
2022-09-02,72.23255813953489
2022-09-03,28.802325581395348
2022-09-04,29.77906976744186
2022-09-05,41.0
2022-09-06,94.19767441860465
2022-09-07,89.81395348837209
2022-09-08,93.72093023255813
2022-09-09,82.97674418604652
2022-09-10,29.77906976744186
2022-09-11,38.06976744186046
2022-09-12,93.22093023255813
2022-09-13,92.24418604651163
2022-09-14,93.22093023255813
2022-09-15,95.17441860465115
2022-09-16,82.0
2022-09-17,34.16279069767442
2022-09-18,39.04651162790697
2022-09-19,93.72093023255813
2022-09-20,95.17441860465115
2022-09-21,86.88372093023256
2022-09-22,89.81395348837209
2022-09-23,79.06976744186046
2022-09-24,31.73255813953488
2022-09-25,36.116279069767444
2022-09-26,78.09302325581395
2022-09-27,87.86046511627907
2022-09-28,87.72093023255813
2022-09-29,83.90697674418604
2022-09-30,74.37209302325581
2022-10-01,28.604651162790695
2022-10-02,36.23255813953488
2022-10-03,89.62790697674419
2022-10-04,89.62790697674419
2022-10-05,79.13953488372093
2022-10-06,85.81395348837208
2022-10-07,73.41860465116278
2022-10-08,30.51162790697674
2022-10-09,34.325581395348834
2022-10-10,73.41860465116278
2022-10-11,85.81395348837208
2022-10-12,80.09302325581395
2022-10-13,84.86046511627906
2022-10-14,70.55813953488371
2022-10-15,32.41860465116279
2022-10-16,35.279069767441854
2022-10-17,88.67441860465115
2022-10-18,89.62790697674419
2022-10-19,85.81395348837208
2022-10-20,82.95348837209302
2022-10-21,72.46511627906976
2022-10-22,31.465116279069765
2022-10-23,34.325581395348834
2022-10-24,84.86046511627906
2022-10-25,83.90697674418604
2022-10-26,82.95348837209302
2022-10-27,84.86046511627906
2022-10-28,72.46511627906976
2022-10-29,29.55813953488372
2022-10-30,34.325581395348834
2022-10-31,78.1860465116279
2022-11-01,82.0
2022-11-02,82.95348837209302
2022-11-03,82.0
2022-11-04,73.41860465116278
2022-11-05,31.465116279069765
2022-11-06,33.372093023255815
2022-11-07,81.04651162790697
2022-11-08,72.46511627906976
2022-11-09,74.37209302325581
2022-11-10,75.32558139534883
2022-11-11,59.11627906976744
2022-11-12,33.372093023255815
2022-11-13,35.279069767441854
2022-11-14,87.72093023255813
2022-11-15,89.62790697674419
2022-11-16,82.95348837209302
2022-11-17,81.04651162790697
2022-11-18,72.46511627906976
2022-11-19,31.465116279069765
2022-11-20,31.465116279069765
2022-11-21,61.9767441860465
2022-11-22,59.11627906976744
2022-11-23,37.18604651162791
2022-11-24,22.883720930232556
2022-11-25,27.651162790697672
2022-11-26,24.790697674418603
2022-11-27,33.372093023255815
2022-11-28,75.32558139534883
2022-11-29,81.04651162790697
2022-11-30,82.0
2022-12-01,81.04651162790697
2022-12-02,73.41860465116278
2022-12-03,34.325581395348834
2022-12-04,33.372093023255815
2022-12-05,82.0
2022-12-06,82.95348837209302
2022-12-07,78.1860465116279
2022-12-08,80.09302325581395
2022-12-09,74.37209302325581
2022-12-10,33.372093023255815
2022-12-11,32.41860465116279
2022-12-12,79.13953488372093
2022-12-13,71.51162790697674
2022-12-14,72.46511627906976
2022-12-15,68.65116279069767
2022-12-16,61.02325581395348
2022-12-17,29.55813953488372
2022-12-18,25.744186046511626
2022-12-19,56.25581395348837
2022-12-20,50.534883720930225
2022-12-21,45.76744186046511
2022-12-22,35.279069767441854
2022-12-23,27.651162790697672
2022-12-24,21.930232558139533
2022-12-25,19.069767441860463
2022-12-26,23.83720930232558
2022-12-27,27.651162790697672
2022-12-28,28.604651162790695
2022-12-29,28.604651162790695
2022-12-30,25.744186046511626
2022-12-31,22.883720930232556
2023-01-01,22.883720930232556
2023-01-02,31.465116279069765
2023-01-03,53.3953488372093
2023-01-04,59.11627906976744
2023-01-05,62.93023255813953
2023-01-06,56.25581395348837
2023-01-07,31.465116279069765
2023-01-08,28.604651162790695
2023-01-09,69.60465116279069
2023-01-10,75.32558139534883
2023-01-11,73.41860465116278
2023-01-12,72.46511627906976
2023-01-13,68.65116279069767
2023-01-14,29.55813953488372
2023-01-15,28.604651162790695
2023-01-16,41.0
2023-01-17,76.27906976744185
2023-01-18,75.32558139534883
2023-01-19,76.27906976744185
2023-01-20,69.60465116279069
2023-01-21,31.465116279069765
2023-01-22,32.41860465116279
2023-01-23,80.09302325581395
2023-01-24,78.1860465116279
2023-01-25,72.46511627906976
2023-01-26,71.51162790697674
2023-01-27,68.65116279069767
2023-01-28,32.41860465116279
2023-01-29,32.41860465116279
2023-01-30,81.04651162790697
2023-01-31,80.09302325581395
2023-02-01,80.09302325581395
2023-02-02,77.23255813953487
2023-02-03,75.32558139534883
2023-02-04,30.51162790697674
2023-02-05,36.23255813953488
2023-02-06,82.95348837209302
2023-02-07,83.90697674418604
2023-02-08,85.81395348837208
2023-02-09,83.90697674418604
2023-02-10,74.37209302325581
2023-02-11,32.41860465116279
2023-02-12,33.372093023255815
2023-02-13,73.41860465116278
2023-02-14,81.04651162790697
2023-02-15,82.0
2023-02-16,81.04651162790697
2023-02-17,69.60465116279069
2023-02-18,32.41860465116279
2023-02-19,33.372093023255815
2023-02-20,55.302325581395344
2023-02-21,78.1860465116279
2023-02-22,75.32558139534883
2023-02-23,77.23255813953487
2023-02-24,68.65116279069767
2023-02-25,33.372093023255815
2023-02-26,35.279069767441854
2023-02-27,88.67441860465115
2023-02-28,79.13953488372093
2023-03-01,82.95348837209302
2023-03-02,82.0
2023-03-03,69.60465116279069
2023-03-04,31.465116279069765
2023-03-05,35.279069767441854
2023-03-06,79.13953488372093
2023-03-07,79.13953488372093
2023-03-08,79.13953488372093
2023-03-09,78.1860465116279
2023-03-10,68.65116279069767
2023-03-11,30.51162790697674
2023-03-12,34.325581395348834
2023-03-13,66.74418604651163
2023-03-14,69.60465116279069
2023-03-15,70.55813953488371
2023-03-16,66.74418604651163
2023-03-17,58.16279069767441
2023-03-18,29.55813953488372
2023-03-19,34.325581395348834
2023-03-20,78.1860465116279
2023-03-21,78.1860465116279
2023-03-22,74.37209302325581
2023-03-23,77.23255813953487
2023-03-24,65.7906976744186
2023-03-25,28.604651162790695
2023-03-26,31.465116279069765
2023-03-27,78.1860465116279
2023-03-28,76.27906976744185
2023-03-29,74.37209302325581
2023-03-30,71.51162790697674
2023-03-31,61.02325581395348
2023-04-01,32.41860465116279
2023-04-02,32.41860465116279
2023-04-03,71.51162790697674
2023-04-04,68.65116279069767
2023-04-05,65.7906976744186
2023-04-06,61.9767441860465
2023-04-07,42.90697674418604
2023-04-08,28.604651162790695
2023-04-09,31.465116279069765
2023-04-10,64.83720930232558
2023-04-11,72.46511627906976
2023-04-12,69.60465116279069
2023-04-13,67.69767441860465
2023-04-14,61.02325581395348
2023-04-15,30.51162790697674
2023-04-16,35.279069767441854
2023-04-17,80.09302325581395
2023-04-18,76.27906976744185
2023-04-19,77.23255813953487
2023-04-20,68.65116279069767
2023-04-21,62.93023255813953
2023-04-22,30.51162790697674
2023-04-23,34.325581395348834
2023-04-24,74.37209302325581
2023-04-25,75.32558139534883
2023-04-26,75.21542242377137
2023-04-27,74.36315192046388
2023-04-28,63.0093269289912
2023-04-29,31.12913714723463
2023-04-30,33.58473078837153
2023-05-01,75.21542242377137
2023-05-02,73.5108814171564
2023-05-03,69.72627308666551
2023-05-04,70.20301727271202
2023-05-05,59.70146278454682
2023-05-06,30.27686664392715
2023-05-07,29.42459614061967
2023-05-08,70.57854358997298
2023-05-09,67.64620576278958
2023-05-10,69.35074676940454
2023-05-11,67.64620576278958
2023-05-12,60.07698910180779
2023-05-13,29.42459614061967
2023-05-14,28.947851954573157
2023-05-15,70.57854358997298
2023-05-16,69.72627308666551
2023-05-17,68.87400258335802
2023-05-18,67.64620576278958
2023-05-19,60.07698910180779
2023-05-20,29.42459614061967
2023-05-21,29.42459614061967
2023-05-22,63.0093269289912
2023-05-23,61.78153010842274
2023-05-24,60.07698910180779
2023-05-25,58.37244809519282
2023-05-26,47.31631597488215
2023-05-27,27.0378948427898
2023-05-28,25.535789573745923
2023-05-29,27.78894747731174
2023-05-30,57.08000022366736
2023-05-31,57.831052858189295
2023-06-01,54.82684232010154
2023-06-02,49.56947387844797
2023-06-03,28.54000011183368
2023-06-04,32.29526328444337
2023-06-05,53.32473705105767
2023-06-06,54.0757896855796
2023-06-07,54.82684232010154
2023-06-08,48.06736860940409
2023-06-09,39.80578962966276
2023-06-10,26.286842208267863
2023-06-11,28.54000011183368
2023-06-12,49.56947387844797
2023-06-13,46.56526334036021
2023-06-14,46.56526334036021
2023-06-15,42.05894753322858
2023-06-16,33.79736855348725
2023-06-17,24.784736939223986
2023-06-18,26.286842208267863
2023-06-19,34.54842118800919
2023-06-20,40.5568422641847
2023-06-21,41.30789489870664
2023-06-22,37.55263172609695
2023-06-23,34.54842118800919
2023-06-24,24.784736939223986
2023-06-25,26.286842208267863
2023-06-26,40.5568422641847
2023-06-27,39.80578962966276
2023-06-28,39.05473699514082
2023-06-29,37.55263172609695
2023-06-30,32.29526328444337
2023-07-01,27.78894747731174
2023-07-02,24.033684304702046
2023-07-03,31.544210649921435
2023-07-04,24.784736939223986
2023-07-05,36.80157909157501
2023-07-06,40.5568422641847
2023-07-07,35.29947382253113
2023-07-08,25.535789573745923
2023-07-09,24.784736939223986
2023-07-10,36.05052645705307
2023-07-11,36.05052645705307
2023-07-12,37.55263172609695
2023-07-13,34.54842118800919
2023-07-14,33.04631591896531
2023-07-15,27.0378948427898
2023-07-16,25.535789573745923
2023-07-17,39.80578962966276
2023-07-18,28.54000011183368
2023-07-19,31.544210649921435
2023-07-20,29.291052746355618
2023-07-21,28.54000011183368
2023-07-22,21.02947376661429
2023-07-23,22.53157903565817
2023-07-24,33.04631591896531
2023-07-25,31.544210649921435
2023-07-26,32.29526328444337
2023-07-27,28.54000011183368
2023-07-28,28.54000011183368
2023-07-29,21.78052640113623
2023-07-30,21.78052640113623
2023-07-31,30.793158015399495
2023-08-01,32.29526328444337
2023-08-02,32.29526328444337
2023-08-03,32.29526328444337
2023-08-04,30.793158015399495
2023-08-05,22.53157903565817
2023-08-06,22.53157903565817
2023-08-07,33.04631591896531
2023-08-08,33.04631591896531
2023-08-09,33.04631591896531
2023-08-10,36.80157909157501
2023-08-11,34.54842118800919
2023-08-12,21.78052640113623
2023-08-13,24.033684304702046
2023-08-14,42.810000167750516
2023-08-15,42.810000167750516
2023-08-16,44.3121054367944
2023-08-17,46.56526334036021
2023-08-18,42.810000167750516
2023-08-19,23.282631670180105
2023-08-20,26.286842208267863
2023-08-21,54.0757896855796
2023-08-22,54.0757896855796
2023-08-23,56.32894758914542
2023-08-24,57.08000022366736
2023-08-25,51.071579147491846
2023-08-26,23.282631670180105
2023-08-27,25.535789573745923
2023-08-28,61.58631603079899
2023-08-29,60.084210761755116
2023-08-30,60.83526339627706
2023-08-31,59.333158127233176
2023-09-01,50.320526512969906
2023-09-02,21.78052640113623
2023-09-03,22.53157903565817
2023-09-04,27.0378948427898
2023-09-05,64.59052656888674
2023-09-06,66.09263183793063
2023-09-07,62.33736866532093
2023-09-08,57.831052858189295
2023-09-09,25.535789573745923
2023-09-10,27.0378948427898
2023-09-11,66.84368447245257
2023-09-12,66.84368447245257
2023-09-13,66.84368447245257
2023-09-14,65.34157920340868
2023-09-15,58.582105492711236
2023-09-16,25.535789573745923
2023-09-17,26.286842208267863
2023-09-18,63.08842129984287
2023-09-19,64.59052656888674
2023-09-20,66.09263183793063
2023-09-21,66.84368447245257
2023-09-22,54.82684232010154
2023-09-23,24.784736939223986
2023-09-24,26.286842208267863
2023-09-25,54.82684232010154
2023-09-26,64.59052656888674
2023-09-27,64.59052656888674
2023-09-28,62.33736866532093
2023-09-29,55.57789495462348
2023-09-30,24.784736939223986
2023-10-01,27.0378948427898
2023-10-02,63.08842129984287
2023-10-03,58.582105492711236
2023-10-04,60.084210761755116
2023-10-05,58.582105492711236
2023-10-06,51.071579147491846
2023-10-07,25.535789573745923
2023-10-08,26.286842208267863
2023-10-09,50.320526512969906
2023-10-10,61.58631603079899
2023-10-11,58.582105492711236
2023-10-12,57.831052858189295
2023-10-13,49.56947387844797
2023-10-14,23.282631670180105
2023-10-15,27.78894747731174
2023-10-16,59.333158127233176
2023-10-17,60.83526339627706
2023-10-18,60.83526339627706
2023-10-19,57.831052858189295
2023-10-20,49.56947387844797
2023-10-21,23.282631670180105
2023-10-22,28.54000011183368
2023-10-23,60.83526339627706
2023-10-24,58.582105492711236
2023-10-25,57.831052858189295
2023-10-26,57.831052858189295
2023-10-27,49.56947387844797
2023-10-28,22.53157903565817
2023-10-29,24.784736939223986
2023-10-30,57.08000022366736
2023-10-31,57.08000022366736
2023-11-01,56.32894758914542
2023-11-02,59.333158127233176
2023-11-03,51.82263178201379
2023-11-04,24.784736939223986
2023-11-05,24.784736939223986
2023-11-06,56.32894758914542
2023-11-07,54.82684232010154
2023-11-08,60.084210761755116
2023-11-09,53.32473705105767
2023-11-10,39.05473699514082
2023-11-11,24.033684304702046
2023-11-12,26.286842208267863
2023-11-13,57.08000022366736
2023-11-14,60.084210761755116
2023-11-15,57.08000022366736
2023-11-16,60.83526339627706
2023-11-17,54.0757896855796
2023-11-18,24.033684304702046
2023-11-19,24.033684304702046
2023-11-20,42.05894753322858
2023-11-21,39.80578962966276
2023-11-22,27.78894747731174
2023-11-23,18.025263228526534
2023-11-24,20.27842113209235
2023-11-25,20.27842113209235
2023-11-26,24.784736939223986
2023-11-27,54.0757896855796
2023-11-28,59.333158127233176
2023-11-29,60.084210761755116
2023-11-30,58.582105492711236
2023-12-01,53.32473705105767
2023-12-02,26.286842208267863
2023-12-03,27.0378948427898
2023-12-04,60.084210761755116
2023-12-05,64.59052656888674
2023-12-06,60.83526339627706
2023-12-07,60.084210761755116
2023-12-08,61.58631603079899
2023-12-09,30.793158015399495
2023-12-10,32.29526328444337
2023-12-11,68.34578974149645
2023-12-12,67.5947371069745
2023-12-13,68.34578974149645
2023-12-14,51.071579147491846
2023-12-15,45.81421070583828
2023-12-16,24.033684304702046
2023-12-17,23.282631670180105
2023-12-18,41.30789489870664
2023-12-19,40.5568422641847
2023-12-20,38.30368436061889
2023-12-21,33.79736855348725
2023-12-22,26.256054495698223
2023-12-23,17.8560355295043
2023-12-24,15.814621689937837
2023-12-25,16.495092969793326
2023-12-26,20.88286561152077
2023-12-27,24.21464065613176
2023-12-28,26.256054495698223
2023-12-29,23.229224413681752
2023-12-30,18.16098049209882
2023-12-31,18.16098049209882
2024-01-01,18.841451771954308
2024-01-02,29.963355857570182
2024-01-03,37.3779585813141
2024-01-04,33.97560218203665
2024-01-05,37.682903543908616
2024-01-06,22.548753133826267
2024-01-07,23.229224413681752
2024-01-08,45.777977547508016
2024-01-09,45.097506267652534
2024-01-10,49.48527890937998
2024-01-11,48.80480762952449
2024-01-12,43.05609242808607
2024-01-13,22.548753133826267
2024-01-14,21.56333689137626
2024-01-15,27.92194201800372
2024-01-16,43.736563707941556
2024-01-17,50.470695151829986
2024-01-18,55.53893907341292
2024-01-19,42.07067618563606
2024-01-20,26.93652577555371
2024-01-21,27.445046633506657
2024-01-22,50.62086379069006
2024-01-23,49.401083940311985
2024-01-24,54.89009326701331
2024-01-25,51.230753715879096
2024-01-26,47.57141416474487
2024-01-27,25.615376857939548
2024-01-28,26.83515670831762
2024-01-29,52.45053356625717
2024-01-30,60.37910259371465
2024-01-31,59.76921266852561
2024-02-01,57.9395428929585
2024-02-02,50.62086379069006
2024-02-03,29.27471640907377
2024-02-04,28.66482648388473
2024-02-05,57.32965296776946
2024-02-06,59.76921266852561
2024-02-07,58.54943281814754
2024-02-08,59.159322743336574
2024-02-09,53.67031341663524
2024-02-10,29.27471640907377
2024-02-11,27.445046633506657
2024-02-12,54.89009326701331
2024-02-13,60.988992518903686
2024-02-14,56.10987311739139
2024-02-15,57.9395428929585
2024-02-16,48.79119401512295
2024-02-17,26.83515670831762
2024-02-18,28.66482648388473
2024-02-19,35.98350558615317
2024-02-20,57.9395428929585
2024-02-21,56.719763042580425
2024-02-22,56.10987311739139
2024-02-23,48.18130408993391
2024-02-24,28.054936558695694
2024-02-25,28.054936558695694
2024-02-26,58.54943281814754
2024-02-27,56.10987311739139
2024-02-28,54.89009326701331
2024-02-29,55.49998319220235
2024-03-01,49.401083940311985
2024-03-02,29.27471640907377
2024-03-03,27.445046633506657
2024-03-04,54.280203341824276
2024-03-05,51.840643641068134
2024-03-06,48.79119401512295
2024-03-07,51.840643641068134
2024-03-08,45.131854463988724
2024-03-09,24.395597007561474
2024-03-10,25.00548693275051
2024-03-11,44.521964538799686
2024-03-12,46.3516343143668
2024-03-13,44.521964538799686
2024-03-14,44.521964538799686
2024-03-15,37.203285436531246
2024-03-16,23.785707082372436
2024-03-17,25.615376857939548
2024-03-18,49.401083940311985
2024-03-19,51.230753715879096
2024-03-20,46.961524239555835
2024-03-21,47.57141416474487
2024-03-22,39.03295521209836
2024-03-23,23.785707082372436
2024-03-24,25.615376857939548
2024-03-25,43.30218468842162
2024-03-26,43.912074613610656
2024-03-27,42.082404838043544
2024-03-28,42.082404838043544
2024-03-29,31.10438618464088
2024-03-30,22.565927231994362
2024-03-31,21.956037306805328
2024-04-01,38.42306528690932
2024-04-02,45.74174438917776
2024-04-03,44.521964538799686
2024-04-04,42.69229476323258
2024-04-05,38.42306528690932
2024-04-06,23.785707082372436
2024-04-07,26.225266783128586
2024-04-08,43.30218468842162
2024-04-09,49.401083940311985
2024-04-10,46.3516343143668
2024-04-11,48.79119401512295
2024-04-12,41.47251491285451
2024-04-13,25.615376857939548
2024-04-14,26.83515670831762
2024-04-15,53.67031341663524
2024-04-16,53.67031341663524
2024-04-17,51.840643641068134
2024-04-18,51.840643641068134
2024-04-19,40.25273506247643
2024-04-20,23.785707082372436
2024-04-21,28.054936558695694
2024-04-22,52.45053356625717
2024-04-23,50.01097386550102
2024-04-24,48.18130408993391
2024-04-25,50.01097386550102
2024-04-26,42.082404838043544
2024-04-27,24.395597007561474
2024-04-28,26.225266783128586
2024-04-29,53.67031341663524
2024-04-30,50.01097386550102
2024-05-01,50.01097386550102
2024-05-02,45.131854463988724
2024-05-03,40.25273506247643
2024-05-04,23.1758171571834
2024-05-05,24.395597007561474
2024-05-06,44.521964538799686
2024-05-07,46.3516343143668
2024-05-08,43.30218468842162
2024-05-09,44.521964538799686
2024-05-10,36.59339551134221
2024-05-11,22.565927231994362
2024-05-12,22.565927231994362
2024-05-13,48.18130408993391
2024-05-14,48.79119401512295
2024-05-15,43.30218468842162
2024-05-16,42.69229476323258
2024-05-17,38.42306528690932
2024-05-18,23.1758171571834
2024-05-19,23.1758171571834
2024-05-20,48.18130408993391
2024-05-21,43.912074613610656
2024-05-22,40.86262498766547
2024-05-23,40.86262498766547
2024-05-24,34.15383581058606
2024-05-25,20.736257456427253
2024-05-26,20.736257456427253
2024-05-27,24.395597007561474
2024-05-28,38.42306528690932
2024-05-29,39.03295521209836
2024-05-30,37.81317536172028
2024-05-31,32.93405596020799
2024-06-01,21.956037306805328
2024-06-02,23.785707082372436
2024-06-03,35.98350558615317
2024-06-04,34.15383581058606
2024-06-05,36.59339551134221
2024-06-06,32.93405596020799
2024-06-07,29.27471640907377
2024-06-08,21.34614738161629
2024-06-09,21.956037306805328
2024-06-10,32.93405596020799
2024-06-11,32.93405596020799
2024-06-12,32.324166035018955
2024-06-13,30.494496259451843
2024-06-14,28.054936558695694
2024-06-15,18.90658768086014
2024-06-16,18.90658768086014
2024-06-17,29.884606334262806
2024-06-18,33.54394588539703
2024-06-19,26.83515670831762
2024-06-20,28.66482648388473
2024-06-21,32.324166035018955
2024-06-22,18.90658768086014
2024-06-23,20.126367531238216
2024-06-24,31.10438618464088
2024-06-25,30.494496259451843
2024-06-26,28.054936558695694
2024-06-27,30.494496259451843
2024-06-28,25.615376857939548
2024-06-29,18.90658768086014
2024-06-30,20.736257456427253
2024-07-01,31.10438618464088
2024-07-02,31.10438618464088
2024-07-03,28.054936558695694
2024-07-04,18.90658768086014
2024-07-05,21.956037306805328
2024-07-06,18.90658768086014
2024-07-07,19.51647760604918
2024-07-08,29.27471640907377
2024-07-09,29.27471640907377
2024-07-10,29.884606334262806
2024-07-11,28.054936558695694
2024-07-12,26.83515670831762
2024-07-13,18.296697755671104
2024-07-14,18.90658768086014
2024-07-15,31.10438618464088
2024-07-16,28.66482648388473
2024-07-17,29.27471640907377
2024-07-18,30.494496259451843
2024-07-19,27.445046633506657
2024-07-20,19.51647760604918
2024-07-21,19.51647760604918
2024-07-22,26.83515670831762
2024-07-23,29.27471640907377
2024-07-24,28.66482648388473
2024-07-25,29.27471640907377
2024-07-26,31.10438618464088
2024-07-27,19.51647760604918
2024-07-28,21.34614738161629
2024-07-29,30.494496259451843
2024-07-30,30.494496259451843
2024-07-31,29.884606334262806
2024-08-01,29.884606334262806
2024-08-02,29.27471640907377
2024-08-03,20.126367531238216
2024-08-04,20.126367531238216
2024-08-05,30.494496259451843
2024-08-06,29.884606334262806
2024-08-07,31.714276109829918
2024-08-08,29.884606334262806
2024-08-09,29.884606334262806
2024-08-10,20.126367531238216
2024-08-11,21.956037306805328
2024-08-12,32.324166035018955
2024-08-13,35.373615660964134
2024-08-14,36.59339551134221
2024-08-15,38.42306528690932
2024-08-16,33.54394588539703
2024-08-17,22.565927231994362
2024-08-18,23.214270942533467
2024-08-19,40.848339084169496
2024-08-20,48.78260099046371
2024-08-21,45.55645729496305
2024-08-22,45.251512332368534
2024-08-23,42.02536863686788
2024-08-24,23.519215905127986
2024-08-25,24.979815271581053
2024-08-26,51.42022990961517
2024-08-27,51.72517487220969
2024-08-28,53.49071920125728
2024-08-29,51.1366600958605
2024-08-30,40.259824307820296
2024-08-31,23.214270942533467
2024-09-01,22.625756166184267
2024-09-02,31.148532848827685
2024-09-03,52.00874468596437
2024-09-04,55.539833344059545
2024-09-05,55.539833344059545
2024-09-06,47.01705666141613
2024-09-07,24.391300495231857
2024-09-08,26.74535960062864
2024-09-09,56.12834812040874
2024-09-10,56.43329308300326
2024-09-11,51.1366600958605
2024-09-12,54.951318567710345
2024-09-13,52.597259462313566
2024-09-14,24.979815271581053
2024-09-15,24.391300495231857
2024-09-16,53.77428901501196
2024-09-17,55.01254386840738
2024-09-18,54.44540424089803
2024-09-19,50.475426848332546
2024-09-20,45.93830982825771
2024-09-21,24.38700398290224
2024-09-22,27.222702120449014
2024-09-23,52.74398535836996
2024-09-24,53.31112498587932
