Time,classroom
2024-09-22,11.009706668510846
2024-09-23,48.993194674873266
2024-09-24,48.993194674873266
2024-09-25,48.993194674873266
2024-09-26,48.442709341447724
2024-09-27,41.83688534034121
2024-09-28,9.358250668234218
2024-09-29,11.560192001936388
2024-09-30,45.13979734089447
2024-10-01,47.341738674596634
2024-10-02,43.48834134061784
2024-10-03,40.18542934006459
2024-10-04,40.18542934006459
2024-10-05,8.807765334808677
2024-10-06,11.009706668510846
2024-10-07,44.589312007468926
2024-10-08,43.48834134061784
2024-10-09,41.28640000691567
2024-10-10,44.038826674043385
2024-10-11,38.53397333978796
2024-10-12,8.807765334808677
2024-10-13,8.807765334808677
2024-10-14,28.074752004702656
2024-10-15,49.54368000829881
2024-10-16,44.038826674043385
2024-10-17,45.69028267432001
2024-10-18,41.83688534034121
2024-10-19,9.358250668234218
2024-10-20,10.459221335085303
2024-10-21,45.13979734089447
2024-10-22,46.79125334117109
2024-10-23,46.24076800774555
2024-10-24,45.13979734089447
2024-10-25,39.634944006639046
2024-10-26,8.257280001383135
2024-10-27,9.908736001659761
2024-10-28,45.69028267432001
2024-10-29,42.38737067376675
2024-10-30,41.28640000691567
2024-10-31,39.084458673213504
2024-11-01,31.37766400525591
2024-11-02,8.257280001383135
2024-11-03,9.358250668234218
2024-11-04,37.98348800636242
2024-11-05,28.074752004702656
2024-11-06,31.928149338681454
2024-11-07,39.084458673213504
2024-11-08,37.98348800636242
2024-11-09,8.257280001383135
2024-11-10,8.807765334808677
2024-11-11,25.872810671000487
2024-11-12,40.73591467349013
2024-11-13,41.83688534034121
2024-11-14,39.634944006639046
2024-11-15,37.43300267293687
2024-11-16,8.257280001383135
2024-11-17,8.807765334808677
2024-11-18,37.98348800636242
2024-11-19,40.18542934006459
2024-11-20,37.98348800636242
2024-11-21,40.73591467349013
2024-11-22,33.57960533895808
2024-11-23,7.706794667957592
2024-11-24,8.257280001383135
2024-11-25,23.670869337298317
2024-11-26,22.019413337021692
2024-11-27,10.459221335085303
2024-11-28,4.954368000829881
2024-11-29,4.954368000829881
2024-11-30,5.504853334255423
2024-12-01,8.807765334808677
2024-12-02,37.98348800636242
2024-12-03,36.88251733951133
2024-12-04,37.43300267293687
2024-12-05,35.23106133923471
2024-12-06,35.78154667266025
2024-12-07,8.807765334808677
2024-12-08,9.358250668234218
2024-12-09,38.53397333978796
2024-12-10,38.53397333978796
2024-12-11,36.88251733951133
2024-12-12,37.98348800636242
2024-12-13,35.23106133923471
2024-12-14,9.358250668234218
2024-12-15,9.358250668234218
2024-12-16,37.98348800636242
2024-12-17,37.43300267293687
2024-12-18,36.88251733951133
2024-12-19,33.02912000553254
2024-12-20,20.918442670170606
2024-12-21,4.954368000829881
2024-12-22,3.853397333978796
2024-12-23,3.853397333978796
2024-12-24,3.3029120005532535
2024-12-25,2.7524266671277116
2024-12-26,3.853397333978796
2024-12-27,3.853397333978796
2024-12-28,3.3029120005532535
2024-12-29,3.853397333978796
2024-12-30,4.403882667404338
2024-12-31,3.853397333978796
2025-01-01,4.403882667404338
2025-01-02,10.459221335085303
2025-01-03,12.661162668787473
2025-01-04,5.504853334255423
2025-01-05,6.605824001106507
2025-01-06,25.322325337574945
2025-01-07,33.57960533895808
2025-01-08,35.23106133923471
2025-01-09,34.13009067238362
2025-01-10,30.276693338404826
2025-01-11,7.706794667957592
2025-01-12,9.358250668234218
2025-01-13,36.88251733951133
2025-01-14,40.18542934006459
2025-01-15,37.98348800636242
2025-01-16,40.73591467349013
2025-01-17,35.78154667266025
2025-01-18,8.807765334808677
2025-01-19,6.605824001106507
2025-01-20,9.908736001659761
2025-01-21,30.827178671830367
2025-01-22,31.928149338681454
2025-01-23,36.88251733951133
2025-01-24,34.680576005809165
2025-01-25,8.807765334808677
2025-01-26,8.807765334808677
2025-01-27,35.78154667266025
2025-01-28,38.53397333978796
2025-01-29,35.23106133923471
2025-01-30,38.53397333978796
2025-01-31,35.78154667266025
2025-02-01,7.706794667957592
2025-02-02,9.908736001659761
2025-02-03,35.23106133923471
2025-02-04,40.18542934006459
2025-02-05,38.53397333978796
2025-02-06,35.78154667266025
2025-02-07,36.33203200608579
2025-02-08,8.257280001383135
2025-02-09,8.807765334808677
2025-02-10,33.57960533895808
2025-02-11,37.98348800636242
2025-02-12,37.43300267293687
2025-02-13,35.78154667266025
2025-02-14,28.074752004702656
2025-02-15,7.156309334532049
2025-02-16,7.156309334532049
2025-02-17,12.110677335361931
2025-02-18,29.175722671553743
2025-02-19,28.625237338128198
2025-02-20,29.726208004979284
2025-02-21,29.175722671553743
2025-02-22,7.706794667957592
2025-02-23,8.807765334808677
2025-02-24,36.33203200608579
2025-02-25,36.33203200608579
2025-02-26,35.23106133923471
2025-02-27,34.680576005809165
2025-02-28,34.680576005809165
2025-03-01,7.706794667957592
2025-03-02,8.807765334808677
2025-03-03,35.23106133923471
2025-03-04,33.57960533895808
2025-03-05,35.23106133923471
2025-03-06,35.78154667266025
2025-03-07,33.02912000553254
2025-03-08,8.257280001383135
2025-03-09,8.257280001383135
2025-03-10,31.928149338681454
2025-03-11,31.37766400525591
2025-03-12,33.02912000553254
2025-03-13,30.827178671830367
2025-03-14,26.973781337851573
2025-03-15,7.706794667957592
2025-03-16,8.257280001383135
2025-03-17,28.074752004702656
2025-03-18,30.827178671830367
2025-03-19,29.175722671553743
2025-03-20,28.625237338128198
2025-03-21,24.221354670723862
2025-03-22,7.156309334532049
2025-03-23,7.706794667957592
2025-03-24,28.625237338128198
2025-03-25,28.625237338128198
2025-03-26,29.175722671553743
2025-03-27,29.726208004979284
2025-03-28,26.423296004426028
2025-03-29,7.156309334532049
2025-03-30,7.706794667957592
2025-03-31,26.423296004426028
2025-04-01,30.827178671830367
2025-04-02,31.37766400525591
2025-04-03,33.02912000553254
2025-04-04,29.726208004979284
2025-04-05,7.156309334532049
2025-04-06,8.257280001383135
2025-04-07,33.02912000553254
2025-04-08,31.37766400525591
2025-04-09,31.37766400525591
2025-04-10,31.37766400525591
2025-04-11,30.827178671830367
2025-04-12,7.706794667957592
2025-04-13,8.257280001383135
2025-04-14,28.625237338128198
2025-04-15,27.53926354741475
2025-04-16,27.53926354741475
2025-04-17,25.653756300216727
2025-04-18,13.769631773707374
2025-04-19,6.207007075019604
2025-04-20,7.022437220210072
2025-04-21,26.458888590459352
2025-04-22,33.48132581066943
2025-04-23,31.860763375236335
2025-04-24,32.40095085371403
2025-04-25,32.94113833219173
2025-04-26,8.642999655643166
2025-04-27,8.907944467408093
2025-04-28,40.76870784264443
2025-04-29,37.802825638491015
2025-04-30,40.22852036416673
2025-05-01,40.76870784264443
2025-05-02,34.82664557938975
2025-05-03,8.907944467408093
2025-05-04,11.068694381318885
2025-05-05,40.22852036416673
2025-05-06,37.52758297177824
2025-05-07,35.10188824610252
2025-05-08,32.40095085371403
2025-05-09,29.159825982847845
2025-05-10,7.562624698687771
2025-05-11,8.367756988930395
2025-05-12,32.40095085371403
2025-05-13,30.780388418280936
2025-05-14,30.240200939803238
2025-05-15,29.143929294141948
2025-05-16,25.434701929432972
2025-05-17,6.888565105888096
2025-05-18,7.418454729417951
2025-05-19,26.49448117649268
2025-05-20,26.49448117649268
2025-05-21,25.434701929432972
2025-05-22,23.31514343531356
2025-05-23,18.016247200015023
2025-05-24,5.82878585882839
2025-05-25,5.298896235298535
2025-05-26,6.888565105888096
2025-05-27,20.135805694134437
2025-05-28,20.66569531766429
2025-05-29,19.605916070604582
2025-05-30,16.42657832942546
2025-05-31,5.82878585882839
2025-06-01,6.358675482358243
2025-06-02,17.48635757648517
2025-06-03,16.956467952955315
2025-06-04,15.366799082365754
2025-06-05,13.24724058824634
2025-06-06,12.187461341186632
2025-06-07,5.298896235298535
2025-06-08,5.298896235298535
2025-06-09,14.307019835306047
2025-06-10,12.187461341186632
2025-06-11,10.59779247059707
2025-06-12,11.127682094126925
2025-06-13,9.008123600007512
2025-06-14,4.769006611768682
2025-06-15,4.769006611768682
2025-06-16,9.008123600007512
2025-06-17,10.067902847067218
2025-06-18,9.008123600007512
2025-06-19,5.82878585882839
2025-06-20,6.888565105888096
2025-06-21,4.239116988238829
2025-06-22,4.239116988238829
2025-06-23,7.418454729417951
2025-06-24,7.418454729417951
2025-06-25,7.418454729417951
2025-06-26,6.888565105888096
2025-06-27,6.358675482358243
2025-06-28,4.239116988238829
2025-06-29,4.239116988238829
2025-06-30,6.358675482358243
2025-07-01,7.418454729417951
2025-07-02,7.418454729417951
2025-07-03,6.358675482358243
2025-07-04,4.239116988238829
2025-07-05,4.239116988238829
2025-07-06,5.298896235298535
2025-07-07,24.374922682373263
2025-07-08,9.008123600007512
2025-07-09,8.478233976477657
2025-07-10,7.418454729417951
2025-07-11,7.418454729417951
2025-07-12,5.298896235298535
2025-07-13,5.298896235298535
2025-07-14,7.948344352947804
2025-07-15,7.948344352947804
2025-07-16,7.418454729417951
2025-07-17,8.478233976477657
2025-07-18,6.888565105888096
2025-07-19,6.888565105888096
2025-07-20,7.418454729417951
2025-07-21,9.008123600007512
2025-07-22,9.538013223537364
2025-07-23,9.538013223537364
2025-07-24,9.538013223537364
2025-07-25,8.478233976477657
2025-07-26,6.358675482358243
2025-07-27,6.888565105888096
2025-07-28,10.59779247059707
2025-07-29,11.127682094126925
2025-07-30,12.717350964716486
2025-07-31,13.24724058824634
2025-08-01,11.127682094126925
2025-08-02,7.948344352947804
2025-08-03,7.418454729417951
2025-08-04,13.24724058824634
2025-08-05,16.42657832942546
2025-08-06,18.016247200015023
2025-08-07,19.605916070604582
2025-08-08,18.546136823544874
2025-08-09,9.538013223537364
2025-08-10,9.538013223537364
2025-08-11,22.25536418825385
2025-08-12,25.964591552962826
2025-08-13,27.554260423552385
2025-08-14,33.383046282380775
2025-08-15,30.203708541201653
2025-08-16,10.067902847067218
2025-08-17,10.067902847067218
2025-08-18,34.97271515297034
2025-08-19,38.152052894149456
2025-08-20,38.152052894149456
2025-08-21,41.861280258858436
2025-08-22,39.211832141209165
2025-08-23,10.067902847067218
2025-08-24,10.59779247059707
2025-08-25,44.5107283765077
2025-08-26,45.57050762356741
2025-08-27,44.5107283765077
2025-08-28,49.27973498827638
2025-08-29,40.27161138826887
2025-08-30,9.008123600007512
2025-08-31,9.008123600007512
2025-09-01,11.127682094126925
2025-09-02,45.57050762356741
2025-09-03,50.869403858865944
2025-09-04,51.3992934823958
2025-09-05,49.809624611806235
2025-09-06,10.067902847067218
2025-09-07,11.127682094126925
2025-09-08,52.98896235298536
2025-09-09,50.869403858865944
2025-09-10,49.27973498827638
2025-09-11,48.74984536474653
2025-09-12,46.10039724709726
2025-09-13,9.538013223537364
2025-09-14,10.59779247059707
2025-09-15,46.63028687062712
2025-09-16,47.16017649415697
2025-09-17,49.809624611806235
2025-09-18,50.33951423533609
2025-09-19,48.74984536474653
2025-09-20,10.067902847067218
2025-09-21,10.067902847067218
2025-09-22,43.45094912944799
2025-09-23,42.92105950591814
2025-09-24,44.5107283765077
2025-09-25,49.27973498827638
2025-09-26,43.980838752977846
2025-09-27,9.538013223537364
2025-09-28,10.59779247059707
2025-09-29,43.980838752977846
2025-09-30,50.33951423533609
2025-10-01,44.5107283765077
2025-10-02,40.27161138826887
2025-10-03,42.92105950591814
2025-10-04,9.008123600007512
2025-10-05,9.538013223537364
2025-10-06,42.39116988238828
2025-10-07,42.92105950591814
2025-10-08,43.45094912944799
2025-10-09,45.040618000037554
2025-10-10,36.5623840235599
2025-10-11,7.948344352947804
2025-10-12,9.008123600007512
2025-10-13,27.02437080002253
2025-10-14,41.861280258858436
2025-10-15,45.040618000037554
2025-10-16,41.861280258858436
2025-10-17,38.68194251767931
2025-10-18,9.008123600007512
2025-10-19,9.538013223537364
2025-10-20,47.16017649415697
2025-10-21,45.040618000037554
2025-10-22,41.861280258858436
2025-10-23,46.10039724709726
2025-10-24,43.980838752977846
2025-10-25,9.008123600007512
2025-10-26,10.067902847067218
2025-10-27,43.45094912944799
2025-10-28,43.45094912944799
2025-10-29,45.57050762356741
2025-10-30,45.040618000037554
2025-10-31,38.152052894149456
2025-11-01,7.948344352947804
2025-11-02,9.538013223537364
2025-11-03,40.27161138826887
2025-11-04,36.5623840235599
2025-11-05,45.040618000037554
2025-11-06,43.980838752977846
2025-11-07,43.45094912944799
2025-11-08,10.067902847067218
2025-11-09,9.008123600007512
2025-11-10,40.80150101179873
2025-11-11,28.08415004708224
2025-11-12,41.33139063532858
2025-11-13,43.980838752977846
2025-11-14,43.45094912944799
2025-11-15,9.008123600007512
2025-11-16,10.59779247059707
2025-11-17,42.39116988238828
2025-11-18,41.33139063532858
2025-11-19,42.39116988238828
2025-11-20,43.45094912944799
2025-11-21,40.27161138826887
2025-11-22,8.478233976477657
2025-11-23,7.948344352947804
2025-11-24,24.374922682373263
2025-11-25,24.374922682373263
2025-11-26,11.127682094126925
2025-11-27,5.298896235298535
2025-11-28,5.298896235298535
2025-11-29,5.82878585882839
2025-11-30,9.008123600007512
2025-12-01,36.5623840235599
2025-12-02,38.152052894149456
2025-12-03,39.74172176473902
2025-12-04,42.92105950591814
2025-12-05,40.80150101179873
2025-12-06,9.538013223537364
2025-12-07,9.538013223537364
2025-12-08,40.80150101179873
2025-12-09,43.45094912944799
2025-12-10,41.33139063532858
2025-12-11,43.09768938042809
2025-12-12,42.39116988238828
2025-12-13,10.59779247059707
2025-12-14,11.083524625499438
2025-12-15,39.74172176473902
2025-12-16,41.640492915721
2025-12-17,44.069153690232824
2025-12-18,43.8042088784679
2025-12-19,32.27910956669358
2025-12-20,6.976880043143073
2025-12-21,5.784628390200902
2025-12-22,10.59779247059707
2025-12-23,7.948344352947804
2025-12-24,4.327431925493805
2025-12-25,3.620912427454
2025-12-26,4.106644582356365
2025-12-27,3.620912427454
2025-12-28,3.620912427454
2025-12-29,4.327431925493805
2025-12-30,4.81316408039617
2025-12-31,4.327431925493805
2026-01-01,4.106644582356365
2026-01-02,5.298896235298535
2026-01-03,5.298896235298535
2026-01-04,6.4911478882407065
2026-01-05,24.551552556883216
2026-01-06,34.92855768434285
2026-01-07,35.63507718238266
2026-01-08,37.313060990227186
2026-01-09,38.284525300031916
2026-01-10,9.273068411772439
2026-01-11,7.948344352947804
2026-01-12,37.53384833336463
2026-01-13,39.30014707846414
2026-01-14,40.62487113728878
2026-01-15,41.50802050983853
2026-01-16,39.74172176473902
2026-01-17,8.389919039222683
2026-01-18,7.065194980398048
2026-01-19,9.714643098047317
2026-01-20,37.53384833336463
2026-01-21,41.94959519611341
2026-01-22,42.832744568663166
2026-01-23,40.183296451013895
2026-01-24,9.273068411772439
2026-01-25,9.714643098047317
2026-01-26,36.209124274539995
2026-01-27,34.00125084316561
2026-01-28,39.30014707846414
2026-01-29,38.85857239218927
2026-01-30,41.066445823563654
2026-01-31,9.273068411772439
2026-02-01,11.03936715687195
2026-02-02,38.41699770591438
2026-02-03,40.183296451013895
2026-02-04,41.066445823563654
2026-02-05,40.62487113728878
2026-02-06,40.183296451013895
2026-02-07,9.714643098047317
2026-02-08,10.597792470597073
2026-02-09,34.00125084316561
2026-02-10,41.50802050983853
2026-02-11,41.066445823563654
2026-02-12,41.50802050983853
2026-02-13,32.67652678434097
2026-02-14,8.83149372549756
2026-02-15,7.948344352947804
2026-02-16,15.013539333345852
2026-02-17,28.260779921592192
2026-02-18,33.55967615689073
2026-02-19,33.55967615689073
2026-02-20,36.209124274539995
2026-02-21,10.156217784322195
2026-02-22,9.714643098047317
2026-02-23,34.00125084316561
2026-02-24,38.85857239218927
2026-02-25,37.53384833336463
2026-02-26,41.50802050983853
2026-02-27,40.62487113728878
2026-02-28,9.273068411772439
2026-03-01,8.83149372549756
2026-03-02,38.41699770591438
2026-03-03,39.30014707846414
2026-03-04,37.092273647089755
2026-03-05,40.62487113728878
2026-03-06,39.30014707846414
2026-03-07,9.273068411772439
2026-03-08,9.273068411772439
2026-03-09,37.53384833336463
2026-03-10,35.76754958826512
2026-03-11,37.092273647089755
2026-03-12,39.74172176473902
2026-03-13,33.11810147061585
2026-03-14,8.389919039222683
2026-03-15,9.273068411772439
2026-03-16,29.143929294141948
2026-03-17,30.91022803924146
2026-03-18,32.67652678434097
2026-03-19,29.585503980416828
2026-03-20,26.49448117649268
2026-03-21,8.83149372549756
2026-03-22,9.714643098047317
2026-03-23,33.11810147061585
2026-03-24,34.88440021571536
2026-03-25,35.32597490199024
2026-03-26,34.88440021571536
2026-03-27,34.00125084316561
2026-03-28,8.83149372549756
2026-03-29,9.714643098047317
2026-03-30,30.468653352966584
2026-03-31,30.91022803924146
2026-04-01,30.91022803924146
2026-04-02,28.260779921592192
2026-04-03,15.896688705895608
2026-04-04,8.389919039222683
2026-04-05,8.83149372549756
2026-04-06,22.961883686293657
2026-04-07,28.260779921592192
2026-04-08,28.702354607867072
2026-04-09,29.143929294141948
2026-04-10,28.702354607867072
2026-04-11,9.714643098047317
2026-04-12,9.714643098047317
2026-04-13,36.209124274539995
2026-04-14,36.209124274539995
2026-04-15,37.092273647089755
2026-04-16,37.97542301963951
2026-04-17,37.092273647089755
2026-04-18,9.273068411772439
2026-04-19,9.714643098047317
2026-04-20,37.53384833336463
2026-04-21,36.209124274539995
2026-04-22,38.85857239218927
2026-04-23,39.74172176473902
2026-04-24,37.53384833336463
2026-04-25,9.714643098047317
2026-04-26,10.597792470597073
2026-04-27,40.62487113728878
2026-04-28,40.62487113728878
2026-04-29,41.94959519611341
2026-04-30,42.832744568663166
2026-05-01,39.74172176473902
2026-05-02,10.597792470597073
2026-05-03,12.805665901971462
2026-05-04,38.85857239218927
2026-05-05,38.41699770591438
2026-05-06,38.41699770591438
2026-05-07,38.85857239218927
2026-05-08,37.092273647089755
2026-05-09,10.156217784322195
2026-05-10,10.597792470597073
2026-05-11,38.85857239218927
2026-05-12,37.53384833336463
2026-05-13,34.88440021571536
2026-05-14,35.76754958826512
2026-05-15,31.793377411791216
2026-05-16,9.273068411772439
2026-05-17,10.156217784322195
2026-05-18,29.143929294141948
2026-05-19,28.260779921592192
2026-05-20,30.468653352966584
2026-05-21,29.143929294141948
2026-05-22,24.28660774511829
2026-05-23,8.389919039222683
2026-05-24,7.948344352947804
2026-05-25,8.389919039222683
2026-05-26,22.520309000018777
2026-05-27,20.31243556864439
2026-05-28,22.0787343137439
2026-05-29,19.87086088236951
2026-05-30,7.948344352947804
2026-05-31,8.389919039222683
