Time,qqq
2024-09-23,38.35409730717266
2024-09-24,35.61451892808889
2024-09-25,35.61451892808889
2024-09-26,42.463464875798294
2024-09-27,34.244729738547015
2024-09-28,13.697891895418806
2024-09-29,9.588524326793165
2024-09-30,34.244729738547015
2024-10-01,38.35409730717266
2024-10-02,35.61451892808889
2024-10-03,34.244729738547015
2024-10-04,35.61451892808889
2024-10-05,13.697891895418806
2024-10-06,10.958313516335044
2024-10-07,35.61451892808889
2024-10-08,32.87494054900513
2024-10-09,34.244729738547015
2024-10-10,34.244729738547015
2024-10-11,31.50515135946325
2024-10-12,13.697891895418806
2024-10-13,10.958313516335044
2024-10-14,35.61451892808889
2024-10-15,36.984308117630775
2024-10-16,34.244729738547015
2024-10-17,36.984308117630775
2024-10-18,35.61451892808889
2024-10-19,15.067681084960686
2024-10-20,9.588524326793165
2024-10-21,34.244729738547015
2024-10-22,34.244729738547015
2024-10-23,41.09367568625642
2024-10-24,36.984308117630775
2024-10-25,36.984308117630775
2024-10-26,13.697891895418806
2024-10-27,9.588524326793165
2024-10-28,34.244729738547015
2024-10-29,34.244729738547015
2024-10-30,39.723886496714535
2024-10-31,46.57283244442394
2024-11-01,39.723886496714535
2024-11-02,15.067681084960686
2024-11-03,9.588524326793165
2024-11-04,31.50515135946325
2024-11-05,34.244729738547015
2024-11-06,42.463464875798294
2024-11-07,52.051989202591464
2024-11-08,43.83325406534018
2024-11-09,17.807259464044446
2024-11-10,12.328102705876924
2024-11-11,39.723886496714535
2024-11-12,38.35409730717266
2024-11-13,39.723886496714535
2024-11-14,34.244729738547015
2024-11-15,39.723886496714535
2024-11-16,15.067681084960686
2024-11-17,12.328102705876924
2024-11-18,35.61451892808889
2024-11-19,36.984308117630775
2024-11-20,39.723886496714535
2024-11-21,38.35409730717266
2024-11-22,32.87494054900513
2024-11-23,13.697891895418806
2024-11-24,10.958313516335044
2024-11-25,35.61451892808889
2024-11-26,35.61451892808889
2024-11-27,32.87494054900513
2024-11-28,15.067681084960686
2024-11-29,28.765572980379492
2024-11-30,13.697891895418806
2024-12-01,10.958313516335044
2024-12-02,34.244729738547015
2024-12-03,36.984308117630775
2024-12-04,39.723886496714535
2024-12-05,35.61451892808889
2024-12-06,35.61451892808889
2024-12-07,15.067681084960686
2024-12-08,13.697891895418806
2024-12-09,35.61451892808889
2024-12-10,35.61451892808889
2024-12-11,41.09367568625642
2024-12-12,36.984308117630775
2024-12-13,47.94262163396582
2024-12-14,24.65620541175385
2024-12-15,15.067681084960686
2024-12-16,43.83325406534018
2024-12-17,39.723886496714535
2024-12-18,54.791567581675224
2024-12-19,54.791567581675224
2024-12-20,49.3124108235077
2024-12-21,16.437470274502566
2024-12-22,12.328102705876924
2024-12-23,42.463464875798294
2024-12-24,36.984308117630775
2024-12-25,17.807259464044446
2024-12-26,39.723886496714535
2024-12-27,43.83325406534018
2024-12-28,15.067681084960686
2024-12-29,12.328102705876924
2024-12-30,46.57283244442394
2024-12-31,43.83325406534018
2025-01-01,17.807259464044446
2025-01-02,46.57283244442394
2025-01-03,41.09367568625642
2025-01-04,16.437470274502566
2025-01-05,12.328102705876924
2025-01-06,46.57283244442394
2025-01-07,46.57283244442394
2025-01-08,43.83325406534018
2025-01-09,20.54683784312821
2025-01-10,45.20304325488206
2025-01-11,17.807259464044446
2025-01-12,12.328102705876924
2025-01-13,45.20304325488206
2025-01-14,42.463464875798294
2025-01-15,43.83325406534018
2025-01-16,43.83325406534018
2025-01-17,42.463464875798294
2025-01-18,13.697891895418806
2025-01-19,12.328102705876924
2025-01-20,17.807259464044446
2025-01-21,47.94262163396582
2025-01-22,49.3124108235077
2025-01-23,45.20304325488206
2025-01-24,43.83325406534018
2025-01-25,13.697891895418806
2025-01-26,13.697891895418806
2025-01-27,86.29671894113848
2025-01-28,67.11967028755215
2025-01-29,53.42177839213334
2025-01-30,45.20304325488206
2025-01-31,47.94262163396582
2025-02-01,16.437470274502566
2025-02-02,15.067681084960686
2025-02-03,65.74988109801026
2025-02-04,49.3124108235077
2025-02-05,42.463464875798294
2025-02-06,38.35409730717266
2025-02-07,39.723886496714535
2025-02-08,13.697891895418806
2025-02-09,10.958313516335044
2025-02-10,36.984308117630775
2025-02-11,38.35409730717266
2025-02-12,41.09367568625642
2025-02-13,41.09367568625642
2025-02-14,42.463464875798294
2025-02-15,15.067681084960686
2025-02-16,10.958313516335044
2025-02-17,16.437470274502566
2025-02-18,41.09367568625642
2025-02-19,38.35409730717266
2025-02-20,35.61451892808889
2025-02-21,42.463464875798294
2025-02-22,16.437470274502566
2025-02-23,13.697891895418806
2025-02-24,46.57283244442394
2025-02-25,52.051989202591464
2025-02-26,49.3124108235077
2025-02-27,54.791567581675224
2025-02-28,58.90093515030087
2025-03-01,15.067681084960686
2025-03-02,10.958313516335044
2025-03-03,57.531145960758984
2025-03-04,79.44777299342907
2025-03-05,54.791567581675224
2025-03-06,69.8592486666359
2025-03-07,61.64051352938463
2025-03-08,16.437470274502566
2025-03-09,12.328102705876924
2025-03-10,95.88524326793164
2025-03-11,83.55714056205471
2025-03-12,69.8592486666359
2025-03-13,68.48945947709403
2025-03-14,56.1613567712171
2025-03-15,15.067681084960686
2025-03-16,12.328102705876924
2025-03-17,53.42177839213334
2025-03-18,53.42177839213334
2025-03-19,56.1613567712171
2025-03-20,49.3124108235077
2025-03-21,43.83325406534018
2025-03-22,13.697891895418806
2025-03-23,12.328102705876924
2025-03-24,47.94262163396582
2025-03-25,42.463464875798294
2025-03-26,46.57283244442394
2025-03-27,43.83325406534018
2025-03-28,56.1613567712171
2025-03-29,16.437470274502566
2025-03-30,12.328102705876924
2025-03-31,58.90093515030087
2025-04-01,49.3124108235077
2025-04-02,73.96861623526155
2025-04-03,119.17165949014361
2025-04-04,119.17165949014361
2025-04-05,32.87494054900513
2025-04-06,28.765572980379492
2025-04-07,128.76018381693677
2025-04-08,104.10397840518293
2025-04-09,136.97891895418806
2025-04-10,113.69250273197609
2025-04-11,82.18735137251284
2025-04-12,23.28641622221197
2025-04-13,17.807259464044446
2025-04-14,71.22903785617778
2025-04-15,63.01030271892651
2025-04-16,72.82712524397665
2025-04-17,57.074549564245025
2025-04-18,25.797696403038753
2025-04-19,12.099804507619945
2025-04-20,10.958313516335046
2025-04-21,69.63095046837893
2025-04-22,61.41221533112765
2025-04-23,63.01030271892651
2025-04-24,64.60839010672537
2025-04-25,53.65007659039033
2025-04-26,13.697891895418806
2025-04-27,10.958313516335046
2025-04-28,54.334971185161265
2025-04-29,48.17091983222281
2025-04-30,55.24816397818918
2025-05-01,60.270724339842744
2025-05-02,53.65007659039033
2025-05-03,14.839382886703707
2025-05-04,12.556400904133906
2025-05-05,50.4539018147926
2025-05-06,41.55027208277038
2025-05-07,46.11623604790998
2025-05-08,52.051989202591464
2025-05-09,41.09367568625642
2025-05-10,12.099804507619945
2025-05-11,12.556400904133906
2025-05-12,75.11010722654646
2025-05-13,58.67263695204389
2025-05-14,55.24816397818918
2025-05-15,50.22560361653562
2025-05-16,45.65963965139602
2025-05-17,18.263855860558408
2025-05-18,13.697891895418806
2025-05-19,51.13879640956355
2025-05-20,47.48602523745186
2025-05-21,53.87837478864731
2025-05-22,46.572832444423945
2025-05-23,47.48602523745186
2025-05-24,12.784699102390887
2025-05-25,10.045120723307125
2025-05-26,12.784699102390887
2025-05-27,49.312410823507705
2025-05-28,50.22560361653562
2025-05-29,55.70476037470315
2025-05-30,46.572832444423945
2025-05-31,14.611084688446727
2025-06-01,10.958313516335046
2025-06-02,44.7464468583681
2025-06-03,47.48602523745186
2025-06-04,46.572832444423945
2025-06-05,46.572832444423945
2025-06-06,45.65963965139602
2025-06-07,13.697891895418806
2025-06-08,13.697891895418806
2025-06-09,43.833254065340185
2025-06-10,45.65963965139602
2025-06-11,45.65963965139602
2025-06-12,42.92006127231226
2025-06-13,51.13879640956355
2025-06-14,13.697891895418806
2025-06-15,13.697891895418806
2025-06-16,46.572832444423945
2025-06-17,42.92006127231226
2025-06-18,42.00686847928434
2025-06-19,23.74301261872593
2025-06-20,40.1804828932285
2025-06-21,12.784699102390887
2025-06-22,14.611084688446727
2025-06-23,49.312410823507705
2025-06-24,48.39921803047979
2025-06-25,47.48602523745186
2025-06-26,48.39921803047979
2025-06-27,53.87837478864731
2025-06-28,18.263855860558408
2025-06-29,15.524277481474648
2025-06-30,46.572832444423945
2025-07-01,45.65963965139602
2025-07-02,44.7464468583681
2025-07-03,42.92006127231226
2025-07-04,19.17704865358633
2025-07-05,15.524277481474648
2025-07-06,14.611084688446727
2025-07-07,48.39921803047979
2025-07-08,42.92006127231226
2025-07-09,44.7464468583681
2025-07-10,44.7464468583681
2025-07-11,43.833254065340185
2025-07-12,16.43747027450257
2025-07-13,14.611084688446727
2025-07-14,43.833254065340185
2025-07-15,51.13879640956355
2025-07-16,46.572832444423945
2025-07-17,52.96518199561939
2025-07-18,47.48602523745186
2025-07-19,21.916627032670092
2025-07-20,20.09024144661425
2025-07-21,53.87837478864731
2025-07-22,48.39921803047979
2025-07-23,53.87837478864731
2025-07-24,48.39921803047979
2025-07-25,46.572832444423945
2025-07-26,17.350663067530487
2025-07-27,20.09024144661425
2025-07-28,52.051989202591464
2025-07-29,51.13879640956355
2025-07-30,63.01030271892651
2025-07-31,72.14223064920571
2025-08-01,69.40265227012195
2025-08-02,20.09024144661425
2025-08-03,16.43747027450257
2025-08-04,55.70476037470315
2025-08-05,54.791567581675224
2025-08-06,54.791567581675224
2025-08-07,50.22560361653562
2025-08-08,51.13879640956355
2025-08-09,22.82981982569801
2025-08-10,21.916627032670092
2025-08-11,52.051989202591464
2025-08-12,52.96518199561939
2025-08-13,50.22560361653562
2025-08-14,51.13879640956355
2025-08-15,47.48602523745186
2025-08-16,16.43747027450257
2025-08-17,16.43747027450257
2025-08-18,43.833254065340185
2025-08-19,52.96518199561939
2025-08-20,61.18391713287067
2025-08-21,47.48602523745186
2025-08-22,53.87837478864731
2025-08-23,17.350663067530487
2025-08-24,14.611084688446727
2025-08-25,48.39921803047979
2025-08-26,45.65963965139602
2025-08-27,45.65963965139602
2025-08-28,44.7464468583681
2025-08-29,45.65963965139602
2025-08-30,12.784699102390887
2025-08-31,12.784699102390887
2025-09-01,14.611084688446727
2025-09-02,52.96518199561939
2025-09-03,48.39921803047979
2025-09-04,46.572832444423945
2025-09-05,49.312410823507705
2025-09-06,16.43747027450257
2025-09-07,12.784699102390887
2025-09-08,45.65963965139602
2025-09-09,42.92006127231226
2025-09-10,42.92006127231226
2025-09-11,42.00686847928434
2025-09-12,40.1804828932285
2025-09-13,16.43747027450257
2025-09-14,10.958313516335046
2025-09-15,47.48602523745186
2025-09-16,48.39921803047979
2025-09-17,57.53114596075899
2025-09-18,53.87837478864731
2025-09-19,52.051989202591464
2025-09-20,21.00343423964217
2025-09-21,17.350663067530487
2025-09-22,54.791567581675224
2025-09-23,54.791567581675224
2025-09-24,49.312410823507705
2025-09-25,51.13879640956355
2025-09-26,47.48602523745186
2025-09-27,21.00343423964217
2025-09-28,16.43747027450257
2025-09-29,51.13879640956355
2025-09-30,50.22560361653562
2025-10-01,53.87837478864731
2025-10-02,52.96518199561939
2025-10-03,51.13879640956355
2025-10-04,19.17704865358633
2025-10-05,13.697891895418806
2025-10-06,52.051989202591464
2025-10-07,51.13879640956355
2025-10-08,54.791567581675224
2025-10-09,52.96518199561939
2025-10-10,73.96861623526155
2025-10-11,27.395783790837612
2025-10-12,22.82981982569801
2025-10-13,70.31584506314988
2025-10-14,65.74988109801028
2025-10-15,54.791567581675224
2025-10-16,56.617953167731066
2025-10-17,57.53114596075899
2025-10-18,17.350663067530487
2025-10-19,17.350663067530487
2025-10-20,59.357531546814826
2025-10-21,53.87837478864731
2025-10-22,57.53114596075899
2025-10-23,46.572832444423945
2025-10-24,53.87837478864731
2025-10-25,19.17704865358633
2025-10-26,15.524277481474648
2025-10-27,58.44433875378691
2025-10-28,58.44433875378691
2025-10-29,70.31584506314988
2025-10-30,69.40265227012195
2025-10-31,60.27072433984275
2025-11-01,21.00343423964217
2025-11-02,19.17704865358633
2025-11-03,60.27072433984275
2025-11-04,66.6630738910382
2025-11-05,64.83668830498235
2025-11-06,68.48945947709403
2025-11-07,77.62138740737323
2025-11-08,24.656205411753852
2025-11-09,20.09024144661425
2025-11-10,64.83668830498235
2025-11-11,56.617953167731066
2025-11-12,59.357531546814826
2025-11-13,73.05542344223363
2025-11-14,69.40265227012195
2025-11-15,23.74301261872593
2025-11-16,19.17704865358633
2025-11-17,63.92349551195443
2025-11-18,68.48945947709403
2025-11-19,70.31584506314988
2025-11-20,91.31927930279204
2025-11-21,81.27415857948492
2025-11-22,27.395783790837612
2025-11-23,17.350663067530487
2025-11-24,65.74988109801028
2025-11-25,65.74988109801028
2025-11-26,60.27072433984275
2025-11-27,22.82981982569801
2025-11-28,43.833254065340185
2025-11-29,21.00343423964217
2025-11-30,18.263855860558408
2025-12-01,56.617953167731066
2025-12-02,56.617953167731066
2025-12-03,56.617953167731066
2025-12-04,53.87837478864731
2025-12-05,50.22560361653562
2025-12-06,23.74301261872593
2025-12-07,22.82981982569801
2025-12-08,50.22560361653562
2025-12-09,52.96518199561939
2025-12-10,56.617953167731066
2025-12-11,56.52635632222979
2025-12-12,57.80084778362388
2025-12-13,23.730984750124755
2025-12-14,17.26322971500654
2025-12-15,52.19863667745968
2025-12-16,53.06418060641371
2025-12-17,61.26302349943997
2025-12-18,59.988532038045875
2025-12-19,53.06418060641371
2025-12-20,21.134352963262693
2025-12-21,17.26322971500654
2025-12-22,53.929724535367725
2025-12-23,49.19305735815756
2025-12-24,40.128670536177275
2025-12-25,16.39768578605252
2025-12-26,43.59084625199336
2025-12-27,21.134352963262693
2025-12-28,18.537721176400623
2025-12-29,46.59642557129549
2025-12-30,46.59642557129549
2025-12-31,44.45639018094738
2026-01-01,21.134352963262693
2026-01-02,53.06418060641371
2026-01-03,23.730984750124755
2026-01-04,20.268809034308667
2026-01-05,51.78968914501962
2026-01-06,53.520777002927666
2026-01-07,55.25186486083571
2026-01-08,43.99979378443342
2026-01-09,48.327513429203535
2026-01-10,19.62948155712296
2026-01-11,17.175796362482593
2026-01-12,52.3452841523279
2026-01-13,47.437913763047156
2026-01-14,52.3452841523279
2026-01-15,50.709494022567654
2026-01-16,44.166333503526666
2026-01-17,18.81158649224284
2026-01-18,17.993691427362716
2026-01-19,24.536851946403704
2026-01-20,61.34212986600926
2026-01-21,58.88844467136889
2026-01-22,49.07370389280741
2026-01-23,46.62001869816704
2026-01-24,18.81158649224284
2026-01-25,16.357901297602467
2026-01-26,45.80212363328691
2026-01-27,49.07370389280741
2026-01-28,57.25265454160864
2026-01-29,61.34212986600926
2026-01-30,54.79896934696827
2026-01-31,21.26527168688321
2026-02-01,22.083166751763333
2026-02-02,53.981074282088144
2026-02-03,61.34212986600926
2026-02-04,70.33897557969061
2026-02-05,81.78950648801234
2026-02-06,76.06424103385147
2026-02-07,24.536851946403704
2026-02-08,18.81158649224284
2026-02-09,49.89159895768753
2026-02-10,49.07370389280741
2026-02-11,49.89159895768753
2026-02-12,58.88844467136889
2026-02-13,56.434759476728516
2026-02-14,17.993691427362716
2026-02-15,16.357901297602467
2026-02-16,24.536851946403704
2026-02-17,53.163179217208025
2026-02-18,47.437913763047156
2026-02-19,48.25580882792728
2026-02-20,50.709494022567654
2026-02-21,22.901061816643455
2026-02-22,15.540006232722344
2026-02-23,52.3452841523279
2026-02-24,49.89159895768753
2026-02-25,56.434759476728516
2026-02-26,53.163179217208025
2026-02-27,52.3452841523279
2026-02-28,20.447376622003084
2026-03-01,19.62948155712296
2026-03-02,65.43160519040987
2026-03-03,70.33897557969061
2026-03-04,56.434759476728516
2026-03-05,57.25265454160864
2026-03-06,59.70633973624901
2026-03-07,21.26527168688321
2026-03-08,19.62948155712296
2026-03-09,70.33897557969061
2026-03-10,62.977919995769504
2026-03-11,52.3452841523279
2026-03-12,59.70633973624901
2026-03-13,58.88844467136889
2026-03-14,22.901061816643455
2026-03-15,19.62948155712296
2026-03-16,53.163179217208025
2026-03-17,52.3452841523279
2026-03-18,58.07054960648876
2026-03-19,56.434759476728516
2026-03-20,67.88529038505024
2026-03-21,26.17264207616395
2026-03-22,22.083166751763333
2026-03-23,66.24950025529
2026-03-24,58.07054960648876
2026-03-25,53.981074282088144
2026-03-26,66.24950025529
2026-03-27,80.97161142313222
2026-03-28,26.990537141044072
2026-03-29,23.718956881523578
2026-03-30,71.97476570945086
2026-03-31,74.42845090409124
2026-04-01,67.88529038505024
2026-04-02,64.61371012552975
2026-04-03,30.262117400564566
2026-04-04,17.993691427362716
2026-04-05,16.357901297602467
2026-04-06,56.434759476728516
2026-04-07,61.34212986600926
2026-04-08,79.33582129337198
2026-04-09,58.07054960648876
2026-04-10,52.3452841523279
2026-04-11,18.81158649224284
2026-04-12,20.447376622003084
2026-04-13,60.52423480112913
2026-04-14,60.52423480112913
2026-04-15,64.61371012552975
2026-04-16,67.06739532017012
2026-04-17,78.51792622849185
2026-04-18,26.17264207616395
2026-04-19,19.62948155712296
2026-04-20,58.88844467136889
2026-04-21,62.16002493088938
2026-04-22,58.88844467136889
2026-04-23,61.34212986600926
2026-04-24,56.434759476728516
2026-04-25,23.718956881523578
2026-04-26,22.083166751763333
2026-04-27,54.79896934696827
2026-04-28,53.981074282088144
2026-04-29,56.434759476728516
2026-04-30,56.434759476728516
2026-05-01,56.434759476728516
2026-05-02,21.26527168688321
2026-05-03,19.62948155712296
2026-05-04,49.07370389280741
2026-05-05,57.25265454160864
2026-05-06,66.24950025529
2026-05-07,65.43160519040987
2026-05-08,71.15687064457074
2026-05-09,31.08001246544469
2026-05-10,22.901061816643455
2026-05-11,66.24950025529
2026-05-12,67.88529038505024
2026-05-13,66.24950025529
2026-05-14,67.88529038505024
2026-05-15,62.16002493088938
2026-05-16,24.536851946403704
2026-05-17,22.901061816643455
2026-05-18,56.434759476728516
2026-05-19,59.70633973624901
2026-05-20,57.25265454160864
2026-05-21,60.52423480112913
2026-05-22,62.977919995769504
2026-05-23,30.262117400564566
2026-05-24,22.901061816643455
2026-05-25,23.718956881523578
2026-05-26,66.24950025529
2026-05-27,67.88529038505024
2026-05-28,68.70318544993037
2026-05-29,67.06739532017012
2026-05-30,29.444222335684444
2026-05-31,29.444222335684444
