Time,urban_dictionary
2022-04-16,74.0
2022-04-17,80.0
2022-04-18,73.0
2022-04-19,81.0
2022-04-20,79.0
2022-04-21,68.0
2022-04-22,72.0
2022-04-23,75.0
2022-04-24,70.0
2022-04-25,71.0
2022-04-26,69.0
2022-04-27,65.0
2022-04-28,72.0
2022-04-29,68.0
2022-04-30,71.0
2022-05-01,74.0
2022-05-02,71.0
2022-05-03,65.0
2022-05-04,70.0
2022-05-05,68.0
2022-05-06,74.0
2022-05-07,83.0
2022-05-08,79.0
2022-05-09,84.0
2022-05-10,74.0
2022-05-11,75.0
2022-05-12,74.0
2022-05-13,73.0
2022-05-14,77.0
2022-05-15,77.0
2022-05-16,69.0
2022-05-17,70.0
2022-05-18,70.0
2022-05-19,74.0
2022-05-20,69.0
2022-05-21,80.0
2022-05-22,78.0
2022-05-23,69.0
2022-05-24,70.0
2022-05-25,68.0
2022-05-26,71.0
2022-05-27,75.0
2022-05-28,82.0
2022-05-29,98.0
2022-05-30,75.0
2022-05-31,69.0
2022-06-01,71.0
2022-06-02,81.0
2022-06-03,87.0
2022-06-04,81.0
2022-06-05,79.0
2022-06-06,73.0
2022-06-07,78.0
2022-06-08,74.0
2022-06-09,68.0
2022-06-10,73.0
2022-06-11,76.0
2022-06-12,79.0
2022-06-13,68.0
2022-06-14,71.0
2022-06-15,71.0
2022-06-16,72.0
2022-06-17,70.0
2022-06-18,75.0
2022-06-19,81.0
2022-06-20,70.0
2022-06-21,68.0
2022-06-22,70.0
2022-06-23,71.0
2022-06-24,67.0
2022-06-25,75.0
2022-06-26,73.0
2022-06-27,69.0
2022-06-28,68.0
2022-06-29,68.0
2022-06-30,64.0
2022-07-01,72.0
2022-07-02,69.0
2022-07-03,79.0
2022-07-04,75.0
2022-07-05,64.0
2022-07-06,70.0
2022-07-07,68.0
2022-07-08,74.0
2022-07-09,80.0
2022-07-10,79.0
2022-07-11,72.0
2022-07-12,67.0
2022-07-13,73.0
2022-07-14,83.0
2022-07-15,76.0
2022-07-16,73.0
2022-07-17,76.0
2022-07-18,67.0
2022-07-19,70.0
2022-07-20,69.0
2022-07-21,71.0
2022-07-22,79.0
2022-07-23,75.0
2022-07-24,74.0
2022-07-25,67.0
2022-07-26,72.0
2022-07-27,66.0
2022-07-28,72.0
2022-07-29,81.0
2022-07-30,70.0
2022-07-31,77.0
2022-08-01,71.0
2022-08-02,71.0
2022-08-03,74.0
2022-08-04,75.0
2022-08-05,74.0
2022-08-06,72.0
2022-08-07,72.0
2022-08-08,69.0
2022-08-09,66.0
2022-08-10,69.0
2022-08-11,70.0
2022-08-12,72.0
2022-08-13,73.0
2022-08-14,69.0
2022-08-15,62.0
2022-08-16,63.0
2022-08-17,64.0
2022-08-18,78.0
2022-08-19,67.0
2022-08-20,71.0
2022-08-21,74.0
2022-08-22,60.0
2022-08-23,59.0
2022-08-24,66.0
2022-08-25,61.0
2022-08-26,64.0
2022-08-27,68.0
2022-08-28,71.0
2022-08-29,63.885714285714286
2022-08-30,60.114285714285714
2022-08-31,63.885714285714286
2022-09-01,69.9857142857143
2022-09-02,68.1
2022-09-03,73.25714285714285
2022-09-04,77.47142857142856
2022-09-05,74.19999999999999
2022-09-06,67.15714285714286
2022-09-07,60.114285714285714
2022-09-08,60.114285714285714
2022-09-09,62.94285714285714
2022-09-10,68.1
2022-09-11,70.92857142857143
2022-09-12,62.0
2022-09-13,66.21428571428572
2022-09-14,62.0
2022-09-15,66.71428571428572
2022-09-16,65.77142857142857
2022-09-17,71.37142857142857
2022-09-18,70.42857142857143
2022-09-19,62.94285714285714
2022-09-20,66.21428571428572
2022-09-21,67.65714285714286
2022-09-22,71.87142857142857
2022-09-23,62.0
2022-09-24,76.08571428571429
2022-09-25,75.14285714285714
2022-09-26,62.94285714285714
2022-09-27,64.82857142857142
2022-09-28,66.42857142857143
2022-09-29,64.65714285714286
2022-09-30,67.31428571428572
2022-10-01,67.31428571428572
2022-10-02,75.28571428571428
2022-10-03,61.114285714285714
2022-10-04,67.31428571428572
2022-10-05,65.54285714285714
2022-10-06,69.08571428571429
2022-10-07,69.08571428571429
2022-10-08,73.5142857142857
2022-10-09,69.97142857142858
2022-10-10,62.885714285714286
2022-10-11,69.08571428571429
2022-10-12,68.2
2022-10-13,70.85714285714286
2022-10-14,70.85714285714286
2022-10-15,73.5142857142857
2022-10-16,70.85714285714286
2022-10-17,69.97142857142858
2022-10-18,71.74285714285713
2022-10-19,77.05714285714285
2022-10-20,68.2
2022-10-21,69.08571428571429
2022-10-22,77.94285714285714
2022-10-23,73.5142857142857
2022-10-24,63.77142857142857
2022-10-25,68.2
2022-10-26,70.85714285714286
2022-10-27,66.42857142857143
2022-10-28,65.54285714285714
2022-10-29,71.74285714285713
2022-10-30,68.2
2022-10-31,66.42857142857143
2022-11-01,62.885714285714286
2022-11-02,69.08571428571429
2022-11-03,67.31428571428572
2022-11-04,68.2
2022-11-05,69.08571428571429
2022-11-06,77.05714285714285
2022-11-07,65.54285714285714
2022-11-08,57.57142857142857
2022-11-09,61.114285714285714
2022-11-10,68.2
2022-11-11,73.5142857142857
2022-11-12,75.28571428571428
2022-11-13,80.6
2022-11-14,63.77142857142857
2022-11-15,65.54285714285714
2022-11-16,68.2
2022-11-17,68.2
2022-11-18,69.08571428571429
2022-11-19,71.74285714285713
2022-11-20,73.5142857142857
2022-11-21,62.885714285714286
2022-11-22,66.42857142857143
2022-11-23,69.97142857142858
2022-11-24,74.39999999999999
2022-11-25,81.48571428571428
2022-11-26,70.85714285714286
2022-11-27,77.94285714285714
2022-11-28,60.22857142857143
2022-11-29,67.31428571428572
2022-11-30,65.54285714285714
2022-12-01,71.74285714285713
2022-12-02,65.54285714285714
2022-12-03,73.5142857142857
2022-12-04,73.5142857142857
2022-12-05,64.65714285714286
2022-12-06,67.31428571428572
2022-12-07,68.2
2022-12-08,70.85714285714286
2022-12-09,68.2
2022-12-10,72.62857142857142
2022-12-11,76.17142857142856
2022-12-12,68.2
2022-12-13,65.54285714285714
2022-12-14,74.39999999999999
2022-12-15,75.28571428571428
2022-12-16,76.17142857142856
2022-12-17,77.05714285714285
2022-12-18,71.74285714285713
2022-12-19,69.97142857142858
2022-12-20,74.39999999999999
2022-12-21,77.94285714285714
2022-12-22,72.62857142857142
2022-12-23,77.94285714285714
2022-12-24,75.28571428571428
2022-12-25,77.94285714285714
2022-12-26,72.62857142857142
2022-12-27,72.62857142857142
2022-12-28,78.82857142857142
2022-12-29,80.6
2022-12-30,75.28571428571428
2022-12-31,77.05714285714285
2023-01-01,80.6
2023-01-02,69.08571428571429
2023-01-03,69.08571428571429
2023-01-04,68.2
2023-01-05,69.97142857142858
2023-01-06,73.5142857142857
2023-01-07,74.39999999999999
2023-01-08,76.17142857142856
2023-01-09,65.54285714285714
2023-01-10,69.97142857142858
2023-01-11,62.885714285714286
2023-01-12,71.74285714285713
2023-01-13,70.85714285714286
2023-01-14,79.71428571428571
2023-01-15,77.05714285714285
2023-01-16,69.97142857142858
2023-01-17,71.74285714285713
2023-01-18,67.31428571428572
2023-01-19,72.62857142857142
2023-01-20,77.05714285714285
2023-01-21,71.74285714285713
2023-01-22,74.39999999999999
2023-01-23,65.54285714285714
2023-01-24,70.85714285714286
2023-01-25,71.74285714285713
2023-01-26,69.97142857142858
2023-01-27,68.2
2023-01-28,77.05714285714285
2023-01-29,66.42857142857143
2023-01-30,71.74285714285713
2023-01-31,72.62857142857142
2023-02-01,62.885714285714286
2023-02-02,76.17142857142856
2023-02-03,69.97142857142858
2023-02-04,75.28571428571428
2023-02-05,82.37142857142857
2023-02-06,74.39999999999999
2023-02-07,77.94285714285714
2023-02-08,73.5142857142857
2023-02-09,78.82857142857142
2023-02-10,78.82857142857142
2023-02-11,86.8
2023-02-12,81.48571428571428
2023-02-13,64.65714285714286
2023-02-14,66.42857142857143
2023-02-15,69.08571428571429
2023-02-16,71.74285714285713
2023-02-17,69.97142857142858
2023-02-18,71.74285714285713
2023-02-19,78.82857142857142
2023-02-20,72.62857142857142
2023-02-21,71.74285714285713
2023-02-22,69.97142857142858
2023-02-23,69.08571428571429
2023-02-24,75.28571428571428
2023-02-25,78.82857142857142
2023-02-26,88.57142857142857
2023-02-27,64.65714285714286
2023-02-28,67.31428571428572
2023-03-01,69.08571428571429
2023-03-02,71.74285714285713
2023-03-03,67.31428571428572
2023-03-04,79.71428571428571
2023-03-05,82.37142857142857
2023-03-06,67.31428571428572
2023-03-07,69.08571428571429
2023-03-08,66.42857142857143
2023-03-09,66.42857142857143
2023-03-10,74.39999999999999
2023-03-11,71.74285714285713
2023-03-12,76.17142857142856
2023-03-13,70.85714285714286
2023-03-14,69.97142857142858
2023-03-15,67.31428571428572
2023-03-16,76.17142857142856
2023-03-17,74.39999999999999
2023-03-18,76.17142857142856
2023-03-19,83.25714285714285
2023-03-20,71.74285714285713
2023-03-21,72.62857142857142
2023-03-22,67.31428571428572
2023-03-23,69.08571428571429
2023-03-24,68.2
2023-03-25,65.54285714285714
2023-03-26,75.28571428571428
2023-03-27,69.97142857142858
2023-03-28,68.2
2023-03-29,67.31428571428572
2023-03-30,66.42857142857143
2023-03-31,65.54285714285714
2023-04-01,70.85714285714286
2023-04-02,67.31428571428572
2023-04-03,62.0
2023-04-04,64.65714285714286
2023-04-05,62.885714285714286
2023-04-06,67.31428571428572
2023-04-07,72.62857142857142
2023-04-08,75.28571428571428
2023-04-09,74.39999999999999
2023-04-10,67.31428571428572
2023-04-11,68.2
2023-04-12,63.77142857142857
2023-04-13,63.77142857142857
2023-04-14,68.2
2023-04-15,88.57142857142857
2023-04-16,71.74285714285713
2023-04-17,60.22857142857143
2023-04-18,58.457142857142856
2023-04-19,61.114285714285714
2023-04-20,66.42857142857143
2023-04-21,61.114285714285714
2023-04-22,67.31428571428572
2023-04-23,69.97142857142858
2023-04-24,60.22857142857143
2023-04-25,60.22857142857143
2023-04-26,71.86938775510204
2023-04-27,73.19795918367346
2023-04-28,63.32857142857143
2023-04-29,63.77142857142857
2023-04-30,69.90816326530611
2023-05-01,60.92448979591837
2023-05-02,69.90816326530611
2023-05-03,60.481632653061226
2023-05-04,62.885714285714286
2023-05-05,63.77142857142857
2023-05-06,66.17551020408163
2023-05-07,66.61836734693878
2023-05-08,63.77142857142857
2023-05-09,58.077551020408166
2023-05-10,60.481632653061226
2023-05-11,61.36734693877551
2023-05-12,63.32857142857143
2023-05-13,67.06122448979592
2023-05-14,69.90816326530611
2023-05-15,63.77142857142857
2023-05-16,60.92448979591837
2023-05-17,60.481632653061226
2023-05-18,63.77142857142857
2023-05-19,63.32857142857143
2023-05-20,69.46530612244898
2023-05-21,78.0061224489796
2023-05-22,58.077551020408166
2023-05-23,63.77142857142857
2023-05-24,67.06122448979592
2023-05-25,65.73265306122448
2023-05-26,66.80816326530612
2023-05-27,69.84489795918367
2023-05-28,69.84489795918367
2023-05-29,75.91836734693878
2023-05-30,63.77142857142857
2023-05-31,63.77142857142857
2023-06-01,72.88163265306122
2023-06-02,63.77142857142857
2023-06-03,66.80816326530612
2023-06-04,66.80816326530612
2023-06-05,60.734693877551024
2023-06-06,63.77142857142857
2023-06-07,63.77142857142857
2023-06-08,63.77142857142857
2023-06-09,60.734693877551024
2023-06-10,66.80816326530612
2023-06-11,75.91836734693878
2023-06-12,66.80816326530612
2023-06-13,63.77142857142857
2023-06-14,63.77142857142857
2023-06-15,66.80816326530612
2023-06-16,63.77142857142857
2023-06-17,69.84489795918367
2023-06-18,72.88163265306122
2023-06-19,66.80816326530612
2023-06-20,72.88163265306122
2023-06-21,69.84489795918367
2023-06-22,66.80816326530612
2023-06-23,66.80816326530612
2023-06-24,66.80816326530612
2023-06-25,69.84489795918367
2023-06-26,63.77142857142857
2023-06-27,66.80816326530612
2023-06-28,63.77142857142857
2023-06-29,63.77142857142857
2023-06-30,60.734693877551024
2023-07-01,63.77142857142857
2023-07-02,63.77142857142857
2023-07-03,66.80816326530612
2023-07-04,75.91836734693878
2023-07-05,66.80816326530612
2023-07-06,63.77142857142857
2023-07-07,63.77142857142857
2023-07-08,72.88163265306122
2023-07-09,69.84489795918367
2023-07-10,69.84489795918367
2023-07-11,60.734693877551024
2023-07-12,63.77142857142857
2023-07-13,63.77142857142857
2023-07-14,72.88163265306122
2023-07-15,63.77142857142857
2023-07-16,75.91836734693878
2023-07-17,60.734693877551024
2023-07-18,63.77142857142857
2023-07-19,66.80816326530612
2023-07-20,63.77142857142857
2023-07-21,66.80816326530612
2023-07-22,69.84489795918367
2023-07-23,69.84489795918367
2023-07-24,66.80816326530612
2023-07-25,63.77142857142857
2023-07-26,63.77142857142857
2023-07-27,63.77142857142857
2023-07-28,63.77142857142857
2023-07-29,69.84489795918367
2023-07-30,66.80816326530612
2023-07-31,57.69795918367347
2023-08-01,60.734693877551024
2023-08-02,57.69795918367347
2023-08-03,63.77142857142857
2023-08-04,60.734693877551024
2023-08-05,66.80816326530612
2023-08-06,60.734693877551024
2023-08-07,57.69795918367347
2023-08-08,60.734693877551024
2023-08-09,60.734693877551024
2023-08-10,63.77142857142857
2023-08-11,63.77142857142857
2023-08-12,69.84489795918367
2023-08-13,66.80816326530612
2023-08-14,57.69795918367347
2023-08-15,60.734693877551024
2023-08-16,63.77142857142857
2023-08-17,66.80816326530612
2023-08-18,60.734693877551024
2023-08-19,63.77142857142857
2023-08-20,66.80816326530612
2023-08-21,57.69795918367347
2023-08-22,60.734693877551024
2023-08-23,60.734693877551024
2023-08-24,60.734693877551024
2023-08-25,57.69795918367347
2023-08-26,69.84489795918367
2023-08-27,63.77142857142857
2023-08-28,54.66122448979592
2023-08-29,57.69795918367347
2023-08-30,54.66122448979592
2023-08-31,57.69795918367347
2023-09-01,63.77142857142857
2023-09-02,63.77142857142857
2023-09-03,63.77142857142857
2023-09-04,66.80816326530612
2023-09-05,57.69795918367347
2023-09-06,57.69795918367347
2023-09-07,60.734693877551024
2023-09-08,54.66122448979592
2023-09-09,63.77142857142857
2023-09-10,63.77142857142857
2023-09-11,54.66122448979592
2023-09-12,54.66122448979592
2023-09-13,54.66122448979592
2023-09-14,60.734693877551024
2023-09-15,57.69795918367347
2023-09-16,66.80816326530612
2023-09-17,63.77142857142857
2023-09-18,54.66122448979592
2023-09-19,54.66122448979592
2023-09-20,60.734693877551024
2023-09-21,66.80816326530612
2023-09-22,60.734693877551024
2023-09-23,63.77142857142857
2023-09-24,69.84489795918367
2023-09-25,54.66122448979592
2023-09-26,54.66122448979592
2023-09-27,57.69795918367347
2023-09-28,63.77142857142857
2023-09-29,60.734693877551024
2023-09-30,63.77142857142857
2023-10-01,69.84489795918367
2023-10-02,57.69795918367347
2023-10-03,54.66122448979592
2023-10-04,60.734693877551024
2023-10-05,57.69795918367347
2023-10-06,66.80816326530612
2023-10-07,69.84489795918367
2023-10-08,78.95510204081633
2023-10-09,63.77142857142857
2023-10-10,60.734693877551024
2023-10-11,63.77142857142857
2023-10-12,66.80816326530612
2023-10-13,60.734693877551024
2023-10-14,69.84489795918367
2023-10-15,72.88163265306122
2023-10-16,60.734693877551024
2023-10-17,60.734693877551024
2023-10-18,60.734693877551024
2023-10-19,66.80816326530612
2023-10-20,66.80816326530612
2023-10-21,66.80816326530612
2023-10-22,72.88163265306122
2023-10-23,63.77142857142857
2023-10-24,69.84489795918367
2023-10-25,60.734693877551024
2023-10-26,63.77142857142857
2023-10-27,66.80816326530612
2023-10-28,66.80816326530612
2023-10-29,66.80816326530612
2023-10-30,60.734693877551024
2023-10-31,57.69795918367347
2023-11-01,63.77142857142857
2023-11-02,60.734693877551024
2023-11-03,63.77142857142857
2023-11-04,66.80816326530612
2023-11-05,69.84489795918367
2023-11-06,60.734693877551024
2023-11-07,63.77142857142857
2023-11-08,63.77142857142857
2023-11-09,60.734693877551024
2023-11-10,63.77142857142857
2023-11-11,72.88163265306122
2023-11-12,69.84489795918367
2023-11-13,63.77142857142857
2023-11-14,60.734693877551024
2023-11-15,66.80816326530612
2023-11-16,63.77142857142857
2023-11-17,63.77142857142857
2023-11-18,69.84489795918367
2023-11-19,97.17551020408163
2023-11-20,303.6734693877551
2023-11-21,294.56326530612245
2023-11-22,151.83673469387756
2023-11-23,100.21224489795918
2023-11-24,72.88163265306122
2023-11-25,75.91836734693878
2023-11-26,81.99183673469388
2023-11-27,63.77142857142857
2023-11-28,66.80816326530612
2023-11-29,69.84489795918367
2023-11-30,66.80816326530612
2023-12-01,66.80816326530612
2023-12-02,69.84489795918367
2023-12-03,69.84489795918367
2023-12-04,57.69795918367347
2023-12-05,63.77142857142857
2023-12-06,66.80816326530612
2023-12-07,63.77142857142857
2023-12-08,63.77142857142857
2023-12-09,66.80816326530612
2023-12-10,69.84489795918367
2023-12-11,57.69795918367347
2023-12-12,60.734693877551024
2023-12-13,60.734693877551024
2023-12-14,63.77142857142857
2023-12-15,66.80816326530612
2023-12-16,66.80816326530612
2023-12-17,69.84489795918367
2023-12-18,57.69795918367347
2023-12-19,66.80816326530612
2023-12-20,69.84489795918367
2023-12-21,72.88163265306122
2023-12-22,66.33768324231102
2023-12-23,70.67893072722046
2023-12-24,76.06806553607359
2023-12-25,69.73797068123024
2023-12-26,69.26749065823512
2023-12-27,66.80816326530612
2023-12-28,70.20845070422536
2023-12-29,76.06806553607359
2023-12-30,66.80816326530612
2023-12-31,73.13825812014946
2024-01-01,78.52739292900259
2024-01-02,66.80816326530612
2024-01-03,63.40787582638689
2024-01-04,60.47806841046278
2024-01-05,67.27864328830123
2024-01-06,67.74912331129636
2024-01-07,67.27864328830123
2024-01-08,57.548260994538666
2024-01-09,64.34883587237712
2024-01-10,63.40787582638689
2024-01-11,66.33768324231102
2024-01-12,66.33768324231102
2024-01-13,67.27864328830123
2024-01-14,66.33768324231102
2024-01-15,63.40787582638689
2024-01-16,58.01874101753377
2024-01-17,61.419028456453006
2024-01-18,63.40787582638689
2024-01-19,66.80816326530612
2024-01-20,73.60873814314458
2024-01-21,64.92624317332567
2024-01-22,60.221442943374534
2024-01-23,58.33952285139408
2024-01-24,64.92624317332567
2024-01-25,64.92624317332567
2024-01-26,59.28048289738431
2024-01-27,66.80816326530612
2024-01-28,71.51296349525725
2024-01-29,59.28048289738431
2024-01-30,63.04432308134521
2024-01-31,63.04432308134521
2024-02-01,63.98528312733544
2024-02-02,65.8672032193159
2024-02-03,72.45392354124749
2024-02-04,73.39488358723771
2024-02-05,58.33952285139408
2024-02-06,64.92624317332567
2024-02-07,61.16240298936476
2024-02-08,58.33952285139408
2024-02-09,62.10336303535499
2024-02-10,69.6310434032768
2024-02-11,77.15872377119862
2024-02-12,56.457602759413625
2024-02-13,59.28048289738431
2024-02-14,62.10336303535499
2024-02-15,62.10336303535499
2024-02-16,66.80816326530612
2024-02-17,67.74912331129634
2024-02-18,72.45392354124749
2024-02-19,68.69008335728658
2024-02-20,63.98528312733544
2024-02-21,63.04432308134521
2024-02-22,63.04432308134521
2024-02-23,94.0960045990227
2024-02-24,90.3321644150618
2024-02-25,77.15872377119862
2024-02-26,65.8672032193159
2024-02-27,58.33952285139408
2024-02-28,63.98528312733544
2024-02-29,63.98528312733544
2024-03-01,66.80816326530612
2024-03-02,78.09968381718885
2024-03-03,75.27680367921816
2024-03-04,59.28048289738431
2024-03-05,63.98528312733544
2024-03-06,63.98528312733544
2024-03-07,73.39488358723771
2024-03-08,73.39488358723771
2024-03-09,73.39488358723771
2024-03-10,72.45392354124749
2024-03-11,60.221442943374534
2024-03-12,59.28048289738431
2024-03-13,64.92624317332567
2024-03-14,68.69008335728658
2024-03-15,66.80816326530612
2024-03-16,71.51296349525725
2024-03-17,77.15872377119862
2024-03-18,65.8672032193159
2024-03-19,65.8672032193159
2024-03-20,67.74912331129634
2024-03-21,70.57200344926703
2024-03-22,70.57200344926703
2024-03-23,75.27680367921816
2024-03-24,80.92256395515953
2024-03-25,68.69008335728658
2024-03-26,77.15872377119862
2024-03-27,72.45392354124749
2024-03-28,69.6310434032768
2024-03-29,68.69008335728658
2024-03-30,68.69008335728658
2024-03-31,75.27680367921816
2024-04-01,68.69008335728658
2024-04-02,65.8672032193159
2024-04-03,64.92624317332567
2024-04-04,66.80816326530612
2024-04-05,63.98528312733544
2024-04-06,73.39488358723771
2024-04-07,71.51296349525725
2024-04-08,59.28048289738431
2024-04-09,61.16240298936476
2024-04-10,66.80816326530612
2024-04-11,65.8672032193159
2024-04-12,63.04432308134521
2024-04-13,72.45392354124749
2024-04-14,73.39488358723771
2024-04-15,61.16240298936476
2024-04-16,63.04432308134521
2024-04-17,67.74912331129634
2024-04-18,63.98528312733544
2024-04-19,70.57200344926703
2024-04-20,76.2177637252084
2024-04-21,76.2177637252084
2024-04-22,69.6310434032768
2024-04-23,64.92624317332567
2024-04-24,65.8672032193159
2024-04-25,63.98528312733544
2024-04-26,66.80816326530612
2024-04-27,70.57200344926703
2024-04-28,74.33584363322794
2024-04-29,63.04432308134521
2024-04-30,65.8672032193159
2024-05-01,65.8672032193159
2024-05-02,64.92624317332567
2024-05-03,69.6310434032768
2024-05-04,90.3321644150618
2024-05-05,77.15872377119862
2024-05-06,63.04432308134521
2024-05-07,63.04432308134521
2024-05-08,63.04432308134521
2024-05-09,60.221442943374534
2024-05-10,65.8672032193159
2024-05-11,72.45392354124749
2024-05-12,74.33584363322794
2024-05-13,63.04432308134521
2024-05-14,71.51296349525725
2024-05-15,66.80816326530612
2024-05-16,64.92624317332567
2024-05-17,66.80816326530612
2024-05-18,72.45392354124749
2024-05-19,72.45392354124749
2024-05-20,64.92624317332567
2024-05-21,59.28048289738431
2024-05-22,74.33584363322794
2024-05-23,61.16240298936476
2024-05-24,69.6310434032768
2024-05-25,69.6310434032768
2024-05-26,74.33584363322794
2024-05-27,77.15872377119862
2024-05-28,63.04432308134521
2024-05-29,64.92624317332567
2024-05-30,64.92624317332567
2024-05-31,63.98528312733544
2024-06-01,77.15872377119862
2024-06-02,67.74912331129634
2024-06-03,63.04432308134521
2024-06-04,63.98528312733544
2024-06-05,65.8672032193159
2024-06-06,67.74912331129634
2024-06-07,68.69008335728658
2024-06-08,70.57200344926703
2024-06-09,69.6310434032768
2024-06-10,66.80816326530612
2024-06-11,62.10336303535499
2024-06-12,63.98528312733544
2024-06-13,63.04432308134521
2024-06-14,63.04432308134521
2024-06-15,63.98528312733544
2024-06-16,74.33584363322794
2024-06-17,63.98528312733544
2024-06-18,65.8672032193159
2024-06-19,65.8672032193159
2024-06-20,62.10336303535499
2024-06-21,65.8672032193159
2024-06-22,67.74912331129634
2024-06-23,77.15872377119862
2024-06-24,63.98528312733544
2024-06-25,65.8672032193159
2024-06-26,64.92624317332567
2024-06-27,71.51296349525725
2024-06-28,63.04432308134521
2024-06-29,69.6310434032768
2024-06-30,66.80816326530612
2024-07-01,63.04432308134521
2024-07-02,59.28048289738431
2024-07-03,62.10336303535499
2024-07-04,68.69008335728658
2024-07-05,65.8672032193159
2024-07-06,64.92624317332567
2024-07-07,67.74912331129634
2024-07-08,57.398562805403856
2024-07-09,61.16240298936476
2024-07-10,63.98528312733544
2024-07-11,63.04432308134521
2024-07-12,63.04432308134521
2024-07-13,65.8672032193159
2024-07-14,66.80816326530612
2024-07-15,59.28048289738431
2024-07-16,61.16240298936476
2024-07-17,66.80816326530612
2024-07-18,62.10336303535499
2024-07-19,63.98528312733544
2024-07-20,63.98528312733544
2024-07-21,66.80816326530612
2024-07-22,66.80816326530612
2024-07-23,66.80816326530612
2024-07-24,64.92624317332567
2024-07-25,67.74912331129634
2024-07-26,67.74912331129634
2024-07-27,72.45392354124749
2024-07-28,64.92624317332567
2024-07-29,61.16240298936476
2024-07-30,60.221442943374534
2024-07-31,56.457602759413625
2024-08-01,58.33952285139408
2024-08-02,63.04432308134521
2024-08-03,65.8672032193159
2024-08-04,61.16240298936476
2024-08-05,60.221442943374534
2024-08-06,53.63472262144295
2024-08-07,58.33952285139408
2024-08-08,61.16240298936476
2024-08-09,60.221442943374534
2024-08-10,62.10336303535499
2024-08-11,70.57200344926703
2024-08-12,59.28048289738431
2024-08-13,61.16240298936476
2024-08-14,62.10336303535499
2024-08-15,62.10336303535499
2024-08-16,63.98528312733544
2024-08-17,75.27680367921816
2024-08-18,76.04771070484873
2024-08-19,60.22711137738652
2024-08-20,67.90217102962006
2024-08-21,64.92624317332567
2024-08-22,64.92624317332567
2024-08-23,61.479835294036164
2024-08-24,69.62537496926481
2024-08-25,73.46290479538159
2024-08-26,61.088713347208895
2024-08-27,61.95031531703128
2024-08-28,58.112785490914504
2024-08-29,57.6423054679194
2024-08-30,60.22711137738652
2024-08-31,66.64944711297042
2024-09-01,69.62537496926481
2024-09-02,72.21018087873195
2024-09-03,59.36550940756415
2024-09-04,58.974387460736885
2024-09-05,60.22711137738652
2024-09-06,58.50390743774177
2024-09-07,67.04056905979769
2024-09-08,68.37265105261518
2024-09-09,57.25118352109213
2024-09-10,55.52797958144738
2024-09-11,51.69044975533061
2024-09-12,54.666377611625
2024-09-13,59.36550940756415
2024-09-14,66.17896708997532
2024-09-15,63.67351925667603
2024-09-16,61.95031531703128
2024-09-17,56.32156034312588
2024-09-18,57.886048130434936
2024-09-19,59.45053591774399
2024-09-20,59.45053591774399
2024-09-21,65.7084870669802
2024-09-22,67.27297485428925
2024-09-23,57.886048130434936
2024-09-24,53.97482866216231
2024-09-25,59.45053591774399
2024-09-26,58.66829202408946
2024-09-27,56.32156034312588
2024-09-28,64.92624317332567
2024-09-29,66.49073096063472
