Time,movies
2024-09-26,48.21399619248619
2024-09-27,60.267495240607744
2024-09-28,83.27872069611252
2024-09-29,79.99140277389755
2024-09-30,51.50131411470116
2024-10-01,47.118223551747874
2024-10-02,52.597086755439484
2024-10-03,50.40554147396284
2024-10-04,60.267495240607744
2024-10-05,79.99140277389755
2024-10-06,79.99140277389755
2024-10-07,50.40554147396284
2024-10-08,47.118223551747874
2024-10-09,50.40554147396284
2024-10-10,51.50131411470116
2024-10-11,61.36326788134606
2024-10-12,83.27872069611252
2024-10-13,88.75758389980413
2024-10-14,64.65058580356103
2024-10-15,52.597086755439484
2024-10-16,53.69285939617781
2024-10-17,52.597086755439484
2024-10-18,60.267495240607744
2024-10-19,72.3209942887293
2024-10-20,73.41676692946761
2024-10-21,48.21399619248619
2024-10-22,46.02245091100955
2024-10-23,46.02245091100955
2024-10-24,47.118223551747874
2024-10-25,53.69285939617781
2024-10-26,72.3209942887293
2024-10-27,75.60831221094426
2024-10-28,48.21399619248619
2024-10-29,46.02245091100955
2024-10-30,46.02245091100955
2024-10-31,56.980177318392776
2024-11-01,66.84213108503768
2024-11-02,76.70408485168258
2024-11-03,72.3209942887293
2024-11-04,48.21399619248619
2024-11-05,41.63936034805626
2024-11-06,29.58586129993471
2024-11-07,41.63936034805626
2024-11-08,51.50131411470116
2024-11-09,74.51253957020593
2024-11-10,78.89563013315923
2024-11-11,55.88440467765445
2024-11-12,46.02245091100955
2024-11-13,43.83090562953291
2024-11-14,44.926678270271225
2024-11-15,47.118223551747874
2024-11-16,64.65058580356103
2024-11-17,71.22522164799096
2024-11-18,48.21399619248619
2024-11-19,44.926678270271225
2024-11-20,46.02245091100955
2024-11-21,47.118223551747874
2024-11-22,56.980177318392776
2024-11-23,73.41676692946761
2024-11-24,82.1829480553742
2024-11-25,59.17172259986942
2024-11-26,56.980177318392776
2024-11-27,65.74635844429936
2024-11-28,84.37449333685083
2024-11-29,84.37449333685083
2024-11-30,85.47026597758916
2024-12-01,78.89563013315923
2024-12-02,49.30976883322452
2024-12-03,43.83090562953291
2024-12-04,44.926678270271225
2024-12-05,42.73513298879458
2024-12-06,48.21399619248619
2024-12-07,71.22522164799096
2024-12-08,74.51253957020593
2024-12-09,50.40554147396284
2024-12-10,46.02245091100955
2024-12-11,44.926678270271225
2024-12-12,46.02245091100955
2024-12-13,50.40554147396284
2024-12-14,73.41676692946761
2024-12-15,74.51253957020593
2024-12-16,52.597086755439484
2024-12-17,50.40554147396284
2024-12-18,50.40554147396284
2024-12-19,51.50131411470116
2024-12-20,63.55481316282271
2024-12-21,73.41676692946761
2024-12-22,79.99140277389755
2024-12-23,70.12944900725265
2024-12-24,83.27872069611252
2024-12-25,109.57726407383225
2024-12-26,89.85335654054245
2024-12-27,77.7998574924209
2024-12-28,87.66181125906581
2024-12-29,84.37449333685083
2024-12-30,65.74635844429936
2024-12-31,64.65058580356103
2025-01-01,87.66181125906581
2025-01-02,65.74635844429936
2025-01-03,62.459040522084386
2025-01-04,79.99140277389755
2025-01-05,81.08717541463587
2025-01-06,52.597086755439484
2025-01-07,49.30976883322452
2025-01-08,47.118223551747874
2025-01-09,46.02245091100955
2025-01-10,52.597086755439484
2025-01-11,74.51253957020593
2025-01-12,76.70408485168258
2025-01-13,46.02245091100955
2025-01-14,42.73513298879458
2025-01-15,43.83090562953291
2025-01-16,46.02245091100955
2025-01-17,54.78863203691613
2025-01-18,72.3209942887293
2025-01-19,72.3209942887293
2025-01-20,64.65058580356103
2025-01-21,48.21399619248619
2025-01-22,55.88440467765445
2025-01-23,47.118223551747874
2025-01-24,51.50131411470116
2025-01-25,76.70408485168258
2025-01-26,76.70408485168258
2025-01-27,46.02245091100955
2025-01-28,42.73513298879458
2025-01-29,43.83090562953291
2025-01-30,40.54358770731793
2025-01-31,50.40554147396284
2025-02-01,74.51253957020593
2025-02-02,74.51253957020593
2025-02-03,44.926678270271225
2025-02-04,41.63936034805626
2025-02-05,40.54358770731793
2025-02-06,41.63936034805626
2025-02-07,49.30976883322452
2025-02-08,70.12944900725265
2025-02-09,71.22522164799096
2025-02-10,41.63936034805626
2025-02-11,40.54358770731793
2025-02-12,42.73513298879458
2025-02-13,43.83090562953291
2025-02-14,61.36326788134606
2025-02-15,92.0449018220191
2025-02-16,89.85335654054245
2025-02-17,62.459040522084386
2025-02-18,48.21399619248619
2025-02-19,46.02245091100955
2025-02-20,43.83090562953291
2025-02-21,50.40554147396284
2025-02-22,71.22522164799096
2025-02-23,72.3209942887293
2025-02-24,44.926678270271225
2025-02-25,40.54358770731793
2025-02-26,41.63936034805626
2025-02-27,54.78863203691613
2025-02-28,52.597086755439484
2025-03-01,72.3209942887293
2025-03-02,72.3209942887293
2025-03-03,52.597086755439484
2025-03-04,42.73513298879458
2025-03-05,40.54358770731793
2025-03-06,40.54358770731793
2025-03-07,46.02245091100955
2025-03-08,69.03367636651433
2025-03-09,69.03367636651433
2025-03-10,44.926678270271225
2025-03-11,39.447815066579615
2025-03-12,40.54358770731793
2025-03-13,41.63936034805626
2025-03-14,47.118223551747874
2025-03-15,78.89563013315923
2025-03-16,73.41676692946761
2025-03-17,47.118223551747874
2025-03-18,41.63936034805626
2025-03-19,40.54358770731793
2025-03-20,41.63936034805626
2025-03-21,47.118223551747874
2025-03-22,66.84213108503768
2025-03-23,69.03367636651433
2025-03-24,43.83090562953291
2025-03-25,41.63936034805626
2025-03-26,44.926678270271225
2025-03-27,43.83090562953291
2025-03-28,50.40554147396284
2025-03-29,72.3209942887293
2025-03-30,74.51253957020593
2025-03-31,47.118223551747874
2025-04-01,41.63936034805626
2025-04-02,46.02245091100955
2025-04-03,43.83090562953291
2025-04-04,50.40554147396284
2025-04-05,72.3209942887293
2025-04-06,73.41676692946761
2025-04-07,46.02245091100955
2025-04-08,42.73513298879458
2025-04-09,39.447815066579615
2025-04-10,40.54358770731793
2025-04-11,51.50131411470116
2025-04-12,70.12944900725265
2025-04-13,65.74635844429936
2025-04-14,42.73513298879458
2025-04-15,41.73897604266884
2025-04-16,41.73897604266884
2025-04-17,46.02245091100956
2025-04-18,56.18325176149218
2025-04-19,69.03367636651433
2025-04-20,75.4588886690254
2025-04-21,49.235057062265085
2025-04-22,42.286862363038
2025-04-23,43.88071347683919
2025-04-24,40.668107325583655
2025-04-25,47.09331962809473
2025-04-26,65.8210702152588
2025-04-27,70.1045450835995
2025-04-28,43.88071347683919
2025-04-29,40.668107325583655
2025-04-30,40.14512492886764
2025-05-01,42.809844759754014
2025-05-02,49.235057062265085
2025-05-03,74.38801995194021
2025-05-04,76.52975738611059
2025-05-05,48.687170741895926
2025-05-06,42.809844759754014
2025-05-07,41.73897604266884
2025-05-08,42.809844759754014
2025-05-09,49.235057062265085
2025-05-10,70.1045450835995
2025-05-11,72.24628251776986
2025-05-12,48.16418834517991
2025-05-13,43.35773108012317
2025-05-14,43.88071347683919
2025-05-15,44.976486117577515
2025-05-16,51.25227487816973
2025-05-17,70.07964115994636
2025-05-18,76.35542992053858
2025-05-19,51.25227487816973
2025-05-20,44.976486117577515
2025-05-21,44.976486117577515
2025-05-22,48.114380497873626
2025-05-23,58.57402843219398
2025-05-24,77.40139471397062
2025-05-25,85.76911306142689
2025-05-26,86.81507785485893
2025-05-27,56.48209884532991
2025-05-28,49.16034529130566
2025-05-29,51.25227487816973
2025-05-30,55.436134051897874
2025-05-31,73.21753554024247
2025-06-01,75.30946512710653
2025-06-02,52.29823967160176
2025-06-03,49.16034529130566
2025-06-04,46.02245091100956
2025-06-05,46.02245091100956
2025-06-06,54.39016925846583
2025-06-07,69.03367636651433
2025-06-08,72.17157074681043
2025-06-09,51.25227487816973
2025-06-10,48.114380497873626
2025-06-11,46.02245091100956
2025-06-12,50.206310084737694
2025-06-13,54.39016925846583
2025-06-14,73.21753554024247
2025-06-15,77.40139471397062
2025-06-16,52.29823967160176
2025-06-17,49.16034529130566
2025-06-18,48.114380497873626
2025-06-19,52.29823967160176
2025-06-20,54.39016925846583
2025-06-21,71.1256059533784
2025-06-22,69.03367636651433
2025-06-23,49.16034529130566
2025-06-24,51.25227487816973
2025-06-25,51.25227487816973
2025-06-26,49.16034529130566
2025-06-27,53.3442044650338
2025-06-28,70.07964115994636
2025-06-29,74.2635003336745
2025-06-30,52.29823967160176
2025-07-01,51.25227487816973
2025-07-02,51.25227487816973
2025-07-03,57.52806363876194
2025-07-04,73.21753554024247
2025-07-05,78.44735950740265
2025-07-06,83.67718347456282
2025-07-07,56.48209884532991
2025-07-08,57.52806363876194
2025-07-09,55.436134051897874
2025-07-10,55.436134051897874
2025-07-11,60.665958019058046
2025-07-12,79.49332430083469
2025-07-13,80.53928909426672
2025-07-14,59.61999322562601
2025-07-15,53.3442044650338
2025-07-16,52.29823967160176
2025-07-17,54.39016925846583
2025-07-18,61.71192281249008
2025-07-19,77.40139471397062
2025-07-20,82.63121868113079
2025-07-21,60.665958019058046
2025-07-22,55.436134051897874
2025-07-23,53.3442044650338
2025-07-24,53.3442044650338
2025-07-25,60.665958019058046
2025-07-26,75.30946512710653
2025-07-27,80.53928909426672
2025-07-28,59.61999322562601
2025-07-29,54.39016925846583
2025-07-30,53.3442044650338
2025-07-31,55.436134051897874
2025-08-01,60.665958019058046
2025-08-02,77.40139471397062
2025-08-03,76.35542992053858
2025-08-04,53.3442044650338
2025-08-05,52.29823967160176
2025-08-06,49.16034529130566
2025-08-07,50.206310084737694
2025-08-08,56.48209884532991
2025-08-09,75.30946512710653
2025-08-10,78.44735950740265
2025-08-11,53.3442044650338
2025-08-12,52.29823967160176
2025-08-13,53.3442044650338
2025-08-14,48.114380497873626
2025-08-15,53.3442044650338
2025-08-16,74.2635003336745
2025-08-17,77.40139471397062
2025-08-18,51.25227487816973
2025-08-19,47.06841570444159
2025-08-20,47.06841570444159
2025-08-21,46.02245091100956
2025-08-22,51.25227487816973
2025-08-23,71.1256059533784
2025-08-24,75.30946512710653
2025-08-25,50.206310084737694
2025-08-26,42.884556530713446
2025-08-27,41.83859173728141
2025-08-28,42.884556530713446
2025-08-29,52.29823967160176
2025-08-30,66.94174677965026
2025-08-31,78.44735950740265
2025-09-01,79.49332430083469
2025-09-02,49.16034529130566
2025-09-03,41.83859173728141
2025-09-04,41.83859173728141
2025-09-05,50.206310084737694
2025-09-06,72.17157074681043
2025-09-07,71.1256059533784
2025-09-08,47.06841570444159
2025-09-09,41.83859173728141
2025-09-10,38.70069735698531
2025-09-11,39.74666215041734
2025-09-12,49.16034529130566
2025-09-13,70.07964115994636
2025-09-14,65.89578198621822
2025-09-15,46.02245091100956
2025-09-16,48.114380497873626
2025-09-17,43.93052132414548
2025-09-18,40.79262694384938
2025-09-19,49.16034529130566
2025-09-20,70.07964115994636
2025-09-21,65.89578198621822
2025-09-22,44.976486117577515
2025-09-23,42.884556530713446
2025-09-24,41.83859173728141
2025-09-25,42.884556530713446
2025-09-26,51.25227487816973
2025-09-27,72.17157074681043
2025-09-28,63.803852399354156
2025-09-29,44.976486117577515
2025-09-30,42.884556530713446
2025-10-01,42.884556530713446
2025-10-02,46.02245091100956
2025-10-03,51.25227487816973
2025-10-04,71.1256059533784
2025-10-05,75.30946512710653
2025-10-06,49.16034529130566
2025-10-07,42.884556530713446
2025-10-08,43.93052132414548
2025-10-09,49.16034529130566
2025-10-10,57.52806363876194
2025-10-11,86.81507785485893
2025-10-12,90.99893702858706
2025-10-13,61.71192281249008
2025-10-14,51.25227487816973
2025-10-15,48.114380497873626
2025-10-16,46.02245091100956
2025-10-17,54.39016925846583
2025-10-18,72.17157074681043
2025-10-19,78.44735950740265
2025-10-20,52.29823967160176
2025-10-21,46.02245091100956
2025-10-22,47.06841570444159
2025-10-23,47.06841570444159
2025-10-24,55.436134051897874
2025-10-25,75.30946512710653
2025-10-26,77.40139471397062
2025-10-27,53.3442044650338
2025-10-28,49.16034529130566
2025-10-29,48.114380497873626
2025-10-30,51.25227487816973
2025-10-31,65.89578198621822
2025-11-01,90.99893702858706
2025-11-02,71.1256059533784
2025-11-03,53.3442044650338
2025-11-04,43.93052132414548
2025-11-05,44.976486117577515
2025-11-06,43.93052132414548
2025-11-07,52.29823967160176
2025-11-08,76.35542992053858
2025-11-09,75.30946512710653
2025-11-10,53.3442044650338
2025-11-11,53.3442044650338
2025-11-12,44.976486117577515
2025-11-13,44.976486117577515
2025-11-14,53.3442044650338
2025-11-15,72.17157074681043
2025-11-16,72.17157074681043
2025-11-17,46.02245091100956
2025-11-18,44.976486117577515
2025-11-19,44.976486117577515
2025-11-20,44.976486117577515
2025-11-21,53.3442044650338
2025-11-22,77.40139471397062
2025-11-23,75.30946512710653
2025-11-24,55.436134051897874
2025-11-25,52.29823967160176
2025-11-26,59.61999322562601
2025-11-27,74.2635003336745
2025-11-28,74.2635003336745
2025-11-29,79.49332430083469
2025-11-30,80.53928909426672
2025-12-01,49.16034529130566
2025-12-02,48.114380497873626
2025-12-03,47.06841570444159
2025-12-04,48.114380497873626
2025-12-05,54.39016925846583
2025-12-06,76.35542992053858
2025-12-07,78.44735950740265
2025-12-08,54.39016925846583
2025-12-09,48.114380497873626
2025-12-10,49.16034529130566
2025-12-11,44.976486117577515
2025-12-12,54.39016925846583
2025-12-13,75.30946512710653
2025-12-14,80.53928909426672
2025-12-15,69.03367636651433
2025-12-16,60.665958019058046
2025-12-17,57.52806363876194
2025-12-18,55.436134051897874
2025-12-19,62.75788760592212
2025-12-20,78.44735950740265
2025-12-21,81.58525388769876
2025-12-22,72.17157074681043
2025-12-23,67.9877115730823
2025-12-24,83.67718347456282
2025-12-25,104.59647934320353
2025-12-26,90.99893702858706
2025-12-27,94.13683140888318
2025-12-28,86.81507785485893
2025-12-29,72.17157074681043
2025-12-30,69.03367636651433
2025-12-31,70.07964115994636
2026-01-01,88.907007441723
2026-01-02,81.58525388769876
2026-01-03,86.81507785485893
2026-01-04,77.40139471397062
2026-01-05,53.3442044650338
2026-01-06,50.206310084737694
2026-01-07,49.16034529130566
2026-01-08,48.114380497873626
2026-01-09,52.29823967160176
2026-01-10,74.2635003336745
2026-01-11,74.2635003336745
2026-01-12,52.29823967160176
2026-01-13,44.976486117577515
2026-01-14,44.976486117577515
2026-01-15,49.16034529130566
2026-01-16,52.29823967160176
2026-01-17,73.21753554024247
2026-01-18,75.30946512710653
2026-01-19,63.803852399354156
2026-01-20,48.114380497873626
2026-01-21,47.06841570444159
2026-01-22,47.06841570444159
2026-01-23,53.3442044650338
2026-01-24,84.72314826799486
2026-01-25,86.81507785485893
2026-01-26,64.84981719278619
2026-01-27,54.39016925846583
2026-01-28,47.06841570444159
2026-01-29,47.06841570444159
2026-01-30,54.39016925846583
2026-01-31,82.63121868113079
2026-02-01,80.53928909426672
2026-02-02,48.114380497873626
2026-02-03,44.976486117577515
2026-02-04,42.884556530713446
2026-02-05,44.976486117577515
2026-02-06,50.206310084737694
2026-02-07,73.21753554024247
2026-02-08,66.94174677965026
2026-02-09,42.884556530713446
2026-02-10,41.83859173728141
2026-02-11,43.93052132414548
2026-02-12,43.93052132414548
2026-02-13,53.3442044650338
2026-02-14,82.63121868113079
2026-02-15,87.86104264829096
2026-02-16,69.03367636651433
2026-02-17,53.3442044650338
2026-02-18,46.02245091100956
2026-02-19,44.976486117577515
2026-02-20,55.436134051897874
2026-02-21,77.40139471397062
2026-02-22,69.03367636651433
2026-02-23,50.206310084737694
2026-02-24,46.02245091100956
2026-02-25,41.83859173728141
2026-02-26,42.884556530713446
2026-02-27,51.25227487816973
2026-02-28,71.1256059533784
2026-03-01,73.21753554024247
2026-03-02,49.16034529130566
2026-03-03,44.976486117577515
2026-03-04,39.74666215041734
2026-03-05,42.884556530713446
2026-03-06,49.16034529130566
2026-03-07,73.21753554024247
2026-03-08,73.21753554024247
2026-03-09,46.02245091100956
2026-03-10,42.884556530713446
2026-03-11,43.93052132414548
2026-03-12,41.83859173728141
2026-03-13,51.25227487816973
2026-03-14,75.30946512710653
2026-03-15,77.40139471397062
2026-03-16,56.48209884532991
2026-03-17,49.16034529130566
2026-03-18,47.06841570444159
2026-03-19,46.02245091100956
2026-03-20,56.48209884532991
2026-03-21,73.21753554024247
2026-03-22,71.1256059533784
2026-03-23,50.206310084737694
2026-03-24,46.02245091100956
2026-03-25,44.976486117577515
2026-03-26,42.884556530713446
2026-03-27,49.16034529130566
2026-03-28,67.9877115730823
2026-03-29,69.03367636651433
2026-03-30,49.16034529130566
2026-03-31,44.976486117577515
2026-04-01,43.93052132414548
2026-04-02,49.16034529130566
2026-04-03,57.52806363876194
2026-04-04,67.9877115730823
2026-04-05,75.30946512710653
2026-04-06,53.3442044650338
2026-04-07,42.884556530713446
2026-04-08,41.83859173728141
2026-04-09,40.79262694384938
2026-04-10,46.02245091100956
2026-04-11,63.803852399354156
2026-04-12,66.94174677965026
2026-04-13,41.83859173728141
2026-04-14,38.70069735698531
2026-04-15,40.79262694384938
2026-04-16,38.70069735698531
2026-04-17,47.06841570444159
2026-04-18,65.89578198621822
2026-04-19,69.03367636651433
2026-04-20,44.976486117577515
2026-04-21,42.884556530713446
2026-04-22,40.79262694384938
2026-04-23,39.74666215041734
2026-04-24,49.16034529130566
2026-04-25,70.07964115994636
2026-04-26,71.1256059533784
2026-04-27,48.114380497873626
2026-04-28,43.93052132414548
2026-04-29,42.884556530713446
2026-04-30,44.976486117577515
2026-05-01,51.25227487816973
2026-05-02,72.17157074681043
2026-05-03,74.2635003336745
2026-05-04,48.114380497873626
2026-05-05,42.884556530713446
2026-05-06,44.976486117577515
2026-05-07,44.976486117577515
2026-05-08,50.206310084737694
2026-05-09,71.1256059533784
2026-05-10,76.35542992053858
2026-05-11,50.206310084737694
2026-05-12,43.93052132414548
2026-05-13,43.93052132414548
2026-05-14,44.976486117577515
2026-05-15,51.25227487816973
2026-05-16,64.84981719278619
2026-05-17,71.1256059533784
2026-05-18,49.16034529130566
2026-05-19,46.02245091100956
2026-05-20,49.16034529130566
2026-05-21,49.16034529130566
2026-05-22,59.61999322562601
2026-05-23,80.53928909426672
2026-05-24,84.72314826799486
2026-05-25,79.49332430083469
2026-05-26,54.39016925846583
2026-05-27,49.16034529130566
2026-05-28,51.25227487816973
2026-05-29,58.57402843219398
2026-05-30,76.35542992053858
2026-05-31,71.1256059533784
