Time,best_buy
2022-08-30,64.9430823117338
2022-08-31,64.9430823117338
2022-09-01,67.6506129597198
2022-09-02,68.1506129597198
2022-09-03,82.48073555166374
2022-09-04,85.68826619964975
2022-09-05,94.8108581436077
2022-09-06,64.4430823117338
2022-09-07,62.23555166374781
2022-09-08,61.23555166374781
2022-09-09,67.6506129597198
2022-09-10,75.06567425569176
2022-09-11,72.35814360770578
2022-09-12,62.23555166374781
2022-09-13,61.73555166374781
2022-09-14,61.73555166374781
2022-09-15,61.23555166374781
2022-09-16,67.6506129597198
2022-09-17,76.06567425569176
2022-09-18,68.6506129597198
2022-09-19,60.73555166374781
2022-09-20,60.73555166374781
2022-09-21,57.02802101576182
2022-09-22,60.73555166374781
2022-09-23,61.73555166374781
2022-09-24,74.06567425569176
2022-09-25,65.4430823117338
2022-09-26,54.82049036777583
2022-09-27,55.32049036777583
2022-09-28,54.640980735551665
2022-09-29,54.640980735551665
2022-09-30,58.056042031523646
2022-10-01,68.30122591943959
2022-10-02,64.88616462346761
2022-10-03,61.471103327495626
2022-10-04,58.056042031523646
2022-10-05,58.056042031523646
2022-10-06,58.056042031523646
2022-10-07,64.88616462346761
2022-10-08,75.13134851138354
2022-10-09,68.30122591943959
2022-10-10,61.471103327495626
2022-10-11,64.88616462346761
2022-10-12,68.30122591943959
2022-10-13,61.471103327495626
2022-10-14,64.88616462346761
2022-10-15,71.71628721541155
2022-10-16,68.30122591943959
2022-10-17,61.471103327495626
2022-10-18,61.471103327495626
2022-10-19,61.471103327495626
2022-10-20,61.471103327495626
2022-10-21,61.471103327495626
2022-10-22,71.71628721541155
2022-10-23,64.88616462346761
2022-10-24,61.471103327495626
2022-10-25,58.056042031523646
2022-10-26,61.471103327495626
2022-10-27,61.471103327495626
2022-10-28,64.88616462346761
2022-10-29,71.71628721541155
2022-10-30,68.30122591943959
2022-10-31,61.471103327495626
2022-11-01,61.471103327495626
2022-11-02,68.30122591943959
2022-11-03,68.30122591943959
2022-11-04,71.71628721541155
2022-11-05,81.9614711033275
2022-11-06,81.9614711033275
2022-11-07,75.13134851138354
2022-11-08,71.71628721541155
2022-11-09,64.88616462346761
2022-11-10,68.30122591943959
2022-11-11,75.13134851138354
2022-11-12,88.79159369527146
2022-11-13,88.79159369527146
2022-11-14,75.13134851138354
2022-11-15,75.13134851138354
2022-11-16,75.13134851138354
2022-11-17,85.37653239929948
2022-11-18,92.20665499124344
2022-11-19,109.28196147110333
2022-11-20,122.94220665499125
2022-11-21,102.45183887915937
2022-11-22,105.86690017513135
2022-11-23,119.52714535901927
2022-11-24,167.33800350262698
2022-11-25,341.5061295971979
2022-11-26,174.16812609457094
2022-11-27,136.60245183887918
2022-11-28,146.8476357267951
2022-11-29,105.86690017513135
2022-11-30,71.71628721541155
2022-12-01,75.13134851138354
2022-12-02,78.54640980735552
2022-12-03,88.79159369527146
2022-12-04,88.79159369527146
2022-12-05,75.13134851138354
2022-12-06,75.13134851138354
2022-12-07,75.13134851138354
2022-12-08,75.13134851138354
2022-12-09,78.54640980735552
2022-12-10,92.20665499124344
2022-12-11,92.20665499124344
2022-12-12,81.9614711033275
2022-12-13,78.54640980735552
2022-12-14,78.54640980735552
2022-12-15,88.79159369527146
2022-12-16,92.20665499124344
2022-12-17,105.86690017513135
2022-12-18,102.45183887915937
2022-12-19,99.03677758318739
2022-12-20,99.03677758318739
2022-12-21,102.45183887915937
2022-12-22,109.28196147110333
2022-12-23,122.94220665499125
2022-12-24,122.94220665499125
2022-12-25,88.79159369527146
2022-12-26,126.35726795096322
2022-12-27,99.03677758318739
2022-12-28,85.37653239929948
2022-12-29,85.37653239929948
2022-12-30,88.79159369527146
2022-12-31,92.20665499124344
2023-01-01,78.54640980735552
2023-01-02,85.37653239929948
2023-01-03,64.88616462346761
2023-01-04,68.30122591943959
2023-01-05,61.471103327495626
2023-01-06,71.71628721541155
2023-01-07,81.9614711033275
2023-01-08,75.13134851138354
2023-01-09,61.471103327495626
2023-01-10,64.88616462346761
2023-01-11,61.471103327495626
2023-01-12,58.056042031523646
2023-01-13,64.88616462346761
2023-01-14,78.54640980735552
2023-01-15,68.30122591943959
2023-01-16,68.30122591943959
2023-01-17,58.056042031523646
2023-01-18,58.056042031523646
2023-01-19,58.056042031523646
2023-01-20,58.056042031523646
2023-01-21,75.13134851138354
2023-01-22,71.71628721541155
2023-01-23,54.640980735551665
2023-01-24,58.056042031523646
2023-01-25,54.640980735551665
2023-01-26,58.056042031523646
2023-01-27,58.056042031523646
2023-01-28,68.30122591943959
2023-01-29,68.30122591943959
2023-01-30,54.640980735551665
2023-01-31,54.640980735551665
2023-02-01,58.056042031523646
2023-02-02,61.471103327495626
2023-02-03,61.471103327495626
2023-02-04,71.71628721541155
2023-02-05,75.13134851138354
2023-02-06,58.056042031523646
2023-02-07,58.056042031523646
2023-02-08,61.471103327495626
2023-02-09,58.056042031523646
2023-02-10,64.88616462346761
2023-02-11,78.54640980735552
2023-02-12,71.71628721541155
2023-02-13,51.225919439579684
2023-02-14,54.640980735551665
2023-02-15,58.056042031523646
2023-02-16,58.056042031523646
2023-02-17,64.88616462346761
2023-02-18,78.54640980735552
2023-02-19,78.54640980735552
2023-02-20,71.71628721541155
2023-02-21,58.056042031523646
2023-02-22,58.056042031523646
2023-02-23,58.056042031523646
2023-02-24,61.471103327495626
2023-02-25,71.71628721541155
2023-02-26,71.71628721541155
2023-02-27,58.056042031523646
2023-02-28,54.640980735551665
2023-03-01,54.640980735551665
2023-03-02,58.056042031523646
2023-03-03,58.056042031523646
2023-03-04,68.30122591943959
2023-03-05,71.71628721541155
2023-03-06,58.056042031523646
2023-03-07,51.225919439579684
2023-03-08,54.640980735551665
2023-03-09,54.640980735551665
2023-03-10,58.056042031523646
2023-03-11,68.30122591943959
2023-03-12,68.30122591943959
2023-03-13,51.225919439579684
2023-03-14,54.640980735551665
2023-03-15,54.640980735551665
2023-03-16,54.640980735551665
2023-03-17,58.056042031523646
2023-03-18,68.30122591943959
2023-03-19,71.71628721541155
2023-03-20,54.640980735551665
2023-03-21,51.225919439579684
2023-03-22,51.225919439579684
2023-03-23,54.640980735551665
2023-03-24,54.640980735551665
2023-03-25,68.30122591943959
2023-03-26,64.88616462346761
2023-03-27,54.640980735551665
2023-03-28,51.225919439579684
2023-03-29,51.225919439579684
2023-03-30,51.225919439579684
2023-03-31,54.640980735551665
2023-04-01,61.471103327495626
2023-04-02,64.88616462346761
2023-04-03,54.640980735551665
2023-04-04,51.225919439579684
2023-04-05,51.225919439579684
2023-04-06,54.640980735551665
2023-04-07,58.056042031523646
2023-04-08,61.471103327495626
2023-04-09,54.640980735551665
2023-04-10,58.056042031523646
2023-04-11,51.225919439579684
2023-04-12,51.225919439579684
2023-04-13,51.225919439579684
2023-04-14,54.640980735551665
2023-04-15,64.88616462346761
2023-04-16,64.88616462346761
2023-04-17,54.640980735551665
2023-04-18,44.39579684763573
2023-04-19,51.225919439579684
2023-04-20,51.225919439579684
2023-04-21,51.225919439579684
2023-04-22,64.88616462346761
2023-04-23,61.471103327495626
2023-04-24,54.640980735551665
2023-04-25,51.225919439579684
2023-04-26,49.840365204351485
2023-04-27,48.132834556365495
2023-04-28,51.455525569988936
2023-04-29,64.74628962448267
2023-04-30,61.42359861085923
2023-05-01,51.455525569988936
2023-05-02,51.455525569988936
2023-05-03,49.840365204351485
2023-05-04,53.163056217974926
2023-05-05,51.455525569988936
2023-05-06,58.1009075972358
2023-05-07,59.808438245221794
2023-05-08,54.77821658361236
2023-05-09,54.77821658361236
2023-05-10,53.163056217974926
2023-05-11,53.163056217974926
2023-05-12,63.13112925884522
2023-05-13,69.77651128609207
2023-05-14,59.808438245221794
2023-05-15,54.77821658361236
2023-05-16,51.455525569988936
2023-05-17,49.840365204351485
2023-05-18,53.163056217974926
2023-05-19,54.77821658361236
2023-05-20,63.13112925884522
2023-05-21,59.808438245221794
2023-05-22,51.455525569988936
2023-05-23,53.163056217974926
2023-05-24,54.77821658361236
2023-05-25,54.77821658361236
2023-05-26,58.145773162947954
2023-05-27,67.8367353567726
2023-05-28,67.8367353567726
2023-05-29,74.29737681932238
2023-05-30,51.68513170039818
2023-05-31,51.68513170039818
2023-06-01,54.91545243167307
2023-06-02,58.145773162947954
2023-06-03,61.37609389422284
2023-06-04,61.37609389422284
2023-06-05,54.91545243167307
2023-06-06,54.91545243167307
2023-06-07,54.91545243167307
2023-06-08,58.145773162947954
2023-06-09,58.145773162947954
2023-06-10,64.60641462549772
2023-06-11,61.37609389422284
2023-06-12,58.145773162947954
2023-06-13,58.145773162947954
2023-06-14,58.145773162947954
2023-06-15,58.145773162947954
2023-06-16,61.37609389422284
2023-06-17,67.8367353567726
2023-06-18,67.8367353567726
2023-06-19,61.37609389422284
2023-06-20,54.91545243167307
2023-06-21,58.145773162947954
2023-06-22,54.91545243167307
2023-06-23,58.145773162947954
2023-06-24,64.60641462549772
2023-06-25,64.60641462549772
2023-06-26,61.37609389422284
2023-06-27,58.145773162947954
2023-06-28,54.91545243167307
2023-06-29,58.145773162947954
2023-06-30,58.145773162947954
2023-07-01,71.0670560880475
2023-07-02,74.29737681932238
2023-07-03,71.0670560880475
2023-07-04,74.29737681932238
2023-07-05,58.145773162947954
2023-07-06,58.145773162947954
2023-07-07,61.37609389422284
2023-07-08,67.8367353567726
2023-07-09,64.60641462549772
2023-07-10,64.60641462549772
2023-07-11,74.29737681932238
2023-07-12,74.29737681932238
2023-07-13,58.145773162947954
2023-07-14,54.91545243167307
2023-07-15,67.8367353567726
2023-07-16,61.37609389422284
2023-07-17,58.145773162947954
2023-07-18,54.91545243167307
2023-07-19,54.91545243167307
2023-07-20,51.68513170039818
2023-07-21,54.91545243167307
2023-07-22,61.37609389422284
2023-07-23,61.37609389422284
2023-07-24,54.91545243167307
2023-07-25,54.91545243167307
2023-07-26,51.68513170039818
2023-07-27,54.91545243167307
2023-07-28,54.91545243167307
2023-07-29,64.60641462549772
2023-07-30,61.37609389422284
2023-07-31,54.91545243167307
2023-08-01,58.145773162947954
2023-08-02,54.91545243167307
2023-08-03,54.91545243167307
2023-08-04,58.145773162947954
2023-08-05,67.8367353567726
2023-08-06,64.60641462549772
2023-08-07,58.145773162947954
2023-08-08,54.91545243167307
2023-08-09,54.91545243167307
2023-08-10,58.145773162947954
2023-08-11,58.145773162947954
2023-08-12,71.0670560880475
2023-08-13,71.0670560880475
2023-08-14,61.37609389422284
2023-08-15,58.145773162947954
2023-08-16,54.91545243167307
2023-08-17,54.91545243167307
2023-08-18,58.145773162947954
2023-08-19,67.8367353567726
2023-08-20,67.8367353567726
2023-08-21,58.145773162947954
2023-08-22,54.91545243167307
2023-08-23,54.91545243167307
2023-08-24,51.68513170039818
2023-08-25,58.145773162947954
2023-08-26,67.8367353567726
2023-08-27,64.60641462549772
2023-08-28,54.91545243167307
2023-08-29,51.68513170039818
2023-08-30,51.68513170039818
2023-08-31,54.91545243167307
2023-09-01,64.60641462549772
2023-09-02,71.0670560880475
2023-09-03,74.29737681932238
2023-09-04,77.52769755059727
2023-09-05,54.91545243167307
2023-09-06,51.68513170039818
2023-09-07,51.68513170039818
2023-09-08,51.68513170039818
2023-09-09,61.37609389422284
2023-09-10,61.37609389422284
2023-09-11,51.68513170039818
2023-09-12,51.68513170039818
2023-09-13,48.454810969123294
2023-09-14,51.68513170039818
2023-09-15,54.91545243167307
2023-09-16,61.37609389422284
2023-09-17,58.145773162947954
2023-09-18,48.454810969123294
2023-09-19,51.68513170039818
2023-09-20,48.454810969123294
2023-09-21,48.454810969123294
2023-09-22,58.145773162947954
2023-09-23,64.60641462549772
2023-09-24,61.37609389422284
2023-09-25,51.68513170039818
2023-09-26,48.454810969123294
2023-09-27,51.68513170039818
2023-09-28,51.68513170039818
2023-09-29,51.68513170039818
2023-09-30,64.60641462549772
2023-10-01,61.37609389422284
2023-10-02,51.68513170039818
2023-10-03,48.454810969123294
2023-10-04,51.68513170039818
2023-10-05,48.454810969123294
2023-10-06,51.68513170039818
2023-10-07,61.37609389422284
2023-10-08,58.145773162947954
2023-10-09,51.68513170039818
2023-10-10,58.145773162947954
2023-10-11,54.91545243167307
2023-10-12,58.145773162947954
2023-10-13,54.91545243167307
2023-10-14,64.60641462549772
2023-10-15,61.37609389422284
2023-10-16,51.68513170039818
2023-10-17,48.454810969123294
2023-10-18,48.454810969123294
2023-10-19,48.454810969123294
2023-10-20,51.68513170039818
2023-10-21,58.145773162947954
2023-10-22,58.145773162947954
2023-10-23,48.454810969123294
2023-10-24,48.454810969123294
2023-10-25,45.22449023784841
2023-10-26,48.454810969123294
2023-10-27,48.454810969123294
2023-10-28,54.91545243167307
2023-10-29,54.91545243167307
2023-10-30,54.91545243167307
2023-10-31,48.454810969123294
2023-11-01,54.91545243167307
2023-11-02,54.91545243167307
2023-11-03,58.145773162947954
2023-11-04,71.0670560880475
2023-11-05,67.8367353567726
2023-11-06,58.145773162947954
2023-11-07,58.145773162947954
2023-11-08,61.37609389422284
2023-11-09,61.37609389422284
2023-11-10,67.8367353567726
2023-11-11,80.75801828187215
2023-11-12,83.98833901314704
2023-11-13,67.8367353567726
2023-11-14,64.60641462549772
2023-11-15,67.8367353567726
2023-11-16,71.0670560880475
2023-11-17,80.75801828187215
2023-11-18,96.90962193824659
2023-11-19,109.83090486334613
2023-11-20,93.6793012069717
2023-11-21,96.90962193824659
2023-11-22,116.29154632589591
2023-11-23,158.28571583246944
2023-11-24,323.0320731274886
2023-11-25,167.97667802629408
2023-11-26,125.98250851972057
2023-11-27,132.44314998227034
2023-11-28,96.90962193824659
2023-11-29,67.8367353567726
2023-11-30,64.60641462549772
2023-12-01,64.60641462549772
2023-12-02,77.52769755059727
2023-12-03,74.29737681932238
2023-12-04,64.60641462549772
2023-12-05,64.60641462549772
2023-12-06,64.60641462549772
2023-12-07,61.37609389422284
2023-12-08,67.8367353567726
2023-12-09,80.75801828187215
2023-12-10,87.21865974442193
2023-12-11,67.8367353567726
2023-12-12,71.0670560880475
2023-12-13,67.8367353567726
2023-12-14,67.8367353567726
2023-12-15,74.29737681932238
2023-12-16,90.44898047569681
2023-12-17,90.44898047569681
2023-12-18,77.52769755059727
2023-12-19,87.21865974442193
2023-12-20,90.44898047569681
2023-12-21,93.6793012069717
2023-12-22,109.80255408769736
2023-12-23,123.74780032152317
2023-12-24,112.6651485818808
2023-12-25,80.92061831868129
2023-12-26,101.21477060514701
2023-12-27,84.40692987713774
2023-12-28,77.43430676022484
2023-12-29,77.43430676022484
2023-12-30,80.92061831868129
2023-12-31,73.94799520176838
2024-01-01,67.59908914912847
2024-01-02,64.73649465494503
2024-01-03,61.873900160761586
2024-01-04,60.626466032215575
2024-01-05,59.01130566657814
2024-01-06,71.08540070758494
2024-01-07,64.73649465494503
2024-01-08,52.038682549665225
2024-01-09,47.92865392693577
2024-01-10,51.41496548539223
2024-01-11,51.41496548539223
2024-01-12,55.52499410812168
2024-01-13,64.73649465494503
2024-01-14,59.01130566657814
2024-01-15,54.27755997957568
2024-01-16,47.92865392693577
2024-01-17,51.41496548539223
2024-01-18,48.552370991208775
2024-01-19,54.27755997957568
2024-01-20,64.11277759067204
2024-01-21,66.11400881293835
2024-01-22,48.64993101329426
2024-01-23,47.40249688474825
2024-01-24,49.89736514184027
2024-01-25,48.64993101329426
2024-01-26,49.89736514184027
2024-01-27,62.37170642730033
2024-01-28,58.62940404166231
2024-01-29,46.15506275620225
2024-01-30,52.39223339893228
2024-01-31,49.89736514184027
2024-02-01,49.89736514184027
2024-02-02,52.39223339893228
2024-02-03,63.61914055584634
2024-02-04,61.12427229875433
2024-02-05,47.40249688474825
2024-02-06,49.89736514184027
2024-02-07,46.15506275620225
2024-02-08,48.64993101329426
2024-02-09,52.39223339893228
2024-02-10,62.37170642730033
2024-02-11,54.88710165602429
2024-02-12,42.41276037056423
2024-02-13,47.40249688474825
2024-02-14,48.64993101329426
2024-02-15,48.64993101329426
2024-02-16,53.63966752747829
2024-02-17,67.36144294148436
2024-02-18,66.11400881293835
2024-02-19,59.876838170208316
2024-02-20,52.39223339893228
2024-02-21,48.64993101329426
2024-02-22,51.14479927038627
2024-02-23,53.63966752747829
2024-02-24,62.37170642730033
2024-02-25,62.37170642730033
2024-02-26,49.89736514184027
2024-02-27,46.15506275620225
2024-02-28,48.64993101329426
2024-02-29,51.14479927038627
2024-03-01,52.39223339893228
2024-03-02,66.11400881293835
2024-03-03,61.12427229875433
2024-03-04,51.14479927038627
2024-03-05,49.89736514184027
2024-03-06,49.89736514184027
2024-03-07,47.40249688474825
2024-03-08,49.89736514184027
2024-03-09,62.37170642730033
2024-03-10,59.876838170208316
2024-03-11,48.64993101329426
2024-03-12,47.40249688474825
2024-03-13,48.64993101329426
2024-03-14,47.40249688474825
2024-03-15,49.89736514184027
2024-03-16,59.876838170208316
2024-03-17,59.876838170208316
2024-03-18,49.89736514184027
2024-03-19,46.15506275620225
2024-03-20,47.40249688474825
2024-03-21,44.90762862765624
2024-03-22,49.89736514184027
2024-03-23,54.88710165602429
2024-03-24,56.134535784570296
2024-03-25,46.15506275620225
2024-03-26,42.41276037056423
2024-03-27,44.90762862765624
2024-03-28,46.15506275620225
2024-03-29,49.89736514184027
2024-03-30,53.63966752747829
2024-03-31,52.39223339893228
2024-04-01,49.89736514184027
2024-04-02,46.15506275620225
2024-04-03,46.15506275620225
2024-04-04,43.66019449911023
2024-04-05,47.40249688474825
2024-04-06,54.88710165602429
2024-04-07,52.39223339893228
2024-04-08,43.66019449911023
2024-04-09,43.66019449911023
2024-04-10,44.90762862765624
2024-04-11,44.90762862765624
2024-04-12,47.40249688474825
2024-04-13,53.63966752747829
2024-04-14,54.88710165602429
2024-04-15,46.15506275620225
2024-04-16,42.41276037056423
2024-04-17,42.41276037056423
2024-04-18,42.41276037056423
2024-04-19,46.15506275620225
2024-04-20,56.134535784570296
2024-04-21,53.63966752747829
2024-04-22,44.90762862765624
2024-04-23,43.66019449911023
2024-04-24,42.41276037056423
2024-04-25,41.16532624201822
2024-04-26,44.90762862765624
2024-04-27,53.63966752747829
2024-04-28,53.63966752747829
2024-04-29,46.15506275620225
2024-04-30,43.66019449911023
2024-05-01,43.66019449911023
2024-05-02,43.66019449911023
2024-05-03,47.40249688474825
2024-05-04,52.39223339893228
2024-05-05,53.63966752747829
2024-05-06,44.90762862765624
2024-05-07,44.90762862765624
2024-05-08,44.90762862765624
2024-05-09,47.40249688474825
2024-05-10,49.89736514184027
2024-05-11,61.12427229875433
2024-05-12,52.39223339893228
2024-05-13,46.15506275620225
2024-05-14,44.90762862765624
2024-05-15,43.66019449911023
2024-05-16,43.66019449911023
2024-05-17,49.89736514184027
2024-05-18,57.38196991311631
2024-05-19,57.38196991311631
2024-05-20,47.40249688474825
2024-05-21,46.15506275620225
2024-05-22,47.40249688474825
2024-05-23,49.89736514184027
2024-05-24,53.63966752747829
2024-05-25,61.12427229875433
2024-05-26,62.37170642730033
2024-05-27,66.11400881293835
2024-05-28,47.40249688474825
2024-05-29,46.15506275620225
2024-05-30,48.64993101329426
2024-05-31,48.64993101329426
2024-06-01,56.134535784570296
2024-06-02,56.134535784570296
2024-06-03,49.89736514184027
2024-06-04,47.40249688474825
2024-06-05,49.89736514184027
2024-06-06,49.89736514184027
2024-06-07,51.14479927038627
2024-06-08,58.62940404166231
2024-06-09,62.37170642730033
2024-06-10,52.39223339893228
2024-06-11,51.14479927038627
2024-06-12,48.64993101329426
2024-06-13,51.14479927038627
2024-06-14,53.63966752747829
2024-06-15,58.62940404166231
2024-06-16,58.62940404166231
2024-06-17,52.39223339893228
2024-06-18,49.89736514184027
2024-06-19,52.39223339893228
2024-06-20,47.40249688474825
2024-06-21,53.63966752747829
2024-06-22,61.12427229875433
2024-06-23,57.38196991311631
2024-06-24,49.89736514184027
2024-06-25,49.89736514184027
2024-06-26,48.64993101329426
2024-06-27,47.40249688474825
2024-06-28,51.14479927038627
2024-06-29,59.876838170208316
2024-06-30,58.62940404166231
2024-07-01,54.88710165602429
2024-07-02,53.63966752747829
2024-07-03,57.38196991311631
2024-07-04,66.11400881293835
2024-07-05,58.62940404166231
2024-07-06,61.12427229875433
2024-07-07,59.876838170208316
2024-07-08,51.14479927038627
2024-07-09,51.14479927038627
2024-07-10,52.39223339893228
2024-07-11,53.63966752747829
2024-07-12,52.39223339893228
2024-07-13,59.876838170208316
2024-07-14,52.39223339893228
2024-07-15,51.14479927038627
2024-07-16,68.60887707003036
2024-07-17,67.36144294148436
2024-07-18,58.62940404166231
2024-07-19,53.63966752747829
2024-07-20,61.12427229875433
2024-07-21,59.876838170208316
2024-07-22,51.14479927038627
2024-07-23,51.14479927038627
2024-07-24,51.14479927038627
2024-07-25,49.89736514184027
2024-07-26,51.14479927038627
2024-07-27,54.88710165602429
2024-07-28,56.134535784570296
2024-07-29,48.64993101329426
2024-07-30,49.89736514184027
2024-07-31,48.64993101329426
2024-08-01,51.14479927038627
2024-08-02,53.63966752747829
2024-08-03,61.12427229875433
2024-08-04,61.12427229875433
2024-08-05,49.89736514184027
2024-08-06,47.40249688474825
2024-08-07,51.14479927038627
2024-08-08,49.89736514184027
2024-08-09,53.63966752747829
2024-08-10,59.876838170208316
2024-08-11,61.12427229875433
2024-08-12,51.14479927038627
2024-08-13,49.89736514184027
2024-08-14,52.39223339893228
2024-08-15,51.14479927038627
2024-08-16,53.63966752747829
2024-08-17,61.12427229875433
2024-08-18,60.784062990969055
2024-08-19,51.14479927038627
2024-08-20,51.14479927038627
2024-08-21,51.14479927038627
2024-08-22,46.94888447436789
2024-08-23,51.768516334659274
2024-08-24,60.784062990969055
2024-08-25,62.57016185684174
2024-08-26,51.768516334659274
2024-08-27,51.14479927038627
2024-08-28,49.358700404513584
2024-08-29,52.93089813625896
2024-08-30,51.14479927038627
2024-08-31,64.97997778698743
2024-09-01,67.38979371713313
2024-09-02,72.20942557742453
2024-09-03,51.14479927038627
2024-09-04,46.94888447436789
2024-09-05,46.325167410094885
2024-09-06,49.358700404513584
2024-09-07,55.96443113067767
2024-09-08,54.17833226480497
2024-09-09,48.734983340240575
2024-09-10,46.325167410094885
2024-09-11,44.53906854422219
2024-09-12,48.734983340240575
2024-09-13,48.734983340240575
2024-09-14,60.16034592669605
2024-09-15,53.55461520053197
2024-09-16,46.325167410094885
2024-09-17,44.17050846078815
2024-09-18,46.49527206398752
2024-09-19,44.17050846078815
2024-09-20,51.14479927038627
2024-09-21,58.1190900799844
2024-09-22,53.46956287358565
