Time,ice_cream_near_me
2022-06-04,67.0
2022-06-05,74.0
2022-06-06,44.0
2022-06-07,40.0
2022-06-08,40.0
2022-06-09,41.0
2022-06-10,47.0
2022-06-11,67.0
2022-06-12,75.0
2022-06-13,50.0
2022-06-14,46.0
2022-06-15,49.0
2022-06-16,48.0
2022-06-17,50.0
2022-06-18,76.0
2022-06-19,84.0
2022-06-20,61.0
2022-06-21,49.0
2022-06-22,47.0
2022-06-23,48.0
2022-06-24,53.0
2022-06-25,70.0
2022-06-26,88.0
2022-06-27,54.0
2022-06-28,49.0
2022-06-29,48.0
2022-06-30,48.0
2022-07-01,51.0
2022-07-02,73.0
2022-07-03,80.0
2022-07-04,83.0
2022-07-05,58.0
2022-07-06,45.0
2022-07-07,48.0
2022-07-08,51.0
2022-07-09,67.0
2022-07-10,82.0
2022-07-11,53.0
2022-07-12,45.0
2022-07-13,43.0
2022-07-14,45.0
2022-07-15,50.0
2022-07-16,72.0
2022-07-17,93.0
2022-07-18,53.0
2022-07-19,49.0
2022-07-20,49.0
2022-07-21,45.0
2022-07-22,52.0
2022-07-23,77.0
2022-07-24,89.0
2022-07-25,50.0
2022-07-26,45.0
2022-07-27,45.0
2022-07-28,44.0
2022-07-29,49.0
2022-07-30,68.0
2022-07-31,81.0
2022-08-01,49.0
2022-08-02,45.0
2022-08-03,45.0
2022-08-04,40.0
2022-08-05,45.0
2022-08-06,65.0
2022-08-07,85.0
2022-08-08,47.0
2022-08-09,40.0
2022-08-10,37.0
2022-08-11,39.0
2022-08-12,43.0
2022-08-13,63.0
2022-08-14,73.0
2022-08-15,43.0
2022-08-16,37.0
2022-08-17,34.0
2022-08-18,34.0
2022-08-19,39.0
2022-08-20,59.0
2022-08-21,65.0
2022-08-22,33.0
2022-08-23,31.0
2022-08-24,31.0
2022-08-25,29.0
2022-08-26,35.0
2022-08-27,59.0
2022-08-28,65.0
2022-08-29,33.10300703774792
2022-08-30,27.014075495841332
2022-08-31,25.741842610364685
2022-09-01,26.627959053103005
2022-09-02,30.944657709532947
2022-09-03,55.300383877159305
2022-09-04,71.0227127319258
2022-09-05,59.73096609085093
2022-09-06,25.241842610364685
2022-09-07,22.19737683941139
2022-09-08,21.811260396673063
2022-09-09,24.855726167626358
2022-09-10,47.05310300703775
2022-09-11,45.7808701215611
2022-09-12,22.69737683941139
2022-09-13,19.652911068458096
2022-09-14,21.811260396673063
2022-09-15,21.811260396673063
2022-09-16,26.127959053103005
2022-09-17,49.211452335252716
2022-09-18,50.98368522072937
2022-09-19,23.08349328214971
2022-09-20,20.039027511196416
2022-09-21,20.039027511196416
2022-09-22,19.152911068458096
2022-09-23,21.311260396673063
2022-09-24,42.736404350607806
2022-09-25,45.7808701215611
2022-09-26,23.08349328214971
2022-09-27,17.88067818298145
2022-09-28,17.761356365962893
2022-09-29,16.2168905950096
2022-09-30,20.078055022392835
2022-10-01,34.75047984644914
2022-10-02,39.38387715930902
2022-10-03,20.078055022392835
2022-10-04,16.989123480486246
2022-10-05,18.53358925143954
2022-10-06,19.305822136916188
2022-10-07,22.394753678822777
2022-10-08,39.38387715930902
2022-10-09,44.01727447216891
2022-10-10,27.02815099168266
2022-10-11,19.305822136916188
2022-10-12,16.989123480486246
2022-10-13,17.761356365962893
2022-10-14,20.850287907869482
2022-10-15,38.611644273832376
2022-10-16,37.83941138835573
2022-10-17,18.53358925143954
2022-10-18,13.900191938579654
2022-10-19,13.127959053103007
2022-10-20,14.672424824056302
2022-10-21,19.305822136916188
2022-10-22,36.29494561740243
2022-10-23,39.38387715930902
2022-10-24,18.53358925143954
2022-10-25,13.900191938579654
2022-10-26,13.900191938579654
2022-10-27,14.672424824056302
2022-10-28,15.44465770953295
2022-10-29,27.80038387715931
2022-10-30,31.661548304542546
2022-10-31,14.672424824056302
2022-11-01,12.35572616762636
2022-11-02,13.127959053103007
2022-11-03,13.900191938579654
2022-11-04,14.672424824056302
2022-11-05,31.661548304542546
2022-11-06,32.4337811900192
2022-11-07,16.2168905950096
2022-11-08,12.35572616762636
2022-11-09,10.811260396673065
2022-11-10,12.35572616762636
2022-11-11,16.989123480486246
2022-11-12,28.572616762635956
2022-11-13,27.80038387715931
2022-11-14,13.127959053103007
2022-11-15,10.811260396673065
2022-11-16,10.811260396673065
2022-11-17,10.811260396673065
2022-11-18,11.583493282149712
2022-11-19,20.850287907869482
2022-11-20,23.166986564299425
2022-11-21,15.44465770953295
2022-11-22,13.127959053103007
2022-11-23,16.2168905950096
2022-11-24,19.305822136916188
2022-11-25,20.078055022392835
2022-11-26,23.939219449776072
2022-11-27,24.71145233525272
2022-11-28,11.583493282149712
2022-11-29,10.039027511196418
2022-11-30,10.039027511196418
2022-12-01,10.039027511196418
2022-12-02,11.583493282149712
2022-12-03,20.850287907869482
2022-12-04,23.939219449776072
2022-12-05,12.35572616762636
2022-12-06,10.811260396673065
2022-12-07,10.811260396673065
2022-12-08,13.127959053103007
2022-12-09,13.127959053103007
2022-12-10,21.62252079334613
2022-12-11,25.483685220729367
2022-12-12,13.127959053103007
2022-12-13,11.583493282149712
2022-12-14,10.811260396673065
2022-12-15,11.583493282149712
2022-12-16,12.35572616762636
2022-12-17,20.078055022392835
2022-12-18,23.166986564299425
2022-12-19,14.672424824056302
2022-12-20,13.900191938579654
2022-12-21,13.900191938579654
2022-12-22,12.35572616762636
2022-12-23,13.900191938579654
2022-12-24,12.35572616762636
2022-12-25,15.44465770953295
2022-12-26,17.761356365962893
2022-12-27,20.078055022392835
2022-12-28,22.394753678822777
2022-12-29,23.166986564299425
2022-12-30,24.71145233525272
2022-12-31,29.344849648112604
2023-01-01,33.97824696097249
2023-01-02,29.344849648112604
2023-01-03,16.2168905950096
2023-01-04,16.989123480486246
2023-01-05,14.672424824056302
2023-01-06,15.44465770953295
2023-01-07,27.02815099168266
2023-01-08,33.206014075495844
2023-01-09,15.44465770953295
2023-01-10,12.35572616762636
2023-01-11,13.900191938579654
2023-01-12,13.900191938579654
2023-01-13,14.672424824056302
2023-01-14,28.572616762635956
2023-01-15,32.4337811900192
2023-01-16,27.80038387715931
2023-01-17,13.900191938579654
2023-01-18,13.127959053103007
2023-01-19,13.127959053103007
2023-01-20,14.672424824056302
2023-01-21,29.344849648112604
2023-01-22,31.661548304542546
2023-01-23,16.989123480486246
2023-01-24,12.35572616762636
2023-01-25,12.35572616762636
2023-01-26,13.900191938579654
2023-01-27,13.900191938579654
2023-01-28,31.661548304542546
2023-01-29,32.4337811900192
2023-01-30,14.672424824056302
2023-01-31,12.35572616762636
2023-02-01,13.127959053103007
2023-02-02,13.900191938579654
2023-02-03,16.2168905950096
2023-02-04,29.344849648112604
2023-02-05,35.522712731925786
2023-02-06,16.989123480486246
2023-02-07,13.900191938579654
2023-02-08,14.672424824056302
2023-02-09,14.672424824056302
2023-02-10,20.078055022392835
2023-02-11,33.206014075495844
2023-02-12,32.4337811900192
2023-02-13,13.900191938579654
2023-02-14,17.761356365962893
2023-02-15,20.078055022392835
2023-02-16,15.44465770953295
2023-02-17,19.305822136916188
2023-02-18,36.29494561740243
2023-02-19,44.789507357645554
2023-02-20,33.97824696097249
2023-02-21,20.078055022392835
2023-02-22,15.44465770953295
2023-02-23,17.761356365962893
2023-02-24,18.53358925143954
2023-02-25,33.206014075495844
2023-02-26,44.01727447216891
2023-02-27,20.078055022392835
2023-02-28,15.44465770953295
2023-03-01,18.53358925143954
2023-03-02,16.989123480486246
2023-03-03,17.761356365962893
2023-03-04,40.15611004478567
2023-03-05,50.195137555982086
2023-03-06,22.394753678822777
2023-03-07,20.078055022392835
2023-03-08,19.305822136916188
2023-03-09,18.53358925143954
2023-03-10,20.850287907869482
2023-03-11,40.15611004478567
2023-03-12,44.789507357645554
2023-03-13,26.255918106206014
2023-03-14,21.62252079334613
2023-03-15,22.394753678822777
2023-03-16,24.71145233525272
2023-03-17,27.02815099168266
2023-03-18,44.01727447216891
2023-03-19,46.33397312859885
2023-03-20,25.483685220729367
2023-03-21,23.166986564299425
2023-03-22,21.62252079334613
2023-03-23,23.939219449776072
2023-03-24,29.344849648112604
2023-03-25,50.195137555982086
2023-03-26,64.09532949456174
2023-03-27,28.572616762635956
2023-03-28,24.71145233525272
2023-03-29,24.71145233525272
2023-03-30,22.394753678822777
2023-03-31,27.02815099168266
2023-04-01,48.65067178502879
2023-04-02,60.2341650671785
2023-04-03,32.4337811900192
2023-04-04,30.11708253358925
2023-04-05,28.572616762635956
2023-04-06,30.11708253358925
2023-04-07,34.75047984644914
2023-04-08,49.42290467050544
2023-04-09,60.2341650671785
2023-04-10,34.75047984644914
2023-04-11,28.572616762635956
2023-04-12,33.97824696097249
2023-04-13,37.06717850287908
2023-04-14,43.24504158669226
2023-04-15,64.8675623800384
2023-04-16,67.18426103646833
2023-04-17,27.02815099168266
2023-04-18,22.394753678822777
2023-04-19,24.71145233525272
2023-04-20,26.255918106206014
2023-04-21,33.97824696097249
2023-04-22,52.51183621241203
2023-04-23,54.82853486884197
2023-04-24,27.80038387715931
2023-04-25,21.62252079334613
2023-04-26,24.8079814459373
2023-04-27,24.8079814459373
2023-04-28,28.58334221937869
2023-04-29,53.391323665315994
2023-04-30,53.391323665315994
2023-05-01,27.736031136702923
2023-05-02,21.418737115234237
2023-05-03,21.418737115234237
2023-05-04,25.194097888675625
2023-05-05,29.81676974479278
2023-05-06,60.094734129523005
2023-05-07,74.42394433781192
2023-05-08,34.900636240847376
2023-05-09,27.736031136702923
2023-05-10,31.51139191014431
2023-05-11,34.05332515817161
2023-05-12,36.13406376626146
2023-05-13,63.48397846022607
2023-05-14,77.35199402857754
2023-05-15,38.67599701428877
2023-05-16,31.97258655008175
2023-05-17,29.81676974479278
2023-05-18,33.206014075495844
2023-05-19,37.828685931612995
2023-05-20,61.78935629487454
2023-05-21,71.03470000710885
2023-05-22,39.06211345702709
2023-05-23,33.206014075495844
2023-05-24,30.664080827468545
2023-05-25,33.206014075495844
2023-05-26,43.35229615411958
2023-05-27,74.71353166986566
2023-05-28,92.23892798748847
2023-05-29,88.54937086798893
2023-05-30,42.42990687424469
2023-05-31,38.740349754745154
2023-06-01,41.50751759436981
2023-06-02,46.11946399374423
2023-06-03,66.41202815099169
2023-06-04,76.55831022961543
2023-06-05,43.35229615411958
2023-06-06,37.81796047487027
2023-06-07,36.895571194995384
2023-06-08,34.12840335537073
2023-06-09,44.27468543399446
2023-06-10,63.64486031136704
2023-06-11,74.71353166986566
2023-06-12,45.19707471386935
2023-06-13,36.895571194995384
2023-06-14,39.66273903462004
2023-06-15,42.42990687424469
2023-06-16,47.04185327361912
2023-06-17,68.25680671074146
2023-06-18,85.78220302836426
2023-06-19,58.11052463211773
2023-06-20,45.19707471386935
2023-06-21,44.27468543399446
2023-06-22,41.50751759436981
2023-06-23,47.04185327361912
2023-06-24,72.86875311011589
2023-06-25,83.01503518873962
2023-06-26,49.809021113243766
2023-06-27,43.35229615411958
2023-06-28,41.50751759436981
2023-06-29,45.19707471386935
2023-06-30,47.964242553494
2023-07-01,70.10158527049123
2023-07-02,82.09264590886472
2023-07-03,68.25680671074146
2023-07-04,79.32547806924008
2023-07-05,60.877692471742385
2023-07-06,48.88663183336889
2023-07-07,57.188135352242845
2023-07-08,74.71353166986566
2023-07-09,77.48069950949031
2023-07-10,47.04185327361912
2023-07-11,43.35229615411958
2023-07-12,42.42990687424469
2023-07-13,42.42990687424469
2023-07-14,50.73141039311865
2023-07-15,71.02397455036612
2023-07-16,83.9374244686145
2023-07-17,53.498578232743306
2023-07-18,41.50751759436981
2023-07-19,44.27468543399446
2023-07-20,43.35229615411958
2023-07-21,48.88663183336889
2023-07-22,67.33441743086658
2023-07-23,76.55831022961543
2023-07-24,48.88663183336889
2023-07-25,42.42990687424469
2023-07-26,43.35229615411958
2023-07-27,42.42990687424469
2023-07-28,47.964242553494
2023-07-29,82.09264590886472
2023-07-30,74.71353166986566
2023-07-31,45.19707471386935
2023-08-01,39.66273903462004
2023-08-02,37.81796047487027
2023-08-03,39.66273903462004
2023-08-04,40.58512831449492
2023-08-05,64.56724959124192
2023-08-06,66.41202815099169
2023-08-07,42.42990687424469
2023-08-08,35.050792635245614
2023-08-09,37.81796047487027
2023-08-10,33.206014075495844
2023-08-11,39.66273903462004
2023-08-12,58.11052463211773
2023-08-13,73.79114238999077
2023-08-14,38.740349754745154
2023-08-15,31.361235515746078
2023-08-16,32.28362479562096
2023-08-17,31.361235515746078
2023-08-18,36.895571194995384
2023-08-19,58.11052463211773
2023-08-20,65.48963887111681
2023-08-21,34.12840335537073
2023-08-22,30.438846235871193
2023-08-23,31.361235515746078
2023-08-24,26.749289116371653
2023-08-25,30.438846235871193
2023-08-26,51.653799672993536
2023-08-27,61.80008175161727
2023-08-28,29.516456955996308
2023-08-29,23.982121276747
2023-08-30,23.059731996872117
2023-08-31,23.982121276747
2023-09-01,30.438846235871193
2023-09-02,55.343356792493076
2023-09-03,71.02397455036612
2023-09-04,65.48963887111681
2023-09-05,27.671678396246538
2023-09-06,21.214953437122347
2023-09-07,22.13734271699723
2023-09-08,23.982121276747
2023-09-09,45.19707471386935
2023-09-10,45.19707471386935
2023-09-11,22.13734271699723
2023-09-12,18.447785597497692
2023-09-13,18.447785597497692
2023-09-14,20.29256415724746
2023-09-15,21.214953437122347
2023-09-16,42.42990687424469
2023-09-17,44.27468543399446
2023-09-18,22.13734271699723
2023-09-19,18.447785597497692
2023-09-20,19.370174877372577
2023-09-21,19.370174877372577
2023-09-22,23.982121276747
2023-09-23,38.740349754745154
2023-09-24,42.42990687424469
2023-09-25,21.214953437122347
2023-09-26,17.525396317622807
2023-09-27,15.680617757873039
2023-09-28,17.525396317622807
2023-09-29,21.214953437122347
2023-09-30,38.740349754745154
2023-10-01,45.19707471386935
2023-10-02,21.214953437122347
2023-10-03,17.525396317622807
2023-10-04,19.370174877372577
2023-10-05,19.370174877372577
2023-10-06,22.13734271699723
2023-10-07,35.050792635245614
2023-10-08,38.740349754745154
2023-10-09,23.059731996872117
2023-10-10,16.603007037747922
2023-10-11,15.680617757873039
2023-10-12,15.680617757873039
2023-10-13,19.370174877372577
2023-10-14,31.361235515746078
2023-10-15,32.28362479562096
2023-10-16,16.603007037747922
2023-10-17,14.758228477998154
2023-10-18,14.758228477998154
2023-10-19,14.758228477998154
2023-10-20,19.370174877372577
2023-10-21,32.28362479562096
2023-10-22,35.050792635245614
2023-10-23,15.680617757873039
2023-10-24,14.758228477998154
2023-10-25,12.913449918248384
2023-10-26,15.680617757873039
2023-10-27,18.447785597497692
2023-10-28,31.361235515746078
2023-10-29,26.749289116371653
2023-10-30,13.835839198123269
2023-10-31,10.14628207862373
2023-11-01,10.14628207862373
2023-11-02,11.068671358498616
2023-11-03,14.758228477998154
2023-11-04,27.671678396246538
2023-11-05,29.516456955996308
2023-11-06,13.835839198123269
2023-11-07,13.835839198123269
2023-11-08,11.9910606383735
2023-11-09,13.835839198123269
2023-11-10,17.525396317622807
2023-11-11,26.749289116371653
2023-11-12,27.671678396246538
2023-11-13,13.835839198123269
2023-11-14,11.9910606383735
2023-11-15,11.068671358498616
2023-11-16,11.9910606383735
2023-11-17,13.835839198123269
2023-11-18,23.982121276747
2023-11-19,26.749289116371653
2023-11-20,16.603007037747922
2023-11-21,13.835839198123269
2023-11-22,16.603007037747922
2023-11-23,19.370174877372577
2023-11-24,18.447785597497692
2023-11-25,22.13734271699723
2023-11-26,21.214953437122347
2023-11-27,11.068671358498616
2023-11-28,9.223892798748846
2023-11-29,8.301503518873961
2023-11-30,11.068671358498616
2023-12-01,11.068671358498616
2023-12-02,21.214953437122347
2023-12-03,23.059731996872117
2023-12-04,12.913449918248384
2023-12-05,10.14628207862373
2023-12-06,10.14628207862373
2023-12-07,10.14628207862373
2023-12-08,12.913449918248384
2023-12-09,25.826899836496768
2023-12-10,23.982121276747
2023-12-11,12.913449918248384
2023-12-12,11.068671358498616
2023-12-13,11.9910606383735
2023-12-14,10.14628207862373
2023-12-15,12.913449918248384
2023-12-16,20.29256415724746
2023-12-17,22.13734271699723
2023-12-18,12.913449918248384
2023-12-19,11.068671358498616
2023-12-20,12.913449918248384
2023-12-21,13.835839198123269
2023-12-22,16.447159036767808
2023-12-23,20.61926774448725
2023-12-24,19.382296388559915
2023-12-25,20.231379386492307
2023-12-26,18.145325032632584
2023-12-27,21.080462384424692
2023-12-28,18.53321339062753
2023-12-29,21.92954538235708
2023-12-30,26.10165409007652
2023-12-31,25.713765732081576
2024-01-01,26.950737088008907
2024-01-02,18.53321339062753
2024-01-03,14.748993040903034
2024-01-04,14.748993040903034
2024-01-05,14.748993040903034
2024-01-06,23.166516738284415
2024-01-07,23.166516738284415
2024-01-08,13.899910042970646
2024-01-09,10.115689693246154
2024-01-10,10.96477269117854
2024-01-11,11.352661049173484
2024-01-12,13.512021684975702
2024-01-13,22.317433740352023
2024-01-14,22.317433740352023
2024-01-15,17.684130392695142
2024-01-16,10.115689693246154
2024-01-17,10.115689693246154
2024-01-18,10.115689693246154
2024-01-19,12.201744047105873
2024-01-20,18.53321339062753
2024-01-21,20.945971331727037
2024-01-22,11.636650739848355
2024-01-23,10.860874023858464
2024-01-24,11.636650739848355
2024-01-25,11.636650739848355
2024-01-26,14.739757603807915
2024-01-27,26.37640834365627
2024-01-28,28.70373849162594
2024-01-29,13.188204171828135
2024-01-30,10.860874023858464
2024-01-31,11.636650739848355
2024-02-01,11.636650739848355
2024-02-02,13.963980887818025
2024-02-03,27.15218505964616
2024-02-04,28.70373849162594
2024-02-05,13.188204171828135
2024-02-06,11.636650739848355
2024-02-07,12.412427455838245
2024-02-08,13.188204171828135
2024-02-09,15.515534319797805
2024-02-10,28.70373849162594
2024-02-11,26.37640834365627
2024-02-12,13.188204171828135
2024-02-13,12.412427455838245
2024-02-14,13.188204171828135
2024-02-15,15.515534319797805
2024-02-16,14.739757603807915
2024-02-17,26.37640834365627
2024-02-18,29.47951520761583
2024-02-19,23.27330147969671
2024-02-20,14.739757603807915
2024-02-21,14.739757603807915
2024-02-22,14.739757603807915
2024-02-23,16.291311035787697
2024-02-24,31.03106863959561
2024-02-25,38.01305908350462
2024-02-26,19.394417899747257
2024-02-27,13.963980887818025
2024-02-28,13.963980887818025
2024-02-29,13.188204171828135
2024-03-01,16.291311035787697
2024-03-02,31.03106863959561
2024-03-03,46.54660295939342
2024-03-04,24.049078195686597
2024-03-05,16.291311035787697
2024-03-06,15.515534319797805
2024-03-07,14.739757603807915
2024-03-08,16.291311035787697
2024-03-09,31.8068453555855
2024-03-10,38.788835799494514
2024-03-11,23.27330147969671
2024-03-12,23.27330147969671
2024-03-13,27.15218505964616
2024-03-14,26.37640834365627
2024-03-15,24.049078195686597
2024-03-16,46.54660295939342
2024-03-17,47.32237967538331
2024-03-18,23.27330147969671
2024-03-19,20.945971331727037
2024-03-20,20.17019461573715
2024-03-21,17.842864467767477
2024-03-22,20.17019461573715
2024-03-23,36.461505651524845
2024-03-24,41.11616594746418
2024-03-25,22.497524763706817
2024-03-26,20.17019461573715
2024-03-27,21.72174804771693
2024-03-28,23.27330147969671
2024-03-29,30.25529192360572
2024-03-30,41.11616594746418
2024-03-31,48.87393310736309
2024-04-01,26.37640834365627
2024-04-02,20.945971331727037
2024-04-03,20.17019461573715
2024-04-04,20.17019461573715
2024-04-05,22.497524763706817
2024-04-06,39.564612515484406
2024-04-07,44.995049527413634
2024-04-08,26.37640834365627
2024-04-09,22.497524763706817
2024-04-10,20.945971331727037
2024-04-11,20.17019461573715
2024-04-12,23.27330147969671
2024-04-13,47.32237967538331
2024-04-14,62.83791399518111
2024-04-15,30.25529192360572
2024-04-16,26.37640834365627
2024-04-17,20.17019461573715
2024-04-18,20.17019461573715
2024-04-19,24.82485491167649
2024-04-20,48.098156391373195
2024-04-21,54.30437011929232
2024-04-22,27.92796177563605
2024-04-23,22.497524763706817
2024-04-24,22.497524763706817
2024-04-25,21.72174804771693
2024-04-26,27.15218505964616
2024-04-27,48.098156391373195
2024-04-28,58.95903041523166
2024-04-29,31.03106863959561
2024-04-30,23.27330147969671
2024-05-01,22.497524763706817
2024-05-02,24.82485491167649
2024-05-03,28.70373849162594
2024-05-04,45.770826243403526
2024-05-05,48.87393310736309
2024-05-06,26.37640834365627
2024-05-07,24.82485491167649
2024-05-08,24.82485491167649
2024-05-09,24.049078195686597
2024-05-10,26.37640834365627
2024-05-11,51.20126325533276
2024-05-12,64.3894674271609
2024-05-13,30.25529192360572
2024-05-14,24.82485491167649
2024-05-15,22.497524763706817
2024-05-16,24.049078195686597
2024-05-17,29.47951520761583
2024-05-18,55.8559235512721
2024-05-19,62.06213727919122
2024-05-20,35.685728935534954
2024-05-21,32.58262207157539
2024-05-22,31.03106863959561
2024-05-23,31.03106863959561
2024-05-24,37.23728236751474
2024-05-25,63.613690711171
2024-05-26,77.57767159898903
2024-05-27,63.613690711171
2024-05-28,32.58262207157539
2024-05-29,30.25529192360572
2024-05-30,29.47951520761583
2024-05-31,33.358398787565285
2024-06-01,58.183253699241774
2024-06-02,62.06213727919122
2024-06-03,34.90995221954506
2024-06-04,32.58262207157539
2024-06-05,31.03106863959561
2024-06-06,31.8068453555855
2024-06-07,38.01305908350462
2024-06-08,60.51058384721144
2024-06-09,65.16524414315079
2024-06-10,38.788835799494514
2024-06-11,32.58262207157539
2024-06-12,34.90995221954506
2024-06-13,34.90995221954506
2024-06-14,38.01305908350462
2024-06-15,59.73480713122155
2024-06-16,72.1472345870598
2024-06-17,42.667719379443966
2024-06-18,38.01305908350462
2024-06-19,45.770826243403526
2024-06-20,38.01305908350462
2024-06-21,42.667719379443966
2024-06-22,62.83791399518111
2024-06-23,65.94102085914068
2024-06-24,40.3403892314743
2024-06-25,38.01305908350462
2024-06-26,36.461505651524845
2024-06-27,33.358398787565285
2024-06-28,39.564612515484406
2024-06-29,58.95903041523166
2024-06-30,64.3894674271609
2024-07-01,41.891942663454074
2024-07-02,38.01305908350462
2024-07-03,38.01305908350462
2024-07-04,68.26835100711034
2024-07-05,62.06213727919122
2024-07-06,65.94102085914068
2024-07-07,66.71679757513057
2024-07-08,41.11616594746418
2024-07-09,37.23728236751474
2024-07-10,34.13417550355517
2024-07-11,35.685728935534954
2024-07-12,38.788835799494514
2024-07-13,56.63170026726199
2024-07-14,63.613690711171
2024-07-15,38.01305908350462
2024-07-16,36.461505651524845
2024-07-17,34.13417550355517
2024-07-18,34.13417550355517
2024-07-19,39.564612515484406
2024-07-20,59.73480713122155
2024-07-21,76.80189488299914
2024-07-22,39.564612515484406
2024-07-23,33.358398787565285
2024-07-24,31.8068453555855
2024-07-25,34.13417550355517
2024-07-26,38.01305908350462
2024-07-27,58.183253699241774
2024-07-28,61.286360563201335
2024-07-29,36.461505651524845
2024-07-30,32.58262207157539
2024-07-31,31.03106863959561
2024-08-01,32.58262207157539
2024-08-02,34.90995221954506
2024-08-03,54.30437011929232
2024-08-04,57.40747698325188
2024-08-05,32.58262207157539
2024-08-06,26.37640834365627
2024-08-07,27.15218505964616
2024-08-08,26.37640834365627
2024-08-09,28.70373849162594
2024-08-10,47.32237967538331
2024-08-11,56.63170026726199
2024-08-12,31.03106863959561
2024-08-13,26.37640834365627
2024-08-14,27.15218505964616
2024-08-15,27.15218505964616
2024-08-16,30.25529192360572
2024-08-17,48.098156391373195
2024-08-18,51.45985549399606
2024-08-19,27.022888940314516
2024-08-20,23.359498892584476
2024-08-21,21.894142873492463
2024-08-22,23.359498892584476
2024-08-23,27.022888940314516
2024-08-24,47.1068861431639
2024-08-25,51.115065842445
2024-08-26,24.82485491167649
2024-08-27,21.5493532219414
2024-08-28,20.81667521239539
2024-08-29,18.273851532206308
2024-08-30,25.5575329212225
2024-08-31,45.986319775622945
2024-09-01,58.05395757991013
2024-09-02,52.192533503542066
2024-09-03,21.894142873492463
2024-09-04,17.885963174211362
2024-09-05,17.153285164665352
2024-09-06,19.351319193303375
2024-09-07,35.03924833887672
2024-09-08,40.167994405698764
2024-09-09,18.61864118375737
2024-09-10,16.075817503568285
2024-09-11,14.95525113602733
2024-09-12,18.61864118375737
2024-09-13,21.161464863946453
2024-09-14,38.70263838660675
2024-09-15,36.50460435796873
2024-09-16,16.075817503568285
2024-09-17,15.170744668246746
2024-09-18,15.170744668246746
2024-09-19,16.549903274450994
2024-09-20,19.99779978996162
2024-09-21,38.61644097371899
2024-09-22,37.23728236751474
