Time,dsw
2024-09-23,45.2718107065461
2024-09-24,41.87642490355514
2024-09-25,43.008220171218795
2024-09-26,47.5354012418734
2024-09-27,47.5354012418734
2024-09-28,63.38053498916454
2024-09-29,64.51233025682819
2024-09-30,44.14001543888244
2024-10-01,44.14001543888244
2024-10-02,45.2718107065461
2024-10-03,48.66719650953706
2024-10-04,49.79899177720071
2024-10-05,63.38053498916454
2024-10-06,58.853353918509924
2024-10-07,44.14001543888244
2024-10-08,40.744629635891485
2024-10-09,40.744629635891485
2024-10-10,44.14001543888244
2024-10-11,48.66719650953706
2024-10-12,61.116944453837235
2024-10-13,66.77592079215549
2024-10-14,54.32617284785532
2024-10-15,48.66719650953706
2024-10-16,47.5354012418734
2024-10-17,49.79899177720071
2024-10-18,49.79899177720071
2024-10-19,58.853353918509924
2024-10-20,61.116944453837235
2024-10-21,47.5354012418734
2024-10-22,46.40360597420975
2024-10-23,41.87642490355514
2024-10-24,44.14001543888244
2024-10-25,47.5354012418734
2024-10-26,57.721558650846276
2024-10-27,56.58976338318262
2024-10-28,39.61283436822784
2024-10-29,38.48103910056418
2024-10-30,38.48103910056418
2024-10-31,36.21744856523688
2024-11-01,40.744629635891485
2024-11-02,57.721558650846276
2024-11-03,58.853353918509924
2024-11-04,40.744629635891485
2024-11-05,36.21744856523688
2024-11-06,23.7677006209367
2024-11-07,39.61283436822784
2024-11-08,43.008220171218795
2024-11-09,57.721558650846276
2024-11-10,59.98514918617358
2024-11-11,52.062582312528015
2024-11-12,40.744629635891485
2024-11-13,39.61283436822784
2024-11-14,41.87642490355514
2024-11-15,45.2718107065461
2024-11-16,53.19437758019166
2024-11-17,66.77592079215549
2024-11-18,46.40360597420975
2024-11-19,46.40360597420975
2024-11-20,46.40360597420975
2024-11-21,50.93078704486436
2024-11-22,55.45796811551897
2024-11-23,67.90771605981915
2024-11-24,72.43489713047376
2024-11-25,55.45796811551897
2024-11-26,53.19437758019166
2024-11-27,59.98514918617358
2024-11-28,59.98514918617358
2024-11-29,113.17952676636524
2024-11-30,99.59798355440142
2024-12-01,90.5436214130922
2024-12-02,86.01644034243759
2024-12-03,63.38053498916454
2024-12-04,49.79899177720071
2024-12-05,50.93078704486436
2024-12-06,54.32617284785532
2024-12-07,66.77592079215549
2024-12-08,69.0395113274828
2024-12-09,48.66719650953706
2024-12-10,52.062582312528015
2024-12-11,49.79899177720071
2024-12-12,54.32617284785532
2024-12-13,56.58976338318262
2024-12-14,66.77592079215549
2024-12-15,70.17130659514645
2024-12-16,54.32617284785532
2024-12-17,52.062582312528015
2024-12-18,49.79899177720071
2024-12-19,55.45796811551897
2024-12-20,55.45796811551897
2024-12-21,69.0395113274828
2024-12-22,76.96207820112836
2024-12-23,62.24873972150088
2024-12-24,65.64412552449184
2024-12-25,32.82206276224592
2024-12-26,65.64412552449184
2024-12-27,62.24873972150088
2024-12-28,59.98514918617358
2024-12-29,59.98514918617358
2024-12-30,50.93078704486436
2024-12-31,57.721558650846276
2025-01-01,46.40360597420975
2025-01-02,40.744629635891485
2025-01-03,44.14001543888244
2025-01-04,55.45796811551897
2025-01-05,56.58976338318262
2025-01-06,37.349243832900534
2025-01-07,36.21744856523688
2025-01-08,35.085653297573224
2025-01-09,33.953858029909576
2025-01-10,32.82206276224592
2025-01-11,46.40360597420975
2025-01-12,48.66719650953706
2025-01-13,35.085653297573224
2025-01-14,31.69026749458227
2025-01-15,36.21744856523688
2025-01-16,31.69026749458227
2025-01-17,36.21744856523688
2025-01-18,46.40360597420975
2025-01-19,45.2718107065461
2025-01-20,39.61283436822784
2025-01-21,29.426676959254962
2025-01-22,30.558472226918617
2025-01-23,28.29488169159131
2025-01-24,29.426676959254962
2025-01-25,40.744629635891485
2025-01-26,41.87642490355514
2025-01-27,27.16308642392766
2025-01-28,29.426676959254962
2025-01-29,28.29488169159131
2025-01-30,28.29488169159131
2025-01-31,29.426676959254962
2025-02-01,39.61283436822784
2025-02-02,43.008220171218795
2025-02-03,29.426676959254962
2025-02-04,28.29488169159131
2025-02-05,26.031291156264007
2025-02-06,30.558472226918617
2025-02-07,32.82206276224592
2025-02-08,40.744629635891485
2025-02-09,39.61283436822784
2025-02-10,26.031291156264007
2025-02-11,27.16308642392766
2025-02-12,28.29488169159131
2025-02-13,29.426676959254962
2025-02-14,32.82206276224592
2025-02-15,40.744629635891485
2025-02-16,43.008220171218795
2025-02-17,37.349243832900534
2025-02-18,28.29488169159131
2025-02-19,28.29488169159131
2025-02-20,29.426676959254962
2025-02-21,31.69026749458227
2025-02-22,43.008220171218795
2025-02-23,46.40360597420975
2025-02-24,29.426676959254962
2025-02-25,28.29488169159131
2025-02-26,31.69026749458227
2025-02-27,35.085653297573224
2025-02-28,32.82206276224592
2025-03-01,50.93078704486436
2025-03-02,53.19437758019166
2025-03-03,36.21744856523688
2025-03-04,35.085653297573224
2025-03-05,36.21744856523688
2025-03-06,36.21744856523688
2025-03-07,39.61283436822784
2025-03-08,48.66719650953706
2025-03-09,55.45796811551897
2025-03-10,39.61283436822784
2025-03-11,38.48103910056418
2025-03-12,39.61283436822784
2025-03-13,43.008220171218795
2025-03-14,45.2718107065461
2025-03-15,55.45796811551897
2025-03-16,59.98514918617358
2025-03-17,40.744629635891485
2025-03-18,41.87642490355514
2025-03-19,41.87642490355514
2025-03-20,41.87642490355514
2025-03-21,44.14001543888244
2025-03-22,56.58976338318262
2025-03-23,62.24873972150088
2025-03-24,37.349243832900534
2025-03-25,39.61283436822784
2025-03-26,39.61283436822784
2025-03-27,40.744629635891485
2025-03-28,41.87642490355514
2025-03-29,57.721558650846276
2025-03-30,62.24873972150088
2025-03-31,41.87642490355514
2025-04-01,40.744629635891485
2025-04-02,36.21744856523688
2025-04-03,41.87642490355514
2025-04-04,40.744629635891485
2025-04-05,58.853353918509924
2025-04-06,62.24873972150088
2025-04-07,40.744629635891485
2025-04-08,39.61283436822784
2025-04-09,40.744629635891485
2025-04-10,40.744629635891485
2025-04-11,44.14001543888244
2025-04-12,56.58976338318262
2025-04-13,59.98514918617358
2025-04-14,41.87642490355514
2025-04-15,40.44281756451451
2025-04-16,41.96445342437343
2025-04-17,48.70492301845918
2025-04-18,54.967523499531396
2025-04-19,65.79503156018033
2025-04-20,63.22962895347605
2025-04-21,46.1395204117549
2025-04-22,47.661156271613805
2025-04-23,47.661156271613805
2025-04-24,46.61738952476844
2025-04-25,48.70492301845918
2025-04-26,61.14209545978532
2025-04-27,65.3171624471668
2025-04-28,51.27032562516346
2025-04-29,48.227053905445636
2025-04-30,43.008220171218795
2025-05-01,48.227053905445636
2025-05-02,49.74868976530455
2025-05-03,64.75126481333496
2025-05-04,74.62303464795681
2025-05-05,45.57362277792308
2025-05-06,48.70492301845918
2025-05-07,50.79245651214991
2025-05-08,49.74868976530455
2025-05-09,49.74868976530455
2025-05-10,65.79503156018033
2025-05-11,65.79503156018033
2025-05-12,48.227053905445636
2025-05-13,44.05198691806416
2025-05-14,45.09575366490953
2025-05-15,46.831173075327136
2025-05-16,48.7426495273813
2025-05-17,63.078722917787566
2025-05-18,66.9016758218959
2025-05-19,45.87543484930005
2025-05-20,43.96395839724588
2025-05-21,42.052481945191715
2025-05-22,44.91969662327296
2025-05-23,47.786911301354216
2025-05-24,57.344293561625065
2025-05-25,63.078722917787566
2025-05-26,66.9016758218959
2025-05-27,42.052481945191715
2025-05-28,42.052481945191715
2025-05-29,43.008220171218795
2025-05-30,45.87543484930005
2025-05-31,55.43281710957089
2025-06-01,60.21150823970631
2025-06-02,43.008220171218795
2025-06-03,43.008220171218795
2025-06-04,43.008220171218795
2025-06-05,43.96395839724588
2025-06-06,43.96395839724588
2025-06-07,51.60986420546256
2025-06-08,57.344293561625065
2025-06-09,42.052481945191715
2025-06-10,41.09674371916463
2025-06-11,40.14100549313754
2025-06-12,41.09674371916463
2025-06-13,42.052481945191715
2025-06-14,47.786911301354216
2025-06-15,49.69838775340838
2025-06-16,39.18526726711046
2025-06-17,40.14100549313754
2025-06-18,39.18526726711046
2025-06-19,49.69838775340838
2025-06-20,42.052481945191715
2025-06-21,48.7426495273813
2025-06-22,48.7426495273813
2025-06-23,37.27379081505629
2025-06-24,37.27379081505629
2025-06-25,34.40657613697503
2025-06-26,43.008220171218795
2025-06-27,44.91969662327296
2025-06-28,51.60986420546256
2025-06-29,55.43281710957089
2025-06-30,39.18526726711046
2025-07-01,36.31805258902921
2025-07-02,40.14100549313754
2025-07-03,41.09674371916463
2025-07-04,44.91969662327296
2025-07-05,44.91969662327296
2025-07-06,53.521340657516724
2025-07-07,38.229529041083374
2025-07-08,38.229529041083374
2025-07-09,39.18526726711046
2025-07-10,42.052481945191715
2025-07-11,43.96395839724588
2025-07-12,51.60986420546256
2025-07-13,49.69838775340838
2025-07-14,41.09674371916463
2025-07-15,40.14100549313754
2025-07-16,39.18526726711046
2025-07-17,40.14100549313754
2025-07-18,42.052481945191715
2025-07-19,48.7426495273813
2025-07-20,55.43281710957089
2025-07-21,39.18526726711046
2025-07-22,39.18526726711046
2025-07-23,38.229529041083374
2025-07-24,39.18526726711046
2025-07-25,42.052481945191715
2025-07-26,46.831173075327136
2025-07-27,52.56560243148964
2025-07-28,41.09674371916463
2025-07-29,37.27379081505629
2025-07-30,38.229529041083374
2025-07-31,43.008220171218795
2025-08-01,42.052481945191715
2025-08-02,54.47707888354381
2025-08-03,58.300031787652145
2025-08-04,41.09674371916463
2025-08-05,43.008220171218795
2025-08-06,42.052481945191715
2025-08-07,46.831173075327136
2025-08-08,47.786911301354216
2025-08-09,61.1672464657334
2025-08-10,64.03446114381465
2025-08-11,44.91969662327296
2025-08-12,41.09674371916463
2025-08-13,43.008220171218795
2025-08-14,43.96395839724588
2025-08-15,43.96395839724588
2025-08-16,54.47707888354381
2025-08-17,56.38855533559798
2025-08-18,41.09674371916463
2025-08-19,43.008220171218795
2025-08-20,39.18526726711046
2025-08-21,43.008220171218795
2025-08-22,43.008220171218795
2025-08-23,51.60986420546256
2025-08-24,62.122984691760486
2025-08-25,40.14100549313754
2025-08-26,38.229529041083374
2025-08-27,38.229529041083374
2025-08-28,34.40657613697503
2025-08-29,39.18526726711046
2025-08-30,49.69838775340838
2025-08-31,57.344293561625065
2025-09-01,62.122984691760486
2025-09-02,39.18526726711046
2025-09-03,39.18526726711046
2025-09-04,36.31805258902921
2025-09-05,40.14100549313754
2025-09-06,50.65412597943547
2025-09-07,54.47707888354381
2025-09-08,37.27379081505629
2025-09-09,39.18526726711046
2025-09-10,33.45083791094795
2025-09-11,35.36231436300212
2025-09-12,37.27379081505629
2025-09-13,47.786911301354216
2025-09-14,49.69838775340838
2025-09-15,36.31805258902921
2025-09-16,38.229529041083374
2025-09-17,35.36231436300212
2025-09-18,36.31805258902921
2025-09-19,38.229529041083374
2025-09-20,51.60986420546256
2025-09-21,47.786911301354216
2025-09-22,38.229529041083374
2025-09-23,38.229529041083374
2025-09-24,36.31805258902921
2025-09-25,39.18526726711046
2025-09-26,42.052481945191715
2025-09-27,57.344293561625065
2025-09-28,50.65412597943547
2025-09-29,38.229529041083374
2025-09-30,34.40657613697503
2025-10-01,36.31805258902921
2025-10-02,42.052481945191715
2025-10-03,42.052481945191715
2025-10-04,50.65412597943547
2025-10-05,52.56560243148964
2025-10-06,37.27379081505629
2025-10-07,36.31805258902921
2025-10-08,38.229529041083374
2025-10-09,43.96395839724588
2025-10-10,42.052481945191715
2025-10-11,54.47707888354381
2025-10-12,55.43281710957089
2025-10-13,48.7426495273813
2025-10-14,40.14100549313754
2025-10-15,43.008220171218795
2025-10-16,43.008220171218795
2025-10-17,44.91969662327296
2025-10-18,55.43281710957089
2025-10-19,63.078722917787566
2025-10-20,43.96395839724588
2025-10-21,41.09674371916463
2025-10-22,42.052481945191715
2025-10-23,43.96395839724588
2025-10-24,44.91969662327296
2025-10-25,58.300031787652145
2025-10-26,60.21150823970631
2025-10-27,41.09674371916463
2025-10-28,42.052481945191715
2025-10-29,41.09674371916463
2025-10-30,43.008220171218795
2025-10-31,40.14100549313754
2025-11-01,51.60986420546256
2025-11-02,53.521340657516724
2025-11-03,38.229529041083374
2025-11-04,34.40657613697503
2025-11-05,37.27379081505629
2025-11-06,39.18526726711046
2025-11-07,40.14100549313754
2025-11-08,54.47707888354381
2025-11-09,57.344293561625065
2025-11-10,42.052481945191715
2025-11-11,48.7426495273813
2025-11-12,40.14100549313754
2025-11-13,41.09674371916463
2025-11-14,41.09674371916463
2025-11-15,55.43281710957089
2025-11-16,56.38855533559798
2025-11-17,40.14100549313754
2025-11-18,39.18526726711046
2025-11-19,40.14100549313754
2025-11-20,40.14100549313754
2025-11-21,46.831173075327136
2025-11-22,60.21150823970631
2025-11-23,62.122984691760486
2025-11-24,49.69838775340838
2025-11-25,48.7426495273813
2025-11-26,51.60986420546256
2025-11-27,46.831173075327136
2025-11-28,95.57382260270843
2025-11-29,94.61808437668135
2025-11-30,72.63610517805841
2025-12-01,65.94593759586883
2025-12-02,61.1672464657334
2025-12-03,45.87543484930005
2025-12-04,45.87543484930005
2025-12-05,48.7426495273813
2025-12-06,60.21150823970631
2025-12-07,60.21150823970631
2025-12-08,47.786911301354216
2025-12-09,48.7426495273813
2025-12-10,44.91969662327296
2025-12-11,47.40550415178326
2025-12-12,48.50211138324697
2025-12-13,59.80518380546093
2025-12-14,59.01794563322231
2025-12-15,48.50211138324697
2025-12-16,45.0437896350674
2025-12-17,44.734420575842314
2025-12-18,42.06333699990137
2025-12-19,46.92763503876972
2025-12-20,58.23070746098369
2025-12-21,57.13410022951999
2025-12-22,52.269802190651625
2025-12-23,55.250254825817656
2025-12-24,51.482564018413
2025-12-25,29.663657346223694
2025-12-26,54.46301665357903
2025-12-27,53.366409422115325
2025-12-28,53.366409422115325
2025-12-29,45.0437896350674
2025-12-30,45.0437896350674
2025-12-31,48.50211138324697
2026-01-01,40.179491596199036
2026-01-02,40.96672976843766
2026-01-03,43.15994423136507
2026-01-04,42.06333699990137
2026-01-05,29.663657346223694
2026-01-06,31.547502749926025
2026-01-07,29.663657346223694
2026-01-08,27.77981194252137
2026-01-09,30.7602645776874
2026-01-10,41.45545393616086
2026-01-11,40.83671581771069
2026-01-12,27.84321533025729
2026-01-13,25.368262856456642
2026-01-14,27.22447721180713
2026-01-15,25.368262856456642
2026-01-16,29.080691567157615
2026-01-17,39.59923958081037
2026-01-18,38.36176334391005
2026-01-19,36.50554898855956
2026-01-20,25.987000974906806
2026-01-21,25.987000974906806
2026-01-22,28.461953448707455
2026-01-23,31.555644040958263
2026-01-24,33.41185839630875
2026-01-25,29.699429685607775
2026-01-26,27.84321533025729
2026-01-27,27.22447721180713
2026-01-28,27.22447721180713
2026-01-29,27.22447721180713
2026-01-30,29.699429685607775
2026-01-31,37.74302522545988
2026-02-01,42.07419205461102
2026-02-02,26.605739093356966
2026-02-03,25.987000974906806
2026-02-04,24.749524738006482
2026-02-05,26.605739093356966
2026-02-06,28.461953448707455
2026-02-07,38.98050146236021
2026-02-08,31.555644040958263
2026-02-09,21.65583414575567
2026-02-10,25.987000974906806
2026-02-11,29.080691567157615
2026-02-12,28.461953448707455
2026-02-13,29.080691567157615
2026-02-14,38.36176334391005
2026-02-15,38.36176334391005
2026-02-16,31.555644040958263
2026-02-17,25.987000974906806
2026-02-18,24.130786619556318
2026-02-19,29.080691567157615
2026-02-20,27.84321533025729
2026-02-21,42.69293017306118
2026-02-22,40.21797769926053
2026-02-23,27.22447721180713
2026-02-24,29.080691567157615
2026-02-25,27.22447721180713
2026-02-26,32.174382159408424
2026-02-27,34.03059651475891
2026-02-28,47.642835120662475
2026-03-01,53.83021630516409
2026-03-02,30.31816780405794
2026-03-03,32.174382159408424
2026-03-04,34.64933463320907
2026-03-05,35.26807275165923
2026-03-06,37.74302522545988
2026-03-07,52.59274006826377
2026-03-08,51.97400194981361
2026-03-09,37.74302522545988
2026-03-10,36.50554898855956
2026-03-11,36.50554898855956
2026-03-12,38.98050146236021
2026-03-13,38.98050146236021
2026-03-14,55.68643066051458
2026-03-15,50.736525712913284
2026-03-16,35.26807275165923
2026-03-17,35.26807275165923
2026-03-18,38.98050146236021
2026-03-19,38.98050146236021
2026-03-20,44.54914452841167
2026-03-21,57.54264501586507
2026-03-22,60.01759748966572
2026-03-23,38.98050146236021
2026-03-24,38.98050146236021
2026-03-25,40.21797769926053
2026-03-26,42.07419205461102
2026-03-27,40.83671581771069
2026-03-28,56.30516877896474
2026-03-29,57.54264501586507
2026-03-30,38.98050146236021
2026-03-31,40.21797769926053
2026-04-01,42.69293017306118
2026-04-02,41.45545393616086
2026-04-03,48.8803113575628
2026-04-04,61.25507372656604
2026-04-05,55.68643066051458
2026-04-06,45.16788264686183
2026-04-07,38.36176334391005
2026-04-08,38.98050146236021
2026-04-09,41.45545393616086
2026-04-10,46.405358883762155
2026-04-11,57.54264501586507
2026-04-12,56.92390689741491
2026-04-13,39.59923958081037
2026-04-14,38.98050146236021
2026-04-15,39.59923958081037
2026-04-16,40.83671581771069
2026-04-17,47.024097002212315
2026-04-18,57.54264501586507
2026-04-19,56.92390689741491
2026-04-20,38.98050146236021
2026-04-21,42.69293017306118
2026-04-22,38.98050146236021
2026-04-23,39.59923958081037
2026-04-24,42.69293017306118
2026-04-25,51.97400194981361
2026-04-26,56.30516877896474
2026-04-27,39.59923958081037
2026-04-28,38.98050146236021
2026-04-29,43.31166829151134
2026-04-30,45.16788264686183
2026-05-01,44.54914452841167
2026-05-02,55.68643066051458
2026-05-03,60.63633560811588
2026-05-04,41.45545393616086
2026-05-05,42.07419205461102
2026-05-06,40.83671581771069
2026-05-07,42.07419205461102
2026-05-08,46.405358883762155
2026-05-09,56.92390689741491
2026-05-10,56.92390689741491
2026-05-11,42.07419205461102
2026-05-12,43.31166829151134
2026-05-13,42.69293017306118
2026-05-14,47.642835120662475
2026-05-15,43.930406409961506
2026-05-16,57.54264501586507
2026-05-17,61.8738118450162
2026-05-18,45.78662076531199
2026-05-19,42.07419205461102
2026-05-20,40.83671581771069
2026-05-21,43.31166829151134
2026-05-22,45.16788264686183
2026-05-23,54.44895442361426
2026-05-24,58.78012125276539
2026-05-25,60.63633560811588
2026-05-26,42.07419205461102
2026-05-27,40.21797769926053
2026-05-28,43.930406409961506
2026-05-29,46.405358883762155
2026-05-30,55.06769254206442
2026-05-31,59.39885937121555
