Time,wells_fargo
2022-08-24,63.0
2022-08-25,63.0
2022-08-26,71.0
2022-08-27,57.0
2022-08-28,40.0
2022-08-29,65.0
2022-08-30,65.0
2022-08-31,67.23417721518987
2022-09-01,76.75949367088609
2022-09-02,82.13924050632912
2022-09-03,62.765822784810126
2022-09-04,39.74683544303798
2022-09-05,45.62658227848101
2022-09-06,69.05696202531647
2022-09-07,68.14556962025317
2022-09-08,60.03164556962025
2022-09-09,69.96835443037975
2022-09-10,60.03164556962025
2022-09-11,37.01265822784811
2022-09-12,63.67721518987342
2022-09-13,60.94303797468355
2022-09-14,62.765822784810126
2022-09-15,69.05696202531647
2022-09-16,73.11392405063292
2022-09-17,56.88607594936709
2022-09-18,40.15822784810126
2022-09-19,62.765822784810126
2022-09-20,64.08860759493672
2022-09-21,60.94303797468355
2022-09-22,63.17721518987342
2022-09-23,66.82278481012659
2022-09-24,56.88607594936709
2022-09-25,36.10126582278481
2022-09-26,61.35443037974684
2022-09-27,60.94303797468355
2022-09-28,60.88607594936709
2022-09-29,60.88607594936709
2022-09-30,75.69620253164557
2022-10-01,68.29113924050634
2022-10-02,42.78481012658228
2022-10-03,71.58227848101266
2022-10-04,69.11392405063292
2022-10-05,65.82278481012659
2022-10-06,67.46835443037975
2022-10-07,73.22784810126583
2022-10-08,60.06329113924051
2022-10-09,38.67088607594937
2022-10-10,71.58227848101266
2022-10-11,66.64556962025317
2022-10-12,68.29113924050634
2022-10-13,65.0
2022-10-14,69.9367088607595
2022-10-15,59.24050632911393
2022-10-16,38.67088607594937
2022-10-17,64.17721518987342
2022-10-18,60.88607594936709
2022-10-19,62.53164556962026
2022-10-20,63.35443037974684
2022-10-21,69.11392405063292
2022-10-22,55.12658227848102
2022-10-23,37.848101265822784
2022-10-24,58.41772151898734
2022-10-25,60.06329113924051
2022-10-26,63.35443037974684
2022-10-27,62.53164556962026
2022-10-28,66.64556962025317
2022-10-29,59.24050632911393
2022-10-30,36.20253164556962
2022-10-31,65.0
2022-11-01,73.22784810126583
2022-11-02,68.29113924050634
2022-11-03,66.64556962025317
2022-11-04,71.58227848101266
2022-11-05,57.594936708860764
2022-11-06,37.025316455696206
2022-11-07,65.82278481012659
2022-11-08,59.24050632911393
2022-11-09,56.77215189873418
2022-11-10,63.35443037974684
2022-11-11,66.64556962025317
2022-11-12,59.24050632911393
2022-11-13,39.493670886075954
2022-11-14,62.53164556962026
2022-11-15,67.46835443037975
2022-11-16,60.88607594936709
2022-11-17,60.88607594936709
2022-11-18,69.11392405063292
2022-11-19,56.77215189873418
2022-11-20,36.20253164556962
2022-11-21,57.594936708860764
2022-11-22,61.708860759493675
2022-11-23,66.64556962025317
2022-11-24,35.37974683544304
2022-11-25,60.06329113924051
2022-11-26,47.721518987341774
2022-11-27,36.20253164556962
2022-11-28,56.77215189873418
2022-11-29,59.24050632911393
2022-11-30,63.35443037974684
2022-12-01,72.40506329113924
2022-12-02,71.58227848101266
2022-12-03,62.53164556962026
2022-12-04,39.493670886075954
2022-12-05,62.53164556962026
2022-12-06,61.708860759493675
2022-12-07,60.88607594936709
2022-12-08,60.06329113924051
2022-12-09,65.82278481012659
2022-12-10,56.77215189873418
2022-12-11,37.848101265822784
2022-12-12,60.88607594936709
2022-12-13,60.88607594936709
2022-12-14,60.06329113924051
2022-12-15,63.35443037974684
2022-12-16,71.58227848101266
2022-12-17,57.594936708860764
2022-12-18,38.67088607594937
2022-12-19,62.53164556962026
2022-12-20,72.40506329113924
2022-12-21,74.87341772151899
2022-12-22,69.11392405063292
2022-12-23,69.11392405063292
2022-12-24,52.65822784810127
2022-12-25,27.9746835443038
2022-12-26,58.41772151898734
2022-12-27,67.46835443037975
2022-12-28,72.40506329113924
2022-12-29,65.82278481012659
2022-12-30,76.51898734177216
2022-12-31,58.41772151898734
2023-01-01,37.848101265822784
2023-01-02,68.29113924050634
2023-01-03,69.9367088607595
2023-01-04,69.9367088607595
2023-01-05,67.46835443037975
2023-01-06,74.87341772151899
2023-01-07,60.88607594936709
2023-01-08,41.9620253164557
2023-01-09,61.708860759493675
2023-01-10,66.64556962025317
2023-01-11,64.17721518987342
2023-01-12,63.35443037974684
2023-01-13,65.82278481012659
2023-01-14,55.9493670886076
2023-01-15,38.67088607594937
2023-01-16,55.12658227848102
2023-01-17,67.46835443037975
2023-01-18,63.35443037974684
2023-01-19,63.35443037974684
2023-01-20,65.82278481012659
2023-01-21,58.41772151898734
2023-01-22,37.848101265822784
2023-01-23,60.88607594936709
2023-01-24,60.88607594936709
2023-01-25,59.24050632911393
2023-01-26,60.06329113924051
2023-01-27,64.17721518987342
2023-01-28,58.41772151898734
2023-01-29,37.848101265822784
2023-01-30,60.06329113924051
2023-01-31,67.46835443037975
2023-02-01,73.22784810126583
2023-02-02,69.9367088607595
2023-02-03,72.40506329113924
2023-02-04,61.708860759493675
2023-02-05,41.139240506329116
2023-02-06,62.53164556962026
2023-02-07,63.35443037974684
2023-02-08,60.06329113924051
2023-02-09,64.17721518987342
2023-02-10,66.64556962025317
2023-02-11,60.06329113924051
2023-02-12,37.848101265822784
2023-02-13,59.24050632911393
2023-02-14,61.708860759493675
2023-02-15,65.0
2023-02-16,65.0
2023-02-17,68.29113924050634
2023-02-18,59.24050632911393
2023-02-19,41.139240506329116
2023-02-20,53.481012658227854
2023-02-21,64.17721518987342
2023-02-22,63.35443037974684
2023-02-23,64.17721518987342
2023-02-24,69.9367088607595
2023-02-25,60.88607594936709
2023-02-26,41.9620253164557
2023-02-27,65.0
2023-02-28,68.29113924050634
2023-03-01,75.69620253164557
2023-03-02,71.58227848101266
2023-03-03,69.9367088607595
2023-03-04,63.35443037974684
2023-03-05,41.9620253164557
2023-03-06,61.708860759493675
2023-03-07,62.53164556962026
2023-03-08,63.35443037974684
2023-03-09,64.17721518987342
2023-03-10,80.63291139240506
2023-03-11,80.63291139240506
2023-03-12,52.65822784810127
2023-03-13,72.40506329113924
2023-03-14,72.40506329113924
2023-03-15,73.22784810126583
2023-03-16,69.11392405063292
2023-03-17,71.58227848101266
2023-03-18,57.594936708860764
2023-03-19,41.139240506329116
2023-03-20,61.708860759493675
2023-03-21,62.53164556962026
2023-03-22,64.17721518987342
2023-03-23,61.708860759493675
2023-03-24,62.53164556962026
2023-03-25,55.9493670886076
2023-03-26,39.493670886075954
2023-03-27,60.88607594936709
2023-03-28,60.88607594936709
2023-03-29,60.88607594936709
2023-03-30,62.53164556962026
2023-03-31,73.22784810126583
2023-04-01,64.17721518987342
2023-04-02,42.78481012658228
2023-04-03,69.11392405063292
2023-04-04,67.46835443037975
2023-04-05,62.53164556962026
2023-04-06,64.17721518987342
2023-04-07,69.9367088607595
2023-04-08,55.9493670886076
2023-04-09,35.37974683544304
2023-04-10,67.46835443037975
2023-04-11,65.0
2023-04-12,63.35443037974684
2023-04-13,65.82278481012659
2023-04-14,72.40506329113924
2023-04-15,61.708860759493675
2023-04-16,41.9620253164557
2023-04-17,65.0
2023-04-18,64.17721518987342
2023-04-19,61.708860759493675
2023-04-20,63.35443037974684
2023-04-21,61.708860759493675
2023-04-22,53.481012658227854
2023-04-23,36.20253164556962
2023-04-24,56.77215189873418
2023-04-25,57.594936708860764
2023-04-26,60.00152273103173
2023-04-27,60.79228066978378
2023-04-28,64.33467795848071
2023-04-29,56.83849097602355
2023-04-30,40.643966667293924
2023-05-01,74.20313875719398
2023-05-02,72.24225734600114
2023-05-03,71.4514994072491
2023-05-04,75.40528910100932
2023-05-05,74.61453116225728
2023-05-06,68.28846765224093
2023-05-07,57.6292489147756
2023-05-08,64.33467795848071
2023-05-09,59.21076479227969
2023-05-10,59.21076479227969
2023-05-11,58.42000685352764
2023-05-12,65.91619383598479
2023-05-13,52.50533574857458
2023-05-14,36.31081143984495
2023-05-15,60.79228066978378
2023-05-16,62.75316208097662
2023-05-17,61.583038608535816
2023-05-18,63.164554486039904
2023-05-19,62.37379654728787
2023-05-20,54.466217159767425
2023-05-21,37.10156937859699
2023-05-22,58.42000685352764
2023-05-23,61.583038608535816
2023-05-24,58.42000685352764
2023-05-25,65.53682830229604
2023-05-26,64.49214072708799
2023-05-27,54.62863685118041
2023-05-28,37.177822301497784
2023-05-29,42.48893977314032
2023-05-30,66.00960286184299
2023-05-31,73.59691353561806
2023-06-01,75.87310673775058
2023-06-02,72.83818246824055
2023-06-03,60.69848539020046
2023-06-04,37.93655336887529
2023-06-05,64.49214072708799
2023-06-06,65.2508717944655
2023-06-07,62.21594752495547
2023-06-08,64.49214072708799
2023-06-09,68.28579606397551
2023-06-10,54.62863685118041
2023-06-11,34.901629099365266
2023-06-12,61.457216457577964
2023-06-13,59.93975432282295
2023-06-14,62.97467859233298
2023-06-15,66.7683339292205
2023-06-16,66.00960286184299
2023-06-17,53.869905783802906
2023-06-18,36.41909123412027
2023-06-19,59.93975432282295
2023-06-20,65.2508717944655
2023-06-21,66.00960286184299
2023-06-22,62.97467859233298
2023-06-23,67.52706499659801
2023-06-24,51.59371258167039
2023-06-25,37.177822301497784
2023-06-26,61.457216457577964
2023-06-27,66.00960286184299
2023-06-28,64.49214072708799
2023-06-29,66.00960286184299
2023-06-30,72.83818246824055
2023-07-01,65.2508717944655
2023-07-02,44.76513297527284
2023-07-03,75.87310673775058
2023-07-04,46.28259511002785
2023-07-05,69.80325819873053
2023-07-06,71.32072033348554
2023-07-07,69.04452713135302
2023-07-08,57.66356112069044
2023-07-09,39.454015503630295
2023-07-10,62.21594752495547
2023-07-11,62.21594752495547
2023-07-12,62.21594752495547
2023-07-13,64.49214072708799
2023-07-14,67.52706499659801
2023-07-15,54.62863685118041
2023-07-16,37.177822301497784
2023-07-17,61.457216457577964
2023-07-18,62.21594752495547
2023-07-19,62.97467859233298
2023-07-20,60.69848539020046
2023-07-21,62.97467859233298
2023-07-22,50.07625044691538
2023-07-23,37.177822301497784
2023-07-24,59.93975432282295
2023-07-25,60.69848539020046
2023-07-26,58.42229218806794
2023-07-27,63.73340965971048
2023-07-28,69.04452713135302
2023-07-29,56.90483005331293
2023-07-30,37.93655336887529
2023-07-31,68.28579606397551
2023-08-01,75.87310673775058
2023-08-02,66.7683339292205
2023-08-03,69.04452713135302
2023-08-04,70.56198926610803
2023-08-05,59.93975432282295
2023-08-06,40.97147763838531
2023-08-07,59.93975432282295
2023-08-08,61.457216457577964
2023-08-09,58.42229218806794
2023-08-10,64.49214072708799
2023-08-11,66.00960286184299
2023-08-12,53.1111747164254
2023-08-13,38.69528443625279
2023-08-14,60.69848539020046
2023-08-15,66.00960286184299
2023-08-16,68.28579606397551
2023-08-17,60.69848539020046
2023-08-18,59.93975432282295
2023-08-19,53.1111747164254
2023-08-20,35.66036016674277
2023-08-21,57.66356112069044
2023-08-22,59.93975432282295
2023-08-23,60.69848539020046
2023-08-24,59.93975432282295
2023-08-25,62.97467859233298
2023-08-26,53.1111747164254
2023-08-27,37.177822301497784
2023-08-28,56.146098985935424
2023-08-29,58.42229218806794
2023-08-30,60.69848539020046
2023-08-31,66.00960286184299
2023-09-01,71.32072033348554
2023-09-02,56.90483005331293
2023-09-03,37.177822301497784
2023-09-04,42.48893977314032
2023-09-05,67.52706499659801
2023-09-06,63.73340965971048
2023-09-07,62.21594752495547
2023-09-08,58.42229218806794
2023-09-09,53.1111747164254
2023-09-10,33.38416696461025
2023-09-11,58.42229218806794
2023-09-12,56.146098985935424
2023-09-13,55.38736791855792
2023-09-14,60.69848539020046
2023-09-15,62.97467859233298
2023-09-16,52.35244364904789
2023-09-17,36.41909123412027
2023-09-18,56.146098985935424
2023-09-19,56.90483005331293
2023-09-20,55.38736791855792
2023-09-21,56.90483005331293
2023-09-22,56.146098985935424
2023-09-23,49.31751937953787
2023-09-24,34.901629099365266
2023-09-25,53.869905783802906
2023-09-26,52.35244364904789
2023-09-27,56.90483005331293
2023-09-28,59.181023255445446
2023-09-29,65.2508717944655
2023-09-30,55.38736791855792
2023-10-01,41.73020870576281
2023-10-02,66.00960286184299
2023-10-03,64.49214072708799
2023-10-04,59.181023255445446
2023-10-05,58.42229218806794
2023-10-06,61.457216457577964
2023-10-07,51.59371258167039
2023-10-08,36.41909123412027
2023-10-09,57.66356112069044
2023-10-10,61.457216457577964
2023-10-11,60.69848539020046
2023-10-12,62.21594752495547
2023-10-13,61.457216457577964
2023-10-14,48.55878831216037
2023-10-15,36.41909123412027
2023-10-16,56.146098985935424
2023-10-17,54.62863685118041
2023-10-18,55.38736791855792
2023-10-19,55.38736791855792
2023-10-20,56.146098985935424
2023-10-21,49.31751937953787
2023-10-22,34.901629099365266
2023-10-23,52.35244364904789
2023-10-24,52.35244364904789
2023-10-25,56.146098985935424
2023-10-26,54.62863685118041
2023-10-27,57.66356112069044
2023-10-28,47.80005724478286
2023-10-29,31.86670482985524
2023-10-30,55.38736791855792
2023-10-31,57.66356112069044
2023-11-01,67.52706499659801
2023-11-02,62.97467859233298
2023-11-03,65.2508717944655
2023-11-04,53.1111747164254
2023-11-05,34.901629099365266
2023-11-06,53.1111747164254
2023-11-07,55.38736791855792
2023-11-08,56.146098985935424
2023-11-09,56.146098985935424
2023-11-10,67.52706499659801
2023-11-11,50.07625044691538
2023-11-12,32.62543589723275
2023-11-13,52.35244364904789
2023-11-14,55.38736791855792
2023-11-15,58.42229218806794
2023-11-16,57.66356112069044
2023-11-17,56.90483005331293
2023-11-18,49.31751937953787
2023-11-19,32.62543589723275
2023-11-20,52.35244364904789
2023-11-21,54.62863685118041
2023-11-22,58.42229218806794
2023-11-23,31.86670482985524
2023-11-24,50.834981514292885
2023-11-25,45.523864042650345
2023-11-26,33.38416696461025
2023-11-27,54.62863685118041
2023-11-28,56.90483005331293
2023-11-29,58.42229218806794
2023-11-30,56.90483005331293
2023-12-01,67.52706499659801
2023-12-02,56.90483005331293
2023-12-03,34.901629099365266
2023-12-04,57.66356112069044
2023-12-05,58.42229218806794
2023-12-06,58.42229218806794
2023-12-07,59.181023255445446
2023-12-08,56.90483005331293
2023-12-09,52.35244364904789
2023-12-10,34.142898031987755
2023-12-11,56.146098985935424
2023-12-12,54.62863685118041
2023-12-13,55.38736791855792
2023-12-14,59.181023255445446
2023-12-15,59.93975432282295
2023-12-16,54.62863685118041
2023-12-17,35.66036016674277
2023-12-18,52.35244364904789
2023-12-19,57.66356112069044
2023-12-20,59.93975432282295
2023-12-21,59.181023255445446
2023-12-22,61.56027523625801
2023-12-23,53.70090556871523
2023-12-24,31.139225148750683
2023-12-25,24.716205603694615
2023-12-26,54.03971509626983
2023-12-27,58.348765463729976
2023-12-28,63.71480041998808
2023-12-29,67.64448525375948
2023-12-30,52.98273050747187
2023-12-31,37.22343516625215
2024-01-01,37.9416102274955
2024-01-02,65.1511505424748
2024-01-03,65.86932560371815
2024-01-04,62.99662535874472
2024-01-05,60.84210017501465
2024-01-06,50.8282053237418
2024-01-07,32.19620973754864
2024-01-08,49.391855201255076
2024-01-09,50.8282053237418
2024-01-10,53.70090556871523
2024-01-11,52.98273050747187
2024-01-12,56.91241534124326
2024-01-13,46.8985204899704
2024-01-14,31.85740020999404
2024-01-15,44.74399530624033
2024-01-16,52.264555446228506
2024-01-17,56.91241534124326
2024-01-18,54.03971509626983
2024-01-19,56.1942402799999
2024-01-20,48.673680140011726
2024-01-21,33.20333370035126
2024-01-22,51.499048188299916
2024-01-23,49.46619102297228
2024-01-24,54.209524408736755
2024-01-25,52.85428629851833
2024-01-26,51.499048188299916
2024-01-27,46.07809574742624
2024-01-28,29.137619369696004
2024-01-29,50.821429133190705
2024-01-30,55.56476251895517
2024-01-31,53.53190535362754
2024-02-01,57.5976196842828
2024-02-02,60.308095904719636
2024-02-03,50.821429133190705
2024-02-04,34.55857181056968
2024-02-05,50.821429133190705
2024-02-06,51.499048188299916
2024-02-07,50.821429133190705
2024-02-08,50.14381007808149
2024-02-09,54.88714346384596
2024-02-10,48.110952912753866
2024-02-11,29.815238424805212
2024-02-12,45.40047669231703
2024-02-13,49.46619102297228
2024-02-14,50.821429133190705
2024-02-15,54.88714346384596
2024-02-16,56.920000629173586
2024-02-17,52.17666724340912
2024-02-18,35.236190865678886
2024-02-19,46.75571480253545
2024-02-20,52.17666724340912
2024-02-21,54.88714346384596
2024-02-22,59.630476849610424
2024-02-23,53.53190535362754
2024-02-24,48.110952912753866
2024-02-25,36.59142897589731
2024-02-26,50.821429133190705
2024-02-27,52.85428629851833
2024-02-28,52.17666724340912
2024-02-29,56.24238157406438
2024-03-01,63.018572125156474
2024-03-02,52.85428629851833
2024-03-03,35.236190865678886
2024-03-04,55.56476251895517
2024-03-05,54.209524408736755
2024-03-06,50.821429133190705
2024-03-07,52.17666724340912
2024-03-08,52.17666724340912
2024-03-09,47.433333857644655
2024-03-10,31.17047653502363
2024-03-11,48.78857196786308
2024-03-12,53.53190535362754
2024-03-13,50.821429133190705
2024-03-14,52.17666724340912
2024-03-15,52.85428629851833
2024-03-16,46.07809574742624
2024-03-17,31.17047653502363
2024-03-18,50.821429133190705
2024-03-19,50.821429133190705
2024-03-20,52.85428629851833
2024-03-21,49.46619102297228
2024-03-22,52.17666724340912
2024-03-23,46.75571480253545
2024-03-24,31.17047653502363
2024-03-25,50.821429133190705
2024-03-26,48.78857196786308
2024-03-27,50.821429133190705
2024-03-28,53.53190535362754
2024-03-29,59.630476849610424
2024-03-30,48.110952912753866
2024-03-31,28.460000314586793
2024-04-01,60.308095904719636
2024-04-02,56.24238157406438
2024-04-03,53.53190535362754
2024-04-04,52.17666724340912
2024-04-05,54.209524408736755
2024-04-06,42.69000047188019
2024-04-07,29.137619369696004
2024-04-08,46.75571480253545
2024-04-09,49.46619102297228
2024-04-10,52.85428629851833
2024-04-11,50.821429133190705
2024-04-12,56.24238157406438
2024-04-13,46.07809574742624
2024-04-14,33.88095275546047
2024-04-15,56.920000629173586
2024-04-16,50.14381007808149
2024-04-17,48.78857196786308
2024-04-18,49.46619102297228
2024-04-19,50.821429133190705
2024-04-20,42.69000047188019
2024-04-21,26.427143149259166
2024-04-22,44.04523858209861
2024-04-23,46.75571480253545
2024-04-24,45.40047669231703
2024-04-25,49.46619102297228
2024-04-26,49.46619102297228
2024-04-27,41.334762361661774
2024-04-28,31.17047653502363
2024-04-29,49.46619102297228
2024-04-30,52.17666724340912
2024-05-01,54.88714346384596
2024-05-02,54.88714346384596
2024-05-03,55.56476251895517
2024-05-04,44.72285763720782
2024-05-05,30.492857479914424
2024-05-06,51.499048188299916
2024-05-07,46.07809574742624
2024-05-08,52.85428629851833
2024-05-09,60.98571495982885
2024-05-10,64.37381023537489
2024-05-11,59.630476849610424
2024-05-12,62.34095307004726
2024-05-13,54.209524408736755
2024-05-14,50.14381007808149
2024-05-15,48.110952912753866
2024-05-16,48.78857196786308
2024-05-17,50.14381007808149
2024-05-18,42.012381416770985
2024-05-19,27.782381259477585
2024-05-20,48.110952912753866
2024-05-21,48.110952912753866
2024-05-22,48.110952912753866
2024-05-23,46.75571480253545
2024-05-24,51.499048188299916
2024-05-25,41.334762361661774
2024-05-26,30.492857479914424
2024-05-27,29.137619369696004
2024-05-28,48.78857196786308
2024-05-29,53.53190535362754
2024-05-30,53.53190535362754
2024-05-31,58.27523873939201
2024-06-01,48.110952912753866
2024-06-02,33.88095275546047
2024-06-03,53.53190535362754
2024-06-04,53.53190535362754
2024-06-05,52.17666724340912
2024-06-06,52.85428629851833
2024-06-07,51.499048188299916
2024-06-08,46.75571480253545
2024-06-09,29.815238424805212
2024-06-10,51.499048188299916
2024-06-11,48.78857196786308
2024-06-12,52.17666724340912
2024-06-13,55.56476251895517
2024-06-14,57.5976196842828
2024-06-15,45.40047669231703
2024-06-16,31.17047653502363
2024-06-17,58.27523873939201
2024-06-18,54.88714346384596
2024-06-19,52.85428629851833
2024-06-20,53.53190535362754
2024-06-21,55.56476251895517
2024-06-22,42.69000047188019
2024-06-23,27.782381259477585
2024-06-24,52.17666724340912
2024-06-25,50.821429133190705
2024-06-26,48.78857196786308
2024-06-27,54.209524408736755
2024-06-28,56.24238157406438
2024-06-29,46.75571480253545
2024-06-30,31.17047653502363
2024-07-01,60.98571495982885
2024-07-02,56.24238157406438
2024-07-03,58.27523873939201
2024-07-04,36.59142897589731
2024-07-05,53.53190535362754
2024-07-06,42.69000047188019
2024-07-07,28.460000314586793
2024-07-08,51.499048188299916
2024-07-09,50.821429133190705
2024-07-10,51.499048188299916
2024-07-11,52.17666724340912
2024-07-12,56.920000629173586
2024-07-13,42.012381416770985
2024-07-14,26.427143149259166
2024-07-15,50.821429133190705
2024-07-16,51.499048188299916
2024-07-17,51.499048188299916
2024-07-18,51.499048188299916
2024-07-19,54.88714346384596
2024-07-20,43.3676195269894
2024-07-21,27.104762204368377
2024-07-22,47.433333857644655
2024-07-23,47.433333857644655
2024-07-24,48.110952912753866
2024-07-25,49.46619102297228
2024-07-26,54.209524408736755
2024-07-27,41.334762361661774
2024-07-28,28.460000314586793
2024-07-29,50.14381007808149
2024-07-30,51.499048188299916
2024-07-31,54.88714346384596
2024-08-01,60.308095904719636
2024-08-02,56.24238157406438
2024-08-03,46.07809574742624
2024-08-04,27.104762204368377
2024-08-05,50.821429133190705
2024-08-06,50.14381007808149
2024-08-07,50.14381007808149
2024-08-08,46.75571480253545
2024-08-09,49.46619102297228
2024-08-10,40.65714330655256
2024-08-11,25.749524094149958
2024-08-12,48.78857196786308
2024-08-13,49.46619102297228
2024-08-14,48.78857196786308
2024-08-15,53.53190535362754
2024-08-16,52.85428629851833
2024-08-17,40.65714330655256
2024-08-18,27.09383286476984
2024-08-19,48.57544984569164
2024-08-20,48.89786536384844
2024-08-21,48.23664031813703
2024-08-22,47.914224799980225
2024-08-23,47.575415272425616
2024-08-24,39.97952425144335
2024-08-25,26.432607819058433
2024-08-26,45.930549662846005
2024-08-27,46.25296518100281
2024-08-28,46.91419022671421
2024-08-29,56.832565912385306
2024-08-30,64.42845693336757
2024-08-31,51.542765546694056
2024-09-01,38.65707416002054
2024-09-02,40.640749297154755
2024-09-03,56.832565912385306
2024-09-04,54.848890775251085
2024-09-05,50.88154050098265
2024-09-06,50.22031545527125
2024-09-07,43.94687452571179
2024-09-08,28.416282956192653
2024-09-09,46.91419022671421
2024-09-10,45.930549662846005
2024-09-11,43.94687452571179
2024-09-12,49.559090409559836
2024-09-13,50.88154050098265
2024-09-14,43.28564948000039
2024-09-15,27.09383286476984
2024-09-16,46.91419022671421
2024-09-17,47.07266565089298
2024-09-18,47.07266565089298
2024-09-19,47.07266565089298
2024-09-20,47.717496687206584
2024-09-21,39.334693215129754
2024-09-22,25.148410416230497
2024-09-23,44.493341505638575
2024-09-24,44.493341505638575
