Time,dow_futures
2022-07-31,19.0
2022-08-01,41.0
2022-08-02,32.0
2022-08-03,32.0
2022-08-04,33.0
2022-08-05,32.0
2022-08-06,4.0
2022-08-07,16.0
2022-08-08,40.0
2022-08-09,29.0
2022-08-10,32.0
2022-08-11,34.0
2022-08-12,28.0
2022-08-13,5.0
2022-08-14,16.0
2022-08-15,39.0
2022-08-16,30.0
2022-08-17,31.0
2022-08-18,29.0
2022-08-19,28.0
2022-08-20,4.0
2022-08-21,14.0
2022-08-22,37.0
2022-08-23,33.0
2022-08-24,29.0
2022-08-25,29.0
2022-08-26,28.0
2022-08-27,8.0
2022-08-28,21.0
2022-08-29,47.01020408163265
2022-08-30,35.95918367346938
2022-08-31,32.0
2022-09-01,32.0
2022-09-02,28.04081632653061
2022-09-03,3.13265306122449
2022-09-04,7.918367346938775
2022-09-05,22.928571428571427
2022-09-06,35.95918367346938
2022-09-07,29.193877551020407
2022-09-08,28.04081632653061
2022-09-09,25.234693877551017
2022-09-10,3.63265306122449
2022-09-11,13.03061224489796
2022-09-12,32.0
2022-09-13,36.285714285714285
2022-09-14,47.836734693877546
2022-09-15,36.785714285714285
2022-09-16,32.826530612244895
2022-09-17,5.112244897959183
2022-09-18,15.83673469387755
2022-09-19,41.07142857142857
2022-09-20,30.020408163265305
2022-09-21,37.93877551020408
2022-09-22,40.744897959183675
2022-09-23,35.13265306122449
2022-09-24,6.76530612244898
2022-09-25,21.775510204081634
2022-09-26,53.77551020408163
2022-09-27,37.11224489795919
2022-09-28,40.48979591836734
2022-09-29,39.18367346938775
2022-09-30,35.265306122448976
2022-10-01,6.530612244897958
2022-10-02,20.897959183673468
2022-10-03,47.6734693877551
2022-10-04,41.14285714285714
2022-10-05,43.10204081632653
2022-10-06,38.53061224489796
2022-10-07,38.53061224489796
2022-10-08,5.877551020408163
2022-10-09,18.285714285714285
2022-10-10,43.10204081632653
2022-10-11,37.224489795918366
2022-10-12,35.265306122448976
2022-10-13,40.48979591836734
2022-10-14,39.836734693877546
2022-10-15,4.571428571428571
2022-10-16,15.020408163265305
2022-10-17,40.48979591836734
2022-10-18,38.53061224489796
2022-10-19,40.48979591836734
2022-10-20,33.95918367346938
2022-10-21,30.693877551020407
2022-10-22,5.224489795918367
2022-10-23,16.3265306122449
2022-10-24,41.14285714285714
2022-10-25,35.265306122448976
2022-10-26,34.61224489795918
2022-10-27,31.999999999999996
2022-10-28,30.04081632653061
2022-10-29,5.224489795918367
2022-10-30,16.97959183673469
2022-10-31,39.18367346938775
2022-11-01,30.04081632653061
2022-11-02,30.04081632653061
2022-11-03,35.265306122448976
2022-11-04,30.693877551020407
2022-11-05,3.9183673469387754
2022-11-06,11.10204081632653
2022-11-07,37.224489795918366
2022-11-08,27.428571428571427
2022-11-09,39.836734693877546
2022-11-10,36.57142857142857
2022-11-11,37.224489795918366
2022-11-12,5.224489795918367
2022-11-13,17.632653061224488
2022-11-14,45.06122448979591
2022-11-15,28.734693877551017
2022-11-16,31.999999999999996
2022-11-17,30.693877551020407
2022-11-18,27.428571428571427
2022-11-19,3.9183673469387754
2022-11-20,9.795918367346937
2022-11-21,35.91836734693877
2022-11-22,26.122448979591834
2022-11-23,26.122448979591834
2022-11-24,9.795918367346937
2022-11-25,24.163265306122447
2022-11-26,3.265306122448979
2022-11-27,11.10204081632653
2022-11-28,33.306122448979586
2022-11-29,26.77551020408163
2022-11-30,24.816326530612244
2022-12-01,29.387755102040813
2022-12-02,27.428571428571427
2022-12-03,3.9183673469387754
2022-12-04,9.142857142857142
2022-12-05,30.693877551020407
2022-12-06,26.77551020408163
2022-12-07,28.081632653061224
2022-12-08,24.163265306122447
2022-12-09,24.816326530612244
2022-12-10,3.265306122448979
2022-12-11,8.489795918367346
2022-12-12,30.04081632653061
2022-12-13,28.081632653061224
2022-12-14,27.428571428571427
2022-12-15,29.387755102040813
2022-12-16,33.95918367346938
2022-12-17,5.224489795918367
2022-12-18,11.10204081632653
2022-12-19,33.95918367346938
2022-12-20,30.04081632653061
2022-12-21,27.428571428571427
2022-12-22,28.734693877551017
2022-12-23,24.816326530612244
2022-12-24,3.9183673469387754
2022-12-25,4.571428571428571
2022-12-26,24.816326530612244
2022-12-27,35.265306122448976
2022-12-28,27.428571428571427
2022-12-29,27.428571428571427
2022-12-30,25.469387755102037
2022-12-31,3.265306122448979
2023-01-01,5.877551020408163
2023-01-02,20.24489795918367
2023-01-03,33.95918367346938
2023-01-04,25.469387755102037
2023-01-05,24.816326530612244
2023-01-06,26.122448979591834
2023-01-07,4.571428571428571
2023-01-08,9.795918367346937
2023-01-09,33.95918367346938
2023-01-10,26.77551020408163
2023-01-11,25.469387755102037
2023-01-12,29.387755102040813
2023-01-13,27.428571428571427
2023-01-14,3.9183673469387754
2023-01-15,6.530612244897958
2023-01-16,22.20408163265306
2023-01-17,36.57142857142857
2023-01-18,28.081632653061224
2023-01-19,29.387755102040813
2023-01-20,26.122448979591834
2023-01-21,3.265306122448979
2023-01-22,9.795918367346937
2023-01-23,32.6530612244898
2023-01-24,28.081632653061224
2023-01-25,26.122448979591834
2023-01-26,26.77551020408163
2023-01-27,26.122448979591834
2023-01-28,3.9183673469387754
2023-01-29,9.142857142857142
2023-01-30,31.346938775510203
2023-01-31,29.387755102040813
2023-02-01,28.734693877551017
2023-02-02,31.346938775510203
2023-02-03,31.346938775510203
2023-02-04,3.9183673469387754
2023-02-05,11.10204081632653
2023-02-06,35.265306122448976
2023-02-07,26.77551020408163
2023-02-08,26.77551020408163
2023-02-09,26.122448979591834
2023-02-10,27.428571428571427
2023-02-11,3.9183673469387754
2023-02-12,8.489795918367346
2023-02-13,28.734693877551017
2023-02-14,27.428571428571427
2023-02-15,25.469387755102037
2023-02-16,25.469387755102037
2023-02-17,25.469387755102037
2023-02-18,3.265306122448979
2023-02-19,5.877551020408163
2023-02-20,21.551020408163264
2023-02-21,30.693877551020407
2023-02-22,31.346938775510203
2023-02-23,26.77551020408163
2023-02-24,26.77551020408163
2023-02-25,4.571428571428571
2023-02-26,10.448979591836734
2023-02-27,33.306122448979586
2023-02-28,28.081632653061224
2023-03-01,25.469387755102037
2023-03-02,24.816326530612244
2023-03-03,24.163265306122447
2023-03-04,3.265306122448979
2023-03-05,9.795918367346937
2023-03-06,30.693877551020407
2023-03-07,26.122448979591834
2023-03-08,28.734693877551017
2023-03-09,24.816326530612244
2023-03-10,37.224489795918366
2023-03-11,7.183673469387754
2023-03-12,29.387755102040813
2023-03-13,65.3061224489796
2023-03-14,38.53061224489796
2023-03-15,41.795918367346935
2023-03-16,45.71428571428571
2023-03-17,35.91836734693877
2023-03-18,6.530612244897958
2023-03-19,22.857142857142854
2023-03-20,53.55102040816326
2023-03-21,35.91836734693877
2023-03-22,38.53061224489796
2023-03-23,35.265306122448976
2023-03-24,30.04081632653061
2023-03-25,4.571428571428571
2023-03-26,13.714285714285714
2023-03-27,35.91836734693877
2023-03-28,28.734693877551017
2023-03-29,28.081632653061224
2023-03-30,30.04081632653061
2023-03-31,28.081632653061224
2023-04-01,5.877551020408163
2023-04-02,16.3265306122449
2023-04-03,37.87755102040816
2023-04-04,29.387755102040813
2023-04-05,28.081632653061224
2023-04-06,27.428571428571427
2023-04-07,21.551020408163264
2023-04-08,5.224489795918367
2023-04-09,12.408163265306122
2023-04-10,35.91836734693877
2023-04-11,27.428571428571427
2023-04-12,29.387755102040813
2023-04-13,26.77551020408163
2023-04-14,28.081632653061224
2023-04-15,3.9183673469387754
2023-04-16,11.10204081632653
2023-04-17,28.734693877551017
2023-04-18,24.163265306122447
2023-04-19,23.51020408163265
2023-04-20,24.163265306122447
2023-04-21,20.897959183673468
2023-04-22,2.6122448979591835
2023-04-23,11.10204081632653
2023-04-24,26.77551020408163
2023-04-25,23.51020408163265
2023-04-26,22.282410106899903
2023-04-27,24.178425655976675
2023-04-28,22.97551020408163
2023-04-29,3.465500485908649
2023-04-30,10.866277939747327
2023-05-01,29.173372206025263
2023-05-02,23.99514091350826
2023-05-03,26.767541302235177
2023-05-04,26.58425655976676
2023-05-05,24.871525753158405
2023-05-06,3.975315840621963
2023-05-07,12.435762876579203
2023-05-08,30.04975704567541
2023-05-09,24.68824101068999
2023-05-10,25.38134110787172
2023-05-11,22.282410106899903
2023-05-12,21.58931000971817
2023-05-13,2.589115646258503
2023-05-14,9.846647230320698
2023-05-15,27.460641399416907
2023-05-16,24.68824101068999
2023-05-17,24.68824101068999
2023-05-18,25.198056365403303
2023-05-19,22.099125364431487
2023-05-20,3.465500485908649
2023-05-21,11.049562682215743
2023-05-22,32.1290573372206
2023-05-23,25.564625850340132
2023-05-24,22.608940719144798
2023-05-25,26.58425655976676
2023-05-26,22.36073858114674
2023-05-27,3.2991253644314864
2023-05-28,12.463362487852283
2023-05-29,23.460447035957237
2023-05-30,36.65694849368318
2023-05-31,28.225850340136052
2023-06-01,32.2581146744412
2023-06-02,31.89154518950437
2023-06-03,4.765403304178814
2023-06-04,16.495626822157433
2023-06-05,35.92380952380952
2023-06-06,24.560155490767734
2023-06-07,23.82701652089407
2023-06-08,24.560155490767734
2023-06-09,21.99416909620991
2023-06-10,3.665694849368318
2023-06-11,8.797667638483965
2023-06-12,28.225850340136052
2023-06-13,26.39300291545189
2023-06-14,25.659863945578227
2023-06-15,27.492711370262388
2023-06-16,24.926724975704566
2023-06-17,2.565986394557823
2023-06-18,8.0645286686103
2023-06-19,26.02643343051506
2023-06-20,32.2581146744412
2023-06-21,21.99416909620991
2023-06-22,19.061613216715255
2023-06-23,18.32847424684159
2023-06-24,2.9325558794946547
2023-06-25,9.89737609329446
2023-06-26,27.126141885325556
2023-06-27,20.894460641399416
2023-06-28,19.428182701652087
2023-06-29,20.894460641399416
2023-06-30,20.16132167152575
2023-07-01,2.9325558794946547
2023-07-02,8.431098153547133
2023-07-03,22.36073858114674
2023-07-04,10.263945578231292
2023-07-05,26.02643343051506
2023-07-06,20.527891156462584
2023-07-07,20.527891156462584
2023-07-08,2.9325558794946547
2023-07-09,8.431098153547133
2023-07-10,23.82701652089407
2023-07-11,19.79475218658892
2023-07-12,22.36073858114674
2023-07-13,21.627599611273077
2023-07-14,21.627599611273077
2023-07-15,3.2991253644314864
2023-07-16,9.89737609329446
2023-07-17,24.560155490767734
2023-07-18,20.527891156462584
2023-07-19,21.99416909620991
2023-07-20,23.093877551020405
2023-07-21,21.261030126336248
2023-07-22,2.9325558794946547
2023-07-23,9.530806608357627
2023-07-24,23.093877551020405
2023-07-25,20.527891156462584
2023-07-26,19.061613216715255
2023-07-27,21.627599611273077
2023-07-28,20.16132167152575
2023-07-29,2.1994169096209912
2023-07-30,10.263945578231292
2023-07-31,26.759572400388723
2023-08-01,20.527891156462584
2023-08-02,24.193586005830902
2023-08-03,21.99416909620991
2023-08-04,20.527891156462584
2023-08-05,2.9325558794946547
2023-08-06,9.164237123420795
2023-08-07,24.926724975704566
2023-08-08,21.261030126336248
2023-08-09,20.16132167152575
2023-08-10,21.261030126336248
2023-08-11,19.061613216715255
2023-08-12,2.1994169096209912
2023-08-13,7.697959183673468
2023-08-14,21.99416909620991
2023-08-15,19.428182701652087
2023-08-16,19.428182701652087
2023-08-17,20.894460641399416
2023-08-18,20.527891156462584
2023-08-19,2.565986394557823
2023-08-20,6.964820213799805
2023-08-21,22.36073858114674
2023-08-22,19.428182701652087
2023-08-23,18.32847424684159
2023-08-24,21.261030126336248
2023-08-25,17.59533527696793
2023-08-26,2.1994169096209912
2023-08-27,8.431098153547133
2023-08-28,21.261030126336248
2023-08-29,18.695043731778423
2023-08-30,18.695043731778423
2023-08-31,19.79475218658892
2023-09-01,17.96190476190476
2023-09-02,2.565986394557823
2023-09-03,4.03226433430515
2023-09-04,12.463362487852283
2023-09-05,23.460447035957237
2023-09-06,17.59533527696793
2023-09-07,19.061613216715255
2023-09-08,16.862196307094266
2023-09-09,2.565986394557823
2023-09-10,6.598250728862973
2023-09-11,20.16132167152575
2023-09-12,16.1290573372206
2023-09-13,16.1290573372206
2023-09-14,16.495626822157433
2023-09-15,17.59533527696793
2023-09-16,2.565986394557823
2023-09-17,7.331389698736636
2023-09-18,19.428182701652087
2023-09-19,16.1290573372206
2023-09-20,16.862196307094266
2023-09-21,16.862196307094266
2023-09-22,18.32847424684159
2023-09-23,2.565986394557823
2023-09-24,5.865111758989309
2023-09-25,21.261030126336248
2023-09-26,18.32847424684159
2023-09-27,17.59533527696793
2023-09-28,17.96190476190476
2023-09-29,18.32847424684159
2023-09-30,2.9325558794946547
2023-10-01,10.263945578231292
2023-10-02,21.99416909620991
2023-10-03,18.695043731778423
2023-10-04,25.659863945578227
2023-10-05,21.261030126336248
2023-10-06,20.894460641399416
2023-10-07,4.765403304178814
2023-10-08,15.029348882410105
2023-10-09,30.42526724975704
2023-10-10,20.894460641399416
2023-10-11,19.428182701652087
2023-10-12,19.061613216715255
2023-10-13,17.96190476190476
2023-10-14,4.03226433430515
2023-10-15,7.697959183673468
2023-10-16,21.627599611273077
2023-10-17,19.428182701652087
2023-10-18,17.96190476190476
2023-10-19,18.695043731778423
2023-10-20,18.32847424684159
2023-10-21,5.131972789115646
2023-10-22,9.89737609329446
2023-10-23,23.460447035957237
2023-10-24,19.79475218658892
2023-10-25,20.527891156462584
2023-10-26,19.428182701652087
2023-10-27,20.16132167152575
2023-10-28,3.2991253644314864
2023-10-29,8.431098153547133
2023-10-30,25.2932944606414
2023-10-31,20.527891156462584
2023-11-01,22.36073858114674
2023-11-02,19.79475218658892
2023-11-03,25.659863945578227
2023-11-04,4.03226433430515
2023-11-05,9.530806608357627
2023-11-06,27.85928085519922
2023-11-07,20.527891156462584
2023-11-08,17.228765792031098
2023-11-09,19.79475218658892
2023-11-10,18.32847424684159
2023-11-11,2.9325558794946547
2023-11-12,8.0645286686103
2023-11-13,21.627599611273077
2023-11-14,21.261030126336248
2023-11-15,26.39300291545189
2023-11-16,22.727308066083573
2023-11-17,18.695043731778423
2023-11-18,3.665694849368318
2023-11-19,8.0645286686103
2023-11-20,26.759572400388723
2023-11-21,20.527891156462584
2023-11-22,18.32847424684159
2023-11-23,6.964820213799805
2023-11-24,18.32847424684159
2023-11-25,2.9325558794946547
2023-11-26,8.0645286686103
2023-11-27,25.2932944606414
2023-11-28,20.527891156462584
2023-11-29,19.061613216715255
2023-11-30,19.428182701652087
2023-12-01,18.32847424684159
2023-12-02,4.3988338192419825
2023-12-03,7.697959183673468
2023-12-04,27.492711370262388
2023-12-05,19.061613216715255
2023-12-06,19.061613216715255
2023-12-07,16.862196307094266
2023-12-08,15.395918367346937
2023-12-09,2.9325558794946547
2023-12-10,9.164237123420795
2023-12-11,24.193586005830902
2023-12-12,21.99416909620991
2023-12-13,20.16132167152575
2023-12-14,27.126141885325556
2023-12-15,22.727308066083573
2023-12-16,3.2991253644314864
2023-12-17,8.0645286686103
2023-12-18,26.759572400388723
2023-12-19,19.061613216715255
2023-12-20,20.16132167152575
2023-12-21,21.99416909620991
2023-12-22,21.788890184645282
2023-12-23,2.6319689018464527
2023-12-24,2.6319689018464527
2023-12-25,8.079191448007773
2023-12-26,23.013232264334302
2023-12-27,20.38126336248785
2023-12-28,18.269823129251698
2023-12-29,17.566009718172985
2023-12-30,2.1114402332361513
2023-12-31,3.33578231292517
2024-01-01,9.486818270165209
2024-01-02,23.533760932944602
2024-01-03,18.269823129251698
2024-01-04,17.38272497570457
2024-01-05,16.862196307094266
2024-01-06,1.9281554907677354
2024-01-07,5.9677512147716225
2024-01-08,18.973636540330418
2024-01-09,15.637854227405246
2024-01-10,17.38272497570457
2024-01-11,16.862196307094266
2024-01-12,15.637854227405246
2024-01-13,1.9281554907677354
2024-01-14,3.856310981535471
2024-01-15,12.822600583090377
2024-01-16,18.269823129251698
2024-01-17,17.38272497570457
2024-01-18,14.93404081632653
2024-01-19,14.750756073858113
2024-01-20,2.6319689018464527
2024-01-21,6.744878522837706
2024-01-22,20.909123420796888
2024-01-23,16.862196307094266
2024-01-24,16.187708454810494
2024-01-25,16.187708454810494
2024-01-26,11.4662934888241
2024-01-27,2.0234635568513117
2024-01-28,4.721414965986394
2024-01-29,15.513220602526724
2024-01-30,14.838732750242954
2024-01-31,14.164244897959183
2024-02-01,14.838732750242954
2024-02-02,14.164244897959183
2024-02-03,2.6979514091350825
2024-02-04,6.070390670553936
2024-02-05,16.187708454810494
2024-02-06,12.815269193391641
2024-02-07,11.4662934888241
2024-02-08,14.164244897959183
2024-02-09,12.815269193391641
2024-02-10,2.0234635568513117
2024-02-11,4.0469271137026235
2024-02-12,14.164244897959183
2024-02-13,14.164244897959183
2024-02-14,16.862196307094266
2024-02-15,14.164244897959183
2024-02-16,14.838732750242954
2024-02-17,2.0234635568513117
2024-02-18,3.372439261418853
2024-02-19,12.140781341107871
2024-02-20,16.862196307094266
2024-02-21,14.164244897959183
2024-02-22,12.815269193391641
2024-02-23,14.838732750242954
2024-02-24,2.0234635568513117
2024-02-25,5.395902818270165
2024-02-26,16.862196307094266
2024-02-27,12.140781341107871
2024-02-28,12.140781341107871
2024-02-29,12.140781341107871
2024-03-01,12.815269193391641
2024-03-02,1.3489757045675412
2024-03-03,5.395902818270165
2024-03-04,16.187708454810494
2024-03-05,12.815269193391641
2024-03-06,14.838732750242954
2024-03-07,12.815269193391641
2024-03-08,14.838732750242954
2024-03-09,2.0234635568513117
2024-03-10,7.419366375121477
2024-03-11,16.187708454810494
2024-03-12,12.140781341107871
2024-03-13,13.489757045675413
2024-03-14,12.140781341107871
2024-03-15,12.815269193391641
2024-03-16,2.0234635568513117
2024-03-17,5.395902818270165
2024-03-18,14.164244897959183
2024-03-19,10.79180563654033
2024-03-20,12.140781341107871
2024-03-21,13.489757045675413
2024-03-22,13.489757045675413
2024-03-23,2.0234635568513117
2024-03-24,6.070390670553936
2024-03-25,16.187708454810494
2024-03-26,12.140781341107871
2024-03-27,12.815269193391641
2024-03-28,13.489757045675413
2024-03-29,6.744878522837706
2024-03-30,2.0234635568513117
2024-03-31,6.070390670553936
2024-04-01,15.513220602526724
2024-04-02,12.140781341107871
2024-04-03,12.140781341107871
2024-04-04,13.489757045675413
2024-04-05,14.164244897959183
2024-04-06,2.0234635568513117
2024-04-07,6.070390670553936
2024-04-08,14.164244897959183
2024-04-09,11.4662934888241
2024-04-10,14.838732750242954
2024-04-11,14.838732750242954
2024-04-12,12.815269193391641
2024-04-13,3.372439261418853
2024-04-14,14.164244897959183
2024-04-15,20.23463556851312
2024-04-16,15.513220602526724
2024-04-17,14.164244897959183
2024-04-18,12.815269193391641
2024-04-19,20.23463556851312
2024-04-20,2.6979514091350825
2024-04-21,6.070390670553936
2024-04-22,15.513220602526724
2024-04-23,13.489757045675413
2024-04-24,13.489757045675413
2024-04-25,13.489757045675413
2024-04-26,13.489757045675413
2024-04-27,2.0234635568513117
2024-04-28,6.744878522837706
2024-04-29,16.187708454810494
2024-04-30,12.815269193391641
2024-05-01,13.489757045675413
2024-05-02,12.140781341107871
2024-05-03,13.489757045675413
2024-05-04,2.0234635568513117
2024-05-05,6.744878522837706
2024-05-06,17.536684159378037
2024-05-07,12.140781341107871
2024-05-08,12.140781341107871
2024-05-09,11.4662934888241
2024-05-10,12.140781341107871
2024-05-11,1.3489757045675412
2024-05-12,4.721414965986394
2024-05-13,16.187708454810494
2024-05-14,11.4662934888241
2024-05-15,14.838732750242954
2024-05-16,14.164244897959183
2024-05-17,12.815269193391641
2024-05-18,2.0234635568513117
2024-05-19,5.395902818270165
2024-05-20,15.513220602526724
2024-05-21,11.4662934888241
2024-05-22,10.79180563654033
2024-05-23,14.164244897959183
2024-05-24,12.815269193391641
2024-05-25,2.0234635568513117
2024-05-26,2.6979514091350825
2024-05-27,6.744878522837706
2024-05-28,14.164244897959183
2024-05-29,13.489757045675413
2024-05-30,15.513220602526724
2024-05-31,15.513220602526724
2024-06-01,2.6979514091350825
2024-06-02,6.070390670553936
2024-06-03,15.513220602526724
2024-06-04,12.815269193391641
2024-06-05,11.4662934888241
2024-06-06,13.489757045675413
2024-06-07,12.815269193391641
2024-06-08,1.3489757045675412
2024-06-09,4.721414965986394
2024-06-10,15.513220602526724
2024-06-11,12.140781341107871
2024-06-12,13.489757045675413
2024-06-13,12.815269193391641
2024-06-14,12.140781341107871
2024-06-15,1.3489757045675412
2024-06-16,4.0469271137026235
2024-06-17,13.489757045675413
2024-06-18,12.140781341107871
2024-06-19,10.11731778425656
2024-06-20,15.513220602526724
2024-06-21,10.11731778425656
2024-06-22,2.0234635568513117
2024-06-23,4.721414965986394
2024-06-24,15.513220602526724
2024-06-25,10.79180563654033
2024-06-26,9.442829931972788
2024-06-27,9.442829931972788
2024-06-28,12.815269193391641
2024-06-29,1.3489757045675412
2024-06-30,4.0469271137026235
2024-07-01,12.140781341107871
2024-07-02,10.79180563654033
2024-07-03,10.11731778425656
2024-07-04,4.0469271137026235
2024-07-05,12.140781341107871
2024-07-06,2.0234635568513117
2024-07-07,4.721414965986394
2024-07-08,12.815269193391641
2024-07-09,11.4662934888241
2024-07-10,10.79180563654033
2024-07-11,12.815269193391641
2024-07-12,11.4662934888241
2024-07-13,2.0234635568513117
2024-07-14,7.419366375121477
2024-07-15,16.187708454810494
2024-07-16,12.815269193391641
2024-07-17,15.513220602526724
2024-07-18,12.815269193391641
2024-07-19,13.489757045675413
2024-07-20,2.0234635568513117
2024-07-21,9.442829931972788
2024-07-22,18.885659863945577
2024-07-23,11.4662934888241
2024-07-24,11.4662934888241
2024-07-25,15.513220602526724
2024-07-26,12.815269193391641
2024-07-27,2.6979514091350825
2024-07-28,5.395902818270165
2024-07-29,16.187708454810494
2024-07-30,11.4662934888241
2024-07-31,12.140781341107871
2024-08-01,14.164244897959183
2024-08-02,16.187708454810494
2024-08-03,4.0469271137026235
2024-08-04,11.4662934888241
2024-08-05,67.44878522837706
2024-08-06,58.005955296404274
2024-08-07,29.67746550048591
2024-08-08,24.956050534499514
2024-08-09,19.56014771622935
2024-08-10,5.395902818270165
2024-08-11,10.79180563654033
2024-08-12,22.25809912536443
2024-08-13,16.187708454810494
2024-08-14,16.862196307094266
2024-08-15,17.536684159378037
2024-08-16,16.187708454810494
2024-08-17,2.0234635568513117
2024-08-18,7.2865127072474
2024-08-19,18.64379805832867
2024-08-20,14.235781488352917
2024-08-21,16.43978977334079
2024-08-22,14.910269340636686
2024-08-23,14.235781488352917
2024-08-24,2.204008284987877
2024-08-25,9.153277066093391
2024-08-26,21.18505026945843
2024-08-27,14.5730254144948
2024-08-28,12.369017129506926
2024-08-29,14.235781488352917
2024-08-30,12.369017129506926
2024-08-31,1.8667643588459915
2024-09-01,2.5412522111297617
2024-09-02,9.153277066093391
2024-09-03,16.43978977334079
2024-09-04,17.451521551766447
2024-09-05,12.369017129506926
2024-09-06,14.235781488352917
2024-09-07,2.5412522111297617
2024-09-08,7.2865127072474
2024-09-09,16.77703369948268
2024-09-10,12.03177320336504
2024-09-11,13.89853756221103
2024-09-12,12.70626105564881
2024-09-13,12.03177320336504
2024-09-14,2.204008284987877
2024-09-15,6.949268781105515
2024-09-16,14.5730254144948
2024-09-17,11.922765065622208
2024-09-18,14.307318078746649
