Time,s_and_p_500
2022-10-13,56.08229561451
2022-10-14,50.00108283703302
2022-10-15,14.18949648077964
2022-10-16,9.45966432051976
2022-10-17,47.2983216025988
2022-10-18,52.70384407146723
2022-10-19,44.595560368164584
2022-10-20,45.271250676773136
2022-10-21,43.919870059556025
2022-10-22,13.513806172171085
2022-10-23,8.108283703302652
2022-10-24,43.919870059556025
2022-10-25,47.974011911207356
2022-10-26,49.325392528424466
2022-10-27,52.70384407146723
2022-10-28,49.325392528424466
2022-10-29,14.18949648077964
2022-10-30,9.45966432051976
2022-10-31,44.595560368164584
2022-11-01,47.2983216025988
2022-11-02,54.05522468868434
2022-11-03,48.64970221981591
2022-11-04,48.64970221981591
2022-11-05,12.838115863562532
2022-11-06,7.432593394694097
2022-11-07,43.244179750947474
2022-11-08,43.919870059556025
2022-11-09,42.56848944233892
2022-11-10,65.54195993502977
2022-11-11,54.05522468868434
2022-11-12,15.540877097996749
2022-11-13,9.45966432051976
2022-11-14,49.325392528424466
2022-11-15,50.67677314564157
2022-11-16,52.02815376285868
2022-11-17,45.946940985381694
2022-11-18,44.595560368164584
2022-11-19,12.838115863562532
2022-11-20,8.783974011911205
2022-11-21,42.56848944233892
2022-11-22,43.919870059556025
2022-11-23,48.64970221981591
2022-11-24,14.18949648077964
2022-11-25,32.43313481321061
2022-11-26,10.135354629128313
2022-11-27,7.432593394694097
2022-11-28,37.83865728207904
2022-11-29,40.541418516513254
2022-11-30,42.56848944233892
2022-12-01,47.974011911207356
2022-12-02,39.8657282079047
2022-12-03,12.162425554953977
2022-12-04,7.432593394694097
2022-12-05,37.83865728207904
2022-12-06,45.946940985381694
2022-12-07,39.19003789929615
2022-12-08,38.51434759068759
2022-12-09,40.541418516513254
2022-12-10,10.811044937736868
2022-12-11,7.432593394694097
2022-12-12,36.48727666486193
2022-12-13,50.67677314564157
2022-12-14,49.325392528424466
2022-12-15,44.595560368164584
2022-12-16,47.2983216025988
2022-12-17,14.865186789388193
2022-12-18,7.432593394694097
2022-12-19,43.919870059556025
2022-12-20,41.892799133730364
2022-12-21,43.919870059556025
2022-12-22,49.325392528424466
2022-12-23,43.919870059556025
2022-12-24,12.162425554953977
2022-12-25,9.45966432051976
2022-12-26,19.595018949648075
2022-12-27,41.21710882512181
2022-12-28,45.271250676773136
2022-12-29,46.622631293990246
2022-12-30,42.56848944233892
2022-12-31,15.540877097996749
2023-01-01,10.135354629128313
2023-01-02,20.270709258256627
2023-01-03,38.51434759068759
2023-01-04,44.595560368164584
2023-01-05,41.892799133730364
2023-01-06,49.325392528424466
2023-01-07,12.838115863562532
2023-01-08,8.783974011911205
2023-01-09,43.919870059556025
2023-01-10,43.244179750947474
2023-01-11,45.946940985381694
2023-01-12,52.02815376285868
2023-01-13,50.00108283703302
2023-01-14,16.216567406605304
2023-01-15,9.45966432051976
2023-01-16,18.243638332430965
2023-01-17,45.946940985381694
2023-01-18,44.595560368164584
2023-01-19,41.892799133730364
2023-01-20,49.325392528424466
2023-01-21,12.162425554953977
2023-01-22,6.756903086085543
2023-01-23,47.2983216025988
2023-01-24,47.974011911207356
2023-01-25,45.271250676773136
2023-01-26,52.02815376285868
2023-01-27,45.946940985381694
2023-01-28,12.838115863562532
2023-01-29,7.432593394694097
2023-01-30,40.541418516513254
2023-01-31,46.622631293990246
2023-02-01,56.75798592311856
2023-02-02,54.7309149972929
2023-02-03,66.89334055224687
2023-02-04,14.18949648077964
2023-02-05,9.45966432051976
2023-02-06,45.946940985381694
2023-02-07,50.67677314564157
2023-02-08,47.974011911207356
2023-02-09,49.325392528424466
2023-02-10,47.974011911207356
2023-02-11,14.865186789388193
2023-02-12,6.756903086085543
2023-02-13,39.19003789929615
2023-02-14,48.64970221981591
2023-02-15,47.2983216025988
2023-02-16,46.622631293990246
2023-02-17,43.244179750947474
2023-02-18,12.162425554953977
2023-02-19,7.432593394694097
2023-02-20,20.270709258256627
2023-02-21,48.64970221981591
2023-02-22,45.946940985381694
2023-02-23,43.244179750947474
2023-02-24,46.622631293990246
2023-02-25,15.540877097996749
2023-02-26,8.783974011911205
2023-02-27,42.56848944233892
2023-02-28,43.919870059556025
2023-03-01,41.892799133730364
2023-03-02,47.2983216025988
2023-03-03,42.56848944233892
2023-03-04,13.513806172171085
2023-03-05,9.45966432051976
2023-03-06,41.21710882512181
2023-03-07,42.56848944233892
2023-03-08,42.56848944233892
2023-03-09,45.946940985381694
2023-03-10,55.40660530590145
2023-03-11,18.243638332430965
2023-03-12,13.513806172171085
2023-03-13,64.19057931781266
2023-03-14,58.10936654033567
2023-03-15,58.10936654033567
2023-03-16,54.7309149972929
2023-03-17,47.2983216025988
2023-03-18,12.838115863562532
2023-03-19,10.135354629128313
2023-03-20,48.64970221981591
2023-03-21,46.622631293990246
2023-03-22,57.43367623172711
2023-03-23,49.325392528424466
2023-03-24,47.974011911207356
2023-03-25,12.838115863562532
2023-03-26,8.783974011911205
2023-03-27,41.892799133730364
2023-03-28,45.271250676773136
2023-03-29,44.595560368164584
2023-03-30,45.271250676773136
2023-03-31,43.919870059556025
2023-04-01,12.162425554953977
2023-04-02,8.108283703302652
2023-04-03,43.244179750947474
2023-04-04,46.622631293990246
2023-04-05,46.622631293990246
2023-04-06,42.56848944233892
2023-04-07,29.054683270167835
2023-04-08,10.811044937736868
2023-04-09,9.45966432051976
2023-04-10,43.244179750947474
2023-04-11,46.622631293990246
2023-04-12,44.595560368164584
2023-04-13,45.946940985381694
2023-04-14,41.21710882512181
2023-04-15,11.486735246345424
2023-04-16,9.45966432051976
2023-04-17,41.892799133730364
2023-04-18,45.271250676773136
2023-04-19,39.8657282079047
2023-04-20,44.595560368164584
2023-04-21,42.56848944233892
2023-04-22,15.540877097996749
2023-04-23,8.783974011911205
2023-04-24,37.83865728207904
2023-04-25,42.56848944233892
2023-04-26,41.21710882512181
2023-04-27,45.30503519220356
2023-04-28,45.93728826668729
2023-04-29,12.89603217572898
2023-04-30,9.440358883130944
2023-05-01,42.77602289426869
2023-05-02,42.481614974089254
2023-05-03,49.09855363910587
2023-05-04,42.481614974089254
2023-05-05,44.67278211771985
2023-05-06,12.263779101245259
2023-05-07,9.440358883130944
2023-05-08,39.95260267615437
2023-05-09,39.95260267615437
2023-05-10,45.010627272024124
2023-05-11,39.65819475597493
2023-05-12,42.481614974089254
2023-05-13,12.89603217572898
2023-05-14,8.175852734163506
2023-05-15,40.290447830458646
2023-05-16,41.849361899605526
2023-05-17,41.849361899605526
2023-05-18,43.408275968752406
2023-05-19,45.93728826668729
2023-05-20,13.528285250212697
2023-05-21,8.175852734163506
2023-05-22,40.58485575063809
2023-05-23,43.11386804857297
2023-05-24,43.11386804857297
2023-05-25,44.67278211771985
2023-05-26,43.572372186557345
2023-05-27,12.365132647536543
2023-05-28,7.065790084306596
2023-05-29,12.365132647536543
2023-05-30,45.338819707633995
2023-05-31,41.805924665480696
2023-06-01,44.75000386727511
2023-06-02,52.40460979194059
2023-06-03,15.309211849330959
2023-06-04,11.187500966818778
2023-06-05,45.338819707633995
2023-06-06,44.16118802691623
2023-06-07,40.039477144404046
2023-06-08,45.338819707633995
2023-06-09,48.87171474978729
2023-06-10,15.898027689689842
2023-06-11,10.009869286101011
2023-06-12,44.75000386727511
2023-06-13,51.8157939515817
2023-06-14,55.937504834093886
2023-06-15,53.58224147265835
2023-06-16,52.40460979194059
2023-06-17,15.309211849330959
2023-06-18,10.598685126459895
2023-06-19,23.552633614355322
2023-06-20,47.69408306906952
2023-06-21,43.572372186557345
2023-06-22,41.21710882512181
2023-06-23,39.45066130404516
2023-06-24,12.953948487895426
2023-06-25,7.654605924665479
2023-06-26,40.039477144404046
2023-06-27,44.75000386727511
2023-06-28,40.039477144404046
2023-06-29,45.338819707633995
2023-06-30,42.98355634619846
2023-07-01,12.365132647536543
2023-07-02,10.009869286101011
2023-07-03,35.91776626189186
2023-07-04,15.898027689689842
2023-07-05,41.805924665480696
2023-07-06,42.98355634619846
2023-07-07,50.049346430505054
2023-07-08,11.776316807177661
2023-07-09,7.654605924665479
2023-07-10,43.572372186557345
2023-07-11,41.805924665480696
2023-07-12,51.22697811122282
2023-07-13,48.282898909428404
2023-07-14,52.40460979194059
2023-07-15,12.365132647536543
2023-07-16,9.421053445742128
2023-07-17,48.87171474978729
2023-07-18,53.58224147265835
2023-07-19,55.348688993735
2023-07-20,48.87171474978729
2023-07-21,47.105267228710645
2023-07-22,11.776316807177661
2023-07-23,10.009869286101011
2023-07-24,46.51645138835176
2023-07-25,46.51645138835176
2023-07-26,47.69408306906952
2023-07-27,49.46053059014617
2023-07-28,51.22697811122282
2023-07-29,12.953948487895426
2023-07-30,11.187500966818778
2023-07-31,42.98355634619846
2023-08-01,41.21710882512181
2023-08-02,48.87171474978729
2023-08-03,48.87171474978729
2023-08-04,50.63816227086394
2023-08-05,12.953948487895426
2023-08-06,7.065790084306596
2023-08-07,44.75000386727511
2023-08-08,45.92763554799288
2023-08-09,44.16118802691623
2023-08-10,46.51645138835176
2023-08-11,39.45066130404516
2023-08-12,12.953948487895426
2023-08-13,8.832237605383245
2023-08-14,42.39474050583958
2023-08-15,41.805924665480696
2023-08-16,44.16118802691623
2023-08-17,46.51645138835176
2023-08-18,42.98355634619846
2023-08-19,12.953948487895426
2023-08-20,10.009869286101011
2023-08-21,41.805924665480696
2023-08-22,42.98355634619846
2023-08-23,44.16118802691623
2023-08-24,42.98355634619846
2023-08-25,39.45066130404516
2023-08-26,10.598685126459895
2023-08-27,7.065790084306596
2023-08-28,37.09539794260963
2023-08-29,47.105267228710645
2023-08-30,49.46053059014617
2023-08-31,41.805924665480696
2023-09-01,39.45066130404516
2023-09-02,9.421053445742128
2023-09-03,8.243421765024362
2023-09-04,10.598685126459895
2023-09-05,39.45066130404516
2023-09-06,35.91776626189186
2023-09-07,35.91776626189186
2023-09-08,34.15131874081521
2023-09-09,11.187500966818778
2023-09-10,8.243421765024362
2023-09-11,36.506582102250746
2023-09-12,35.91776626189186
2023-09-13,36.506582102250746
2023-09-14,37.09539794260963
2023-09-15,35.91776626189186
2023-09-16,11.776316807177661
2023-09-17,7.654605924665479
2023-09-18,36.506582102250746
2023-09-19,33.56250290045633
2023-09-20,40.039477144404046
2023-09-21,44.75000386727511
2023-09-22,43.572372186557345
2023-09-23,12.953948487895426
2023-09-24,8.832237605383245
2023-09-25,40.62829298476293
2023-09-26,41.21710882512181
2023-09-27,38.273029623327396
2023-09-28,41.21710882512181
2023-09-29,37.68421378296851
2023-09-30,11.187500966818778
2023-10-01,8.243421765024362
2023-10-02,34.7401345811741
2023-10-03,41.21710882512181
2023-10-04,49.46053059014617
2023-10-05,41.21710882512181
2023-10-06,43.572372186557345
2023-10-07,13.542764328254309
2023-10-08,8.243421765024362
2023-10-09,36.506582102250746
2023-10-10,45.338819707633995
2023-10-11,40.62829298476293
2023-10-12,38.273029623327396
2023-10-13,34.7401345811741
2023-10-14,9.421053445742128
2023-10-15,7.065790084306596
2023-10-16,38.86184546368628
2023-10-17,38.86184546368628
2023-10-18,35.32895042153298
2023-10-19,44.16118802691623
2023-10-20,37.68421378296851
2023-10-21,12.953948487895426
2023-10-22,9.421053445742128
2023-10-23,38.86184546368628
2023-10-24,40.039477144404046
2023-10-25,40.039477144404046
2023-10-26,48.282898909428404
2023-10-27,44.16118802691623
2023-10-28,14.720396008972076
2023-10-29,9.421053445742128
2023-10-30,44.16118802691623
2023-10-31,39.45066130404516
2023-11-01,43.572372186557345
2023-11-02,41.805924665480696
2023-11-03,46.51645138835176
2023-11-04,13.542764328254309
2023-11-05,7.065790084306596
2023-11-06,44.16118802691623
2023-11-07,42.98355634619846
2023-11-08,41.805924665480696
2023-11-09,40.62829298476293
2023-11-10,37.68421378296851
2023-11-11,12.953948487895426
2023-11-12,7.654605924665479
2023-11-13,37.09539794260963
2023-11-14,52.99342563229947
2023-11-15,50.63816227086394
2023-11-16,49.46053059014617
2023-11-17,42.98355634619846
2023-11-18,13.542764328254309
2023-11-19,8.243421765024362
2023-11-20,41.21710882512181
2023-11-21,40.62829298476293
2023-11-22,44.16118802691623
2023-11-23,15.309211849330959
2023-11-24,27.6743444968675
2023-11-25,12.365132647536543
2023-11-26,9.421053445742128
2023-11-27,34.7401345811741
2023-11-28,42.39474050583958
2023-11-29,40.039477144404046
2023-11-30,41.21710882512181
2023-12-01,41.805924665480696
2023-12-02,12.953948487895426
2023-12-03,8.832237605383245
2023-12-04,38.86184546368628
2023-12-05,41.805924665480696
2023-12-06,40.039477144404046
2023-12-07,41.21710882512181
2023-12-08,42.98355634619846
2023-12-09,12.953948487895426
2023-12-10,8.832237605383245
2023-12-11,39.45066130404516
2023-12-12,44.16118802691623
2023-12-13,55.348688993735
2023-12-14,55.348688993735
2023-12-15,54.75987315337612
2023-12-16,16.486843530048723
2023-12-17,8.832237605383245
2023-12-18,47.105267228710645
2023-12-19,58.8815840358883
2023-12-20,55.348688993735
2023-12-21,54.171057313017236
2023-12-22,53.58224147265835
2023-12-23,14.727756206976562
2023-12-24,9.69338077190811
2023-12-25,11.916160569262896
2023-12-26,40.1130791244489
2023-12-27,53.58224147265835
2023-12-28,53.287833552478915
2023-12-29,53.87664939283779
2023-12-30,14.727756206976562
2023-12-31,9.398972851728669
2024-01-01,13.469162348209448
2024-01-02,44.18326862092968
2024-01-03,52.0292396937118
2024-01-04,45.441862479696795
2024-01-05,49.80645989635701
2024-01-06,15.69194214556423
2024-01-07,9.398972851728669
2024-01-08,43.21908268234201
2024-01-09,44.18326862092968
2024-01-10,45.73627039987623
2024-01-11,42.92467476216257
2024-01-12,41.666080903395454
2024-01-13,13.174754428030006
2024-01-14,10.951974630675224
2024-01-15,16.280757985923113
2024-01-16,40.40748704462835
2024-01-17,44.477676541109126
2024-01-18,42.63026684198313
2024-01-19,49.21764405599813
2024-01-20,18.5035377832779
2024-01-21,9.37689225771521
2024-01-22,48.224017325392516
2024-01-23,46.884461288576055
2024-01-24,50.90312939902543
2024-01-25,44.20534921494314
2024-01-26,41.52623714131022
2024-01-27,13.395560368164588
2024-01-28,10.71644829453167
2024-01-29,38.847125067677304
2024-01-30,48.224017325392516
2024-01-31,44.20534921494314
2024-02-01,46.884461288576055
2024-02-02,52.24268543584189
2024-02-03,13.395560368164588
2024-02-04,12.056004331348129
2024-02-05,37.50756903086084
2024-02-06,40.186681104493765
2024-02-07,45.544905251759594
2024-02-08,45.544905251759594
2024-02-09,53.58224147265835
2024-02-10,18.75378451543042
2024-02-11,13.395560368164588
2024-02-12,38.847125067677304
2024-02-13,46.884461288576055
2024-02-14,50.90312939902543
2024-02-15,48.224017325392516
2024-02-16,46.884461288576055
2024-02-17,13.395560368164588
2024-02-18,8.037336220898752
2024-02-19,21.43289658906334
2024-02-20,42.86579317812668
2024-02-21,44.20534921494314
2024-02-22,50.90312939902543
2024-02-23,56.26135354629127
2024-02-24,14.735116404981046
2024-02-25,8.037336220898752
2024-02-26,42.86579317812668
2024-02-27,42.86579317812668
2024-02-28,42.86579317812668
2024-02-29,45.544905251759594
2024-03-01,46.884461288576055
2024-03-02,14.735116404981046
2024-03-03,12.056004331348129
2024-03-04,45.544905251759594
2024-03-05,46.884461288576055
2024-03-06,49.56357336220897
2024-03-07,45.544905251759594
2024-03-08,46.884461288576055
2024-03-09,14.735116404981046
2024-03-10,10.71644829453167
2024-03-11,41.52623714131022
2024-03-12,49.56357336220897
2024-03-13,46.884461288576055
2024-03-14,40.186681104493765
2024-03-15,41.52623714131022
2024-03-16,10.71644829453167
2024-03-17,9.37689225771521
2024-03-18,45.544905251759594
2024-03-19,45.544905251759594
2024-03-20,48.224017325392516
2024-03-21,50.90312939902543
2024-03-22,45.544905251759594
2024-03-23,14.735116404981046
2024-03-24,9.37689225771521
2024-03-25,38.847125067677304
2024-03-26,38.847125067677304
2024-03-27,45.544905251759594
2024-03-28,45.544905251759594
2024-03-29,28.130676773145634
2024-03-30,9.37689225771521
2024-03-31,9.37689225771521
2024-04-01,38.847125067677304
2024-04-02,41.52623714131022
2024-04-03,45.544905251759594
2024-04-04,45.544905251759594
2024-04-05,49.56357336220897
2024-04-06,13.395560368164588
2024-04-07,9.37689225771521
2024-04-08,37.50756903086084
2024-04-09,40.186681104493765
2024-04-10,45.544905251759594
2024-04-11,41.52623714131022
2024-04-12,42.86579317812668
2024-04-13,14.735116404981046
2024-04-14,9.37689225771521
2024-04-15,45.544905251759594
2024-04-16,52.24268543584189
2024-04-17,45.544905251759594
2024-04-18,44.20534921494314
2024-04-19,45.544905251759594
2024-04-20,14.735116404981046
2024-04-21,12.056004331348129
2024-04-22,48.224017325392516
2024-04-23,45.544905251759594
2024-04-24,45.544905251759594
2024-04-25,46.884461288576055
2024-04-26,44.20534921494314
2024-04-27,12.056004331348129
2024-04-28,9.37689225771521
2024-04-29,40.186681104493765
2024-04-30,41.52623714131022
2024-05-01,48.224017325392516
2024-05-02,42.86579317812668
2024-05-03,42.86579317812668
2024-05-04,12.056004331348129
2024-05-05,8.037336220898752
2024-05-06,42.86579317812668
2024-05-07,41.52623714131022
2024-05-08,42.86579317812668
2024-05-09,45.544905251759594
2024-05-10,41.52623714131022
2024-05-11,12.056004331348129
2024-05-12,8.037336220898752
2024-05-13,41.52623714131022
2024-05-14,46.884461288576055
2024-05-15,50.90312939902543
2024-05-16,49.56357336220897
2024-05-17,52.24268543584189
2024-05-18,14.735116404981046
2024-05-19,10.71644829453167
2024-05-20,49.56357336220897
2024-05-21,44.20534921494314
2024-05-22,42.86579317812668
2024-05-23,48.224017325392516
2024-05-24,44.20534921494314
2024-05-25,12.056004331348129
2024-05-26,6.697780184082294
2024-05-27,10.71644829453167
2024-05-28,38.847125067677304
2024-05-29,40.186681104493765
2024-05-30,42.86579317812668
2024-05-31,42.86579317812668
2024-06-01,14.735116404981046
2024-06-02,8.037336220898752
2024-06-03,40.186681104493765
2024-06-04,41.52623714131022
2024-06-05,48.224017325392516
2024-06-06,46.884461288576055
2024-06-07,48.224017325392516
2024-06-08,13.395560368164588
2024-06-09,12.056004331348129
2024-06-10,44.20534921494314
2024-06-11,44.20534921494314
2024-06-12,57.60090958310773
2024-06-13,49.56357336220897
2024-06-14,44.20534921494314
2024-06-15,13.395560368164588
2024-06-16,10.71644829453167
2024-06-17,49.56357336220897
2024-06-18,46.884461288576055
2024-06-19,30.809788846778552
2024-06-20,46.884461288576055
2024-06-21,44.20534921494314
2024-06-22,13.395560368164588
2024-06-23,9.37689225771521
2024-06-24,45.544905251759594
2024-06-25,44.20534921494314
2024-06-26,44.20534921494314
2024-06-27,40.186681104493765
2024-06-28,48.224017325392516
2024-06-29,10.71644829453167
2024-06-30,9.37689225771521
2024-07-01,41.52623714131022
2024-07-02,42.86579317812668
2024-07-03,46.884461288576055
2024-07-04,16.074672441797503
2024-07-05,38.847125067677304
2024-07-06,16.074672441797503
2024-07-07,10.71644829453167
2024-07-08,42.86579317812668
2024-07-09,48.224017325392516
2024-07-10,49.56357336220897
2024-07-11,56.26135354629127
2024-07-12,53.58224147265835
2024-07-13,13.395560368164588
2024-07-14,9.37689225771521
2024-07-15,52.24268543584189
2024-07-16,49.56357336220897
2024-07-17,56.26135354629127
2024-07-18,50.90312939902543
2024-07-19,48.224017325392516
2024-07-20,14.735116404981046
2024-07-21,10.71644829453167
2024-07-22,48.224017325392516
2024-07-23,49.56357336220897
2024-07-24,50.90312939902543
2024-07-25,57.60090958310773
2024-07-26,50.90312939902543
2024-07-27,12.056004331348129
2024-07-28,10.71644829453167
2024-07-29,42.86579317812668
2024-07-30,48.224017325392516
2024-07-31,52.24268543584189
2024-08-01,53.58224147265835
2024-08-02,65.63824580400647
2024-08-03,18.75378451543042
2024-08-04,14.735116404981046
2024-08-05,133.95560368164587
2024-08-06,103.14581483486732
2024-08-07,76.35469409853815
2024-08-08,65.63824580400647
2024-08-09,62.95913373037356
2024-08-10,18.75378451543042
2024-08-11,10.71644829453167
2024-08-12,53.58224147265835
2024-08-13,53.58224147265835
2024-08-14,57.60090958310773
2024-08-15,60.280021656740644
2024-08-16,49.56357336220897
2024-08-17,17.414228478613964
2024-08-18,13.060671358960473
2024-08-19,50.2333513806172
2024-08-20,51.57290741743366
2024-08-21,53.833408229561435
2024-08-22,48.64262858689766
2024-08-23,56.76368706009744
2024-08-24,18.25145100162425
2024-08-25,12.390893340552243
2024-08-26,50.90312939902543
2024-08-27,48.64262858689766
2024-08-28,43.70301570113696
2024-08-29,51.57290741743366
2024-08-30,47.3030725500812
2024-08-31,10.13039252842447
2024-09-01,10.13039252842447
2024-09-02,10.13039252842447
2024-09-03,50.90312939902543
2024-09-04,57.43346507850567
2024-09-05,47.3030725500812
2024-09-06,50.90312939902543
2024-09-07,15.321172171088246
2024-09-08,9.460614510016239
2024-09-09,47.972850568489434
2024-09-10,45.712349756361654
2024-09-11,50.90312939902543
2024-09-12,47.3030725500812
2024-09-13,48.64262858689766
2024-09-14,15.990950189496475
2024-09-15,10.13039252842447
2024-09-16,44.3727937195452
2024-09-17,50.90312939902543
2024-09-18,63.62891174878179
2024-09-19,60.4474661613427
2024-09-20,54.08457498646452
2024-09-21,15.907227937195447
2024-09-22,12.725782349756358
