Time,temperature
2024-10-06,44.193180983172894
2024-10-07,45.66628701594533
2024-10-08,42.720074950400466
2024-10-09,41.24696891762804
2024-10-10,42.720074950400466
2024-10-11,42.720074950400466
2024-10-12,41.24696891762804
2024-10-13,42.720074950400466
2024-10-14,45.66628701594533
2024-10-15,50.08560511426262
2024-10-16,54.504923212579904
2024-10-17,51.55871114703505
2024-10-18,48.612499081490185
2024-10-19,42.720074950400466
2024-10-20,44.193180983172894
2024-10-21,47.13939304871776
2024-10-22,47.13939304871776
2024-10-23,44.193180983172894
2024-10-24,41.24696891762804
2024-10-25,41.24696891762804
2024-10-26,39.77386288485561
2024-10-27,44.193180983172894
2024-10-28,47.13939304871776
2024-10-29,44.193180983172894
2024-10-30,44.193180983172894
2024-10-31,42.720074950400466
2024-11-01,41.24696891762804
2024-11-02,41.24696891762804
2024-11-03,44.193180983172894
2024-11-04,45.66628701594533
2024-11-05,41.24696891762804
2024-11-06,32.40833272099346
2024-11-07,41.24696891762804
2024-11-08,42.720074950400466
2024-11-09,41.24696891762804
2024-11-10,44.193180983172894
2024-11-11,44.193180983172894
2024-11-12,48.612499081490185
2024-11-13,50.08560511426262
2024-11-14,47.13939304871776
2024-11-15,44.193180983172894
2024-11-16,41.24696891762804
2024-11-17,47.13939304871776
2024-11-18,47.13939304871776
2024-11-19,47.13939304871776
2024-11-20,50.08560511426262
2024-11-21,51.55871114703505
2024-11-22,53.031817179807476
2024-11-23,48.612499081490185
2024-11-24,53.031817179807476
2024-11-25,50.08560511426262
2024-11-26,48.612499081490185
2024-11-27,58.924241310897195
2024-11-28,147.310603277243
2024-11-29,60.39734734366963
2024-11-30,58.924241310897195
2024-12-01,57.45113527812477
2024-12-02,58.924241310897195
2024-12-03,57.45113527812477
2024-12-04,57.45113527812477
2024-12-05,54.504923212579904
2024-12-06,55.97802924535234
2024-12-07,48.612499081490185
2024-12-08,47.13939304871776
2024-12-09,48.612499081490185
2024-12-10,50.08560511426262
2024-12-11,53.031817179807476
2024-12-12,54.504923212579904
2024-12-13,48.612499081490185
2024-12-14,47.13939304871776
2024-12-15,47.13939304871776
2024-12-16,48.612499081490185
2024-12-17,47.13939304871776
2024-12-18,45.66628701594533
2024-12-19,42.720074950400466
2024-12-20,42.720074950400466
2024-12-21,50.08560511426262
2024-12-22,64.81666544198691
2024-12-23,51.55871114703505
2024-12-24,66.28977147475935
2024-12-25,79.54772576971122
2024-12-26,45.66628701594533
2024-12-27,42.720074950400466
2024-12-28,44.193180983172894
2024-12-29,44.193180983172894
2024-12-30,42.720074950400466
2024-12-31,47.13939304871776
2025-01-01,55.97802924535234
2025-01-02,47.13939304871776
2025-01-03,45.66628701594533
2025-01-04,55.97802924535234
2025-01-05,64.81666544198691
2025-01-06,61.87045337644206
2025-01-07,61.87045337644206
2025-01-08,63.343559409214485
2025-01-09,64.81666544198691
2025-01-10,61.87045337644206
2025-01-11,54.504923212579904
2025-01-12,58.924241310897195
2025-01-13,57.45113527812477
2025-01-14,58.924241310897195
2025-01-15,55.97802924535234
2025-01-16,54.504923212579904
2025-01-17,53.031817179807476
2025-01-18,60.39734734366963
2025-01-19,72.18219560584906
2025-01-20,89.85946799911822
2025-01-21,98.6981041957528
2025-01-22,88.38636196634579
2025-01-23,70.70908957307664
2025-01-24,60.39734734366963
2025-01-25,54.504923212579904
2025-01-26,58.924241310897195
2025-01-27,55.97802924535234
2025-01-28,51.55871114703505
2025-01-29,50.08560511426262
2025-01-30,53.031817179807476
2025-01-31,47.13939304871776
2025-02-01,44.193180983172894
2025-02-02,54.504923212579904
2025-02-03,51.55871114703505
2025-02-04,51.55871114703505
2025-02-05,53.031817179807476
2025-02-06,50.08560511426262
2025-02-07,47.13939304871776
2025-02-08,42.720074950400466
2025-02-09,53.031817179807476
2025-02-10,48.612499081490185
2025-02-11,51.55871114703505
2025-02-12,51.55871114703505
2025-02-13,55.97802924535234
2025-02-14,53.031817179807476
2025-02-15,48.612499081490185
2025-02-16,51.55871114703505
2025-02-17,55.97802924535234
2025-02-18,61.87045337644206
2025-02-19,66.28977147475935
2025-02-20,60.39734734366963
2025-02-21,54.504923212579904
2025-02-22,50.08560511426262
2025-02-23,50.08560511426262
2025-02-24,53.031817179807476
2025-02-25,51.55871114703505
2025-02-26,47.13939304871776
2025-02-27,47.13939304871776
2025-02-28,45.66628701594533
2025-03-01,45.66628701594533
2025-03-02,48.612499081490185
2025-03-03,48.612499081490185
2025-03-04,48.612499081490185
2025-03-05,47.13939304871776
2025-03-06,48.612499081490185
2025-03-07,45.66628701594533
2025-03-08,44.193180983172894
2025-03-09,47.13939304871776
2025-03-10,51.55871114703505
2025-03-11,48.612499081490185
2025-03-12,48.612499081490185
2025-03-13,47.13939304871776
2025-03-14,44.193180983172894
2025-03-15,44.193180983172894
2025-03-16,48.612499081490185
2025-03-17,48.612499081490185
2025-03-18,45.66628701594533
2025-03-19,47.13939304871776
2025-03-20,45.66628701594533
2025-03-21,44.193180983172894
2025-03-22,44.193180983172894
2025-03-23,45.66628701594533
2025-03-24,45.66628701594533
2025-03-25,47.13939304871776
2025-03-26,45.66628701594533
2025-03-27,41.24696891762804
2025-03-28,42.720074950400466
2025-03-29,42.720074950400466
2025-03-30,45.66628701594533
2025-03-31,45.66628701594533
2025-04-01,42.720074950400466
2025-04-02,44.193180983172894
2025-04-03,44.193180983172894
2025-04-04,41.24696891762804
2025-04-05,41.24696891762804
2025-04-06,47.13939304871776
2025-04-07,47.13939304871776
2025-04-08,47.13939304871776
2025-04-09,47.13939304871776
2025-04-10,48.612499081490185
2025-04-11,44.193180983172894
2025-04-12,45.66628701594533
2025-04-13,47.13939304871776
2025-04-14,47.13939304871776
2025-04-15,45.69168539582071
2025-04-16,44.193180983172894
2025-04-17,44.193180983172894
2025-04-18,41.19617215787726
2025-04-19,47.19018980846853
2025-04-20,62.17523393494669
2025-04-21,42.694676570525075
2025-04-22,44.193180983172894
2025-04-23,45.69168539582071
2025-04-24,42.694676570525075
2025-04-25,41.19617215787726
2025-04-26,41.19617215787726
2025-04-27,44.193180983172894
2025-04-28,47.19018980846853
2025-04-29,43.456627966786684
2025-04-30,42.694676570525075
2025-05-01,44.193180983172894
2025-05-02,42.694676570525075
2025-05-03,39.697667745229445
2025-05-04,45.69168539582071
2025-05-05,45.69168539582071
2025-05-06,42.694676570525075
2025-05-07,40.459619141491046
2025-05-08,41.958123554138865
2025-05-09,40.459619141491046
2025-05-10,41.19617215787726
2025-05-11,48.68869422111634
2025-05-12,45.69168539582071
2025-05-13,44.193180983172894
2025-05-14,44.193180983172894
2025-05-15,41.14537539812648
2025-05-16,41.14537539812648
2025-05-17,39.62147260560328
2025-05-18,42.66927819064969
2025-05-19,44.193180983172894
2025-05-20,39.62147260560328
2025-05-21,42.66927819064969
2025-05-22,39.62147260560328
2025-05-23,39.62147260560328
2025-05-24,44.193180983172894
2025-05-25,47.2409865682193
2025-05-26,48.7648893607425
2025-05-27,41.14537539812648
2025-05-28,41.14537539812648
2025-05-29,39.62147260560328
2025-05-30,39.62147260560328
2025-05-31,42.66927819064969
2025-06-01,44.193180983172894
2025-06-02,41.14537539812648
2025-06-03,39.62147260560328
2025-06-04,41.14537539812648
2025-06-05,41.14537539812648
2025-06-06,39.62147260560328
2025-06-07,42.66927819064969
2025-06-08,47.2409865682193
2025-06-09,41.14537539812648
2025-06-10,39.62147260560328
2025-06-11,41.14537539812648
2025-06-12,39.62147260560328
2025-06-13,38.09756981308008
2025-06-14,41.14537539812648
2025-06-15,47.2409865682193
2025-06-16,39.62147260560328
2025-06-17,39.62147260560328
2025-06-18,41.14537539812648
2025-06-19,42.66927819064969
2025-06-20,44.193180983172894
2025-06-21,53.33659773831211
2025-06-22,60.956111700928126
2025-06-23,56.38440332335852
2025-06-24,62.48001449345133
2025-06-25,53.33659773831211
2025-06-26,45.717083775696096
2025-06-27,41.14537539812648
2025-06-28,42.66927819064969
2025-06-29,51.812694945788905
2025-06-30,44.193180983172894
2025-07-01,42.66927819064969
2025-07-02,39.62147260560328
2025-07-03,41.14537539812648
2025-07-04,51.812694945788905
2025-07-05,45.717083775696096
2025-07-06,47.2409865682193
2025-07-07,41.14537539812648
2025-07-08,41.14537539812648
2025-07-09,39.62147260560328
2025-07-10,39.62147260560328
2025-07-11,41.14537539812648
2025-07-12,44.193180983172894
2025-07-13,48.7648893607425
2025-07-14,44.193180983172894
2025-07-15,39.62147260560328
2025-07-16,42.66927819064969
2025-07-17,48.7648893607425
2025-07-18,39.62147260560328
2025-07-19,57.90830611588172
2025-07-20,60.956111700928126
2025-07-21,51.812694945788905
2025-07-22,45.717083775696096
2025-07-23,45.717083775696096
2025-07-24,45.717083775696096
2025-07-25,45.717083775696096
2025-07-26,53.33659773831211
2025-07-27,60.956111700928126
2025-07-28,51.812694945788905
2025-07-29,60.956111700928126
2025-07-30,70.09952845606735
2025-07-31,62.48001449345133
2025-08-01,48.7648893607425
2025-08-02,41.14537539812648
2025-08-03,44.193180983172894
2025-08-04,41.14537539812648
2025-08-05,45.717083775696096
2025-08-06,45.717083775696096
2025-08-07,42.66927819064969
2025-08-08,44.193180983172894
2025-08-09,50.2887921532657
2025-08-10,53.33659773831211
2025-08-11,48.7648893607425
2025-08-12,42.66927819064969
2025-08-13,39.62147260560328
2025-08-14,41.14537539812648
2025-08-15,41.14537539812648
2025-08-16,42.66927819064969
2025-08-17,45.717083775696096
2025-08-18,41.14537539812648
2025-08-19,41.14537539812648
2025-08-20,42.66927819064969
2025-08-21,42.66927819064969
2025-08-22,39.62147260560328
2025-08-23,42.66927819064969
2025-08-24,45.717083775696096
2025-08-25,44.193180983172894
2025-08-26,42.66927819064969
2025-08-27,44.193180983172894
2025-08-28,41.14537539812648
2025-08-29,39.62147260560328
2025-08-30,42.66927819064969
2025-08-31,48.7648893607425
2025-09-01,45.717083775696096
2025-09-02,44.193180983172894
2025-09-03,44.193180983172894
2025-09-04,42.66927819064969
2025-09-05,41.14537539812648
2025-09-06,42.66927819064969
2025-09-07,42.66927819064969
2025-09-08,44.193180983172894
2025-09-09,44.193180983172894
2025-09-10,39.62147260560328
2025-09-11,39.62147260560328
2025-09-12,38.09756981308008
2025-09-13,38.09756981308008
2025-09-14,39.62147260560328
2025-09-15,44.193180983172894
2025-09-16,45.717083775696096
2025-09-17,45.717083775696096
2025-09-18,44.193180983172894
2025-09-19,44.193180983172894
2025-09-20,41.14537539812648
2025-09-21,42.66927819064969
2025-09-22,45.717083775696096
2025-09-23,45.717083775696096
2025-09-24,44.193180983172894
2025-09-25,41.14537539812648
2025-09-26,42.66927819064969
2025-09-27,39.62147260560328
2025-09-28,42.66927819064969
2025-09-29,42.66927819064969
2025-09-30,44.193180983172894
2025-10-01,44.193180983172894
2025-10-02,44.193180983172894
2025-10-03,41.14537539812648
2025-10-04,38.09756981308008
2025-10-05,42.66927819064969
2025-10-06,44.193180983172894
2025-10-07,44.193180983172894
2025-10-08,48.7648893607425
2025-10-09,48.7648893607425
2025-10-10,44.193180983172894
2025-10-11,42.66927819064969
2025-10-12,44.193180983172894
2025-10-13,47.2409865682193
2025-10-14,45.717083775696096
2025-10-15,45.717083775696096
2025-10-16,47.2409865682193
2025-10-17,44.193180983172894
2025-10-18,42.66927819064969
2025-10-19,47.2409865682193
2025-10-20,47.2409865682193
2025-10-21,48.7648893607425
2025-10-22,51.812694945788905
2025-10-23,51.812694945788905
2025-10-24,47.2409865682193
2025-10-25,44.193180983172894
2025-10-26,47.2409865682193
2025-10-27,48.7648893607425
2025-10-28,50.2887921532657
2025-10-29,50.2887921532657
2025-10-30,53.33659773831211
2025-10-31,48.7648893607425
2025-11-01,50.2887921532657
2025-11-02,53.33659773831211
2025-11-03,53.33659773831211
2025-11-04,48.7648893607425
2025-11-05,50.2887921532657
2025-11-06,50.2887921532657
2025-11-07,50.2887921532657
2025-11-08,48.7648893607425
2025-11-09,53.33659773831211
2025-11-10,67.05172287102094
2025-11-11,79.24294521120656
2025-11-12,59.432208908404924
2025-11-13,53.33659773831211
2025-11-14,50.2887921532657
2025-11-15,50.2887921532657
2025-11-16,47.2409865682193
2025-11-17,59.432208908404924
2025-11-18,54.86050053083531
2025-11-19,54.86050053083531
2025-11-20,54.86050053083531
2025-11-21,51.812694945788905
2025-11-22,48.7648893607425
2025-11-23,54.86050053083531
2025-11-24,53.33659773831211
2025-11-25,54.86050053083531
2025-11-26,65.52782007849774
2025-11-27,152.3902792523203
2025-11-28,67.05172287102094
2025-11-29,67.05172287102094
2025-11-30,65.52782007849774
2025-12-01,67.05172287102094
2025-12-02,68.57562566354414
2025-12-03,64.00391728597454
2025-12-04,68.57562566354414
2025-12-05,65.52782007849774
2025-12-06,59.432208908404924
2025-12-07,67.05172287102094
2025-12-08,64.00391728597454
2025-12-09,67.05172287102094
2025-12-10,60.956111700928126
2025-12-11,60.88985505777494
2025-12-12,58.173332688494455
2025-12-13,62.844426030793834
2025-12-14,78.97791863859382
2025-12-15,77.61965745395358
2025-12-16,63.606377427055435
2025-12-17,58.93528408475605
2025-12-18,54.86050053083531
2025-12-19,53.50223934619507
2025-12-20,56.21876171547556
2025-12-21,56.21876171547556
2025-12-22,52.14397816155482
2025-12-23,51.54766837317617
2025-12-24,70.23204174237371
2025-12-25,86.96184413855235
2025-12-26,59.531593873134696
2025-12-27,54.86050053083531
2025-12-28,62.248116242415186
2025-12-29,62.248116242415186
2025-12-30,64.20268721543408
2025-12-31,64.20268721543408
2026-01-01,72.9485641116542
2026-01-02,53.50223934619507
2026-01-03,55.45681031921396
2026-01-04,54.86050053083531
2026-01-05,53.50223934619507
2026-01-06,54.86050053083531
2026-01-07,53.50223934619507
2026-01-08,56.21876171547556
2026-01-09,56.21876171547556
2026-01-10,56.0531201075926
2026-01-11,60.823598414621756
2026-01-12,60.823598414621756
2026-01-13,64.40145714489363
2026-01-14,60.823598414621756
2026-01-15,64.40145714489363
2026-01-16,63.20883756813634
2026-01-17,67.9793158751655
2026-01-18,77.52027248922381
2026-01-19,79.90551164273839
2026-01-20,77.52027248922381
2026-01-21,79.90551164273839
2026-01-22,77.52027248922381
2026-01-23,90.63908783355399
2026-01-24,107.33576190815604
2026-01-25,119.26195767572894
2026-01-26,96.60218571734043
2026-01-27,88.25384868003941
2026-01-28,75.13503333570922
2026-01-29,76.32765291246652
2026-01-30,78.7128920659811
2026-01-31,85.86860952652484
2026-02-01,109.72100106167062
2026-02-02,84.67598994976754
2026-02-03,81.09813121949567
2026-02-04,73.94241375895194
2026-02-05,77.52027248922381
2026-02-06,73.94241375895194
2026-02-07,72.74979418219465
2026-02-08,82.29075079625296
2026-02-09,67.9793158751655
2026-02-10,65.59407672165092
2026-02-11,59.63097883786447
2026-02-12,56.0531201075926
2026-02-13,59.63097883786447
2026-02-14,60.823598414621756
2026-02-15,64.40145714489363
2026-02-16,67.9793158751655
2026-02-17,66.7866962984082
2026-02-18,59.63097883786447
2026-02-19,56.0531201075926
2026-02-20,62.016217991379044
2026-02-21,62.016217991379044
2026-02-22,60.823598414621756
2026-02-23,72.74979418219465
2026-02-24,64.40145714489363
2026-02-25,63.20883756813634
2026-02-26,66.7866962984082
2026-02-27,70.36455502868007
2026-02-28,52.475261377320734
2026-03-01,51.28264180056344
2026-03-02,67.9793158751655
2026-03-03,71.55717460543737
2026-03-04,63.20883756813634
2026-03-05,66.7866962984082
2026-03-06,58.43835926110718
2026-03-07,56.0531201075926
2026-03-08,66.7866962984082
2026-03-09,63.20883756813634
2026-03-10,60.823598414621756
2026-03-11,59.63097883786447
2026-03-12,60.823598414621756
2026-03-13,58.43835926110718
2026-03-14,58.43835926110718
2026-03-15,65.59407672165092
2026-03-16,66.7866962984082
2026-03-17,67.9793158751655
2026-03-18,69.17193545192278
2026-03-19,69.17193545192278
2026-03-20,67.9793158751655
2026-03-21,67.9793158751655
2026-03-22,69.17193545192278
2026-03-23,65.59407672165092
2026-03-24,60.823598414621756
2026-03-25,58.43835926110718
2026-03-26,58.43835926110718
2026-03-27,57.245739684349886
2026-03-28,58.43835926110718
2026-03-29,59.63097883786447
2026-03-30,57.245739684349886
2026-03-31,59.63097883786447
2026-04-01,62.016217991379044
2026-04-02,54.86050053083531
2026-04-03,53.66788095407802
2026-04-04,62.016217991379044
2026-04-05,72.74979418219465
2026-04-06,64.40145714489363
2026-04-07,59.63097883786447
2026-04-08,64.40145714489363
2026-04-09,62.016217991379044
2026-04-10,59.63097883786447
2026-04-11,58.43835926110718
2026-04-12,60.823598414621756
2026-04-13,59.63097883786447
2026-04-14,62.016217991379044
2026-04-15,63.20883756813634
2026-04-16,59.63097883786447
2026-04-17,67.9793158751655
2026-04-18,64.40145714489363
2026-04-19,65.59407672165092
2026-04-20,64.40145714489363
2026-04-21,63.20883756813634
2026-04-22,62.016217991379044
2026-04-23,57.245739684349886
2026-04-24,57.245739684349886
2026-04-25,52.475261377320734
2026-04-26,63.20883756813634
2026-04-27,57.245739684349886
2026-04-28,59.63097883786447
2026-04-29,56.0531201075926
2026-04-30,57.245739684349886
2026-05-01,56.0531201075926
2026-05-02,57.245739684349886
2026-05-03,60.823598414621756
2026-05-04,56.0531201075926
2026-05-05,54.86050053083531
2026-05-06,54.86050053083531
2026-05-07,58.43835926110718
2026-05-08,54.86050053083531
2026-05-09,51.28264180056344
2026-05-10,59.63097883786447
2026-05-11,54.86050053083531
2026-05-12,54.86050053083531
2026-05-13,56.0531201075926
2026-05-14,56.0531201075926
2026-05-15,54.86050053083531
2026-05-16,58.43835926110718
2026-05-17,62.016217991379044
2026-05-18,60.823598414621756
2026-05-19,65.59407672165092
2026-05-20,64.40145714489363
2026-05-21,58.43835926110718
2026-05-22,56.0531201075926
2026-05-23,60.823598414621756
2026-05-24,59.63097883786447
2026-05-25,65.59407672165092
2026-05-26,57.245739684349886
2026-05-27,53.66788095407802
2026-05-28,57.245739684349886
2026-05-29,56.0531201075926
2026-05-30,57.245739684349886
2026-05-31,64.40145714489363
