Time,petsmart
2022-04-26,51.0
2022-04-27,51.0
2022-04-28,54.0
2022-04-29,55.0
2022-04-30,79.0
2022-05-01,80.0
2022-05-02,52.0
2022-05-03,51.0
2022-05-04,50.0
2022-05-05,49.0
2022-05-06,56.0
2022-05-07,75.0
2022-05-08,70.0
2022-05-09,57.0
2022-05-10,54.0
2022-05-11,49.0
2022-05-12,58.0
2022-05-13,56.0
2022-05-14,75.0
2022-05-15,78.0
2022-05-16,58.0
2022-05-17,54.0
2022-05-18,53.0
2022-05-19,53.0
2022-05-20,58.0
2022-05-21,71.0
2022-05-22,77.0
2022-05-23,59.0
2022-05-24,54.0
2022-05-25,56.0
2022-05-26,58.0
2022-05-27,62.0
2022-05-28,72.0
2022-05-29,86.0
2022-05-30,88.0
2022-05-31,61.0
2022-06-01,59.0
2022-06-02,60.0
2022-06-03,63.0
2022-06-04,76.0
2022-06-05,82.0
2022-06-06,61.0
2022-06-07,58.0
2022-06-08,62.0
2022-06-09,66.0
2022-06-10,62.0
2022-06-11,76.0
2022-06-12,85.0
2022-06-13,64.0
2022-06-14,62.0
2022-06-15,66.0
2022-06-16,69.0
2022-06-17,61.0
2022-06-18,83.0
2022-06-19,80.0
2022-06-20,72.0
2022-06-21,63.0
2022-06-22,62.0
2022-06-23,58.0
2022-06-24,64.0
2022-06-25,78.0
2022-06-26,86.0
2022-06-27,63.0
2022-06-28,62.0
2022-06-29,60.0
2022-06-30,64.0
2022-07-01,70.0
2022-07-02,83.0
2022-07-03,86.0
2022-07-04,100.0
2022-07-05,62.0
2022-07-06,62.0
2022-07-07,60.0
2022-07-08,67.0
2022-07-09,83.0
2022-07-10,84.0
2022-07-11,68.0
2022-07-12,63.0
2022-07-13,65.0
2022-07-14,67.0
2022-07-15,67.0
2022-07-16,85.0
2022-07-17,85.0
2022-07-18,63.0
2022-07-19,62.0
2022-07-20,61.0
2022-07-21,62.0
2022-07-22,66.0
2022-07-23,80.0
2022-07-24,86.0
2022-07-25,61.0
2022-07-26,62.0
2022-07-27,60.0
2022-07-28,58.0
2022-07-29,64.0
2022-07-30,71.0
2022-07-31,82.0
2022-08-01,65.0
2022-08-02,60.0
2022-08-03,59.0
2022-08-04,58.0
2022-08-05,64.0
2022-08-06,76.0
2022-08-07,84.0
2022-08-08,58.0
2022-08-09,56.0
2022-08-10,59.0
2022-08-11,57.0
2022-08-12,68.0
2022-08-13,74.0
2022-08-14,87.0
2022-08-15,60.0
2022-08-16,58.0
2022-08-17,56.0
2022-08-18,58.0
2022-08-19,60.0
2022-08-20,74.0
2022-08-21,80.0
2022-08-22,61.0
2022-08-23,52.0
2022-08-24,53.0
2022-08-25,54.0
2022-08-26,60.0
2022-08-27,77.0
2022-08-28,81.0
2022-08-29,56.64301929625425
2022-08-30,53.419409761634505
2022-08-31,53.919409761634505
2022-09-01,63.3138479001135
2022-09-02,57.25482406356413
2022-09-03,73.2082860385925
2022-09-04,89.16174801362088
2022-09-05,86.93813847900114
2022-09-06,52.80760499432463
2022-09-07,50.08399545970488
2022-09-08,48.972190692395
2022-09-09,52.30760499432463
2022-09-10,68.76106696935301
2022-09-11,69.87287173666289
2022-09-12,53.919409761634505
2022-09-13,53.919409761634505
2022-09-14,50.08399545970488
2022-09-15,56.14301929625425
2022-09-16,56.14301929625425
2022-09-17,69.87287173666289
2022-09-18,63.8138479001135
2022-09-19,52.80760499432463
2022-09-20,53.919409761634505
2022-09-21,50.08399545970488
2022-09-22,51.69580022701476
2022-09-23,55.031214528944375
2022-09-24,69.37287173666289
2022-09-25,75.93189557321226
2022-09-26,55.031214528944375
2022-09-27,50.08399545970488
2022-09-28,51.39160045402951
2022-09-29,47.72077185017026
2022-09-30,56.28603859250851
2022-10-01,67.29852440408627
2022-10-02,73.41657207718501
2022-10-03,52.615209988649255
2022-10-04,50.16799091940976
2022-10-05,51.39160045402951
2022-10-06,48.944381384790006
2022-10-07,55.06242905788876
2022-10-08,68.522133938706
2022-10-09,68.522133938706
2022-10-10,57.50964812712826
2022-10-11,50.16799091940976
2022-10-12,47.72077185017026
2022-10-13,50.16799091940976
2022-10-14,50.16799091940976
2022-10-15,63.62769580022701
2022-10-16,69.74574347332576
2022-10-17,47.72077185017026
2022-10-18,48.944381384790006
2022-10-19,50.16799091940976
2022-10-20,50.16799091940976
2022-10-21,53.83881952326901
2022-10-22,68.522133938706
2022-10-23,68.522133938706
2022-10-24,48.944381384790006
2022-10-25,50.16799091940976
2022-10-26,51.39160045402951
2022-10-27,50.16799091940976
2022-10-28,51.39160045402951
2022-10-29,61.18047673098751
2022-10-30,68.522133938706
2022-10-31,48.944381384790006
2022-11-01,46.497162315550504
2022-11-02,47.72077185017026
2022-11-03,50.16799091940976
2022-11-04,55.06242905788876
2022-11-05,66.07491486946651
2022-11-06,68.522133938706
2022-11-07,50.16799091940976
2022-11-08,48.944381384790006
2022-11-09,45.27355278093076
2022-11-10,51.39160045402951
2022-11-11,56.28603859250851
2022-11-12,68.522133938706
2022-11-13,74.64018161180476
2022-11-14,57.50964812712826
2022-11-15,46.497162315550504
2022-11-16,48.944381384790006
2022-11-17,48.944381384790006
2022-11-18,58.73325766174801
2022-11-19,74.64018161180476
2022-11-20,77.08740068104426
2022-11-21,58.73325766174801
2022-11-22,61.18047673098751
2022-11-23,66.07491486946651
2022-11-24,64.85130533484676
2022-11-25,122.36095346197501
2022-11-26,81.98183881952326
2022-11-27,73.41657207718501
2022-11-28,56.28603859250851
2022-11-29,50.16799091940976
2022-11-30,48.944381384790006
2022-12-01,50.16799091940976
2022-12-02,55.06242905788876
2022-12-03,63.62769580022701
2022-12-04,72.19296254256525
2022-12-05,48.944381384790006
2022-12-06,47.72077185017026
2022-12-07,51.39160045402951
2022-12-08,51.39160045402951
2022-12-09,55.06242905788876
2022-12-10,74.64018161180476
2022-12-11,77.08740068104426
2022-12-12,53.83881952326901
2022-12-13,50.16799091940976
2022-12-14,53.83881952326901
2022-12-15,53.83881952326901
2022-12-16,61.18047673098751
2022-12-17,83.20544835414302
2022-12-18,89.32349602724176
2022-12-19,75.86379114642452
2022-12-20,68.522133938706
2022-12-21,74.64018161180476
2022-12-22,78.31101021566401
2022-12-23,86.87627695800226
2022-12-24,112.57207718501702
2022-12-25,48.944381384790006
2022-12-26,80.7582292849035
2022-12-27,63.62769580022701
2022-12-28,67.29852440408627
2022-12-29,59.95686719636776
2022-12-30,63.62769580022701
2022-12-31,78.31101021566401
2023-01-01,77.08740068104426
2023-01-02,66.07491486946651
2023-01-03,50.16799091940976
2023-01-04,51.39160045402951
2023-01-05,56.28603859250851
2023-01-06,53.83881952326901
2023-01-07,73.41657207718501
2023-01-08,68.522133938706
2023-01-09,46.497162315550504
2023-01-10,48.944381384790006
2023-01-11,47.72077185017026
2023-01-12,45.27355278093076
2023-01-13,50.16799091940976
2023-01-14,72.19296254256525
2023-01-15,73.41657207718501
2023-01-16,59.95686719636776
2023-01-17,48.944381384790006
2023-01-18,48.944381384790006
2023-01-19,48.944381384790006
2023-01-20,53.83881952326901
2023-01-21,67.29852440408627
2023-01-22,70.96935300794551
2023-01-23,52.615209988649255
2023-01-24,52.615209988649255
2023-01-25,42.826333711691255
2023-01-26,47.72077185017026
2023-01-27,51.39160045402951
2023-01-28,68.522133938706
2023-01-29,66.07491486946651
2023-01-30,47.72077185017026
2023-01-31,46.497162315550504
2023-02-01,47.72077185017026
2023-02-02,50.16799091940976
2023-02-03,53.83881952326901
2023-02-04,69.74574347332576
2023-02-05,70.96935300794551
2023-02-06,46.497162315550504
2023-02-07,50.16799091940976
2023-02-08,46.497162315550504
2023-02-09,48.944381384790006
2023-02-10,51.39160045402951
2023-02-11,68.522133938706
2023-02-12,63.62769580022701
2023-02-13,44.04994324631101
2023-02-14,48.944381384790006
2023-02-15,48.944381384790006
2023-02-16,52.615209988649255
2023-02-17,55.06242905788876
2023-02-18,73.41657207718501
2023-02-19,72.19296254256525
2023-02-20,61.18047673098751
2023-02-21,50.16799091940976
2023-02-22,46.497162315550504
2023-02-23,50.16799091940976
2023-02-24,52.615209988649255
2023-02-25,74.64018161180476
2023-02-26,89.32349602724176
2023-02-27,51.39160045402951
2023-02-28,50.16799091940976
2023-03-01,46.497162315550504
2023-03-02,51.39160045402951
2023-03-03,50.16799091940976
2023-03-04,70.96935300794551
2023-03-05,74.64018161180476
2023-03-06,52.615209988649255
2023-03-07,50.16799091940976
2023-03-08,48.944381384790006
2023-03-09,52.615209988649255
2023-03-10,55.06242905788876
2023-03-11,69.74574347332576
2023-03-12,68.522133938706
2023-03-13,50.16799091940976
2023-03-14,47.72077185017026
2023-03-15,51.39160045402951
2023-03-16,52.615209988649255
2023-03-17,47.72077185017026
2023-03-18,67.29852440408627
2023-03-19,74.64018161180476
2023-03-20,51.39160045402951
2023-03-21,47.72077185017026
2023-03-22,51.39160045402951
2023-03-23,48.944381384790006
2023-03-24,51.39160045402951
2023-03-25,63.62769580022701
2023-03-26,70.96935300794551
2023-03-27,50.16799091940976
2023-03-28,46.497162315550504
2023-03-29,45.27355278093076
2023-03-30,47.72077185017026
2023-03-31,51.39160045402951
2023-04-01,68.522133938706
2023-04-02,68.522133938706
2023-04-03,51.39160045402951
2023-04-04,47.72077185017026
2023-04-05,46.497162315550504
2023-04-06,51.39160045402951
2023-04-07,58.73325766174801
2023-04-08,64.85130533484676
2023-04-09,78.31101021566401
2023-04-10,55.06242905788876
2023-04-11,48.944381384790006
2023-04-12,52.615209988649255
2023-04-13,47.72077185017026
2023-04-14,52.615209988649255
2023-04-15,66.07491486946651
2023-04-16,67.29852440408627
2023-04-17,46.497162315550504
2023-04-18,45.27355278093076
2023-04-19,55.06242905788876
2023-04-20,48.944381384790006
2023-04-21,51.39160045402951
2023-04-22,67.29852440408627
2023-04-23,68.522133938706
2023-04-24,48.944381384790006
2023-04-25,47.72077185017026
2023-04-26,51.425015018694026
2023-04-27,45.21547508520433
2023-04-28,48.62614743560412
2023-04-29,66.11787645260661
2023-04-30,71.19052560262972
2023-05-01,49.15123345176084
2023-05-02,46.35236586867093
2023-05-03,43.55349828558102
2023-05-04,47.48925665213753
2023-05-05,50.288124235227436
2023-05-06,62.70720410220682
2023-05-07,63.844094885673414
2023-05-08,45.21547508520433
2023-05-09,45.21547508520433
2023-05-10,49.15123345176084
2023-05-11,50.288124235227436
2023-05-12,53.69879658562722
2023-05-13,63.844094885673414
2023-05-14,62.18211808605011
2023-05-15,53.69879658562722
2023-05-16,49.15123345176084
2023-05-17,45.21547508520433
2023-05-18,49.15123345176084
2023-05-19,50.288124235227436
2023-05-20,71.19052560262972
2023-05-21,67.2547672360732
2023-05-22,51.425015018694026
2023-05-23,47.48925665213753
2023-05-24,50.288124235227436
2023-05-25,54.83568736909382
2023-05-26,53.55877364798543
2023-05-27,68.26118210037359
2023-05-28,72.46187022962735
2023-05-29,73.51204226194079
2023-05-30,53.55877364798543
2023-05-31,53.55877364798543
2023-06-01,55.65911771261231
2023-06-02,57.75946177723919
2023-06-03,66.1608380357467
2023-06-04,72.46187022962735
2023-06-05,52.50860161567199
2023-06-06,52.50860161567199
2023-06-07,50.40825755104511
2023-06-08,53.55877364798543
2023-06-09,55.65911771261231
2023-06-10,65.11066600343327
2023-06-11,69.31135413268703
2023-06-12,56.70928974492575
2023-06-13,54.60894568029887
2023-06-14,55.65911771261231
2023-06-15,55.65911771261231
2023-06-16,56.70928974492575
2023-06-17,66.1608380357467
2023-06-18,68.26118210037359
2023-06-19,60.90997787417951
2023-06-20,52.50860161567199
2023-06-21,54.60894568029887
2023-06-22,52.50860161567199
2023-06-23,53.55877364798543
2023-06-24,68.26118210037359
2023-06-25,73.51204226194079
2023-06-26,60.90997787417951
2023-06-27,54.60894568029887
2023-06-28,54.60894568029887
2023-06-29,56.70928974492575
2023-06-30,57.75946177723919
2023-07-01,77.71273039119454
2023-07-02,81.9134185204483
2023-07-03,69.31135413268703
2023-07-04,76.6625583588811
2023-07-05,52.50860161567199
2023-07-06,53.55877364798543
2023-07-07,57.75946177723919
2023-07-08,72.46187022962735
2023-07-09,71.41169819731391
2023-07-10,55.65911771261231
2023-07-11,51.45842958335855
2023-07-12,56.70928974492575
2023-07-13,57.75946177723919
2023-07-14,58.80963380955263
2023-07-15,69.31135413268703
2023-07-16,74.56221429425423
2023-07-17,58.80963380955263
2023-07-18,54.60894568029887
2023-07-19,55.65911771261231
2023-07-20,51.45842958335855
2023-07-21,55.65911771261231
2023-07-22,65.11066600343327
2023-07-23,70.36152616500047
2023-07-24,54.60894568029887
2023-07-25,55.65911771261231
2023-07-26,49.35808551873167
2023-07-27,52.50860161567199
2023-07-28,56.70928974492575
2023-07-29,68.26118210037359
2023-07-30,69.31135413268703
2023-07-31,55.65911771261231
2023-08-01,51.45842958335855
2023-08-02,49.35808551873167
2023-08-03,52.50860161567199
2023-08-04,55.65911771261231
2023-08-05,64.06049397111983
2023-08-06,66.1608380357467
2023-08-07,53.55877364798543
2023-08-08,49.35808551873167
2023-08-09,55.65911771261231
2023-08-10,49.35808551873167
2023-08-11,52.50860161567199
2023-08-12,63.010321938806385
2023-08-13,72.46187022962735
2023-08-14,51.45842958335855
2023-08-15,47.25774145410479
2023-08-16,48.30791348641823
2023-08-17,49.35808551873167
2023-08-18,52.50860161567199
2023-08-19,65.11066600343327
2023-08-20,64.06049397111983
2023-08-21,48.30791348641823
2023-08-22,47.25774145410479
2023-08-23,46.20756942179135
2023-08-24,47.25774145410479
2023-08-25,56.70928974492575
2023-08-26,59.85980584186607
2023-08-27,69.31135413268703
2023-08-28,47.25774145410479
2023-08-29,49.35808551873167
2023-08-30,45.157397389477914
2023-08-31,47.25774145410479
2023-09-01,54.60894568029887
2023-09-02,65.11066600343327
2023-09-03,66.1608380357467
2023-09-04,68.26118210037359
2023-09-05,49.35808551873167
2023-09-06,47.25774145410479
2023-09-07,43.05705332485103
2023-09-08,50.40825755104511
2023-09-09,59.85980584186607
2023-09-10,60.90997787417951
2023-09-11,44.107225357164474
2023-09-12,42.00688129253759
2023-09-13,44.107225357164474
2023-09-14,45.157397389477914
2023-09-15,50.40825755104511
2023-09-16,60.90997787417951
2023-09-17,61.96014990649295
2023-09-18,45.157397389477914
2023-09-19,44.107225357164474
2023-09-20,42.00688129253759
2023-09-21,48.30791348641823
2023-09-22,47.25774145410479
2023-09-23,61.96014990649295
2023-09-24,60.90997787417951
2023-09-25,48.30791348641823
2023-09-26,46.20756942179135
2023-09-27,40.95670926022415
2023-09-28,45.157397389477914
2023-09-29,48.30791348641823
2023-09-30,60.90997787417951
2023-10-01,68.26118210037359
2023-10-02,47.25774145410479
2023-10-03,43.05705332485103
2023-10-04,43.05705332485103
2023-10-05,43.05705332485103
2023-10-06,48.30791348641823
2023-10-07,56.70928974492575
2023-10-08,60.90997787417951
2023-10-09,50.40825755104511
2023-10-10,45.157397389477914
2023-10-11,44.107225357164474
2023-10-12,45.157397389477914
2023-10-13,48.30791348641823
2023-10-14,60.90997787417951
2023-10-15,64.06049397111983
2023-10-16,44.107225357164474
2023-10-17,43.05705332485103
2023-10-18,43.05705332485103
2023-10-19,46.20756942179135
2023-10-20,45.157397389477914
2023-10-21,54.60894568029887
2023-10-22,61.96014990649295
2023-10-23,45.157397389477914
2023-10-24,42.00688129253759
2023-10-25,43.05705332485103
2023-10-26,44.107225357164474
2023-10-27,45.157397389477914
2023-10-28,57.75946177723919
2023-10-29,53.55877364798543
2023-10-30,42.00688129253759
2023-10-31,44.107225357164474
2023-11-01,45.157397389477914
2023-11-02,45.157397389477914
2023-11-03,45.157397389477914
2023-11-04,59.85980584186607
2023-11-05,63.010321938806385
2023-11-06,46.20756942179135
2023-11-07,48.30791348641823
2023-11-08,44.107225357164474
2023-11-09,48.30791348641823
2023-11-10,51.45842958335855
2023-11-11,69.31135413268703
2023-11-12,66.1608380357467
2023-11-13,49.35808551873167
2023-11-14,46.20756942179135
2023-11-15,45.157397389477914
2023-11-16,47.25774145410479
2023-11-17,54.60894568029887
2023-11-18,67.21101006806015
2023-11-19,69.31135413268703
2023-11-20,51.45842958335855
2023-11-21,54.60894568029887
2023-11-22,64.06049397111983
2023-11-23,68.26118210037359
2023-11-24,92.4151388435827
2023-11-25,71.41169819731391
2023-11-26,75.61238632656767
2023-11-27,54.60894568029887
2023-11-28,50.40825755104511
2023-11-29,46.20756942179135
2023-11-30,47.25774145410479
2023-12-01,49.35808551873167
2023-12-02,63.010321938806385
2023-12-03,70.36152616500047
2023-12-04,47.25774145410479
2023-12-05,44.107225357164474
2023-12-06,44.107225357164474
2023-12-07,47.25774145410479
2023-12-08,50.40825755104511
2023-12-09,59.85980584186607
2023-12-10,63.010321938806385
2023-12-11,43.05705332485103
2023-12-12,48.30791348641823
2023-12-13,47.25774145410479
2023-12-14,52.50860161567199
2023-12-15,54.60894568029887
2023-12-16,71.41169819731391
2023-12-17,79.81307445582142
2023-12-18,54.60894568029887
2023-12-19,55.65911771261231
2023-12-20,56.70928974492575
2023-12-21,61.96014990649295
2023-12-22,72.46187022962735
2023-12-23,97.6659990051499
2023-12-24,105.01720323134398
2023-12-25,40.95670926022415
2023-12-26,57.75946177723919
2023-12-27,57.75946177723919
2023-12-28,54.60894568029887
2023-12-29,56.70928974492575
2023-12-30,64.06049397111983
2023-12-31,63.010321938806385
2024-01-01,68.26118210037359
2024-01-02,47.25774145410479
2024-01-03,49.35808551873167
2024-01-04,49.35808551873167
2024-01-05,48.30791348641823
2024-01-06,63.010321938806385
2024-01-07,61.96014990649295
2024-01-08,43.05705332485103
2024-01-09,40.95670926022415
2024-01-10,44.107225357164474
2024-01-11,52.50860161567199
2024-01-12,48.30791348641823
2024-01-13,59.85980584186607
2024-01-14,60.90997787417951
2024-01-15,49.35808551873167
2024-01-16,44.107225357164474
2024-01-17,44.107225357164474
2024-01-18,43.05705332485103
2024-01-19,43.05705332485103
2024-01-20,61.96014990649295
2024-01-21,58.80963380955263
2024-01-22,45.157397389477914
2024-01-23,40.95670926022415
2024-01-24,40.95670926022415
2024-01-25,45.157397389477914
2024-01-26,46.20756942179135
2024-01-27,66.1608380357467
2024-01-28,58.80963380955263
2024-01-29,42.00688129253759
2024-01-30,40.95670926022415
2024-01-31,44.107225357164474
2024-02-01,45.157397389477914
2024-02-02,50.40825755104511
2024-02-03,60.90997787417951
2024-02-04,67.21101006806015
2024-02-05,45.157397389477914
2024-02-06,43.05705332485103
2024-02-07,43.05705332485103
2024-02-08,45.157397389477914
2024-02-09,45.157397389477914
2024-02-10,64.06049397111983
2024-02-11,57.75946177723919
2024-02-12,37.80619316328384
2024-02-13,42.00688129253759
2024-02-14,43.05705332485103
2024-02-15,43.05705332485103
2024-02-16,51.45842958335855
2024-02-17,63.010321938806385
2024-02-18,69.31135413268703
2024-02-19,57.75946177723919
2024-02-20,45.157397389477914
2024-02-21,44.107225357164474
2024-02-22,47.25774145410479
2024-02-23,48.30791348641823
2024-02-24,63.010321938806385
2024-02-25,65.11066600343327
2024-02-26,46.20756942179135
2024-02-27,42.00688129253759
2024-02-28,44.107225357164474
2024-02-29,46.20756942179135
2024-03-01,49.35808551873167
2024-03-02,64.06049397111983
2024-03-03,66.1608380357467
2024-03-04,49.35808551873167
2024-03-05,44.107225357164474
2024-03-06,44.107225357164474
2024-03-07,43.05705332485103
2024-03-08,46.20756942179135
2024-03-09,61.96014990649295
2024-03-10,63.010321938806385
2024-03-11,46.20756942179135
2024-03-12,44.107225357164474
2024-03-13,43.05705332485103
2024-03-14,46.20756942179135
2024-03-15,47.25774145410479
2024-03-16,66.1608380357467
2024-03-17,66.1608380357467
2024-03-18,45.157397389477914
2024-03-19,45.157397389477914
2024-03-20,46.20756942179135
2024-03-21,45.157397389477914
2024-03-22,49.35808551873167
2024-03-23,63.010321938806385
2024-03-24,66.1608380357467
2024-03-25,50.40825755104511
2024-03-26,45.157397389477914
2024-03-27,43.05705332485103
2024-03-28,45.157397389477914
2024-03-29,52.50860161567199
2024-03-30,61.96014990649295
2024-03-31,71.41169819731391
2024-04-01,49.35808551873167
2024-04-02,58.80963380955263
2024-04-03,43.05705332485103
2024-04-04,48.30791348641823
2024-04-05,45.157397389477914
2024-04-06,60.90997787417951
2024-04-07,63.010321938806385
2024-04-08,39.90653722791071
2024-04-09,45.157397389477914
2024-04-10,46.20756942179135
2024-04-11,44.107225357164474
2024-04-12,47.25774145410479
2024-04-13,59.85980584186607
2024-04-14,67.21101006806015
2024-04-15,47.25774145410479
2024-04-16,45.157397389477914
2024-04-17,50.40825755104511
2024-04-18,49.35808551873167
2024-04-19,49.35808551873167
2024-04-20,63.010321938806385
2024-04-21,65.11066600343327
2024-04-22,47.25774145410479
2024-04-23,45.157397389477914
2024-04-24,44.107225357164474
2024-04-25,45.157397389477914
2024-04-26,45.157397389477914
2024-04-27,63.010321938806385
2024-04-28,63.010321938806385
2024-04-29,46.20756942179135
2024-04-30,42.00688129253759
2024-05-01,42.00688129253759
2024-05-02,49.35808551873167
2024-05-03,51.45842958335855
2024-05-04,64.06049397111983
2024-05-05,67.21101006806015
2024-05-06,47.25774145410479
2024-05-07,45.157397389477914
2024-05-08,45.157397389477914
2024-05-09,48.30791348641823
2024-05-10,50.40825755104511
2024-05-11,59.85980584186607
2024-05-12,59.85980584186607
2024-05-13,48.30791348641823
2024-05-14,50.40825755104511
2024-05-15,46.20756942179135
2024-05-16,45.157397389477914
2024-05-17,50.40825755104511
2024-05-18,61.96014990649295
2024-05-19,69.31135413268703
2024-05-20,51.45842958335855
2024-05-21,48.30791348641823
2024-05-22,51.45842958335855
2024-05-23,50.40825755104511
2024-05-24,55.65911771261231
2024-05-25,69.31135413268703
2024-05-26,67.21101006806015
2024-05-27,69.31135413268703
2024-05-28,49.35808551873167
2024-05-29,47.25774145410479
2024-05-30,51.45842958335855
2024-05-31,52.50860161567199
2024-06-01,63.010321938806385
2024-06-02,65.11066600343327
2024-06-03,51.45842958335855
2024-06-04,52.50860161567199
2024-06-05,49.35808551873167
2024-06-06,49.35808551873167
2024-06-07,58.80963380955263
2024-06-08,68.26118210037359
2024-06-09,69.31135413268703
2024-06-10,53.55877364798543
2024-06-11,51.45842958335855
2024-06-12,51.45842958335855
2024-06-13,53.55877364798543
2024-06-14,58.80963380955263
2024-06-15,64.06049397111983
2024-06-16,70.36152616500047
2024-06-17,52.50860161567199
2024-06-18,52.50860161567199
2024-06-19,56.70928974492575
2024-06-20,49.35808551873167
2024-06-21,55.65911771261231
2024-06-22,64.06049397111983
2024-06-23,69.31135413268703
2024-06-24,52.50860161567199
2024-06-25,50.40825755104511
2024-06-26,53.55877364798543
2024-06-27,49.35808551873167
2024-06-28,56.70928974492575
2024-06-29,68.26118210037359
2024-06-30,70.36152616500047
2024-07-01,51.45842958335855
2024-07-02,55.65911771261231
2024-07-03,64.06049397111983
2024-07-04,76.6625583588811
2024-07-05,59.85980584186607
2024-07-06,64.06049397111983
2024-07-07,63.010321938806385
2024-07-08,50.40825755104511
2024-07-09,50.40825755104511
2024-07-10,54.60894568029887
2024-07-11,51.45842958335855
2024-07-12,55.65911771261231
2024-07-13,64.06049397111983
2024-07-14,59.85980584186607
2024-07-15,51.45842958335855
2024-07-16,50.40825755104511
2024-07-17,53.55877364798543
2024-07-18,52.50860161567199
2024-07-19,53.55877364798543
2024-07-20,66.1608380357467
2024-07-21,69.31135413268703
2024-07-22,51.45842958335855
2024-07-23,48.30791348641823
2024-07-24,49.35808551873167
2024-07-25,49.35808551873167
2024-07-26,52.50860161567199
2024-07-27,61.96014990649295
2024-07-28,64.06049397111983
2024-07-29,51.45842958335855
2024-07-30,49.35808551873167
2024-07-31,48.30791348641823
2024-08-01,52.50860161567199
2024-08-02,53.55877364798543
2024-08-03,58.80963380955263
2024-08-04,66.1608380357467
2024-08-05,50.40825755104511
2024-08-06,46.20756942179135
2024-08-07,48.30791348641823
2024-08-08,47.25774145410479
2024-08-09,50.40825755104511
2024-08-10,61.96014990649295
2024-08-11,71.41169819731391
2024-08-12,52.50860161567199
2024-08-13,47.25774145410479
2024-08-14,48.30791348641823
2024-08-15,46.20756942179135
2024-08-16,50.40825755104511
2024-08-17,59.85980584186607
2024-08-18,61.960149906492944
2024-08-19,52.75041754416522
2024-08-20,43.13305261666319
2024-08-21,48.20427808849256
2024-08-22,44.99848977932522
2024-08-23,47.67919207233584
2024-08-24,62.89286848782396
2024-08-25,70.64479625266395
2024-08-26,56.88892443466357
2024-08-27,42.200334035332176
2024-08-28,45.406122344499515
2024-08-29,45.93120836065623
2024-08-30,52.34278497899092
2024-08-31,61.960149906492944
2024-09-01,70.23716368748967
2024-09-02,71.16988226882069
2024-09-03,47.27155950716154
2024-09-04,42.725420051488896
2024-09-05,43.13305261666319
2024-09-06,43.13305261666319
2024-09-07,56.481291869489276
2024-09-08,59.68708017865662
2024-09-09,44.99848977932522
2024-09-10,43.13305261666319
2024-09-11,39.92726430749585
2024-09-12,43.13305261666319
2024-09-13,45.93120836065623
2024-09-14,58.754361597325605
2024-09-15,57.82164301599459
2024-09-16,44.06577119799421
2024-09-17,39.947991387080975
2024-09-18,42.39378677812675
2024-09-19,41.57852164777816
2024-09-20,44.02431703882394
2024-09-21,57.068559124401396
2024-09-22,59.514354515447174
2024-09-23,39.947991387080975
