Time,sabrina_carpenter
2023-03-10,42.285714285714285
2023-03-11,49.14285714285714
2023-03-12,36.57142857142857
2023-03-13,37.714285714285715
2023-03-14,38.857142857142854
2023-03-15,34.285714285714285
2023-03-16,46.857142857142854
2023-03-17,73.14285714285714
2023-03-18,59.42857142857142
2023-03-19,46.857142857142854
2023-03-20,42.285714285714285
2023-03-21,43.42857142857142
2023-03-22,43.42857142857142
2023-03-23,40.0
2023-03-24,40.0
2023-03-25,48.0
2023-03-26,51.42857142857142
2023-03-27,38.857142857142854
2023-03-28,42.285714285714285
2023-03-29,38.857142857142854
2023-03-30,41.14285714285714
2023-03-31,42.285714285714285
2023-04-01,46.857142857142854
2023-04-02,49.14285714285714
2023-04-03,41.14285714285714
2023-04-04,35.42857142857142
2023-04-05,34.285714285714285
2023-04-06,35.42857142857142
2023-04-07,32.0
2023-04-08,32.0
2023-04-09,34.285714285714285
2023-04-10,30.857142857142854
2023-04-11,46.857142857142854
2023-04-12,42.285714285714285
2023-04-13,35.42857142857142
2023-04-14,38.857142857142854
2023-04-15,44.57142857142857
2023-04-16,43.42857142857142
2023-04-17,33.14285714285714
2023-04-18,24.0
2023-04-19,30.857142857142854
2023-04-20,29.71428571428571
2023-04-21,35.42857142857142
2023-04-22,41.14285714285714
2023-04-23,44.57142857142857
2023-04-24,35.42857142857142
2023-04-25,30.857142857142854
2023-04-26,28.964903608502222
2023-04-27,36.06327236777064
2023-04-28,30.107760751359365
2023-04-29,36.634700939199206
2023-04-30,33.085516559565
2023-05-01,33.085516559565
2023-05-02,36.06327236777064
2023-05-03,33.65694513099358
2023-05-04,26.55857637172516
2023-05-05,21.86653484923381
2023-05-06,33.085516559565
2023-05-07,37.206129510627775
2023-05-08,28.39347503707365
2023-05-09,28.964903608502222
2023-05-10,33.65694513099358
2023-05-11,44.30449826989619
2023-05-12,54.38062283737024
2023-05-13,59.07266435986159
2023-05-14,50.831438457736034
2023-05-15,33.085516559565
2023-05-16,32.51408798813643
2023-05-17,33.085516559565
2023-05-18,25.98714780029659
2023-05-19,24.844290657439444
2023-05-20,25.415719228868017
2023-05-21,25.415719228868017
2023-05-22,18.888779041028172
2023-05-23,18.888779041028172
2023-05-24,17.745921898171034
2023-05-25,21.86653484923381
2023-05-26,18.34898665348492
2023-05-27,22.01878398418191
2023-05-28,25.688581314878892
2023-05-29,22.01878398418191
2023-05-30,22.01878398418191
2023-05-31,22.01878398418191
2023-06-01,18.34898665348492
2023-06-02,40.36777063766683
2023-06-03,40.36777063766683
2023-06-04,29.358378645575876
2023-06-05,25.688581314878892
2023-06-06,25.688581314878892
2023-06-07,22.01878398418191
2023-06-08,22.01878398418191
2023-06-09,18.34898665348492
2023-06-10,18.34898665348492
2023-06-11,22.01878398418191
2023-06-12,18.34898665348492
2023-06-13,18.34898665348492
2023-06-14,14.679189322787938
2023-06-15,18.34898665348492
2023-06-16,22.01878398418191
2023-06-17,22.01878398418191
2023-06-18,18.34898665348492
2023-06-19,18.34898665348492
2023-06-20,22.01878398418191
2023-06-21,22.01878398418191
2023-06-22,18.34898665348492
2023-06-23,18.34898665348492
2023-06-24,18.34898665348492
2023-06-25,22.01878398418191
2023-06-26,18.34898665348492
2023-06-27,14.679189322787938
2023-06-28,14.679189322787938
2023-06-29,18.34898665348492
2023-06-30,22.01878398418191
2023-07-01,22.01878398418191
2023-07-02,29.358378645575876
2023-07-03,29.358378645575876
2023-07-04,29.358378645575876
2023-07-05,22.01878398418191
2023-07-06,25.688581314878892
2023-07-07,25.688581314878892
2023-07-08,22.01878398418191
2023-07-09,22.01878398418191
2023-07-10,22.01878398418191
2023-07-11,22.01878398418191
2023-07-12,25.688581314878892
2023-07-13,22.01878398418191
2023-07-14,22.01878398418191
2023-07-15,25.688581314878892
2023-07-16,29.358378645575876
2023-07-17,22.01878398418191
2023-07-18,18.34898665348492
2023-07-19,25.688581314878892
2023-07-20,22.01878398418191
2023-07-21,22.01878398418191
2023-07-22,22.01878398418191
2023-07-23,22.01878398418191
2023-07-24,22.01878398418191
2023-07-25,22.01878398418191
2023-07-26,22.01878398418191
2023-07-27,25.688581314878892
2023-07-28,22.01878398418191
2023-07-29,25.688581314878892
2023-07-30,33.02817597627286
2023-07-31,29.358378645575876
2023-08-01,22.01878398418191
2023-08-02,22.01878398418191
2023-08-03,22.01878398418191
2023-08-04,36.69797330696984
2023-08-05,47.7073652990608
2023-08-06,36.69797330696984
2023-08-07,29.358378645575876
2023-08-08,25.688581314878892
2023-08-09,25.688581314878892
2023-08-10,29.358378645575876
2023-08-11,29.358378645575876
2023-08-12,29.358378645575876
2023-08-13,25.688581314878892
2023-08-14,25.688581314878892
2023-08-15,22.01878398418191
2023-08-16,29.358378645575876
2023-08-17,29.358378645575876
2023-08-18,25.688581314878892
2023-08-19,36.69797330696984
2023-08-20,33.02817597627286
2023-08-21,22.01878398418191
2023-08-22,29.358378645575876
2023-08-23,25.688581314878892
2023-08-24,22.01878398418191
2023-08-25,40.36777063766683
2023-08-26,47.7073652990608
2023-08-27,62.38655462184874
2023-08-28,44.03756796836382
2023-08-29,33.02817597627286
2023-08-30,33.02817597627286
2023-08-31,33.02817597627286
2023-09-01,36.69797330696984
2023-09-02,33.02817597627286
2023-09-03,40.36777063766683
2023-09-04,33.02817597627286
2023-09-05,25.688581314878892
2023-09-06,22.01878398418191
2023-09-07,22.01878398418191
2023-09-08,29.358378645575876
2023-09-09,44.03756796836382
2023-09-10,40.36777063766683
2023-09-11,33.02817597627286
2023-09-12,40.36777063766683
2023-09-13,91.74493326742461
2023-09-14,51.377162629757784
2023-09-15,40.36777063766683
2023-09-16,40.36777063766683
2023-09-17,33.02817597627286
2023-09-18,29.358378645575876
2023-09-19,29.358378645575876
2023-09-20,29.358378645575876
2023-09-21,25.688581314878892
2023-09-22,25.688581314878892
2023-09-23,40.36777063766683
2023-09-24,36.69797330696984
2023-09-25,25.688581314878892
2023-09-26,25.688581314878892
2023-09-27,29.358378645575876
2023-09-28,25.688581314878892
2023-09-29,29.358378645575876
2023-09-30,33.02817597627286
2023-10-01,29.358378645575876
2023-10-02,198.16905585763715
2023-10-03,51.377162629757784
2023-10-04,33.02817597627286
2023-10-05,29.358378645575876
2023-10-06,25.688581314878892
2023-10-07,29.358378645575876
2023-10-08,29.358378645575876
2023-10-09,25.688581314878892
2023-10-10,22.01878398418191
2023-10-11,25.688581314878892
2023-10-12,25.688581314878892
2023-10-13,25.688581314878892
2023-10-14,29.358378645575876
2023-10-15,25.688581314878892
2023-10-16,22.01878398418191
2023-10-17,22.01878398418191
2023-10-18,33.02817597627286
2023-10-19,33.02817597627286
2023-10-20,25.688581314878892
2023-10-21,29.358378645575876
2023-10-22,25.688581314878892
2023-10-23,22.01878398418191
2023-10-24,25.688581314878892
2023-10-25,18.34898665348492
2023-10-26,22.01878398418191
2023-10-27,22.01878398418191
2023-10-28,22.01878398418191
2023-10-29,25.688581314878892
2023-10-30,22.01878398418191
2023-10-31,47.7073652990608
2023-11-01,40.36777063766683
2023-11-02,36.69797330696984
2023-11-03,40.36777063766683
2023-11-04,44.03756796836382
2023-11-05,40.36777063766683
2023-11-06,44.03756796836382
2023-11-07,47.7073652990608
2023-11-08,40.36777063766683
2023-11-09,29.358378645575876
2023-11-10,40.36777063766683
2023-11-11,40.36777063766683
2023-11-12,58.71675729115175
2023-11-13,51.377162629757784
2023-11-14,47.7073652990608
2023-11-15,44.03756796836382
2023-11-16,51.377162629757784
2023-11-17,73.39594661393969
2023-11-18,66.05635195254573
2023-11-19,62.38655462184874
2023-11-20,55.046959960454764
2023-11-21,47.7073652990608
2023-11-22,51.377162629757784
2023-11-23,58.71675729115175
2023-11-24,44.03756796836382
2023-11-25,62.38655462184874
2023-11-26,69.7261492832427
2023-11-27,58.71675729115175
2023-11-28,55.046959960454764
2023-11-29,73.39594661393969
2023-11-30,73.39594661393969
2023-12-01,88.07513593672763
2023-12-02,84.40533860603064
2023-12-03,102.75432525951557
2023-12-04,84.40533860603064
2023-12-05,62.38655462184874
2023-12-06,66.05635195254573
2023-12-07,58.71675729115175
2023-12-08,62.38655462184874
2023-12-09,80.73554127533366
2023-12-10,73.39594661393969
2023-12-11,62.38655462184874
2023-12-12,55.046959960454764
2023-12-13,51.377162629757784
2023-12-14,66.05635195254573
2023-12-15,77.06574394463668
2023-12-16,80.73554127533366
2023-12-17,84.40533860603064
2023-12-18,62.38655462184874
2023-12-19,62.38655462184874
2023-12-20,62.38655462184874
2023-12-21,62.38655462184874
2023-12-22,116.74542758279782
2023-12-23,82.57043994068215
2023-12-24,77.29510627780523
2023-12-25,75.46020761245674
2023-12-26,62.845279288185864
2023-12-27,62.845279288185864
2023-12-28,61.01038062283737
2023-12-29,62.845279288185864
2023-12-30,55.73504695996045
2023-12-31,62.845279288185864
2024-01-01,362.85121107266434
2024-01-02,84.40533860603064
2024-01-03,73.62530894710824
2024-01-04,66.51507661888284
2024-01-05,53.90014829461195
2024-01-06,62.845279288185864
2024-01-07,86.24023727137913
2024-01-08,73.62530894710824
2024-01-09,62.845279288185864
2024-01-10,55.73504695996045
2024-01-11,62.845279288185864
2024-01-12,61.01038062283737
2024-01-13,75.46020761245674
2024-01-14,95.18536826495304
2024-01-15,84.40533860603064
2024-01-16,64.68017795353435
2024-01-17,62.845279288185864
2024-01-18,55.73504695996045
2024-01-19,62.845279288185864
2024-01-20,75.46020761245674
2024-01-21,73.8546712802768
2024-01-22,63.30400395452298
2024-01-23,63.30400395452298
2024-01-24,63.30400395452298
2024-01-25,52.75333662876915
2024-01-26,52.75333662876915
2024-01-27,63.30400395452298
2024-01-28,63.30400395452298
2024-01-29,42.20266930301532
2024-01-30,42.20266930301532
2024-01-31,42.20266930301532
2024-02-01,42.20266930301532
2024-02-02,42.20266930301532
2024-02-03,52.75333662876915
2024-02-04,52.75333662876915
2024-02-05,63.30400395452298
2024-02-06,73.8546712802768
2024-02-07,63.30400395452298
2024-02-08,52.75333662876915
2024-02-09,52.75333662876915
2024-02-10,52.75333662876915
2024-02-11,52.75333662876915
2024-02-12,42.20266930301532
2024-02-13,42.20266930301532
2024-02-14,63.30400395452298
2024-02-15,84.40533860603064
2024-02-16,63.30400395452298
2024-02-17,94.95600593178447
2024-02-18,105.5066732575383
2024-02-19,73.8546712802768
2024-02-20,73.8546712802768
2024-02-21,63.30400395452298
2024-02-22,52.75333662876915
2024-02-23,105.5066732575383
2024-02-24,200.46267918932276
2024-02-25,126.60800790904597
2024-02-26,73.8546712802768
2024-02-27,63.30400395452298
2024-02-28,52.75333662876915
2024-02-29,52.75333662876915
2024-03-01,52.75333662876915
2024-03-02,63.30400395452298
2024-03-03,73.8546712802768
2024-03-04,116.05734058329213
2024-03-05,73.8546712802768
2024-03-06,63.30400395452298
2024-03-07,63.30400395452298
2024-03-08,63.30400395452298
2024-03-09,84.40533860603064
2024-03-10,84.40533860603064
2024-03-11,116.05734058329213
2024-03-12,126.60800790904597
2024-03-13,105.5066732575383
2024-03-14,84.40533860603064
2024-03-15,63.30400395452298
2024-03-16,84.40533860603064
2024-03-17,84.40533860603064
2024-03-18,63.30400395452298
2024-03-19,42.20266930301532
2024-03-20,42.20266930301532
2024-03-21,42.20266930301532
2024-03-22,42.20266930301532
2024-03-23,52.75333662876915
2024-03-24,52.75333662876915
2024-03-25,52.75333662876915
2024-03-26,42.20266930301532
2024-03-27,52.75333662876915
2024-03-28,52.75333662876915
2024-03-29,52.75333662876915
2024-03-30,52.75333662876915
2024-03-31,42.20266930301532
2024-04-01,105.5066732575383
2024-04-02,126.60800790904597
2024-04-03,73.8546712802768
2024-04-04,63.30400395452298
2024-04-05,52.75333662876915
2024-04-06,52.75333662876915
2024-04-07,63.30400395452298
2024-04-08,52.75333662876915
2024-04-09,42.20266930301532
2024-04-10,52.75333662876915
2024-04-11,52.75333662876915
2024-04-12,179.3613445378151
2024-04-13,337.62135442412256
2024-04-14,316.5200197726149
2024-04-15,200.46267918932276
2024-04-16,168.81067721206128
2024-04-17,158.26000988630744
2024-04-18,179.3613445378151
2024-04-19,168.81067721206128
2024-04-20,274.3173504695996
2024-04-21,232.11468116658426
2024-04-22,158.26000988630744
2024-04-23,158.26000988630744
2024-04-24,158.26000988630744
2024-04-25,158.26000988630744
2024-04-26,158.26000988630744
2024-04-27,158.26000988630744
2024-04-28,147.7093425605536
2024-04-29,116.05734058329213
2024-04-30,126.60800790904597
2024-05-01,126.60800790904597
2024-05-02,158.26000988630744
2024-05-03,168.81067721206128
2024-05-04,168.81067721206128
2024-05-05,158.26000988630744
2024-05-06,126.60800790904597
2024-05-07,221.56401384083043
2024-05-08,147.7093425605536
2024-05-09,158.26000988630744
2024-05-10,147.7093425605536
2024-05-11,189.91201186356895
2024-05-12,221.56401384083043
2024-05-13,158.26000988630744
2024-05-14,126.60800790904597
2024-05-15,116.05734058329213
2024-05-16,105.5066732575383
2024-05-17,126.60800790904597
2024-05-18,158.26000988630744
2024-05-19,485.3306969846762
2024-05-20,263.76668314384574
2024-05-21,179.3613445378151
2024-05-22,158.26000988630744
2024-05-23,158.26000988630744
2024-05-24,147.7093425605536
2024-05-25,179.3613445378151
2024-05-26,168.81067721206128
2024-05-27,200.46267918932276
2024-05-28,189.91201186356895
2024-05-29,158.26000988630744
2024-05-30,147.7093425605536
2024-05-31,137.1586752347998
2024-06-01,168.81067721206128
2024-06-02,179.3613445378151
2024-06-03,179.3613445378151
2024-06-04,179.3613445378151
2024-06-05,179.3613445378151
2024-06-06,168.81067721206128
2024-06-07,696.3440434997527
2024-06-08,611.9387048937222
2024-06-09,580.2867029164606
2024-06-10,516.9826989619377
2024-06-11,400.9253583786455
2024-06-12,379.8240237271379
2024-06-13,390.3746910528917
2024-06-14,369.27335640138404
2024-06-15,358.7226890756302
2024-06-16,358.7226890756302
2024-06-17,379.8240237271379
2024-06-18,358.7226890756302
2024-06-19,400.9253583786455
2024-06-20,759.6480474542758
2024-06-21,590.8373702422144
2024-06-22,548.6347009391992
2024-06-23,453.67869500741466
2024-06-24,516.9826989619377
2024-06-25,928.458724666337
2024-06-26,516.9826989619377
2024-06-27,390.3746910528917
2024-06-28,506.43203163618386
2024-06-29,369.27335640138404
2024-06-30,337.62135442412256
2024-07-01,295.4186851211072
2024-07-02,263.76668314384574
2024-07-03,253.21601581809193
2024-07-04,305.9693524468611
2024-07-05,263.76668314384574
2024-07-06,274.3173504695996
2024-07-07,305.9693524468611
2024-07-08,232.11468116658426
2024-07-09,242.6653484923381
2024-07-10,253.21601581809193
2024-07-11,295.4186851211072
2024-07-12,295.4186851211072
2024-07-13,274.3173504695996
2024-07-14,242.6653484923381
2024-07-15,200.46267918932276
2024-07-16,200.46267918932276
2024-07-17,211.0133465150766
2024-07-18,221.56401384083043
2024-07-19,221.56401384083043
2024-07-20,253.21601581809193
2024-07-21,232.11468116658426
2024-07-22,179.3613445378151
2024-07-23,179.3613445378151
2024-07-24,200.46267918932276
2024-07-25,242.6653484923381
2024-07-26,232.11468116658426
2024-07-27,221.56401384083043
2024-07-28,221.56401384083043
2024-07-29,158.26000988630744
2024-07-30,189.91201186356895
2024-07-31,179.3613445378151
2024-08-01,168.81067721206128
2024-08-02,179.3613445378151
2024-08-03,211.0133465150766
2024-08-04,200.46267918932276
2024-08-05,158.26000988630744
2024-08-06,158.26000988630744
2024-08-07,200.46267918932276
2024-08-08,179.3613445378151
2024-08-09,179.3613445378151
2024-08-10,211.0133465150766
2024-08-11,253.21601581809193
2024-08-12,211.0133465150766
2024-08-13,200.46267918932276
2024-08-14,168.81067721206128
2024-08-15,158.26000988630744
2024-08-16,189.91201186356895
2024-08-17,232.11468116658426
2024-08-18,245.24564820620247
2024-08-19,199.3617187626881
2024-08-20,180.5501865062654
2024-08-21,199.3617187626881
2024-08-22,231.70944961265667
2024-08-23,1056.2287218505007
2024-08-24,1037.417189594078
2024-08-25,797.4468750507524
2024-08-26,560.4620917752189
2024-08-27,417.53496978179896
2024-08-28,398.7234375253762
2024-08-29,412.25963611892206
2024-08-30,425.79583471246787
2024-08-31,379.91190526895355
2024-09-01,374.6365716060766
2024-09-02,393.44810386249935
2024-09-03,315.2164435690164
2024-09-04,315.2164435690164
2024-09-05,296.40491131259375
2024-09-06,334.02797582543917
2024-09-07,347.564174418985
2024-09-08,342.2888407561081
2024-09-09,264.0571804626252
2024-09-10,250.52098186907938
2024-09-11,245.24564820620247
2024-09-12,727.4760796879384
2024-09-13,495.7666300752818
2024-09-14,431.07116837534477
2024-09-15,374.6365716060766
2024-09-16,315.2164435690164
2024-09-17,280.86940764274243
2024-09-18,280.86940764274243
2024-09-19,280.86940764274243
2024-09-20,297.39113750408023
2024-09-21,346.9563270880936
2024-09-22,313.912867365418
2024-09-23,313.912867365418
2024-09-24,611.3040048694982
2024-09-25,594.7822750081605
2024-09-26,446.0867062561203
2024-09-27,396.52151667210694
2024-09-28,462.6084361174581
2024-09-29,446.0867062561203
2024-09-30,561.7388152854849
